GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51059000332,51,059,000332,2271.81,494.36,49.68,4.95
51059000333,51,059,000333,759.41,307.77,27.63,7.62
51059000401,51,059,000401,1635.24,650.51,47.89,4.99
51059000402,51,059,000402,671,198.83,16.72,1.15
51059000403,51,059,000403,666,238,15,1
51059000404,51,059,000404,1885,560,39,1
51059000405,51,059,000405,1080,236,25,2
51059000406,51,059,000406,1099,578,48,8
51059000408,51,059,000408,1404,235,57,2
51059000409,51,059,000409,2395.58,731.93,47.4,3.61
51059000410,51,059,000410,2183,877,87,9
51059000411,51,059,000411,1223,368,40,5
51059000413,51,059,000413,1387,167,16,1
51059000415,51,059,000415,1213.67,515.63,31.97,1.89
51059000417,51,059,000417,1429.37,506.02,26.02,6.5
51059000418,51,059,000418,879.21,267.37,25.14,5.03
51059000419,51,059,000419,1952,448,52,2
51059000420,51,059,000420,2156,656,51,9
51059000421,51,059,000421,1839,535,49,8
51059000422,51,059,000422,1995.9,511.39,67.52,4.96
51059000423,51,059,000423,1404.14,528.78,46.54,4.95
51059000424,51,059,000424,1412,516,53,2
51059000426,51,059,000426,1051.91,474.42,10.65,2.14
51059000427,51,059,000427,1400.63,429.69,38.8,5.82
51059000428,51,059,000428,1726,235,33,2
51059000429,51,059,000429,1690,240,25,5
51059000501,51,059,000501,1873,388,35,0
51059000502,51,059,000502,573.01,202,16.49,4.95
51059000503,51,059,000503,922.48,265.16,27.5,0.15
51059000504,51,059,000504,1290,366,17,1
51059000505,51,059,000505,1473.52,373.32,41.73,0.02
51059000506,51,059,000506,306,80,4,2
51059000507,51,059,000507,1525.07,366.15,35.41,3.45
51059000508,51,059,000508,1340.72,488.62,36.49,7.48
51059000509,51,059,000509,680,95,11,0
51059000510,51,059,000510,1125,378,30,7
51059000511,51,059,000511,1464.47,466.44,46.08,3.18
51059000512,51,059,000512,711.3,260.84,32.37,3.7
51059000513,51,059,000513,1392.28,488.38,31.51,2.52
51059000514,51,059,000514,711,108,10,0
51059000515,51,059,000515,918,281,25,0
51059000516,51,059,000516,1801.12,439.29,34.43,8.92
51059000517,51,059,000517,861.52,268.86,21.11,1.99
51059000518,51,059,000518,1283,489,29,4
51059000519,51,059,000519,895.27,347.48,21.84,1.9
51059000520,51,059,000520,1494,244,22,4
51059000521,51,059,000521,935,476,25,2
51059000522,51,059,000522,765.73,376.52,21.16,4.1
51059000523,51,059,000523,1307,464,41,6
51059000525,51,059,000525,1758.52,623.57,46.67,7.94
51059000526,51,059,000526,2153.37,477.34,41.79,6.22
51059000527,51,059,000527,998.93,387.75,29.15,6.4
51059000528,51,059,000528,655,274,24,4
51059000530,51,059,000530,1051.38,190.14,22.46,2
51059000601,51,059,000601,1024,470,32,13
51059000602,51,059,000602,1083.25,408.54,37.76,13.95
51059000604,51,059,000604,1918,411,41,1
51059000605,51,059,000605,1160,535,45,7
51059000606,51,059,000606,1327.22,562.9,58.86,16.96
51059000607,51,059,000607,2102,492,59,15
51059000608,51,059,000608,1100.06,290.02,25,4
51059000609,51,059,000609,1176.49,547.63,44.25,7.22
51059000610,51,059,000610,1100.14,312.34,26.07,8.02
51059000611,51,059,000611,1406.94,628.4,32.12,7.04
51059000612,51,059,000612,660.64,318.34,22.95,3.99
51059000613,51,059,000613,1396,1036.35,32.7,19.82
51059000614,51,059,000614,940.63,540.47,26.01,5.01
51059000615,51,059,000615,1403,610,40,4
51059000616,51,059,000616,991.11,732.25,43.23,1.17
51059000617,51,059,000617,1223.94,216.1,12.43,0
51059000618,51,059,000618,2600.02,932.01,82,11
51059000619,51,059,000619,2034.65,727.84,45.09,5.57
51059000621,51,059,000621,1280.3,267.99,51.89,8.8
51059000622,51,059,000622,2013.04,456.06,37.33,2.09
51059000623,51,059,000623,1344.93,395.37,29.26,7.52
51059000626,51,059,000626,1705.09,677.89,59.2,4.93
51059000627,51,059,000627,2105.34,502.86,55.05,0.01
51059000628,51,059,000628,2059.61,473.32,28.6,1.88
51059000629,51,059,000629,1521.2,830.24,46.89,1.04
51059000630,51,059,000630,351.09,135.94,3.6,0.9
51059000700,51,059,000700,2.99,1.37,0.12,0.02
51059000701,51,059,000701,2259.14,673,49.41,6.92
51059000703,51,059,000703,1200.98,281.82,27.88,5.98
51059000704,51,059,000704,1138.98,401.26,17.03,1.01
51059000705,51,059,000705,2025.17,542.01,60.48,14.08
51059000707,51,059,000707,1150,426,24,4
51059000708,51,059,000708,2434.86,619.66,80.99,3.77
51059000709,51,059,000709,1759.86,465,59.59,2.08
51059000710,51,059,000710,1116.34,323.34,35.93,4.38
51059000711,51,059,000711,979,405,22,5
51059000712,51,059,000712,823.54,241.35,31.52,1.97
51059000713,51,059,000713,1679.99,388.5,38.46,6.69
51059000714,51,059,000714,1681.11,617.83,40.56,4.08
51059000717,51,059,000717,1162.23,350.19,49.83,6.6
51059000718,51,059,000718,1226.9,428.9,37.58,6.08
51059000720,51,059,000720,1512.88,542.24,50,6.87
51059000721,51,059,000721,2228.58,426.74,73.71,6.1
51059000723,51,059,000723,1121.04,262.78,29.32,0.39
51059000726,51,059,000726,1887.41,529.27,48.93,3
51059000727,51,059,000727,1181,583,40,2
51059000729,51,059,000729,1717.07,517.3,41.54,6.92
51059000730,51,059,000730,1818,650,49,2
51059000731,51,059,000731,1490.42,434.76,60.65,6.96
51059000732,51,059,000732,1610.44,818.33,51.62,12.05
51059000733,51,059,000733,2353.45,651.04,61.11,11.17
51059000734,51,059,000734,1080,299,56,4
51059000735,51,059,000735,624,218,16,0
51059000801,51,059,000801,2274.34,800.49,75.48,6.95
51059000802,51,059,000802,690,207,19,1
51059000803,51,059,000803,1596.32,1550.79,51.06,3.14
51059000804,51,059,000804,815,562,13,3
51059000805,51,059,000805,718.29,479.51,19.41,3.88
51059000806,51,059,000806,1794.31,831,44.58,5.27
51059000807,51,059,000807,939.37,510.46,27.83,1.92
51059000811,51,059,000811,1100,328,31,4
51059000812,51,059,000812,1393,624,39,2
51059000815,51,059,000815,1220.53,926.85,31.71,0.36
51059000824,51,059,000824,1867.81,960.52,69.16,6.01
51059000825,51,059,000825,1331.38,668.69,27.99,4
51059000827,51,059,000827,1296,577,45,2
51059000833,51,059,000833,1520.66,593.51,49.52,5.05
51059000838,51,059,000838,929.04,562.44,26.24,0.88
51059000839,51,059,000839,1633,1007,43,8
51059000840,51,059,000840,1441.35,601.57,37.53,7.91
51059000841,51,059,000841,654,546,21,1
51059000842,51,059,000842,1036,621,27,4
51059000843,51,059,000843,1596.38,625.07,61.14,11.03
51059000844,51,059,000844,1418.03,362.68,45.58,3.96
51059000845,51,059,000845,1728.34,1265.38,50.24,12.33
51059000846,51,059,000846,1805.15,624.98,33.33,1.22
51059000847,51,059,000847,1174.82,540.62,37.83,6.97
51059000848,51,059,000848,1527.8,596.31,31.03,1.01
51059000849,51,059,000849,2204,1425,44,14
51059000850,51,059,000850,1290,839,28,10
51059000851,51,059,000851,1155,640,27,4
51059000901,51,059,000901,1588,533,52,0
51059000902,51,059,000902,2300.56,831.43,47.64,1.65
51059000903,51,059,000903,1874.18,945.79,69.29,4.03
51059000904,51,059,000904,592.15,363.28,27.56,3.34
51059000905,51,059,000905,490,225,9,3
51059000908,51,059,000908,1201,601,29,7
51059000909,51,059,000909,827.93,339.53,26.95,0
51059000910,51,059,000910,1891.11,599.22,74.73,7
51059000911,51,059,000911,1771.03,747.65,27.77,4.95
51059000913,51,059,000913,1908.53,1053.86,40.23,3.92
51059000914,51,059,000914,1318.57,638.19,44.23,7.39
51059000915,51,059,000915,1071.28,900.3,43.47,0
51059000916,51,059,000916,2025.7,1097.42,68.21,7.05
51059000917,51,059,000917,1061,426,37,4
51059000918,51,059,000918,2157,764,55,4
51059000919,51,059,000919,2106.78,776.5,51.43,5.24
51059000920,51,059,000920,1493.79,568.69,25.32,4.87
51059000921,51,059,000921,1613.61,966.48,61.8,10
51059000923,51,059,000923,992.47,746.53,23.73,7.85
51059000924,51,059,000924,1025,274,24,2
51059000925,51,059,000925,892.36,412.52,18.97,0.95
51059000926,51,059,000926,2246.38,779.09,50.39,4.12
51059000927,51,059,000927,1036,441,28,0
51059000928,51,059,000928,1369.49,650.68,46.07,0.96
51059000929,51,059,000929,308.18,225.69,10.88,3.63
51059000930,51,059,000930,1186,503,44,7
51059000931,51,059,000931,1581.71,549.67,40.71,1.15
51059000932,51,059,000932,924.13,282.24,22.54,3.92
51059000933,51,059,000933,259.22,110.5,7.57,0.76
51061000101,51,061,000101,253.48,589.64,16.1,0.02
51061000102,51,061,000102,492.83,1156.13,30.04,0.95
51061000103,51,061,000103,394.47,517.31,12.98,0
51061000104,51,061,000104,191.21,382.42,7.33,0
51061000105,51,061,000105,275.8,504.59,14.01,1.87
51061000106,51,061,000106,497,662,19,3
51061000201,51,061,000201,1193.55,1095.42,51.23,3.16
51061000202,51,061,000202,752.4,885.47,36.48,1.82
51061000203,51,061,000203,1036.79,948.33,39.92,3.01
51061000301,51,061,000301,426.32,964.11,23.7,1.04
51061000302,51,061,000302,788.96,1090.56,35.13,1.09
51061000303,51,061,000303,999.42,1115.28,48.08,3
51061000401,51,061,000401,922.65,1039.03,32.06,5.08
51061000402,51,061,000402,861.41,833.03,27.37,2.17
51061000403,51,061,000403,825,1253.96,53.1,3.2
51061000404,51,061,000404,371.69,515.33,15.37,3.68
51061000501,51,061,000501,889.77,731.13,28.77,2.09
51061000502,51,061,000502,731,1057,51,2
51061000503,51,061,000503,706.11,923.06,39.53,3.32
51061000504,51,061,000504,1134.86,1450.88,50.52,3.85
51063000101,51,063,000101,478.12,826.24,12.96,0.99
51063000201,51,063,000201,619.05,875.53,29.77,1.93
51063000301,51,063,000301,601.06,670.85,11.44,1.02
51063000401,51,063,000401,394.18,833.59,8.01,1
51063000501,51,063,000501,385.26,970.98,15.9,3.04
51065000101,51,065,000101,1478.3,1194.16,58.62,0.99
51065000201,51,065,000201,898.75,923.55,35.54,2.03
51065000301,51,065,000301,989.96,924.13,24.48,1.93
51065000401,51,065,000401,1078.95,1503.66,44.44,4.02
51065000501,51,065,000501,1540,1252,54,1
51067000102,51,067,000102,487.31,1114.13,35.28,3.01
51067000103,51,067,000103,818.2,1964.91,42.1,0
51067000201,51,067,000201,377.94,996.56,24.71,0.98
51067000202,51,067,000202,372.93,683.3,6.96,0
51067000203,51,067,000203,78.6,156.03,1.16,0.01
51067000204,51,067,000204,231.26,515.02,6.55,0.02
51067000301,51,067,000301,143.29,430.85,9.88,0
51067000302,51,067,000302,149.14,441.93,11.42,0.06
51067000303,51,067,000303,425.79,544.26,11,0.98
51067000304,51,067,000304,194.23,234.78,4.69,0
51067000401,51,067,000401,212.31,745.45,11.82,1.94
51067000402,51,067,000402,203,387,3,0
51067000403,51,067,000403,166,429,5,0
51067000501,51,067,000501,294.74,701.71,17.3,0.39
51067000502,51,067,000502,276.09,742.87,10.16,2.01
51067000503,51,067,000503,169.78,378.27,13.03,0
51067000504,51,067,000504,159.13,419.68,13.59,0.61
51067000601,51,067,000601,390.23,901.3,19.04,1
51067000602,51,067,000602,336.54,864.48,18.06,1.01
51067000603,51,067,000603,215.36,715.77,12.49,1.04
51067000701,51,067,000701,506.73,680.9,26.67,0.99
51067000702,51,067,000702,464.76,459.02,6.04,1
51067000703,51,067,000703,355.99,419.37,12.15,1
51069000101,51,069,000101,378.71,1077.16,24.23,1
51069000102,51,069,000102,428.71,1066.84,20.79,2.96
51069000103,51,069,000103,667,1087,29,3
51069000104,51,069,000104,354.92,704.25,20.73,0.99
51069000201,51,069,000201,235.81,745.39,9.99,0
51069000202,51,069,000202,472.26,944.52,19.32,1.93
51069000203,51,069,000203,637.23,1271.69,29.87,1.99
51069000204,51,069,000204,541,1093.1,24.13,2.12
51069000301,51,069,000301,287.83,691.58,8.73,0.98
51069000302,51,069,000302,1073.71,1105.6,58.42,8.96
51069000303,51,069,000303,730.84,1367.69,39.99,2
51069000401,51,069,000401,646.17,887.1,27.63,1.9
51069000402,51,069,000402,304.72,521.66,13.14,1.01
51069000403,51,069,000403,656.7,930.15,42.91,2.99
51069000404,51,069,000404,645.98,892.97,29,6
51069000501,51,069,000501,771,1023,40,6
51069000502,51,069,000502,851.87,1219.53,52.81,1
51069000503,51,069,000503,914.19,1214.81,30.54,0
51069000601,51,069,000601,462.59,638.6,19.03,1
51069000602,51,069,000602,698,741,48,1
51069000603,51,069,000603,1098.87,1395.29,48.91,7.98
51071000101,51,071,000101,20.02,66.99,1.99,0
51071000102,51,071,000102,108.98,282.01,2.01,0
51071000103,51,071,000103,402.96,897.35,13.33,1.04
51071000201,51,071,000201,505.49,1207.23,26.7,2.96
51071000202,51,071,000202,73.5,209.81,5.08,0
51071000203,51,071,000203,26,169,3,0
51071000301,51,071,000301,167.33,344.17,9.41,0
51071000302,51,071,000302,425.25,893.52,22.35,1
51071000303,51,071,000303,306.81,430.6,13.15,0.01
51073000101,51,073,000101,369.62,775.53,17.18,0
51073000102,51,073,000102,299.92,615.84,14.05,0
51073000103,51,073,000103,257.86,546.48,13.08,2.99
51073000201,51,073,000201,538.6,715.45,17.18,3
51073000202,51,073,000202,706.38,1079.47,35.82,0
51073000301,51,073,000301,454.67,872.1,24.5,0.98
51073000302,51,073,000302,603,1112,30,1
51073000401,51,073,000401,656,996,26,1
51073000402,51,073,000402,560,832,23,1
51073000501,51,073,000501,589,1391,42,3
51073000502,51,073,000502,492,873,34,2
51075000101,51,075,000101,387.62,471.67,22.74,0
51075000102,51,075,000102,588.05,874.91,25.54,6.06
51075000201,51,075,000201,242.12,180.77,10.11,0
51075000202,51,075,000202,870.56,1045.77,34.2,3.11
51075000301,51,075,000301,647.4,868.33,24.16,2.03
51075000302,51,075,000302,253.65,363.13,16.52,1.03
51075000401,51,075,000401,584.83,731.13,35.19,0.52
51075000402,51,075,000402,720.21,1208.96,32.9,4.56
51075000501,51,075,000501,725.92,1096.88,48.06,9.96
51075000502,51,075,000502,499.26,733.06,33.62,4.05
51077000101,51,077,000101,79.14,169.74,1.16,0.05
51077000102,51,077,000102,39.55,106.42,0.06,0.02
51077000103,51,077,000103,89.94,169.89,1,0.01
51077000104,51,077,000104,62.64,100.43,1.99,0.99
51077000105,51,077,000105,38,145,0,0
51077000106,51,077,000106,44.42,142.68,2.02,0
51077000107,51,077,000107,24.72,94.91,1.98,0
51077000108,51,077,000108,54.31,120.47,0.99,0
51077000202,51,077,000202,91.97,306.28,5.02,0
51077000203,51,077,000203,281.25,761.65,12.87,3.95
51077000301,51,077,000301,131.53,474.68,8.78,0
51077000302,51,077,000302,168.74,662.91,11.18,0
51077000402,51,077,000402,119.44,527.53,6.85,0
51077000403,51,077,000403,85.84,241.79,8.97,0
51077004011,51,077,004011,27.08,60.06,1.07,0
51077004012,51,077,004012,75.64,168.62,3.11,0
51079000101,51,079,000101,263.14,528.27,10.96,0
51079000102,51,079,000102,424,642,26,1
51079000201,51,079,000201,864.06,1227.24,54.57,3.57
51079000301,51,079,000301,656.2,1124.29,37.01,2
51079000401,51,079,000401,1006.39,1291.94,61.9,2
51081000101,51,081,000101,245,127,0,0
51081000102,51,081,000102,73,94,1,0
51081000103,51,081,000103,210.23,35.08,1,0
51081000201,51,081,000201,311.77,107.92,1,0
51081000202,51,081,000202,204,297,3,0
51081000302,51,081,000302,637.78,292.15,3.99,0
51081000401,51,081,000401,86,155,5,0
51081000402,51,081,000402,260,148,0,0
51081000403,51,081,000403,81.22,106.85,4.01,0
51083000101,51,083,000101,227.61,297.52,4.88,0
51083000102,51,083,000102,123,201,1,0
51083000103,51,083,000103,342.29,353.78,3.22,0.05
51083000201,51,083,000201,161,333,3,0
51083000202,51,083,000202,202,268.21,5.13,0
51083000203,51,083,000203,364.05,338.22,4,0
51083000302,51,083,000302,205.35,87.12,1.99,0
51083000304,51,083,000304,174.08,323.64,2.01,0
51083000305,51,083,000305,556.29,314.46,8.79,1.95
51083000401,51,083,000401,440,401,12,2
51083000403,51,083,000403,257,532,10,0
51083000502,51,083,000502,435.75,689.04,17.5,0
51083000503,51,083,000503,143.66,430.23,2.42,0
51083000601,51,083,000601,270.15,464.68,7.41,1.05
51083000603,51,083,000603,468.58,527.11,9.01,0
51083000605,51,083,000605,103.28,189.64,1.02,0
51083000701,51,083,000701,261.32,705.57,3.07,0
51083000702,51,083,000702,120.59,536.29,11.78,0
51083000703,51,083,000703,111.76,320.68,3.01,1
51083000801,51,083,000801,859,337.57,7.56,0.94
51085000101,51,085,000101,803.99,531.47,25.83,1.04
51085000104,51,085,000104,744.39,735.52,32.54,1.97
51085000105,51,085,000105,767.49,384.95,37.97,4
51085000106,51,085,000106,380,504,21,0
51085000107,51,085,000107,592,631,26,6
51085000201,51,085,000201,491.18,1196.24,40.27,3.6
51085000202,51,085,000202,375.49,509.94,10.09,0.01
51085000203,51,085,000203,571.27,948.94,20.33,1
51085000206,51,085,000206,691.77,681.81,29.61,4.05
51085000208,51,085,000208,471.68,850.78,18.52,0
51085000209,51,085,000209,131.99,247.99,8,0
51085000210,51,085,000210,170,333,13,2
51085000301,51,085,000301,689.53,1173.95,31.21,3
51085000303,51,085,000303,603,1030,30,3
51085000304,51,085,000304,1752.18,2042.06,81.88,10.07
51085000305,51,085,000305,722,953,61,5
51085000401,51,085,000401,450,1329,32,5
51085000403,51,085,000403,801.04,1444.15,38.64,1.11
51085000404,51,085,000404,449.22,1574.12,32.18,3.02
51085000405,51,085,000405,461,656,13,1
51085000406,51,085,000406,154.48,249.55,3.03,0
51085000502,51,085,000502,655,1097,29,3
51085000503,51,085,000503,591,785,33,6
51085000504,51,085,000504,265.31,813.67,31.79,0.97
51085000505,51,085,000505,266.35,690.42,19.63,1.39
51085000506,51,085,000506,479.45,913.55,24.9,1
51085000507,51,085,000507,513,1043,33,5
51085000601,51,085,000601,828.69,1594.55,67.75,1.96
51085000602,51,085,000602,666,1242,39,2
51085000603,51,085,000603,624.92,656.2,29.14,5.02
51085000604,51,085,000604,418,776,22,2
51085000701,51,085,000701,640.3,1157.9,34.25,1.19
51085000702,51,085,000702,551.74,744.68,22.72,0
51085000703,51,085,000703,626.63,1087.58,35.27,4.96
51085000704,51,085,000704,768.28,1040.04,29.57,1.01
51085000705,51,085,000705,324.77,602.55,23.6,1.02
51087000101,51,087,000101,1562,1142,55,5
51087000102,51,087,000102,1670,453,42,4
51087000103,51,087,000103,1529.17,1285.79,40.05,0.98
51087000105,51,087,000105,1445.39,707.33,60.42,4.02
51087000106,51,087,000106,1279,718,52,4
51087000108,51,087,000108,1600,1156,40,4
51087000109,51,087,000109,326,382,11,2
51087000110,51,087,000110,1671.67,532.88,37.6,1
51087000111,51,087,000111,1639.84,919.43,61.17,0.97
51087000112,51,087,000112,1078,776,34,1
51087000113,51,087,000113,537.16,368.57,20.83,0.03
51087000114,51,087,000114,488,323,19,5
51087000115,51,087,000115,1476,1305,52,8
51087000117,51,087,000117,1004,512,34,5
51087000201,51,087,000201,1310.12,64.13,8.88,0
51087000202,51,087,000202,2408.96,176.69,21.09,2.07
51087000203,51,087,000203,1241.06,397.15,44.68,0
51087000204,51,087,000204,312.57,183.63,0.98,0
51087000205,51,087,000205,308.85,268.06,7.77,0
51087000206,51,087,000206,1705,37,8,0
51087000207,51,087,000207,1522,394,30,0
51087000208,51,087,000208,1496,46,9,1
51087000209,51,087,000209,1020.59,152.96,8.91,0.99
51087000210,51,087,000210,963,167,15,4
51087000211,51,087,000211,658.84,27.37,2.94,0
51087000212,51,087,000212,532.21,161.44,13.65,0.03
51087000213,51,087,000213,977.24,194.2,16.74,1.97
51087000214,51,087,000214,825,311,18,0
51087000215,51,087,000215,1804,64,13,0
51087000216,51,087,000216,431.99,274.73,24.63,0
51087000217,51,087,000217,380,184,17,1
51087000218,51,087,000218,62,54,3,0
51087000219,51,087,000219,212,42,2,0
51087000220,51,087,000220,2113.57,107.18,11.08,2.02
51087000221,51,087,000221,171,87,6,1
51087000222,51,087,000222,770.28,128.58,9.75,0
51087000223,51,087,000223,1433.92,760.09,39.13,2.93
51087000224,51,087,000224,394.82,11.9,1.98,0
51087000301,51,087,000301,902.82,620.13,35.83,4.98
51087000302,51,087,000302,1020,930,40,5
51087000303,51,087,000303,1358,771,43,9
51087000304,51,087,000304,613,584,25,0
51087000305,51,087,000305,1278.68,1097,51.62,6.95
51087000306,51,087,000306,1123,754,50,6
51087000307,51,087,000307,626.49,464.61,32.36,3.01
51087000308,51,087,000308,1167.15,982.4,51.18,3.19
51087000309,51,087,000309,1247.86,787.79,33.35,7.59
51087000310,51,087,000310,1239.15,1094.52,39.19,9.04
51087000311,51,087,000311,1020.06,615.95,30.51,4.03
51087000312,51,087,000312,847,502,21,2
51087000313,51,087,000313,1588.18,1148.87,75.17,12.02
51087000314,51,087,000314,1149,815,53,5
51087000315,51,087,000315,1658,486,45,2
51087000316,51,087,000316,759.56,463.31,23.01,2.97
51087000401,51,087,000401,1261.23,758.13,45.65,0.99
51087000402,51,087,000402,1114,499,34,3
51087000403,51,087,000403,723,766,44,3
51087000404,51,087,000404,782.83,551,42.4,1.12
51087000405,51,087,000405,1167.54,1077.77,61.36,8.01
51087000406,51,087,000406,1072.77,702.87,48.35,5.01
51087000407,51,087,000407,749.46,661.23,41.64,0.99
51087000408,51,087,000408,998.37,647.43,34.02,2.92
51087000409,51,087,000409,1101.64,817.48,69.15,8.02
51087000410,51,087,000410,558.62,628.13,34.13,3.02
51087000411,51,087,000411,1003.78,521.89,34.14,5.85
51087000412,51,087,000412,1264,805,49,3
51087000413,51,087,000413,1263,998,56,10
51087000414,51,087,000414,907.95,573.1,33.61,0.15
51087000415,51,087,000415,651,372,29,5
51087000416,51,087,000416,507,325,30,0
51087000417,51,087,000417,1343.12,1313.97,85.4,7.95
51087000418,51,087,000418,828.26,464.02,25.95,2.99
51087000419,51,087,000419,1030,842,48,10
51087000501,51,087,000501,382.2,867.33,20.97,0
51087000502,51,087,000502,667.58,88.64,4.62,0.92
51087000503,51,087,000503,776.42,725.49,15.84,2.03
51087000504,51,087,000504,803.35,279.64,6.92,4.94
51087000505,51,087,000505,1027.63,776.28,20.12,1.01
51087000506,51,087,000506,1229.69,313.4,19.91,1
51087000507,51,087,000507,124.8,408.67,10.03,0
51087000508,51,087,000508,1066,173,7,1
51087000509,51,087,000509,1044.62,291.12,14.47,2
51087000510,51,087,000510,1103.37,329.72,16.88,0.99
51087000511,51,087,000511,2269.67,246.05,18.01,0
51087000512,51,087,000512,507,217,17,1
51087000513,51,087,000513,1800.88,175.87,12.12,1
51087000514,51,087,000514,989.68,78.28,6.58,0.33
51087000515,51,087,000515,490.38,697.88,21.53,0
51087000516,51,087,000516,2970.39,551.38,33.29,0.67
51087000517,51,087,000517,339.29,385.28,16.31,0.98
51087000518,51,087,000518,739.32,828.95,26.98,2.12
51089000101,51,089,000101,203.49,179.11,1.88,0
51089000102,51,089,000102,165,610,10,0
51089000103,51,089,000103,331,991,20,0
51089000201,51,089,000201,209.74,295.98,5.88,0
51089000202,51,089,000202,356.69,562.2,3.95,0
51089000203,51,089,000203,647.01,221.61,4.21,0
51089000204,51,089,000204,290.93,700.2,6.04,0
51089000302,51,089,000302,342,290,11,0
51089000303,51,089,000303,533.92,602.93,9.11,0.02
51089000304,51,089,000304,718.14,555.12,8.89,0
51089000305,51,089,000305,256,308,9,0
51089000401,51,089,000401,177,403,10,1
51089000402,51,089,000402,228,423,6,0
51089000404,51,089,000404,412,681,22,0
51089000405,51,089,000405,286,355,4,1
51089000501,51,089,000501,219.92,226.9,2.68,0
51089000502,51,089,000502,200,516,5,0
51089000503,51,089,000503,235.34,865.5,16.39,2
51089000504,51,089,000504,126,276,6,0
51089000505,51,089,000505,162.71,275.15,4.12,1
51089000601,51,089,000601,291.16,634.01,11.96,0
51089000602,51,089,000602,159.79,195.52,4.96,0
51089000603,51,089,000603,299.81,770.94,5.97,0.98
51089000604,51,089,000604,195.96,525.61,0.92,0
51091000001,51,091,000001,158,224,5,0
51091000003,51,091,000003,30,61,2,0
51091000005,51,091,000005,77,147,0,0
51091000007,51,091,000007,54,87,1,0
51091000008,51,091,000008,65,191,4,0
51091000010,51,091,000010,16,62,0,0
51093000101,51,093,000101,836.33,1211.43,42.01,1
51093000102,51,093,000102,730.44,945.31,30.16,0.01
51093000201,51,093,000201,822.19,1187.5,38.82,5.97
51093000202,51,093,000202,1013.81,1083.5,37.18,4.03
51093000301,51,093,000301,819.9,644.73,23.02,1.01
51093000302,51,093,000302,973,489,11,1
51093000401,51,093,000401,183,415,8,3
51093000402,51,093,000402,449,749,23,0
51093000403,51,093,000403,533.22,640.26,19.82,0.99
51093000501,51,093,000501,195.77,474.45,5.99,0
51093000502,51,093,000502,197.92,154.29,0.09,0
51093000503,51,093,000503,207,278,5,0
51093000504,51,093,000504,278.59,567.73,15,0.98
51093000505,51,093,000505,127,341,4,0
51095000101,51,095,000101,1261,1216,47,3
51095000102,51,095,000102,895,738,44,5
51095000103,51,095,000103,1558,1748,50,7
51095000201,51,095,000201,482.47,289.46,13.55,0.03
51095000202,51,095,000202,1327.61,706.69,49.72,2.66
51095000203,51,095,000203,1035,909,35,5
51095000204,51,095,000204,1503.41,1472.31,58.28,3.34
51095000301,51,095,000301,1397,1427,36,1
51095000302,51,095,000302,502,304,17,1
51095000303,51,095,000303,349.49,623.18,9.06,0
51095000304,51,095,000304,1417.32,845.33,37.01,6
51095000401,51,095,000401,1285.88,1343.16,58.27,4.94
51095000402,51,095,000402,1893.12,1762.84,50.73,2.06
51095000403,51,095,000403,1038.85,1310.24,36.63,0
51095000501,51,095,000501,792.09,236.42,13.45,0.9
51095000502,51,095,000502,1071.12,1446.79,31.28,10.41
51095000503,51,095,000503,318.09,116.7,11.96,1
51095000504,51,095,000504,1408.4,1037.09,42.92,2.99
51095001041,51,095,001041,257.48,180.74,10.57,0.56
51095001042,51,095,001042,192.05,134.81,7.88,0.41
51097000101,51,097,000101,345.6,233.35,5.13,0
51097000201,51,097,000201,222.59,348.3,7.6,0.88
51097000301,51,097,000301,267.31,342.99,8.17,1.03
51097000401,51,097,000401,299.41,292.85,10.63,0.97
51097000501,51,097,000501,156.49,373.63,6.07,0.01
51099000101,51,099,000101,728.94,1043.89,50.51,0
51099000102,51,099,000102,326.9,526.31,13.42,0
51099000201,51,099,000201,908,1512,63,7
51099000301,51,099,000301,1073.82,1137.52,47.47,7.04
51099000401,51,099,000401,917.23,1293.57,37.54,0.96
51101000101,51,101,000101,535,827,28,2
51101000201,51,101,000201,194.21,327.35,14.91,0
51101000202,51,101,000202,431.28,504.87,9.19,2.97
51101000301,51,101,000301,445.02,1023.08,30.26,1.1
51101000401,51,101,000401,506.75,1026.71,20.33,7.63
51101000501,51,101,000501,539.61,954.56,19.11,0.01
51103000101,51,103,000101,447,650,21,0
51103000201,51,103,000201,612.36,377.1,11,1
51103000301,51,103,000301,297.61,544.38,11.03,0
51103000302,51,103,000302,178.41,275.71,7.01,0
51103000401,51,103,000401,648.13,340.7,7.1,1
51103000501,51,103,000501,511,763,17,0
51105000101,51,105,000101,84,244,5,0
51105000102,51,105,000102,77,266,2,0
51105000103,51,105,000103,161,500,7,0
51105000201,51,105,000201,49,95,1,1
51105000202,51,105,000202,103.09,436.76,3.03,0
51105000203,51,105,000203,213.86,590.49,4.94,0
51105000301,51,105,000301,217.69,664.74,4.28,0
51105000302,51,105,000302,126.49,462.4,1.57,0
51105000401,51,105,000401,77.54,191.93,5.17,0
51105000402,51,105,000402,46.46,189.29,1.01,0
51105000403,51,105,000403,60,256,4,0
51105000404,51,105,000404,149.72,422.07,3,0
51105000501,51,105,000501,107.75,162.85,3.09,0.01
51105000502,51,105,000502,139.77,456.63,6.91,0.98
