GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51105000503,51,105,000503,14.08,71.11,0,0
51105000504,51,105,000504,45.39,91.38,0.03,0.01
51107000107,51,107,000107,1207.63,709.31,29.71,1.08
51107000108,51,107,000108,1205,581,26,1
51107000112,51,107,000112,932,384,26,4
51107000114,51,107,000114,1018.2,437.88,20.22,0.88
51107000117,51,107,000117,685.03,212.85,12.88,0.01
51107000118,51,107,000118,1429.85,501.57,27.22,5.83
51107000119,51,107,000119,1087.81,414.36,36.02,3
51107000120,51,107,000120,1315.4,626.74,27.21,2.81
51107000121,51,107,000121,829,431,34,2
51107000122,51,107,000122,1388,703,46,2
51107000123,51,107,000123,851.95,442.6,24.94,0.09
51107000124,51,107,000124,960,438,26,1
51107000125,51,107,000125,1277.74,414.73,12.36,2.1
51107000126,51,107,000126,1301.19,584.64,36.98,2
51107000207,51,107,000207,797,503,29,1
51107000208,51,107,000208,827.43,450.97,29.41,1.96
51107000209,51,107,000209,1658.16,793.56,56.87,5.28
51107000210,51,107,000210,1569.06,682.74,43.5,1.76
51107000213,51,107,000213,520,231,23,1
51107000214,51,107,000214,1425.68,801.91,44.67,1.39
51107000215,51,107,000215,1419,631,55,2
51107000216,51,107,000216,1137.61,655.84,29.18,5
51107000217,51,107,000217,1319.69,681.81,33.86,5.49
51107000218,51,107,000218,983,370,41,0
51107000219,51,107,000219,1060,494,50,0
51107000301,51,107,000301,1224,1031,59,6
51107000302,51,107,000302,813.25,896.27,40.62,3.53
51107000303,51,107,000303,858,945,34,2
51107000305,51,107,000305,413.86,445.91,16.17,5.01
51107000307,51,107,000307,536.81,320.3,16.14,1.87
51107000308,51,107,000308,540.97,384.53,16.95,1.02
51107000309,51,107,000309,372.92,355.75,20.29,1.08
51107000310,51,107,000310,1345.45,1295.02,83.89,6.51
51107000311,51,107,000311,869.37,985.8,38.5,3.95
51107000312,51,107,000312,1489.53,611.57,36.91,1
51107000313,51,107,000313,1249.03,674.3,32.18,2.03
51107000314,51,107,000314,1436.18,522.5,24.89,4.06
51107000315,51,107,000315,267.78,331.35,13.13,1.86
51107000316,51,107,000316,1663.2,650.93,48.09,1
51107000318,51,107,000318,1125.24,1048.96,55.46,5.02
51107000319,51,107,000319,1639.68,857.56,41.48,1.93
51107000320,51,107,000320,1695.92,463.77,26.52,0.01
51107000321,51,107,000321,827.71,312.54,15.1,0.05
51107000322,51,107,000322,927.2,395.42,19.87,0.04
51107000401,51,107,000401,1086,1211,62,6
51107000402,51,107,000402,1025.18,1060.42,38.27,4.19
51107000403,51,107,000403,1216.13,1104.12,39,1
51107000407,51,107,000407,795,485,28,6
51107000408,51,107,000408,1231.82,836.47,40.9,0
51107000409,51,107,000409,987.88,1053.25,43.81,7.09
51107000411,51,107,000411,681.82,813.58,32.73,4.81
51107000413,51,107,000413,49.87,48.88,1,0
51107000414,51,107,000414,800.37,370.57,21.36,1.01
51107000416,51,107,000416,1270,1176,56,10
51107000420,51,107,000420,925.69,823.42,20.12,5.21
51107000421,51,107,000421,105,132,3,0
51107000422,51,107,000422,983.23,893.66,24.72,1.66
51107000501,51,107,000501,1219,627,49,6
51107000502,51,107,000502,1524.18,545.32,57.65,2.09
51107000503,51,107,000503,634,377,29,1
51107000504,51,107,000504,1313.82,661.68,54.35,1.91
51107000505,51,107,000505,1226.88,855.92,48,5
51107000506,51,107,000506,843,332,34,2
51107000507,51,107,000507,650.85,420.06,21.08,6.02
51107000508,51,107,000508,1326.31,713.19,44.03,1.01
51107000509,51,107,000509,1539.75,617.51,25.65,0.99
51107000510,51,107,000510,737.15,533.94,21.92,3.98
51107000615,51,107,000615,1193,664,51,2
51107000616,51,107,000616,1394,692,37,13
51107000617,51,107,000617,694,156,13,1
51107000619,51,107,000619,759.23,181.09,21.01,0
51107000620,51,107,000620,1502.82,790.22,54.74,3.98
51107000621,51,107,000621,1640,715,44,5
51107000622,51,107,000622,1603.73,658.32,45.54,3.96
51107000623,51,107,000623,1848,898,43,4
51107000625,51,107,000625,534,342,17,2
51107000626,51,107,000626,694.27,477.68,7.46,1.04
51107000627,51,107,000627,563.18,166.78,24.26,4.02
51107000628,51,107,000628,1585.54,566.4,46.63,3.89
51107000629,51,107,000629,515.17,247.28,14.89,0.2
51107000701,51,107,000701,1074.13,469.15,37.53,0.89
51107000702,51,107,000702,1214.87,526.85,36.47,4.11
51107000703,51,107,000703,1545.51,386.65,41.06,0
51107000705,51,107,000705,1522.97,691.86,48.04,6.86
51107000707,51,107,000707,1121.77,381.91,29.99,0
51107000708,51,107,000708,1233.63,658.15,32.1,1.09
51107000709,51,107,000709,1086.98,414.01,29.69,4.12
51107000710,51,107,000710,1041.6,435.16,39.42,1.13
51107000808,51,107,000808,1551.54,801.46,46.45,3.95
51107000810,51,107,000810,1662.62,773.89,56.07,2.63
51107000813,51,107,000813,1083,432,30,0
51107000814,51,107,000814,1244,874,34,8
51107000815,51,107,000815,1587.54,912.16,33.81,6.3
51107000817,51,107,000817,1395.91,790.16,45.43,5.34
51107000818,51,107,000818,921.19,504.58,27.6,0.86
51107000819,51,107,000819,873.2,476.53,26.33,3.51
51107000820,51,107,000820,1168.46,633.54,36.55,1.05
51107000822,51,107,000822,543.46,301.23,13.04,2.48
51109000101,51,109,000101,910.07,913.02,29.77,1.91
51109000102,51,109,000102,335.68,418.94,12.75,0.85
51109000201,51,109,000201,427,571.01,12,2
51109000202,51,109,000202,398.13,540.16,17,1
51109000301,51,109,000301,1056.16,829.54,28.94,1.16
51109000302,51,109,000302,187.43,240.03,2.68,0
51109000401,51,109,000401,553.84,943.91,21.07,1
51109000402,51,109,000402,250,258,6,0
51109000501,51,109,000501,283.81,224.5,6.03,0
51109000502,51,109,000502,286.37,509.59,14.02,0
51109000503,51,109,000503,220.95,451.61,11.02,0
51109000601,51,109,000601,235.48,654.48,15.96,1
51109000602,51,109,000602,389.1,779.2,17.01,1
51109007011,51,109,007011,500.86,898.53,28.3,0.06
51109007012,51,109,007012,1.04,1.98,0.06,0
51109007021,51,109,007021,289.96,468.71,16.16,1.61
51109007022,51,109,007022,0,0,0,0
51109007023,51,109,007023,0.01,0.02,0,0
51111000101,51,111,000101,153,336,9,0
51111000201,51,111,000201,191.34,321.95,10.94,0.01
51111000301,51,111,000301,85,267,1,0
51111000302,51,111,000302,162,205,2,0
51111000401,51,111,000401,57,183,1,0
51111000402,51,111,000402,150,295,2,0
51111000501,51,111,000501,181.05,147.42,4.03,0
51111000502,51,111,000502,280.03,113.18,6.83,0
51111000601,51,111,000601,376.66,229.05,9.06,0.99
51111000701,51,111,000701,142.94,159.93,3,0
51111000702,51,111,000702,164.83,223.95,2.16,0
51113000001,51,113,000001,321.33,327.7,9.53,1.88
51113000002,51,113,000002,373.77,484.83,9.54,0.87
51113000003,51,113,000003,145.79,293.99,2.86,2.41
51113000004,51,113,000004,27.28,51.92,0.2,0.01
51113000005,51,113,000005,454.55,660.29,21.94,1.02
51113000006,51,113,000006,221.81,346.31,13.42,0.89
51113000007,51,113,000007,326.89,790.24,13.16,3.01
51113000008,51,113,000008,198.28,326.45,7.11,1.02
51113000009,51,113,000009,98.79,215.27,7.9,0.99
51115000001,51,115,000001,341.19,666.51,12.89,0
51115000002,51,115,000002,590.21,996.04,18.93,0
51115000003,51,115,000003,629,1119,26,1
51117000101,51,117,000101,243.7,211.02,5.99,0
51117000102,51,117,000102,49,116,0,0
51117000103,51,117,000103,392.06,338.28,6.13,0
51117000201,51,117,000201,229,182,3,0
51117000202,51,117,000202,100,69,0,0
51117000203,51,117,000203,274,77,4,0
51117000301,51,117,000301,253,629,6,0
51117000302,51,117,000302,249,279,8,0
51117000401,51,117,000401,767,373,8,0
51117000402,51,117,000402,108,67,1,0
51117000501,51,117,000501,556,698,20,4
51117000601,51,117,000601,217.56,340.49,2.01,1
51117000602,51,117,000602,66,235,6,0
51117000603,51,117,000603,93,139,4,0
51117000604,51,117,000604,103.23,204.47,1.99,0
51117000701,51,117,000701,255,304,7,0
51117000702,51,117,000702,192,300,4,0
51117000801,51,117,000801,84,109,1,0
51117000802,51,117,000802,213,454,4,0
51117000803,51,117,000803,228,267,6,0
51117000901,51,117,000901,28,145,2,0
51117000902,51,117,000902,60.19,209.82,6.2,0
51117000903,51,117,000903,380.69,760.1,10.9,0
51119000101,51,119,000101,154.15,213.6,10.24,0
51119000102,51,119,000102,261.03,377.59,15.94,0
51119000201,51,119,000201,345,817,10,1
51119000302,51,119,000302,445.49,471.78,11.99,0.99
51119000401,51,119,000401,415.09,460,14.97,0
51119000501,51,119,000501,412,681,20,0
51121000101,51,121,000101,1181.61,724.49,53.47,2.25
51121000102,51,121,000102,1302.74,281.73,41.96,0
51121000103,51,121,000103,1671.02,611.3,56.53,5.75
51121000201,51,121,000201,125.64,108.7,6.13,0.01
51121000202,51,121,000202,990.9,894.58,54.61,0.99
51121000204,51,121,000204,1249.05,1073.17,59.05,3.01
51121000301,51,121,000301,459.77,1025.99,31.99,3.23
51121000302,51,121,000302,522.11,796.83,36.01,2.76
51121000303,51,121,000303,165.97,369.53,6.17,0.01
51121000304,51,121,000304,679.24,835.23,38.97,0.01
51121000401,51,121,000401,349.64,466.48,22.53,0
51121000402,51,121,000402,435.5,1013.95,18.76,1
51121000404,51,121,000404,195.37,444.85,5.02,1
51121000405,51,121,000405,823.67,968.68,38.53,1
51121000501,51,121,000501,984.24,702.17,47.25,3.21
51121000502,51,121,000502,734.05,654.72,33.26,1.47
51121000503,51,121,000503,1208.71,355.14,89.23,2.32
51121000601,51,121,000601,1425.55,392.29,52.07,2.69
51121000602,51,121,000602,1206.56,312.2,48.86,2.48
51121000603,51,121,000603,395.29,177.36,36.05,1
51121000701,51,121,000701,1859.42,547.52,67.4,9.02
51121000702,51,121,000702,1224,259,74,2
51121002031,51,121,002031,401.74,420.82,19.95,3.42
51121002032,51,121,002032,165.08,170,8.18,1.37
51121004031,51,121,004031,346.92,756.78,19.65,0.99
51121004032,51,121,004032,3.28,7.23,0.19,0.01
51125000101,51,125,000101,834.94,671.67,40.13,3.04
51125000201,51,125,000201,389.16,392.67,13.63,0
51125000202,51,125,000202,185.52,144.87,4.71,1.93
51125000301,51,125,000301,537.16,506.28,19.01,0
51125000302,51,125,000302,66.1,84.3,2.63,0
51125000401,51,125,000401,528.45,685.8,15.97,1.9
51125000402,51,125,000402,41,67,0,0
51125000501,51,125,000501,300.94,217.19,11.96,0
51125000502,51,125,000502,805.66,550.07,26.85,6.96
51127000102,51,127,000102,131.64,381.55,4.89,0
51127000103,51,127,000103,437.96,1094.12,20.18,1.06
51127000201,51,127,000201,606,937,29,0
51127000202,51,127,000202,232,629,18,0
51127000301,51,127,000301,497.4,503.57,11.02,4
51127000302,51,127,000302,434.51,719.2,22.04,0
51127000401,51,127,000401,614.6,861.43,24.98,6
51127000403,51,127,000403,226,357,12,3
51127000501,51,127,000501,261.12,467.44,6.76,0
51127000502,51,127,000502,313.63,811.17,10.29,0.04
51131000101,51,131,000101,640.69,599.73,12.68,1.95
51131000201,51,131,000201,709.31,266.27,12.32,0.05
51131000301,51,131,000301,583.7,250.94,5,3
51131000401,51,131,000401,523.87,495.88,12,1
51131000501,51,131,000501,466,511,17,3
51133000101,51,133,000101,420.9,583.42,10.07,1
51133000201,51,133,000201,460.51,768.84,10.87,0.99
51133000301,51,133,000301,675.93,267.27,11.99,0.02
51133000401,51,133,000401,537.06,928.81,17.32,5.77
51133000501,51,133,000501,528.83,1016.25,12.64,0.21
51135000101,51,135,000101,269,338,7,0
51135000102,51,135,000102,166.09,285.44,2.98,0
51135000201,51,135,000201,316.05,437.36,14.06,0
51135000202,51,135,000202,99,261,5,0
51135000302,51,135,000302,150,226,2,0
51135000401,51,135,000401,419.36,93.41,6.85,0
51135000402,51,135,000402,194.48,369.43,7.11,0
51135000501,51,135,000501,506.54,563.4,14.08,0
51135003011,51,135,003011,136.24,79.35,1.94,0
51135003012,51,135,003012,211.71,123.29,3.01,0
51137000101,51,137,000101,740.76,994.88,16.61,0.26
51137000102,51,137,000102,757.64,813.99,30.35,0.1
51137000201,51,137,000201,498.74,920.16,12.57,0.97
51137000202,51,137,000202,405.67,907.85,17.81,4.15
51137000301,51,137,000301,911.77,883.89,31.42,1.03
51137000302,51,137,000302,219.46,348.93,7.01,0.01
51137000401,51,137,000401,394.82,1056.85,15.95,0
51137000402,51,137,000402,670.39,775.61,24.76,0.99
51137000501,51,137,000501,798,943,28,1
51137000502,51,137,000502,858,1088,34,4
51139000101,51,139,000101,607.49,1049.93,21.06,0
51139000201,51,139,000201,659.95,1300.03,26.16,1.41
51139000301,51,139,000301,388.82,1214.75,10.78,3.58
51139000401,51,139,000401,341.99,986.48,19.86,1
51139000501,51,139,000501,354.41,1263.85,27.93,1.99
51141000101,51,141,000101,120.61,290.07,1.99,0
51141000102,51,141,000102,77.39,313.93,3.01,0
51141000103,51,141,000103,92,329,1,0
51141000201,51,141,000201,60,192,3,0
51141000202,51,141,000202,156,553,10,0
51141000203,51,141,000203,124,390,1,0
51141000301,51,141,000301,222,567,2,1
51141000302,51,141,000302,82,456,5,0
51141000401,51,141,000401,193.4,377.07,7.05,0
51141000402,51,141,000402,186.53,484.58,7.9,0
51141000501,51,141,000501,67.47,233.42,5.1,0
51141000502,51,141,000502,110,356,3,0
51141000503,51,141,000503,142.82,460.41,5.99,0
51143000103,51,143,000103,403,1618,29,0
51143000105,51,143,000105,247,509,15,0
51143000106,51,143,000106,202,636,10,1
51143000108,51,143,000108,181,336,3,0
51143000201,51,143,000201,175.34,527.21,9.76,0.01
51143000202,51,143,000202,75,152,2,0
51143000204,51,143,000204,143.02,371.14,5.22,0.98
51143000206,51,143,000206,125,430,8,0
51143000207,51,143,000207,378,950,14,1
51143000301,51,143,000301,407.1,242.98,12.93,0
51143000305,51,143,000305,390.7,374.46,6.38,0
51143000307,51,143,000307,689.24,215.29,3.27,0
51143000308,51,143,000308,223.27,149.09,6.99,0
51143000309,51,143,000309,198,220,2,0
51143000402,51,143,000402,127.63,553.93,8.68,0
51143000404,51,143,000404,361.16,1059.44,15.76,0
51143000405,51,143,000405,473.43,1042.31,13.78,2.95
51143000501,51,143,000501,399.28,732.75,17.95,0.01
51143000502,51,143,000502,401.05,837.55,14.71,0
51143000503,51,143,000503,214.95,489.9,5.04,0
51143000603,51,143,000603,251.9,713.73,8,0
51143000604,51,143,000604,295.1,503.27,7,0
51143000605,51,143,000605,235,567,7,0
51143000606,51,143,000606,399,381,6,0
51143000607,51,143,000607,86,282,0,0
51143000702,51,143,000702,203.17,946.42,14.03,1
51143000703,51,143,000703,98.3,171.19,0.19,0.06
51143000704,51,143,000704,528.49,1234.07,11.96,3.99
51143000705,51,143,000705,178.2,616.23,8.24,0.01
51145000101,51,145,000101,485.3,1149.25,36.72,3.97
51145000102,51,145,000102,453.98,823.44,27.28,3.06
51145000103,51,145,000103,247,668,23,0
51145000201,51,145,000201,283,970,30,3
51145000202,51,145,000202,436.65,1106.66,26.44,0
51145000301,51,145,000301,420,952,30,3
51145000302,51,145,000302,332,806,32,0
51145000401,51,145,000401,536.78,1565.99,33.87,6.97
51145000402,51,145,000402,215.19,568.77,15,1.01
51145000501,51,145,000501,499.47,711.89,21.04,0
51145000502,51,145,000502,301.81,397.74,17.99,3
51145000503,51,145,000503,134,422,14,0
51147000101,51,147,000101,442.98,338.4,14.63,0.03
51147000201,51,147,000201,591.24,575.75,18.8,0
51147000301,51,147,000301,324.29,288.53,6.79,0.02
51147000302,51,147,000302,224.06,133.69,3.93,0.98
51147000401,51,147,000401,382.49,321.49,18.4,0.97
51147000501,51,147,000501,210.14,310.43,8.6,0
51147000502,51,147,000502,432.38,333.46,6.08,1.88
51147000601,51,147,000601,616.32,474,12.74,0
51147000701,51,147,000701,263.3,168.47,5.45,1.06
51147000801,51,147,000801,359.04,79.11,14.53,0
51149000101,51,149,000101,362,517,12,1
51149000102,51,149,000102,576,1541,21,2
51149000103,51,149,000103,619,740,17,0
51149000104,51,149,000104,545.29,376.94,8.91,0
51149000105,51,149,000105,119,360,7,1
51149000201,51,149,000201,779,1159,16,4
51149000202,51,149,000202,480,876,16,1
51149000203,51,149,000203,182,379,3,0
51149000204,51,149,000204,915.47,704.42,22.6,0
51149000205,51,149,000205,856.54,324.64,18.54,0.99
51153000101,51,153,000101,669.3,1162.21,40.25,10.37
51153000102,51,153,000102,1527.75,1000.89,86.99,11.02
51153000103,51,153,000103,906.32,732.36,27.83,6.09
51153000104,51,153,000104,940.75,1046.05,62.39,11.68
51153000105,51,153,000105,1499.62,1020.52,52.9,12.5
51153000107,51,153,000107,1641.32,1094.11,71.61,11.14
51153000108,51,153,000108,1674.99,891.02,52.84,4.01
51153000109,51,153,000109,1376.73,688.43,37.56,9.04
51153000110,51,153,000110,1153.24,815.43,35.39,4.81
51153000111,51,153,000111,784.34,555.62,27.91,2.49
51153000112,51,153,000112,1549.41,1095.31,51.78,9.96
51153000114,51,153,000114,756.93,541.31,27.32,2.52
51153000201,51,153,000201,1097.39,360.73,22.37,5.81
51153000202,51,153,000202,1013.29,972.76,44.39,5.79
51153000203,51,153,000203,1211.78,935.03,49.42,5.93
51153000204,51,153,000204,1038,566,33,7
51153000205,51,153,000205,1161.08,905.44,35.47,3.46
51153000206,51,153,000206,756.68,768,43.24,0.94
51153000207,51,153,000207,1621.19,729.1,38.53,6.92
51153000208,51,153,000208,779.92,845.89,30.45,1.3
51153000209,51,153,000209,569.92,833.63,39.55,2.17
51153000210,51,153,000210,929.56,869.53,46.66,5.96
51153000211,51,153,000211,1282.64,938.15,41.15,7.35
51153000212,51,153,000212,1845.34,857.83,49.64,11.95
51153000213,51,153,000213,878,311,21,4
51153000214,51,153,000214,505.94,672.6,32.37,2.08
51153000215,51,153,000215,1123.61,447.27,29.63,2.19
51153000301,51,153,000301,781.2,223.41,15.1,3.77
51153000302,51,153,000302,1296.69,190.98,12.63,1.3
51153000303,51,153,000303,827.15,237.04,18.57,0.16
51153000304,51,153,000304,173.99,134.71,7.3,0.01
51153000305,51,153,000305,1285.35,778.12,35.46,6.84
51153000306,51,153,000306,1189.73,664.23,31.86,6.42
51153000307,51,153,000307,976.7,657.24,36.67,4.83
51153000308,51,153,000308,701.79,454.22,38.93,2
51153000309,51,153,000309,841,541,30,2
51153000310,51,153,000310,1674.98,607.02,44.79,3.12
51153000311,51,153,000311,1965.42,514.04,31.26,5.86
51153000312,51,153,000312,1270.73,401.31,26.87,1.91
51153000313,51,153,000313,901.71,320.57,25.71,3.43
51153000314,51,153,000314,958.21,484.78,36.07,2
51153000315,51,153,000315,1050.9,155.69,10.44,0.95
51153000401,51,153,000401,924.56,1169.24,44.7,5.96
51153000402,51,153,000402,1016,1260,35,1
51153000403,51,153,000403,1103.29,765.27,32.66,7.06
51153000404,51,153,000404,1153.9,378.97,45,1
51153000405,51,153,000405,1481,519,45,2
51153000406,51,153,000406,565.37,500.73,13.7,3.4
51153000407,51,153,000407,1153.91,1239.95,34.36,2.96
51153000408,51,153,000408,756.4,473.34,44.49,2.16
51153000409,51,153,000409,1484.53,830.86,64.83,4.03
51153000410,51,153,000410,1257.5,1046.62,41.8,9.62
51153000411,51,153,000411,1302.24,309.73,38.54,1.43
51153000412,51,153,000412,735.48,877.82,27.41,3.04
51153000413,51,153,000413,1361.64,1200.16,53.51,1.91
51153000501,51,153,000501,1097.06,512.52,30.86,4.68
51153000502,51,153,000502,842,362,28,1
51153000503,51,153,000503,1055.82,340.49,24.53,0.98
51153000504,51,153,000504,626.77,313.39,17.7,0.87
51153000505,51,153,000505,1169.26,600.12,52.27,7.74
51153000506,51,153,000506,1527.59,694.57,48.65,4.14
51153000507,51,153,000507,1092.41,484.43,23.35,4.86
51153000508,51,153,000508,991.76,304.24,25.51,1.02
51153000509,51,153,000509,1039.33,926.19,40.27,4.79
51153000510,51,153,000510,794.42,757.98,35.49,1.29
51153000511,51,153,000511,1382.41,641.26,37.96,2
51153000512,51,153,000512,1500,265,29,1
51153000513,51,153,000513,1586.38,817.15,65.78,8.96
51153000514,51,153,000514,1183.39,523.69,41.89,6.41
51153000601,51,153,000601,1211,235,16,4
51153000602,51,153,000602,1802.66,480.45,34.21,4.01
51153000603,51,153,000603,919.36,179.99,12.35,1.76
51153000604,51,153,000604,1138.14,288.22,14.76,1.97
51153000605,51,153,000605,1098,404,23,5
51153000606,51,153,000606,1092,405,20,1
51153000607,51,153,000607,1422.81,424.09,20.61,8.07
51153000608,51,153,000608,1169.41,346.17,21.33,0.97
51153000609,51,153,000609,1590.93,498.38,34.45,1.02
51153000610,51,153,000610,1469.86,380.78,24.24,2.03
51153000611,51,153,000611,1119.64,298.01,13.65,1.24
51153000701,51,153,000701,1182.52,567.06,28.32,1.08
51153000702,51,153,000702,1455.7,309.1,29.01,2
51153000703,51,153,000703,839.2,128.88,19.98,2
51153000704,51,153,000704,1361,185,18,5
51153000705,51,153,000705,748.67,340.89,17.77,4.93
51153000706,51,153,000706,1282.46,448.49,18.18,3.83
51153000707,51,153,000707,1082,297,11,1
51153000708,51,153,000708,1660.31,265.82,25.42,0.19
51153000709,51,153,000709,1489.72,208.23,11.93,2.75
51153000710,51,153,000710,1246.69,185.18,20.58,2.81
51153000711,51,153,000711,1439.8,300.12,19.02,0
51153000712,51,153,000712,1354.31,557.48,29.52,6.3
51153001061,51,153,001061,977.4,263.71,26.22,2.04
51153001062,51,153,001062,0,0,0,0
51155000101,51,155,000101,177.46,344.28,5.21,1.01
51155000102,51,155,000102,716.91,832.43,27.81,0.99
51155000103,51,155,000103,266.01,563.25,11.16,1
51155000201,51,155,000201,224.43,668.43,9.72,0.97
51155000202,51,155,000202,64.47,126.16,4.13,0.02
51155000203,51,155,000203,504.79,900.28,19.87,0
51155000301,51,155,000301,380.22,919.55,17.07,1
51155000302,51,155,000302,75.84,228.25,2.12,0.01
51155000304,51,155,000304,227.22,567.65,10.44,1.02
51155000401,51,155,000401,589.22,1141.26,28.07,5
51155000402,51,155,000402,124.99,432.75,2.84,0
51155000501,51,155,000501,719,1124,31,3
51157000101,51,157,000101,407.52,376.91,2.87,2.87
51157000201,51,157,000201,293.4,443.38,9.37,1.87
51157000301,51,157,000301,437.48,342.09,3.13,1.13
51157000401,51,157,000401,341,340,10,5
51157000501,51,157,000501,103,250,9,0
51157000502,51,157,000502,170.48,142.31,4.92,0.69
51159000101,51,159,000101,384.37,213.52,2.95,0.02
51159000201,51,159,000201,208.34,371.49,5.02,0
51159000301,51,159,000301,220.86,314.36,3.02,1.98
51159000401,51,159,000401,197,393,4,2
51159000501,51,159,000501,180.44,390.63,5.01,1
51161000101,51,161,000101,146.79,325.47,8.93,0
51161000102,51,161,000102,150.03,384.3,6.94,0.2
51161000103,51,161,000103,460.1,953.13,20.87,2.12
51161000104,51,161,000104,466.78,469.71,18.52,1.95
51161000105,51,161,000105,838.79,1121.63,43.05,5
51161000106,51,161,000106,630.58,1096.96,27.12,1.64
51161000107,51,161,000107,219.6,505.18,18.28,1.11
51161000108,51,161,000108,363.92,627.02,26.39,3.05
51161000201,51,161,000201,535.48,688.87,29.7,0.02
51161000202,51,161,000202,440.71,443.7,11.96,1
51161000203,51,161,000203,743.82,1234.69,32.99,2
51161000204,51,161,000204,668.4,838.82,22.72,1.89
51161000205,51,161,000205,788.95,1411.92,31,7
51161000206,51,161,000206,335.95,368.15,12.61,1
51161000301,51,161,000301,182.08,279.63,18.63,0
51161000302,51,161,000302,793.23,1306.69,28.24,2
51161000303,51,161,000303,523,623,29,4
51161000304,51,161,000304,944.82,1181.88,31,0
51161000305,51,161,000305,1062.57,1185.43,27.84,0
51161000306,51,161,000306,513.55,466.66,19.81,0.99
51161000401,51,161,000401,404.9,737.03,14.21,1.11
51161000402,51,161,000402,140.03,269.05,11,0
51161000403,51,161,000403,422.12,750.44,33.45,1.03
51161000404,51,161,000404,622.11,798.05,22.33,7.04
51161000405,51,161,000405,333.86,604,11.67,0.9
51161000406,51,161,000406,490.05,1112.24,18.64,2.94
51161000501,51,161,000501,551.44,724.59,19.16,0
51161000502,51,161,000502,457,532,19,2
51161000503,51,161,000503,608,707,28,2
51161000504,51,161,000504,616.34,487.24,18.01,1
51161000505,51,161,000505,313.49,581.89,9.82,0.01
51161000506,51,161,000506,482,492,22,0
51161000507,51,161,000507,822,988,34,8
51163000101,51,163,000101,434.01,452.32,15.15,0
51163000102,51,163,000102,209.6,340.57,7.23,0
51163000103,51,163,000103,98.23,226.04,2.86,0
51163000104,51,163,000104,139.63,244.75,8.21,0
51163000201,51,163,000201,265.41,317.34,4.8,0
51163000202,51,163,000202,468.11,639.56,17.97,0
51163000203,51,163,000203,169.17,129.6,4.95,0
51163000301,51,163,000301,188.68,294.76,8.45,0
51163000302,51,163,000302,165.57,362.02,8.12,0
51163000303,51,163,000303,76,204,5,0
51163000401,51,163,000401,226.67,402,11,0
51163000402,51,163,000402,266.56,601.77,13.58,0
51163000403,51,163,000403,70.25,231.31,1.17,0
51163000501,51,163,000501,65.07,254.12,5.42,0
51163000502,51,163,000502,287.05,294.7,10.06,0
51163000503,51,163,000503,196.1,246.61,9.48,0
51163000504,51,163,000504,243.26,356.72,9.08,0
51165000101,51,165,000101,491.91,1030.08,39.61,0
51165000102,51,165,000102,231.38,494.67,13.96,0
51165000103,51,165,000103,135.24,658.03,8.39,0.02
51165000104,51,165,000104,50,247,5,0
51165000105,51,165,000105,134.63,534.54,17.95,0
51165000106,51,165,000106,153,450,9,0
51165000107,51,165,000107,156.87,515.21,13.97,0.99
51165000108,51,165,000108,126.42,357.92,14.58,2.01
51165000201,51,165,000201,277.47,739.95,20.8,1.02
51165000202,51,165,000202,580.54,998.74,20.05,2
51165000203,51,165,000203,278.01,470.99,17.99,0
51165000204,51,165,000204,290.8,730.36,24.63,0.95
51165000205,51,165,000205,529.55,882.28,29.98,1
51165000301,51,165,000301,190.24,433.51,20.2,1.68
51165000302,51,165,000302,312.12,793.41,23.83,0.02
51165000303,51,165,000303,174,476,9,0
51165000304,51,165,000304,321.56,768.34,24.33,1.01
51165000305,51,165,000305,700.71,769.72,50.5,4.04
51165000306,51,165,000306,132,297,4,0
51165000307,51,165,000307,841.05,1019.79,41.64,2.05
51165000401,51,165,000401,356.99,581.06,21.08,1.01
51165000402,51,165,000402,265.92,806.04,20.77,1.94
51165000403,51,165,000403,65.61,121,4.13,0.02
51165000404,51,165,000404,377.54,761.96,20,0
51165000405,51,165,000405,215,1009,19,0
51165000406,51,165,000406,637.58,746.49,35.04,0.04
51165000501,51,165,000501,330.94,822.66,28.94,0.99
51165000502,51,165,000502,273.57,1282,16.5,0.99
51165000503,51,165,000503,458.03,1091.14,34.87,6.23
51165000504,51,165,000504,137.12,550.99,13.91,0.03
51165000505,51,165,000505,587.94,713.99,30.53,0.98
51167000101,51,167,000101,138,516,5,1
51167000102,51,167,000102,140,372,3,0
51167000103,51,167,000103,127.21,278.09,3.94,0
51167000201,51,167,000201,292.02,746.01,7.99,0
51167000202,51,167,000202,75,147.8,5.05,0.01
51167000301,51,167,000301,63.59,151.75,4.17,0
51167000302,51,167,000302,79.42,232.55,5,0.01
51167000303,51,167,000303,159.31,429.02,3.07,0.02
51167000304,51,167,000304,120.37,217.61,5.86,0.97
51167000401,51,167,000401,47.17,42.72,1.01,0
51167000402,51,167,000402,174.28,720.73,11.15,0.97
51167000403,51,167,000403,163.33,306.78,4.1,0
51167000501,51,167,000501,470.1,957.02,15.83,0.99
51167000601,51,167,000601,210,568,12,0
51167000602,51,167,000602,205.44,676.52,9.56,0
51169000101,51,169,000101,152.9,471.34,5.13,3.78
51169000102,51,169,000102,171.72,558.21,6.21,0.21
