GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREIMCM,G16PREGSTE,G16PREOWRI
51121000701,51,121,000701,1809.31,795.68,154.09,84.29,30.26,34.15
51121000702,51,121,000702,1290,489,157,30,30,23
51121002031,51,121,002031,390.05,550.23,45.33,21.36,2.14,5.53
51121002032,51,121,002032,161.23,223.03,18.38,8.6,0.95,2.3
51121004031,51,121,004031,348.79,1021.31,32.56,19.61,13.7,1.05
51121004032,51,121,004032,3.3,9.76,0.31,0.19,0.13,0.01
51125000101,51,125,000101,779.61,815.91,61.2,27.09,30.06,3.07
51125000201,51,125,000201,388.06,459.87,28.19,10.69,7.8,13.59
51125000202,51,125,000202,176.67,188.93,8.08,2.64,2.83,3.27
51125000301,51,125,000301,577.24,660.32,37.03,6.02,7,5.02
51125000302,51,125,000302,81.58,102.79,6.88,3.45,0.88,4.29
51125000401,51,125,000401,521.8,828.67,34.78,15.05,8.03,3.6
51125000402,51,125,000402,40,81,3,2,0,1
51125000501,51,125,000501,271.49,285.29,16.57,6.44,9.2,4.6
51125000502,51,125,000502,738.57,606.4,42.15,19.43,13.69,14.31
51127000102,51,127,000102,145.26,481.93,14.62,3.92,0.98,0.01
51127000103,51,127,000103,407.79,1340.84,49.37,10.17,6.1,15.07
51127000201,51,127,000201,566,1039,59,24,4,20
51127000202,51,127,000202,215,737,32,9,6,7
51127000301,51,127,000301,434.37,571.71,22.03,8.01,3,11.01
51127000302,51,127,000302,417.56,836.48,41.07,15.02,11,4.01
51127000401,51,127,000401,567.63,1076.29,42.97,13.99,6,10.99
51127000403,51,127,000403,210,487,30,3,3,4
51127000501,51,127,000501,290.83,584.51,26.89,5.77,7.67,0.97
51127000502,51,127,000502,313.75,949.31,29.36,9.66,4.12,3.16
51131000101,51,131,000101,645.57,706.03,31.21,13.65,12.68,7.8
51131000201,51,131,000201,825.43,384.97,22.79,6.35,10.32,4.2
51131000301,51,131,000301,725.59,333.91,14.99,3,2,9.99
51131000401,51,131,000401,517.87,627.85,19,2,8,6
51131000501,51,131,000501,540,633,28,12,7,10
51133000101,51,133,000101,471.58,734.17,22.17,8.06,9.02,3.03
51133000201,51,133,000201,461.5,944.74,21.74,16.8,4.94,8.89
51133000301,51,133,000301,872.51,353.34,11.18,4.17,2.05,1.05
51133000401,51,133,000401,522.63,1103.98,51.97,13.47,0.96,11.55
51133000501,51,133,000501,513.29,1162.73,28.93,8.5,4.03,11.43
51135000101,51,135,000101,290,496,14,7,3,0
51135000102,51,135,000102,197.92,392.86,5.97,1.99,1.99,2.98
51135000201,51,135,000201,369.73,638.72,14.09,7.02,9.01,9
51135000202,51,135,000202,95,343,11,3,0,5
51135000302,51,135,000302,175,264,6,3,1,0
51135000401,51,135,000401,520.92,156.09,8.83,0.01,1.95,0.99
51135000402,51,135,000402,226.05,457.4,14.14,2,5.03,1.02
51135000501,51,135,000501,551.15,732.51,34.11,9.02,2.02,8.03
51135003011,51,135,003011,159.08,91.34,3.1,0.77,0.39,0
51135003012,51,135,003012,247.19,141.94,4.81,1.2,0.6,0
51137000101,51,137,000101,696.77,1177.71,48.68,20.02,11.23,15.43
51137000102,51,137,000102,712.41,933.32,54.21,23.67,22.6,10.45
51137000201,51,137,000201,495.84,1156.01,24.16,13.53,7.73,10.63
51137000202,51,137,000202,407.04,1154.75,33.13,6.98,10.44,6.35
51137000301,51,137,000301,975.16,1123.69,56.8,15.56,15.32,17.3
51137000302,51,137,000302,228.2,409.23,11.99,7.85,5.05,0.99
51137000401,51,137,000401,392.83,1289.16,30.91,18.94,3.99,7.98
51137000402,51,137,000402,630.79,949.98,67.32,19.81,17.83,9.9
51137000501,51,137,000501,741,1149,38,26,16,9
51137000502,51,137,000502,780,1372,43,30,8,13
51139000101,51,139,000101,622.55,1380.98,50.14,28.05,5.03,14.08
51139000201,51,139,000201,683.04,1753.4,56.45,23.48,11.11,32.14
51139000301,51,139,000301,424.59,1600.58,31.36,13.43,9.85,10.76
51139000401,51,139,000401,397.5,1378.88,31.79,9.96,2.02,4
51139000501,51,139,000501,382.42,1703.08,27.99,13.98,9.97,8.98
51141000101,51,141,000101,128.59,404.7,10.96,3.99,1.99,1
51141000102,51,141,000102,82.41,414.3,8.04,2.01,1.01,0
51141000103,51,141,000103,103,417,6,3,1,0
51141000201,51,141,000201,50,264,9,0,1,1
51141000202,51,141,000202,188,693,14,8,5,3
51141000203,51,141,000203,136,544,5,13,2,1
51141000301,51,141,000301,270,770,9,14,3,5
51141000302,51,141,000302,75,554,15,5,7,1
51141000401,51,141,000401,191.48,472.53,19.12,6.05,3.04,2.1
51141000402,51,141,000402,187.51,629.65,17.76,5.92,9.87,4.93
51141000501,51,141,000501,80.49,292.35,11.24,3.08,0.13,0.07
51141000502,51,141,000502,125,460,10,5,7,14
51141000503,51,141,000503,151.8,543.3,11.98,2,6.99,3
51143000103,51,143,000103,405,1987,53,19,3,9
51143000105,51,143,000105,218,608,23,9,9,6
51143000106,51,143,000106,209,830,13,8,5,5
51143000108,51,143,000108,174,435,10,4,2,0
51143000201,51,143,000201,204.45,678.66,6.95,6.88,0.03,1.99
51143000202,51,143,000202,89,180,0,2,1,0
51143000204,51,143,000204,145.9,465.28,12.99,7.09,1.97,3.99
51143000206,51,143,000206,136,529,7,3,4,2
51143000207,51,143,000207,400,1266,21,6,4,4
51143000301,51,143,000301,504.61,316.57,12.93,5.97,0,1.99
51143000305,51,143,000305,457.36,414.83,8.61,3.89,2.25,2.1
51143000307,51,143,000307,810.24,275.34,8.53,2.17,7.15,0.05
51143000308,51,143,000308,266.73,198.78,8,8.92,2.01,0.04
51143000309,51,143,000309,281,272,8,2,3,2
51143000402,51,143,000402,151.94,678.96,10.42,5.21,1.74,0.87
51143000404,51,143,000404,419.23,1351.78,30.51,9.85,8.85,2.95
51143000405,51,143,000405,553.15,1343.49,20.67,7.87,5.91,2.95
51143000501,51,143,000501,425.85,1005.66,18.31,13.22,7.54,4.79
51143000502,51,143,000502,489.24,1104.26,25.5,14.71,6.86,9.81
51143000503,51,143,000503,256.15,623.49,16.02,7.03,3.01,6.01
51143000603,51,143,000603,302.88,935.64,14.99,3,3,5
51143000604,51,143,000604,348.12,649.36,11.01,8,3,2
51143000605,51,143,000605,265,684,13,2,2,2
51143000606,51,143,000606,490,496,11,6,1,5
51143000607,51,143,000607,95,352,6,1,1,0
51143000702,51,143,000702,208.3,1167.85,22.06,4.03,6,3.01
51143000703,51,143,000703,119.28,219.99,1.55,3.02,1.08,2.15
51143000704,51,143,000704,568.39,1611.88,29.91,23.92,5.98,7.98
51143000705,51,143,000705,189.56,789.42,17.42,4.28,3.97,2.14
51145000101,51,145,000101,431.71,1366.59,78.4,18.86,9.92,16.87
51145000102,51,145,000102,341.09,888.7,48.67,7.22,1.07,6.11
51145000103,51,145,000103,225,811,32,16,10,6
51145000201,51,145,000201,256,1158,59,11,10,18
51145000202,51,145,000202,391.98,1283.5,63.81,14.59,10.03,5.47
51145000301,51,145,000301,385,1137,62,9,5,6
51145000302,51,145,000302,295,863,54,5,6,1
51145000401,51,145,000401,500.03,1810.26,116.4,23.91,6.97,8.98
51145000402,51,145,000402,220.2,667.09,30.94,13.98,5.97,8.99
51145000501,51,145,000501,555.59,810.27,40.09,14.99,6.03,5.03
51145000502,51,145,000502,289.81,427.72,27.98,13.99,1,5
51145000503,51,145,000503,134,532,19,1,0,4
51147000101,51,147,000101,499.77,441.42,40.61,11.99,9.13,2.65
51147000201,51,147,000201,661.88,759.51,28.32,22.04,6.48,3.43
51147000301,51,147,000301,376.85,354.97,21.78,4.06,3.52,2.54
51147000302,51,147,000302,251.58,184.79,4.91,3.93,0.98,0.98
51147000401,51,147,000401,446.4,447.37,23.24,6.78,0.97,5.81
51147000501,51,147,000501,235.92,382.06,14.33,1.91,1.91,2.87
51147000502,51,147,000502,473.93,486.77,50.45,12.52,7.27,2.53
51147000601,51,147,000601,787.09,576.7,30.28,8.03,10.33,2.15
51147000701,51,147,000701,295.13,248.94,30.93,5.75,5.01,1.92
51147000801,51,147,000801,510.57,161.59,37.81,5.85,6.8,1.94
51149000101,51,149,000101,324,615,34,10,4,5
51149000102,51,149,000102,683,1987,66,22,3,6
51149000103,51,149,000103,734,966,35,15,7,6
51149000104,51,149,000104,679.93,509.51,35.62,1.98,6.93,0
51149000105,51,149,000105,160,471,9,4,3,2
51149000201,51,149,000201,867,1511,64,9,5,1
51149000202,51,149,000202,526,1141,37,16,9,5
51149000203,51,149,000203,216,464,12,4,1,0
51149000204,51,149,000204,1048.31,905.96,44.26,26.37,16.95,9.42
51149000205,51,149,000205,1131.26,550.85,35.12,10.83,13.42,9.19
51153000101,51,153,000101,591.17,1501.61,74.76,37.48,12.16,19.98
51153000102,51,153,000102,1564.9,1563.19,125.85,59.88,30.95,40.01
51153000103,51,153,000103,929.8,969.81,43.49,45.23,13.92,13.92
51153000104,51,153,000104,831.81,1350.96,69.31,25.61,15.54,31.16
51153000105,51,153,000105,1442.9,1323.53,93.31,56.75,18.28,25.01
51153000107,51,153,000107,1792.51,1521.74,95.63,38.25,17.72,41.95
51153000108,51,153,000108,1698.91,1287.36,92.59,69.53,13,50.64
51153000109,51,153,000109,1442.96,1003.62,85.97,42.74,20.13,16.54
51153000110,51,153,000110,1201.07,982.98,45.53,43.83,9.91,12.81
51153000111,51,153,000111,874.04,826.2,62.79,38.87,12.46,16.44
51153000112,51,153,000112,1290.26,1280.14,75.84,27.88,28.42,20.3
51153000114,51,153,000114,840.6,802.21,60.52,37.23,12.03,16.03
51153000201,51,153,000201,1257.08,513.12,52.39,26.23,13.58,11.65
51153000202,51,153,000202,1012.32,1305.69,89.75,34.74,17.37,21.23
51153000203,51,153,000203,1228.59,1205.85,90.93,45.47,17.79,28.66
51153000204,51,153,000204,1187,843,65,27,24,30
51153000205,51,153,000205,996.92,1047.68,79.46,41.88,10.43,15.89
51153000206,51,153,000206,691.83,950.37,54.53,25.38,19.74,11.28
51153000207,51,153,000207,1763.44,1081.8,80.02,42.48,22.72,31.61
51153000208,51,153,000208,721.1,1091.96,51.69,25,13.07,9.26
51153000209,51,153,000209,543.64,1125.13,44.05,23.54,13.16,21.27
51153000210,51,153,000210,889.79,1090.89,70.49,33.74,9.92,16.87
51153000211,51,153,000211,1040.04,1116.28,65.37,41.91,10.2,17.9
51153000212,51,153,000212,2281.08,1255.07,119.65,52.88,23.6,32.42
51153000213,51,153,000213,963,412,32,13,11,9
51153000214,51,153,000214,495.95,883.46,67.95,17.15,15.52,10.98
51153000215,51,153,000215,1188.92,588.88,43.61,27.77,11.42,11.35
51153000301,51,153,000301,1042.34,313.24,39.25,13.59,17.36,18.87
51153000302,51,153,000302,1395.39,294.8,31.58,18.29,9.47,13.54
51153000303,51,153,000303,1019.97,341.2,24.88,22.4,12.92,14.45
51153000304,51,153,000304,251.88,258.23,19.74,5.28,2.15,3.15
51153000305,51,153,000305,1339.48,1025.29,71.62,54,22.34,29.82
51153000306,51,153,000306,1185.76,849.62,42.62,28.78,17.04,25.64
51153000307,51,153,000307,948.71,837.72,67.56,31.85,17.37,27.02
51153000308,51,153,000308,667.85,601.97,37.93,48.92,4.99,16.97
51153000309,51,153,000309,876,718,53,40,10,25
51153000310,51,153,000310,1847.45,818.99,58.65,40.34,25.7,21.51
51153000311,51,153,000311,1976.89,626.55,55.64,36.14,17.56,20.52
51153000312,51,153,000312,1466.1,603.21,51.38,27.5,13.98,13.17
51153000313,51,153,000313,817.71,395.14,35.14,22.29,12,3.43
51153000314,51,153,000314,960.15,596.03,44.07,36.08,12.01,11.03
51153000315,51,153,000315,1130.64,243.03,25.63,15.19,7.59,11.87
51153000401,51,153,000401,912.53,1461.43,107.18,39.8,11.93,23.81
51153000402,51,153,000402,841,1357,52,60,13,40
51153000403,51,153,000403,1055.82,948.25,61.52,29.81,5.45,22.1
51153000404,51,153,000404,1472.88,684.94,113.99,31,34,26
51153000405,51,153,000405,1744,786,98,51,25,20
51153000406,51,153,000406,383.62,427.76,9.58,18.55,4.75,6.03
51153000407,51,153,000407,1123.41,1382.27,42.32,24.72,3.99,35.12
51153000408,51,153,000408,889.03,693.05,62.06,38.69,14.14,12.61
51153000409,51,153,000409,1631.72,1240.31,103.38,43.5,26.02,23.48
51153000410,51,153,000410,1115.37,1290.8,63.19,38.01,18.38,25.3
51153000411,51,153,000411,1597.05,551.61,68.18,30.29,19.41,11.27
51153000412,51,153,000412,660.61,1048.02,42.18,33.67,8.47,8.32
51153000413,51,153,000413,1056.83,1328.2,81.22,58.29,14.33,35.35
51153000501,51,153,000501,1040.01,686.48,52.37,37.41,13.09,14.96
51153000502,51,153,000502,893,530,52,33,13,17
51153000503,51,153,000503,1228.52,428.81,55.93,30.42,10.79,16.68
51153000504,51,153,000504,623.62,366.67,34.01,19.73,8.12,12.44
51153000505,51,153,000505,1167.32,706.59,64.85,41.62,22.26,18.39
51153000506,51,153,000506,1778.63,860.59,60.31,42.95,29.46,27.87
51153000507,51,153,000507,1165.37,592.41,46.69,34.05,16.54,31.13
51153000508,51,153,000508,1035.87,416.1,50.15,40.63,12.22,19.35
51153000509,51,153,000509,896.47,1032.62,69.03,38.35,10.55,15.34
51153000510,51,153,000510,713.84,973.42,56.07,35.91,11.33,30.84
51153000511,51,153,000511,1212.61,793.09,70.92,42.95,14.98,28.97
51153000512,51,153,000512,1676,421,54,33,20,9
51153000513,51,153,000513,1604.81,1119.45,92.56,75.79,35.9,49.2
51153000514,51,153,000514,1216.13,653.55,81.88,40.45,19.55,25.71
51153000601,51,153,000601,1454,384,46,24,18,19
51153000602,51,153,000602,2068.88,688.04,56.43,21.16,14.07,19.14
51153000603,51,153,000603,1122.29,255.87,30.88,14.12,9.71,10.59
51153000604,51,153,000604,1339.8,395.45,34.43,18.69,16.72,7.87
51153000605,51,153,000605,1314,578,58,30,25,12
51153000606,51,153,000606,1317,608,53,15,14,13
51153000607,51,153,000607,1654.64,615.71,54.05,32.58,32.16,12.23
51153000608,51,153,000608,1392.43,505.19,42.67,16.48,6.79,14.54
51153000609,51,153,000609,1646.69,711.77,71.91,32.35,10.14,23.31
51153000610,51,153,000610,1575.2,510.55,42.57,18.31,16.28,13.13
51153000611,51,153,000611,1313.71,405.13,29.12,11.88,14.29,16.41
51153000701,51,153,000701,1372.69,787.54,48.4,23.17,18.18,12.19
51153000702,51,153,000702,1539.75,436.14,54.02,32.01,29.01,19
51153000703,51,153,000703,1102.95,231.78,32.97,18.98,13.99,11.99
51153000704,51,153,000704,1645,349,52,9,19,21
51153000705,51,153,000705,887.93,490.07,21.79,7.93,10.87,10.86
51153000706,51,153,000706,1438.96,634.06,50.43,20.1,13.32,10.55
51153000707,51,153,000707,1309,468,20,32,14,17
51153000708,51,153,000708,1783.41,375.23,41.88,23.49,18.4,13.97
51153000709,51,153,000709,1606.21,288.04,35.78,16.51,11.93,4.59
51153000710,51,153,000710,1392.59,277.77,27.12,21.51,34.6,14.03
51153000711,51,153,000711,1836.05,469.22,46.03,14.02,23.01,31.01
51153000712,51,153,000712,1298,718.99,43.82,32.72,11.09,20.9
51153001061,51,153,001061,1348.04,418.81,50.25,25.09,26.06,13.11
51153001062,51,153,001062,0,0,0,0,0,0
51155000101,51,155,000101,176.33,455.76,4.38,9.29,7.16,2.11
51155000102,51,155,000102,708.9,1063.56,52.7,27.76,22.8,4.98
51155000103,51,155,000103,269.16,785.31,21.74,10.42,6,4
51155000201,51,155,000201,255.52,783.07,14.57,12.63,5.83,4.86
51155000202,51,155,000202,79.87,192.51,4.22,2.21,0.11,0.09
51155000203,51,155,000203,511.75,1184.47,40.74,20.87,13.91,8.94
51155000301,51,155,000301,415.94,1214.56,34.14,20.05,3.13,6.02
51155000302,51,155,000302,67.12,308.76,6.18,3.16,4.08,0.06
51155000304,51,155,000304,230.53,717.07,23.75,8.46,5.24,2.06
51155000401,51,155,000401,596.41,1507.33,55.09,29.04,11.01,7.01
51155000402,51,155,000402,127.84,558.69,13.26,7.58,0,0
51155000501,51,155,000501,740,1569,81,20,28,4
51157000101,51,157,000101,414.22,487.88,11.48,6.7,3.83,9.57
51157000201,51,157,000201,264.34,568.98,30,4.69,2.81,0
51157000301,51,157,000301,424.78,445.12,15.52,8.3,8.17,8.43
51157000401,51,157,000401,316,444,14,5,9,1
51157000501,51,157,000501,92,299,11,7,3,1
51157000502,51,157,000502,153.25,180.13,6.39,6.95,6.21,4.21
51159000101,51,159,000101,484.81,284.37,5.05,3.92,2.95,3.9
51159000201,51,159,000201,224.96,492,16.99,3.05,6.02,0.07
51159000301,51,159,000301,222.8,388.84,13.93,5.02,2.03,4.03
51159000401,51,159,000401,216,535,11,3,1,1
51159000501,51,159,000501,198.44,512.78,10.03,6.01,1,1.01
51161000101,51,161,000101,144.8,451.44,22.81,4.96,1.98,3.97
51161000102,51,161,000102,159.44,469.88,27.37,5.86,1.89,6.88
51161000103,51,161,000103,524.9,1216.38,48.31,20.29,10.55,9.21
51161000104,51,161,000104,473.6,645.12,30.21,9.74,7.8,7.8
51161000105,51,161,000105,781.96,1470.83,79.09,30,11.02,24.01
51161000106,51,161,000106,625.55,1382.06,57.18,32.3,8.97,7.33
51161000107,51,161,000107,213.41,648.44,27.82,8.44,6.43,1.48
51161000108,51,161,000108,341.39,810.49,43.06,12.37,7.25,6.2
51161000201,51,161,000201,529.91,983.29,55.94,28.69,9.02,6.02
51161000202,51,161,000202,438.71,590.27,32.9,21.94,13.96,6.98
51161000203,51,161,000203,741.82,1562.61,67.98,35.99,4,4
51161000204,51,161,000204,700.59,985.56,50.18,25.56,7.57,8.52
51161000205,51,161,000205,749.96,1734.9,60,43,8,5
51161000206,51,161,000206,413.81,520.18,23.15,12.59,6.18,5.12
51161000301,51,161,000301,163.42,348.54,15.77,8.85,4.91,4.91
51161000302,51,161,000302,749.02,1619.13,88.06,31.08,14.05,14.05
51161000303,51,161,000303,564,795,50,26,3,2
51161000304,51,161,000304,936.82,1389.92,75.99,31,11,20.99
51161000305,51,161,000305,1017.45,1444.59,109.42,36.47,14.4,21.12
51161000306,51,161,000306,549.07,592.29,50.43,18.79,10.9,11.87
51161000401,51,161,000401,459.4,1085.16,43.12,12.13,2.33,7.11
51161000402,51,161,000402,152.03,360.07,11,8,3,4
51161000403,51,161,000403,504.41,1066.65,59.49,20.41,11.11,9.24
51161000404,51,161,000404,650.43,1210.49,48.94,8.33,15.3,10.24
51161000405,51,161,000405,379.18,892.09,35.45,9.87,1.79,5.83
51161000406,51,161,000406,524.34,1406.43,60.76,26.48,16.64,8.83
51161000501,51,161,000501,534.55,850.43,43.58,26.53,10.6,15.88
51161000502,51,161,000502,443,703,39,19,8,6
51161000503,51,161,000503,553,914,45,30,6,13
51161000504,51,161,000504,647.34,674.3,76.02,24.01,16.01,14
51161000505,51,161,000505,305.17,769.04,28.4,6.97,4.9,2.96
51161000506,51,161,000506,474,690,52,15,11,7
51161000507,51,161,000507,817,1258,69,30,18,17
51163000101,51,163,000101,393.96,505.07,36.57,16.24,1.1,11.01
51163000102,51,163,000102,209.64,393.05,10.84,15.35,5.41,7.22
51163000103,51,163,000103,97.28,239.39,11.44,4.77,1.91,0
51163000104,51,163,000104,125.36,296.02,9.77,7.58,8.1,5.59
51163000201,51,163,000201,240.68,365.1,15.23,11.43,2.9,11.41
51163000202,51,163,000202,453.5,702.47,28.7,27.42,3.06,9.98
51163000203,51,163,000203,185.98,147.4,13.85,5.94,0.99,0.99
51163000301,51,163,000301,211.21,376.42,8.45,7.51,1.88,1.88
51163000302,51,163,000302,192.88,482.13,28.12,6.1,5.03,5.03
51163000303,51,163,000303,82,232,10,6,0,4
51163000401,51,163,000401,205.77,481.94,13.23,4.29,9,4.07
51163000402,51,163,000402,263.59,754.82,23.87,13.35,6.46,10.6
51163000403,51,163,000403,86.1,259.58,3.12,7.72,3.04,3.9
51163000501,51,163,000501,77.78,312.73,3.6,7.41,3.11,2.17
51163000502,51,163,000502,277.22,341.92,23.16,14.08,4.01,11.02
51163000503,51,163,000503,171.88,308.61,9.54,2.15,3.41,5.22
51163000504,51,163,000504,217.84,453.84,20.88,12.71,6.35,4.54
51165000101,51,165,000101,467.16,1276.76,72.26,24.77,9.89,10.89
51165000102,51,165,000102,255.31,698.12,38.9,12.97,9.97,3.99
51165000103,51,165,000103,136.68,884.11,20.7,12.31,4.14,3.19
51165000104,51,165,000104,47,299,9,1,1,3
51165000105,51,165,000105,124.66,674.16,23.93,14.96,1.99,1.99
51165000106,51,165,000106,149,558,24,15,3,5
51165000107,51,165,000107,164.84,651.91,26.96,14.94,1.03,5.97
51165000108,51,165,000108,121.9,474.83,12.06,19.39,0.17,5.2
51165000201,51,165,000201,248.31,903.18,36.65,16.6,7.06,10.35
51165000202,51,165,000202,547.63,1192.64,62.98,25.02,16.01,12.01
51165000203,51,165,000203,258.07,517.07,34.98,18.02,7,2
51165000204,51,165,000204,272.79,905.59,30.32,18.94,4.74,11.37
51165000205,51,165,000205,534.49,1023.08,51.98,49.94,10.99,6.99
51165000301,51,165,000301,186.03,523.58,31.99,9.26,3.37,9.26
51165000302,51,165,000302,314.91,1042.47,34.84,15.93,3.02,6.96
51165000303,51,165,000303,149,559,19,14,5,1
51165000304,51,165,000304,293.66,986.92,30.57,17.24,3.07,5.12
51165000305,51,165,000305,658.6,912.95,61.79,33.23,12.08,10.23
51165000306,51,165,000306,106,330,11,8,5,11
51165000307,51,165,000307,768.92,1141.65,69.02,36.29,11.11,17.29
51165000401,51,165,000401,416.84,692.87,33.79,27.78,11.09,7.88
51165000402,51,165,000402,296.42,930.22,29.58,25.58,4.02,9.81
51165000403,51,165,000403,63.9,143.95,9.13,7.13,2.99,0.1
51165000404,51,165,000404,356.62,937.7,34.04,29.99,9.02,4.98
51165000405,51,165,000405,212,1305,30,13,8,11
51165000406,51,165,000406,485.93,813.78,39.47,32.47,12.87,9.25
51165000501,51,165,000501,334.13,1012.35,38.95,15.97,3.96,10.01
51165000502,51,165,000502,285.1,1652.81,29.73,15.25,11.94,6.28
51165000503,51,165,000503,437.06,1307.53,73.53,29.41,8.55,8.27
51165000504,51,165,000504,150.88,713.61,20.81,8.06,0.27,6.82
51165000505,51,165,000505,524.91,929.67,46.29,27.57,15.76,7.88
51167000101,51,167,000101,129,713,9,9,2,7
51167000102,51,167,000102,123,571,11,4,4,1
51167000103,51,167,000103,98.61,395.44,11.83,1.97,3.94,0
51167000201,51,167,000201,305.99,1126.57,24.88,11.95,3.99,7.96
51167000202,51,167,000202,69.07,239.98,1.07,5.08,1.04,2.04
51167000301,51,167,000301,61.36,217.27,1.24,0.17,3.1,0
51167000302,51,167,000302,72.36,309.62,7.16,5.07,3.02,0.1
51167000303,51,167,000303,156.19,647.84,13.21,4.79,7.32,1.97
51167000304,51,167,000304,129,359.73,8.79,9.75,4.87,4.9
51167000401,51,167,000401,29.16,100.19,5.01,0.01,1,1
51167000402,51,167,000402,162.52,1175.22,14.27,6.38,4.08,2.01
51167000403,51,167,000403,139.25,467.09,8.93,4.28,1.69,3.05
51167000501,51,167,000501,441.4,1382.59,36.62,22.76,10.89,9.9
51167000601,51,167,000601,195,800,23,8,4,1
51167000602,51,167,000602,212.13,988.03,13.38,10.51,2.87,0.96
51169000101,51,169,000101,136.77,637.91,16.33,6.68,5.41,6.35
51169000102,51,169,000102,166.87,778.41,9.85,9.32,1.27,5.32
51169000202,51,169,000202,72.36,391.76,5.82,4.99,3.33,3.33
51169000203,51,169,000203,131.72,770.39,14.97,7.98,1,5.99
51169000204,51,169,000204,26.27,202.55,1.03,1.02,0,2.01
51169000301,51,169,000301,85.38,542.73,7,0.03,1.03,0
51169000302,51,169,000302,60.57,375.96,1.87,0.04,3.37,0.88
51169000303,51,169,000303,104.99,476.11,6.49,2,1.71,1.17
51169000304,51,169,000304,34.66,123.84,2.22,0.03,1.06,0.05
51169000401,51,169,000401,289.2,1374.32,38.84,6.1,9.9,8.82
51169000501,51,169,000501,86.9,276.68,2,3,0,2
51169000502,51,169,000502,67.93,362.85,1.07,1.05,0.03,0.03
51169000503,51,169,000503,26.64,187.61,4.87,1.56,0.84,0.12
51169000504,51,169,000504,67.92,525.36,3.02,1.3,0.22,0.98
51169000601,51,169,000601,42.07,357.49,6.02,4,2,0
51169000602,51,169,000602,136.84,714.87,17.84,2.97,6.94,0.99
51169000603,51,169,000603,46,156,3,1,1,0
51171000101,51,171,000101,271,634,19,9,5,10
51171000103,51,171,000103,568.35,1688.36,76.22,36.12,26.01,22.05
51171000201,51,171,000201,348.05,1294.48,33.91,19.95,8.98,10.97
51171000202,51,171,000202,380,1027,42,10,14,11
51171000302,51,171,000302,351.1,1095,50.86,27.93,10.97,15.96
51171000303,51,171,000303,293.27,1148.65,24.36,9.74,5.85,7.79
51171000304,51,171,000304,180.79,617.26,30.64,13.35,8.14,6.12
51171000401,51,171,000401,1008.95,1886.26,106.27,63.15,23.05,28.08
51171000501,51,171,000501,57.71,112.94,2.74,0.31,0.18,0.24
51171000503,51,171,000503,481.42,1395.84,49.68,31.25,7.49,17.4
51171000504,51,171,000504,312.41,1022.9,33.45,16.03,6.1,7.73
51171000601,51,171,000601,996.85,2110.33,84.84,47.91,32.98,17.28
51173000101,51,173,000101,340.16,1292.85,20.02,8.01,3,6
51173000201,51,173,000201,210.26,974.65,27.51,5.9,5.9,1.97
51173000202,51,173,000202,127.92,358.79,7,4,2,1
51173000301,51,173,000301,278.33,1247.53,30.42,13.1,5.1,8.03
51173000302,51,173,000302,48.91,364.33,2.99,2.99,3.99,2
51173000401,51,173,000401,279.73,771.1,32.69,11.53,3.84,6.71
51173000402,51,173,000402,196.72,406.79,24.24,7.45,1.16,2.28
51173000501,51,173,000501,192,923,22,19,6,2
51173000502,51,173,000502,284,494,21,13,2,4
51173000601,51,173,000601,250.55,837.11,17.07,12.02,9,7.01
51173000602,51,173,000602,124.64,451.97,9.08,4.02,3.02,1.01
51173000701,51,173,000701,154,1023,21,6,6,7
51173000702,51,173,000702,155.66,507.55,18.47,5.84,1.94,2
51173000703,51,173,000703,18,85,4,0,0,0
51175000101,51,175,000101,102.84,534.73,20.94,7.98,0.01,1
51175000102,51,175,000102,352.76,521.24,15.91,8.01,3.95,0.18
51175000201,51,175,000201,520,358,9,2,3,0
51175000202,51,175,000202,124,164,5,4,0,1
51175000301,51,175,000301,330.41,346.37,14.79,4.93,0.99,0.99
51175000302,51,175,000302,271.98,391.68,12.29,2.1,4.01,1.02
51175000401,51,175,000401,276,243,6,5,0,0
51175000501,51,175,000501,322.05,730.78,24.62,9.85,5.91,0
51175000502,51,175,000502,212.9,246.16,5.84,0.99,0.97,0
51175000601,51,175,000601,404.95,545.58,14.96,9.97,1.99,0
51175000602,51,175,000602,76,309,8,1,1,1
51175000701,51,175,000701,331.7,187.47,6.3,2.1,0.09,0.04
51175000702,51,175,000702,247.63,435.79,11.62,3.87,1.92,0.96
51177000101,51,177,000101,481.18,1448.12,52.05,12.63,9.71,16.34
51177000102,51,177,000102,553.38,1347.38,37.99,16.02,8,12
51177000103,51,177,000103,808.34,1351.21,67.23,25.89,15.71,18.42
51177000104,51,177,000104,950.72,1502.63,88.02,42.61,31.64,23.92
51177000201,51,177,000201,871,1228,75,29,14,17
51177000202,51,177,000202,666.17,1321.84,91.09,32.06,14.01,15.02
51177000203,51,177,000203,539.45,1324.66,48.95,17.98,8.99,20.98
51177000204,51,177,000204,1255,1434,103,51,24,28
51177000301,51,177,000301,1054.27,1402.7,93.58,31.86,27.87,16.92
51177000302,51,177,000302,1273,1449,80,38,31,25
51177000303,51,177,000303,1136.01,1852.94,66.33,56.3,18.49,22.4
51177000401,51,177,000401,1231.36,1370.42,88.51,36.79,14.93,27.82
