GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREOWRI,G20USSDWAR,G20USSRGAD,G20USSOWRI
51159000101,51,159,000101,486,289,6,0,502,262,0
51159000201,51,159,000201,322,482,6,1,345,451,1
51159000301,51,159,000301,164,354,2,1,201,317,0
51159000401,51,159,000401,276,724,1,5,320,673,0
51159000501,51,159,000501,266,701,4,0,321,647,0
51161000101,51,161,000101,276,687,16,0,327,662,0
51161000102,51,161,000102,242,637,11,2,324,587,0
51161000103,51,161,000103,735,1536,22,4,781,1472,0
51161000104,51,161,000104,559,643,20,1,615,592,0
51161000105,51,161,000105,866,1249,34,9,946,1178,1
51161000106,51,161,000106,557,1254,23,1,662,1181,0
51161000107,51,161,000107,378,846,11,2,416,812,1
51161000108,51,161,000108,473,983,26,7,599,912,0
51161000201,51,161,000201,1005,1334,71,12,1106,1290,0
51161000202,51,161,000202,1059,933,34,11,1139,865,4
51161000203,51,161,000203,1043,1971,28,12,1149,1901,0
51161000204,51,161,000204,648,1001,16,3,710,925,0
51161000205,51,161,000205,597,1470,38,0,733,1412,0
51161000206,51,161,000206,634,813,14,5,683,750,0
51161000301,51,161,000301,372,486,11,0,391,466,0
51161000302,51,161,000302,873,1725,32,8,901,1713,0
51161000303,51,161,000303,541,776,34,6,584,737,1
51161000304,51,161,000304,922,1226,19,8,847,1226,0
51161000305,51,161,000305,1046,1277,24,14,1102,1221,0
51161000306,51,161,000306,587,593,18,0,589,564,0
51161000401,51,161,000401,384,779,7,0,462,722,0
51161000402,51,161,000402,238,379,5,1,250,369,0
51161000403,51,161,000403,891,1236,36,1,982,1169,3
51161000404,51,161,000404,798,1190,53,4,990,1105,0
51161000405,51,161,000405,294,818,22,3,420,774,0
51161000406,51,161,000406,684,1726,36,10,860,1634,0
51161000501,51,161,000501,592,948,14,5,643,903,0
51161000502,51,161,000502,639,797,22,6,655,778,1
51161000503,51,161,000503,691,982,40,0,781,935,0
51161000504,51,161,000504,1154,957,31,12,1130,931,2
51161000505,51,161,000505,478,1075,27,5,561,1036,5
51161000506,51,161,000506,531,731,27,0,616,677,0
51161000507,51,161,000507,1074,1296,39,2,1154,1232,0
51163000101,51,163,000101,355,471,9,1,330,467,0
51163000102,51,163,000102,217,417,8,0,226,405,0
51163000103,51,163,000103,100,321,6,0,120,312,0
51163000104,51,163,000104,195,373,1,0,216,352,0
51163000201,51,163,000201,236,439,7,1,261,415,0
51163000202,51,163,000202,408,832,12,1,427,809,0
51163000203,51,163,000203,157,169,7,0,173,158,0
51163000301,51,163,000301,381,464,8,0,451,405,0
51163000302,51,163,000302,267,631,8,0,363,574,0
51163000303,51,163,000303,71,283,4,2,115,257,0
51163000401,51,163,000401,248,630,7,0,310,590,0
51163000402,51,163,000402,277,916,9,0,382,847,0
51163000403,51,163,000403,142,333,0,0,145,316,0
51163000501,51,163,000501,112,449,0,0,145,431,0
51163000502,51,163,000502,371,415,12,9,379,401,0
51163000503,51,163,000503,245,394,7,0,279,356,0
51163000504,51,163,000504,257,514,6,3,275,502,0
51165000101,51,165,000101,746,1582,32,0,746,1571,0
51165000102,51,165,000102,497,999,34,0,533,984,0
51165000103,51,165,000103,185,1247,14,0,260,1216,0
51165000104,51,165,000104,136,458,0,0,160,444,0
51165000105,51,165,000105,248,812,12,3,285,801,0
51165000106,51,165,000106,248,770,9,2,285,755,0
51165000107,51,165,000107,214,810,11,0,273,777,0
51165000108,51,165,000108,165,597,3,2,184,587,0
51165000201,51,165,000201,276,1180,12,5,329,1162,0
51165000202,51,165,000202,578,1422,28,5,645,1384,1
51165000203,51,165,000203,438,638,18,0,462,625,0
51165000204,51,165,000204,326,1018,16,15,375,1004,0
51165000205,51,165,000205,492,932,15,8,481,931,0
51165000301,51,165,000301,342,620,14,0,348,611,0
51165000302,51,165,000302,353,1144,8,0,424,1097,0
51165000303,51,165,000303,197,597,15,0,249,570,0
51165000304,51,165,000304,629,1256,30,0,691,1218,0
51165000305,51,165,000305,817,931,34,7,820,923,0
51165000306,51,165,000306,201,402,4,4,207,395,0
51165000307,51,165,000307,683,880,21,8,613,907,0
51165000401,51,165,000401,392,688,30,3,416,677,0
51165000402,51,165,000402,279,1008,20,1,289,1007,0
51165000403,51,165,000403,172,202,6,0,166,200,0
51165000404,51,165,000404,492,931,12,0,518,903,0
51165000405,51,165,000405,305,1679,9,0,384,1618,0
51165000406,51,165,000406,632,784,21,1,614,781,0
51165000501,51,165,000501,557,1335,32,1,712,1269,0
51165000502,51,165,000502,523,2152,15,5,669,2061,0
51165000503,51,165,000503,622,1417,31,0,668,1392,0
51165000504,51,165,000504,207,876,7,4,255,850,0
51165000505,51,165,000505,650,986,17,4,647,963,0
51167000101,51,167,000101,141,794,4,0,185,753,0
51167000102,51,167,000102,159,721,0,0,202,665,0
51167000103,51,167,000103,93,484,6,0,129,447,0
51167000201,51,167,000201,289,1241,17,0,408,1135,0
51167000202,51,167,000202,98,359,0,0,161,291,0
51167000301,51,167,000301,59,305,0,0,83,286,0
51167000302,51,167,000302,87,379,4,0,111,353,1
51167000303,51,167,000303,175,785,0,4,246,700,0
51167000304,51,167,000304,160,463,1,0,214,412,0
51167000401,51,167,000401,45,131,1,0,69,109,0
51167000402,51,167,000402,182,1449,2,1,298,1337,0
51167000403,51,167,000403,151,580,0,1,224,513,0
51167000501,51,167,000501,322,1223,20,0,427,1115,0
51167000601,51,167,000601,165,756,11,0,196,713,0
51167000602,51,167,000602,209,1172,0,0,289,1094,0
51169000101,51,169,000101,107,529,5,0,140,494,0
51169000102,51,169,000102,183,790,6,2,234,732,1
51169000202,51,169,000202,69,321,2,0,76,314,0
51169000203,51,169,000203,163,793,4,4,186,773,0
51169000204,51,169,000204,23,301,1,0,39,289,1
51169000301,51,169,000301,100,716,2,0,130,687,0
51169000302,51,169,000302,58,447,0,0,79,424,0
51169000303,51,169,000303,143,521,0,0,144,504,0
51169000304,51,169,000304,37,165,10,0,46,166,0
51169000401,51,169,000401,238,1085,3,0,304,1015,0
51169000501,51,169,000501,78,393,1,0,131,342,0
51169000502,51,169,000502,91,444,0,0,110,417,0
51169000503,51,169,000503,18,237,1,0,37,219,0
51169000504,51,169,000504,63,700,0,0,117,655,0
51169000601,51,169,000601,66,404,4,0,97,377,0
51169000602,51,169,000602,159,976,5,0,211,924,0
51169000603,51,169,000603,64,237,0,0,76,219,0
51171000101,51,171,000101,478,838,27,0,464,856,0
51171000103,51,171,000103,895,2190,28,2,977,2144,0
51171000201,51,171,000201,445,1625,25,0,491,1603,0
51171000202,51,171,000202,583,1327,30,0,669,1298,0
51171000302,51,171,000302,549,1166,21,0,581,1158,0
51171000303,51,171,000303,321,1358,6,2,354,1346,0
51171000304,51,171,000304,273,894,4,0,300,878,0
51171000401,51,171,000401,925,1626,35,6,956,1617,0
51171000501,51,171,000501,98,194,0,0,104,185,0
51171000503,51,171,000503,453,1417,25,0,507,1401,0
51171000504,51,171,000504,542,1389,21,0,568,1371,0
51171000601,51,171,000601,1204,2363,42,0,1295,2296,0
51173000101,51,173,000101,464,1586,10,1,562,1459,0
51173000201,51,173,000201,205,1091,2,0,294,1011,0
51173000202,51,173,000202,164,478,1,0,222,423,0
51173000301,51,173,000301,366,1336,9,1,452,1231,0
51173000302,51,173,000302,99,469,7,0,117,450,0
51173000401,51,173,000401,261,654,0,0,322,582,0
51173000402,51,173,000402,154,433,0,0,189,388,0
51173000501,51,173,000501,254,1169,4,0,410,1024,0
51173000502,51,173,000502,216,482,9,4,258,443,0
51173000601,51,173,000601,212,765,6,0,280,702,0
51173000602,51,173,000602,177,486,10,1,207,458,0
51173000701,51,173,000701,188,1208,8,0,287,1118,0
51173000702,51,173,000702,183,671,8,1,269,585,0
51173000703,51,173,000703,24,125,3,0,35,109,0
51175000101,51,175,000101,181,656,3,0,189,644,0
51175000102,51,175,000102,486,667,6,0,497,635,0
51175000201,51,175,000201,652,445,6,0,652,413,0
51175000202,51,175,000202,169,226,3,0,183,225,0
51175000301,51,175,000301,325,350,0,0,336,326,0
51175000302,51,175,000302,237,476,0,0,236,471,0
51175000401,51,175,000401,353,362,0,0,353,332,0
51175000501,51,175,000501,218,599,10,0,266,575,0
51175000502,51,175,000502,199,266,3,0,218,252,0
51175000601,51,175,000601,325,472,5,0,344,463,0
51175000602,51,175,000602,96,423,4,0,109,412,0
51175000701,51,175,000701,399,216,5,0,382,211,0
51175000702,51,175,000702,297,540,0,0,325,514,0
51177000101,51,177,000101,764,2295,55,3,915,2248,1
51177000102,51,177,000102,920,1922,22,6,1013,1875,5
51177000103,51,177,000103,1234,1653,39,6,1332,1612,0
51177000104,51,177,000104,1277,1862,63,9,1402,1840,5
51177000201,51,177,000201,1159,1422,67,8,1189,1432,0
51177000202,51,177,000202,1219,1834,62,14,1335,1806,0
51177000203,51,177,000203,595,1347,31,3,627,1353,0
51177000204,51,177,000204,1514,1543,54,9,1555,1536,2
51177000301,51,177,000301,1586,1353,59,14,1650,1330,3
51177000302,51,177,000302,1473,1046,48,5,1499,1043,5
51177000303,51,177,000303,1412,1839,47,14,1456,1829,1
51177000401,51,177,000401,2172,1849,61,4,2190,1867,0
51177000402,51,177,000402,2274,1546,76,6,2296,1526,2
51177000403,51,177,000403,1955,1437,56,22,2014,1412,3
51177000501,51,177,000501,721,1829,29,1,776,1809,0
51177000502,51,177,000502,657,1552,32,0,729,1529,1
51177000503,51,177,000503,657,1648,24,1,733,1614,0
51177000504,51,177,000504,899,1286,41,15,1004,1249,1
51177000505,51,177,000505,839,1725,48,8,854,1750,0
51177000601,51,177,000601,1668,1327,61,7,1648,1325,7
51177000602,51,177,000602,2470,1729,69,17,2405,1743,4
51177000603,51,177,000603,1203,933,37,2,1203,933,0
51177000701,51,177,000701,1628,1155,41,6,1592,1165,2
51177000702,51,177,000702,1946,1451,43,18,1909,1468,1
51177000703,51,177,000703,924,821,28,11,976,808,0
51177000704,51,177,000704,1183,1162,53,6,1228,1156,3
51179000101,51,179,000101,1660,3449,91,10,1759,3459,2
51179000102,51,179,000102,1242,1090,51,16,1224,1093,0
51179000103,51,179,000103,858,1116,40,10,869,1130,0
51179000104,51,179,000104,1749,2040,83,34,1790,2043,4
51179000201,51,179,000201,1535,1338,59,7,1525,1356,0
51179000202,51,179,000202,1581,1428,51,16,1554,1447,1
51179000203,51,179,000203,983,1859,55,7,1018,1833,6
51179000204,51,179,000204,1069,1175,21,12,1032,1185,5
51179000301,51,179,000301,1800,641,21,5,1781,596,0
51179000302,51,179,000302,2234,1517,48,14,2257,1437,1
51179000303,51,179,000303,1223,1148,51,17,1248,1131,8
51179000304,51,179,000304,1054,607,21,0,1049,572,3
51179000401,51,179,000401,793,242,17,3,799,232,0
51179000402,51,179,000402,2231,1060,62,5,2177,1043,5
51179000403,51,179,000403,1475,1876,67,11,1535,1842,6
51179000404,51,179,000404,1573,1412,64,15,1537,1452,0
51179000501,51,179,000501,1477,1957,48,5,1507,1953,2
51179000502,51,179,000502,1368,1257,41,21,1373,1274,1
51179000503,51,179,000503,1581,1557,73,8,1606,1571,1
51179000504,51,179,000504,1461,628,14,3,1376,605,1
51179000601,51,179,000601,980,1430,50,10,1082,1418,0
51179000602,51,179,000602,1543,1596,50,6,1631,1573,1
51179000603,51,179,000603,1314,2518,76,10,1438,2484,7
51179000604,51,179,000604,1756,641,33,5,1738,614,0
51179000701,51,179,000701,2078,1576,47,16,2037,1572,0
51179000702,51,179,000702,1954,915,41,12,1940,893,1
51179000703,51,179,000703,1801,1605,42,16,1787,1611,4
51181000101,51,181,000101,225,367,7,1,251,363,0
51181000201,51,181,000201,475,406,9,0,483,395,0
51181000301,51,181,000301,342,245,0,0,350,230,0
51181000302,51,181,000302,238,233,1,1,243,221,0
51181000401,51,181,000401,540,362,2,0,536,346,0
51181000501,51,181,000501,346,371,1,0,349,358,0
51181000502,51,181,000502,238,41,3,0,236,41,0
51183000101,51,183,000101,693,158,4,0,693,153,0
51183000201,51,183,000201,347,227,0,0,349,230,0
51183000202,51,183,000202,126,83,0,0,133,76,0
51183000301,51,183,000301,127,367,0,0,154,352,0
51183000302,51,183,000302,38,197,0,0,46,189,0
51183000401,51,183,000401,535,301,9,0,556,293,0
51183000402,51,183,000402,96,18,0,0,100,13,0
51183000501,51,183,000501,412,225,0,0,421,212,0
51183000502,51,183,000502,134,110,3,0,139,111,0
51183000601,51,183,000601,187,310,0,0,187,307,0
51183000602,51,183,000602,112,206,2,0,130,199,0
51185000101,51,185,000101,131,823,3,0,219,728,0
51185000102,51,185,000102,71,422,0,0,98,378,0
51185000103,51,185,000103,114,821,1,0,205,702,0
51185000104,51,185,000104,133,715,2,1,169,633,1
51185000106,51,185,000106,88,291,1,0,133,225,0
51185000107,51,185,000107,22,99,3,0,30,93,0
51185000109,51,185,000109,23,226,1,0,46,196,0
51185000112,51,185,000112,28,264,1,0,37,250,1
51185000203,51,185,000203,31,155,0,0,52,127,0
51185000204,51,185,000204,59,559,0,0,98,499,0
51185000207,51,185,000207,87,208,0,0,80,202,0
51185000209,51,185,000209,353,1525,0,0,483,1379,0
51185000214,51,185,000214,92,567,0,0,132,520,0
51185000301,51,185,000301,229,1652,4,1,385,1449,1
51185000302,51,185,000302,77,318,0,5,78,304,0
51185000303,51,185,000303,222,1375,8,2,313,1277,0
51185000401,51,185,000401,574,2936,39,0,859,2590,1
51185000402,51,185,000402,64,366,0,0,93,326,0
51185000501,51,185,000501,143,1225,6,0,251,1102,0
51185000502,51,185,000502,625,2173,25,1,695,2018,0
51187000101,51,187,000101,584,788,15,0,630,746,0
51187000102,51,187,000102,569,1883,39,3,680,1834,0
51187000201,51,187,000201,650,1322,26,11,686,1300,0
51187000202,51,187,000202,963,1542,80,5,988,1566,1
51187000301,51,187,000301,577,944,27,1,668,885,0
51187000302,51,187,000302,619,1625,21,1,668,1604,0
51187000401,51,187,000401,854,2193,48,29,865,2223,0
51187000402,51,187,000402,448,840,19,2,465,832,0
51187000501,51,187,000501,873,1539,16,4,885,1514,3
51187000502,51,187,000502,288,878,18,2,336,871,0
51187000504,51,187,000504,280,650,8,1,309,633,0
51191000101,51,191,000101,609,1349,26,2,626,1298,0
51191000102,51,191,000102,315,630,12,6,350,592,0
51191000201,51,191,000201,225,952,12,1,296,911,0
51191000202,51,191,000202,203,1207,4,0,274,1145,0
51191000203,51,191,000203,147,700,1,3,188,656,0
51191000204,51,191,000204,222,742,9,1,263,719,0
51191000301,51,191,000301,380,1342,2,3,473,1254,0
51191000302,51,191,000302,367,849,28,0,362,845,0
51191000401,51,191,000401,531,1603,21,1,603,1546,0
51191000402,51,191,000402,586,1730,21,0,691,1655,0
51191000501,51,191,000501,647,2223,13,4,772,2135,0
51191000502,51,191,000502,371,982,8,0,422,926,0
51191000504,51,191,000504,59,259,0,0,51,254,0
51191000601,51,191,000601,358,1808,18,0,522,1697,0
51191000602,51,191,000602,120,477,3,2,166,448,0
51191000603,51,191,000603,405,1437,7,0,491,1366,1
51191000701,51,191,000701,295,1192,8,0,356,1142,0
51191000703,51,191,000703,497,1234,11,2,497,1183,0
51191007021,51,191,007021,37,155,0,0,52,146,0
51191007022,51,191,007022,110,465,4,0,152,438,0
51193000101,51,193,000101,774,338,0,0,734,329,0
51193000102,51,193,000102,352,211,4,0,365,196,0
51193000201,51,193,000201,642,491,0,0,626,469,0
51193000202,51,193,000202,214,509,3,0,246,494,0
51193000301,51,193,000301,396,455,3,4,404,447,0
51193000302,51,193,000302,466,549,1,0,512,504,0
51193000401,51,193,000401,686,1536,11,0,852,1421,0
51193000501,51,193,000501,954,1222,30,0,1084,1149,0
51195000101,51,195,000101,287,945,0,0,396,820,0
51195000102,51,195,000102,221,703,0,0,294,600,0
51195000103,51,195,000103,199,624,0,0,239,561,1
51195000104,51,195,000104,296,1881,9,0,424,1690,1
51195000201,51,195,000201,187,896,2,0,255,815,0
51195000202,51,195,000202,499,1632,19,4,612,1491,0
51195000203,51,195,000203,79,446,1,0,98,403,1
51195000301,51,195,000301,339,1061,0,0,420,957,0
51195000302,51,195,000302,294,1597,9,5,455,1457,0
51195000401,51,195,000401,157,848,2,0,177,805,0
51195000402,51,195,000402,241,1898,2,0,386,1746,0
51195000403,51,195,000403,257,820,6,0,364,724,0
51197000101,51,197,000101,111,417,1,0,134,392,0
51197000102,51,197,000102,421,1861,13,0,575,1701,0
51197000203,51,197,000203,519,1182,9,0,576,1099,0
51197000303,51,197,000303,565,1213,21,0,692,1082,0
51197000401,51,197,000401,279,1142,8,1,348,1065,0
51197000402,51,197,000402,241,1179,12,0,353,1087,1
51197000501,51,197,000501,210,1003,0,0,291,909,0
51197000502,51,197,000502,282,1393,13,2,379,1302,0
51197000601,51,197,000601,98,683,4,0,177,629,0
51197000602,51,197,000602,195,997,13,0,277,930,0
51197000603,51,197,000603,181,674,15,1,242,612,0
51199000101,51,199,000101,1286,1094,41,0,1256,1117,0
51199000102,51,199,000102,1333,1479,46,18,1352,1511,0
51199000103,51,199,000103,2898,1758,71,8,2917,1751,1
51199000201,51,199,000201,2011,1815,76,13,1967,1889,0
51199000202,51,199,000202,1129,1038,27,4,1145,1034,0
51199000301,51,199,000301,1234,3032,53,25,1261,3107,1
51199000302,51,199,000302,762,1210,34,8,785,1240,0
51199000303,51,199,000303,1864,1470,34,20,1808,1503,0
51199000401,51,199,000401,800,1504,59,3,933,1484,0
51199000402,51,199,000402,961,1627,39,16,975,1648,0
51199000403,51,199,000403,565,791,35,0,554,819,0
51199000501,51,199,000501,1234,1897,68,20,1368,1889,1
51199000502,51,199,000502,1651,1617,75,10,1742,1622,1
51510000101,51,510,000101,1006,399,14,13,1019,440,0
51510000102,51,510,000102,739,480,9,19,719,549,4
51510000103,51,510,000103,2013,715,47,30,1949,857,0
51510000104,51,510,000104,1682,403,32,13,1592,482,16
51510000105,51,510,000105,1169,360,30,3,1133,421,0
51510000106,51,510,000106,4193,641,47,16,4061,748,0
51510000107,51,510,000107,2725,554,34,33,2653,675,0
51510000108,51,510,000108,2107,405,34,6,2006,512,0
51510000109,51,510,000109,1527,521,37,30,1441,656,1
51510000110,51,510,000110,2580,368,21,11,2443,457,2
51510000111,51,510,000111,1327,285,30,10,1282,346,3
51510000112,51,510,000112,1260,346,5,18,1178,411,0
51510000201,51,510,000201,1769,497,18,31,1680,610,4
51510000202,51,510,000202,1624,644,25,35,1545,779,0
51510000203,51,510,000203,2153,488,37,27,2122,583,2
51510000204,51,510,000204,1732,543,23,43,1666,671,0
51510000205,51,510,000205,1918,527,36,35,1825,658,2
51510000206,51,510,000206,1494,386,20,45,1442,471,2
51510000207,51,510,000207,2499,625,32,33,2444,731,6
51510000208,51,510,000208,3012,687,57,35,3016,778,5
51510000209,51,510,000209,3110,591,33,13,3081,653,7
51510000210,51,510,000210,1216,310,33,4,1253,342,0
51510000302,51,510,000302,2347,367,32,16,2370,369,7
51510000303,51,510,000303,1934,317,36,8,1999,312,0
51510000304,51,510,000304,2756,465,51,11,2771,504,3
51510000305,51,510,000305,4292,499,31,19,4273,533,0
51510000306,51,510,000306,4329,531,32,16,4344,535,0
51510000307,51,510,000307,3008,523,27,15,3072,521,4
51510000308,51,510,000308,2223,727,23,27,2129,846,5
51510000309,51,510,000309,2577,347,50,11,2629,363,0
51520000001,51,520,000001,536,1231,25,1,731,1062,2
51520000002,51,520,000002,561,1174,26,0,620,1104,0
51520000003,51,520,000003,439,667,5,2,510,560,0
51520000041,51,520,000041,847,2587,42,2,1018,2449,0
51520000042,51,520,000042,0,1,0,0,0,1,0
51530000001,51,530,000001,453,1089,19,2,601,991,0
51530000002,51,530,000002,391,814,15,1,436,768,0
51540000101,51,540,000101,1824,401,10,5,1875,398,0
51540000102,51,540,000102,3075,442,28,6,3118,457,0
51540000201,51,540,000201,2486,224,31,8,2499,256,0
51540000202,51,540,000202,2450,554,31,4,2498,579,0
51540000301,51,540,000301,2821,221,25,10,2821,255,0
51540000302,51,540,000302,2709,543,72,12,2708,614,7
51540000303,51,540,000303,1484,183,26,6,1444,224,0
51540000401,51,540,000401,2052,195,27,4,1896,268,0
51540000402,51,540,000402,1749,323,23,6,1769,347,0
51550000001,51,550,000001,830,1366,40,2,886,1359,0
51550000002,51,550,000002,525,1577,21,4,539,1574,3
51550000003,51,550,000003,1586,169,16,1,1600,170,2
51550000004,51,550,000004,977,1382,35,1,1014,1368,0
51550000005,51,550,000005,1407,233,16,4,1422,232,0
51550000006,51,550,000006,1188,1022,32,4,1220,1022,0
51550000007,51,550,000007,893,1074,45,13,932,1080,0
51550000008,51,550,000008,1238,1014,31,0,1302,976,1
51550000009,51,550,000009,1064,1963,59,1,1100,1985,0
51550000010,51,550,000010,529,481,25,1,557,467,2
51550000011,51,550,000011,858,935,24,2,921,887,0
51550000012,51,550,000012,1599,255,19,2,1622,247,0
51550000013,51,550,000013,941,913,34,0,994,880,0
51550000014,51,550,000014,1316,1681,48,6,1324,1720,2
51550000015,51,550,000015,1727,951,44,11,1742,964,0
51550000016,51,550,000016,755,1633,24,3,771,1645,0
51550000017,51,550,000017,430,1185,21,0,450,1191,4
51550000018,51,550,000018,981,494,30,0,1019,475,0
51550000019,51,550,000019,608,890,30,20,632,895,0
51550000020,51,550,000020,1209,1220,31,8,1237,1222,3
51550000021,51,550,000021,1087,1143,37,2,1132,1129,1
51550000022,51,550,000022,601,717,30,3,658,689,3
51550000023,51,550,000023,1359,1010,45,5,1367,1029,0
51550000024,51,550,000024,1078,690,39,9,1111,694,0
51550000025,51,550,000025,1163,515,27,7,1198,503,0
51550000026,51,550,000026,627,311,15,3,656,302,1
51550000027,51,550,000027,1243,1067,35,5,1260,1077,0
51550000028,51,550,000028,141,230,9,0,156,220,0
51550000029,51,550,000029,663,1031,54,1,736,1014,1
51550000030,51,550,000030,934,51,4,2,935,50,0
51550000031,51,550,000031,1921,445,17,2,1996,386,1
51550000032,51,550,000032,2006,150,11,3,2018,155,0
51550000033,51,550,000033,696,631,8,6,743,591,1
51550000034,51,550,000034,855,1799,40,13,871,1833,0
51550000035,51,550,000035,1034,393,25,3,1055,391,0
51550000036,51,550,000036,790,1346,25,22,807,1354,0
51550000037,51,550,000037,1016,1324,48,0,1001,1381,0
51550000038,51,550,000038,626,1221,26,0,677,1191,0
51550000039,51,550,000039,732,814,33,0,764,804,0
51550000041,51,550,000041,1867,1501,64,18,1907,1529,7
51550000042,51,550,000042,1300,636,19,10,1307,641,0
51550000043,51,550,000043,641,1336,33,9,700,1317,0
51550000044,51,550,000044,806,480,10,1,829,475,0
51550000045,51,550,000045,529,255,8,1,557,242,0
51550000046,51,550,000046,915,996,43,0,956,997,2
51550000048,51,550,000048,1968,320,21,6,1991,316,4
51550000049,51,550,000049,1044,986,32,7,1056,1002,1
51550000050,51,550,000050,1431,889,37,11,1430,934,0
51550000051,51,550,000051,1222,2147,54,9,1272,2146,3
51550000052,51,550,000052,1004,667,28,3,1020,682,0
51550000053,51,550,000053,1862,1351,54,19,1924,1333,2
51550000054,51,550,000054,1219,460,25,3,1253,460,0
51550000055,51,550,000055,1460,317,21,2,1481,306,0
51550000056,51,550,000056,1199,783,18,5,1227,769,2
51550000057,51,550,000057,1321,703,44,11,1352,700,5
51550000058,51,550,000058,579,210,9,5,596,201,0
51550000059,51,550,000059,1103,918,25,4,1104,939,1
51550000060,51,550,000060,931,1468,43,1,918,1514,1
51550000061,51,550,000061,977,1822,51,2,1001,1840,0
51550000062,51,550,000062,769,1374,52,2,785,1396,2
51550000063,51,550,000063,433,1075,20,1,433,1091,1
51550000064,51,550,000064,1167,868,48,1,1215,871,0
51550000065,51,550,000065,1197,1187,45,6,1221,1214,0
51570000001,51,570,000001,635,1096,20,0,673,1042,1
51570000002,51,570,000002,567,1110,14,3,639,1061,0
51570000003,51,570,000003,971,1374,25,7,952,1349,1
51570000004,51,570,000004,636,1160,18,1,659,1095,0
51570000005,51,570,000005,445,1451,32,0,505,1415,1
51580000101,51,580,000101,192,256,2,0,225,209,0
51580000201,51,580,000201,158,252,10,1,187,226,0
51580000301,51,580,000301,224,196,1,0,241,168,0
51580000401,51,580,000401,201,433,13,0,267,381,0
51580000501,51,580,000501,195,453,2,0,233,402,0
51590000001,51,590,000001,499,101,3,2,501,103,0
51590000002,51,590,000002,351,222,8,3,398,198,0
51590000003,51,590,000003,718,273,12,0,739,245,0
51590000004,51,590,000004,1205,971,9,1,1312,865,0
51590000006,51,590,000006,593,76,4,1,586,73,1
51590000007,51,590,000007,986,197,2,0,1000,164,0
51590000008,51,590,000008,802,301,5,0,834,258,0
51590000009,51,590,000009,564,480,4,0,655,396,0
51590000010,51,590,000010,779,510,14,0,830,445,0
51590000011,51,590,000011,1094,398,15,0,1129,355,1
51590000012,51,590,000012,997,619,2,1,1064,543,1
51590000013,51,590,000013,1032,548,13,4,1084,497,0
51590000014,51,590,000014,244,14,0,0,234,11,0
51590000015,51,590,000015,723,742,18,0,814,680,0
51590000016,51,590,000016,733,1102,9,7,829,1020,0
51590000017,51,590,000017,371,878,12,5,472,808,0
51595000101,51,595,000101,319,101,5,0,318,94,0
51595000201,51,595,000201,228,12,1,0,221,13,0
51595000301,51,595,000301,195,161,0,0,196,158,0
51595000401,51,595,000401,224,176,0,0,226,165,0
51595000501,51,595,000501,229,9,0,0,226,8,0
51595000601,51,595,000601,153,213,0,0,161,200,0
51595000701,51,595,000701,260,78,0,0,268,69,0
51600000001,51,600,000001,1830,629,39,30,1828,638,3
51600000002,51,600,000002,1154,676,42,13,1177,716,1
51600000003,51,600,000003,2004,894,44,23,1993,958,0
51600000004,51,600,000004,965,460,30,0,980,472,0
51600000005,51,600,000005,1399,651,25,10,1388,658,0
51600000006,51,600,000006,1776,674,12,2,1766,669,1
51610000001,51,610,000001,2881,620,45,19,2856,704,6
51610000002,51,610,000002,2262,430,18,18,2145,524,0
51610000003,51,610,000003,1780,391,40,18,1791,461,0
51620000101,51,620,000101,260,610,12,12,302,590,1
51620000201,51,620,000201,415,427,8,0,429,415,0
51620000301,51,620,000301,540,56,0,0,515,48,0
51620000401,51,620,000401,447,75,0,0,434,66,0
51620000501,51,620,000501,482,10,1,0,446,15,0
51620000601,51,620,000601,386,309,7,0,428,277,0
51630000101,51,630,000101,2650,1305,82,4,2656,1309,2
51630000201,51,630,000201,1636,968,60,11,1679,977,0
51630000301,51,630,000301,1579,964,55,8,1604,987,0
51630000401,51,630,000401,1398,384,16,4,1345,394,1
51630000402,51,630,000402,1109,366,14,9,1070,361,0
51640000001,51,640,000001,368,777,1,0,424,708,0
51640000002,51,640,000002,266,594,1,0,303,555,0
51640000003,51,640,000003,132,442,4,0,180,403,0
51650000101,51,650,000101,1751,287,18,4,1755,267,1
51650000102,51,650,000102,2094,166,11,0,2038,159,0
51650000103,51,650,000103,1374,216,39,5,1378,231,0
51650000104,51,650,000104,2896,422,41,4,2811,422,3
51650000105,51,650,000105,1026,204,11,0,948,217,0
51650000106,51,650,000106,1554,640,31,4,1538,651,0
51650000107,51,650,000107,1397,295,11,0,1406,273,0
51650000108,51,650,000108,2183,244,24,3,2127,247,3
51650000109,51,650,000109,2582,207,20,8,2520,183,1
51650000110,51,650,000110,507,241,4,2,504,233,0
51650000111,51,650,000111,456,248,10,0,468,245,0
51650000112,51,650,000112,2103,804,51,17,2109,773,0
51650000115,51,650,000115,896,563,18,4,919,558,0
51650000116,51,650,000116,1048,241,17,6,1108,203,2
51650000117,51,650,000117,1626,513,37,5,1623,507,7
51650000118,51,650,000118,2175,283,11,12,2175,252,3
51650000201,51,650,000201,1309,1164,49,9,1396,1117,0
51650000202,51,650,000202,1312,973,35,9,1417,894,0
51650000203,51,650,000203,1414,661,32,1,1382,653,0
51650000204,51,650,000204,1520,612,45,6,1541,615,0
