GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREIBLA,G20PREONON
320110001001343,0,0,0,0,0
320110001001968,0,0,0,0,0
320110001001988,0,0,0,0,0
320110001001288,0,0,0,0,0
320110001001319,0,0,0,0,0
320110001001323,0,0,0,0,0
320110001001967,0,0,0,0,0
320110001001495,0,0,0,0,0
320110001001532,0.3,2.2,0,0,0
320110001001515,0,0,0,0,0
320110001001518,0,0,0,0,0
320110001001217,0,0,0,0,0
320110001001459,0.2,1.7,0,0,0
320110001001441,0,0,0,0,0
320110001001227,0,0,0,0,0
320110001001237,0,0,0,0,0
320110001001250,0,0,0,0,0
320110001001406,0,0,0,0,0
320110001001207,0,0,0,0,0
320110001001280,0,0,0,0,0
320110001001208,0,0,0,0,0
320110001001971,0,0,0,0,0
320110001002093,0,0,0,0,0
320110001002034,0,0,0,0,0
320110001002120,0,0,0,0,0
320110001001717,0,0,0,0,0
320110001002052,0,0,0,0,0
320110001001677,0,0,0,0,0
320110001001692,0,0,0,0,0
320110001002678,0,0,0,0,0
320110001002746,0,0,0,0,0
320110001001718,0,0,0,0,0
320110001002097,0,0,0,0,0
320110001002770,0,0,0,0,0
320110001002006,0,0,0,0,0
320110001002021,0,0,0,0,0
320110001001863,0,0,0,0,0
320110001001659,0,0,0,0,0
320110001002287,0,0,0,0,0
320110001002224,0,0,0,0,0
320110001002220,0,0,0,0,0
320110001002164,0.2,2.8,0,0,0
320110001002141,0,0,0,0,0
320110001002122,0,0,0,0,0
320110001002002,0,0,0,0,0
320110001002035,0,0,0,0,0
320110001001899,0,0,0,0,0
320110001001725,0,0,0,0,0
320110001001938,0,0,0,0,0
320110001002512,0.2,1,0,0,0
320110001002541,0.6,3.6,0,0,0
320110001002386,0.2,2.8,0,0,0
320110001002413,0,0,0,0,0
320110001002382,0.2,2.1,0,0,0
320110001002522,0.5,3.1,0,0,0
320110001002765,0,0,0,0,0
320110001002381,0,0,0,0,0
320110001002612,0,0,0,0,0
320110001002344,0,0,0,0,0
320110001002299,0,0,0,0,0
320110001002768,0,0,0,0,0
320110001002433,0.2,1,0,0,0
320110001002281,0,0,0,0,0
320110001002651,0,0,0,0,0
320110001002653,0,0,0,0,0
320110001002358,0,0,0,0,0
320110001002669,0,0,0,0,0
320110001001664,0,0,0,0,0
320110001001660,0,0,0,0,0
320110001001746,0,0,0,0,0
320110001002578,0.5,3.1,0,0,0
320110001001709,0,0,0,0,0
320110001001767,0.1,1.1,0,0,0
320110001001817,0,0,0,0,0
320110001002506,0,0,0,0,0
320110001002507,0,0,0,0,0
320110001002558,0.1,1.4,0,0,0
320110001002510,0.1,0.5,0,0,0
320110001002617,0.4,2.6,0,0,0
320110001002549,0.3,1.5,0,0,0
320110001002366,0,0,0,0,0
320110001002455,0.4,2.6,0,0,0
320110001002466,0,0,0,0,0
320110001002402,0.3,2.1,0,0,0
320110001002473,0,0,0,0,0
320110001002633,0,0,0,0,0
320110001002481,0,0,0,0,0
320110001002494,0,0,0,0,0
320110001002649,0,0,0,0,0
320110001002652,0,0,0,0,0
320110001002465,0,0,0,0,0
320110001002277,0,0,0,0,0
320110001002283,0,0,0,0,0
320110001002291,0,0,0,0,0
320110001002340,0,0,0,0,0
320110001002591,0,0,0,0,0
320110001002404,0.5,3.1,0,0,0
320110001002385,0.1,1.4,0,0,0
320110001002515,0,0,0,0,0
320110001002527,0.3,2.1,0,0,0
320110001002535,0.3,2.1,0,0,0
320110001002060,0,0,0,0,0
320110001002276,0,0,0,0,0
320110001002268,0,0,0,0,0
320110001002020,0,0,0,0,0
320110001002793,0,0,0,0,0
320110001001850,0,0,0,0,0
320110001002011,0,0,0,0,0
320110001001838,0,0,0,0,0
320110001002028,0,0,0,0,0
320110001001508,0.1,1.1,0,0,0
320110001001483,0,0,0,0,0
320110001001486,0,0,0,0,0
320110001001446,0,0,0,0,0
320110001001489,0,0,0,0,0
320110001001614,0,0,0,0,0
320110001001602,0,0,0,0,0
320110001001564,0,0,0,0,0
320110001001565,0,0,0,0,0
320110001001503,0,0,0,0,0
320110001001550,0,0,0,0,0
320110001001555,0,0,0,0,0
320110001001597,0,0,0,0,0
320110001001600,0,0,0,0,0
320110001001329,0.2,1.7,0,0,0
320110001001356,0,0,0,0,0
320110001001351,0,0,0,0,0
320110001001352,0.1,1.1,0,0,0
320110001001370,0,0,0,0,0
320110001001780,0,0,0,0,0
320110001001932,0,0,0,0,0
320110001001377,1.2,10,0.1,0,0.1
320110001001359,0,0,0,0,0
320110001001366,0.1,1.1,0,0,0
320110001002095,0,0,0,0,0
320110001002119,0,0,0,0,0
320110001002023,0,0,0,0,0
320110001002593,0,0,0,0,0
320110001002154,0,0,0,0,0
320110001002695,0,0,0,0,0
320110001002758,0,0,0,0,0
320110001002080,0.1,0.7,0,0,0
320110001002773,0.1,1.4,0,0,0
320110001001423,0,0,0,0,0
320110001001194,0.3,2.8,0,0,0
320110001001180,0,0,0,0,0
320110001001615,0,0,0,0,0
320110001001112,0,0,0,0,0
320110001001173,0,0,0,0,0
320110001001174,0,0,0,0,0
320110001001223,0,0,0,0,0
320110001001702,0,0,0,0,0
320110001001678,0,0,0,0,0
320110001001751,0,0,0,0,0
320110001001703,0,0,0,0,0
320110001001757,0,0,0,0,0
320110001002681,0,0,0,0,0
320110001002725,0,0,0,0,0
320110001002673,0,0,0,0,0
320110001002722,0,0,0,0,0
320110001002744,0,0,0,0,0
320110001001704,0,0,0,0,0
320110001002076,0,0,0,0,0
320110001002074,0,0,0,0,0
320110001002284,0,0,0,0,0
320110001002045,0,0,0,0,0
320110001002271,0,0,0,0,0
320110001002237,0,0,0,0,0
320110001002236,0,0,0,0,0
320110001002193,0,0,0,0,0
320110001002218,0,0,0,0,0
320110001002221,0,0,0,0,0
320110001001695,0.2,2.1,0,0,0
320110001001744,0,0,0,0,0
320110001001745,0,0,0,0,0
320110001002540,0.1,0.5,0,0,0
320110001002708,0,0,0,0,0
320110001001826,0,0,0,0,0
320110001001901,0,0,0,0,0
320110001001734,0,0,0,0,0
320110001002087,0,0,0,0,0
320110001001903,0,0,0,0,0
320110001001800,0,0,0,0,0
320110001001796,0,0,0,0,0
320110001001808,0,0,0,0,0
320110001001815,0,0,0,0,0
320110001001810,0,0,0,0,0
320110001001802,0,0,0,0,0
320110001001919,0,0,0,0,0
320110001001922,0,0,0,0,0
320110001001814,0,0,0,0,0
320110001002089,0,0,0,0,0
320110001002158,0,0,0,0,0
320110001002257,0,0,0,0,0
320110001001914,0,0,0,0,0
320110001002470,0,0,0,0,0
320110001002645,0,0,0,0,0
320110001002625,0.2,1,0,0,0
320110001002623,0,0,0,0,0
320110001002620,0,0,0,0,0
320110001002670,0,0,0,0,0
320110001002650,0,0,0,0,0
320110001002740,0,0,0,0,0
320110001001669,0,0,0,0,0
320110001001730,0,0,0,0,0
320110001002498,0,0,0,0,0
320110001002587,0,0,0,0,0
320110001002555,0.3,3.5,0,0,0
320110001002500,0,0,0,0,0
320110001002547,1.6,9.2,0,0.1,0.1
320110001002750,0,0,0,0,0
320110001002442,0,0,0,0,0
320110001002477,0,0,0,0,0
320110001001885,0,0,0,0,0
320110001002445,0,0,0,0,0
320110001002635,0,0,0,0,0
320110001002469,0,0,0,0,0
320110001001750,0,0,0,0,0
320110001002347,0,0,0,0,0
320110001002012,0,0,0,0,0
320110001002013,0,0,0,0,0
320110001001856,0,0,0,0,0
320110001002683,0,0,0,0,0
320110001002313,0,0,0,0,0
320110001002300,0,0,0,0,0
320110001002014,0,0,0,0,0
320110001002302,0,0,0,0,0
320110001002353,0.2,2.8,0,0,0
320110001002320,0,0,0,0,0
320110001001616,0,0,0,0,0
320110001001640,0,0,0,0,0
320110001001639,0,0,0,0,0
320110001001023,0,0,0,0,0
320110001001024,0,0,0,0,0
320110001001032,0,0,0,0,0
320110001001034,0,0,0,0,0
320110001001017,0,0,0,0,0
320110001001062,0,0,0,0,0
320110001001075,0,0,0,0,0
320110001001604,0,0,0,0,0
320110001001947,0,0,0,0,0
320110001001120,0,0,0,0,0
320110001001380,0.2,1.7,0,0,0
320110001001440,0.3,2.2,0,0,0
320110001001394,0,0,0,0,0
320110001001413,0,0,0,0,0
320110001001345,0,0,0,0,0
320110001001397,1,8.2,0,0,0
320110001001426,0.1,1.2,0,0,0
320110001001442,0.1,0.6,0,0,0
320110001001444,0,0,0,0,0
320110001001334,0.4,3.5,0,0,0
320110001001358,0,0,0,0,0
320110001001362,0,0,0,0,0
320110001001973,0,0,0,0,0
320110001001321,0,0,0,0,0
320110001001966,0,0,0,0,0
320110001001307,0,0,0,0,0
320110001001219,0,0,0,0,0
320110001001004,0,0,0,0,0
320110001001141,0,0,0,0,0
320110001001189,0,0,0,0,0
320110001001196,0.6,5.6,0.1,0,0.1
320110001001389,0.4,3.5,0,0,0
320110001001253,0,0,0,0,0
320110001001246,0,0,0,0,0
320110001001234,0,0,0,0,0
320110001001242,0,0,0,0,0
320110001002057,0,0,0,0,0
320110001002123,0,0,0,0,0
320110001002144,0,0,0,0,0
320110001002301,0,0,0,0,0
320110001002790,0,0,0,0,0
320110001001134,0,0,0,0,0
320110001001135,0,0,0,0,0
320110001001033,0,0,0,0,0
320110001001605,0,0,0,0,0
320110001001111,1.5,12.8,0.2,0.1,0.2
320110001001137,0,0,0,0,0
320110001001247,0,0,0,0,0
320110001001410,0,0,0,0,0
320110001001130,0,0,0,0,0
320110001001122,0,0,0,0,0
320110001002687,0,0,0,0,0
320110001002142,0,0,0,0,0
320110001002111,0,0,0,0,0
320110001002108,0.1,1.4,0,0,0
320110001001731,0,0,0,0,0
320110001002064,0.1,1.4,0,0,0
320110001001739,0,0,0,0,0
320110001002067,0,0,0,0,0
320110001002065,0,0,0,0,0
320110001002738,0,0,0,0,0
320110001002697,0,0,0,0,0
320110001002752,0,0,0,0,0
320110001002680,0,0,0,0,0
320110001001758,0,0,0,0,0
320110001001924,0,0,0,0,0
320110001001906,0,0,0,0,0
320110001001859,0,0,0,0,0
320110001001849,0,0,0,0,0
320110001002439,0,0,0,0,0
320110001002242,0,0,0,0,0
320110001002216,0,0,0,0,0
320110001001854,0,0,0,0,0
320110001001888,0.9,11.2,0.1,0,0.1
320110001001741,0,0,0,0,0
320110001002118,0,0,0,0,0
320110001002414,0,0,0,0,0
320110001002523,0,0,0,0,0
320110001002766,0,0,0,0,0
320110001001776,0,0,0,0,0
320110001001775,0,0,0,0,0
320110001001663,0,0,0,0,0
320110001001898,0,0,0,0,0
320110001002252,0,0,0,0,0
320110001002085,0,0,0,0,0
320110001002086,0,0,0,0,0
320110001002063,0.6,7,0.1,0,0
320110001001846,0,0,0,0,0
320110001002159,0.7,8.4,0.1,0,0.1
320110001002639,0,0,0,0,0
320110001002491,0,0,0,0,0
320110001002618,0,0,0,0,0
320110001002493,0,0,0,0,0
320110001002485,0,0,0,0,0
320110001002457,0,0,0,0,0
320110001002739,0,0,0,0,0
320110001002663,0,0,0,0,0
320110001001872,1.1,14,0.1,0,0.1
320110001001719,0,0,0,0,0
320110001002539,0.2,1,0,0,0
320110001002585,0,0,0,0,0
320110001002584,0,0,0,0,0
320110001002610,0,0,0,0,0
320110001002608,0,0,0,0,0
320110001002410,0,0,0,0,0
320110001002327,1,5.6,0,0,0.1
320110001002377,0,0,0,0,0
320110001002388,0.1,0.5,0,0,0
320110001002590,0,0,0,0,0
320110001002542,0.2,1,0,0,0
320110001002503,0,0,0,0,0
320110001002537,0.2,1,0,0,0
320110001002488,0,0,0,0,0
320110001002557,0.4,4.9,0,0,0
320110001002564,0.2,1,0,0,0
320110001002559,0.2,2.1,0,0,0
320110001001085,0,0,0,0,0
320110001001054,0,0,0,0,0
320110001001068,0,0,0,0,0
320110001001708,0,0,0,0,0
320110001001939,0,0,0,0,0
320110001001030,0,0,0,0,0
320110001001150,0,0,0,0,0
320110001001154,0,0,0,0,0
320110001001328,0.2,1.7,0,0,0
320110001001266,0,0,0,0,0
320110001001385,0,0,0,0,0
320110001001211,0,0,0,0,0
320110001001087,0,0,0,0,0
320110001001098,0,0,0,0,0
320110001001096,0,0,0,0,0
320110001001101,0,0,0,0,0
320110001001146,0,0,0,0,0
320110001001177,0,0,0,0,0
320110001001007,0,0,0,0,0
320110001001501,0,0,0,0,0
320110001001524,0,0,0,0,0
320110001001513,0,0,0,0,0
320110001001507,0,0,0,0,0
320110001001606,0,0,0,0,0
320110001001429,0,0,0,0,0
320110001001958,0,0,0,0,0
320110001001951,0,0,0,0,0
320110001001992,0,0,0,0,0
320110001001477,0,0,0,0,0
320110001001480,0,0,0,0,0
320110001001998,0,0,0,0,0
320110001001464,0,0,0,0,0
320110001001025,0,0,0,0,0
320110001001185,0,0,0,0,0
320110001001297,0.1,0.6,0,0,0
320110001001245,0,0,0,0,0
320110001001941,0,0,0,0,0
320110001001591,0,0,0,0,0
320110001001929,0,0,0,0,0
320110001001956,0,0,0,0,0
320110001001354,0,0,0,0,0
320110001001330,1.2,10.6,0.1,0,0.1
320110001001994,0,0,0,0,0
320110001001392,0.3,2.9,0,0,0
320110001001399,0.4,3.5,0,0,0
320110001001331,1.1,9.4,0.1,0,0.1
320110001001333,2.1,18.2,0.1,0,0.1
320110001001447,0,0,0,0,0
320110001001448,0,0,0,0,0
320110001001155,0,0,0,0,0
320110001001139,0,0,0,0,0
320110001001216,0,0,0,0,0
320110001001222,0,0,0,0,0
320110001001131,0,0,0,0,0
320110001001175,0,0,0,0,0
320110001001026,0,0,0,0,0
320110001001239,0,0,0,0,0
320110001001232,0,0,0,0,0
320110001001226,0,0,0,0,0
320110001001187,0,0,0,0,0
320110001001210,0.1,1.1,0,0,0
320110001001238,0.4,3.3,0,0,0
320110001001255,0,0,0,0,0
320110001001754,0,0,0,0,0
320110001002749,0,0,0,0,0
320110001002019,0,0,0,0,0
320110001002787,0,0,0,0,0
320110001002038,0,0,0,0,0
320110001002058,0,0,0,0,0
320110001002125,0,0,0,0,0
320110001002140,0,0,0,0,0
320110001002182,0,0,0,0,0
320110001002359,0,0,0,0,0
320110001002369,0,0,0,0,0
320110001002321,0,0,0,0,0
320110001002350,0,0,0,0,0
320110001002352,0,0,0,0,0
320110001002615,0,0,0,0,0
320110001002351,0,0,0,0,0
320110001002308,0,0,0,0,0
320110001001655,0,0,0,0,0
320110001002298,0,0,0,0,0
320110001002296,0,0,0,0,0
320110001002207,0,0,0,0,0
320110001002217,0,0,0,0,0
320110001001753,0,0,0,0,0
320110001001687,0,0,0,0,0
320110001002167,0,0,0,0,0
320110001001908,0,0,0,0,0
320110001002596,0,0,0,0,0
320110001001865,0.3,1.5,0,0,0
320110001001862,0,0,0,0,0
320110001002597,0.5,3.1,0,0,0
320110001002424,0,0,0,0,0
320110001002598,0,0,0,0,0
320110001002600,0,0,0,0,0
320110001002509,0,0,0,0,0
320110001001778,0,0,0,0,0
320110001001768,0,0,0,0,0
320110001001773,0,0,0,0,0
320110001001829,0,0,0,0,0
320110001001897,0,0,0,0,0
320110001001700,0,0,0,0,0
320110001002066,0,0,0,0,0
320110001001789,0,0,0,0,0
320110001001918,0,0,0,0,0
320110001002546,0.3,1.5,0,0,0
320110001002567,0,0,0,0,0
320110001002577,1,5.6,0,0,0.1
320110001002378,0,0,0,0,0
320110001002015,0,0,0,0,0
320110001002451,0,0,0,0,0
320110001001909,0,0,0,0,0
320110001002450,0,0,0,0,0
320110001002453,0.2,1,0,0,0
320110001001119,0,0,0,0,0
320110001001074,0,0,0,0,0
320110001001038,0,0,0,0,0
320110001002135,0.5,5.6,0.1,0,0
320110001002186,0,0,0,0,0
320110001002200,0,0,0,0,0
320110001002258,0,0,0,0,0
320110001002270,0,0,0,0,0
320110001002266,0,0,0,0,0
320110001002001,0,0,0,0,0
320110001002010,0,0,0,0,0
320110001001045,0,0,0,0,0
320110001001081,0,0,0,0,0
320110001001547,0,0,0,0,0
320110001001617,0,0,0,0,0
320110001001621,0,0,0,0,0
320110001001626,0,0,0,0,0
320110001001618,0,0,0,0,0
320110001001607,0,0,0,0,0
320110001001058,0,0,0,0,0
320110001001086,0,0,0,0,0
320110001001646,0,0,0,0,0
320110001001593,0,0,0,0,0
320110001001273,0,0,0,0,0
320110001001309,0,0,0,0,0
320110001001286,0,0,0,0,0
320110001001292,0,0,0,0,0
320110001001298,0,0,0,0,0
320110001001948,0,0,0,0,0
320110001001520,0,0,0,0,0
320110001001957,0,0,0,0,0
320110001001262,0,0,0,0,0
320110001001324,0,0,0,0,0
320110001001989,0,0,0,0,0
320110001001458,0,0,0,0,0
320110001001312,0,0,0,0,0
320110001001496,0,0,0,0,0
320110001001305,0,0,0,0,0
320110001001531,0,0,0,0,0
320110001001466,0,0,0,0,0
320110001001259,0,0,0,0,0
320110001001190,0,0,0,0,0
320110001001969,0,0,0,0,0
320110001001963,0,0,0,0,0
320110001001961,0,0,0,0,0
320110001001270,0,0,0,0,0
320110001001965,0,0,0,0,0
320110001001942,0,0,0,0,0
320110001001649,0,0,0,0,0
320110001001357,0,0,0,0,0
320110001001364,0,0,0,0,0
320110001001082,0,0,0,0,0
320110001001398,0.3,2.4,0,0,0
320110001001445,0,0,0,0,0
320110001001387,0,0,0,0,0
320110001001395,0,0,0,0,0
320110001001396,0,0,0,0,0
320110001002393,0,0,0,0,0
320110001002323,0,0,0,0,0
320110001002759,0,0,0,0,0
320110001002112,0.2,2.8,0,0,0
320110001001274,0,0,0,0,0
320110001001224,0,0,0,0,0
320110001001199,0,0,0,0,0
320110001001157,0,0,0,0,0
320110001001013,0,0,0,0,0
320110001001165,0,0,0,0,0
320110001001982,0,0,0,0,0
320110001001213,0,0,0,0,0
320110001001178,0,0,0,0,0
320110001001183,0,0,0,0,0
320110001001202,0,0,0,0,0
320110001001727,0,0,0,0,0
320110001001712,0,0,0,0,0
320110001002743,0,0,0,0,0
320110001002710,0,0,0,0,0
320110001002713,0,0,0,0,0
320110001002693,0,0,0,0,0
320110001002696,0,0,0,0,0
320110001002788,0,0,0,0,0
320110001002126,0,0,0,0,0
320110001002115,0,0,0,0,0
320110001002406,0.3,2.1,0,0,0
320110001002405,0.2,1,0,0,0
320110001002538,0.2,1,0,0,0
320110001002376,0,0,0,0,0
320110001002370,0,0,0,0,0
320110001002306,0,0,0,0,0
320110001002339,0,0,0,0,0
320110001002755,0.3,3.5,0,0,0
320110001002044,0,0,0,0,0
320110001002779,0,0,0,0,0
320110001001861,0,0,0,0,0
320110001002311,0,0,0,0,0
320110001002113,0,0,0,0,0
320110001002303,0,0,0,0,0
320110001001807,0,0,0,0,0
320110001002214,0,0,0,0,0
320110001001910,0,0,0,0,0
320110001001925,0,0,0,0,0
320110001001876,0,0,0,0,0
320110001001904,0,0,0,0,0
320110001001813,0,0,0,0,0
320110001001891,0,0,0,0,0
320110001002611,0,0,0,0,0
320110001002422,0.2,1,0,0,0
320110001002545,0.2,1,0,0,0
320110001001868,0,0,0,0,0
320110001001870,1,12.6,0.1,0,0.1
320110001002329,0,0,0,0,0
320110001002338,0,0,0,0,0
320110001002055,0.1,1.4,0,0,0
320110001002637,0.1,0.5,0,0,0
320110001002643,0,0,0,0,0
320110001002446,0,0,0,0,0
320110001002447,0,0,0,0,0
320110001002438,0,0,0,0,0
320110001002484,0,0,0,0,0
320110001001900,0,0,0,0,0
320110001002367,0,0,0,0,0
320110001002357,0,0,0,0,0
320110001002707,0,0,0,0,0
320110001002042,0,0,0,0,0
320110001002295,0,0,0,0,0
320110001002317,0.6,7,0.1,0,0
320110001002349,0,0,0,0,0
320110001002416,0,0,0,0,0
320110001002403,0,0,0,0,0
320110001002582,0,0,0,0,0
320110001001573,0,0,0,0,0
320110001001950,0,0,0,0,0
320110001001011,0,0,0,0,0
320110001001044,0,0,0,0,0
320110001001676,0,0,0,0,0
320110001001946,0,0,0,0,0
320110001001701,0,0,0,0,0
320110001001411,0,0,0,0,0
320110001001400,0,0,0,0,0
320110001001391,0.1,1.2,0,0,0
320110001001372,0.1,0.6,0,0,0
320110001001467,0,0,0,0,0
320110001001373,0,0,0,0,0
320110001001469,0,0,0,0,0
320110001001479,0,0,0,0,0
320110001001481,0,0,0,0,0
320110001001053,0,0,0,0,0
320110001001490,0,0,0,0,0
320110001001491,0,0,0,0,0
320110001001563,0,0,0,0,0
320110001001543,0,0,0,0,0
320110001001551,0,0,0,0,0
320110001001554,0,0,0,0,0
320110001001569,0,0,0,0,0
320110001001927,0,0,0,0,0
320110001001544,0,0,0,0,0
320110001001629,0,0,0,0,0
320110001001637,0,0,0,0,0
320110001001416,0.3,2.4,0,0,0
320110001001332,0.7,6.5,0,0,0
320110001001340,0,0,0,0,0
320110001001337,0,0,0,0,0
320110001001300,0,0,0,0,0
320110001001519,0,0,0,0,0
320110001001959,0,0,0,0,0
320110001001311,0,0,0,0,0
320110001001990,0,0,0,0,0
320110001001473,0,0,0,0,0
320110001001325,0,0,0,0,0
320110001001456,0,0,0,0,0
320110001001317,0.2,1.7,0,0,0
320110001001972,0,0,0,0,0
320110001001505,0,0,0,0,0
320110001001221,0,0,0,0,0
320110001001230,0,0,0,0,0
320110001001220,0,0,0,0,0
320110001001258,0.1,0.6,0,0,0
320110001001257,0,0,0,0,0
320110001001276,0,0,0,0,0
320110001001960,0,0,0,0,0
320110001001289,0.5,4.5,0.1,0,0.1
320110001001451,0,0,0,0,0
320110001001368,0,0,0,0,0
320110001001599,0,0,0,0,0
320110001001585,0,0,0,0,0
320110001001894,0,0,0,0,0
320110001002030,0,0,0,0,0
320110001002073,0,0,0,0,0
320110001002078,0.1,1.4,0,0,0
320110001002022,0,0,0,0,0
320110001001716,0,0,0,0,0
320110001001705,0,0,0,0,0
320110001001747,0,0,0,0,0
320110001001681,0,0,0,0,0
320110001001685,0,0,0,0,0
320110001002280,0,0,0,0,0
320110001001852,0,0,0,0,0
320110001002235,0,0,0,0,0
320110001002231,0,0,0,0,0
320110001002240,0,0,0,0,0
320110001002181,0,0,0,0,0
320110001002205,0,0,0,0,0
320110001002227,0,0,0,0,0
320110001002228,0,0,0,0,0
320110001002219,0,0,0,0,0
320110001001845,0,0,0,0,0
320110001002170,0,0,0,0,0
320110001002192,0,0,0,0,0
320110001002392,0.1,1.4,0,0,0
320110001002606,0,0,0,0,0
320110001002599,0,0,0,0,0
320110001002423,0,0,0,0,0
320110001002430,0,0,0,0,0
320110001002757,0,0,0,0,0
320110001002247,0,0,0,0,0
320110001002272,0,0,0,0,0
320110001002168,0,0,0,0,0
320110001002213,0,0,0,0,0
320110001002185,0,0,0,0,0
320110001002778,0,0,0,0,0
320110001001674,0,0,0,0,0
320110001001711,0,0,0,0,0
320110001002483,0,0,0,0,0
320110001002619,0,0,0,0,0
320110001002630,0,0,0,0,0
320110001002655,0,0,0,0,0
320110001002629,0,0,0,0,0
320110001002668,0,0,0,0,0
320110001001887,0.4,4.9,0,0,0
320110001001651,0.8,6.7,0.1,0,0.1
320110001001737,0,0,0,0,0
320110001002550,0,0,0,0,0
320110001002572,0,0,0,0,0
320110001002495,0.9,5.1,0,0,0.1
320110001002552,0.9,5.1,0,0,0.1
320110001002399,0,0,0,0,0
320110001002390,0,0,0,0,0
320110001002050,0,0,0,0,0
320110001002468,0,0,0,0,0
320110001002463,0,0,0,0,0
320110001002454,0,0,0,0,0
320110001002682,0,0,0,0,0
320110001002475,0,0,0,0,0
320110001002622,0,0,0,0,0
320110001002458,0,0,0,0,0
320110001002646,0,0,0,0,0
320110001002553,0.3,1.5,0,0,0
320110001001172,0,0,0,0,0
320110001001090,0,0,0,0,0
320110001001099,0,0,0,0,0
320110001001107,0,0,0,0,0
320110001001123,0,0,0,0,0
320110001001110,0,0,0,0,0
320110001001159,0,0,0,0,0
320110001001021,0,0,0,0,0
320110001002155,0.6,7.7,0.1,0,0
320110001002151,0,0,0,0,0
320110001002150,0,0,0,0,0
320110001002776,0,0,0,0,0
320110001002177,0,0,0,0,0
320110001002210,0.1,1.4,0,0,0
320110001001610,0,0,0,0,0
320110001001630,0,0,0,0,0
320110001001632,0,0,0,0,0
320110001001981,0,0,0,0,0
320110001001040,0,0,0,0,0
320110001001049,0,0,0,0,0
320110001001069,0,0,0,0,0
320110001001072,0,0,0,0,0
320110001001644,0,0,0,0,0
320110001001598,0,0,0,0,0
320110001001595,0,0,0,0,0
320110001001995,0,0,0,0,0
320110001001689,0,0,0,0,0
320110001001553,0,0,0,0,0
320110001001504,0,0,0,0,0
320110001001510,0.1,1.1,0,0,0
320110001001512,0,0,0,0,0
320110001001526,0,0,0,0,0
320110001001010,0,0,0,0,0
320110001001562,0,0,0,0,0
320110001001500,0,0,0,0,0
320110001001538,0,0,0,0,0
320110001001587,0,0,0,0,0
320110001001378,0,0,0,0,0
320110001001361,0,0,0,0,0
320110001001348,0.8,7.2,0.1,0.1,0.1
320110001001363,0.1,1.1,0,0,0
320110001001409,0.3,2.4,0,0,0
320110001001267,0,0,0,0,0
320110001001437,0,0,0,0,0
320110001001404,0,0,0,0,0
320110001001420,0.8,7.1,0,0,0
320110001001338,0,0,0,0,0
320110001001339,0,0,0,0,0
320110001001244,0.1,1.1,0,0,0
320110001001271,0,0,0,0,0
320110001001679,0,0,0,0,0
320110001002726,0,0,0,0,0
320110001002717,0,0,0,0,0
320110001002731,0,0,0,0,0
320110001002734,0,0,0,0,0
320110001002096,0,0,0,0,0
320110001002781,0,0,0,0,0
320110001002098,0,0,0,0,0
320110001002068,0,0,0,0,0
320110001002786,0,0,0,0,0
320110001002139,0,0,0,0,0
320110001002579,0,0,0,0,0
320110001002783,0,0,0,0,0
320110001001647,0,0,0,0,0
320110001001200,0,0,0,0,0
320110001001197,0,0,0,0,0
320110001001164,0,0,0,0,0
320110001001057,0,0,0,0,0
320110001001061,0,0,0,0,0
320110001002499,0,0,0,0,0
320110001002712,0,0,0,0,0
320110001002688,0,0,0,0,0
320110001002143,0,0,0,0,0
320110001002774,0,0,0,0,0
320110001002128,0.3,3.5,0,0,0
320110001002018,0,0,0,0,0
320110001002083,0,0,0,0,0
320110001001822,0,0,0,0,0
320110001001832,0,0,0,0,0
320110001001759,0,0,0,0,0
320110001001761,0,0,0,0,0
320110001001762,0,0,0,0,0
320110001002502,0,0,0,0,0
320110001002157,0.3,3.5,0,0,0
320110001001937,0,0,0,0,0
320110001002116,0,0,0,0,0
320110001002051,0,0,0,0,0
320110001002082,0,0,0,0,0
320110001001831,0,0,0,0,0
320110001002029,0,0,0,0,0
320110001001726,0,0,0,0,0
320110001001696,0,0,0,0,0
320110001001710,0,0,0,0,0
320110001001792,0,0,0,0,0
320110001001771,0,0,0,0,0
320110001001828,0.2,1.7,0,0,0
320110001001895,0,0,0,0,0
320110001001837,0,0,0,0,0
320110001001728,0,0,0,0,0
320110001001798,0,0,0,0,0
320110001001787,0,0,0,0,0
320110001001911,0,0,0,0,0
320110001001784,0,0,0,0,0
320110001001809,0,0,0,0,0
320110001001803,0,0,0,0,0
320110001002631,0,0,0,0,0
320110001002626,0,0,0,0,0
320110001002656,0,0,0,0,0
320110001002667,0,0,0,0,0
320110001002624,0,0,0,0,0
320110001002662,0,0,0,0,0
320110001002364,1.1,14,0.1,0,0.1
320110001002674,0,0,0,0,0
320110001001782,0,0,0,0,0
320110001002197,0,0,0,0,0
320110001002134,0,0,0,0,0
320110001002792,0,0,0,0,0
320110001002000,0,0,0,0,0
320110001002031,0,0,0,0,0
320110001002261,0,0,0,0,0
320110001002026,0,0,0,0,0
320110001001827,0,0,0,0,0
320110001002354,0,0,0,0,0
320110001002756,0,0,0,0,0
320110001002694,0,0,0,0,0
320110001001653,0.1,1.1,0,0,0
320110001001666,0,0,0,0,0
320110001001008,0,0,0,0,0
320110001001002,0,0,0,0,0
320110001001105,0,0,0,0,0
320110001001450,0,0,0,0,0
320110001001435,0.1,1.2,0,0,0
