GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREIBLA,G20PREONON
320030059021382,0,0,0,0,0
320030078001009,0,0,0,0,0
320030059021439,0,0,0,0,0
320030057121190,220.6,273.7,3.2,0,4.2
320030057132017,20.3,22.8,0.1,0,0.3
320030057132013,24.8,27.9,0.2,0.1,0.4
320030059031005,16.8,34.5,0.5,0.2,0.6
320030059031054,0,0,0,0,0
320030058331046,411.1,335.1,7.4,1.1,7.4
320030058331052,0,0,0,0,0
320030059031013,0,0,0,0,0
320030058331049,106.5,86.8,1.9,0.3,1.9
320030059031008,0,0,0,0,0
320030058392007,29.9,23.2,0.6,0.1,0.4
320030076002024,0,0,0,0,0
320030076003115,0,0,0,0,0
320030076003131,0,0,0,0,0
320030058281087,0,0,0,0,0
320030057152032,8.9,10.8,0,0,0.1
320030057121155,1.2,1.2,0,0,0
320030058272155,1.4,3,0,0,0
320030058272136,0,0,0,0,0
320030058311045,22.7,20.9,0.4,0,0.3
320030057153010,44,61.8,0.7,0.1,1
320030078001127,0,0,0,0,0
320030057111056,0,0,0,0,0
320030057145014,19.7,25.7,0,0,0.1
320030058281041,9.1,7,0.2,0,0.1
320030058321004,17.6,12.6,0.1,0,0.3
320030058321054,57.4,55.8,1.1,0.3,1
320030058271035,10.4,8.2,0.2,0.1,0.1
320030058281016,7.9,6.5,0.2,0,0.1
320030058463018,7.6,7.5,0.1,0,0.2
320030057022004,0,0,0,0,0
320030057022021,1,1.4,0,0,0
320030047094000,34.5,9.4,0.4,0.1,0.6
320030047094003,20.7,5.7,0.2,0.1,0.4
320030047094002,22.7,6.2,0.3,0.1,0.4
320030049151007,7.5,5.6,0.1,0,0.1
320030005153001,13.5,3.8,0.1,0.1,0
320030005153007,20.4,8.3,0.2,0.1,0.2
320030005152002,11.5,3.2,0.1,0.1,0
320030005172005,14.8,5.6,0.2,0,0.2
320030005174000,34.4,12.9,0.5,0,0.6
320030049151010,13,9.6,0.1,0,0.1
320030049151003,15.3,11.3,0.2,0,0.1
320030005252005,16.8,4.1,0.2,0.1,0
320030005104001,17.8,5.4,0.2,0,0.3
320030005201003,18,7.6,0.6,0.1,0.2
320030005103010,8.8,2.7,0.1,0,0.1
320030005223000,89.7,27.7,2,1.2,1.4
320030005243002,221,75.8,3.2,0,5.3
320030005243003,2.6,0.9,0,0,0.1
320030041002003,25.3,7.7,0.3,0.1,0.4
320030041002009,30.6,9.4,0.3,0.2,0.5
320030005261001,14.7,4.7,0.2,0,0.2
320030049243003,64.7,31.8,0.8,0.2,0.7
320030016113015,14.1,9.1,0.4,0,0.3
320030016113016,3.8,2.5,0.1,0,0.1
320030016111016,12.3,8,0.3,0,0.2
320030049212007,8.2,4,0,0,0.1
320030049213007,10.4,4.5,0.1,0,0.2
320030049213006,9.8,4.3,0.1,0,0.2
320030049214015,20.2,8.8,0.2,0.1,0.3
320030049214008,37.9,16.5,0.4,0.1,0.6
320030029361000,33.2,23.3,0.7,0.1,1.2
320030029362012,22.2,15.6,0.5,0,0.8
320030029362010,21.9,15.4,0.5,0,0.8
320030029193007,21.5,12.3,0.3,0,0.3
320030029381011,5.8,4.3,0.1,0,0.1
320030029462003,8.7,6.6,0.1,0,0.3
320030029461010,21.4,16.2,0.2,0.1,0.7
320030022073001,51,22.2,0.9,0.1,1.4
320030022032010,9.3,4.5,0.1,0,0.1
320030022062011,7.2,3.7,0.1,0,0.1
320030022062006,31.6,16.1,0.4,0.1,0.6
320030005262005,17.8,5.7,0.2,0,0.3
320030005262007,29.8,9.5,0.3,0,0.4
320030005201015,0,0,0,0,0
320030005272008,20,5.7,0.3,0.1,0.1
320030005201011,15.6,6.6,0.5,0.1,0.2
320030005202005,10,4.2,0.3,0.1,0.1
320030004031006,0,0,0,0,0
320030005214004,0,0,0,0,0
320030029621015,0,0,0,0,0
320030058041008,11,9,0.2,0,0.2
320030032291058,0,0,0,0,0
320030029162021,4.2,5.2,0.1,0,0
320030018011024,0,0,0,0,0
320030034192001,68.6,35.6,1.3,0,0.8
320030058091009,15,13.9,0.2,0.1,0.3
320030041004000,29,8.9,0.3,0.2,0.5
320030023021007,0,0,0,0,0
320030022062003,10.4,4.5,0.2,0,0.3
320030029462006,15.7,11.9,0.2,0,0.5
320030029661001,32.5,12.6,0.5,0.3,0.4
320030029611021,4.6,10.8,0.1,0,0
320030029652004,14.8,10.7,0.2,0.1,0.2
320030029542004,22.7,20.3,0.4,0.2,0.5
320030029652007,7,5.1,0.1,0,0.1
320030029652010,15.9,11.5,0.2,0.1,0.2
320030029652015,3,2.2,0,0,0
320030029961000,54.8,26.9,0.8,0.1,0.6
320030029952000,150.4,74,2.3,0.3,1.7
320030049172008,41.1,28.1,0.3,0.1,0.8
320030016082000,45.2,29.4,0.5,0,0.9
320030049071010,6.8,5.2,0.1,0,0.1
320030049071015,2.8,2.2,0,0,0
320030049072015,7.5,5.7,0.1,0,0.1
320030049072009,6.4,4.9,0.1,0,0.1
320030018013002,0,0,0,0,0
320030016072008,0,0,0,0,0
320030017082004,6.6,4.4,0.1,0,0.1
320030017091021,23.2,18.7,0.5,0.2,0.5
320030029791035,0,0,0,0,0
320030026032005,0,0,0,0,0
320030026032003,90.6,56.9,1.8,0.4,3.1
320030027073005,58,24,1,0.3,0.8
320030017061008,23.4,16.8,0.2,0,0.3
320030016112043,4.9,3,0.1,0,0
320030016123016,2,1.1,0,0,0
320030016123015,9.3,4.9,0.1,0.1,0.1
320030016123005,4.1,2.2,0.1,0,0.1
320030016133009,21.1,11.7,0.4,0,0.2
320030016133006,5.4,3,0.1,0,0.1
320030017101003,21.7,9.1,0.3,0.1,0.3
320030016072007,0,0,0,0,0
320030016072013,10.1,6.3,0.1,0,0.1
320030016073009,28.1,17.7,0.3,0.1,0.4
320030017062019,10.1,8.1,0.1,0,0.1
320030017171004,13.9,8.8,0.2,0.1,0.3
320030034111005,0,0,0,0,0
320030036222017,36.3,20.6,0.9,0.2,0.6
320030060011009,0,0,0,0,0
320030033033008,106.8,167,1.8,0.5,2.5
320030036412000,0,0,0,0,0
320030060015000,0,0,0,0,0
320030060015008,0,0,0,0,0
320030028261010,42.2,30.8,0.9,0.2,0.5
320030028271010,32.6,25.3,0.5,0.1,0.7
320030028262000,12.5,9.1,0.3,0.1,0.1
320030017161001,14.1,8.5,0.3,0.1,0.2
320030017141012,16.5,12.8,0.3,0,0.3
320030017132013,43.3,33.3,1.2,0.1,1
320030017142002,14.2,9.9,0.2,0,0.2
320030028221009,6.2,4.1,0.1,0,0.2
320030028221013,23.5,15.5,0.4,0.1,0.6
320030016112037,9.7,6.1,0.1,0.1,0.1
320030058341068,3.7,5,0,0,0.1
320030051052029,0,0,0,0,0
320030054342000,2.9,5.4,0.2,0,0
320030053432001,44.1,87.7,1.8,0.9,1.5
320030055021000,127,224.6,3.2,1.1,4.3
320030053432014,0,0,0,0,0
320030028332001,45.6,47.4,0.9,0,0.7
320030059021365,0,0,0,0,0
320030059022045,0,0,0,0,0
320030056134351,0,0,0,0,0
320030056134400,0,0,0,0,0
320030056134145,0,0,0,0,0
320030057033039,0,0,0,0,0
320030057033002,0.1,0.3,0,0,0
320030057033054,0,0,0,0,0
320030057033044,0,0,0,0,0
320030057033011,0,0,0,0,0
320030057033082,0.4,1,0,0,0
320030057032245,0,0,0,0,0
320030057032434,0,0,0,0,0
320030057032435,0,0,0,0,0
320030057032486,0,0,0,0,0
320030057032566,0,0,0,0,0
320030057051029,4.4,10.8,0.1,0,0.1
320030057051041,1.9,4.7,0.1,0,0
320030057032269,0,0,0,0,0
320030057032260,0,0,0,0,0
320030057032255,0,0,0,0,0
320030057032325,0,0,0,0,0
320030058331011,9.3,8,0.2,0,0.1
320030059021519,0,0,0,0,0
320030058311013,0,0,0,0,0
320030059021133,0,0,0,0,0
320030058462008,6.6,9.6,0.1,0,0.1
320030057021004,19.3,29.1,0.4,0.1,0.3
320030057051058,5.5,13.4,0.1,0,0.1
320030057051035,0,0,0,0,0
320030057111096,0,0,0,0,0
320030059031046,6.3,12.9,0.2,0.1,0.2
320030057032268,0,0,0,0,0
320030057032314,0,0,0,0,0
320030057121054,1,0,0,0,0
320030072001016,5.5,7.3,0.1,0,0.1
320030058272009,1.4,3,0,0,0
320030058272042,1.6,3.3,0,0,0
320030058272085,1.3,2.6,0,0,0
320030058272059,0.5,1,0,0,0
320030058272112,1.3,2.6,0,0,0
320030058272170,0.3,0.7,0,0,0
320030059031021,0,0,0,0,0
320030057112007,36.1,42,0.8,0,0.6
320030057141000,0,0,0,0,0
320030075001029,0,0,0,0,0
320030075001013,1.3,2.7,0.1,0,0
320030075001186,0,0,0,0,0
320030057111156,15,19.5,0.3,0,0.3
320030057111172,17,24.7,0.2,0,0.5
320030058073000,30,28.5,0.5,0.1,0.6
320030028261008,45,32.9,0.9,0.3,0.5
320030032324020,2.7,7.3,0.1,0,0.1
320030032442001,9,8.1,0.1,0,0.2
320030032311020,0,0,0,0,0
320030032451004,9.8,7.9,0.2,0,0.2
320030032082014,8.2,16.9,0.3,0,0.2
320030032324029,6.9,14,0.1,0.1,0.1
320030028142003,26.2,21,0.5,0.1,0.2
320030032291029,0,0,0,0,0
320030032291025,0,0,0,0,0
320030032321062,1.7,6,0.1,0,0.1
320030051093000,444,351.8,7.6,1.3,5.9
320030032352003,58.7,59.5,1.7,0.2,0.9
320030034081022,0,0,0,0,0
320030034081015,0,0,0,0,0
320030053592014,169.3,324.6,6.1,1,7.2
320030036171007,9.8,1.8,0.1,0,0.2
320030036171005,14.4,2.7,0.1,0,0.3
320030036123005,6.9,2.8,0.1,0,0.1
320030068004078,0,0,0,0,0
320030028251020,11.6,8.2,0.1,0.1,0.2
320030005271000,122.8,35.1,1.7,0.4,0.6
320030047102000,45,16.1,0.4,0.3,0.8
320030005171008,71.8,26.9,1,0.1,1.2
320030005192002,38.9,14.5,1.1,0.1,0.8
320030050141001,7.6,3.6,0.1,0,0.1
320030053221017,6.3,9.9,0.2,0,0.1
320030036132028,11.2,4.7,0,0,0.1
320030036132015,7.1,3,0,0,0.1
320030037001007,0,0,0,0,0
320030036162002,50.3,6.6,0.3,0.3,0.7
320030036162006,31.2,4.1,0.2,0.2,0.4
320030037001008,106.1,12.6,0.4,0.3,2
320030035002003,16.1,1.9,0.1,0.1,0.1
320030035001018,17.2,2,0.1,0.1,0.2
320030037001013,58.1,6.9,0.2,0.1,1.1
320030037001024,61.3,5.3,0.3,0.1,0.7
320030028211020,0,0,0,0,0
320030036132024,8.7,3.6,0,0,0.1
320030036132019,8.7,3.6,0,0,0.1
320030036132031,6.6,2.8,0,0,0.1
320030034312006,10.8,2.8,0.1,0,0.1
320030001014004,8.2,3.3,0.1,0,0.1
320030001015002,20,5.1,0.1,0.1,0.2
320030001015001,14.4,3.7,0.1,0,0.1
320030002011017,0,0,0,0,0
320030034302000,48.2,11.4,0.5,0.3,0.9
320030002011007,60.4,14.7,0.4,0.3,1
320030001011009,0,0,0,0,0
320030001014011,23.8,9.7,0.2,0.1,0.4
320030001053000,0.5,0.3,0,0,0
320030010052012,5.7,5.6,0.1,0,0.1
320030067001019,0,0,0,0,0
320030024051001,62.3,24.3,0.9,0.3,1.2
320030028301005,22.8,20,0.5,0,0.5
320030028302007,39.3,34.6,0.8,0.1,0.9
320030028302006,4.8,4.3,0.1,0,0.1
320030058091004,80.3,74.3,0.9,0.5,1.6
320030029791023,15.2,29.2,0.5,0.2,0.2
320030010043027,8.3,5.7,0.1,0.1,0.1
320030010045005,12,6.6,0.3,0,0.2
320030010045003,17.3,9.5,0.4,0,0.3
320030010046001,47.9,24.2,0.4,0.4,0.4
320030010043029,0.7,0.5,0,0,0
320030010046007,0,0,0,0,0
320030067001003,0,0,0,0,0
320030002041005,84.9,64.7,1.1,0.6,1.1
320030010063009,25,20.3,0.4,0.3,0.4
320030034302010,48.2,11.4,0.5,0.3,0.9
320030003024002,0.4,0,0,0,0
320030002013007,32,5.9,0.1,0.1,0.6
320030002013005,26.3,4.8,0.1,0.1,0.5
320030002031004,28.3,13.7,0.6,0.1,0.3
320030028272000,35.7,15.2,0.7,0,0.5
320030051072004,63.1,62,0.7,0.1,1.4
320030055014043,22.4,60.8,1.3,0.2,0.7
320030003021000,0,0,0,0,0
320030003024003,11.9,0.9,0.1,0,0.3
320030003024004,14.7,1.1,0.1,0,0.4
320030035002021,7.3,0.9,0,0,0.1
320030003024009,17.6,1.3,0.1,0,0.4
320030003022005,18.5,2.1,0.1,0.1,0.3
320030003022007,29.7,3.3,0.1,0.1,0.5
320030037002027,15.8,1.4,0.1,0,0.2
320030003011014,14.9,1.1,0.1,0,0.2
320030003013024,2.7,0.3,0,0,0
320030003013036,0.9,0.1,0,0,0
320030003023011,20.7,2.3,0.1,0.1,0.4
320030002033000,15.3,6.6,0.2,0,0.4
320030003012058,0,0,0,0,0
320030003013030,23,2.6,0.1,0.1,0.4
320030034162007,5.1,3.3,0,0,0.1
320030034155009,0,0,0,0,0
320030034155026,22.5,14.8,0.2,0.2,0.7
320030003012004,0,0,0,0,0
320030003012039,0,0,0,0,0
320030002032003,6.5,3.2,0.1,0,0.1
320030002042034,6.6,5,0.1,0,0.1
320030002042033,3,2.3,0,0,0
320030002042031,8.9,6.8,0.1,0.1,0.1
320030002042029,11.6,8.9,0.2,0.1,0.2
320030003012052,0.1,0,0,0,0
320030009001030,12,4.8,0.2,0,0.2
320030002042002,0,0,0,0,0
320030011001009,0,0,0,0,0
320030011001017,0,0,0,0,0
320030025052001,42.8,24.1,0.7,0,0.4
320030025041004,42,18.8,1.6,0,0.9
320030025041006,39.2,17.6,1.5,0,0.8
320030025052007,39.6,19,0.4,0.3,0.6
320030045001004,21.7,4.8,0.1,0,0.2
320030045001005,9.5,2.1,0.1,0,0.1
320030038001006,17.3,4,0.1,0,0
320030038001005,10.9,2.5,0.1,0,0
320030038002006,0.7,0.2,0,0,0
320030038001012,9.4,2.2,0.1,0,0
320030038001019,10,2.8,0.2,0,0.1
320030038002000,9.2,2.6,0.2,0,0.1
320030044023002,11,2.4,0.1,0,0.1
320030044022005,28.2,6.2,0.2,0,0.2
320030017081009,5.4,4,0.1,0,0.1
320030017111000,385,219.1,7.1,0,7.1
320030017081015,5.9,3.9,0.1,0,0.1
320030017062013,14.3,11.5,0.2,0,0.2
320030025013009,1.7,0.9,0,0,0
320030017061015,8.8,6.3,0.1,0,0.1
320030027073012,17.1,10.9,0.2,0,0.2
320030027073001,20.4,13,0.2,0,0.3
320030027073011,14.3,9.1,0.1,0,0.2
320030057051068,9.9,15.4,0.3,0.1,0.1
320030057032445,0,0,0,0,0
320030057032409,0,0,0,0,0
320030057032414,0,0,0,0,0
320030057032449,0,0,0,0,0
320030076003210,0,0,0,0,0
320030059041018,0,0,0,0,0
320030076003084,0.3,2.3,0,0,0
320030059021000,0,0,0,0,0
320030056071007,28.6,63.4,0.9,0.4,0.7
320030056134031,0,0,0,0,0
320030057033321,0,0,0,0,0
320030057033332,0,0,0,0,0
320030057033314,0,0,0,0,0
320030072001007,4.6,6.1,0,0,0
320030075001021,0,0,0,0,0
320030059021363,0,0,0,0,0
320030078001101,0,0,0,0,0
320030057032543,0.4,1.2,0,0,0
320030058461011,10.5,15.3,0.1,0,0.2
320030057111117,0,0,0,0,0
320030056132034,1.5,7.6,0.1,0,0.1
320030056131010,2.8,14.1,0.2,0,0.2
320030056135046,0,0,0,0,0
320030076002045,0.3,3.2,0,0,0
320030076002109,1.2,11.1,0.1,0,0.1
320030076002108,2,19,0.2,0,0.2
320030057033220,1,2.5,0.1,0.1,0.1
320030057033352,0,0,0,0,0
320030057033353,0,0,0,0,0
320030057033012,0,0,0,0,0
320030057122009,11.6,11.9,0.2,0.1,0.2
320030057122021,5.5,5.6,0.1,0,0.1
320030057122010,13.4,13.7,0.2,0.1,0.2
320030058461013,103.7,150.1,0.9,0,2
320030059051011,8.3,15.2,0.1,0,0.1
320030059031027,10.5,21.5,0.3,0.1,0.4
320030059031028,3.4,6.9,0.1,0,0.1
320030056072013,4.6,6.5,0.1,0,0.1
320030056073008,16.6,23.7,0.4,0.1,0.3
320030057145001,14.3,17.7,0,0.1,0.4
320030061032009,37.1,21.8,0.6,0.2,0.4
320030057111183,3.2,4.6,0,0,0.1
320030057145009,11.2,15.8,0,0,0.3
320030057151002,8.6,20.3,0.5,0.1,0.2
320030057111099,0,0,0,0,0
320030058181000,0,0,0,0,0
320030057121114,0,0,0,0,0
320030058352000,302.4,296.1,6.3,0,2.3
320030058352009,34.9,34.1,0.7,0,0.3
320030058361006,28,26,0.4,0.2,0.4
320030057151001,7.8,18.3,0.4,0,0.2
320030056151017,32.3,49.4,0.7,0.2,0.5
320030076002050,0.4,4,0,0,0
320030076002084,0.9,8.7,0.1,0,0.1
320030076002088,0.9,8.7,0.1,0,0.1
320030036261039,0,0,0,0,0
320030037001006,0,0,0,0,0
320030036261041,0,0,0,0,0
320030036164001,150.9,33.6,1.4,0.5,2.3
320030036412031,30.5,9.6,0.3,0,0.4
320030034112009,29,17.4,0.9,0.2,0.4
320030049242010,23.5,12,0.5,0.2,0.7
320030050102020,0,0,0,0,0
320030028432018,15,10.8,0.2,0.1,0.2
320030028252002,41.6,42.9,0.2,0,0.8
320030028262001,63.9,46.7,1.3,0.4,0.7
320030028262013,27.8,21.6,0.4,0,0.6
320030051023004,33.9,31.4,0.6,0.2,0.6
320030028432013,35.4,26.4,0.5,0,0.8
320030050151006,115.2,98.3,0.6,0.5,2.2
320030028411068,0,0,0,0,0
320030051052028,0,0,0,0,0
320030028471055,0,0,0,0,0
320030003012019,0,0,0,0,0
320030017091025,0,0,0,0,0
320030017131011,0,0,0,0,0
320030032082009,26.5,32.5,0.1,0,0.5
320030062041014,16.2,10.5,0.4,0.1,0.4
320030053492051,6.4,6.2,0.1,0,0.1
320030036131016,33.7,12.9,0.5,0.1,0.5
320030036131015,25.7,9.8,0.4,0.1,0.4
320030058432006,27.8,25,0.4,0,0.4
320030036343005,25.1,16.3,0.5,0.2,0.4
320030036092000,49.1,57.3,1.6,0,1.1
320030036442010,28.5,8.2,0.4,0.2,0.6
320030010033006,3.9,5.3,0,0,0.1
320030028472003,9.4,6.5,0.2,0,0.1
320030001053014,19,12.4,0.2,0.1,0.2
320030001052002,23,15,0.3,0.1,0.2
320030001052010,12.5,8.1,0.2,0.1,0.1
320030028291005,12.7,11.2,0.3,0.1,0.3
320030004021006,19.5,6.9,0.2,0,0.4
320030004022000,18.3,6.5,0.2,0,0.4
320030005101001,15,4.5,0.2,0,0.2
320030005101003,16.9,5.1,0.2,0,0.2
320030004022003,19.1,6.8,0.2,0,0.4
320030004033007,6,3,0.1,0,0
320030005201001,18,7.6,0.6,0.1,0.2
320030004033000,4.7,1.7,0.1,0,0.1
320030007002004,0,0,0,0,0
320030008001002,11.3,4.5,0.1,0,0.2
320030008001012,0,0,0,0,0
320030007004003,3.8,1.3,0.1,0,0
320030007004002,6.5,2.6,0.1,0,0.1
320030047131004,11.5,2.8,0.3,0.1,0.4
320030047134005,15.7,3.8,0.4,0.1,0.5
320030057033073,0,0,0,0,0
320030057033252,0,0,0,0,0
320030057033025,0,0,0,0,0
320030057032448,0,0,0,0,0
320030057032452,0,0,0,0,0
320030059021144,0,0,0,0,0
320030059021115,0,0,0,0,0
320030076003021,0,0,0,0,0
320030076003071,0,0,0,0,0
320030076003010,0,0,0,0,0
320030059051025,0,0,0,0,0
320030057111025,0,0,0,0,0
320030058462003,11.7,12.7,0.1,0,0.2
320030057032310,0,0,0,0,0
320030059021523,0,0,0,0,0
320030058462005,11,11.9,0.1,0,0.2
320030076002087,0.6,5.5,0.1,0,0.1
320030076004003,0,0,0,0,0
320030058271172,1.6,3.3,0,0,0
320030058272012,0,0,0,0,0
320030058272015,0.2,0.3,0,0,0
320030058271189,0.3,0.7,0,0,0
320030057121008,0,0,0,0,0
320030058231031,131,153.3,2.3,0,1.3
320030056073020,11.8,16.8,0.3,0,0.2
320030056132010,0.9,5.1,0,0,0.1
320030056132009,0.8,4.5,0,0,0.1
320030058272139,0,0,0,0,0
320030058272106,2.7,5.6,0,0,0.1
320030058272022,0.8,1.6,0,0,0
320030057111100,0,0,0,0,0
320030057111086,0,0,0,0,0
320030057111083,0,0,0,0,0
320030057111108,0,0,0,0,0
320030057111069,0,0,0,0,0
320030057145016,15.9,20.6,0,0,0.1
320030057145019,14.1,18.4,0,0,0.1
320030057121029,18.5,11.7,0.5,0,0
320030056121019,2.1,11.9,0.1,0,0.2
320030058272145,0.5,1,0,0,0
320030056134022,0,0,0,0,0
320030056135050,0.3,1.9,0,0,0
320030057031030,0,0,0,0,0
320030059021669,0,0,0,0,0
320030056134035,0,0,0,0,0
320030076002074,0.6,5.5,0.1,0,0.1
320030059022037,0,0,0,0,0
320030059031039,0,0,0,0,0
320030059031040,26.4,54.3,0.8,0.3,0.9
320030058381001,229,267.8,4.5,0.4,4
320030058391006,183.2,214.2,3.6,0.4,3.2
320030058371006,94.9,99.6,1.3,0,0.9
320030058331034,153.1,118.8,3,0.7,1.8
320030076003211,0,0,0,0,0
320030057031029,0,0,0,0,0
320030057112001,26.1,30.3,0.6,0,0.4
320030057112002,22.4,26.1,0.5,0,0.3
320030057144024,12.3,18.4,0.1,0,0.3
320030057143001,80.2,99.3,0,0.5,2.2
320030056134000,0.7,2.6,0.1,0,0
320030056134001,0,0,0,0,0
320030058271183,0.8,1.6,0,0,0
320030056151024,0,0,0,0,0
320030059051013,5.6,10.3,0.1,0,0.1
320030057112010,20.6,23.9,0.5,0,0.3
320030057143005,9.2,11.4,0,0.1,0.3
320030057143012,10.6,13.1,0,0.1,0.3
320030057144002,12.9,21.5,0.2,0.1,0.3
320030057141012,20.4,22.9,0.1,0,0.2
320030057141011,17.6,19.8,0.1,0,0.2
320030059021636,0,0,0,0,0
320030050112013,83.7,55.1,1.5,0.5,2.2
320030028431003,67.4,50.3,0.9,0.1,1.5
320030051093008,12,10.7,0.3,0,0.3
320030032463006,9,9.1,0.1,0,0.1
320030032452011,20.4,16.3,0.3,0.1,0.3
320030032452009,9.1,7.3,0.1,0,0.2
320030032453020,33.5,29.2,0.5,0.1,0.6
320030032082022,21.3,26.1,0.1,0,0.4
320030034182000,0,0,0,0,0
320030032081026,5,10.4,0.2,0,0.1
320030034083004,39.1,45.9,0.7,0.4,1.2
320030034111003,14.5,10.6,0.2,0.1,0.2
320030036343008,19.3,11.6,0.2,0.1,0.4
320030036092010,69.3,80.9,2.2,0,1.5
320030047142012,5.1,1.4,0,0,0.1
320030032403004,0,0,0,0,0
320030032271022,20.5,22.9,0.2,0.1,0.3
320030032271019,17,19.1,0.2,0.1,0.3
320030032392008,9,8.1,0.3,0,0.2
320030025012004,57.1,19.6,0.3,0.3,0.8
320030053571035,34.8,55.3,0.7,0,0.6
320030032223004,30.8,20.6,0.7,0,0.7
320030032321017,0,0,0,0,0
320030033162023,0,0,0,0,0
320030028471064,0,0,0,0,0
320030033211004,1.5,2.3,0,0,0
320030055011021,0.3,0.8,0,0,0
320030032351003,0,0,0,0,0
320030034182003,0,0,0,0,0
320030034213001,0,0,0,0,0
320030003012034,0,0,0,0,0
320030058432009,16,14.4,0.2,0,0.2
320030031024006,0,0,0,0,0
320030029771002,19.4,17.1,0.2,0,0.2
320030029771004,6.3,5.6,0.1,0,0.1
320030029771016,12.7,11.2,0.1,0,0.1
320030029513011,16.7,12,0.3,0.1,0.2
320030029621050,0,0,0,0,0
320030029621114,0,0,0,0,0
320030028082004,2.7,3.7,0,0,0
320030050161020,30.1,16,0.5,0.1,0.4
320030058263005,16.2,14.4,0.1,0.1,0.2
320030058481003,266.4,162.7,5.3,1.3,6.3
320030062011014,14.1,7,0.3,0.1,0.2
320030053542014,34.2,39,1,0.1,1.2
320030058441008,5.3,5.2,0.1,0,0.1
320030034123011,0.7,1.3,0,0,0
320030034155001,0,0,0,0,0
320030051061000,21.8,18,0.5,0.1,0.5
320030053521006,15.4,20,0.4,0,0.4
320030058272142,0.6,1.3,0,0,0
320030058271230,2,3.1,0.2,0,0.1
320030058272093,1.3,2.6,0,0,0
320030058272076,0.3,0.7,0,0,0
320030058442005,24.2,22.9,0.5,0.1,0.3
320030058272157,0.5,1,0,0,0
320030058181018,0,0,0,0,0
320030059031034,0,0,0,0,0
320030059021173,0,0,0,0,0
320030059021207,0,0,0,0,0
320030059021204,0,0,0,0,0
320030078001024,0,0,0,0,0
320030076003028,0,0,0,0,0
320030059021037,0,0,0,0,0
320030078001078,0,0,0,0,0
320030058411011,18.5,30.5,0.4,0.1,0.6
320030059021149,0,0,0,0,0
320030056132056,0.2,1.1,0,0,0
320030059021320,0,0,0,0,0
320030059021403,0,0,0,0,0
320030059021454,0,0,0,0,0
320030075001147,0,0,0,0,0
320030058461014,22,31.8,0.2,0,0.4
320030057032174,0.5,0.5,0,0,0
320030057031005,0,0,0,0,0
320030058452013,0,0,0,0,0
320030057153019,2.7,5,0,0,0.1
320030053472039,5.3,7.9,0,0,0.1
320030057121084,0,0,0,0,0
320030057111168,3,3.9,0.1,0,0.1
320030057121055,0,0,0,0,0
320030057121089,0,0,0,0,0
320030059021458,0,0,0,0,0
320030059021500,0,0,0,0,0
320030059021465,0,0,0,0,0
320030059021466,0,0,0,0,0
320030057121123,14.6,17.1,0.1,0.2,0.3
320030057162010,15.7,19.1,0,0,0.2
320030047142016,11.7,3.3,0.1,0,0.2
320030047142018,13.6,3.8,0.1,0.1,0.2
320030049192008,69.9,49.6,1,0.1,0.7
320030049192007,90.9,64.5,1.3,0.2,0.9
320030028331012,24.2,20.3,0.5,0.1,0.2
320030028321005,20.3,16.4,0.3,0.1,0.3
320030028362000,7.3,4.4,0.1,0,0.1
320030033112018,17.9,31.5,0.6,0.2,0.2
320030033112019,14.4,25.3,0.5,0.2,0.2
320030033122006,31.9,78.4,1.5,0,0.8
320030033121028,14.4,25.8,0.4,0.2,0.2
320030033171018,20.9,19.4,0.6,0.2,0.4
320030033112005,26.4,32.3,0.8,0.1,0.7
320030058453003,49.2,48.5,1.5,0.1,0.8
320030032383011,0,0,0,0,0
320030034111009,2.9,2.9,0.7,0,0
320030046012013,14,3.2,0.1,0,0.2
320030046013001,3.8,0.9,0,0,0.1
320030034203013,0,0,0,0,0
320030032521008,0,0,0,0,0
320030003013001,0,0,0,0,0
320030003012028,0,0,0,0,0
320030003012025,0,0,0,0,0
320030003012044,0.1,0,0,0,0
320030001012015,0,0,0,0,0
320030036301004,25.8,22.1,0.4,0,0.5
320030036301005,25.1,21.4,0.4,0,0.5
320030036312013,17.3,10.2,0.2,0,0.2
320030036252001,15.7,7.2,0.3,0.1,0.3
320030036292003,39.1,32,1.3,0,1.1
320030036331011,32.4,21.1,0.7,0.3,0.6
320030036341001,24.6,11,0.3,0,0.4
320030033181044,37.6,52.7,1.2,0.4,0.4
320030033111004,4.1,10.1,0.2,0,0.1
320030033122011,2.3,5.7,0.1,0,0.1
320030033191022,8.3,9.2,0.2,0,0.2
320030033111017,30,36.7,0.9,0.2,0.8
320030033191040,15.6,17.2,0.4,0,0.4
320030004031026,0,0,0,0,0
320030002033009,0,0,0,0,0
320030029791033,0,0,0,0,0
320030029822000,45.8,39.8,0.8,0.3,0.8
320030058552026,24.3,23.4,0.3,0,0.5
320030058501007,36.1,28.1,0.4,0.1,0.5
320030053462004,22.8,18.4,0.4,0,0.3
320030033191005,16.2,19.4,0.4,0,0.5
320030054323015,9.8,16.4,0.1,0.1,0.3
320030054323016,9.4,15.8,0.1,0.1,0.2
320030051051001,38.9,19.9,0.6,0.4,0.3
320030051051049,14,7.6,0.3,0.1,0.2
320030054323020,26,43.7,0.4,0.3,0.7
320030032232008,17.3,17.9,0.2,0.1,0.5
