GEOID,G18USSDCAR,G18USSRARL,G18USSGTHE,G18USSLFRO,G18HALDROC,G18HALRWAL,G18ATGDJEN,G18ATGRPEP,G18TREDDAV,G18TRERSIM,G18TREGCHA,G18AUDDMCG,G18AUDRSPA
100010422011033,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011061,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011094,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002025,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421001061,10.1,10.5,0.2,0.1,10.8,9.5,10.4,10.4,9.5,11,0.2,10,10.5
100010422012027,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002046,3.8,5.8,0.1,0.1,4.2,5,4.2,5.4,3.4,6.2,0.1,3.9,5.7
100010421002060,11.4,14.8,0.3,0.1,12.7,13.3,12.2,13.9,9.1,17.3,0.2,10.5,15.7
100010421002048,1.3,1.4,0,0,1.3,1.3,1.3,1.3,1.1,1.6,0,1.2,1.4
100010422022079,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417012039,24.2,16.7,0.3,0.5,25.5,15.4,24.2,16.6,21.3,19.2,0.8,23.4,17.6
100010417012071,66.5,69.9,0.8,1.1,68.9,64.6,68.6,66,54.8,79.7,1.3,63.1,73.4
100010411002051,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011042,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011120,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002081,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001058,12,7.7,0.3,0.3,12.4,6.7,11.8,8,10.2,9.2,0.3,11.4,8.4
100010411001006,16,6.9,0.6,0.2,16.2,7.2,15.7,7.8,15.3,7.1,1.1,16,7.1
100010418011108,1.7,2,0,0,1.8,1.9,1.7,2,1.3,2.4,0.1,1.6,2.1
100010405011073,8.7,2.1,0.2,0.1,8.7,2.1,8.3,2.4,8.2,2.5,0.2,8.6,2.1
100010405022007,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011079,0,0,0,0,0,0,0,0,0,0,0,0,0
100010433001036,9.7,3,0.2,0.4,10.1,3.1,9.4,3.8,8.3,4.5,0.5,8.9,4.3
100010433001004,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012033,18.6,5,0.4,0.2,19.2,4.8,18.4,5.7,17.9,5.4,0.6,18.7,5
100010433002009,16,7.8,0,0.1,16.5,6.9,16,7.8,14.1,9.1,0.4,15.4,8.2
100010433003001,2.1,0.9,0.1,0.1,2.2,0.8,1.9,1.1,1.9,1.1,0.1,2,0.9
100010433003003,2.3,1,0.1,0.1,2.4,0.8,2.1,1.2,2.1,1.2,0.1,2.3,1
100010433003006,2.7,1.1,0.1,0.1,2.9,1,2.5,1.4,2.4,1.4,0.1,2.7,1.2
100010405011064,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432021085,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002014,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411001003,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011003,23.9,11,0.5,0.6,24.9,10.2,23.7,11.8,22.5,12.8,0.5,23.9,11.6
100010418022022,64.4,84.8,1.2,1.8,69.7,77,67,84.1,47.5,102.1,1.6,59.9,91.1
100010419002028,1,3.1,0,0.1,1.2,2.9,1.1,3,0.8,3.3,0.1,1,3.1
100010419002040,0.8,2.5,0,0,0.9,2.3,0.9,2.4,0.6,2.6,0.1,0.8,2.5
100010419002045,0.2,0.6,0,0,0.2,0.6,0.2,0.6,0.2,0.7,0,0.2,0.6
100010410001035,1.9,0.7,0,0,1.9,0.7,1.8,0.8,1.7,0.8,0,1.8,0.8
100010433001032,0,0,0,0,0,0,0,0,0,0,0,0,0
100010419002057,0.4,1.2,0,0,0.5,1.1,0.5,1.2,0.3,1.3,0,0.4,1.2
100010410001081,0.3,0.1,0,0,0.3,0.1,0.3,0.1,0.2,0.1,0,0.3,0.1
100010412002034,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402011093,0.6,0.3,0,0,0.6,0.3,0.6,0.4,0.5,0.4,0,0.6,0.4
100010402022041,29,12.9,0.3,0.5,29.1,12.5,27.8,14.3,27,14.5,0.5,28,13.9
100010402031051,22.6,12.9,0.5,0.4,23.7,11.4,23.7,12.5,20,15.1,0.9,22.4,13.4
100010402022227,9.4,4.4,0.2,0.3,9.8,4,9.3,4.7,8.9,5,0.2,9.4,4.6
100010402022189,17,10.6,0.3,0.3,17.9,9.5,17.3,10.7,15.2,12.4,0.4,16.7,11.1
100010402022188,29.4,18.3,0.5,0.5,31,16.5,29.9,18.6,26.4,21.4,0.7,28.9,19.2
100010402021068,1.7,1.4,0,0,1.7,1.3,1.8,1.4,1.4,1.7,0.1,1.6,1.5
100010402011042,14.4,8.7,0.3,0.5,14.9,8.4,14.3,9.3,12.8,10.2,0.8,14,9.7
100010402022104,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022241,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022073,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022075,0.4,0.2,0,0,0.4,0.2,0.4,0.2,0.4,0.2,0,0.4,0.2
100010402021150,23.3,11.4,0.4,0.5,24.4,10.4,22.5,12.6,21.3,13.1,0.6,22.5,12.4
100010402011055,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021139,9.8,4.8,0.1,0.2,10.3,4.4,9.5,5.3,9,5.5,0.3,9.5,5.2
100010402021145,5.5,2.7,0.1,0.1,5.8,2.5,5.3,3,5,3.1,0.1,5.3,2.9
100010402022138,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022153,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022157,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022126,35.4,25,0.2,0.5,35.9,23.7,34.6,25.6,31.5,28.1,0.7,34.1,26.3
100010402022163,1,0.7,0,0,1,0.7,1,0.7,0.9,0.8,0,1,0.7
100010402022221,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002019,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002054,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002045,0.7,1.1,0,0,0.8,0.9,0.8,1,0.6,1.1,0,0.7,1
100010420002042,0.3,0.5,0,0,0.4,0.5,0.4,0.5,0.3,0.6,0,0.4,0.5
100010421001005,11.8,26.9,0.3,0.5,13.1,24.4,13,25.5,9.1,29.5,0.3,11,27.5
100010420001024,3,9.3,0.1,0.2,3.5,8.6,3.4,9.1,2.4,9.8,0.3,3,9.3
100010420001027,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002091,0.3,0.3,0,0,0.4,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3
100010409001014,1.3,0.7,0,0,1.3,0.6,1.3,0.7,1,1,0,1.2,0.8
100010413001020,1.2,0.7,0,0,1.3,0.6,1.2,0.6,1,0.8,0.1,1.2,0.7
100010419001039,14.7,31.6,0.6,0.7,16.9,28.2,16.9,29.9,12.4,33.9,1.1,14.6,32.1
100010419001024,10.9,23.4,0.5,0.5,12.5,20.9,12.5,22.2,9.2,25.1,0.8,10.9,23.8
100010419001044,4.1,8.7,0.2,0.2,4.7,7.8,4.7,8.3,3.4,9.4,0.3,4.1,8.9
100010419001031,21.5,45.8,1,0.9,25.8,41.3,24.2,44.5,16.2,51.4,1.2,20.3,48.3
100010419002019,2.8,5.9,0.1,0.1,3.3,5.3,3.1,5.8,2.1,6.6,0.2,2.6,6.2
100010417012064,7.9,5.4,0.1,0.2,8.3,5,7.9,5.4,6.9,6.2,0.2,7.6,5.7
100010411002016,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002039,0,0,0,0,0,0,0,0,0,0,0,0,0
100010433003032,2.7,1.1,0.1,0.1,2.9,1,2.5,1.4,2.4,1.4,0.1,2.7,1.2
100010433003033,6.9,2.9,0.2,0.2,7.3,2.5,6.4,3.6,6.2,3.5,0.3,6.8,3.1
100010433003068,0.6,0.3,0,0,0.7,0.2,0.6,0.3,0.6,0.3,0,0.6,0.3
100010413001034,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001035,2.4,1.4,0.1,0.1,2.5,1.4,2.4,1.5,2.1,1.7,0.1,2.3,1.6
100010413001060,9.3,5.6,0.2,0.3,9.6,5.4,9.4,5.8,8.1,6.7,0.5,9.1,6.1
100010413001046,4.8,2.9,0.1,0.2,4.9,2.7,4.8,3,4.2,3.4,0.2,4.7,3.1
100010418013028,3.4,5.3,0,0,3.9,4.5,3.8,4.8,2.9,5.8,0,3.4,5.1
100010413001055,6.7,4,0.1,0.2,6.9,3.8,6.7,4.1,5.8,4.8,0.3,6.5,4.4
100010414001049,4.7,2.7,0.2,0.1,5.1,2.3,4.9,2.4,4,3.1,0.3,4.7,2.8
100010414001032,6.3,3.6,0.2,0.2,6.9,3.1,6.6,3.3,5.4,4.2,0.4,6.3,3.7
100010411002068,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001086,2.6,1.6,0.1,0.1,2.7,1.5,2.7,1.6,2.3,1.9,0.1,2.6,1.7
100010412001016,6.2,4.5,0.2,0.1,6.8,3.7,6.4,4.3,5.4,5.2,0.3,6.1,4.6
100010415001007,24.4,15.7,0.5,0.5,25.4,13.8,24,16.3,20.8,18.8,0.7,23.2,17.2
100010412002006,5.3,0.6,0.1,0.1,5.6,0.5,5.4,0.7,5.3,0.6,0.1,5.5,0.6
100010415001016,13.2,9.1,0.3,0.5,14.4,8,13.7,9.1,11.5,10.7,0.4,13.4,9.3
100010413001102,0,0,0,0,0,0,0,0,0,0,0,0,0
100010415002002,16.1,5.8,0.5,0,15.8,6,15,7.1,14.7,6.8,0.5,15.3,6.5
100010412001061,16.3,12,0.4,0.3,18.1,9.8,16.9,11.5,14.2,13.8,0.8,16.2,12.1
100010415002013,3.7,1.3,0.1,0,3.7,1.4,3.5,1.6,3.4,1.6,0.1,3.5,1.5
100010407003002,136.7,50.8,1.4,2,139.4,46.9,128.1,59.5,120.9,64.7,2.5,130.4,55.5
100010418013017,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418013015,0.6,0.3,0,0,0.7,0.3,0.6,0.3,0.6,0.4,0,0.6,0.3
100010418021049,27.5,6.3,0.5,0.4,28.5,5.9,26.7,7.7,25.6,8.1,0.8,27.2,7.2
100010418011033,3,2.1,0,0,3,2,2.9,2.2,2.7,2.4,0.1,2.9,2.2
100010415001025,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417011039,4.8,3.6,0.1,0.2,5,3.4,4.9,3.6,4,4.5,0.1,4.5,4
100010418021013,15.2,3.5,0.3,0.2,15.7,3.3,14.7,4.2,14.2,4.5,0.4,15,4
100010432021065,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011104,15.5,10.9,0.1,0.2,15.7,10.4,15.1,11.2,13.7,12.3,0.3,14.9,11.5
100010418011098,3.9,4.9,0.1,0.1,4.2,4.4,4.1,4.7,3.1,5.6,0.2,3.8,5
100010433001016,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001007,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417011026,2.6,1.9,0.1,0.1,2.7,1.8,2.6,1.9,2.1,2.4,0,2.4,2.1
100010428002080,3.3,6.4,0.1,0.1,3.7,5.8,3.6,6.1,2.6,7.1,0.2,3,6.7
100010428002015,1.9,2.9,0,0,2.1,2.5,2.1,2.7,1.7,3.1,0,2,2.9
100010428002112,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002007,2.5,2.6,0,0,2.7,2.2,2.7,2.4,2.1,2.9,0.1,2.5,2.7
100010430003022,2.3,2.4,0,0,2.5,2,2.5,2.3,2,2.7,0.1,2.3,2.5
100010431002105,1.2,3.3,0,0,1.4,2.8,1.3,3.1,1.1,3.3,0.1,1.1,3.2
100010430002054,1.2,1.2,0,0,1.3,1,1.2,1.1,1,1.3,0.1,1.1,1.2
100010430002107,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002059,1.6,1.6,0,0,1.7,1.4,1.6,1.5,1.3,1.8,0.1,1.5,1.6
100010431002115,1,3,0,0,1.2,2.5,1.2,2.8,1,3,0.1,1,2.9
100010431001041,4.3,14,0.2,0.1,5.2,12.3,4.7,13.4,2.9,15.1,0.3,4.1,14
100010429001031,12.7,34.8,0.4,0.6,15.8,28.6,13.3,35,10.7,36.5,0.9,13,34.8
100010431002068,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431001007,4,10.8,0.1,0.1,4.6,9.8,4.6,10.2,2.9,11.5,0.4,3.8,11.1
100010430003011,6.6,9.6,0,0.3,7.2,8.5,7.2,9,5.5,10.6,0.2,6.5,9.6
100010431002047,0.5,1.3,0,0,0.6,1.1,0.5,1.2,0.4,1.3,0,0.5,1.3
100010431002089,0.5,1.3,0,0,0.6,1.1,0.5,1.2,0.4,1.3,0,0.5,1.3
100010431002127,0.2,0.7,0,0,0.3,0.6,0.3,0.6,0.2,0.7,0,0.2,0.6
100010431002125,0.8,2.3,0,0,1,2,0.9,2.2,0.8,2.3,0.1,0.8,2.3
100010430001011,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430001007,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430001025,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002049,0.6,1.6,0,0,0.7,1.4,0.7,1.6,0.5,1.7,0,0.6,1.6
100010431002062,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002132,0.2,0.7,0,0,0.3,0.6,0.3,0.6,0.2,0.7,0,0.2,0.6
100010429001052,4.9,13.5,0.1,0.3,6.2,11.1,5.2,13.6,4.1,14.2,0.3,5.1,13.5
100010432023047,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023061,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023062,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023035,1.2,2.2,0,0,1.3,2,1.4,2.1,1,2.4,0.1,1.2,2.3
100010434001028,3.1,3.4,0.1,0.1,3.4,3.1,3.1,3.3,2.7,3.8,0.1,3,3.5
100019900000018,0,0,0,0,0,0,0,0,0,0,0,0,0
100010434001023,10.2,11.3,0.2,0.4,11.3,10.3,10.5,11.2,9,12.5,0.3,10.1,11.7
100010432023015,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432024004,8,14.9,0.2,0.2,8.9,13.5,9,13.9,6.7,15.9,0.3,7.7,15
100010432024015,1.2,2.2,0,0,1.3,2,1.4,2.1,1,2.4,0.1,1.2,2.3
100010434002045,7.6,11.6,0.1,0.1,8.8,9.8,8.3,10.9,6.4,12.7,0.2,7.5,11.5
100010432023017,3.2,5.9,0.1,0.1,3.5,5.4,3.6,5.5,2.7,6.3,0.1,3.1,6
100010434001082,0,0,0,0,0,0,0,0,0,0,0,0,0
100010425002040,3.4,2.9,0.1,0.1,3.8,2.4,3.6,2.8,3,3.2,0.1,3.5,2.9
100010434002064,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432022025,0.5,0.6,0,0,0.6,0.5,0.5,0.6,0.5,0.6,0,0.5,0.6
100010434001045,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402011035,2,1.2,0,0.1,2.1,1.2,2,1.3,1.8,1.4,0.1,2,1.4
100010402011027,10.1,6.1,0.2,0.4,10.4,5.9,10,6.5,9,7.1,0.5,9.8,6.8
100010402031062,11.2,8.7,0.1,0.3,11.7,8.5,12,8.4,10.8,9.4,0.1,11.2,9
100010402031005,14.1,4.5,0.3,0.2,14.3,4.5,14,4.9,13.5,5,0.5,13.9,4.8
100010402031086,0.3,0.1,0,0,0.3,0.1,0.3,0.1,0.3,0.1,0,0.3,0.1
100010402012007,21.8,11.1,0.5,0.5,22.9,10.1,21.2,12,19.3,13,0.8,21.9,11.2
100010402021000,0.6,0.5,0,0,0.6,0.4,0.6,0.5,0.5,0.6,0,0.5,0.5
100010402012027,4,2.1,0.1,0.1,4.2,1.9,3.9,2.2,3.6,2.4,0.2,4.1,2.1
100010402021011,10.2,8.3,0.2,0.2,10.3,7.8,10.5,8.1,8.4,9.9,0.4,9.7,8.7
100010402011077,27.6,13.5,0.4,0.6,28.9,12.3,26.7,14.9,25.2,15.5,0.7,26.6,14.7
100010402011100,12.3,6,0.2,0.2,12.8,5.5,11.8,6.6,11.2,6.9,0.3,11.8,6.5
100010402021053,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021108,103.1,50.3,1.6,2.1,107.7,46,99.5,55.7,94.2,57.9,2.7,99.3,54.8
100010402021027,7.7,6.2,0.1,0.1,7.7,5.9,7.9,6.1,6.3,7.4,0.3,7.3,6.6
100010402021049,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402031027,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022151,2.5,1.2,0,0,2.6,1.1,2.4,1.3,2.2,1.4,0.1,2.4,1.3
100010402022215,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022197,55.3,25.5,1.1,1.5,57.4,23.5,54.7,27.4,51.9,29.5,1.1,55.1,26.8
100010402022194,14.5,6.7,0.3,0.4,15.1,6.2,14.3,7.2,13.6,7.7,0.3,14.4,7
100010402022088,23.9,14.9,0.4,0.4,25.2,13.4,24.3,15.1,21.4,17.4,0.6,23.5,15.6
100010402022251,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022086,2.3,1.4,0,0,2.4,1.3,2.3,1.5,2.1,1.7,0.1,2.3,1.5
100010402011017,5.2,3.1,0.1,0.2,5.3,3,5.1,3.4,4.6,3.7,0.3,5.1,3.5
100010402022263,0.9,0.6,0,0,1,0.5,0.9,0.6,0.8,0.7,0,0.9,0.6
100010432021063,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021135,6.1,3,0.1,0.1,6.4,2.7,5.9,3.3,5.6,3.4,0.2,5.9,3.3
100010402022112,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011086,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011087,6.4,3.6,0.2,0.1,6.6,3.3,6.3,3.7,5.6,4.3,0.2,6.1,4.1
100010421002017,14.4,37,0,1.1,17.7,32.9,15.7,36.2,10.8,41.4,0.3,13.5,38.6
100010422012038,12.8,13.3,0.3,0.3,13.4,12.2,13.3,13.1,11.2,14.8,0.3,12.8,13.4
100010421002082,9.1,9.5,0.1,0.1,9.4,8.8,9.3,9,7.5,10.9,0.2,8.6,10
100010422012050,39.2,34.4,0.7,0.6,42.3,30.7,39.5,34.5,34.5,38.9,0.8,38.4,35.6
100010422011043,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011080,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013072,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422023005,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011095,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011068,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011073,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002011,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021023,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021022,57.3,71.8,0.5,1.1,63.7,61.2,62.1,66.9,47.5,80.8,1.6,56.2,72.4
100010422011002,12.5,7.1,0.4,0.2,12.9,6.5,12.4,7.3,11,8.4,0.4,11.8,8
100010422022068,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011008,19.1,10.9,0.7,0.4,19.8,9.9,19,11.2,16.9,12.9,0.6,18.2,12.2
100010421002021,10.6,13.7,0.2,0.1,11.7,12.3,11.3,12.9,8.4,16,0.2,9.7,14.6
100010421002027,0.3,0.3,0,0,0.3,0.3,0.3,0.3,0.2,0.3,0,0.2,0.3
100010421002049,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011047,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417022024,0,0,0,0,0,0,0,0,0,0,0,0,0
100010419001001,17.1,25.8,0.3,0.3,18.3,23.7,17.3,25,14.1,27.8,1.2,16.6,26
100010418012034,13.8,17.2,0.3,0.2,14.8,15.6,14.5,16.6,11.1,19.7,0.6,13.4,17.5
100010419001045,3.4,7.3,0.1,0.2,3.9,6.6,3.9,6.9,2.9,7.9,0.3,3.4,7.4
100010419001027,4.9,10.4,0.2,0.2,5.6,9.3,5.6,9.9,4.1,11.2,0.4,4.8,10.6
100010419001030,6,12.9,0.3,0.2,7.2,11.6,6.8,12.5,4.6,14.4,0.3,5.7,13.6
100010419002003,1.9,5.9,0.1,0.1,2.2,5.4,2.2,5.7,1.5,6.2,0.2,1.9,5.9
100010419002004,12.4,26.5,0.5,0.6,14.2,23.7,14.2,25.1,10.4,28.4,1,12.3,26.9
100010419002032,3.5,10.8,0.2,0.2,4.1,10,4,10.6,2.8,11.4,0.3,3.6,10.9
100010411001011,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021016,9,8.7,0.1,0.2,9.4,7.9,9,8.9,7.5,10,0.3,8.4,9.3
100010422013062,4,4.6,0.1,0.1,4.4,4.3,4.1,4.7,3.6,5,0.3,4.1,4.8
100010422022040,9,12.3,0.3,0.3,9.8,11.1,9.2,12.3,7.3,14,0.5,8.4,13.2
100010422021009,14,13.6,0.1,0.4,14.7,12.4,14.1,13.9,11.7,15.7,0.5,13.2,14.5
100010420001012,0.5,1.2,0,0,0.6,1.1,0.6,1.1,0.4,1.3,0,0.5,1.2
100010422022013,27.1,33.9,0.3,0.5,30.1,28.9,29.3,31.6,22.4,38.2,0.8,26.5,34.2
100010422022006,7.1,8.9,0.1,0.1,7.9,7.6,7.7,8.3,5.9,10,0.2,7,9
100010422022004,3.3,3.7,0.1,0.1,3.7,3.3,3.4,3.6,2.9,4.1,0.1,3.3,3.8
100010422013073,0.5,0.6,0,0,0.6,0.5,0.6,0.6,0.5,0.6,0,0.5,0.6
100010422013009,0.3,0.3,0,0,0.3,0.3,0.3,0.3,0.2,0.3,0,0.3,0.3
100010422022074,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422012046,14.4,12.7,0.3,0.2,15.6,11.3,14.5,12.7,12.7,14.3,0.3,14.1,13.1
100010422012049,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422012051,25.6,22.4,0.5,0.4,27.6,20,25.7,22.5,22.5,25.4,0.5,25,23.2
100010422013063,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013064,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013068,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011075,18.2,15.9,0.3,0.3,19.6,14.2,18.3,16,16,18,0.4,17.8,16.5
100010422012005,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011078,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011093,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417012029,53.4,36.8,0.6,1.1,56.2,33.9,53.4,36.6,47,42.3,1.7,51.6,38.8
100010416001065,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002009,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002025,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002081,120,112.6,1.7,1.1,126.2,99.5,122.4,109.6,93,137,2.6,110.9,120.6
100010415001005,7.4,4.7,0.2,0.2,7.7,4.2,7.2,4.9,6.3,5.7,0.2,7,5.2
100010405011040,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012038,0,0,0,0,0,0,0,0,0,0,0,0,0
100010415001020,29.3,20.1,0.6,1.2,31.9,17.8,30.4,20.2,25.5,23.8,0.9,29.7,20.7
100010411001008,22.6,9.8,0.9,0.3,22.8,10.1,22.1,10.9,21.5,10,1.5,22.6,10
100010418011009,1.3,0.6,0,0,1.4,0.6,1.3,0.7,1.3,0.7,0,1.3,0.7
100010418011013,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011028,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001063,1.3,0.5,0,0,1.3,0.5,1.3,0.6,1.2,0.6,0,1.3,0.6
100010414001033,4.7,2.7,0.2,0.1,5.1,2.3,4.9,2.4,4,3.1,0.3,4.7,2.8
100010405011059,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418013018,23.3,11.1,0.3,0.5,24.4,10,22.3,12.3,20.8,13.6,0.4,22,12.8
100010412002020,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418021048,13.9,3.2,0.3,0.2,14.5,3,13.5,3.9,13,4.1,0.4,13.8,3.6
100010417012077,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011076,2.3,2.8,0,0,2.4,2.6,2.4,2.7,1.8,3.2,0.1,2.2,2.9
100010418012005,13.8,17.2,0.3,0.2,14.8,15.6,14.5,16.6,11.1,19.7,0.6,13.4,17.5
100010405012026,52.1,14,1.2,0.6,53.9,13.3,51.5,16,50.1,15.2,1.8,52.5,14.1
100010405012025,1.7,0.4,0,0,1.7,0.4,1.6,0.5,1.6,0.5,0.1,1.7,0.4
