GEOID,G18USSDCAR,G18USSRARL,G18USSGTHE,G18USSLFRO,G18HALDROC,G18HALRWAL,G18ATGDJEN,G18ATGRPEP,G18TREDDAV,G18TRERSIM,G18TREGCHA,G18AUDDMCG,G18AUDRSPA
100030154002005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005065,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005060,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005078,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152004009,12.5,4.6,0.2,0.2,12.8,4.4,12.4,4.6,11.7,5,0.3,12.1,5
100030152005079,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152002003,11.3,4.1,0.2,0.1,11.5,3.9,11.2,4.1,10.6,4.5,0.3,10.9,4.5
100030152001001,16.5,6,0.3,0.2,16.9,5.8,16.4,6.1,15.5,6.6,0.4,16,6.6
100030152001010,31.2,11.2,0.8,0.5,32.1,10.3,30.3,11.9,29.3,12.7,0.7,30.1,12.1
100030152004003,16.8,6.1,0.3,0.2,17.2,5.9,16.7,6.2,15.7,6.7,0.4,16.3,6.7
100030152003004,8.3,3,0.2,0.1,8.6,2.8,8.1,3.2,7.8,3.4,0.2,8,3.2
100030163053001,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152003002,11.6,4.1,0.3,0.2,11.9,3.8,11.2,4.4,10.8,4.7,0.3,11.2,4.5
100030152003006,5.8,2.1,0.2,0.1,5.9,1.9,5.6,2.2,5.4,2.3,0.1,5.6,2.2
100030151001013,10.1,5.3,0.1,0.1,10.6,4.9,10.5,4.9,9.2,6,0.3,9.7,5.7
100030151001030,16.1,7.2,0.3,0.4,16.3,7.4,16.2,7.4,14.5,8.8,0.4,15.1,8.3
100030151001040,10.7,4.8,0.2,0.3,10.8,4.9,10.8,5,9.7,5.8,0.3,10.1,5.6
100030163052007,0,0,0,0,0,0,0,0,0,0,0,0,0
100030119002010,0,0,0,0,0,0,0,0,0,0,0,0,0
100030118001023,0,0,0,0,0,0,0,0,0,0,0,0,0
100030135052027,0,0,0,0,0,0,0,0,0,0,0,0,0
100030135052029,0,0,0,0,0,0,0,0,0,0,0,0,0
100030118001024,52.1,35.9,0.6,0.9,53.4,32.8,54,33.6,30.5,58.1,0.7,41.7,46.8
100030135034020,0,0,0,0,0,0,0,0,0,0,0,0,0
100030118002026,107.4,90.4,1.6,2.2,110.2,85.6,106.4,93.5,70.2,129.7,2,84,115.3
100030119001038,0,0,0,0,0,0,0,0,0,0,0,0,0
100030118002035,0.9,0.6,0,0,0.9,0.5,0.8,0.6,0.6,0.8,0,0.7,0.7
100030118002039,11.1,7.3,0.3,0.2,11.9,6.6,11,7.5,8,10.3,0.3,9.7,8.7
100030119001023,0,0,0,0,0,0,0,0,0,0,0,0,0
100030119003024,30.4,17.3,0.1,0.4,31.4,16.3,30.2,18.2,19.7,27.8,0.6,24.6,23.4
100030135062001,2.2,1.5,0,0,2.3,1.4,2.2,1.5,1.5,2.1,0.1,1.8,1.9
100030118001040,0,0,0,0,0,0,0,0,0,0,0,0,0
100030135052016,7.2,4.4,0.2,0.1,7.2,4.5,7.3,4.4,5.1,6.5,0.2,6.1,5.5
100030136151018,20.3,8.6,0.4,0.4,20.8,8.3,20.5,8.9,17.7,11.2,0.6,19.1,10.3
100030019022030,24.2,1.5,0.2,0.3,24.4,1.6,21.6,4.4,22.1,3.3,0.4,22.5,3.2
100030002002016,0,0,0,0,0,0,0,0,0,0,0,0,0
100030003002010,3.1,0.2,0.1,0.1,3.2,0.2,2.8,0.6,2.8,0.5,0.1,2.8,0.5
100030004003009,0,0,0,0,0,0,0,0,0,0,0,0,0
100030028002015,0,0,0,0,0,0,0,0,0,0,0,0,0
100030011001014,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006023004,5.3,0.5,0.1,0.1,5.5,0.4,4.8,0.9,4.8,0.7,0.1,5,0.7
100030030021000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030014001009,4,0.7,0,0.2,4.1,0.7,4,0.7,3.7,1.1,0,3.5,1.3
100030016001008,0,0,0,0,0,0,0,0,0,0,0,0,0
100030013003031,0,0,0,0,0,0,0,0,0,0,0,0,0
100030027002018,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019022005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019021000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030029002000,0.6,0,0,0,0.6,0,0.5,0.1,0.5,0,0,0.5,0
100030019021050,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019022006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030002004009,13.1,0.5,0.3,0.1,13.7,0.4,11.7,2.2,12.7,0.7,0.3,12.8,0.7
100030002005000,36.4,1.4,0.9,0.2,38,1.1,32.4,6.2,35.3,2,0.7,35.6,2
100030112051019,25,16.5,0.3,0.4,26.4,15,26.1,15.7,19.3,21.9,0.8,21.8,19.7
100030113002002,20.2,10.2,0.4,0.4,21.3,8.9,20.3,10.1,16.6,13.6,0.4,18.4,12
100030113001010,30.3,15.3,0.6,0.5,32,13.3,30.5,15.1,24.9,20.3,0.6,27.7,18.1
100030113002006,20.6,10.4,0.4,0.4,21.7,9,20.7,10.3,16.9,13.8,0.4,18.8,12.3
100030113001011,21.8,11,0.5,0.4,22.9,9.6,21.9,10.9,17.9,14.6,0.5,19.9,13
100030113002009,19.8,10,0.4,0.3,20.9,8.7,19.9,9.9,16.3,13.3,0.4,18.1,11.8
100030112021030,6.6,3.6,0.1,0.1,6.7,3.3,6.5,3.6,5.4,4.7,0.1,5.8,4.3
100030112042027,42.9,23.2,0.5,0.7,43.8,21.8,42.7,23.3,34.8,30.2,1.7,39.2,26.8
100030112042007,24.7,13.3,0.3,0.4,25.1,12.5,24.5,13.4,20,17.3,1,22.5,15.4
100030112042035,15.7,8.5,0.2,0.3,16,8,15.6,8.6,12.7,11,0.6,14.4,9.8
100030112042018,1.7,0.9,0,0,1.7,0.9,1.7,0.9,1.4,1.2,0.1,1.6,1.1
100030113001001,9.7,4.9,0.2,0.2,10.2,4.3,9.8,4.9,8,6.5,0.2,8.9,5.8
100030114002001,17.4,9.3,0.4,0.5,18.4,8.6,17.9,9.5,13.4,13.4,0.5,15.4,11.7
100030114001005,14.8,7.9,0.3,0.5,15.7,7.3,15.2,8.1,11.4,11.4,0.5,13.2,10
100030114002020,17.8,9.5,0.4,0.6,18.8,8.8,18.3,9.7,13.7,13.7,0.6,15.8,12
100030109001000,28.5,15.3,1,0.6,30.2,13.7,29.8,14.6,22,21.8,1.2,25.8,18.8
100030142001055,26.5,16.4,0.7,0.5,28.4,14.6,27.7,15.8,21.4,21.6,0.8,23.7,20.2
100030137002014,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147021008,26.2,16.5,1,0.5,27.1,15.7,26,17,22.8,19.2,1.2,23.7,19.2
100030147021053,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148032014,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147062005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030142001004,8.7,4.8,0.2,0.1,9.1,4.4,9,4.6,7.3,6,0.4,7.8,5.7
100030144041001,5.8,2.5,0.3,0.1,6,2.4,5.8,2.7,4.6,3.7,0.3,4.9,3.7
100030145021045,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136113009,1.7,1.2,0,0,1.7,1.1,1.7,1.2,1.4,1.5,0,1.4,1.4
100030141002000,30.2,17.7,1.1,1.3,32.6,16.5,30.8,18.2,28.5,20,1.1,29.5,20.1
100030144031023,0,0,0,0,0,0,0,0,0,0,0,0,0
100030144033000,61.2,14.5,2.4,0.8,63.6,14.8,60.9,16.7,55.6,19.5,3.4,57.1,21.3
100030147021042,5,2.9,0.1,0.1,5.3,2.6,5.1,2.9,4.4,3.4,0.2,4.7,3.1
100030147061002,7.4,1.7,0.1,0.1,7.7,1.7,7.5,1.8,7,2,0.2,7.3,2
100030136102010,13.4,6.4,0.4,0.1,13.5,6.3,13.3,6.6,10.4,9.1,0.5,11.7,8.3
100030166021033,7.4,4.2,0.2,0.1,7.7,3.9,7.3,4.3,6.2,5.3,0.2,6.9,4.7
100030166081050,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166011007,24.8,23,0.5,0.6,25.2,22.2,24.5,23.5,19.3,28.3,0.9,21.4,26.4
100030166081029,21.3,19.9,0.6,0.3,22,19.2,21.4,19.9,17.2,23.6,0.7,19.6,21.7
100030166013097,12.9,2.5,0.2,0.2,13.3,2.4,12.6,3.1,12.4,3,0.4,12.6,2.8
100030168011022,45.1,20.8,0.6,0.9,46.8,19.7,44.6,21.7,39.1,25.6,1.6,42.9,23.5
100030166021030,12.1,6.9,0.3,0.2,12.5,6.3,11.9,7,10.1,8.5,0.3,11.2,7.7
100030169011044,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166041031,48.8,9.4,0.9,0.8,50.1,8.9,47.4,11.7,46.8,11.2,1.3,47.7,10.7
100030166043007,9.1,3.6,0.1,0.1,9.4,3.4,8.5,4.3,8.4,4.3,0.2,8.6,4.1
100030166042117,9.7,6.4,0.1,0.2,10,6,9.3,7,8.1,7.8,0.4,8.8,7.4
100030168041042,11.2,7.8,0.2,0.2,11.3,7.5,11.2,7.9,9.1,9.9,0.2,10.2,8.8
100030169012038,0.5,1,0,0,0.6,1,0.5,1,0.4,1.1,0,0.5,1
100030166021027,22.3,12.7,0.5,0.4,23,11.6,21.9,13,18.7,15.8,0.5,20.7,14.2
100030158021022,7.9,3.1,0.1,0.2,8,3,7.8,3.1,7.5,3.2,0.4,7.6,3.4
100030155022034,0.7,0.1,0,0,0.7,0.1,0.6,0.2,0.6,0.1,0,0.6,0.1
100030155021018,0,0,0,0,0,0,0,0,0,0,0,0,0
100030161001017,9.6,4.8,0.3,0.1,10.1,4.2,9.5,4.8,8.7,5.2,0.3,9.2,5.1
100030161002014,16.1,7.1,0.3,0.2,16.5,6.5,15.6,7.3,13.2,9.5,0.5,14.7,8.4
100030161002011,18.2,8,0.3,0.2,18.6,7.3,17.7,8.2,15,10.8,0.6,16.6,9.5
100030161002015,28.4,12.5,0.5,0.4,29,11.4,27.5,12.8,23.3,16.8,1,25.9,14.8
100030162001008,14.4,6.3,0.3,0.2,14.7,5.8,14,6.5,11.8,8.5,0.5,13.2,7.5
100030161002025,0,0,0,0,0,0,0,0,0,0,0,0,0
100030161002002,0,0,0,0,0,0,0,0,0,0,0,0,0
100030160001012,125.2,21.5,1.7,1.4,128.9,20.1,117.9,30.3,119.6,25.3,2.4,123.5,23.5
100030163051013,29.4,6.3,0.7,0.4,30.6,5.9,29.1,7.2,27.9,7.5,0.7,28.8,7.2
100030163051003,25.9,2.5,0.3,0.3,26.3,2.4,24.5,4.2,25,3.3,0.4,25.3,3
100030163011059,5.5,1.7,0.1,0.1,5.7,1.5,5.3,2,5.1,2.1,0.1,5.3,2
100030163011017,1.1,0.3,0,0,1.1,0.3,1.1,0.4,1,0.4,0,1.1,0.4
100030163011065,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163011064,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163051011,17.9,1.7,0.2,0.2,18.2,1.7,16.9,2.9,17.3,2.3,0.3,17.5,2
100030163022008,30.8,7.6,0.9,0.3,31.7,7.5,29.8,8.9,28.7,9.3,0.9,30.2,8.5
100030149073001,2.4,0.3,0,0,2.4,0.3,2.2,0.4,2.3,0.3,0,2.4,0.3
100030164012074,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164042044,0.6,0.4,0,0,0.6,0.4,0.6,0.4,0.5,0.4,0,0.6,0.4
100030164041072,21,12.7,0.6,0.4,21.7,12.3,20.7,13.4,18.3,15,1,19.9,14.1
100030164042028,10.3,6.2,0.3,0.2,10.7,6.1,10.2,6.6,9,7.4,0.5,9.8,7
100030164042043,2.8,1.7,0.1,0.1,2.9,1.7,2.8,1.8,2.5,2,0.1,2.7,1.9
100030164041025,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164012066,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164012053,17.6,5.5,0.2,0.1,18.1,5,16.6,6.5,16.3,6.5,0.4,17,6.2
100030164041038,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164041037,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164042007,0.3,0.2,0,0,0.3,0.2,0.3,0.2,0.3,0.2,0,0.3,0.2
100030164042026,2.5,1.5,0.1,0.1,2.6,1.5,2.5,1.6,2.2,1.8,0.1,2.4,1.7
100030164042009,16.9,10.2,0.5,0.4,17.5,9.9,16.7,10.8,14.7,12.1,0.8,16.1,11.4
100030164042031,4.1,2.5,0.1,0.1,4.2,2.4,4,2.6,3.5,2.9,0.2,3.9,2.7
100030164042017,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164041075,0.6,0.4,0,0,0.6,0.4,0.6,0.4,0.5,0.4,0,0.6,0.4
100030164041087,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164041078,41,24.8,1.3,0.9,42.5,24,40.5,26.1,35.7,29.4,2,39,27.6
100030110003008,49.5,19.9,0.9,0.7,51.4,18.3,49.5,20.6,39.5,28.8,1.6,43.2,26.3
100030110001001,0,0,0,0,0,0,0,0,0,0,0,0,0
100030112031002,25.7,16.3,0.8,0.4,26.2,16,26.4,16.2,21,20.4,0.8,23.7,18.6
100030112051010,24.6,16.2,0.3,0.4,25.9,14.7,25.7,15.5,18.9,21.6,0.8,21.5,19.4
100030103002008,14.6,4.8,0.4,0.2,15.1,4.5,14.6,5.1,13.6,5.7,0.5,13.5,6.2
100030111001007,7.9,1.5,0.3,0.1,8.4,1.3,8.3,1.6,7,2.5,0.4,7.7,2.1
100030111001024,11,2.1,0.4,0.2,11.7,1.9,11.4,2.2,9.7,3.4,0.6,10.6,2.9
100030111001018,0.6,0.1,0,0,0.6,0.1,0.6,0.1,0.5,0.2,0,0.6,0.2
100030112041004,64.9,24.2,1.1,0.9,67.6,21.1,66.8,22.9,58,30.7,1.1,60.9,28.7
100030112041023,14.1,5.3,0.2,0.2,14.7,4.6,14.5,5,12.6,6.7,0.2,13.2,6.2
100030112041010,13.7,5.1,0.2,0.2,14.2,4.4,14.1,4.8,12.2,6.5,0.2,12.8,6
100030112041025,2.6,1,0,0,2.7,0.8,2.6,0.9,2.3,1.2,0,2.4,1.1
100030112041011,17.9,6.7,0.3,0.3,18.7,5.8,18.5,6.3,16,8.5,0.3,16.8,7.9
100030102002011,19.6,7.9,0.4,0.2,20.1,7.6,19.4,8.2,17.2,10,0.4,17.3,10.2
100030102002009,16.2,6.5,0.4,0.2,16.6,6.3,16.1,6.8,14.2,8.3,0.4,14.3,8.4
100030104003003,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104001017,10.3,5.7,0.3,0.2,10.5,5.6,10.4,5.8,9,6.9,0.5,9,7.3
100030104003022,4.4,2.2,0.1,0.1,4.7,2,4.6,2.1,3.9,2.6,0.2,3.9,2.8
100030104004011,8.6,4.2,0.2,0.2,9,3.9,8.9,4.1,7.5,5.1,0.3,7.5,5.4
100030110001026,3,1.4,0.1,0,3.1,1.3,2.9,1.5,2.6,1.6,0.1,2.6,1.7
100030103003000,44.4,14.5,1.1,0.6,45.9,13.8,44.2,15.5,41.1,17.4,1.4,40.8,18.8
100030102002012,13.6,5.5,0.3,0.2,13.9,5.3,13.5,5.7,11.9,6.9,0.3,12,7
100030103001013,11.9,3.9,0.3,0.2,12.3,3.7,11.8,4.1,11,4.7,0.4,10.9,5.1
100030103001022,13.3,4.3,0.3,0.2,13.7,4.1,13.2,4.6,12.3,5.2,0.4,12.2,5.6
100030103001021,29.3,9.6,0.7,0.4,30.3,9.1,29.1,10.2,27.1,11.5,0.9,26.9,12.4
100030104001013,4.5,2.5,0.1,0.1,4.6,2.5,4.6,2.5,3.9,3,0.2,3.9,3.2
100030105025000,6.3,2.9,0.1,0.1,6.5,2.7,6.2,3.1,5.6,3.4,0.2,5.6,3.7
100030101042005,8.4,2.7,0.1,0.1,8.5,2.6,8.3,2.8,7.8,3,0.2,7.8,3.2
100030101042012,9,2.9,0.1,0.1,9.1,2.8,8.9,2.9,8.3,3.2,0.3,8.3,3.5
100030117001023,41.2,23.6,0.3,0.6,42.1,21.3,41.6,22.8,26.3,37.7,0.7,34.2,29.5
100030117001007,27.1,15.5,0.2,0.4,27.7,14,27.4,15,17.3,24.8,0.4,22.5,19.4
100030117001025,0,0,0,0,0,0,0,0,0,0,0,0,0
100030115003020,1.8,0.8,0.1,0,1.9,0.7,1.8,0.9,1.5,1.1,0.1,1.6,1
100030115003014,4,1.9,0.1,0.1,4.3,1.6,4.1,1.9,3.3,2.5,0.2,3.7,2.3
100030112062005,23.2,10.9,0.4,0.2,24.1,10.1,23.3,10.8,18,15.9,0.4,20.8,13.3
100030114003016,19.6,9.8,0.1,0.4,20.2,8.9,19.6,9.8,14.8,14.4,0.4,17,12.2
100030112062023,22.2,11.7,0.5,0.4,23.5,10,22.2,12.1,16.4,17.2,0.7,19.2,14.9
100030112061027,19.9,10.5,0.5,0.3,21,9,19.9,10.8,14.7,15.4,0.6,17.2,13.3
100030105023020,7.2,3.2,0.2,0.2,7.7,2.9,7.3,3.4,6,4.4,0.3,6.3,4.4
100030107023031,0,0,0,0,0,0,0,0,0,0,0,0,0
100030107022001,0,0,0,0,0,0,0,0,0,0,0,0,0
100039901000008,0,0,0,0,0,0,0,0,0,0,0,0,0
100030107022024,13.9,2.7,0.2,0.2,14.6,2.1,13.7,2.8,12.8,3.6,0.2,13.2,3.3
100030105021011,11.9,5.2,0.4,0.3,12.7,4.7,12,5.6,9.9,7.2,0.5,10.4,7.3
100030117003048,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105025021,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105025028,16.2,7.6,0.3,0.2,16.9,7,16,8,14.5,8.9,0.6,14.5,9.5
100030101012009,24.8,5.2,0.2,0.5,25.2,5.1,24.4,5.8,23.5,6.2,0.6,23.9,6.2
100030101012021,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101041010,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101011023,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101011029,0,0,0,0,0,0,0,0,0,0,0,0,0
100030103002001,22.4,7.3,0.6,0.3,23.2,7,22.3,7.8,20.8,8.8,0.7,20.6,9.5
100030103002003,39.4,12.9,1,0.6,40.7,12.2,39.2,13.7,36.4,15.4,1.2,36.2,16.7
100030101042000,22.1,7.1,0.3,0.2,22.5,6.9,21.9,7.3,20.5,8,0.6,20.6,8.5
100030108003005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148054009,14.8,5.3,0.3,0.3,15.1,5.2,14.5,5.7,13.2,6.9,0.4,13.9,6.4
100030148054011,25.5,9.1,0.5,0.5,26,8.9,24.9,9.9,22.7,11.9,0.7,24,11.1
100030148101012,19.3,13.5,0.2,0.2,19.6,12.5,19,13.6,16.1,15.8,0.5,17.4,14.8
100030148071024,18.7,8.7,0.5,0.3,19.5,8.4,18.6,9.1,16.1,11,0.7,17.3,10.5
100030148083006,16.4,3.3,0.3,0.2,16.7,3.3,16.1,3.8,15.8,3.7,0.4,16.2,3.9
100030148102006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148072000,262.7,117.4,5.7,5.2,273.5,106.6,269.4,112.3,225.6,147.3,8.8,245.7,134.4
100030148091029,63.1,19.3,1,1,65.6,17.8,60.5,23,58.1,23.8,1.3,61,22.6
100030148083002,17.1,3.4,0.3,0.2,17.4,3.5,16.8,4,16.5,3.9,0.4,16.9,4
100030148091048,7.3,1.8,0.2,0.1,7.7,1.6,7.2,2.1,7,2.1,0.2,7.3,1.9
100030148072002,40.6,18.1,0.9,0.8,42.3,16.5,41.6,17.4,34.9,22.8,1.4,38,20.8
100030148052032,3.8,2.1,0.1,0.1,3.8,2.1,3.7,2.3,3.3,2.6,0.1,3.4,2.4
100030148082017,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148082039,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148102026,11.2,5.4,0.1,0.2,11.5,4.9,11.2,5.4,10,6.4,0.3,10.6,5.9
100030144032015,8.8,2.1,0.3,0.1,9.2,2.1,8.8,2.4,8,2.8,0.5,8.3,3.1
100030141003001,17.7,4.5,0.2,0.2,17.6,4.7,17.3,5.1,16.1,5.6,0.5,17.2,5.1
100030144041014,6.7,2.9,0.4,0.1,7.1,2.8,6.8,3.1,5.3,4.3,0.3,5.7,4.4
100030147052021,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147061004,18.1,8.7,0.5,0.3,18.4,8.4,18.4,8.8,16.1,10.1,0.8,17.3,9.8
100030144041066,0.3,0.1,0,0,0.3,0.1,0.3,0.1,0.3,0.1,0,0.3,0.1
100030148031009,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148031045,2.9,1,0.2,0.1,3.1,0.9,3,1.1,2.5,1.3,0.2,2.8,1.2
100030143003026,2.7,1.3,0.1,0.1,2.8,1.2,2.7,1.3,2.1,1.7,0.1,2.4,1.6
100030144042012,37.1,13.4,1.9,0.8,39.1,13.5,38,14.3,31,19.9,1.3,31.3,21
100030142001027,1.7,1,0,0,1.8,0.9,1.8,0.9,1.5,1.2,0.1,1.6,1.1
100030136102004,0,0,0,0,0,0,0,0,0,0,0,0,0
100030144042018,1.6,0.5,0.1,0,1.7,0.5,1.6,0.6,1.4,0.7,0.1,1.5,0.7
100030136103011,0,0,0,0,0,0,0,0,0,0,0,0,0
100030137002007,1.2,0.6,0,0,1.3,0.6,1.2,0.6,1.1,0.7,0.1,1.2,0.6
100030148031028,51.9,28.7,1,1.1,53.7,27,50.4,30.2,43.5,36.6,1.6,45.4,35.1
100030144041052,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148031039,23.3,13.2,0.4,0.3,24.6,12.2,23.3,13.2,20.1,15.6,0.7,21.7,14.4
100030136111013,21.9,8.1,0.6,0.4,22.8,7.6,21.7,9.1,17.9,12.1,0.8,19.6,11.1
100030142001041,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147031008,91.8,23.4,1.1,1.2,91.1,24.2,89.9,26.3,83.5,29.2,2.7,89.2,26.4
100030127003009,27,8.3,0.7,0.5,29,6.6,26.1,8.8,25.1,8.5,1.5,24.8,10.5
100030127005011,0,0,0,0,0,0,0,0,0,0,0,0,0
100030127002007,4.1,2,0.1,0.1,4.2,2,4.1,2.1,3.6,2.3,0.2,3.9,2.3
100030124002008,10.3,3.2,0.3,0.1,10.3,3.3,10.1,3.4,9.3,4.1,0.3,9.5,4
100030125001014,12.1,3.3,0.3,0.1,12.8,3,12.3,3.1,11.1,4.3,0.3,11.5,4
100030121003000,17.1,8,0.5,0.5,17.6,8.2,17.7,8,15.2,10.1,0.5,16.7,9.2
100030125001000,5.1,1.4,0.1,0.1,5.4,1.3,5.2,1.3,4.7,1.8,0.1,4.9,1.7
100030168011098,8.2,3.8,0.1,0.2,8.6,3.6,8.2,4,7.1,4.7,0.3,7.8,4.3
100030168011036,12.6,5.8,0.2,0.2,13.1,5.5,12.4,6.1,10.9,7.1,0.5,12,6.5
100030168011034,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168011089,83.8,38.5,1.1,1.6,86.9,36.6,82.8,40.3,72.6,47.6,3.1,79.7,43.6
100030166082051,6.1,5.2,0.1,0.1,6.2,4.9,6.1,4.9,4.7,6.5,0.1,5.5,5.8
100030166082036,202,171.4,4.8,3.6,206.1,164.5,202.8,164.5,155.3,217.3,3.6,182.9,191.5
100030169042074,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168041023,15.9,11,0.3,0.2,15.9,10.6,15.8,11.2,12.9,14,0.3,14.5,12.4
100030166042111,232.4,155.1,2.9,5.7,241.4,145,224.2,168.7,195.5,188.7,9.3,212,176.9
100030166042006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166042104,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166042033,11.7,6.1,0.1,0.2,12.1,5.6,11.8,6.1,10.2,7.6,0.3,11,7
100030166011030,0,0,0,0,0,0,0,0,0,0,0,0,0
100030169042053,0.4,0.6,0,0,0.4,0.6,0.4,0.6,0.3,0.7,0,0.4,0.6
100030169041000,175.7,257.9,10.7,5.7,190.2,242.1,187.7,254.7,147.3,282.5,15.8,170,269.9
100030166011019,2.3,2.1,0,0,2.4,1.9,2.4,1.9,1.8,2.5,0.1,2.1,2.3
100030166011020,2.6,2.3,0,0,2.7,2.1,2.7,2.1,2,2.8,0.1,2.4,2.6
100030166021000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166081004,7.5,7,0.2,0.1,7.7,6.8,7.5,7,6.1,8.3,0.3,6.9,7.7
100030166081009,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166041033,9.6,1.8,0.2,0.2,9.9,1.7,9.3,2.3,9.2,2.2,0.3,9.4,2.1
100030168041054,21.3,9.7,0.5,0.5,21.7,9.5,20.7,10.6,18.6,12.3,0.6,20.2,11.1
100030166013103,2.3,1.6,0,0.1,2.4,1.5,2.2,1.7,2,1.9,0.1,2.1,1.8
100030156001004,18.3,4.7,0.1,0.3,18.3,4.6,17.9,4.8,17.3,5,0.6,17.7,4.8
100030163053010,17.5,3.7,0.2,0.4,17.6,3.6,16.5,4.9,16.7,4.6,0.2,17,4.1
100030149092006,15.1,2.7,0.1,0.3,15.5,2.5,14.5,3.5,14.6,3.2,0.3,14.9,3.1
100030149081002,6.4,0.7,0.1,0.1,6.5,0.7,5.9,1.2,6.1,1,0.1,6.3,0.9
100030149062009,4.5,1,0,0,4.6,1,4.4,1.1,4.3,1.1,0.1,4.4,1.1
100030163053024,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005064,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005062,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005063,0,0,0,0,0,0,0,0,0,0,0,0,0
100030150002010,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005082,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152004004,18,6.6,0.3,0.2,18.5,6.3,17.9,6.6,16.9,7.2,0.5,17.5,7.1
100030152005103,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005106,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152001000,14.5,5.3,0.2,0.2,14.9,5.1,14.4,5.3,13.6,5.8,0.4,14.1,5.8
100030152002000,21.3,7.8,0.4,0.3,21.8,7.5,21.1,7.8,20,8.5,0.6,20.6,8.4
100030143001001,4.3,2.1,0.1,0.1,4.5,2,4.3,2.1,3.5,2.8,0.1,3.8,2.6
100030144041047,4.8,2.1,0.3,0.1,5,2,4.9,2.2,3.8,3.1,0.2,4.1,3.1
100030144041024,5.3,2.3,0.3,0.1,5.5,2.2,5.3,2.4,4.2,3.4,0.2,4.5,3.4
100030144041058,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148031046,0,0,0,0,0,0,0,0,0,0,0,0,0
100030145021036,0.6,0.1,0,0,0.6,0.1,0.6,0.1,0.5,0.2,0,0.5,0.2
100030147021006,15,9.4,0.6,0.3,15.5,9,14.9,9.7,13,11,0.7,13.5,11
100030147021010,15.3,9.6,0.6,0.3,15.8,9.2,15.2,9.9,13.3,11.2,0.7,13.8,11.2
100030147032012,19.8,14.1,0.8,0.8,20.7,14.3,20.8,13.8,17.7,16,1.5,19.3,15.1
100030147032011,10.2,7.3,0.4,0.4,10.7,7.4,10.7,7.1,9.1,8.3,0.8,10,7.8
100030147032006,0.6,0.5,0,0,0.7,0.5,0.7,0.4,0.6,0.5,0,0.6,0.5
100030147051012,15.7,7.5,0.4,0.5,16.2,7.2,15.8,7.8,13.7,9.3,0.8,14.6,8.9
