GEOID,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIPIE,G20PREOWRI,G20USSRLUM,G20USSDDAV,G20USSOWRI,G20HALRCHE,G20HALDBUL,G20HALLBRU,G20HALCHAG,G20HALOWRI
560019639002161,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002213,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002277,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002284,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002498,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002514,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002964,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002998,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002439,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002478,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002521,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002476,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002488,0.7,0.2,0,0,0,0.7,0.2,0,0.7,0.2,0,0,0
560019639002316,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002423,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002182,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002180,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001842,0.5,0.3,0,0,0,0.5,0.3,0,0.5,0.3,0,0,0
560019639002216,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002002,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002596,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002881,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002091,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002409,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002992,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002643,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002342,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002158,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002990,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002165,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002135,2.2,1,0.1,0,0,2.3,1,0,2.2,0.9,0.1,0.1,0
560019639002765,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002357,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002706,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002568,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002567,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002968,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002338,0.7,0.2,0,0,0,0.7,0.2,0,0.7,0.2,0,0,0
560019639002416,2.7,0.9,0,0,0,2.8,0.9,0,2.8,0.8,0.1,0,0
560019627001353,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002329,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002650,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002204,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002315,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002955,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002145,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002332,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002949,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001293,0,0,0,0,0,0,0,0,0,0,0,0,0
560019636003006,6.2,8.3,0.4,0.2,0.1,6.7,8.4,0,6.4,7.7,0.6,0.2,0
560019636004012,9.1,12.3,0.6,0.3,0.2,9.9,12.3,0,9.5,11.3,0.9,0.4,0
560019637004030,0,0,0,0,0,0,0,0,0,0,0,0,0
560019636003013,4.4,5.9,0.3,0.1,0.1,4.8,5.9,0,4.5,5.4,0.4,0.2,0
560019627002031,1.1,0.5,0,0,0,1.1,0.5,0,1.1,0.5,0.1,0,0
560019627002040,5.5,2.5,0.2,0.1,0.1,5.7,2.5,0,5.5,2.3,0.3,0.2,0
560019637003016,3.4,4.7,0.3,0.1,0.1,3.8,4.6,0,3.4,4.3,0.4,0.2,0
560019637002002,9.6,13.3,0.9,0.2,0.2,10.7,13.2,0.1,9.7,12.4,1.2,0.5,0
560019637004053,5.5,2.5,0.2,0.1,0.1,5.7,2.5,0,5.5,2.3,0.3,0.2,0
560019627002145,1,0.6,0.1,0,0,1,0.7,0,0.9,0.6,0.1,0.1,0
560019629002008,1.4,2.7,0.2,0,0,1.5,2.8,0,1.3,2.6,0.2,0.1,0
560019634003014,2.4,6.1,0.4,0.2,0.1,2.6,6.3,0,2.4,5.8,0.6,0.2,0
560019635002014,0,0,0,0,0,0,0,0,0,0,0,0,0
560019635002016,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001211,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629001029,0,0,0,0,0,0,0,0,0,0,0,0,0
560019630001021,2.9,3.5,0.3,0.1,0.1,3.2,3.5,0,2.9,3.3,0.3,0.1,0
560019627001269,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001266,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001384,7.7,3.5,0.2,0.1,0.1,8,3.5,0,7.7,3.2,0.4,0.3,0
560019635002008,0,0,0,0,0,0,0,0,0,0,0,0,0
560019628001041,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627002037,1.1,0.5,0,0,0,1.1,0.5,0,1.1,0.5,0.1,0,0
560019630002013,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629001034,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637003006,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637003038,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637002013,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001111,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001989,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001072,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001109,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001129,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001124,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001148,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001977,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001125,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001983,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001023,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001022,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001179,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001749,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001567,3.6,0.6,0,0,0,3.6,0.6,0,3.4,0.5,0,0.2,0
560019639001541,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001419,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001731,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001737,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002195,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002804,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002563,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002862,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002943,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002359,1.4,0.4,0,0,0,1.4,0.4,0,1.4,0.4,0,0,0
560019639002944,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002808,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001843,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002766,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002767,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002622,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002753,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002619,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002580,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002784,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002598,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002666,0.6,0.2,0,0,0,0.6,0.3,0,0.5,0.2,0,0,0
560019639002632,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001636,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001689,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001472,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001960,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001428,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001938,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001371,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001391,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001359,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001474,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001487,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001490,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001011,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001010,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001249,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001520,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001536,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001538,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001628,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001138,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001134,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001140,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001987,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001173,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001278,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001049,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001082,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002473,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002527,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002443,1.4,0.4,0,0,0,1.4,0.4,0,1.4,0.4,0,0,0
560019639002991,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002461,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001792,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002487,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002493,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002925,2.7,0.9,0,0,0,2.8,0.9,0,2.8,0.8,0.1,0,0
560019639002453,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002179,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002149,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002173,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002174,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002654,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002444,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002481,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002814,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002898,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002994,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001061,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001242,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627002135,0.7,0.4,0,0,0,0.7,0.4,0,0.6,0.4,0.1,0,0
560019627002006,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001173,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001437,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001007,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637004035,29,38.4,2.5,0.6,0.8,32.8,36.9,0.4,31.5,33.8,2.9,1.3,0.2
560019627001145,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001288,0.6,0.2,0,0,0,0.6,0.3,0,0.5,0.2,0,0,0
560019637001013,4.3,7.6,0.4,0.1,0.2,4.7,7.7,0.1,4.3,7.3,0.5,0.4,0
560019635002081,0,0,0,0,0,0,0,0,0,0,0,0,0
560019635002077,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637004063,16,7.2,0.5,0.2,0.2,16.5,7.3,0,15.9,6.6,0.8,0.6,0
560019628001042,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001301,0.3,0.2,0,0,0,0.3,0.2,0,0.3,0.2,0,0,0
560019627001252,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627002065,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629001022,0,0,0,0,0,0,0,0,0,0,0,0,0
560019628001003,0,0,0,0,0,0,0,0,0,0,0,0,0
560019628001018,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637004067,2.8,1.2,0.1,0,0,2.8,1.3,0,2.7,1.1,0.1,0.1,0
560019637002014,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637001070,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002583,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002579,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002777,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002608,1.1,0.5,0,0,0,1.1,0.5,0,1.1,0.5,0.1,0,0
560019639002781,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002772,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002709,2.2,1,0.1,0,0,2.3,1,0,2.2,0.9,0.1,0.1,0
560019639002021,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002133,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002101,2.2,1,0.1,0,0,2.3,1,0,2.2,0.9,0.1,0.1,0
560019639002663,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002718,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002916,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002743,0,0,0,0,0,0,0,0,0,0,0,0,0
560019630002044,0.9,1.1,0.1,0,0,1,1.1,0,0.9,1,0.1,0,0
560019631001005,2.5,2.9,0.3,0.1,0.1,2.7,2.9,0,2.5,2.8,0.3,0.1,0
560019631001019,5.2,6.2,0.6,0.1,0.1,5.7,6.2,0.1,5.2,5.8,0.6,0.2,0
560019631001023,4.3,5.1,0.5,0.1,0.1,4.7,5.1,0.1,4.3,4.8,0.5,0.2,0
560019631004028,3.5,4.6,0.3,0.1,0.1,3.9,4.4,0,3.8,4.1,0.4,0.2,0
560019630001005,8.6,10.2,1,0.2,0.2,9.5,10.2,0.1,8.6,9.6,1,0.4,0
560019630001028,8.2,9.6,0.9,0.2,0.2,9,9.6,0.1,8.1,9.1,0.9,0.4,0
560019631002029,3.3,4.3,0.3,0.1,0.1,3.7,4.2,0,3.6,3.8,0.3,0.1,0
560019629001044,8.7,5.6,0.5,0.2,0.1,9,5.7,0.1,8.2,5.3,0.7,0.5,0
560019627001417,0,0,0,0,0,0,0,0,0,0,0,0,0
560019630001038,0,0,0,0,0,0,0,0,0,0,0,0,0
560019631001068,1.4,1.6,0.2,0,0,1.5,1.6,0,1.4,1.5,0.2,0.1,0
560019631001053,0,0,0,0,0,0,0,0,0,0,0,0,0
560019634003000,3.6,4.3,0.4,0.1,0.1,4,4.3,0,3.6,4.1,0.4,0.2,0
560019627001343,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629001005,0.6,0.2,0,0,0,0.6,0.3,0,0.5,0.2,0,0,0
560019630001046,2.2,4.4,0.2,0.1,0.1,2.4,4.5,0,2.1,4.3,0.3,0.1,0
560019634004020,3.9,7,0.4,0.1,0.1,4.3,7,0.1,3.9,6.6,0.4,0.3,0
560019630001048,4.5,11.6,0.7,0.3,0.1,4.9,12,0.1,4.5,11,1.1,0.4,0
560019635002044,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629002004,4.8,9.6,0.5,0.1,0.2,5.2,9.6,0,4.6,9.3,0.6,0.3,0
560019635002060,0.2,0.3,0,0,0,0.2,0.3,0,0.2,0.3,0,0,0
560019635002074,0,0,0,0,0,0,0,0,0,0,0,0,0
560019634002005,4.3,11.3,0.7,0.3,0.1,4.8,11.6,0.1,4.3,10.7,1.1,0.4,0
560019639002670,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002378,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002366,5.4,1.8,0.1,0,0,5.6,1.7,0,5.5,1.6,0.2,0.1,0
560019639002950,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002089,48.2,15.6,0.8,0.3,0.4,49.5,15.5,0,48.9,13.8,1.4,0.8,0
560019639002374,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002404,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002978,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002885,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002884,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002891,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002644,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001428,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001144,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001169,1,0.4,0,0,0,1,0.4,0,1,0.4,0,0,0
560019627001193,9,3.8,0.1,0.1,0,9.2,3.6,0.1,8.8,3.6,0.3,0.1,0
560019627001159,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001010,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001449,0.6,0.2,0,0,0,0.6,0.3,0,0.5,0.2,0,0,0
560019627001374,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629002026,4.4,8.9,0.5,0.1,0.2,4.9,9,0,4.3,8.6,0.6,0.3,0
560019627001148,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001166,0,0,0,0,0,0,0,0,0,0,0,0,0
560019629002003,8.5,17.1,0.9,0.2,0.3,9.4,17.2,0.1,8.2,16.5,1.1,0.5,0.1
560019631002005,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001773,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001807,1.1,0.5,0,0,0,1.1,0.5,0,1.1,0.5,0.1,0,0
560019639002050,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002051,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002054,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002607,1.7,0.7,0.1,0,0,1.7,0.8,0,1.6,0.7,0.1,0.1,0
560019639002045,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002688,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002185,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002935,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639002383,2,0.7,0,0,0,2.1,0.7,0,2.1,0.6,0.1,0,0
560019639002368,1.4,0.4,0,0,0,1.4,0.4,0,1.4,0.4,0,0,0
560019639002375,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637001001,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637001010,3.2,5.7,0.3,0.1,0.1,3.5,5.7,0.1,3.1,5.4,0.3,0.3,0
560019627001401,6.6,3,0.2,0.1,0.1,6.8,3,0,6.6,2.7,0.3,0.2,0
560019637001061,2.4,4.8,0.3,0.1,0.1,2.6,4.8,0,2.3,4.6,0.3,0.1,0
560019627001041,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001017,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001065,0,0,0,0,0,0,0,0,0,0,0,0,0
560019631003004,10,13.3,0.9,0.2,0.3,11.3,12.8,0.1,10.9,11.7,1,0.4,0.1
560019627001009,0,0,0,0,0,0,0,0,0,0,0,0,0
560019637004008,10,4.2,0.1,0.1,0,10.3,4,0.1,9.8,4,0.3,0.1,0
560019627001296,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001047,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001385,6.1,2.7,0.2,0.1,0.1,6.3,2.8,0,6,2.5,0.3,0.2,0
560019635002073,0,0,0,0,0,0,0,0,0,0,0,0,0
560019635002025,0,0,0,0,0,0,0,0,0,0,0,0,0
560019635002017,0,0,0,0,0,0,0,0,0,0,0,0,0
560019635002018,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001497,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001751,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001340,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001995,1.2,0.2,0,0,0,1.2,0.2,0,1.1,0.2,0,0.1,0
560019639001997,3.6,0.6,0,0,0,3.6,0.6,0,3.4,0.5,0,0.2,0
560019639001562,0.6,0.1,0,0,0,0.6,0.1,0,0.6,0.1,0,0,0
560019627001114,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001026,0,0,0,0,0,0,0,0,0,0,0,0,0
560019636001009,5.1,10.3,0.6,0.1,0.2,5.6,10.3,0,4.9,9.9,0.7,0.3,0
560019636004020,5.1,6.9,0.4,0.1,0.1,5.6,6.9,0,5.3,6.3,0.5,0.2,0
560019636001002,5,9,0.5,0.2,0.2,5.5,9,0.1,5,8.5,0.5,0.4,0
560019636004026,3.3,4.4,0.2,0.1,0.1,3.6,4.4,0,3.4,4.1,0.3,0.1,0
560019636001017,8.4,15,0.9,0.3,0.3,9.2,15.1,0.2,8.3,14.2,0.9,0.7,0
560019636003023,8.3,11.5,0.7,0.2,0.2,9.3,11.4,0.1,8.4,10.7,1,0.4,0
560019630001016,4.8,5.6,0.5,0.1,0.1,5.2,5.6,0.1,4.7,5.3,0.5,0.2,0
560019631002028,7.2,9.5,0.6,0.2,0.2,8.1,9.2,0.1,7.8,8.4,0.7,0.3,0
560019630001023,0,0,0,0,0,0,0,0,0,0,0,0,0
560019631001064,2.5,2.9,0.3,0.1,0.1,2.7,2.9,0,2.5,2.8,0.3,0.1,0
560019631001060,2.7,3.2,0.3,0.1,0.1,3,3.2,0,2.7,3,0.3,0.1,0
560019630001041,0.7,1.4,0.1,0,0,0.7,1.4,0,0.7,1.3,0.1,0,0
560019634003001,7.9,9.4,0.9,0.2,0.2,8.7,9.4,0.1,7.9,8.9,0.9,0.3,0
560019634003006,3.3,8.5,0.5,0.2,0.1,3.6,8.8,0.1,3.3,8.1,0.8,0.3,0
560019627001338,0,0,0,0,0,0,0,0,0,0,0,0,0
560019627001180,1.5,0.6,0,0,0,1.5,0.6,0,1.5,0.6,0,0,0
560019629002029,0,0,0,0,0,0,0,0,0,0,0,0,0
560019634004015,6.2,11,0.6,0.2,0.2,6.7,11.1,0.1,6.1,10.4,0.7,0.5,0
560019634004022,7.7,13.6,0.8,0.2,0.3,8.4,13.7,0.1,7.6,12.9,0.8,0.6,0
560019634003017,4.6,11.9,0.7,0.3,0.2,5.1,12.3,0.1,4.6,11.3,1.1,0.5,0
560019629002022,3.1,6.2,0.3,0.1,0.1,3.4,6.2,0,3,6,0.4,0.2,0
560019634004026,1.9,3.3,0.2,0.1,0.1,2,3.4,0,1.9,3.2,0.2,0.2,0
560019635002009,0,0,0,0,0,0,0,0,0,0,0,0,0
560019634002000,4.1,10.6,0.6,0.3,0.1,4.5,10.9,0.1,4.1,10,1,0.4,0
560019635002053,7.7,13.6,0.8,0.2,0.3,8.4,13.7,0.1,7.6,12.9,0.8,0.6,0
560019635002055,9.7,17.3,1,0.3,0.4,10.6,17.4,0.2,9.6,16.4,1,0.8,0
560019630001053,0.3,0.7,0,0,0,0.4,0.7,0,0.3,0.7,0,0,0
560019630001052,4.1,10.6,0.6,0.3,0.1,4.5,10.9,0.1,4.1,10,1,0.4,0
560019639001197,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001199,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001307,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001332,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001736,0,0,0,0,0,0,0,0,0,0,0,0,0
560019639001331,0,0,0,0,0,0,0,0,0,0,0,0,0
