GEOID,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIPIE,G20PREOWRI,G20USSRLUM,G20USSDDAV,G20USSOWRI,G20HALRCHE,G20HALDBUL,G20HALLBRU,G20HALCHAG,G20HALOWRI
560039627001439,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003108,4.8,1.4,0.1,0,0,4.9,1.4,0,4.6,1.4,0.2,0.1,0
560039627003111,5.8,1.7,0.1,0,0,5.8,1.7,0,5.5,1.6,0.2,0.2,0
560039627001318,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001435,11.5,3.4,0.3,0.1,0.1,11.7,3.3,0,11,3.3,0.4,0.3,0
560039627001084,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001058,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001263,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001162,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001283,4,1,0.1,0.1,0,4.1,0.9,0,3.9,0.9,0.1,0.2,0
560039627001188,0.6,0.1,0,0,0,0.6,0.1,0,0.6,0.1,0,0,0
560039627002042,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002047,0.9,0,0,0,0,0.9,0,0,0.8,0,0,0,0
560039627002043,4.4,0.2,0,0,0,4.3,0.2,0,4.2,0.2,0,0.1,0
560039628001256,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001249,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001248,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001245,4.6,0.3,0.1,0.1,0,4.8,0.3,0,4.5,0.3,0.1,0.2,0
560039628001326,5.4,0.4,0.1,0.1,0,5.6,0.4,0,5.2,0.3,0.1,0.2,0
560039628001242,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001347,19.3,1.4,0.2,0.4,0,19.9,1.3,0,18.7,1.2,0.4,0.7,0
560039628001300,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001262,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004365,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004459,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004466,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004427,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004469,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001449,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001279,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001511,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001568,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004504,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004485,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004225,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004224,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004454,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001234,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004464,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004428,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001693,2.1,0.3,0,0,0,2.1,0.2,0,2.1,0.2,0,0,0
560039626001704,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001719,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001747,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001882,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001868,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001241,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001721,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001699,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001075,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002258,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001086,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001007,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001222,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001002,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001214,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001851,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002121,2.1,0.4,0,0,0,2.1,0.4,0,1.9,0.3,0.1,0.1,0
560039626002155,3.1,0.6,0,0,0,3.1,0.6,0,2.8,0.5,0.2,0.2,0
560039626001557,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001609,7.2,0.6,0,0,0,7.4,0.5,0,6.9,0.5,0.1,0.3,0
560039626002415,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001167,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001102,0.6,0.1,0,0,0,0.6,0.1,0,0.6,0.1,0,0,0
560039627001285,13,3.3,0.2,0.2,0.1,13.6,3,0.1,12.7,2.9,0.2,0.7,0
560039627001282,10.8,2.7,0.2,0.1,0,11.2,2.5,0,10.5,2.4,0.1,0.6,0
560039627001184,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001284,2.8,0.7,0.1,0,0,2.9,0.6,0,2.8,0.6,0,0.2,0
560039627001193,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001524,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004083,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004056,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003064,10.9,1.5,0.1,0.1,0.1,11.1,1.4,0.1,10.5,1.3,0.3,0.4,0
560039628003034,2.2,0.3,0,0,0,2.2,0.3,0,2.1,0.3,0.1,0.1,0
560039628002124,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001562,10.9,1.5,0.1,0.1,0.1,11.1,1.4,0.1,10.5,1.3,0.3,0.4,0
560039628004507,1.6,0.2,0,0,0,1.7,0.2,0,1.6,0.2,0,0.1,0
560039628003001,3.3,0.5,0,0,0,3.3,0.4,0,3.1,0.4,0.1,0.1,0
560039628004036,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004058,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004064,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004060,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001919,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002388,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001996,4.2,0.3,0,0,0,4.3,0.3,0,4,0.3,0.1,0.1,0
560039626002480,1,0.2,0,0,0,1,0.2,0,0.9,0.2,0.1,0.1,0
560039626002437,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002291,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001685,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001902,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626001673,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001752,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001889,3.4,0.5,0,0.1,0,3.6,0.4,0,3.6,0.4,0,0.1,0
560039626001690,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626001745,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002276,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002446,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001053,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001025,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001008,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001212,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002117,1,0.2,0,0,0,1,0.2,0,0.9,0.2,0.1,0.1,0
560039626002128,4.1,0.8,0.1,0,0,4.2,0.8,0,3.8,0.7,0.2,0.2,0
560039626002151,6.7,1.3,0.1,0,0.1,6.8,1.3,0,6.2,1.1,0.3,0.4,0
560039626001540,1.2,0.1,0,0,0,1.2,0.1,0,1.1,0.1,0,0,0
560039626001515,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001548,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001865,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001753,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002350,1.2,0.1,0,0,0,1.2,0.1,0,1.1,0.1,0,0,0
560039626002356,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001204,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001395,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001054,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001513,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001065,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001196,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001222,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001487,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001214,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001215,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001205,3.4,0.9,0.1,0,0,3.5,0.8,0,3.3,0.7,0,0.2,0
560039627001066,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001163,0.6,0.1,0,0,0,0.6,0.1,0,0.6,0.1,0,0,0
560039627001286,1.1,0.3,0,0,0,1.2,0.3,0,1.1,0.2,0,0.1,0
560039627002011,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002035,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001418,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001351,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001130,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001123,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001132,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001139,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002020,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002070,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002027,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004000,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004263,4.8,0.6,0.2,0.1,0,4.9,0.6,0,4.4,0.7,0.2,0.2,0
560039628004248,3.7,0.4,0.1,0.1,0,3.8,0.5,0,3.4,0.5,0.2,0.2,0
560039628004243,6.3,0.8,0.2,0.1,0,6.5,0.8,0,5.8,0.9,0.3,0.3,0
560039628001207,4,0.9,0.1,0,0,3.9,1.1,0,3.9,1,0.1,0.1,0
560039628001112,1.7,0.2,0.1,0,0,1.8,0.2,0,1.6,0.3,0,0.1,0
560039628001195,1.8,0.4,0,0,0,1.8,0.5,0,1.7,0.4,0,0.1,0
560039628001223,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001419,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001101,1.1,0.2,0,0,0,1.2,0.1,0,1.1,0.2,0,0,0
560039628001348,3.1,0.2,0,0.1,0,3.2,0.2,0,3,0.2,0.1,0.1,0
560039628001358,5.4,0.4,0.1,0.1,0,5.6,0.4,0,5.2,0.3,0.1,0.2,0
560039628001379,0.8,0.1,0,0,0,0.8,0.1,0,0.7,0,0,0,0
560039628004142,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004102,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004257,8.5,1,0.3,0.2,0,8.7,1.1,0,7.8,1.2,0.4,0.4,0
560039628004354,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002009,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004057,2.2,0.3,0,0,0,2.2,0.3,0,2.1,0.3,0.1,0.1,0
560039628002043,2.2,0.3,0,0,0,2.2,0.3,0,2.1,0.3,0.1,0.1,0
560039628003008,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003108,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002030,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002029,3.8,0.5,0,0,0,3.9,0.5,0,3.7,0.5,0.1,0.1,0
560039628004138,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003066,10.9,1.5,0.1,0.1,0.1,11.1,1.4,0.1,10.5,1.3,0.3,0.4,0
560039628004451,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004303,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004286,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004422,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004452,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004214,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004045,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004391,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002130,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002011,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002059,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002073,4.9,0.7,0.1,0,0,5,0.6,0,4.7,0.6,0.1,0.2,0
560039628002092,1.6,0.2,0,0,0,1.7,0.2,0,1.6,0.2,0,0.1,0
560039628002089,9.3,1.3,0.1,0.1,0.1,9.5,1.2,0,8.9,1.1,0.2,0.4,0
560039628003063,13.6,1.9,0.2,0.1,0.1,13.9,1.7,0.1,13.1,1.7,0.4,0.5,0
560039628003037,3.3,0.5,0,0,0,3.3,0.4,0,3.1,0.4,0.1,0.1,0
560039628003095,3.8,0.5,0,0,0,3.9,0.5,0,3.7,0.5,0.1,0.1,0
560039628003097,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003088,0.5,0.1,0,0,0,0.6,0.1,0,0.5,0.1,0,0,0
560039628001407,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001164,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001440,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001435,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001930,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001563,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001577,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001585,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001638,4.2,0.3,0,0,0,4.3,0.3,0,4,0.3,0.1,0.1,0
560039626001586,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002364,0.6,0,0,0,0,0.6,0,0,0.6,0,0,0,0
560039626002358,1.8,0.1,0,0,0,1.8,0.1,0,1.7,0.1,0,0.1,0
560039626002327,4.8,0.4,0,0,0,4.9,0.3,0,4.6,0.3,0.1,0.2,0
560039626001870,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626001403,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001346,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001866,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001701,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001706,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001717,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002143,1.6,0.3,0,0,0,1.6,0.3,0,1.4,0.3,0.1,0.1,0
560039626002158,5.7,1.1,0.1,0,0.1,5.7,1.1,0,5.2,0.9,0.3,0.3,0
560039626002152,3.1,0.6,0,0,0,3.1,0.6,0,2.8,0.5,0.2,0.2,0
560039626002149,2.6,0.5,0,0,0,2.6,0.5,0,2.4,0.4,0.1,0.1,0
560039626002069,1,0.2,0,0,0,1,0.2,0,0.9,0.2,0.1,0.1,0
560039626001143,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002011,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002174,1,0.2,0,0,0,1,0.2,0,0.9,0.2,0.1,0.1,0
560039626002441,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002450,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002449,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002399,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002024,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002183,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002010,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001154,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002079,1.6,0.3,0,0,0,1.6,0.3,0,1.4,0.3,0.1,0.1,0
560039626002397,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002313,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002173,8.8,1.6,0.1,0,0.1,8.8,1.7,0,8.1,1.4,0.4,0.5,0
560039626001989,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002181,4.4,0.3,0,0,0.1,4.4,0.2,0,4.3,0.2,0.1,0.1,0
560039627002221,2.9,0.2,0,0,0.1,3,0.2,0,2.9,0.1,0.1,0.1,0
560039627002220,2.2,0.1,0,0,0,2.2,0.1,0,2.2,0.1,0,0.1,0
560039627002132,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002174,0.7,0,0,0,0,0.7,0,0,0.7,0,0,0,0
560039627002223,2.2,0.1,0,0,0,2.2,0.1,0,2.2,0.1,0,0.1,0
560039627002228,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001294,1.7,0.4,0,0,0,1.8,0.4,0,1.7,0.4,0,0.1,0
560039627002300,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002298,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002322,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003160,2.9,0.9,0.1,0,0,2.9,0.8,0,2.8,0.8,0.1,0.1,0
560039627002361,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001397,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001238,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002099,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002054,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002098,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002113,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002249,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002255,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002107,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001138,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001526,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003141,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002366,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003010,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003022,2.4,0.7,0.1,0,0,2.4,0.7,0,2.3,0.7,0.1,0.1,0
560039627003090,3.4,1,0.1,0,0,3.4,1,0,3.2,1,0.1,0.1,0
560039628001304,6.2,0.5,0.1,0.1,0,6.4,0.4,0,6,0.4,0.1,0.2,0
560039628001018,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001054,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001025,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001402,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001394,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001029,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001045,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001432,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004237,2.1,0.3,0.1,0,0,2.2,0.3,0,1.9,0.3,0.1,0.1,0
560039628001036,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001458,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001448,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001496,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001405,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004443,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004117,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001062,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004191,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004491,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004078,1.1,0.2,0,0,0,1.1,0.1,0,1,0.1,0,0,0
560039628004123,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001382,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001363,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004481,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001563,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004480,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004095,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003041,2.2,0.3,0,0,0,2.2,0.3,0,2.1,0.3,0.1,0.1,0
560039628003045,7.1,1,0.1,0.1,0.1,7.2,0.9,0,6.8,0.9,0.2,0.3,0
560039628003054,16.3,2.3,0.2,0.1,0.2,16.7,2.1,0.1,15.7,2,0.4,0.6,0
560039628003017,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003031,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003023,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628003026,3.3,0.5,0,0,0,3.3,0.4,0,3.1,0.4,0.1,0.1,0
560039628001427,1.8,0.4,0,0,0,1.8,0.5,0,1.7,0.4,0,0.1,0
560039628001369,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001264,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001560,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002144,10.4,1.9,0.2,0.1,0.1,10.4,1.9,0,9.5,1.7,0.5,0.5,0
560039626001494,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002147,3.6,0.7,0.1,0,0,3.6,0.7,0,3.3,0.6,0.2,0.2,0
560039626002153,3.1,0.6,0,0,0,3.1,0.6,0,2.8,0.5,0.2,0.2,0
560039626001472,1.6,0.3,0,0,0,1.6,0.3,0,1.4,0.3,0.1,0.1,0
560039626001476,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001141,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002172,11.9,2.2,0.2,0.1,0.1,12,2.2,0,10.9,1.9,0.6,0.6,0
560039626002184,6.7,1.3,0.1,0,0.1,6.8,1.3,0,6.2,1.1,0.3,0.4,0
560039626002341,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002383,6,0.5,0,0,0,6.1,0.4,0,5.7,0.4,0.1,0.2,0
560039626002312,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002351,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001918,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001960,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001314,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001316,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002110,2.6,0.5,0,0,0,2.6,0.5,0,2.4,0.4,0.1,0.1,0
560039626001878,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626001031,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001033,1.1,0.3,0,0,0,1.2,0.3,0,1.1,0.2,0,0.1,0
560039626001863,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626002307,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001933,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001371,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001450,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001360,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001400,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001362,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001414,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002074,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002277,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002111,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002119,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002246,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002120,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001149,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001154,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001127,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002147,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002149,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004371,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628002028,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001043,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001130,6.3,0.9,0.2,0,0,6.5,0.8,0,5.9,1,0.2,0.2,0
560039628001455,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004289,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004027,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004011,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004004,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001493,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628004269,2.6,0.3,0.1,0,0,2.7,0.3,0,2.4,0.4,0.1,0.1,0
560039628004323,0,0,0,0,0,0,0,0,0,0,0,0,0
560039628001521,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001460,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001558,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001570,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001618,1.8,0.1,0,0,0,1.8,0.1,0,1.7,0.1,0,0.1,0
560039626001569,0.6,0,0,0,0,0.6,0,0,0.6,0,0,0,0
560039626001603,13.8,1.1,0.1,0,0,14.1,0.9,0,13.2,1,0.2,0.5,0
560039626001431,1.8,0.1,0,0,0,1.8,0.1,0,1.7,0.1,0,0.1,0
560039626001426,3,0.2,0,0,0,3.1,0.2,0,2.9,0.2,0.1,0.1,0
560039626001629,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001047,1.1,0.3,0,0,0,1.2,0.3,0,1.1,0.2,0,0.1,0
560039626001399,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001497,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001959,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001313,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002043,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002076,1.6,0.3,0,0,0,1.6,0.3,0,1.4,0.3,0.1,0.1,0
560039626002074,2.6,0.5,0,0,0,2.6,0.5,0,2.4,0.4,0.1,0.1,0
560039626002081,2.6,0.5,0,0,0,2.6,0.5,0,2.4,0.4,0.1,0.1,0
560039626001043,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001081,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002038,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002220,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001393,1.4,0.2,0,0,0,1.4,0.2,0,1.4,0.2,0,0,0
560039626001503,1,0.2,0,0,0,1,0.2,0,0.9,0.2,0.1,0.1,0
560039626002406,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002243,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626002478,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001461,0,0,0,0,0,0,0,0,0,0,0,0,0
560039626001612,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627001302,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003000,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627003033,1.9,0.6,0,0,0,1.9,0.6,0,1.8,0.5,0.1,0.1,0
560039627002281,0,0,0,0,0,0,0,0,0,0,0,0,0
560039627002247,0,0,0,0,0,0,0,0,0,0,0,0,0
