GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
05145009705,4797,22,4726,22,35,13,1,3524,13,3459,13,28,10,1,646,692,36040,91623,08310,4,2
05145009706,3853,20,3641,20,159,19,14,2774,9,2643,9,91,12,10,707,525,3280,90096,02700,4,2
05145009707,2836,17,2742,17,58,11,8,2251,8,2174,8,45,8,8,478.33,568.9,63020,91506,12210,4,2
05145009708,4562,110,4239,110,147,14,49,4150,104,3763,104,124,9,46,881.86,1048.84,63020,91506,12210,4,2
05145009709,5808,28,5310,28,445,20,4,4246,13,3894,13,308,15,3,902.26,1073.1,63020,91506,12210,4,2
05145009710,3739,18,3694,18,5,19,3,2771,9,2729,9,5,17,2,76,79,NA,90636,02880,4,2
05145009711,6104,20,5545,20,510,24,4,4490,9,4122,9,327,21,2,117,138,36430,92025,08400,4,2
05145009712,5807,31,5469,31,268,19,20,4262,18,4011,18,191,9,15,751,816,4600,93732,02880,4,2
05147009901,5818,11,4191,11,1594,11,10,4177,7,3144,7,1005,9,5,1260.05,608.49,42500,91092,09600,2,1
05147009902,3702,6,2305,6,1388,2,1,2612,5,1744,5,856,2,0,787.95,380.51,2740,90078,02670,2,1
05149009523,4766,51,4419,51,250,31,14,3608,33,3355,33,153,25,9,995,840,17380,91020,04930,4,2
05149009524,6470,42,6301,42,80,16,29,4781,27,4639,27,54,13,21,47,69,4960,91293,00041,4,2
05149009525,3679,65,3526,65,32,25,28,2792,41,2649,41,24,20,17,320,420,17320,91017,04890,4,2
05149009526,2844,19,2813,19,5,2,5,2135,13,2100,13,5,1,3,90,86,55970,92106,11460,4,2
