GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
05097009530,2901,22,2835,22,2,42,0,2345,12,2292,12,1,28,0,377,371,47690,93432,09990,3,4
05097009531,1815,5,1786,5,0,21,3,1375,4,1347,4,0,19,1,65,97,51290,92946,10800,3,4
05097009532,3125,29,3052,29,6,30,8,2344,18,2277,18,6,20,5,178,144,50030,94113,03770,3,4
05099009901,2705,11,1768,11,918,7,1,1935,5,1311,5,607,6,1,501.47,418.81,21610,91248,00030,1,4
05099009902,5474,48,3795,48,1611,16,4,4065,29,2921,29,1073,12,1,1053.48,879.82,57260,92520,11820,1,4
05099009903,1922,5,1253,5,661,3,0,1397,2,935,2,455,3,0,362.05,302.37,7450,92823,00030,1,4
05101009801,3345,22,3290,22,0,25,6,2426,9,2388,9,0,16,4,103,152,34900,91121,08240,3,3
05101009802,4321,21,4266,21,0,26,7,3115,12,3071,12,0,17,3,78,209,NA,92919,05010,3,3
05103009501,5418,35,3917,35,1441,10,15,3829,20,2850,20,921,8,10,983.49,765.36,4420,90441,00032,1,4
05103009502,3138,8,1882,8,1241,3,3,2375,5,1509,5,851,3,2,610.03,474.72,13750,93066,06060,1,4
05103009503,6621,41,4719,41,1838,13,8,4800,25,3478,25,1255,10,7,1232.9,959.44,66860,93393,12870,1,4
05103009504,4266,7,2918,7,1322,3,16,3276,4,2369,4,885,3,11,841.45,654.82,10720,91209,03870,1,4
05103009505,4815,14,3432,14,1346,10,13,3458,11,2553,11,869,8,6,888.2,691.2,10720,92073,06060,1,4
05103009506,6316,28,2749,28,3524,4,11,4660,20,2198,20,2412,3,7,1196.94,931.46,10720,91209,03870,1,4
05105009527,3495,22,3338,22,115,16,4,2615,19,2473,19,91,11,2,80,100,5920,93054,05580,4,2
05105009528,2797,8,2777,8,3,6,3,2058,2,2045,2,3,4,2,68,41,54710,91326,11340,4,2
05105009529,1677,17,1633,17,1,16,10,1303,6,1278,6,0,9,4,45,45,11890,90690,11340,4,2
05107009801,4494,23,2019,23,2422,4,26,3100,14,1603,14,1445,4,20,900.48,556.69,31180,93276,07680,2,1
05107009802,6718,29,3368,29,3304,7,9,4612,15,2440,15,2129,7,6,118,68,44420,93462,09510,2,1
05107009803,6792,78,4616,78,2076,14,8,4726,55,3469,55,1129,13,5,1372.8,848.69,74450,91767,07680,2,1
05107009804,3446,22,949,22,2464,5,5,2191,12,756,12,1405,3,3,636.44,393.46,31180,93276,07680,2,1
05107009805,4324,33,696,33,3587,5,3,2607,16,500,16,2069,4,2,757.28,468.16,74450,91767,07680,2,1
05107009806,3064,52,1145,52,1852,1,14,1875,32,817,32,983,1,10,802,503,20950,93573,05740,2,1
05109009533,3069,28,3022,28,0,18,1,2296,16,2252,16,0,11,1,391.9,558.7,27310,90810,06690,1,4
05109009534,2290,5,2272,5,3,7,3,1682,4,1667,4,2,4,1,287.1,409.3,17140,93345,08490,1,4
05109009535,4727,23,4304,23,371,29,0,3509,14,3233,14,228,20,0,327,338,48290,93606,10320,1,4
05111009901,4842,42,4390,42,405,1,3,3533,21,3224,21,263,1,3,513.26,398.52,39370,91527,00048,2,1
05111009902,1958,0,1905,0,47,5,1,1445,0,1401,0,38,5,1,87,76,NA,94068,00047,2,1
05111009903,3262,25,3134,25,93,7,0,2382,15,2291,15,54,7,0,591.17,410.79,70010,94068,00047,2,1
05111009904,3521,16,3436,16,55,4,10,2570,9,2510,9,31,4,7,637.83,443.21,70010,94068,00047,2,1
05111009905,5749,25,5575,25,127,18,4,4324,16,4189,16,82,17,4,708,522,30400,90402,07350,2,1
05111009906,2174,8,2134,8,29,2,1,1646,3,1614,3,23,2,1,184,170,73940,92796,13950,2,1
05111009907,3158,8,2126,8,1014,6,4,2256,5,1630,5,608,6,2,327.74,254.48,44210,92229,09420,2,1
05113009501,3301,35,3231,35,0,32,2,2455,27,2380,27,0,19,2,479.32,600.65,NA,92787,09750,3,3
05113009502,5261,34,5177,34,0,39,11,4022,21,3946,21,0,27,7,785.26,984.04,45170,90732,09750,3,3
05113009503,2240,33,2186,33,0,21,0,1659,20,1605,20,0,14,0,323.91,405.9,30700,90936,07470,3,3
05113009504,2647,12,2594,12,0,24,17,2070,8,2026,8,0,17,11,404.15,506.45,45170,90732,09750,3,3
05113009505,1907,34,1835,34,0,35,2,1388,19,1325,19,0,24,1,271,339.59,15700,93996,13440,3,3
05113009506,1991,153,1809,153,0,27,1,1477,93,1273,93,0,17,1,288.37,361.37,27970,92805,14160,3,3
05115009507,3238,16,3193,16,4,20,5,2314,11,2272,11,2,14,4,156,205,31150,91875,07620,3,3
05115009508,3150,20,3092,20,5,30,3,2275,12,2226,12,2,22,1,60,106,41270,90813,12060,3,3
05115009509,4559,45,4467,45,5,27,15,3303,22,3226,22,3,19,11,511,678,19600,91134,05430,3,3
05115009510,3641,20,3575,20,1,41,4,2543,8,2493,8,1,30,3,96,106,NA,90558,07620,3,3
05115009511,3545,18,3420,18,72,26,6,2640,12,2546,12,47,20,3,541,670,2590,94089,02610,3,3
05115009512,5078,47,4944,47,49,27,11,3602,31,3491,31,26,16,7,555.64,680.36,56990,91407,11700,3,3
05115009513,5494,71,5234,71,106,41,42,4172,42,3961,42,73,29,25,643.57,788.02,61670,91812,12060,3,3
05115009514,4015,52,3677,52,251,24,11,3532,42,3197,42,221,20,10,544.85,667.14,61670,91812,12060,3,3
05115009515,8249,58,7636,58,439,48,66,6079,36,5655,36,275,35,42,937.75,1148.23,61670,91812,12060,3,3
05115009516,4914,76,4592,76,187,24,34,3612,52,3369,52,103,18,18,557.19,682.25,61670,91812,12060,3,3
05117009601,3991,16,3582,16,375,16,2,3008,12,2742,12,232,10,0,453,442,18550,94023,05190,2,1
05117009602,2997,16,2577,16,395,8,0,2178,9,1918,9,236,6,0,404,387,30940,91650,07530,2,1
05117009603,2530,6,1992,6,524,6,2,1894,5,1541,5,335,6,2,246,235,18640,93939,05310,2,1
05119000001,717,3,489,3,219,2,4,653,1,454,1,191,2,4,149.5,121.45,41000,90300,09000,4,2
05119000002,2792,14,417,14,2354,4,0,1873,10,340,10,1511,2,0,428.81,348.37,41000,90300,09000,4,2
05119000003,2372,21,1004,21,1333,7,1,1883,16,953,16,890,7,1,431.1,350.23,41000,90300,09000,4,2
05119000004,1242,9,103,9,1126,2,1,845,7,82,7,746,2,1,193.46,157.16,41000,90300,09000,4,2
05119000005,4041,15,81,15,3942,3,0,2781,8,67,8,2695,3,0,636.7,517.25,41000,90300,09000,4,2
05119000006,3052,33,1235,33,1772,6,5,2524,28,1089,28,1369,6,4,577.86,469.45,41000,90300,09000,4,2
05119000007,2185,3,93,3,2082,1,0,1515,1,79,1,1433,1,0,346.85,281.78,41000,90300,09000,4,2
05119000008,592,2,7,2,583,0,0,480,2,7,2,469,0,0,109.89,89.28,41000,90300,09000,4,2
05119000009,468,15,245,15,202,5,0,426,14,221,14,172,5,0,97.53,79.23,41000,90300,09000,4,2
05119000010,3181,5,316,5,2851,4,2,2154,3,296,3,1846,4,2,493.15,400.63,41000,90300,09000,4,2
05119000011,3758,7,96,7,3641,10,1,2562,5,68,5,2474,10,0,586.56,476.51,41000,90300,09000,4,2
05119000012,2598,16,436,16,2108,7,30,1763,11,407,11,1308,6,20,403.63,327.91,41000,90300,09000,4,2
05119000013,3799,11,334,11,3440,4,7,2521,6,291,6,2211,3,4,577.17,468.89,41000,90300,09000,4,2
05119000014,3250,48,2072,48,1097,14,17,2546,37,1759,37,690,12,11,582.89,473.54,41000,90300,09000,4,2
05119000015,8046,62,7513,62,357,30,84,6803,53,6376,53,231,24,66,1557.51,1265.31,41000,90300,09000,4,2
05119000016,5994,40,5800,40,123,6,25,5077,23,4895,23,109,5,22,1162.35,944.29,41000,90300,09000,4,2
05119000017,696,10,537,10,119,3,27,691,9,530,9,114,2,27,158.2,128.52,41000,90300,09000,4,2
05119000018,5270,7,1410,7,3828,7,16,3566,5,1217,5,2323,3,13,816.42,663.25,41000,90300,09000,4,2
05119000019,4737,30,1548,30,3084,14,56,3410,23,1378,23,1938,10,38,780.7,634.24,41000,90300,09000,4,2
05119000023,828,13,814,13,0,1,0,671,7,656,7,0,1,0,153.62,124.8,10780,90300,09000,4,2
05119000025,1565,13,581,13,947,11,12,1113,10,487,10,585,11,10,254.82,207.01,50450,91731,10680,4,2
05119000026,2226,4,464,4,1731,8,16,1480,3,370,3,1090,5,9,338.84,275.27,50450,91731,10680,4,2
05119000027,7657,42,5071,42,2502,24,18,5474,17,3910,17,1498,17,15,1253.25,1018.13,50450,91731,10680,4,2
05119000028,3607,7,56,7,3534,4,6,2241,6,41,6,2183,3,2,513.07,416.81,50450,91731,10680,4,2
05119000029,1764,12,773,12,963,2,14,1343,6,693,6,626,2,10,307.47,249.79,50450,91731,10680,4,2
05119000030,6719,91,4422,91,2171,19,12,4971,48,3719,48,1130,19,7,1138.09,924.57,50450,91731,10680,4,2
05119000031,1095,11,822,11,250,10,2,988,8,756,8,204,10,2,226.2,183.76,50450,91731,10680,4,2
05119000038,4508,16,1608,16,2857,21,2,3142,10,1209,10,1898,14,1,719.35,584.39,50450,91731,11850,4,2
05119000039,2033,13,1625,13,391,3,1,1505,8,1256,8,229,3,1,344.56,279.92,50450,91731,11850,4,2
05119002001,5284,57,4409,57,767,19,31,4127,33,3554,33,475,13,19,944.86,767.59,41000,90300,09000,4,2
05119002002,5241,22,3321,22,1821,14,52,3735,15,2590,15,1060,12,43,855.11,694.68,41000,90300,09000,4,2
05119002101,8032,55,7156,55,708,18,94,6973,43,6225,43,579,16,67,1596.43,1296.93,41000,90300,09000,4,2
05119002102,4100,61,3068,61,845,10,116,3373,41,2619,41,577,7,88,772.23,627.36,41000,90300,09000,4,2
05119002201,5372,47,5150,47,121,13,39,4358,25,4179,25,94,12,23,997.74,810.56,41000,90300,09000,4,2
05119002203,5245,41,4751,41,390,12,46,4458,30,4034,30,315,10,39,1020.64,829.16,41000,90300,09000,4,2
05119002204,7718,72,7086,72,403,10,146,6096,50,5603,50,285,8,100,1395.65,1133.81,41000,90300,09000,4,2
05119002205,8709,69,7825,69,648,24,137,7232,55,6542,55,463,23,94,1655.73,1345.1,41000,90300,09000,4,2
05119002402,15,0,1,0,14,0,0,11,0,1,0,10,0,0,2.52,2.05,41000,90300,09000,4,2
05119002403,3820,24,1818,24,1941,3,34,2631,18,1469,18,1098,3,25,602.35,489.35,41000,90300,09000,4,2
05119002404,8481,44,4237,44,4087,11,99,5990,31,3428,31,2420,10,70,1371.38,1114.1,41000,90300,09000,4,2
05119002405,3252,15,1758,15,1451,6,19,2301,12,1406,12,856,4,11,526.8,427.97,41000,90300,09000,4,2
05119002406,3243,44,2364,44,813,6,15,2437,28,1881,28,486,5,9,557.94,453.27,41000,90300,09000,4,2
05119003201,6874,112,5917,112,814,17,13,5254,69,4631,69,458,16,11,1202.88,977.21,50450,91731,10680,4,2
05119003202,7203,50,6369,50,731,32,19,5275,36,4786,36,388,19,10,1207.69,981.11,50450,91731,10680,4,2
05119003301,6476,49,5891,49,467,25,43,5316,30,4920,30,289,18,29,1217.07,988.74,50450,91731,10680,4,2
05119003303,3942,27,3830,27,59,9,17,3229,24,3112,24,50,4,15,739.26,600.57,50450,91731,10680,4,2
05119003304,5915,36,5659,36,150,23,47,4838,24,4630,24,111,20,29,1107.64,899.84,50450,91731,10680,4,2
05119003401,6792,47,6529,47,116,40,58,4922,31,4718,31,80,29,33,1126.87,915.46,34750,91731,11850,4,2
05119003402,5329,74,5023,74,164,38,28,3745,41,3522,41,98,26,17,857.4,696.54,26710,91731,11850,4,2
05119003585,6512,288,5061,288,919,26,216,4302,173,3219,173,579,22,136,984.92,800.14,34750,91731,11850,4,2
05119003605,4763,80,3867,80,739,28,48,3444,50,2856,50,430,24,34,788.49,640.56,34750,91731,11850,4,2
05119003606,3158,38,2078,38,996,14,31,2198,22,1546,22,576,10,22,503.22,408.81,34750,91731,11850,4,2
05119003607,4524,85,3210,85,1111,22,93,3074,61,2240,61,631,18,63,703.78,571.74,34750,91731,11850,4,2
05119003684,5504,112,4516,112,761,16,97,3995,76,3340,76,424,12,67,914.64,743.04,34750,91731,11850,4,2
05119003685,8339,134,7070,134,912,46,175,6118,91,5253,91,525,33,125,1400.69,1137.91,34750,91731,11850,4,2
05119003701,7163,73,6840,73,208,22,20,5195,47,4958,47,114,18,11,1189.37,966.23,50450,91731,11850,4,2
05119003703,7235,76,6907,76,185,28,39,5379,47,5126,47,109,19,31,1231.5,1000.46,63800,91731,11850,4,2
05119003704,3098,33,2786,33,266,6,5,2214,19,2035,19,133,5,3,506.88,411.79,63800,91731,11850,4,2
05119003705,8347,100,7662,100,516,26,42,6163,68,5645,68,329,19,34,1410.99,1146.28,63800,91731,11850,4,2
05119004001,4059,14,712,14,3320,12,1,2668,6,549,6,2100,6,1,610.83,496.23,41000,90300,11850,4,2
05119004003,8184,39,5472,39,2622,32,19,5782,26,4084,26,1612,22,12,1323.76,1075.41,41000,90300,11850,4,2
05119004004,3851,21,3398,21,389,20,22,2765,14,2492,14,221,15,9,633.03,514.27,53555,90300,11850,4,2
05119004005,2849,9,1010,9,1822,4,2,2186,8,824,8,1340,4,2,500.47,406.58,76970,90300,11850,4,2
05119004103,3631,39,2727,39,839,13,13,2755,28,2145,28,534,11,9,630.74,512.41,41000,90300,09000,4,2
05119004104,1587,4,1405,4,170,7,0,1214,3,1094,3,110,4,0,277.94,225.8,41000,90300,09000,4,2
05119004105,5859,68,4269,68,1467,23,32,4080,43,3158,43,794,20,22,934.1,758.85,41000,90300,09000,4,2
05119004106,5456,38,3540,38,1818,23,35,3846,21,2742,21,1018,17,27,880.52,715.33,41000,90300,09000,4,2
05119004107,3511,38,2433,38,989,24,27,2663,23,1970,23,614,15,18,609.68,495.3,41000,90300,09000,4,2
05119004108,5845,63,2615,63,3124,14,29,3976,44,2072,44,1781,12,23,910.29,739.51,41000,90300,09000,4,2
05119004201,1966,1,1820,1,140,4,1,1462,1,1353,1,102,4,1,334.72,271.92,NA,90300,11850,4,2
05119004202,2508,14,2463,14,16,12,3,1807,9,1774,9,4,8,3,413.7,336.09,NA,90300,11850,4,2
05119004203,52,0,52,0,0,0,0,42,0,42,0,0,0,0,9.62,7.81,41000,90300,09000,4,2
05119004205,1997,13,1657,13,302,10,14,1541,10,1292,10,214,5,10,352.8,286.62,41000,90300,11850,4,2
05119004206,15255,133,14118,133,725,40,237,11381,97,10514,97,480,33,160,2605.63,2116.79,41000,90300,09000,4,2
05119004207,3360,28,3206,28,89,20,16,2561,21,2435,21,53,20,11,586.33,476.33,41000,90300,11850,4,2
05119004208,5266,31,4821,31,387,17,10,3869,16,3539,16,277,13,8,885.79,719.61,41000,90300,11850,4,2
05119004301,9216,78,8407,78,650,37,44,6505,47,5915,47,432,30,34,1489.29,1209.89,44600,91731,11850,4,2
05119004302,4730,30,4293,30,377,20,9,3501,18,3183,18,258,16,8,801.54,651.16,50450,91731,11850,4,2
05121009601,4643,22,4600,22,14,6,1,3453,11,3413,11,12,5,1,58,45,59180,90990,09570,2,1
05121009602,5050,20,4975,20,35,16,4,3723,12,3660,12,25,12,2,27,26,58280,91899,11640,2,1
05121009603,6865,33,6690,33,96,28,14,5179,23,5035,23,68,20,10,731,585,56540,91059,11610,2,1
05123009601,4470,56,1896,56,2475,16,27,2977,39,1432,39,1429,13,25,71,25,33760,91437,08010,2,1
05123009602,6374,29,4144,29,2173,13,13,4391,14,3031,14,1307,13,12,1121.34,677.3,43280,92340,06270,2,1
05123009603,3211,9,2092,9,1104,4,2,2229,4,1533,4,684,3,1,64,64,74840,93981,00051,2,1
05123009604,5036,51,1728,51,3225,5,27,3271,29,1344,29,1847,5,17,835.32,504.55,24430,92340,06270,2,1
05123009605,3383,14,2705,14,619,7,36,2484,8,2068,8,368,4,28,634.34,383.15,24430,92340,06270,2,1
05123009606,6023,43,2086,43,3884,2,6,3859,19,1524,19,2289,2,6,484,286,24430,92340,06270,2,1
05125000103,6614,33,6547,33,8,14,11,4900,19,4840,19,5,9,8,1091.86,976.97,5290,93315,02960,4,2
05125010101,4028,24,3960,24,14,20,8,3088,15,3030,15,10,13,5,688.09,615.69,5290,93315,02960,4,2
05125010102,4112,36,4038,36,14,12,11,3077,15,3022,15,6,12,7,685.64,613.5,5290,93315,02960,4,2
05125010103,2985,9,2955,9,3,12,6,2226,7,2197,7,3,8,4,496.02,443.82,9460,90522,03690,4,2
05125010201,5751,27,4932,27,756,27,8,4207,19,3662,19,483,18,6,937.44,838.8,5290,93315,02960,4,2
05125010202,373,3,368,3,0,2,0,268,1,264,1,0,2,0,129,123,NA,93354,02790,4,2
05125010402,7674,39,7510,39,46,29,42,5414,18,5306,18,26,18,28,195,216,NA,90105,00015,4,2
05125010403,6642,42,6402,42,89,47,62,4711,20,4540,20,59,31,41,701,953,63470,92775,03690,4,2
05125010404,4639,37,4413,37,153,18,18,3273,24,3088,24,109,15,13,729.32,652.57,9460,90522,03690,4,2
05125010502,6164,20,6107,20,1,23,13,4727,17,4666,17,1,20,6,37,26,33482,92370,06420,4,2
05125010503,4518,31,4298,31,170,15,4,3441,20,3223,20,166,11,1,368,304,30640,91638,07320,4,2
05125010504,5178,41,5013,41,75,28,21,3744,22,3632,22,31,23,14,580,715,9460,92799,03690,4,2
05125010505,5505,36,5394,36,17,23,35,3795,25,3698,25,6,16,25,845.63,756.65,62210,93291,03690,4,2
05127009501,4236,12,4137,12,1,57,28,3132,8,3070,8,0,34,12,47,72,43880,91689,13680,3,3
05127009502,3852,25,3784,25,0,30,11,2891,16,2836,16,0,17,6,762,975,72380,91689,13680,3,3
05127009503,2117,5,2082,5,0,19,10,1608,5,1580,5,0,12,6,48,67,NA,90348,13680,3,3
05129009701,2198,3,2164,3,1,28,2,1663,3,1641,3,1,15,0,72,114,55280,90609,12720,3,1
05129009702,3341,14,3303,14,1,18,5,2538,6,2510,6,1,12,3,72,243,44300,90178,09480,3,1
05129009703,2302,15,2259,15,0,20,8,1747,6,1713,6,0,16,6,169,310,39460,94062,08880,3,1
05131000001,5530,162,3513,162,903,88,854,3943,85,2676,85,559,58,480,27.19,55.02,24550,93741,06330,3,3
05131000002,4039,67,3369,67,260,54,289,2869,39,2453,39,119,41,178,19.78,40.03,24550,93741,06330,3,3
05131000003,1645,22,1022,22,532,29,38,1215,15,754,15,381,26,24,8.38,16.95,24550,93741,06330,3,3
05131000004,3783,130,1646,130,1436,55,510,2629,83,1222,83,916,36,289,18.13,36.68,24550,93741,06330,3,3
05131000006,4337,40,4072,40,156,28,37,3460,27,3261,27,92,21,32,23.86,48.28,24550,93741,06330,3,3
05131000007,4960,48,4466,48,296,63,82,3934,32,3569,32,195,42,64,27.13,54.89,24550,93741,06330,3,3
05131000008,4366,66,3696,66,247,88,269,3277,34,2814,34,164,65,166,22.6,45.73,24550,93741,06330,3,3
05131000101,6700,76,6548,76,8,49,18,4898,42,4769,42,5,30,10,33.77,68.35,38890,90279,08730,3,3
05131000102,5954,60,5748,60,3,128,15,4214,34,4062,34,2,72,10,29.06,58.8,28780,90741,06990,3,3
05131000501,4365,63,3306,63,805,57,127,3377,45,2625,45,532,46,84,23.29,47.12,24550,93741,06330,3,3
05131000502,2559,42,2103,42,318,15,80,2023,27,1714,27,197,13,45,13.95,28.23,24550,93741,06330,3,3
05131000901,201,4,161,4,28,7,1,189,4,146,4,27,7,1,1.3,2.64,24550,93741,06330,3,3
05131000902,1083,12,953,12,65,24,29,912,7,802,7,56,17,23,6.29,12.73,24550,93741,06330,3,3
05131001001,4617,28,4373,28,58,74,84,3647,20,3457,20,39,56,55,25.15,50.89,24550,93741,06330,3,3
05131001002,2229,14,2146,14,23,27,18,1686,8,1629,8,12,19,10,11.63,23.53,24550,93741,06330,3,3
05131001101,3891,41,3710,41,49,57,34,3288,34,3112,34,36,44,28,22.67,45.88,24550,93741,06330,3,3
05131001102,3031,51,2797,51,94,17,72,2254,38,2063,38,58,13,44,15.54,31.45,24550,93741,06330,3,3
05131001201,3271,40,3098,40,47,46,40,2521,24,2377,24,36,33,27,17.38,35.18,24550,93741,06330,3,3
05131001202,2596,30,2393,30,41,44,86,2011,20,1845,20,32,36,58,13.87,28.06,24550,93741,06330,3,3
05131001301,2422,23,2302,23,22,24,51,1734,13,1651,13,11,14,32,11.96,24.2,24550,93741,06330,3,3
05131001302,4354,77,3901,77,47,87,239,3152,46,2838,46,36,53,133,21.73,43.98,3640,92544,06330,3,3
05131001303,4665,71,4421,71,53,86,34,3516,40,3317,40,35,57,27,24.24,49.06,24550,93741,06330,3,3
05131001304,5424,52,5106,52,72,63,131,3810,27,3605,27,37,35,79,26.27,53.16,24550,92280,06330,3,3
05131001305,4088,28,3929,28,37,42,52,2878,21,2746,21,26,34,30,19.84,40.16,24550,93741,06330,3,3
05131010301,4401,48,4277,48,1,62,13,3199,32,3084,32,1,40,10,160,313,7540,90900,07170,3,3
05131010302,5079,67,4933,67,16,50,13,3827,41,3689,41,13,34,9,157,154,30490,93531,07410,3,3
05133009801,3201,61,3074,61,9,52,5,2367,34,2258,34,6,31,4,0,0,27010,91950,00049,3,4
05133009802,3267,60,3102,60,54,49,2,2422,34,2276,34,44,32,2,463,368,33310,90840,07860,3,4
05133009803,4612,501,3694,501,330,74,9,3817,345,2841,345,222,55,9,0,0,18490,90177,00049,3,4
05133009804,2557,10,2129,10,391,27,0,1881,5,1573,5,281,17,0,53,34,41090,93060,09030,3,4
05133980598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90528,07860,3,4
05135009701,1620,6,1598,6,0,15,1,1261,3,1246,3,0,8,1,54,66,NA,92808,14190,2,1
05135009702,4760,15,4703,15,3,37,2,4015,8,3971,8,3,23,2,228,202,13450,90768,07770,2,1
05135009703,2865,14,2830,14,2,16,3,2155,9,2120,9,2,13,2,41,33,2470,93174,07770,2,1
05135009704,4864,22,4739,22,59,33,11,3660,17,3571,17,28,22,5,23,29,12280,90705,04050,2,1
05137009501,3360,18,3322,18,0,19,1,2552,10,2516,10,0,15,1,93,110,23680,92724,00003,2,1
05137009502,6415,24,6330,24,8,34,19,4875,10,4820,10,2,25,8,78,84,47540,90366,10200,2,1
05139009501,4250,14,2241,14,1983,9,3,3040,7,1691,7,1324,8,3,608.89,679.4,34090,92121,12930,1,4
05139009502,4534,32,3595,32,901,4,2,3317,23,2642,23,623,4,2,664.37,741.31,50060,91365,10620,1,4
05139009503,2945,9,2174,9,750,10,2,2158,8,1614,8,517,9,2,432.23,482.29,64730,93396,12510,1,4
05139009504,5780,24,4485,24,1259,10,2,4220,18,3325,18,850,7,2,845.24,943.12,36130,93777,08340,1,4
05139009505,5640,35,5187,35,407,7,4,4007,20,3676,20,281,7,3,802.58,895.52,21070,91218,05680,1,4
05139009506,4070,20,3099,20,929,1,21,2965,14,2375,14,549,1,12,593.87,662.64,21070,91218,05680,1,4
05139009507,5482,42,4537,42,866,20,17,4281,29,3621,29,579,12,11,857.46,956.75,21070,91218,05680,1,4
05139009508,4009,9,3057,9,917,6,20,3139,9,2480,9,620,4,17,628.72,701.53,21070,91218,05680,1,4
05139009509,3627,12,1655,12,1952,4,3,2409,12,1291,12,1089,2,3,482.51,538.38,21070,91218,05680,1,4
05139009510,6382,25,2266,25,4074,4,13,4524,16,1824,16,2656,4,8,906.13,1011.06,21070,91218,05680,1,4
05141009601,3109,31,3019,31,26,26,7,2280,12,2212,12,23,16,5,94,105,14260,91542,04410,2,2
05141009602,3203,22,3158,22,6,11,6,2503,10,2469,10,3,7,4,21,32,14260,91542,04410,2,2
05141009603,4650,23,4592,23,6,25,4,3840,12,3791,12,5,17,3,215,252,22660,91830,12420,2,2
05141009604,3046,22,3005,22,3,14,2,2298,10,2266,10,3,7,2,141,121,17290,91035,12570,2,2
05143000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23290,91117,12660,3,3
05143000102,2456,86,2278,86,2,28,62,1879,52,1714,52,2,18,41,205.72,234.92,66080,91107,12660,3,3
05143000103,6234,94,5981,94,7,86,62,4513,59,4293,59,6,58,38,494.1,564.22,66080,91108,12660,3,3
05143000106,4859,70,4396,70,263,60,67,3878,57,3508,57,167,42,47,424.58,484.83,23290,91110,06120,3,3
05143000108,3259,65,2708,65,248,35,198,2877,43,2368,43,201,28,194,314.98,359.69,23290,91111,06120,3,3
05143000109,2370,35,2061,35,211,17,44,2382,35,2042,35,209,17,44,260.79,297.8,23290,91109,06120,3,3
05143000112,1372,9,1331,9,8,17,7,1082,9,1037,9,5,16,6,118.46,135.27,66080,91108,12660,3,3
05143010101,2870,47,2766,47,2,43,12,2091,27,2001,27,1,27,8,228.93,261.42,66080,91117,12660,3,3
05143010102,3677,25,3608,25,8,34,2,2768,12,2713,12,6,23,2,303.05,346.06,27670,91117,12660,3,3
05143010103,8569,102,8196,102,92,68,110,6525,59,6212,59,63,50,82,714.38,815.77,23290,91112,06120,3,3
05143010104,4133,30,3975,30,79,30,19,3104,19,2978,19,49,23,16,339.84,388.07,23290,91112,06120,3,3
05143010105,4813,52,4658,52,23,51,29,3461,33,3329,33,12,37,17,378.92,432.7,23290,91117,06120,3,3
05143010401,4260,120,4041,120,0,36,62,3201,72,2997,72,0,25,35,836,1070,66080,91107,12660,3,3
05143010402,3918,48,3810,48,0,37,23,3072,21,2986,21,0,27,17,336.33,384.07,66080,91106,12660,3,3
05143010403,3924,43,3759,43,7,78,37,2923,26,2789,26,3,59,20,320.02,365.44,66080,91106,12660,3,3
05143010501,2914,35,2832,35,1,36,10,2133,21,2058,21,1,24,8,103.99,147.18,69740,91105,12660,3,3
05143010502,5201,37,5110,37,1,38,15,3747,20,3668,20,1,27,11,182.68,258.55,66080,91105,12660,3,3
05143010503,3841,33,3746,33,14,28,20,2729,21,2647,21,6,20,14,133.05,188.31,66080,91105,12660,3,3
05143010504,4717,60,4532,60,1,115,9,3441,44,3276,44,1,70,6,376.73,430.2,57170,91115,11760,3,3
05143010505,3556,43,3386,43,45,58,22,2594,27,2461,27,25,39,15,126.47,178.99,23290,91110,06120,3,3
05143010506,4015,45,3881,45,30,49,10,2982,29,2870,29,18,29,7,326.48,372.82,23290,91115,06090,3,3
05143010701,5309,91,4779,91,253,46,136,4898,69,4377,69,221,37,125,238.8,337.97,23290,91110,06120,3,3
05143010702,3671,53,3473,53,105,26,13,2886,37,2715,37,68,20,9,315.97,360.81,23290,91111,06120,3,3
05143011001,4066,54,3926,54,30,48,8,3059,32,2941,32,16,31,7,197.71,275.79,57170,91115,11760,3,3
05143011002,2897,41,2744,41,1,107,3,2122,16,2030,16,1,56,3,137.15,191.31,39970,91114,08940,3,3
05143011003,3404,40,3307,40,7,43,7,2429,18,2358,18,4,28,3,156.99,218.99,74360,91116,14010,3,3
05143011004,3001,28,2884,28,5,78,6,2184,17,2086,17,4,54,6,141.15,196.9,76190,91114,08940,3,3
05143011101,4267,62,3888,62,206,85,26,3131,38,2860,38,117,60,18,342.79,391.44,23290,91113,06120,3,3
05143011102,2857,50,2763,50,6,34,4,2103,28,2013,28,4,26,4,230.24,262.92,23290,91113,06120,3,3
05143011103,2979,28,2905,28,1,41,4,2116,10,2074,10,1,20,1,231.67,264.55,74360,91116,05760,3,3
05145009701,4477,25,4423,25,0,27,2,3268,15,3214,15,0,23,1,88,86,8260,92193,02700,4,2
05145009702,3691,21,3642,21,1,25,2,2729,12,2684,12,0,19,2,193,186,53240,90285,11070,4,2
05145009703,2888,14,2867,14,2,4,1,2113,7,2092,7,2,4,1,49,60,60770,92037,12000,4,2
05145009704,6114,46,5962,46,64,31,9,4638,25,4510,25,47,23,8,985.56,1172.17,63020,91506,12210,4,2
