GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
13021000101,2667,15,49,15,2601,2,0,1853,9,45,9,1788,2,0,391.16,251.55,NA,49000,91890,NA,00420,1,3
13021000102,2566,23,1798,23,733,3,8,2105,14,1521,14,545,3,8,444.35,285.76,NA,49000,91890,NA,00420,1,8
13021000103,1920,6,329,6,1582,0,2,1359,3,287,3,1064,0,2,286.88,184.49,NA,49000,91890,NA,00420,1,3
13021000104,4458,19,105,19,4327,3,4,3247,15,95,15,3116,2,4,685.42,440.79,NA,49000,91890,NA,00420,1,3
13021000105,2031,7,235,7,1783,4,2,1289,7,228,7,1044,1,2,272.1,174.99,NA,49000,91890,NA,00420,1,3
13021000106,3077,56,1600,56,1387,6,27,2639,54,1522,54,977,5,27,557.08,358.25,NA,49000,91890,NA,00420,1,3
13021000107,476,7,306,7,162,1,0,472,5,301,5,160,1,0,99.64,64.08,NA,49000,91890,NA,00420,1,3
13021000108,1711,25,1366,25,304,6,10,1574,23,1270,23,245,6,7,332.26,213.67,NA,49000,91890,NA,00420,1,3
13021000110,4686,33,3155,33,1432,2,63,3851,28,2725,28,1028,2,40,812.92,522.78,NA,49000,91890,NA,00420,1,8
13021000111,3802,11,315,11,3471,4,1,2628,10,263,10,2341,3,1,554.75,356.76,NA,49000,91890,NA,00420,1,3
13021000112,1617,7,8,7,1598,4,0,1206,5,8,5,1186,2,0,254.58,163.72,NA,49000,91890,NA,00420,1,3
13021000113,1535,20,181,20,1333,0,0,898,8,159,8,723,0,0,189.56,121.91,NA,49000,91890,NA,00420,1,3
13021000114,1269,6,145,6,1117,1,0,1093,5,137,5,945,1,0,230.73,148.38,NA,49000,91890,NA,00420,1,3
13021000115,2449,14,103,14,2332,0,0,1686,10,91,10,1575,0,0,355.9,228.88,NA,49000,91890,NA,00420,1,3
13021000118,3853,32,3464,32,343,3,10,3060,22,2780,22,224,3,9,645.95,415.4,NA,49000,91890,NA,00420,1,8
13021000119,2465,10,1600,10,835,1,17,1883,8,1331,8,521,1,14,397.49,255.62,NA,49000,91890,NA,00420,1,8
13021000120,3989,18,3897,18,45,0,28,3141,14,3067,14,29,0,17,663.04,426.4,NA,49000,91890,NA,00420,1,8
13021000121,6895,58,6152,58,547,11,125,5338,43,4792,43,363,10,87,1126.82,724.65,NA,49000,91890,NA,00420,1,8
13021000122,2342,21,1143,21,1173,4,1,1642,13,892,13,721,2,1,346.62,222.91,NA,49000,91890,NA,00420,1,3
13021000123,3966,27,1282,27,2647,1,8,2980,16,1089,16,1852,1,6,629.06,404.54,NA,49000,91890,NA,00420,1,3
13021000124,5184,5,1381,5,3778,12,6,3630,4,1207,4,2405,5,5,766.27,492.78,NA,49000,91890,NA,00420,1,3
13021000125,3923,15,872,15,3023,3,7,2794,13,779,13,1983,2,4,589.79,379.29,NA,49000,91890,NA,00420,1,3
13021000126,4946,32,2609,32,2284,9,12,3721,23,2091,23,1568,6,10,785.48,505.14,NA,49000,91890,NA,00420,1,8
13021000127,2833,18,698,18,2112,1,4,1952,9,586,9,1343,1,4,412.05,264.99,NA,49000,91890,NA,00420,1,3
13021000128,3747,14,1979,14,1733,4,17,2627,9,1610,9,983,4,12,554.54,356.62,NA,49000,91890,NA,00420,1,3
13021000129,2389,8,1802,8,575,3,1,1790,6,1424,6,350,3,1,377.86,243,NA,49000,91890,NA,00420,1,8
13021000130,1747,4,749,4,984,6,3,1225,1,545,1,672,5,1,258.59,166.3,NA,49000,91890,NA,00420,1,3
13021011701,2371,15,1221,15,1126,0,9,1760,8,1018,8,719,0,7,371.52,238.92,NA,49000,91890,NA,00420,1,3
13021011702,5271,7,1192,7,4067,1,1,3765,7,1023,7,2727,0,1,794.77,511.11,NA,49000,91890,NA,00420,1,3
13021013101,6492,23,4489,23,1942,10,28,4392,14,3286,14,1055,10,13,927.12,596.23,NA,49000,91890,NA,00420,1,8
13021013102,3630,20,2836,20,756,12,4,2661,14,2181,14,442,6,4,561.72,361.24,NA,49000,91890,NA,00420,1,8
13021013201,5062,18,2598,18,2412,4,29,3567,15,2023,15,1488,4,22,752.97,484.23,NA,49000,91890,NA,00420,1,8
13021013202,3017,68,1647,68,1280,5,17,2267,48,1311,48,844,5,11,478.55,307.75,NA,49000,91890,NA,00420,1,3
13021013301,1161,17,883,17,261,0,0,876,12,677,12,175,0,0,207.87,59.94,NA,NA,92922,NA,00420,1,8
13021013302,5027,23,1669,23,3323,3,6,3494,15,1291,15,2167,2,4,829.13,239.06,NA,NA,92922,NA,00420,1,3
13021013497,6208,23,5819,23,317,3,46,4325,17,4043,17,215,3,30,912.98,587.13,NA,49000,91890,NA,00420,1,8
13021013498,7966,63,7181,63,523,9,187,5907,46,5320,46,377,6,112,1246.93,801.89,NA,49000,91890,NA,00420,1,8
13021013501,6682,49,6418,49,174,10,31,5032,27,4821,27,127,8,22,1062.22,683.11,NA,NA,92634,NA,00420,1,8
13021013502,2207,13,2025,13,153,7,9,1655,9,1502,9,124,5,6,349.36,224.67,NA,NA,92634,NA,00420,1,3
13021013601,5913,34,5452,34,393,5,29,4389,25,4026,25,288,5,20,926.49,595.82,NA,NA,91794,NA,00420,1,8
13021013602,6390,32,4966,32,1360,17,14,4957,28,3746,28,1127,16,12,1046.39,672.93,NA,49000,91794,NA,00420,1,8
13021013797,12,0,10,0,2,0,0,9,0,7,0,2,0,0,2.29,0.94,NA,NA,92922,NA,00420,1,3
13021013798,15,0,15,0,0,0,0,10,0,10,0,0,0,0,2.11,1.36,NA,NA,91890,NA,00420,1,8
13023009901,943,0,775,0,166,0,2,681,0,574,0,106,0,1,126.98,113.91,NA,1500,92670,NA,00440,5,8
13023009902,3936,12,2400,12,1492,3,29,2851,9,1842,9,975,2,14,531.61,476.89,NA,17328,90708,NA,00440,5,8
13023009903,5551,31,4800,31,670,3,47,4180,22,3690,22,411,2,33,779.41,699.2,NA,17328,90708,NA,00440,5,8
13025009801,3248,6,2991,6,229,21,1,2219,6,2054,6,144,9,0,417.3,239.77,NA,NA,93306,NA,00480,3,2
13025009802,4126,15,3852,15,249,8,2,2903,8,2728,8,152,5,2,545.93,313.68,NA,54124,92124,NA,00480,3,2
13025009803,3703,15,3565,15,118,3,2,2615,11,2507,11,83,3,0,491.77,282.56,NA,39216,91500,NA,00480,3,2
13027009901,895,81,526,81,286,2,0,734,74,396,74,189,1,0,111.52,82.09,NA,NA,90222,NA,00540,9,3
13027009902,1516,28,1039,28,448,0,1,1123,21,807,21,273,0,1,170.62,125.59,NA,5708,90234,NA,00540,9,3
13027009903,3416,73,2645,73,689,6,3,2489,51,1953,51,427,5,2,378.17,278.37,NA,53032,92088,NA,00540,9,3
13027009904,3885,26,1966,26,1869,7,16,2689,14,1569,14,1078,6,8,408.56,300.73,NA,63224,92436,NA,00540,9,3
13027009905,3206,24,1149,24,2025,2,6,2169,17,874,17,1256,1,4,329.55,242.58,NA,63224,92436,NA,00540,9,3
13027009906,1543,18,632,18,892,0,1,1097,13,497,13,573,0,1,166.67,122.69,NA,NA,90948,NA,00540,9,3
13027009907,937,3,768,3,156,10,0,697,2,577,2,107,9,0,105.9,77.95,NA,NA,91086,NA,00540,9,3
13029009201,7889,38,6163,38,1657,15,16,5348,26,4286,26,988,9,13,852.65,741.44,NA,60004,92346,NA,00570,3,2
13029009202,94,4,48,4,42,0,0,98,4,48,4,42,0,0,15.62,13.59,NA,NA,91236,NA,00003,3,2
13029009203,7455,94,6721,94,590,7,42,5085,68,4506,68,413,4,26,810.72,704.98,NA,65044,92514,NA,00570,3,2
13031009901,3160,7,2078,7,1068,7,0,2157,5,1524,5,620,3,0,269.54,254.43,NA,62216,92400,NA,00630,3,2
13031009902,6255,28,3639,28,2562,7,16,4548,20,2768,20,1724,7,9,568.31,536.47,NA,73256,92844,NA,00630,3,2
13031009903,4300,20,3409,20,865,2,2,3128,12,2550,12,550,2,2,390.87,368.97,NA,73256,92844,NA,00630,3,2
13031009904,9596,116,6567,116,2769,11,131,8799,109,6292,109,2157,11,121,1099.51,1037.91,NA,73256,92844,NA,00630,3,2
13031009905,4633,23,4014,23,578,4,13,3907,18,3473,18,384,4,10,488.21,460.86,NA,73256,92844,NA,00630,3,2
13031009906,6280,55,4783,55,1387,9,40,4570,37,3655,37,808,6,27,571.06,539.06,NA,73256,92844,NA,00630,3,2
13031009907,3817,40,2902,40,859,8,4,2820,28,2194,28,564,4,2,352.38,332.64,NA,11000,90426,NA,00630,3,2
13031009908,1655,40,981,40,625,4,4,1200,32,732,32,397,3,4,149.95,141.55,NA,64372,92472,NA,00630,3,2
13031009909,3429,31,2908,31,482,3,5,2434,19,2092,19,297,3,4,304.15,287.11,NA,NA,92142,NA,00630,3,2
13033009501,3677,21,2038,21,1607,4,6,2481,13,1443,13,1006,3,3,410.13,210.9,NA,NA,91362,NA,00660,3,1
13033009502,2059,16,1308,16,728,3,4,1448,11,952,11,468,3,3,190.38,90.07,NA,43360,91644,NA,00660,3,1
13033009503,1111,0,301,0,810,0,0,758,0,229,0,529,0,0,99.66,47.15,NA,NA,93198,NA,00660,3,1
13033009504,4511,12,1229,12,3258,3,8,2951,11,955,11,1965,3,6,388,183.57,NA,80984,93300,NA,00660,3,1
13033009505,4713,15,2854,15,1833,3,8,3162,14,2056,14,1068,3,7,415.74,196.69,NA,80984,93300,NA,00660,3,1
13033009506,1074,1,491,1,581,0,0,707,1,354,1,351,0,0,116.87,60.1,NA,32916,91296,NA,00660,3,1
13033009507,1901,2,992,2,906,0,0,1287,1,744,1,541,0,0,169.21,80.06,NA,68740,92694,NA,00660,3,1
13033009508,1533,0,506,0,1027,0,0,1004,0,383,0,621,0,0,132.01,62.45,NA,51240,91992,NA,00660,3,1
13035001501,4134,23,3190,23,909,10,2,3037,10,2422,10,589,6,0,517.52,397.69,NA,30312,91182,NA,00690,5,1
13035001502,6673,44,3927,44,2661,8,33,4826,33,2926,33,1809,7,18,822.38,631.95,NA,41596,91572,NA,00690,5,1
13035001503,4519,46,2594,46,1851,20,8,3592,33,2026,33,1477,18,5,612.1,470.36,NA,42156,93072,NA,00690,5,1
13035150498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91602,NA,00690,5,1
13037009501,1017,1,345,1,670,1,0,713,0,266,0,447,0,0,188.21,94.91,NA,45600,91710,NA,00750,9,3
13037009502,883,2,445,2,428,7,1,671,2,360,2,302,4,1,177.12,89.32,NA,52696,92076,NA,00750,9,3
13037009503,1711,2,784,2,921,4,0,1216,2,604,2,605,3,0,320.99,161.86,NA,26448,91038,NA,00750,9,3
13037009504,1402,3,473,3,926,0,0,961,0,379,0,582,0,0,253.68,127.92,NA,2928,90120,NA,00750,9,3
13039000101,2039,4,1228,4,800,7,0,1483,2,919,2,555,5,0,134.38,99.74,NA,NA,93408,NA,00780,3,2
13039000102,3692,42,2470,42,1157,2,16,2566,22,1748,22,759,2,13,232.51,172.58,NA,83868,93408,NA,00780,3,2
13039000103,8781,130,6874,130,1657,29,85,5937,79,4640,79,1069,22,48,537.96,399.31,NA,43640,91650,NA,00780,3,2
13039000104,4247,141,3567,141,439,38,61,2853,85,2329,85,289,25,40,258.52,191.89,NA,67984,92652,NA,00780,3,2
13039000105,3474,147,2676,147,549,34,62,2797,110,2108,110,408,24,37,253.44,188.12,NA,67984,92652,NA,00780,3,2
13039000106,7102,122,5587,122,1224,21,142,4906,74,3917,74,740,17,84,444.54,329.97,NA,67984,92652,NA,00780,3,2
13039010599,832,36,543,36,230,7,16,868,36,543,36,230,7,16,78.65,58.38,NA,NA,92652,NA,00780,3,2
13043009501,5281,73,3581,73,1615,3,9,3903,35,2784,35,1037,3,9,677.45,516.44,NA,51072,91986,NA,00810,3,2
13043009502,958,5,715,5,237,1,0,687,4,522,4,156,1,0,119.24,90.9,NA,NA,90060,NA,00810,3,2
13043009503,1505,60,891,60,551,3,0,1131,42,676,42,368,3,0,196.31,149.65,NA,63000,92430,NA,00810,3,2
13045009901,9887,34,8565,34,1233,30,24,6993,22,6101,22,809,22,17,859.25,1025.04,NA,79528,93216,NA,00840,8,7
13045009902,5360,34,4970,34,333,18,5,3823,18,3549,18,220,13,5,469.74,560.38,NA,75832,92976,NA,00840,8,7
13045009903,4695,26,4017,26,646,2,4,3385,15,2931,15,420,2,2,415.92,496.18,NA,53620,92112,NA,00840,8,7
13045009904,3299,11,3130,11,153,4,1,2453,5,2340,5,99,4,0,301.41,359.56,NA,9544,90342,NA,00840,8,7
13045009905,9110,83,5355,83,3602,15,51,7244,59,4491,59,2585,13,37,890.09,1061.83,NA,13492,90552,NA,00870,8,7
13045009906,4139,70,3250,70,793,6,18,3089,40,2516,40,475,5,13,379.55,452.79,NA,13492,90552,NA,00840,8,7
13045009907,12940,182,11032,182,1619,57,48,9470,113,8075,113,1094,40,35,1163.6,1388.12,NA,13492,90552,NA,00840,8,7
13045009908,3088,9,2785,9,287,4,3,2190,7,1986,7,186,3,1,269.09,321.01,NA,82720,93372,NA,00840,8,7
13045009909,3129,32,2892,32,203,0,2,2202,16,2038,16,130,0,2,270.56,322.77,NA,66696,92592,NA,00840,8,7
13045009910,4228,25,3235,25,940,2,25,3056,13,2406,13,603,2,19,375.5,447.95,NA,13492,90552,NA,00840,8,7
13045009911,6131,65,5481,65,543,2,39,4730,44,4232,44,383,2,25,581.19,693.33,NA,13492,90552,NA,00870,8,7
13045009912,5416,21,4548,21,834,6,4,4005,14,3390,14,577,6,4,492.1,587.06,NA,9544,90342,NA,00840,8,7
13047000302,5914,19,5679,19,170,21,25,4347,13,4161,13,124,16,20,668.3,697.63,NA,65324,92526,NA,00930,10,9
13047000303,7525,39,7377,39,65,23,21,5374,24,5249,24,48,16,13,826.19,862.45,NA,65324,92526,NA,00930,10,9
13047000304,9382,53,9210,53,71,16,31,6876,31,6732,31,48,10,24,1057.11,1103.5,NA,41036,90360,NA,00930,10,9
13047000305,3183,8,3147,8,4,1,23,2477,7,2445,7,4,1,13,380.81,397.52,NA,30956,91230,NA,00930,10,9
13047000306,5622,28,5554,28,1,8,31,4228,19,4162,19,1,6,21,650.01,678.53,NA,44900,91230,NA,00930,10,9
13047000307,6135,28,6047,28,40,11,9,4824,19,4738,19,29,11,8,741.64,774.18,NA,30956,91230,NA,00930,10,9
13047030198,4703,30,4650,30,3,9,11,3447,20,3389,20,3,7,8,529.94,553.19,NA,65324,90582,NA,00930,10,9
13047030898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90582,NA,00930,10,9
13049009901,6486,25,4159,25,2279,16,7,4469,13,2988,13,1437,12,6,683.32,492.33,NA,30424,91194,NA,00990,1,2
13049009902,2010,10,1911,10,73,15,1,1404,5,1340,5,43,10,1,214.68,154.67,NA,NA,92646,NA,00990,1,2
13051000001,658,1,22,1,631,0,4,336,1,21,1,309,0,4,59.04,46.03,NA,69000,92712,NA,01020,3,1
13051000003,1883,25,1334,25,498,5,21,1828,24,1276,24,478,5,21,321.22,250.45,NA,69000,92712,NA,01020,3,2
13051000008,699,11,600,11,81,3,3,643,10,558,10,59,3,3,112.99,88.1,NA,69000,92712,NA,01020,3,2
13051000009,1241,22,1160,22,48,1,8,1170,16,1089,16,41,1,7,205.59,160.3,NA,69000,92712,NA,01020,3,2
13051000010,852,5,140,5,702,3,1,676,4,121,4,543,3,1,118.79,92.62,NA,69000,92712,NA,01020,3,1
13051000011,1209,3,17,3,1187,2,0,749,2,12,2,732,1,0,131.62,102.62,NA,69000,92712,NA,01020,3,1
13051000012,1316,3,3,3,1309,1,0,622,3,3,3,612,1,0,109.3,85.22,NA,69000,92712,NA,01020,3,1
13051000013,921,8,334,8,571,4,4,710,8,314,8,373,4,3,124.76,97.28,NA,69000,92712,NA,01020,3,1
13051000015,1111,22,554,22,526,1,8,959,19,534,19,378,1,8,168.52,131.39,NA,69000,92712,NA,01020,3,1
13051000017,804,7,7,7,786,4,0,612,7,5,7,589,4,0,107.54,83.85,NA,69000,92712,NA,01020,3,1
13051000018,1245,4,50,4,1186,0,5,841,4,37,4,791,0,5,147.78,115.22,NA,69000,92712,NA,01020,3,1
13051000019,1256,5,85,5,1164,0,1,802,4,83,4,710,0,1,140.93,109.88,NA,69000,92712,NA,01020,3,1
13051000020,2134,4,11,4,2116,2,0,1415,1,10,1,1402,1,0,248.65,193.87,NA,69000,92712,NA,01020,3,1
13051000021,3181,7,53,7,3113,3,5,2135,4,39,4,2084,3,1,375.17,292.51,NA,69000,92712,NA,01020,3,1
13051000022,4771,8,1313,8,3431,6,13,3106,3,1113,3,1974,5,8,545.79,425.55,NA,69000,92712,NA,01020,3,1
13051000023,2516,8,9,8,2495,0,0,1836,5,9,5,1817,0,0,322.62,251.55,NA,69000,92712,NA,01020,3,1
13051000024,1715,8,26,8,1670,0,10,1171,4,22,4,1134,0,7,205.77,160.44,NA,69000,92712,NA,01020,3,1
13051000025,1030,5,335,5,675,1,12,804,5,314,5,469,1,10,141.28,110.15,NA,69000,92712,NA,01020,3,1
13051000026,2007,10,262,10,1728,3,4,1356,9,212,9,1119,3,4,238.28,185.78,NA,69000,92712,NA,01020,3,1
13051000027,3846,10,218,10,3615,3,0,2632,4,197,4,2425,2,0,462.5,360.61,NA,69000,92712,NA,01020,3,1
13051000028,3262,52,268,52,2919,0,23,2428,35,227,35,2113,0,18,426.65,332.66,NA,69000,92712,NA,01020,3,1
13051000029,2926,9,2831,9,69,3,14,2382,7,2302,7,52,3,11,418.57,326.35,NA,69000,92712,NA,01020,3,2
13051000030,2073,21,1873,21,171,3,4,1678,15,1538,15,104,3,3,294.86,229.9,NA,69000,92712,NA,01020,3,2
13051000032,1555,5,43,5,1506,0,1,1049,3,38,3,1005,0,0,184.33,143.72,NA,69000,92712,NA,01020,3,1
13051000034,5036,38,2838,38,2129,4,26,4108,25,2475,25,1562,4,17,721.86,562.83,NA,69000,92712,NA,01020,3,2
13051000037,1704,14,1176,14,478,3,33,1227,8,906,8,280,3,22,215.61,168.11,NA,69000,92712,NA,01020,3,1
13051000038,3242,38,942,38,2237,6,19,2140,19,722,19,1366,3,11,376.04,293.2,NA,69000,92712,NA,01020,3,1
13051000039,4042,25,2994,25,973,4,44,3082,22,2414,22,585,4,35,541.57,422.26,NA,69000,92712,NA,01020,3,2
13051000041,1959,23,1737,23,162,14,22,1456,13,1317,13,91,9,13,255.85,199.48,NA,NA,92058,NA,01020,3,2
13051000043,3707,333,2055,333,1219,15,79,3024,220,1660,220,849,15,60,531.38,414.31,NA,69000,92712,NA,01020,3,2
13051000044,2140,19,16,19,2103,1,0,1418,11,14,11,1382,0,0,249.17,194.28,NA,69000,92712,NA,01020,3,1
13051000045,3843,11,136,11,3691,2,3,2774,9,97,9,2655,2,2,487.45,380.06,NA,69000,92712,NA,01020,3,1
13051000102,3202,27,1693,27,1434,1,46,2297,16,1284,16,943,1,37,403.63,314.71,NA,69000,92712,NA,01020,3,1
13051000601,4364,15,9,15,4336,3,0,3141,9,6,9,3116,1,0,551.94,430.34,NA,69000,92712,NA,01020,3,1
13051003301,2298,6,6,6,2282,0,4,1689,2,2,2,1680,0,3,296.79,231.41,NA,69000,92712,NA,01020,3,1
13051003302,2180,20,1,20,2158,1,0,1610,16,1,16,1576,1,0,282.91,220.58,NA,69000,92712,NA,01020,3,1
13051003501,3441,26,1934,26,1398,17,64,2689,16,1666,16,930,11,50,472.52,368.41,NA,69000,92712,NA,01020,3,2
13051003502,3765,26,2898,26,816,5,18,2926,17,2350,17,527,2,13,514.16,400.89,NA,69000,92712,NA,01020,3,2
13051003601,3568,24,1747,24,1638,3,153,2472,11,1313,11,1042,3,92,434.38,338.68,NA,69000,92712,NA,01020,3,2
13051003602,5087,58,3415,58,1522,14,68,3782,36,2705,36,951,14,40,664.58,518.16,NA,69000,92712,NA,01020,3,2
13051004001,4220,85,3342,85,743,3,45,3352,56,2731,56,476,3,30,589.02,459.25,NA,69000,92712,NA,01020,3,2
13051004002,4408,65,3678,65,558,16,77,3570,43,3064,43,361,8,51,627.33,489.12,NA,69000,92712,NA,01020,3,2
13051004202,8199,236,5708,236,2079,29,144,6153,152,4443,152,1276,21,109,1081.21,843.01,NA,69000,92712,NA,01020,3,2
13051004203,9432,213,6737,213,2144,31,303,7160,143,5265,143,1378,23,208,1258.17,980.98,NA,69000,92712,NA,01020,3,2
