GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
23029009552,23,029,009552,403,0,399,0,0,3,1,297,0,294,0,0,2,1,13.82,23.81,57075,NA,53500,NA,NA,82012,2,2
23029009553,23,029,009553,1674,4,1646,4,0,24,0,1176,2,1163,2,0,9,0,80,90,34750,NA,61035,NA,NA,09990,2,2
23029009554,23,029,009554,2031,11,2000,11,1,12,7,1502,5,1481,5,1,3,7,334,351,NA,87250,2480,NA,NA,02730,2,2
23029009555,23,029,009555,3963,17,3900,17,5,34,7,3042,9,2992,9,4,21,7,505,798,NA,9585,9585,NA,NA,03870,2,2
23029009556,23,029,009556,1825,3,1218,3,4,599,1,1265,1,906,1,2,354,1,83,155,59635,NA,58165,NA,NA,09650,2,2
23029009557,23,029,009557,1965,12,1846,12,1,98,8,1507,7,1443,7,1,43,6,353,422,NA,21730,21730,NA,NA,05360,2,2
23029009558,23,029,009558,3095,9,3036,9,20,18,12,2353,8,2300,8,16,12,9,54,145,NA,21730,41610,NA,NA,10830,2,2
23029009559,23,029,009559,1753,7,1735,7,0,10,1,1300,5,1284,5,0,5,1,28,94,NA,NA,57780,NA,NA,09560,2,2
23029009560,23,029,009560,862,4,850,4,7,0,1,637,1,633,1,1,0,1,280,407,NA,NA,19870,NA,NA,82012,2,2
23029009561,23,029,009561,2384,5,2354,5,9,9,7,1776,1,1762,1,3,6,3,150,220,NA,NA,20960,NA,05730,11940,2,2
23029009562,23,029,009562,3271,20,3220,20,1,11,19,2546,8,2502,8,1,10,17,45,133,NA,41925,41960,NA,NA,07710,2,2
23029009563,23,029,009563,3041,3,3021,3,3,10,4,2260,3,2244,3,3,5,2,105.18,181.19,NA,NA,36010,07100,08400,06900,2,2
23029009564,23,029,009564,2996,6,2970,6,1,15,4,2216,3,2199,3,0,8,3,191,315,NA,NA,31530,02950,08400,11430,2,2
23029009565,23,029,009565,3572,15,3528,15,10,14,5,2680,8,2647,8,4,10,3,147,212,NA,NA,74125,12480,05730,11430,2,2
23029956399,23,029,956399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,246,NA,NA,36010,07100,08400,NA,2,2
23031000000,23,031,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,99998,1,1
23031000051,23,031,000051,3106,11,3076,11,9,3,7,2193,5,2174,5,3,1,5,633.98,644.31,NA,64675,64675,NA,NA,10380,1,1
23031000052,23,031,000052,4198,18,4151,18,8,4,17,3215,11,3172,11,2,4,15,929.44,944.58,NA,64675,64675,NA,NA,10380,1,1
23031000053,23,031,000053,5910,46,5777,46,22,8,56,4568,26,4462,26,8,4,42,1320.58,1342.1,NA,64675,64675,NA,NA,10380,1,1
23031000054,23,031,000054,1967,8,1944,8,1,1,13,1582,5,1562,5,1,1,8,471.62,305.48,NA,64675,64675,NA,NA,10380,1,1
23031000061,23,031,000061,7789,60,7641,60,43,19,26,6269,47,6108,47,32,16,19,1527,1590,NA,55120,55085,NA,NA,09200,1,1
23031000200,23,031,000200,6494,25,6401,25,20,16,31,4673,16,4601,16,13,10,17,1054,1489,NA,NA,9410,NA,NA,11790,1,1
23031000210,23,031,000210,3573,22,3534,22,2,10,3,2482,13,2446,13,2,6,2,526,747,NA,NA,33665,NA,NA,11790,1,1
23031000220,23,031,000220,2796,11,2778,11,2,3,2,1851,7,1832,7,1,2,2,342,485,NA,NA,39405,NA,NA,11790,1,1
23031000225,23,031,000225,2650,14,2627,14,4,1,3,1920,8,1902,8,1,1,0,210,318,NA,NA,56870,NA,NA,14190,1,1
23031000230,23,031,000230,1688,13,1670,13,2,1,2,1209,8,1191,8,1,1,0,263,388,NA,NA,39195,NA,NA,14670,1,1
