GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
19001009601,19,001,009601,3053,10,3035,10,1,0,7,2240,5,2226,5,1,0,3,51,43,NA,370,92514,27500,4,4
19001009602,19,001,009602,2215,5,2207,5,0,3,0,1593,5,1581,5,0,2,0,122,139,NA,59565,92088,21810,4,4
19001009603,19,001,009603,3141,20,3114,20,0,2,5,2485,10,2462,10,0,2,1,178,287,NA,32790,91755,13110,4,4
19003009501,19,003,009501,2235,5,2226,5,1,1,1,1615,5,1603,5,0,1,1,95,111,NA,64560,91020,08130,4,3
19003009502,19,003,009502,2631,13,2610,13,2,5,1,2077,11,2048,11,1,5,1,447,630,NA,16500,93531,08130,4,3
19005009601,19,005,009601,2132,13,2109,13,1,5,3,1563,8,1544,8,1,1,1,285,257,NA,43275,92382,10410,1,2
19005009602,19,005,009602,2568,12,2545,12,1,4,6,1802,11,1778,11,0,1,1,37,40,NA,55785,92049,03390,1,2
19005009603,19,005,009603,4237,9,4214,9,0,5,9,3150,9,3122,9,0,4,6,778,1362,NA,82740,92799,03390,1,2
19005009604,19,005,009604,2029,7,2019,7,1,0,2,1480,4,1470,4,1,0,1,63,135,NA,34590,94089,03390,1,2
19005009605,19,005,009605,2889,1,2878,1,0,4,6,2119,1,2114,1,0,1,2,53,147,NA,64290,93468,23340,1,2
19007009501,19,007,009501,2848,14,2821,14,0,3,10,2088,8,2066,8,0,1,5,73,68,NA,54390,94449,19800,3,3
19007009502,19,007,009502,1978,5,1963,5,4,2,4,1485,4,1472,4,3,2,0,368,300,NA,55200,94392,06750,3,3
19007009503,19,007,009503,3179,21,3109,21,40,1,8,2445,11,2389,11,26,1,7,59.49,91.45,NA,12315,90640,06750,3,3
19007009504,19,007,009504,3357,26,3276,26,35,6,11,2528,19,2457,19,25,3,5,61.51,94.55,NA,12315,90640,06750,3,3
19007009505,19,007,009505,2381,6,2356,6,0,14,3,1782,3,1765,3,0,10,1,130,112,NA,57945,94638,06750,3,3
19009009701,19,009,009701,2589,4,2582,4,0,0,3,1820,4,1811,4,0,0,1,469.55,562,NA,41295,92523,03960,4,4
19009009702,19,009,009702,2702,9,2691,9,0,1,1,2106,6,2092,6,0,1,1,543.33,650.31,NA,3655,92418,03960,4,4
19009009703,19,009,009703,2043,9,2030,9,0,2,2,1547,2,1541,2,0,1,1,399.12,477.7,NA,26265,91260,11250,4,4
19011009801,19,011,009801,1805,9,1784,9,5,4,3,1286,4,1271,4,3,2,2,353,141,NA,79905,93438,28650,5,2
19011009802,19,011,009802,3265,16,3237,16,1,3,8,2390,8,2367,8,1,3,3,108,121,NA,80400,94170,04830,5,2
