GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
47037000152,47,037,000152,2897,31,2783,31,53,8,22,2349,23,2251,23,29,6,17,443.1,373.01,52010,92200,NA,03180,1,5
47037000153,47,037,000153,4104,24,3960,24,72,9,39,3465,18,3338,18,55,8,28,653.61,550.23,52010,92200,NA,03180,1,5
47037000155,47,037,000155,8263,87,7803,87,327,12,33,6863,59,6448,59,262,9,26,1294.58,1089.82,52010,92200,NA,03180,1,5
47037000157,47,037,000157,1868,35,1622,35,187,4,20,1555,19,1356,19,143,3,15,293.32,246.93,52010,92200,NA,03180,1,5
47037000159,47,037,000159,3273,47,2843,47,336,9,36,2697,35,2362,35,232,6,27,508.74,428.27,52010,92200,NA,03180,1,5
47037000160,47,037,000160,1159,7,64,7,1083,2,1,868,5,45,5,811,1,1,163.73,137.83,52010,92200,NA,03180,1,5
47037000161,47,037,000161,2852,21,1718,21,1084,7,21,1976,13,1210,13,717,7,16,372.74,313.78,52010,92200,NA,03180,1,5
47037000162,47,037,000162,3577,15,414,15,3079,3,62,2628,14,364,14,2202,2,32,495.73,417.32,52010,92200,NA,03180,1,5
47037000163,47,037,000163,2506,14,221,14,2256,2,12,1776,12,196,12,1545,2,9,335.01,282.02,52010,92200,NA,03180,1,5
47037000164,47,037,000164,3208,45,2844,45,170,7,140,3111,38,2748,38,159,7,121,586.83,494.01,52010,92200,NA,03180,1,5
47037000165,47,037,000165,4292,57,3777,57,245,6,205,4247,56,3694,56,235,6,200,801.12,674.41,52010,92200,NA,03180,1,5
47037000166,47,037,000166,2142,32,1862,32,166,7,75,2078,29,1786,29,156,7,71,391.98,329.98,52010,92200,NA,03180,1,5
47037000167,47,037,000167,3612,37,3521,37,33,3,18,3085,30,2983,30,24,3,15,581.93,489.89,52010,92200,NA,03180,1,5
47037000168,47,037,000168,4086,48,3676,48,101,11,246,3622,40,3254,40,86,11,191,683.23,575.16,52010,92200,NA,03180,1,5
47037000169,47,037,000169,4800,56,3796,56,847,7,91,4016,48,3173,48,676,7,64,757.55,637.72,52010,92200,NA,03180,1,5
47037000170,47,037,000170,3035,16,670,16,2292,10,47,2406,10,561,10,1781,5,39,453.85,382.06,52010,92200,NA,03180,1,5
47037000171,47,037,000171,2131,4,300,4,1814,0,12,1687,1,253,1,1423,0,9,318.22,267.89,52010,92200,NA,03180,1,5
47037000172,47,037,000172,1890,30,1726,30,100,8,11,1488,23,1353,23,75,7,7,280.68,236.29,52010,92200,NA,03180,1,5
47037000173,47,037,000173,3209,44,2237,44,548,6,373,2350,24,1705,24,367,5,225,443.29,373.17,52010,92200,NA,03180,1,5
47037000174,47,037,000174,7598,83,6548,83,718,4,243,6193,55,5369,55,553,3,158,1168.2,983.42,52010,92200,NA,03180,1,5
47037000175,47,037,000175,2750,22,2658,22,48,3,19,2178,16,2093,16,36,3,14,410.84,345.86,52010,92200,NA,03180,1,5
47037000176,47,037,000176,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0.38,0.32,52010,92200,NA,03180,1,5
47037000177,47,037,000177,6135,42,5990,42,65,6,32,5276,33,5132,33,49,5,24,995.22,837.81,52010,92200,NA,03180,1,5
47037000178,47,037,000178,5203,40,4735,40,352,6,70,4474,30,4054,30,297,6,57,843.94,710.45,52010,92200,NA,03180,1,5
47037000179,47,037,000179,7585,43,7349,43,40,6,146,6327,35,6118,35,36,4,99,1193.48,1004.7,52010,92200,NA,03180,1,5
47037000180,47,037,000180,4755,31,4657,31,37,5,25,4042,29,3931,29,29,4,20,762.45,641.85,52010,92200,NA,03180,1,5
47037000181,47,037,000181,7803,78,6544,78,753,16,404,6295,62,5300,62,575,12,284,1187.44,999.62,52010,92200,NA,03180,1,5
47037000182,47,037,000182,8409,83,7931,83,244,8,139,6731,63,6314,63,187,7,97,1269.68,1068.86,52010,92200,NA,03180,1,5
47037000183,47,037,000183,5395,35,4969,35,289,9,91,4132,23,3794,23,222,6,64,779.43,656.14,52010,92200,NA,03180,1,5
47037000185,47,037,000185,5228,23,5161,23,20,2,22,4097,19,4025,19,15,2,17,772.83,650.59,4620,92200,NA,03180,1,5
47037000186,47,037,000186,6121,50,5948,50,48,2,73,4739,33,4588,33,35,2,48,893.93,752.53,27020,92200,NA,03180,1,5
47037000187,47,037,000187,3026,15,2955,15,35,3,18,2337,12,2276,12,21,3,13,440.83,371.11,54780,92200,NA,03180,1,5
47037000188,47,037,000188,7199,32,7029,32,87,4,47,5766,24,5616,24,66,4,32,1087.65,915.62,52010,92200,NA,03180,1,6
47037010101,47,037,010101,5131,26,5038,26,52,9,6,3927,15,3852,15,33,7,5,740.76,623.59,52010,92200,NA,03180,1,5
47037010102,47,037,010102,6375,20,1867,20,4459,9,17,4532,15,1442,15,3043,6,11,854.88,719.66,52010,92200,NA,03180,1,5
47037010401,47,037,010401,3021,31,2797,31,171,2,20,2407,21,2223,21,124,2,16,454.04,382.22,52010,92200,NA,03180,1,5
47037010402,47,037,010402,5051,52,4449,52,512,8,26,3793,36,3368,36,328,7,18,715.48,602.31,52010,92200,NA,03180,1,5
47037010701,47,037,010701,3963,31,3595,31,298,13,24,3044,15,2778,15,213,8,15,574.2,483.37,52010,92200,NA,03180,1,5
47037010702,47,037,010702,3168,27,2580,27,542,5,12,2602,16,2158,16,397,5,10,490.82,413.19,52010,92200,NA,03180,1,5
47037010801,47,037,010801,4789,45,4068,45,620,2,51,3766,29,3263,29,405,2,38,710.39,598.03,52010,92200,NA,03180,1,5
47037010802,47,037,010802,3371,32,3077,32,241,4,17,2859,26,2600,26,190,4,13,539.3,454,52010,92200,NA,03180,1,5
47037010901,47,037,010901,2814,19,2476,19,310,2,6,2248,16,1990,16,220,1,5,424.04,356.97,52010,92200,NA,03180,1,5
47037010902,47,037,010902,6588,60,1361,60,5136,6,13,4256,34,1123,34,3048,6,11,802.82,675.84,52010,92200,NA,03180,1,5
47037015401,47,037,015401,3781,28,3396,28,264,20,68,2794,21,2519,21,170,16,47,527.04,443.68,52010,92200,NA,03180,1,5
47037015402,47,037,015402,4319,58,4087,58,139,13,21,3312,42,3120,42,80,12,16,624.75,525.93,52010,92200,NA,03180,1,5
47037015403,47,037,015403,6980,67,6401,67,449,20,43,5315,47,4889,47,282,15,35,1002.58,844,52010,92200,NA,03180,1,5
47037015601,47,037,015601,15314,140,13836,140,1131,52,153,11766,99,10663,99,752,40,113,2219.44,1868.39,52010,92200,NA,03180,1,5
47037015604,47,037,015604,8802,115,7760,115,737,28,161,7175,84,6301,84,574,24,108,1353.44,1139.36,52010,92200,NA,03180,1,5
47037015605,47,037,015605,11046,174,9258,174,1338,25,246,8581,121,7220,121,934,19,166,1618.65,1362.63,52010,92200,NA,03180,1,5
47037015606,47,037,015606,8179,148,6798,148,1125,13,93,6007,98,4992,98,753,8,58,1133.11,953.89,52010,92200,NA,03180,1,5
47037015607,47,037,015607,8530,93,7471,93,818,25,116,6444,64,5636,64,580,15,85,1215.55,1023.28,52010,92200,NA,03180,1,5
47037015801,47,037,015801,5925,87,3938,87,1727,12,150,4889,65,3310,65,1324,10,115,922.22,776.35,52010,92200,NA,03180,1,5
47037015802,47,037,015802,4720,79,3914,79,625,21,80,4076,57,3384,57,496,18,64,768.86,647.25,52010,92200,NA,03180,1,5
47037018401,47,037,018401,5508,77,5050,77,236,11,134,4378,54,4002,54,164,8,96,825.83,695.21,52010,92200,NA,03180,1,5
47037018402,47,037,018402,6965,70,6550,70,185,11,148,5361,52,5018,52,127,9,103,1011.26,851.3,52010,92200,NA,03180,1,5
47037018403,47,037,018403,7747,88,7345,88,202,3,109,5933,55,5596,55,152,1,74,1119.15,942.14,52010,92200,NA,03180,1,5
47037018901,47,037,018901,2703,26,2472,26,181,2,22,2296,20,2094,20,143,2,17,433.1,364.6,52010,92200,NA,03180,1,5
47037018902,47,037,018902,2593,20,2443,20,86,2,42,2066,12,1958,12,53,1,30,389.71,328.07,52010,92200,NA,03180,1,5
47037018903,47,037,018903,6217,69,5011,69,1037,14,83,4944,46,4075,46,705,14,58,932.6,785.09,52010,92200,NA,03180,1,5
47037019001,47,037,019001,6251,132,4583,132,1267,22,234,4831,91,3615,91,880,17,137,911.28,767.14,52010,92200,NA,03180,1,5
47037019002,47,037,019002,7274,136,5541,136,1466,13,114,5798,96,4403,96,1109,12,82,1093.69,920.7,52010,92200,NA,03180,1,5
47037019102,47,037,019102,9936,105,8680,105,989,26,134,7934,66,6995,66,693,20,94,1496.61,1259.89,52010,92200,NA,03180,1,5
47037019103,47,037,019103,14019,215,11363,215,1979,51,401,10350,144,8465,144,1306,35,256,1952.34,1643.54,52010,92200,NA,03180,1,5
47037019104,47,037,019104,7132,75,6057,75,884,18,92,5734,60,4904,60,636,9,65,1081.62,910.54,52010,92200,NA,03180,1,5
47037019298,47,037,019298,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0.56,0.55,52010,92200,NA,03180,2,5
47039009550,47,039,009550,6085,47,5798,47,218,12,10,4756,31,4524,31,151,11,8,889,966,57080,92632,NA,00960,9,7
47039009551,47,039,009551,4387,2,4163,2,199,11,11,3357,2,3182,2,153,11,7,839,523,19900,90944,NA,00960,9,7
47041009801,47,041,009801,4257,22,4216,22,6,7,6,3227,15,3185,15,3,6,3,609.64,392.16,NA,93048,NA,00990,2,6
47041009802,47,041,009802,5729,21,5574,21,124,3,4,4402,12,4282,12,89,3,4,831.61,534.95,69320,93048,NA,00990,2,6
47041009803,47,041,009803,4374,19,4259,19,85,9,2,3307,12,3211,12,63,7,2,624.75,401.88,620,93440,NA,00990,2,6
47043000601,47,043,000601,3025,9,2953,9,52,5,6,2262,8,2200,8,38,5,3,406.94,293.39,76860,93480,NA,01020,9,7
47043000602,47,043,000602,4530,15,4172,15,324,13,6,3401,10,3133,10,233,10,5,611.85,441.12,13080,90608,NA,01020,9,7
47043000603,47,043,000603,4754,24,4713,24,4,11,2,3416,13,3378,13,2,8,2,614.55,443.06,79980,90448,NA,01020,9,7
47043000604,47,043,000604,5602,27,5314,27,244,8,9,4046,17,3833,17,164,8,7,727.89,524.78,9880,90448,NA,01020,9,7
47043000605,47,043,000605,7066,37,6649,37,333,9,37,5245,26,4967,26,195,9,22,943.6,680.29,20620,90976,NA,01020,9,7
47043000606,47,043,000606,6996,55,6197,55,722,13,9,5015,30,4457,30,485,7,6,902.22,650.46,20620,90976,NA,01020,9,7
47043000607,47,043,000607,3088,10,3010,10,62,4,2,2212,8,2154,8,37,3,2,397.95,286.9,NA,93336,NA,01020,9,7
47045009640,47,045,009640,5555,38,5012,38,478,17,10,4118,19,3746,19,318,9,7,600.97,615.68,52400,92416,NA,01050,3,8
47045009641,47,045,009641,5994,17,5749,17,220,5,3,4418,11,4228,11,161,4,3,644.75,660.54,NA,91056,NA,01050,3,8
47045009642,47,045,009642,5105,31,4822,31,223,7,19,4026,22,3826,22,138,5,13,587.54,601.93,22200,91056,NA,01080,3,8
47045009643,47,045,009643,5716,28,5497,28,155,17,19,4437,20,4274,20,94,14,15,647.52,663.38,22200,91056,NA,01080,3,8
47045009644,47,045,009644,7203,20,4375,20,2790,10,6,5091,6,3235,6,1831,8,5,742.96,761.16,22200,91056,NA,01080,3,8
47045009645,47,045,009645,1945,1,1851,1,88,4,1,1404,1,1340,1,58,4,0,204.89,209.91,NA,92840,NA,01050,3,8
47045009647,47,045,009647,850,2,847,2,0,1,0,646,1,643,1,0,1,0,94.28,96.58,NA,92264,NA,01050,3,8
47045964698,47,045,964698,2486,0,2302,0,184,0,0,1885,0,1764,0,121,0,0,275.09,281.83,NA,91312,NA,01050,3,8
47047000601,47,047,000601,989,10,511,10,467,1,0,670,7,359,7,296,1,0,115.11,92.52,NA,91216,NA,01170,9,7
47047000602,47,047,000602,1675,7,896,7,772,0,0,1060,6,626,6,422,0,0,182.11,146.37,NA,93088,NA,01170,9,7
47047000603,47,047,000603,3089,18,1143,18,1922,4,2,2109,9,861,9,1225,3,2,362.34,291.23,28560,90360,NA,01170,9,7
47047000604,47,047,000604,5935,39,3928,39,1957,5,5,4264,26,2921,26,1284,4,3,732.58,588.81,54920,92512,NA,01170,9,7
47047000605,47,047,000605,6688,30,3926,30,2723,5,4,4751,21,2911,21,1791,4,3,816.24,656.06,69620,93088,NA,01170,9,7
47047000606,47,047,000606,3455,23,1886,23,1535,9,2,2447,14,1432,14,980,6,1,420.41,337.9,50300,92344,NA,01170,9,7
47047000607,47,047,000607,3728,3,1867,3,1848,8,2,2702,2,1479,2,1211,7,1,464.22,373.11,58840,92864,NA,01170,9,7
47049009650,47,049,009650,2548,8,2535,8,1,1,3,1896,7,1878,7,1,1,2,247.66,279.96,NA,92112,NA,01230,4,4
47049009651,47,049,009651,4505,12,4480,12,0,6,7,3377,6,3353,6,0,5,7,441.11,498.64,37780,91696,NA,01230,4,4
47049009652,47,049,009652,4503,17,4479,17,1,0,6,3355,16,3318,16,1,0,4,438.23,495.4,660,91696,NA,01230,4,4
47049009653,47,049,009653,3113,2,3106,2,0,2,2,2242,2,2234,2,0,2,2,238,279,NA,90680,NA,01230,4,4
47051009601,47,051,009601,3536,15,3170,15,344,6,1,2670,8,2401,8,248,4,1,476.81,326.36,19920,93664,NA,01290,4,4
47051009602,47,051,009602,9038,43,8789,43,148,11,45,6700,22,6518,22,94,9,35,1196.48,818.97,24440,91176,NA,01290,4,4
47051009603,47,051,009603,2135,11,2009,11,111,1,3,1590,7,1490,7,83,1,2,283.94,194.35,NA,91488,NA,01290,4,4
47051009604,47,051,009604,5561,23,5267,23,247,10,11,4229,14,4024,14,161,8,8,755.21,516.93,81080,93664,NA,01290,4,4
47051009605,47,051,009605,3809,24,3023,24,750,3,3,2933,11,2370,11,536,3,2,523.77,358.51,81080,93664,NA,01290,4,4
47051009606,47,051,009606,4230,17,3925,17,271,4,12,3075,12,2843,12,199,4,5,549.13,375.87,17700,93664,NA,01290,4,4
47051009607,47,051,009607,3533,25,3344,25,137,8,19,2937,22,2761,22,108,8,16,524.49,359,67140,92960,NA,01290,4,4
47051009608,47,051,009608,2818,29,2700,29,78,8,1,2136,25,2021,25,58,6,1,381.45,261.09,36600,91648,NA,01290,4,4
47051960997,47,051,960997,6,0,6,0,0,0,0,4,0,4,0,0,0,0,0.76,0.56,NA,91176,NA,01290,4,4
47051960998,47,051,960998,6,0,6,0,0,0,0,5,0,5,0,0,0,0,0.95,0.69,NA,91176,NA,01290,4,4
47051961097,47,051,961097,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0.54,0.37,NA,92960,NA,01290,5,4
47051961098,47,051,961098,7,0,7,0,0,0,0,5,0,5,0,0,0,0,0.89,0.61,NA,93016,NA,01290,5,4
47051961198,47,051,961198,43,0,43,0,0,0,0,24,0,24,0,0,0,0,4.29,2.93,75320,91176,NA,01290,4,4
47053009660,47,053,009660,2791,12,2677,12,98,4,0,2125,7,2047,7,62,2,0,480.32,338.59,7860,90368,NA,01400,3,8
47053009661,47,053,009661,2761,13,2287,13,455,3,3,2144,9,1791,9,329,3,3,484.62,341.62,65760,92872,NA,01400,3,8
47053009662,47,053,009662,3626,12,3205,12,403,2,4,2808,8,2491,8,295,2,4,634.7,447.42,22180,91048,NA,01400,3,8
47053009663,47,053,009663,2316,7,2182,7,105,5,17,1782,6,1698,6,58,3,11,402.79,283.94,75000,93400,NA,01400,3,8
47053009664,47,053,009664,4819,22,4612,22,172,4,9,3648,12,3500,12,116,3,5,824.57,581.26,48660,92240,NA,01400,3,8
47053009665,47,053,009665,5964,36,4204,36,1714,1,9,4592,21,3387,21,1156,1,6,1037.95,731.68,48660,92240,NA,02970,3,8
47053009666,47,053,009666,1464,5,1243,5,216,0,0,1089,4,924,4,157,0,0,246.15,173.52,29020,91400,NA,01400,3,8
47053009667,47,053,009667,6289,26,4562,26,1696,4,1,4925,20,3682,20,1198,4,1,1113.22,784.74,75000,93408,NA,04100,3,8
47053009669,47,053,009669,4082,16,781,16,3274,3,5,2839,8,623,8,2196,2,2,641.71,452.36,36460,91624,NA,01950,3,8
47053009670,47,053,009670,6907,23,6357,23,513,7,7,5350,16,4997,16,311,5,5,1209.28,852.46,36460,91624,NA,01950,3,8
47053009671,47,053,009671,1815,3,1747,3,60,2,3,1369,3,1317,3,42,2,2,309.44,218.13,47000,92176,NA,01400,3,8
47053009672,47,053,009672,788,2,719,2,67,0,0,609,2,556,2,49,0,0,137.65,97.04,NA,90648,NA,01400,3,8
47053009673,47,053,009673,1248,4,1235,4,7,2,0,964,4,947,4,7,2,0,217.9,153.6,82360,93696,NA,01400,3,8
47053966898,47,053,966898,1445,0,1305,0,139,0,1,1140,0,1042,0,98,0,0,257.68,181.64,NA,90376,NA,01400,3,8
47053967498,47,053,967498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90376,NA,01400,3,8
47055009801,47,055,009801,2676,21,2435,21,209,7,4,1973,16,1773,16,161,4,3,343.18,199.21,44420,92056,NA,01410,4,4
47055009802,47,055,009802,4048,17,3316,17,677,11,27,3036,12,2477,12,497,11,27,528.08,306.54,61040,92752,NA,01410,4,4
47055009803,47,055,009803,5251,13,3984,13,1242,4,8,3907,13,3017,13,855,3,6,679.58,394.49,61040,92752,NA,01410,4,4
47055009804,47,055,009804,2560,10,2381,10,163,1,4,2102,7,1960,7,125,1,2,365.62,212.24,61040,92752,NA,01410,4,4
47055009805,47,055,009805,4555,14,4038,14,476,9,16,3386,8,3039,8,314,7,10,588.96,341.88,61040,92752,NA,01410,4,4
47055009806,47,055,009806,2372,5,2306,5,55,6,0,1738,5,1684,5,40,4,0,261.09,166.04,49360,92256,NA,01410,4,4
47055009807,47,055,009807,1574,19,1323,19,222,9,1,1151,12,967,12,152,7,1,172.91,109.96,NA,92744,NA,01410,4,4
47055009808,47,055,009808,2705,10,2336,10,353,4,1,2096,8,1822,8,254,3,1,364.58,211.63,23660,91136,NA,01410,4,4
47057005001,47,057,005001,3265,8,3213,8,24,17,3,2424,7,2377,7,18,14,1,231,279,NA,93528,NA,01440,4,4
47057005002,47,057,005002,3344,12,3295,12,30,5,2,2479,8,2431,8,26,5,1,194.91,273.77,6340,90304,NA,01440,4,4
47057005003,47,057,005003,4653,12,4600,12,39,2,0,3667,9,3611,9,36,2,0,288.32,404.97,65820,92880,NA,01440,4,4
47057005004,47,057,005004,5833,9,5794,9,9,18,3,4385,7,4352,7,7,11,1,344.77,484.26,NA,90152,NA,01440,4,4
47059000901,47,059,000901,6513,22,5743,22,727,13,6,4855,15,4298,15,511,13,3,512.47,780.52,30980,91440,NA,01470,6,1
47059000902,47,059,000902,2329,6,2252,6,66,2,3,1922,6,1850,6,55,2,3,202.88,308.99,75540,91440,NA,01470,6,1
47059000903,47,059,000903,5063,24,4906,24,102,4,27,3998,19,3873,19,66,3,18,422.01,642.74,30980,91440,NA,01500,6,1
47059000904,47,059,000904,5165,20,5072,20,61,5,7,4146,13,4065,13,47,4,4,437.63,666.54,30980,91440,NA,01500,6,1
47059000905,47,059,000905,6104,20,5976,20,93,8,7,4784,12,4687,12,62,6,5,504.98,769.11,30980,91440,NA,01470,6,1
47059000906,47,059,000906,2706,5,2685,5,16,0,0,2137,5,2116,5,11,0,0,225.57,343.56,NA,91440,NA,01470,6,1
47059000907,47,059,000907,2274,0,2263,0,6,2,3,1734,0,1728,0,4,2,0,183.03,278.77,50320,92352,NA,01470,6,1
47059000908,47,059,000908,3132,3,3128,3,0,0,0,2428,0,2428,0,0,0,0,256.29,390.34,NA,91440,NA,01470,6,1
47059000909,47,059,000909,4056,7,4001,7,38,2,7,3101,2,3069,2,22,2,4,327.33,498.54,NA,92776,NA,01470,6,1
47059000911,47,059,000911,2841,0,2813,0,15,10,2,2192,0,2169,0,12,9,2,231.38,352.4,NA,93144,NA,01470,6,1
47059000912,47,059,000912,2582,20,2535,20,17,7,2,1907,9,1871,9,14,3,1,201.29,306.58,NA,92280,NA,01470,6,1
47059000913,47,059,000913,2990,12,2961,12,16,1,0,2266,7,2238,7,13,1,0,239.19,364.3,50320,92352,NA,01470,6,1
47059000914,47,059,000914,2006,8,1948,8,36,14,0,1518,4,1475,4,25,10,0,160.23,244.04,2780,90104,NA,01470,6,1
47059000915,47,059,000915,2600,8,2580,8,2,9,1,1997,7,1975,7,1,6,1,210.79,321.05,25540,91712,NA,01470,6,1
47059091098,47,059,091098,5492,8,5460,8,7,12,4,4175,7,4145,7,4,9,3,440.7,671.2,NA,93128,NA,01470,6,1
47059091698,47,059,091698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,91712,NA,01470,6,1
47059091798,47,059,091798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93128,NA,01470,6,1
47059091897,47,059,091897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93144,NA,01470,6,1
47059091898,47,059,091898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93144,NA,01470,6,1
47061009550,47,061,009550,2579,27,2537,27,6,6,3,1849,20,1799,20,4,5,1,378.66,184.17,940,90064,NA,01530,5,3
47061009551,47,061,009551,1787,9,1761,9,10,6,1,1381,4,1357,4,10,5,1,282.81,137.56,49740,92640,NA,01530,5,3
47061009552,47,061,009552,3812,13,3792,13,1,4,2,2764,8,2744,8,0,2,2,566.04,275.32,31490,92584,NA,01530,5,3
47061009553,47,061,009553,5184,19,5153,19,1,11,0,3694,12,3660,12,0,10,0,756.49,367.95,74880,93392,NA,01530,5,3
47063001001,47,063,001001,5785,25,5215,25,509,17,18,4438,20,3983,20,395,8,12,548.86,712.64,50280,92336,NA,00001,4,4
47063001002,47,063,001002,4899,21,4577,21,287,8,4,3891,12,3648,12,209,8,2,481.21,624.8,50280,92336,NA,00001,4,4
47063001003,47,063,001003,2659,6,2432,6,211,0,9,1972,4,1821,4,138,0,5,243.88,316.66,50280,92336,NA,00001,4,4
47063001004,47,063,001004,5104,14,4321,14,747,8,12,3955,11,3367,11,551,4,11,489.12,635.08,50280,92336,NA,00001,4,4
47063001005,47,063,001005,2750,10,2654,10,74,0,11,2115,6,2041,6,55,0,7,261.57,339.62,50280,92336,NA,00001,4,4
47063001006,47,063,001006,4989,16,4851,16,101,11,10,3825,8,3707,8,83,9,10,473.05,614.21,50280,92336,NA,00001,4,4
47063001007,47,063,001007,4803,7,4682,7,99,2,11,3647,2,3553,2,80,2,8,451.03,585.62,50280,92336,NA,00001,4,4
47063001008,47,063,001008,3490,9,3431,9,48,0,1,2545,5,2501,5,33,0,1,314.75,408.67,50280,92336,NA,00001,4,4
47063001009,47,063,001009,3526,18,3351,18,124,13,19,2707,8,2585,8,82,9,15,334.78,434.68,50280,92336,NA,00001,4,4
47063001010,47,063,001010,3739,14,3648,14,53,20,4,2897,11,2817,11,45,12,1,358.28,465.19,NA,93616,NA,00001,4,4
47063001011,47,063,001011,3856,15,3801,15,25,2,11,2959,10,2913,10,16,2,8,365.95,475.15,50280,90048,NA,00001,4,4
47063001012,47,063,001012,4880,20,4807,20,35,2,16,3554,12,3496,12,19,2,13,439.53,570.69,50280,90048,NA,00001,4,4
47065000001,47,065,000001,3045,8,1522,8,1507,3,5,2255,7,1253,7,981,3,4,375.29,451.95,14000,90616,NA,00540,5,3
47065000002,47,065,000002,1194,0,129,0,1064,0,1,841,0,108,0,733,0,0,139.96,168.56,14000,90616,NA,00540,5,3
47065000003,47,065,000003,2702,4,85,4,2610,1,1,1585,0,58,0,1527,0,0,263.79,317.67,14000,90616,NA,00540,5,3
47065000004,47,065,000004,3642,9,179,9,3446,2,6,2732,7,170,7,2544,1,3,454.68,547.56,14000,90616,NA,00540,5,3
47065000005,47,065,000005,297,4,233,4,55,1,4,295,4,228,4,54,1,4,49.1,59.12,14000,90616,NA,00540,5,3
47065000006,47,065,000006,2980,18,2674,18,266,6,16,2410,16,2209,16,151,6,12,401.09,483.02,14000,90616,NA,00540,5,3
47065000007,47,065,000007,3698,17,3282,17,360,11,27,3021,13,2725,13,243,7,20,502.77,605.48,14000,90616,NA,00540,5,3
47065000008,47,065,000008,1404,12,766,12,608,9,9,1057,8,602,8,425,7,7,175.91,211.85,14000,90616,NA,00540,5,3
47065000009,47,065,000009,411,0,339,0,61,0,11,401,0,335,0,57,0,9,66.74,80.37,14000,90616,NA,00540,5,3
47065000010,47,065,000010,1881,31,1057,31,738,8,46,1770,28,1030,28,632,6,46,294.57,354.75,14000,90616,NA,00540,5,3
47065000011,47,065,000011,1721,11,386,11,1312,4,8,1331,9,317,9,986,3,7,221.51,266.76,14000,90616,NA,00540,5,3
47065000012,47,065,000012,3765,8,435,8,3317,2,0,2762,8,412,8,2332,2,0,459.67,553.57,14000,90616,NA,00540,5,3
47065000013,47,065,000013,2484,14,1157,14,1200,23,90,1781,7,881,7,816,14,56,296.41,356.95,14000,90616,NA,00540,5,3
47065000014,47,065,000014,2753,50,1664,50,981,2,52,2162,41,1364,41,680,2,34,359.81,433.31,14000,90616,NA,00540,5,3
47065000015,47,065,000015,1117,8,254,8,851,4,0,1000,6,250,6,734,4,0,166.43,200.42,14000,90616,NA,00540,5,3
47065000016,47,065,000016,2296,5,649,5,1638,2,2,1797,5,644,5,1139,2,2,299.07,360.16,14000,90616,NA,00540,5,3
47065000018,47,065,000018,3470,21,1768,21,1648,6,18,2617,16,1400,16,1171,6,8,435.54,524.51,14000,90616,NA,00540,5,3
47065000019,47,065,000019,5331,5,77,5,5232,1,16,3294,2,64,2,3215,0,11,548.21,660.19,14000,90616,NA,00540,5,3
47065000020,47,065,000020,1071,2,9,2,1058,2,0,640,2,7,2,628,1,0,106.51,128.27,14000,90616,NA,00540,5,3
47065000021,47,065,000021,732,2,21,2,708,1,0,595,2,21,2,569,1,0,99.02,119.25,14000,90616,NA,00540,5,3
47065000023,47,065,000023,1466,4,1118,4,332,12,0,1125,2,874,2,240,7,0,187.23,225.48,14000,90616,NA,00540,5,3
47065000024,47,065,000024,3846,22,3667,22,135,17,4,3029,16,2897,16,84,14,2,504.11,607.08,14000,90616,NA,00540,5,3
47065000025,47,065,000025,4330,11,2823,11,1477,11,5,3128,10,2287,10,809,9,3,520.58,626.92,14000,90616,NA,00540,5,3
47065000026,47,065,000026,1441,6,955,6,470,7,3,1068,4,742,4,310,6,2,177.74,214.05,14000,90616,NA,00540,5,3
47065000027,47,065,000027,941,1,426,1,497,5,11,668,1,348,1,310,2,6,111.17,133.88,14000,90616,NA,00540,5,3
47065000028,47,065,000028,3156,26,2839,26,264,5,22,2623,22,2392,22,167,5,15,436.54,525.71,14000,90616,NA,00540,5,3
47065000029,47,065,000029,2447,15,1128,15,1262,7,34,1829,12,953,12,819,7,26,304.39,366.57,14000,90616,NA,00540,5,3
47065000030,47,065,000030,2324,33,1868,33,381,8,34,1858,25,1542,25,242,4,20,309.22,372.39,14000,90616,NA,00540,5,3
47065000031,47,065,000031,709,5,472,5,227,5,0,711,5,470,5,226,5,0,118.33,142.5,14000,90616,NA,00540,5,3
47065000032,47,065,000032,4934,26,766,26,4132,2,8,3602,19,684,19,2872,2,6,599.47,721.92,14000,90616,NA,00540,5,3
47065000033,47,065,000033,6461,31,2499,31,3889,13,24,4865,25,2139,25,2651,11,14,809.67,975.06,14000,90616,NA,00540,5,3
47065000034,47,065,000034,4380,55,3761,55,484,6,65,3658,45,3181,45,338,5,44,608.79,733.15,14000,90616,NA,00540,5,3
47065000101,47,065,000101,9080,19,8998,19,32,17,14,6666,18,6581,18,22,14,13,1109.4,1336.02,NA,93072,NA,01590,5,3
47065000102,47,065,000102,5218,35,4895,35,276,6,6,3984,22,3730,22,200,4,6,663.04,798.49,69560,92896,NA,01590,5,3
