GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
55025000402,55,025,000402,2585,21,2464,21,24,11,65,2095,16,1982,16,20,8,53,682.44,408.05,NA,48000,48000,NA,NA,08520,7,7
55025000498,55,025,000498,9380,172,8624,172,383,30,158,7412,104,6845,104,218,23,118,2414.44,1443.66,NA,48000,48000,NA,NA,08520,7,7
55025000503,55,025,000503,4995,60,4683,60,147,11,88,3595,38,3371,38,87,5,56,1171.06,700.21,NA,48000,48000,NA,NA,08520,7,7
55025000504,55,025,000504,3429,54,3178,54,76,10,102,2487,32,2296,32,54,8,65,394,424,NA,48000,48000,NA,NA,08520,7,7
55025000597,55,025,000597,134,1,133,1,0,0,0,88,0,88,0,0,0,0,28.67,17.14,NA,48000,48000,NA,NA,08520,7,7
55025000598,55,025,000598,5234,76,4931,76,124,22,76,4020,45,3800,45,67,13,50,1309.5,782.99,NA,48000,48000,NA,NA,08520,7,7
55025000797,55,025,000797,3410,24,3304,24,35,5,42,2724,15,2634,15,28,3,29,887.33,530.56,NA,48000,48000,NA,NA,08520,7,7
55025000798,55,025,000798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,48000,48000,NA,NA,08520,7,7
55025001097,55,025,001097,115,0,115,0,0,0,0,86,0,86,0,0,0,0,28.01,16.75,NA,48000,48000,NA,NA,08520,7,7
55025001098,55,025,001098,2191,39,2117,39,13,2,19,1767,23,1694,23,10,2,15,575.59,344.16,NA,48000,48000,NA,NA,08520,7,7
55025001298,55,025,001298,6705,170,5795,170,157,29,547,6048,122,5320,122,106,25,353,1970.12,1177.99,NA,48000,48000,NA,NA,08520,7,7
55025001398,55,025,001398,2707,48,2469,48,122,15,46,2358,36,2154,36,81,12,39,768.11,459.28,NA,48000,48000,NA,NA,08520,7,7
55025001401,55,025,001401,5429,240,3173,240,1673,27,299,4211,157,2760,157,916,23,198,1371.72,820.19,NA,48000,48000,NA,NA,08520,7,7
55025001498,55,025,001498,8274,196,7260,196,597,22,179,7014,133,6226,133,365,15,142,1338,660,NA,48000,48025,NA,NA,08520,7,7
55025001501,55,025,001501,2636,66,2024,66,497,10,33,1954,38,1622,38,226,7,23,636.51,380.59,NA,48000,48000,NA,NA,08520,7,7
55025001502,55,025,001502,4475,158,3860,158,349,31,66,3628,98,3143,98,213,26,50,405,372,NA,48000,48000,NA,NA,08520,7,7
55025001601,55,025,001601,7445,151,6639,151,127,20,506,7568,149,6624,149,127,20,499,2465.25,1474.05,NA,48000,48000,NA,NA,08520,7,7
55025001602,55,025,001602,7623,173,6751,173,228,23,442,7737,171,6721,171,216,23,435,2520.3,1506.96,NA,48000,48000,NA,NA,08520,7,7
55025002301,55,025,002301,3400,108,2849,108,275,16,137,2447,52,2141,52,131,12,59,797.1,476.61,NA,48000,48000,NA,NA,08520,7,7
55025002302,55,025,002302,1231,34,1092,34,78,16,7,1007,22,888,22,64,7,4,328.03,196.14,NA,48000,48000,NA,NA,08520,7,7
55025002494,55,025,002494,48,0,48,0,0,0,0,25,0,25,0,0,0,0,8.14,4.87,NA,48000,48000,NA,NA,08520,7,7
55025002495,55,025,002495,3512,45,3302,45,119,8,32,2532,28,2385,28,65,7,19,824.79,493.17,NA,48000,48000,NA,NA,08520,7,7
55025002496,55,025,002496,131,0,129,0,0,1,1,107,0,105,0,0,1,1,34.85,20.84,NA,48000,48000,NA,NA,08520,7,7
55025002497,55,025,002497,13,0,13,0,0,0,0,9,0,9,0,0,0,0,2.93,1.75,NA,48000,48000,NA,NA,08520,7,7
55025002498,55,025,002498,2905,80,2459,80,211,11,140,2224,50,1947,50,102,7,68,724.46,433.18,NA,48000,48000,NA,NA,08520,7,7
55025002597,55,025,002597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,11150,NA,NA,03180,7,7
55025002598,55,025,002598,1063,40,734,40,160,4,124,826,25,633,25,72,4,67,269.07,160.88,NA,48000,48000,NA,NA,08520,7,7
55025002601,55,025,002601,2684,53,2502,53,99,18,6,2216,37,2072,37,55,10,5,721.86,431.62,NA,48000,48000,NA,NA,08520,7,7
55025002602,55,025,002602,4934,87,4560,87,194,19,73,4000,60,3690,60,126,16,48,1302.99,779.09,NA,48000,48000,NA,NA,08520,7,7
55025003001,55,025,003001,5975,53,5783,53,92,17,30,4420,32,4275,32,51,12,18,1439.8,860.9,NA,48000,48000,NA,NA,08520,7,7
55025003002,55,025,003002,3613,59,3378,59,143,6,21,2729,35,2560,35,79,4,16,888.96,531.54,NA,48000,48000,NA,NA,08520,7,7
