GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
18001000301,18,001,000301,4653,92,4550,92,3,5,3,3276,51,3166,51,0,5,3,543.57,604.41,17074,65862,NA,NA,07680,2,4
18001000302,18,001,000302,4129,249,3847,249,5,5,23,3239,164,2894,164,2,5,10,537.43,597.59,17074,80324,NA,NA,07680,2,4
18001000303,18,001,000303,6192,354,5804,354,12,13,4,4615,204,4186,204,11,7,3,304.76,448.02,17074,80324,NA,NA,07680,2,4
18001000304,18,001,000304,2896,28,2862,28,3,0,3,1957,18,1919,18,1,0,1,129.24,189.98,17074,39924,NA,NA,00060,2,4
18001000305,18,001,000305,4557,30,4512,30,0,9,6,2737,16,2693,16,0,6,6,259.38,535.36,50202,50220,NA,NA,00060,2,4
18001000306,18,001,000306,3408,43,3348,43,2,1,13,2539,33,2457,33,2,1,13,240.62,496.64,4888,50220,NA,NA,10260,2,4
18001000307,18,001,000307,5260,14,5229,14,10,4,3,3357,5,3336,5,6,3,2,320,555,27216,79262,NA,NA,10260,2,4
18003000001,18,003,000001,2698,40,2619,40,24,7,8,2154,24,2081,24,15,3,7,535.23,569.67,25000,81620,NA,NA,03630,2,4
18003000003,18,003,000003,3672,48,3551,48,39,17,13,2727,32,2624,32,23,10,6,677.61,721.21,25000,81620,NA,NA,03630,2,4
18003000004,18,003,000004,2793,39,2696,39,42,3,12,2238,29,2135,29,33,3,9,421.11,578.3,25000,81620,NA,NA,03630,2,4
18003000005,18,003,000005,3422,38,3222,38,111,9,33,2839,33,2647,33,91,8,27,705.44,750.83,25000,81620,NA,NA,03630,2,4
18003000006,18,003,000006,2320,62,2197,62,25,14,13,1665,33,1571,33,15,6,7,413.72,440.34,25000,81620,NA,NA,03630,2,4
18003000008,18,003,000008,4364,55,4277,55,13,4,9,3410,32,3327,32,10,2,7,847.33,901.85,25000,81620,NA,NA,03630,2,4
18003000009,18,003,000009,3531,86,3362,86,27,25,30,2645,43,2503,43,19,15,22,657.24,699.53,25000,81620,NA,NA,03630,2,4
18003000010,18,003,000010,1469,63,1366,63,24,8,6,1077,33,985,33,14,6,6,267.62,284.84,25000,81620,NA,NA,03630,2,4
18003000011,18,003,000011,2015,61,1796,61,118,10,20,1725,45,1517,45,91,10,17,428.63,456.21,25000,81620,NA,NA,03630,2,4
18003000012,18,003,000012,1299,35,1114,35,132,5,5,1125,26,948,26,115,5,5,279.54,297.53,25000,81620,NA,NA,03630,2,4
