GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
37021000012,4505,53,4245,53,150,15,39,3737,32,3543,32,97,8,25,742.71,954.32,NA,2140,90088,00270,5,11
37021000013,2924,42,2595,42,255,9,23,2184,19,1996,19,129,7,14,434.06,557.73,NA,2140,90088,00450,5,11
37021000014,5416,62,4865,62,452,25,11,4015,29,3670,29,261,19,7,797.96,1025.32,NA,2140,90088,00450,5,11
37021000015,2075,14,2046,14,10,2,3,1629,7,1604,7,8,1,2,323.76,416,NA,75280,90088,00450,5,11
37021000016,5067,36,4978,36,22,5,26,4032,27,3938,27,18,5,17,801.34,1029.66,NA,2140,90088,00270,5,11
37021000017,2158,17,2111,17,12,4,14,1722,10,1683,10,10,3,6,342.24,439.75,NA,2140,90088,00270,5,11
37021000018,6405,51,5862,51,427,6,57,5253,36,4840,36,294,5,42,1044.01,1341.47,NA,2140,90088,00450,5,11
37021000019,3469,17,3296,17,120,6,30,2815,13,2674,13,84,6,25,559.47,718.87,NA,2140,90088,00450,5,11
37021000020,4986,18,3407,18,1530,8,21,3852,14,2764,14,1036,6,18,765.57,983.69,NA,2140,90088,00450,5,11
37021000023,7986,34,7843,34,52,28,29,6086,27,5962,27,31,22,17,1209.56,1554.19,NA,5049,90108,00450,5,11
37021000024,5100,30,5044,30,11,10,5,3857,21,3794,21,11,6,4,613.15,941.59,NA,NA,93840,00450,5,11
37021000025,16,0,15,0,0,0,1,10,0,9,0,0,0,1,1.99,2.55,NA,NA,90088,00450,5,11
37021000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91776,00450,5,11
37021000027,9566,49,9291,49,182,28,15,7494,40,7217,40,165,19,13,1489.4,1913.76,NA,71560,92648,00450,5,11
37021000028,5209,26,5147,26,18,14,4,3746,10,3711,10,4,9,2,744.5,956.62,NA,NA,91116,00450,5,11
37021000029,2705,9,2693,9,0,0,3,2025,5,2015,5,0,0,0,402.46,517.13,NA,NA,91604,00450,5,11
37021000032,11048,90,10709,90,183,43,22,8398,53,8114,53,136,30,12,691,1399,NA,22440,91056,00450,5,10
37021002101,1329,0,1326,0,0,0,3,1035,0,1034,0,0,0,1,205.7,264.31,NA,5880,90088,00450,5,11
37021002102,3720,10,2947,10,729,21,13,2948,8,2358,8,553,11,10,585.9,752.84,NA,2140,90088,00450,5,11
37021002201,6575,33,6078,33,394,18,48,5205,24,4820,24,282,16,39,1034.47,1329.21,NA,2140,91816,00450,5,11
37021002202,7668,37,7432,37,143,7,49,5912,28,5723,28,97,5,31,1174.98,1509.76,NA,58260,91816,00450,5,10
37021002501,5931,23,5866,23,16,16,10,4610,15,4549,15,15,10,6,732.85,1125.41,NA,NA,93840,00450,5,11
37021002502,6597,29,6470,29,63,14,21,5206,22,5100,22,33,10,19,1034.67,1329.47,NA,2140,91932,00450,5,11
37021002601,5408,35,5346,35,1,17,9,4115,22,4053,22,0,11,7,817.84,1050.86,NA,NA,91776,00450,5,11
37021002602,8454,47,8288,47,80,26,13,6451,29,6325,29,46,16,6,1282.11,1647.4,NA,NA,91776,00450,5,11
37021003001,5380,51,5242,51,33,13,39,4324,36,4191,36,21,11,29,859.38,1104.23,NA,2140,93180,00450,5,11
37021003002,5659,41,5391,41,182,16,29,4400,33,4164,33,138,13,19,874.48,1123.64,NA,66280,93180,00450,5,11
37021003101,6390,28,5778,28,526,12,45,5051,22,4611,22,369,6,21,1023.7,1452.36,NA,6140,90284,00450,5,11
37021003102,4480,16,4278,16,139,15,31,3480,11,3310,11,115,10,23,705.3,1000.64,NA,6140,90284,00450,5,11
37023000201,3298,13,2920,13,347,3,15,2470,10,2183,10,259,2,6,281,341,NA,44400,91920,00480,7,5
37023000202,8077,46,6849,46,1133,9,39,6065,31,5180,31,795,7,21,162,179,NA,44400,92592,00480,7,10
37023000203,9397,25,8375,25,606,14,371,6893,12,6236,12,466,9,158,1183,1348,NA,26200,92952,00480,7,5
37023000204,3753,21,3169,21,498,8,54,3029,15,2616,15,350,7,26,1213.59,1405.21,NA,44400,92136,00480,7,5
37023000205,2895,3,2218,3,639,7,28,2261,2,1777,2,459,5,16,905.89,1048.92,NA,44400,92136,00480,7,5
37023000206,4953,27,4044,27,781,3,96,3919,21,3296,21,526,3,52,1570.18,1818.1,NA,44400,92136,00480,7,5
37023000207,1245,2,1047,2,188,1,7,1129,2,934,2,184,1,6,452.34,523.77,NA,44400,92136,00480,7,5
37023000208,8169,33,7641,33,380,23,91,6359,23,5971,23,279,17,46,951,1362,NA,17860,90912,00480,7,5
37023000209,6391,61,6261,61,30,10,29,5074,46,4939,46,21,7,15,1202,2194,NA,69520,91912,00480,7,10
37023000210,4878,6,4814,6,23,10,25,3632,4,3584,4,21,9,10,547.15,1637.54,NA,14280,91572,00480,7,10
37023000211,4844,21,4782,21,31,4,6,3776,14,3719,14,22,3,4,568.85,1702.46,NA,31500,91572,00480,7,10
37023000212,10138,45,9948,45,123,10,12,7661,30,7503,30,85,7,6,302,410,NA,33320,91572,00480,7,10
37023000213,7706,41,7238,41,380,29,17,5898,22,5608,22,217,16,13,152,262,NA,58740,92136,00480,7,10
37025000405,4313,6,4175,6,111,11,10,3226,5,3110,5,90,7,9,447.54,854.39,NA,14100,93696,00530,1,8
37025000406,4878,18,4775,18,61,24,0,3687,8,3613,8,41,17,0,511.49,976.49,NA,14100,93488,00530,1,8
37025000407,7605,60,5421,60,2101,11,11,5870,36,4321,36,1461,8,8,814.34,1554.64,NA,35200,93436,02430,1,8
37025000408,4319,14,3158,14,1137,7,3,3417,12,2595,12,791,4,3,474.04,904.98,NA,35200,93436,02430,1,8
37025000409,1370,7,1320,7,35,2,6,1084,4,1051,4,18,2,5,150.38,287.09,NA,35200,93436,02430,1,8
37025000410,6016,21,5172,21,804,5,14,4625,12,4123,12,465,4,9,641.62,1224.91,NA,35200,93436,02430,1,8
37025000411,3764,25,3669,25,43,4,22,2919,19,2841,19,25,3,12,404.95,773.08,NA,35200,93436,00530,1,8
37025000412,4568,17,3886,17,641,16,8,3514,12,3003,12,468,13,6,487.49,930.67,NA,35200,93436,00530,1,8
37025000413,3672,12,3231,12,417,3,9,2752,10,2437,10,289,2,4,258,683,NA,NA,93380,00530,1,8
37025000415,6537,22,6017,22,453,14,31,4746,16,4367,16,315,11,21,649,1929,NA,29800,93284,00530,1,8
37025000416,6362,16,5995,16,296,42,13,4722,14,4435,14,221,29,9,374,960,NA,NA,93688,00530,1,8
37025000417,5813,15,5432,15,320,38,8,4389,10,4077,10,268,19,5,78,256,NA,45140,93604,00530,1,8
37025000418,313,0,240,0,70,1,2,286,0,216,0,67,1,2,39.68,75.75,NA,14100,93716,00530,1,8
37025000419,5638,38,4097,38,1458,16,26,4391,26,3239,26,1067,13,20,609.16,1162.94,NA,14100,93716,00530,1,8
37025000420,3874,31,3424,31,347,19,53,2840,21,2605,21,151,3,39,393.99,752.16,NA,14100,93696,00530,1,8
37025000421,5207,30,2012,30,3146,8,10,3798,15,1594,15,2160,6,8,526.89,1005.88,NA,14100,93716,00530,1,8
37025000422,5172,18,4904,18,225,12,13,4001,16,3803,16,144,12,10,555.05,1059.65,NA,14100,93716,00530,1,8
37025000423,3575,20,3307,20,215,13,20,2929,15,2726,15,147,13,13,406.34,775.73,NA,14100,93716,00530,1,8
37025000424,4936,31,4479,31,385,10,31,3978,23,3623,23,279,7,23,551.86,1053.56,NA,14100,93716,00530,1,8
37025000425,4605,36,4069,36,439,28,30,3412,28,3017,28,302,17,20,473.34,903.65,NA,53450,93356,00530,1,8
37025000426,6398,46,6181,46,101,19,50,4778,28,4604,28,65,17,36,662.85,1265.43,NA,29800,93356,00530,1,8
37027000301,5858,30,3982,30,1818,12,13,4508,15,3216,15,1246,8,8,814.63,1245.66,NA,37760,91780,00580,7,5
37027000302,5335,44,4596,44,683,5,7,4039,33,3486,33,477,4,6,729.88,1116.07,NA,37760,91780,00580,7,5
37027000303,4107,20,3304,20,776,5,2,3143,11,2603,11,514,2,2,567.97,868.48,NA,37760,91780,00580,7,5
37027000304,4551,33,4390,33,108,13,6,3675,15,3544,15,89,8,4,664.1,1015.49,NA,37760,91780,00580,7,5
37027000305,3925,11,3851,11,45,3,15,3072,9,3015,9,26,3,10,555.14,848.86,NA,37760,91924,00580,7,10
37027000306,3576,14,3544,14,3,9,6,2817,11,2780,11,3,8,4,374.96,802.96,NA,32980,91556,00580,7,10
37027000307,6502,14,6467,14,6,7,8,4971,9,4938,9,4,5,6,661.67,1416.94,NA,32980,91556,00580,7,10
37027000308,5530,11,5485,11,21,4,9,4091,9,4047,9,16,4,6,739.28,1130.44,NA,25380,92304,00580,7,5
37027000309,4767,14,4635,14,113,3,2,3569,11,3457,11,86,2,2,106,214,NA,25380,91672,00580,7,10
37027000310,3017,19,2968,19,24,3,3,2322,14,2270,14,18,3,3,275,646,NA,6500,92452,00580,7,10
37027000311,4493,24,4312,24,156,1,0,3419,17,3269,17,115,1,0,216,279,NA,37760,91700,00580,7,5
37027000312,7031,23,6970,23,13,15,10,5396,13,5339,13,9,12,10,394,759,NA,37760,91852,00580,7,10
37027000313,4391,26,4327,26,16,8,13,3318,14,3265,14,11,6,8,441.65,945.77,NA,27420,91916,00580,7,10
37027000314,7626,32,7491,32,82,10,11,5888,27,5744,27,71,10,9,783.73,1678.33,NA,27420,91916,00580,7,10
37029009501,5904,24,4375,24,1481,16,8,4487,18,3344,18,1088,11,8,1204,1037,NA,20580,90784,00600,3,3
37031000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,00630,3,3
37031009701,6168,18,5975,18,158,14,3,4852,10,4727,10,90,12,3,827.07,1197.98,NA,NA,93156,00630,3,3
37031009702,1761,1,1754,1,0,6,0,1394,1,1386,1,0,6,0,237.62,344.19,NA,29560,91396,00630,3,3
37031009703,7552,45,5768,45,1682,29,24,5782,28,4577,28,1107,20,22,985.6,1427.61,NA,4260,90180,00630,3,3
37031009704,4939,29,4003,29,847,28,32,3962,24,3297,24,573,20,24,675.36,978.24,NA,44320,92120,00630,3,3
37031009705,6668,51,5933,51,615,38,29,4870,29,4361,29,398,28,25,830.14,1202.43,NA,44320,92120,00630,3,3
37031009706,5000,39,4792,39,123,21,25,3911,24,3755,24,76,15,17,666.67,965.65,NA,44320,92120,00630,3,3
37031009707,8886,185,7914,185,593,88,101,6575,110,5788,110,423,69,75,1120.78,1623.4,NA,46860,92272,00630,3,3
37031009708,5155,36,4762,36,315,20,22,4080,27,3782,27,212,15,17,695.48,1007.37,NA,10260,93968,00630,3,3
37031009709,2480,20,2443,20,7,7,3,2152,17,2106,17,5,4,3,366.83,531.34,NA,21160,93968,00630,6,3
37031009710,1974,6,1950,6,2,3,13,1734,6,1707,6,2,3,10,295.58,428.13,NA,52000,92120,00630,3,3
37031009711,880,6,858,6,1,4,11,788,6,762,6,1,4,9,134.32,194.56,NA,2500,92120,00630,3,3
37031009712,1038,13,985,13,23,6,10,880,8,833,8,17,6,8,150,217.28,NA,2500,92120,00630,3,3
37031970399,11,0,10,0,1,0,0,11,0,10,0,1,0,0,1.88,2.72,NA,NA,90180,00630,3,3
37031971199,44,1,41,1,2,0,0,45,1,41,1,2,0,0,7.67,11.11,NA,NA,92120,00630,3,3
37033009901,2512,13,1088,13,1405,3,3,1922,9,821,9,1077,3,3,537.59,378.92,NA,43300,92080,00660,10,5
37033009902,4988,47,2298,47,2629,7,4,3893,27,1845,27,1985,5,4,1088.89,767.5,NA,76000,94120,00660,10,5
37033009903,3814,20,3095,20,692,1,5,2904,7,2362,7,523,1,4,812.26,572.52,NA,NA,92468,00660,10,5
37033009904,2101,12,1128,12,955,1,5,1606,10,875,10,705,1,5,449.21,316.62,NA,NA,91888,00660,10,5
37033009905,3004,10,1878,10,1105,8,2,2281,8,1440,8,817,6,2,638.01,449.7,NA,NA,93140,00660,10,5
37033009906,4274,34,2612,34,1623,4,0,3250,25,1998,25,1200,2,0,909.04,640.74,NA,NA,91492,00660,10,5
37035000101,7034,32,6816,32,140,14,32,5351,20,5177,20,102,12,20,773.03,1637.51,NA,14340,90700,00690,7,10
37035000102,8504,99,7734,99,560,9,102,6370,69,5788,69,367,6,71,920.24,1949.35,NA,14340,90700,00690,7,10
37035000103,14081,104,13394,104,398,33,149,10647,68,10161,68,242,18,90,1538.11,3258.19,NA,58730,91468,00690,7,10
37035000104,10079,84,9209,84,607,21,157,8396,63,7736,63,419,19,96,1212.92,2569.34,NA,31060,91468,02190,7,10
37035000105,5603,27,5382,27,164,3,24,4367,20,4187,20,116,2,22,630.88,1336.39,NA,31060,91468,02190,7,10
37035000106,6118,41,5711,41,287,12,67,4932,27,4649,27,179,12,38,712.5,1509.29,NA,31060,91468,02190,7,10
37035000107,2420,14,2286,14,97,14,9,1948,13,1836,13,68,12,6,281.42,596.13,NA,31060,91468,02190,7,10
37035000108,460,6,396,6,38,8,12,359,5,310,5,28,2,9,51.86,109.86,NA,31060,91468,02190,7,10
37035000109,4336,34,1474,34,2805,7,16,3205,26,1284,26,1851,7,11,463.01,980.79,NA,31060,91468,02190,7,10
37035000110,3055,21,2260,21,746,15,13,2313,14,1814,14,456,9,6,334.15,707.82,NA,31060,91468,00690,7,10
37035000111,7313,27,6722,27,514,13,36,5541,20,5079,20,394,12,16,800.48,1695.66,NA,31060,91468,02190,7,10
37035000112,5425,56,4762,56,567,12,27,4255,41,3781,41,362,10,20,614.7,1302.11,NA,47000,92284,03360,7,10
37035000113,6001,68,4982,68,912,6,32,4512,34,3805,34,612,6,21,651.82,1380.76,NA,47000,92284,03360,7,10
37035000114,6035,36,5372,36,596,9,20,4435,26,3952,26,411,8,12,640.7,1357.2,NA,12720,90556,00690,7,10
37035000115,8101,8,7357,8,715,8,13,6248,7,5722,7,497,6,9,902.61,1912.01,NA,61320,92152,00690,7,10
37035000116,6951,99,6547,99,279,16,10,5356,64,5001,64,208,12,7,773.75,1639.04,NA,40660,90476,00690,7,10
37035000117,8508,122,7671,122,658,11,46,6406,86,5735,86,464,8,27,925.44,1960.36,NA,40660,92284,00690,7,10
37035000118,8388,43,7720,43,566,13,43,6108,26,5648,26,374,8,26,882.39,1869.17,NA,44781,90140,00690,7,10
37037000202,4987,64,4061,64,846,7,9,3838,39,3140,39,611,3,6,929.33,893.74,NA,NA,90024,00750,2,4
37037000203,2499,35,1643,35,818,1,1,1907,29,1256,29,591,1,1,461.76,444.08,NA,61860,92012,00750,2,4
37037000204,6771,222,4651,222,1860,23,10,5366,166,3703,166,1303,21,7,1299.32,1249.56,NA,61860,92012,00750,2,4
37037000205,3410,17,2965,17,418,5,5,2617,11,2273,11,314,5,3,633.68,609.41,NA,NA,90172,00750,2,4
37037000206,3180,23,2277,23,862,14,4,2485,18,1784,18,652,9,4,601.72,578.67,NA,26920,91352,00750,2,4
37037000207,4396,61,3238,61,1062,29,1,3414,45,2526,45,782,15,1,190,190,NA,NA,90504,00750,2,4
37037000208,4412,65,2767,65,1553,19,7,3424,41,2195,41,1133,11,3,829.09,797.34,NA,52660,90592,00750,2,4
37037020198,9104,77,7592,77,1375,25,31,7430,64,6260,64,999,20,23,1799.1,1730.2,NA,22970,90136,00750,2,4
37037020998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90136,00750,2,4
37039009901,4265,38,4122,38,61,40,1,3351,25,3217,25,47,36,1,586.11,940.3,19390,1380,93852,00780,5,11
37039009902,1915,12,1860,12,0,42,1,1469,7,1420,7,0,34,1,256.94,412.2,19390,1380,93852,00780,5,11
37039009903,1963,24,1869,24,5,65,0,1498,11,1424,11,3,49,0,262.01,420.34,19390,NA,90188,00780,5,11
37039009904,4627,25,4202,25,248,136,16,3626,16,3284,16,192,104,14,634.21,1017.46,19390,45660,92192,00780,5,11
37039009905,2861,28,2730,28,38,45,19,2189,16,2084,16,23,37,13,382.87,614.24,NA,45660,92192,00780,5,11
37039009906,4539,4,4450,4,6,76,2,3544,4,3470,4,4,60,2,619.87,994.45,NA,NA,92932,00780,5,11
