GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29001009501,3304,7,3282,7,6,3,6,2395,6,2372,6,3,3,5,352.71,719.97,8002,65540,NA,16740,5,9
29001009502,2742,14,2713,14,1,10,3,2066,7,2040,7,1,10,1,304.26,621.07,53534,52526,NA,22980,5,9
29001009503,2818,17,2729,17,28,4,38,2280,12,2192,12,25,3,36,335.77,685.4,39026,4546,NA,16740,5,9
29001009504,3796,22,3719,22,12,6,37,2838,14,2768,14,10,4,28,417.95,853.14,39026,4546,NA,16740,5,9
29001009505,6502,76,6313,76,44,15,54,5148,57,4949,57,29,8,48,758.14,1547.55,39026,4546,NA,16740,5,9
29001009506,980,5,935,5,15,0,24,959,5,910,5,15,0,24,141.23,288.29,39026,4546,NA,16740,5,9
29001009507,1373,11,1285,11,57,0,19,1379,11,1281,11,57,0,19,203.08,414.54,39026,4546,NA,16740,5,9
29001009508,647,6,631,6,7,0,2,652,6,631,6,7,0,2,96.02,196,39026,4546,NA,16740,5,9
29001009509,2415,24,2312,24,43,1,35,2036,11,1944,11,38,1,31,299.84,612.05,39026,4546,NA,16740,5,9
29003000101,4586,49,4488,49,28,16,5,3326,31,3229,31,20,10,5,60,188,16802,36710,04080,27570,6,6
29003000102,5446,33,5382,33,2,18,11,4041,21,3982,21,2,11,4,920,1356,66044,52688,NA,27570,6,6
29003000103,1685,7,1675,7,0,1,2,1233,5,1220,5,0,1,2,83,142,1018,42572,NA,27570,6,6
29003000104,2915,14,2892,14,0,4,5,2145,8,2121,8,0,4,4,355,671,6922,4564,04080,22710,6,6
29005009501,4395,90,4200,90,81,7,12,3512,78,3261,78,76,7,12,316,691,72340,72358,31770,29940,6,6
29005009502,3062,14,3038,14,1,7,2,2349,7,2327,7,1,5,2,761,1069,62696,14284,NA,26790,6,6
29007009501,2935,9,2584,9,326,0,15,2286,5,2050,5,216,0,10,850,916,75688,17686,NA,30780,5,9
29007009502,5139,16,5087,16,20,11,5,3782,13,3731,13,12,11,2,105,162,39602,59474,NA,10020,5,9
29007009503,2741,6,2733,6,1,0,1,1796,5,1784,5,1,0,1,497.35,710.21,12898,80152,NA,08400,5,9
29007009504,3011,7,2651,7,331,8,11,2302,5,2045,5,234,6,7,637.47,910.3,47648,68744,NA,20810,5,9
29007009505,3750,15,3578,15,128,1,28,2848,11,2719,11,90,1,16,788.67,1126.21,47648,65558,NA,20810,5,9
29007009506,2477,10,2296,10,148,7,16,1724,4,1630,4,73,5,8,477.41,681.74,47648,65558,NA,20810,5,9
29007009507,3546,18,3047,18,463,6,7,2687,6,2361,6,308,2,4,744.09,1062.54,47648,65558,NA,20810,5,9
29009009601,4651,38,4587,38,1,23,2,3483,17,3429,17,0,19,1,181,357,13000,67250,28200,08170,2,7
29009009602,5292,16,5193,16,2,66,14,3788,10,3718,10,1,38,11,595.21,1553,60176,60194,16260,25620,2,7
29009009603,5020,12,4932,12,0,48,28,3804,9,3737,9,0,35,14,468,1282,49196,49214,NA,21120,2,7
29009009604,5946,49,5819,49,20,54,4,4350,30,4232,30,18,38,2,137,228,66530,23140,NA,28710,2,7
29009009605,4749,28,4638,28,0,58,24,3588,16,3514,16,0,33,9,563.79,1471,11890,24436,NA,08170,2,7
29009009606,1889,9,1861,9,1,17,1,1645,8,1614,8,1,13,1,268,478,22250,79522,28200,08170,2,7
29011009601,2873,11,2820,11,0,34,7,2119,7,2077,7,0,24,4,108,414,27676,27694,NA,12930,4,7
29011009602,3633,10,3561,10,6,53,3,2619,5,2577,5,2,28,2,52,190,41906,55748,NA,18510,4,7
29011009603,4806,36,4732,36,5,15,18,3618,19,3551,19,5,13,11,529,1321,40376,13897,NA,17850,4,7
29013009701,4081,31,4034,31,2,12,1,2981,11,2946,11,2,10,1,149,182,244,18766,15240,02850,4,4
29013009702,3729,27,3678,27,2,21,1,2733,10,2692,10,2,18,1,493.22,681.99,25372,33310,NA,20820,4,4
29013009703,4361,19,4213,19,103,19,5,3318,9,3205,9,81,11,3,598.79,827.97,10054,50546,NA,06360,4,4
29013009704,2854,5,2831,5,0,17,1,2100,5,2077,5,0,12,1,378.98,524.03,61418,55028,15240,26310,4,4
29015009601,2723,9,2702,9,2,6,4,2040,6,2020,6,1,4,3,203,991,15436,79936,NA,09900,4,4
29015009602,1949,8,1923,8,6,11,1,1512,4,1489,4,5,9,1,259,560,42608,79252,NA,18670,4,4
29015009603,2881,20,2839,20,1,18,3,2340,18,2284,18,1,16,3,585,774,77146,43076,NA,31070,4,4
29015009604,1606,11,1585,11,1,8,1,1324,6,1303,6,0,8,1,299,301,NA,15418,NA,09900,4,4
29015009605,1119,3,1105,3,0,8,3,920,3,906,3,0,5,3,208,269,NA,74500,NA,31070,4,4
29015009606,1795,6,1770,6,3,14,2,1363,4,1338,4,3,12,2,349,409,NA,26074,NA,31070,4,4
29015009607,1786,21,1753,21,0,10,2,1439,15,1400,15,0,7,2,78,77,NA,73564,04800,31070,4,4
29017009501,3713,25,3661,25,5,19,3,2787,16,2740,16,5,9,1,150,212,66476,17380,NA,23640,3,8
29017009502,4078,32,4012,32,5,8,21,3016,19,2955,19,5,6,12,624,972,45848,44084,NA,19350,3,8
29017009503,2828,13,2806,13,2,3,4,2076,7,2056,7,0,3,3,182,325,81430,77956,NA,32490,3,8
29019000001,430,4,264,4,127,2,33,389,4,260,4,90,2,29,86.17,112.52,15670,15688,NA,01000,5,9
29019000002,2501,37,2209,37,173,11,69,2268,32,2001,32,127,10,66,502.43,656.03,15670,15688,NA,01000,5,9
29019000003,4019,97,3349,97,159,14,399,3929,84,3213,84,147,13,388,870.39,1136.49,15670,15688,NA,01000,5,9
29019000004,8112,127,6984,127,439,7,553,7990,117,6882,117,411,7,456,1770.01,2311.16,15670,15688,NA,01000,5,9
29019000005,2467,59,1943,59,94,4,364,2426,53,1912,53,92,4,312,537.43,701.74,15670,15688,NA,01000,5,9
29019000006,5280,42,5079,42,63,17,75,4123,30,3950,30,44,11,58,913.36,1192.6,15670,48944,NA,01000,5,9
29019000007,3531,50,2812,50,591,5,68,2874,39,2346,39,399,5,46,636.67,831.32,15670,48944,NA,01000,5,9
29019000008,2962,18,1229,18,1600,5,100,2344,17,1096,17,1110,5,99,519.26,678.02,15670,48944,NA,01000,5,9
29019000009,1786,24,1152,24,581,10,16,1345,17,938,17,355,6,12,297.96,389.05,15670,48944,NA,01000,5,9
29019000012,6308,43,5867,43,200,12,178,4565,23,4256,23,137,8,118,1011.28,1320.46,15670,48944,NA,01000,5,9
29019000013,3059,63,2231,63,434,13,313,2531,47,1941,47,287,11,198,560.69,732.11,15670,48944,NA,01000,5,9
29019000014,6166,55,5734,55,300,20,46,4581,36,4252,36,206,16,35,1014.82,1325.08,15670,48944,NA,01000,5,9
29019000020,4143,24,4040,24,58,17,4,3023,18,2923,18,49,12,3,676,1103,12898,12916,NA,08400,5,9
29019001001,2975,41,2753,41,102,22,50,2506,27,2326,27,75,14,37,555.15,724.88,15670,15688,NA,01000,5,9
29019001002,4591,48,4151,48,291,12,83,3380,29,3090,29,166,9,57,748.77,977.69,15670,15688,NA,01000,5,9
29019001101,3506,35,3181,35,199,11,78,3007,28,2739,28,138,9,65,666.14,869.79,15670,15688,NA,01000,5,9
29019001103,4964,52,4583,52,124,21,179,3808,42,3488,42,95,13,128,843.58,1101.49,15670,48944,NA,01000,5,9
29019001104,3781,32,3440,32,225,9,70,2654,23,2429,23,126,5,48,587.94,767.69,15670,48944,NA,01000,5,9
29019001501,6873,86,5642,86,938,43,161,4855,54,4122,54,493,28,104,1075.52,1404.34,15670,48944,NA,01000,5,9
29019001502,4522,69,3774,69,593,16,63,3614,36,3097,36,388,12,45,800.6,1045.37,15670,15688,NA,01000,5,9
29019001601,3482,51,3015,51,388,11,13,2467,27,2168,27,231,6,8,546.51,713.6,15670,15688,NA,01000,5,9
29019001602,2884,23,2725,23,107,5,24,2068,18,1940,18,75,4,13,458.12,598.18,NA,15688,NA,01000,5,9
29019001701,3928,18,3875,18,13,13,6,2895,9,2851,9,11,10,5,641.32,837.4,2242,12142,NA,28560,5,9
29019001702,3150,6,3030,6,82,18,13,2250,4,2167,4,57,10,8,498.44,650.83,NA,12142,NA,01000,5,9
29019001801,2942,39,2559,39,253,12,78,1928,21,1700,21,135,9,42,427.11,557.69,15670,48944,NA,01000,5,9
29019001803,3772,26,3584,26,106,25,27,2657,12,2536,12,65,14,18,588.6,768.55,62498,48944,NA,01000,5,9
29019001804,1086,9,1068,9,6,1,2,785,8,764,8,3,1,1,173.9,227.07,NA,48944,NA,01000,5,9
29019001901,3242,28,3194,28,4,9,6,2370,15,2324,15,4,9,3,1001,1182,30484,57026,NA,13710,5,9
29019001902,5917,20,5808,20,56,9,22,4238,12,4150,12,45,5,14,938.84,1225.87,71224,62840,NA,29700,5,9
29021000001,2673,48,2489,48,105,11,15,2073,25,1930,25,75,8,10,493.98,600.27,64550,77236,NA,27060,6,6
29021000002,4662,73,4515,73,46,12,13,3455,45,3317,45,30,9,9,823.3,1000.46,64550,77236,NA,27060,6,6
29021000003,3837,52,3738,52,41,4,2,2846,33,2751,33,24,3,2,678.18,824.11,64550,77236,NA,27060,6,6
29021000004,2017,47,1939,47,13,12,0,1455,28,1382,28,9,8,0,346.72,421.32,64550,77236,NA,27060,6,6
29021000005,2839,54,2698,54,59,8,18,2198,38,2067,38,41,6,8,523.77,636.47,64550,77236,NA,27060,6,6
29021000006,2827,54,2748,54,10,2,12,2223,34,2140,34,7,2,6,529.73,643.71,64550,77236,NA,27060,6,6
29021000007,7246,116,6735,116,269,12,114,5739,79,5324,79,181,11,65,1367.57,1661.83,64550,77236,NA,27060,6,6
29021000008,376,6,293,6,74,1,0,293,3,219,3,67,1,0,69.82,84.84,64550,77236,NA,27060,6,6
29021000009,5208,95,4864,95,235,10,2,3998,61,3697,61,171,7,1,952.7,1157.69,64550,77236,NA,27060,6,6
29021000010,2936,49,2240,49,618,17,6,2118,39,1631,39,392,11,6,504.71,613.3,64550,77236,NA,27060,6,6
29021000011,3053,65,2849,65,120,16,3,2334,40,2155,40,86,11,2,556.18,675.85,64550,77236,NA,27060,6,6
29021000012,1212,27,1106,27,73,4,2,926,12,838,12,58,4,2,220.66,268.14,64550,77236,NA,27060,6,6
29021000013,705,6,641,6,52,6,0,658,5,595,5,48,5,0,156.8,190.54,64550,77236,NA,27060,6,6
29021000014,3999,102,3520,102,339,21,14,2873,64,2509,64,213,15,8,684.62,831.93,64550,77236,NA,27060,6,6
29021000015,5285,106,5041,106,122,9,6,3953,60,3741,60,80,9,3,941.97,1144.66,64550,77236,NA,27060,6,6
29021000016,2459,47,2372,47,29,8,3,1921,28,1841,28,19,4,1,457.76,556.26,64550,77236,NA,27060,6,6
29021000017,4150,102,3919,102,99,9,18,3100,51,2926,51,53,7,12,738.71,897.66,64550,77236,NA,27060,6,6
29021000018,3635,77,3486,77,60,10,2,2678,47,2553,47,24,5,2,638.15,775.46,64550,77236,NA,27060,6,6
29021000019,2301,115,2158,115,15,13,0,1704,84,1521,84,6,9,0,406.05,493.42,64550,77236,NA,27060,6,6
29021000020,371,14,351,14,5,1,0,303,12,273,12,5,1,0,72.2,87.74,64550,77236,NA,27060,6,6
29021000021,2699,92,2413,92,182,7,0,1996,68,1729,68,124,7,0,475.63,577.98,64550,77236,NA,27060,6,6
29021000022,1325,37,1276,37,8,1,3,976,21,925,21,7,1,1,232.57,282.62,64550,77236,NA,27060,6,6
29021000023,2429,44,2364,44,8,9,3,1792,27,1727,27,4,4,3,427.02,518.9,64550,77236,NA,27060,6,6
29021000024,1830,106,1706,106,7,8,3,1425,64,1285,64,4,5,3,339.57,412.63,64550,77236,NA,27060,6,6
29021000025,2613,62,2541,62,5,3,2,1955,36,1876,36,2,3,2,465.86,566.1,64550,77236,NA,27060,6,6
29021000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77236,NA,27060,6,6
29021000027,2176,15,2151,15,0,9,1,1625,8,1604,8,0,4,1,112,138,21034,45938,NA,11250,6,6
29021000028,4306,53,4232,53,12,3,6,3103,37,3015,37,7,2,5,213,184,298,17110,NA,11940,6,6
29021000029,2340,13,2314,13,4,5,4,1767,7,1744,7,3,4,2,144,113,41834,63542,NA,10590,6,6
29021000030,512,15,496,15,0,1,0,403,11,380,11,0,1,0,96.03,116.7,64550,77236,NA,27060,6,6
29021000031,39,0,39,0,0,0,0,35,0,35,0,0,0,0,8.34,10.13,NA,77236,NA,27060,6,6
29021000032,1023,17,999,17,5,1,0,778,12,751,12,2,1,0,185.39,225.28,64550,77236,NA,27060,6,6
29023009501,4285,14,4255,14,4,10,2,3227,10,3193,10,2,10,2,121,197,24328,64262,NA,25450,3,8
29023009502,6947,21,6828,21,54,26,18,5058,11,4987,11,17,18,14,158,358,59096,3826,NA,25450,3,8
29023009503,6644,49,6349,49,154,21,71,5158,31,4929,31,106,16,45,891.9,1516.44,59096,59114,NA,25450,3,8
29023009504,3699,40,2850,40,796,11,0,2676,24,2130,24,488,10,0,462.72,786.74,59096,59114,NA,25450,3,8
29023009505,2939,31,2635,31,264,3,6,2307,18,2099,18,165,2,5,398.92,678.25,59096,59114,NA,25450,3,8
29023009506,4516,21,4363,21,104,19,9,3422,14,3299,14,79,12,4,260,374,60428,2224,NA,30520,3,8
29023009507,3039,10,2863,10,142,20,4,2101,4,2018,4,57,15,3,363.3,617.69,59096,59114,NA,25450,3,8
29023009508,2934,19,2790,19,114,9,2,2210,12,2114,12,62,8,2,382.14,649.74,59096,59114,NA,25450,3,8
29023009509,3762,12,3396,12,339,11,4,2776,9,2519,9,229,8,2,480.02,816.14,51446,51392,NA,21750,3,8
29025009501,3090,5,3072,5,3,8,1,2323,2,2310,2,0,8,1,30,59,8128,8146,10230,05820,6,6
29025009502,5290,45,5221,45,11,13,0,3881,23,3816,23,8,11,0,90,176,30034,30052,16620,13590,6,6
29027009701,3806,6,3662,6,106,15,17,2757,4,2644,4,84,13,8,282,416,2638,35612,NA,22740,5,9
29027009702,2816,17,2746,17,42,9,0,2031,9,1975,9,29,9,0,111,137,26182,2656,NA,28430,5,9
29027009703,5283,23,4648,23,563,16,31,4154,16,3638,16,446,14,24,952.8,1437.28,26182,20854,NA,12550,5,9
29027009704,5740,27,5106,27,569,13,25,4583,24,4117,24,386,12,20,1051.2,1585.72,26182,78766,NA,12550,5,9
29027009705,3204,18,3159,18,17,1,9,2284,8,2246,8,14,1,7,241,316,26182,78766,NA,12550,5,9
29027009706,4292,12,4209,12,48,7,15,3096,5,3029,5,45,6,6,57,75,49070,64010,NA,21875,5,9
29027009707,4013,43,3906,43,47,12,5,2787,24,2696,24,30,10,3,139,221,32770,16642,NA,16190,5,9
29027009708,3655,25,3396,25,187,26,17,2626,17,2390,17,170,19,13,672,1438,37000,71548,NA,16190,5,9
29029009501,2188,20,2151,20,5,7,5,1776,9,1749,9,5,1,3,333,1087,76157,56596,NA,27630,4,4
29029009502,3800,24,3741,24,19,7,9,3160,14,3101,14,16,6,9,367,1111,55244,55046,NA,06990,4,4
29029009503,1702,13,1679,13,0,4,4,1342,9,1317,9,0,4,3,98.86,275.06,NA,54399,NA,06990,4,4
29029009504,1423,4,1412,4,5,2,0,1108,3,1097,3,4,1,0,327,938,10810,54399,NA,06990,4,4
29029009505,3415,30,3353,30,5,19,8,2527,16,2475,16,1,13,6,186.14,517.94,10810,38585,NA,06990,4,4
29029009506,2310,18,2272,18,9,4,7,1655,12,1613,12,9,4,5,235,850,43274,55046,NA,06990,4,4
29029009507,2379,16,2342,16,9,7,5,2021,12,1980,12,8,6,3,290,570,14914,190,NA,09810,4,4
29029009508,4145,16,4105,16,3,17,4,3084,7,3052,7,2,13,3,270,510,45218,63668,NA,19380,4,4
29029009509,2498,10,2465,10,1,19,3,1824,6,1794,6,1,14,3,208,527,71008,2476,NA,29580,4,4
29029009510,1040,5,1030,5,0,5,0,927,2,918,2,0,5,0,170.28,305.61,NA,36476,NA,06990,4,4
29029009511,1220,10,1201,10,1,8,0,1004,9,982,9,1,3,0,184.43,331,NA,36476,NA,06990,4,4
29029009512,1375,4,1369,4,0,2,0,1172,2,1166,2,0,2,0,215.29,386.39,71728,36476,NA,06990,4,4
29029951394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2476,NA,29580,4,4
29029951395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2476,NA,29580,4,4
29029951396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2476,NA,29580,4,4
29029951397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2476,NA,29580,4,4
29029951398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61562,2476,NA,26430,4,4
29031009801,3883,17,3843,17,21,1,1,2846,10,2808,10,16,1,1,439.18,1010,58628,67070,07320,23070,3,8
29031009802,2460,3,2453,3,2,0,2,1837,2,1832,2,0,0,1,161,264,NA,10234,NA,15600,3,8
29031009803,3942,27,3904,27,1,7,3,2898,18,2854,18,1,6,1,447.21,1028.45,19072,33454,NA,10620,3,8
29031009804,4632,24,4520,24,75,7,5,3472,15,3377,15,54,6,5,535.78,1232.16,35648,10234,NA,15600,3,8
29031009805,6010,28,5927,28,37,7,10,4351,17,4277,17,31,5,4,671.43,1544.1,35648,10234,NA,15600,3,8
29031009806,4371,20,4253,20,82,2,13,3215,16,3115,16,58,2,8,496.12,1140.95,11242,60572,07320,15600,3,8
29031009807,4256,35,4113,35,59,13,34,3195,19,3090,19,38,8,21,493.04,1133.86,11242,11260,07320,07120,3,8
29031009808,4203,35,3617,35,399,6,145,3859,33,3306,33,338,6,143,595.5,1369.5,11242,11260,NA,07120,3,8
29031009809,2871,12,2346,12,465,15,32,2195,9,1870,9,266,12,29,338.72,778.97,11242,11260,NA,07120,3,8
29031009810,2215,29,1824,29,312,4,46,1884,18,1573,18,225,4,46,290.73,668.6,11242,11260,NA,07120,3,8
29031009811,3737,19,3606,19,83,8,21,2944,11,2842,11,54,7,19,454.31,1044.78,11242,11260,NA,07120,3,8
29031009812,5188,12,5035,12,74,2,61,3870,11,3765,11,47,2,34,597.2,1373.4,11242,11260,NA,07120,3,8
29031009813,4780,20,4494,20,185,1,77,3808,16,3602,16,115,1,58,587.63,1351.4,11242,11260,NA,07120,3,8
29031009814,2747,19,1862,19,846,8,8,1995,14,1473,14,482,8,4,307.86,707.99,11242,11260,NA,07120,3,8
29031009815,3520,6,3491,6,14,3,6,2692,4,2671,4,7,3,3,415.42,955.35,11242,11260,NA,07120,3,8
29031009816,2818,7,2473,7,324,8,3,2157,6,1959,6,178,5,3,332.86,765.49,11242,11260,NA,07120,3,8
29033009601,2872,10,2847,10,8,2,4,2095,4,2074,4,7,2,4,45,85,29908,34012,30930,05610,6,6
29033009602,3123,20,3038,20,60,3,2,2329,12,2257,12,44,3,1,50,98,52760,21412,NA,07380,6,6
29033009603,4753,10,4575,10,151,8,5,3519,4,3400,4,98,8,5,791,1365,11566,11584,NA,07380,6,6
29035009601,3058,15,3035,15,1,6,1,2182,10,2155,10,0,6,1,193,430,28180,37376,NA,11100,3,8
29035009602,2457,18,2408,18,0,27,4,1833,12,1788,12,0,18,3,644,911,75580,11620,NA,30750,3,8
29037000600,9754,168,9330,168,143,52,60,6940,107,6554,107,93,36,43,909.47,1605.46,4384,50564,NA,04620,4,4
29037000601,2307,140,1890,140,241,11,25,1338,68,1057,68,123,8,14,175.34,309.52,4384,50564,NA,04620,4,4
29037000602,7384,131,7112,131,37,57,43,5343,84,5080,84,23,37,35,700.19,1236.02,4384,50564,NA,04620,4,4
29037000603,7971,86,7743,86,61,40,38,5799,54,5589,54,47,30,25,1326,2646,60752,60770,NA,23730,4,4
29037000604,2246,14,2215,14,9,3,5,1683,10,1650,10,7,2,4,247,696,40340,5374,NA,25330,4,4
29037000605,2083,10,2047,10,14,12,0,1493,5,1460,5,12,11,0,216,335,71098,58718,11160,29670,4,4
29037000606,3974,35,3891,35,18,22,8,2834,19,2762,19,13,14,7,741,807,58394,58412,NA,25330,4,4
29037000607,3240,31,3167,31,20,21,1,2279,15,2220,15,11,18,0,279,471,26434,10936,11160,10320,4,4
29037000608,3615,22,3558,22,8,21,6,2645,15,2591,15,6,16,2,447.55,686.16,30610,28252,NA,13760,4,4
29037000609,7612,75,7437,75,57,21,21,5558,37,5408,37,44,18,14,940.45,1441.84,30610,28252,NA,13760,4,4
29037000610,6912,66,6743,66,34,40,29,5001,42,4850,42,27,28,12,613,1072,56756,78892,NA,23730,4,4
29037000611,3869,37,3765,37,18,39,7,2745,16,2678,16,13,19,3,265,386,20134,19738,NA,31800,4,4
29037000612,2841,14,2791,14,12,16,8,2072,7,2037,7,8,9,4,78,165,1702,2620,NA,03200,4,4
29039009701,4405,19,4346,19,1,35,4,3311,11,3261,11,1,23,4,221.63,591.01,37214,4600,NA,29520,2,7
29039009702,5126,28,5055,28,0,30,12,3887,15,3824,15,0,25,8,604,1445,21502,7696,NA,11310,2,7
29039009703,2562,11,2534,11,2,11,4,2112,5,2086,5,2,10,4,141.37,376.99,70828,43166,NA,29520,2,7
29041009701,2674,7,2660,7,0,5,2,1957,6,1941,6,0,2,2,92,106,47288,47306,NA,22920,6,6
29041009702,2986,6,2743,6,225,7,1,2307,6,2120,6,168,6,1,358,405,9046,9064,NA,06030,6,6
29041009703,3542,6,3417,6,112,3,4,2580,4,2483,4,84,3,2,580,761,65450,65468,NA,27520,6,6
29043000201,4136,17,4065,17,1,41,11,3031,7,2991,7,0,21,5,198,501,5626,42644,NA,05070,2,7
29043000202,9716,65,9555,65,13,46,37,6940,38,6802,38,5,37,20,389,912,52616,75104,NA,22530,2,7
29043000203,8973,67,8812,67,13,60,20,6463,31,6337,31,8,42,14,204,570,55766,20846,NA,23430,2,7
29043000204,5152,34,5081,34,4,27,5,3694,22,3622,22,4,20,4,277,683,69302,69320,NA,28740,2,7
29043000205,4667,33,4613,33,4,16,1,3305,20,3256,20,1,7,1,89,123,NA,53066,NA,28800,2,7
29045009501,2344,12,2329,12,0,3,0,1665,8,1648,8,0,1,0,164,214,81142,81160,19320,16380,5,9
29045009502,2242,1,2234,1,2,1,2,1637,1,1630,1,2,1,2,80,74,604,19234,NA,16380,5,9
29045009503,2961,13,2943,13,1,2,2,2205,7,2187,7,1,2,1,440,717,37790,42662,NA,16380,5,9
29047000200,195,8,180,8,6,1,0,166,6,147,6,6,1,0,34.35,49.72,53102,26290,NA,22800,6,6
29047000201,4104,112,3840,112,75,20,57,3634,81,3360,81,52,18,42,751.92,1088.36,53102,26290,NA,22800,6,6
29047000203,5923,159,5513,159,157,16,78,4767,114,4356,114,112,14,57,986.36,1427.68,38000,26290,NA,22800,6,6
29047000204,2483,97,2280,97,73,11,19,2057,72,1837,72,53,8,15,425.62,616.06,38000,26290,NA,22800,6,6
29047000205,6171,212,5747,212,104,42,63,4741,142,4328,142,64,27,38,980.98,1419.89,38000,26290,NA,22800,6,6
29047000207,4062,159,3790,159,67,33,12,3022,98,2757,98,37,23,9,625.29,905.07,38000,13780,NA,22800,6,6
29047000215,419,5,411,5,0,2,1,298,3,291,3,0,0,1,61.66,89.25,38000,13780,NA,22800,6,6
29047000216,3856,40,3773,40,25,11,7,2758,25,2676,25,18,9,5,354.45,509.88,42032,24292,21060,18540,6,6
29047000217,10987,102,10447,102,311,70,46,7922,63,7514,63,208,44,30,1018.13,1464.58,23086,24292,NA,11650,6,6
29047000218,10249,93,10057,93,42,30,27,7224,52,7075,52,10,22,13,928.42,1335.54,38072,38090,NA,16450,6,6
29047000219,1484,10,1459,10,1,6,8,1067,8,1040,8,1,5,5,189.83,255.39,38000,58142,NA,28410,6,6
29047000220,2474,10,2442,10,11,6,5,1853,9,1820,9,8,3,4,329.67,443.51,68420,58142,NA,28410,6,6
29047020201,4193,169,3795,169,109,31,89,3412,107,3036,107,79,21,62,705.99,1021.87,38000,26290,NA,22800,6,6
29047020202,3200,58,3082,58,13,12,34,2481,38,2362,38,11,10,22,513.35,743.04,38000,26290,NA,22800,6,6
29047020602,4155,241,3668,241,185,23,34,2979,147,2545,147,99,18,23,616.39,892.19,38000,13780,NA,22800,6,6
29047020603,3311,94,3174,94,5,27,11,2446,51,2319,51,4,14,7,506.11,732.56,38000,13780,NA,22800,6,6
29047020604,4500,155,4239,155,31,30,37,3395,104,3129,104,18,18,22,702.47,1016.78,38000,13780,NA,22800,6,6
29047020801,6057,96,5800,96,105,28,24,4572,64,4345,64,66,17,16,946.01,1369.28,58520,42050,NA,22800,6,6
29047020802,6188,125,5942,125,84,16,20,4464,81,4220,81,53,13,16,923.66,1336.93,42032,42050,NA,18540,6,6
29047020901,5178,107,4987,107,46,15,21,3976,79,3770,79,24,11,13,822.69,1190.78,38000,13780,NA,22800,6,6
29047020902,2414,67,2280,67,24,27,16,1752,52,1608,52,13,17,10,362.51,524.71,38000,13780,NA,22800,6,6
29047021001,3596,113,3377,113,47,37,20,2921,70,2705,70,36,27,13,604.39,874.82,27190,26290,NA,22800,6,6
29047021002,7581,184,7259,184,58,11,68,5997,128,5646,128,41,11,43,1240.86,1796.06,27190,26290,NA,22800,6,6
29047021101,4905,99,4710,99,40,27,27,3847,58,3664,58,28,18,21,796,1152.15,27190,26290,NA,22800,6,6
29047021102,6280,154,5977,154,75,19,55,5002,100,4693,100,54,16,39,1034.98,1498.06,27190,26290,NA,22800,6,6
29047021103,3671,74,3506,74,36,31,24,2767,47,2613,47,23,23,14,572.53,828.7,27190,26290,NA,22800,6,6
29047021203,4636,157,4340,157,67,15,57,3675,114,3348,114,44,12,43,760.41,1100.63,38000,26290,NA,22800,6,6
29047021204,4204,115,3821,115,189,32,43,3156,72,2836,72,127,19,30,653.02,945.2,38000,26290,NA,22800,6,6
29047021205,2578,59,2447,59,34,8,30,2005,40,1888,40,12,5,20,414.86,600.48,38000,13780,NA,22800,6,6
29047021206,4012,94,3842,94,28,3,42,2883,49,2738,49,18,2,27,596.53,863.44,38000,13780,NA,22800,6,6
29047021303,661,14,644,14,1,1,0,471,6,457,6,1,1,0,97.46,141.06,38000,58142,NA,22800,6,6
29047021304,767,16,744,16,3,2,2,528,6,511,6,2,1,2,109.25,158.13,38000,42050,NA,18540,6,6
29047021305,3674,109,3493,109,30,22,19,2549,60,2377,60,25,13,14,453.5,610.1,38000,58142,NA,22800,6,6
29047021306,4304,109,4008,109,130,18,37,3014,63,2771,63,82,14,21,623.64,902.67,38000,13780,NA,22800,6,6
29047021401,3453,43,3210,43,165,10,25,2781,30,2565,30,125,10,21,575.43,832.89,42032,42050,NA,18540,6,6
29047021402,7486,80,7050,80,272,45,31,5598,49,5267,49,180,32,21,1158.3,1676.56,42032,42050,NA,18540,6,6
29049009601,3952,8,3906,8,29,5,4,2871,2,2841,2,18,5,3,738,1205,10828,67592,NA,07020,6,6
29049009602,5378,37,5248,37,39,42,8,3897,17,3801,17,29,28,5,489,643,40826,40844,NA,17970,6,6
29049009603,3907,62,3581,62,248,9,7,2831,37,2581,37,165,8,3,549,616,58250,15976,NA,25290,6,6
29049009604,3358,32,3298,32,10,15,3,2454,21,2394,21,6,9,3,351,397,28036,2332,NA,11250,6,6
29051000101,2528,56,1811,56,638,2,9,2103,39,1538,39,479,2,6,381.56,840.85,37000,36764,NA,16190,4,4
29051000102,1917,20,866,20,1012,11,6,1935,20,866,20,1012,11,6,351.08,773.68,37000,36764,NA,16190,4,4
29051000103,4917,31,4645,31,211,12,14,3704,16,3504,16,149,10,9,672.03,1480.98,37000,36764,NA,16190,4,4
