GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29187009507,5087,18,5043,18,4,8,14,3757,12,3718,12,3,4,8,729.04,891.65,23752,42302,16800,11910,3,8
29187009508,4769,28,4703,28,15,10,13,3505,16,3443,16,14,8,8,680.14,831.84,23752,64316,NA,11910,3,8
29187009509,7272,60,6256,60,876,29,48,6087,44,5086,44,846,26,41,1181.18,1444.62,23752,64316,NA,11910,3,8
29187009510,6811,23,6750,23,13,8,17,4925,12,4873,12,7,8,13,955.69,1168.85,24490,64316,NA,29170,3,8
29187009511,6128,38,6060,38,9,11,9,4526,18,4466,18,8,9,7,878.27,1074.15,19216,60608,NA,05430,3,8
29189002101,6432,52,5975,52,345,25,34,4852,36,4492,36,246,16,26,1208.69,1733.53,69266,69284,NA,13830,7,2
29189002102,6115,38,5785,38,267,4,14,4600,24,4382,24,158,4,8,1469.55,1165.46,27226,64208,NA,26670,7,2
29189002103,3962,20,3662,20,268,1,6,3024,16,2815,16,173,1,3,966.07,766.16,62192,64208,NA,26670,7,2
29189002104,4070,41,2753,41,1253,2,19,3276,25,2317,25,896,2,11,1046.57,830.01,4222,64208,NA,26670,7,2
29189002105,9326,44,2117,44,7079,12,62,6313,31,1780,31,4413,10,48,2016.79,1599.47,11908,64208,NA,26670,7,2
29189002106,6793,49,6265,49,449,5,22,5510,43,5081,43,319,4,20,1760.26,1396.02,4222,64208,NA,26670,7,2
29189002107,14369,154,10840,154,3222,18,126,11035,102,8542,102,2185,16,88,2748.94,3942.59,69266,69284,NA,13830,7,2
29189002110,7992,74,7480,74,387,8,41,6384,48,5953,48,295,5,35,1530,2310.05,24778,24796,NA,12010,1,1
29189002111,12557,118,11273,118,1021,28,110,9854,71,8937,71,687,19,69,2361.62,3565.66,24778,24796,NA,12010,1,2
29189002112,9247,84,8659,84,448,10,43,7441,55,6959,55,333,8,31,1783.32,2692.52,24778,24796,NA,12010,1,1
29189002115,4093,27,596,27,3451,1,9,2885,19,498,19,2344,0,5,818.78,922.13,4906,53360,NA,12010,1,1
29189002116,6734,82,5587,82,996,13,34,4995,43,4227,43,650,7,25,1417.6,1596.55,31276,53360,NA,12010,1,2
29189002117,4114,37,3808,37,229,11,21,3186,25,2955,25,158,7,16,904.2,1018.34,23986,24004,NA,12010,7,2
29189002118,8443,64,6107,64,2212,6,51,6315,40,4756,40,1441,4,34,1792.23,2018.46,19018,24004,NA,26670,7,2
29189002119,5452,33,2851,33,2516,7,42,3962,21,2224,21,1661,7,28,1124.43,1266.37,23986,24004,NA,26670,7,2
29189002120,11934,98,5649,98,6099,11,62,8755,61,4501,61,4080,8,44,2796.93,2218.17,37178,64208,NA,16290,7,2
29189002121,9047,89,4108,89,4810,18,5,6310,66,3258,66,2901,15,4,2015.83,1598.71,37178,64208,NA,16290,7,2
29189002122,9003,52,848,52,8068,12,17,6573,31,793,31,5693,11,14,2425.15,1516.63,53408,52814,NA,22650,7,2
29189002123,5323,51,2500,51,2704,6,55,4314,39,2078,39,2103,6,49,1591.67,995.39,52796,52814,NA,22650,7,2
29189002124,2553,35,1434,35,1062,2,19,1822,21,1098,21,666,2,14,517.09,582.36,52796,24004,NA,12010,7,2
29189002125,4876,31,3902,31,885,11,42,3862,19,3129,19,662,6,27,1096.05,1234.41,23986,24004,NA,12010,7,2
29189002126,5018,59,4246,59,696,6,9,3769,32,3259,32,433,6,7,1069.66,1204.68,23986,24004,NA,12010,7,2
29189002127,8369,60,4529,60,3702,23,46,5863,49,3530,49,2185,16,34,1663.95,1873.99,23986,24004,NA,12010,7,2
29189002128,2695,12,18,12,2664,1,0,1705,9,14,9,1672,1,0,483.89,544.97,38972,406,NA,12010,1,2
29189002129,3966,12,1215,12,2723,6,7,2702,9,1007,9,1666,5,6,766.84,863.64,4906,406,NA,12010,1,1
29189002130,206,4,177,4,25,0,0,176,4,150,4,18,0,0,49.95,56.25,8398,406,NA,12010,1,1
29189002133,8232,101,7183,101,839,14,93,6369,74,5596,74,547,9,69,1807.55,2035.72,63956,406,NA,26640,1,1
29189002134,7363,81,6478,81,699,31,68,5636,51,5039,51,420,25,50,1599.52,1801.43,4906,406,NA,26640,1,2
29189002135,5525,72,5079,72,306,13,53,4228,39,3946,39,159,13,32,1035.64,1166.48,64478,47918,NA,26640,1,2
29189002136,5415,60,2320,60,2983,8,41,3823,30,1844,30,1881,5,33,1410.52,882.1,4366,52814,NA,22650,7,2
29189002137,6489,61,3487,61,2757,12,150,5057,50,2841,50,1970,11,135,1865.81,1166.83,4348,52814,NA,22650,7,2
29189002138,7413,18,426,18,6942,5,13,5275,13,397,13,4834,5,13,1946.24,1217.13,75796,52814,NA,22650,7,2
29189002139,2460,5,51,5,2396,8,0,1504,5,46,5,1442,6,0,554.91,347.03,78370,52814,NA,31590,7,2
29189002140,818,0,39,0,772,7,0,525,0,34,0,487,4,0,193.7,121.14,78370,52814,NA,31590,7,2
29189002141,1771,19,153,19,1589,5,3,1254,14,135,14,1085,4,2,462.67,289.34,55964,52814,NA,22650,7,2
29189002142,3834,29,1174,29,2612,3,9,2698,16,964,16,1693,3,6,995.44,622.52,55964,52814,NA,22650,7,2
29189002143,4373,46,2557,46,1743,8,18,3208,38,2015,38,1094,7,16,785.79,885.07,76246,47918,NA,22650,7,2
29189002144,5689,67,5217,67,339,15,45,4335,45,3968,45,238,10,29,1061.85,1196,55550,47918,NA,26640,1,2
29189002145,3391,41,3201,41,69,4,76,2687,30,2520,30,49,3,55,658.17,741.33,55550,47918,NA,26640,1,2
29189002146,9074,59,8284,59,580,20,120,6903,49,6383,49,317,15,90,1690.87,1904.5,55550,47918,NA,26640,1,1
29189002147,7469,105,6327,105,942,26,56,5644,65,4782,65,667,24,41,1382.48,1557.15,8164,47918,NA,26640,1,2
29189002148,5775,44,5546,44,133,12,38,4650,35,4456,35,87,10,27,1319.69,1486.28,63956,406,NA,26640,1,1
29189002149,6612,95,5840,95,540,26,106,5406,78,4798,78,352,18,82,1324.19,1491.48,63956,47918,NA,23700,1,1
29189002154,5259,59,5111,59,20,3,66,4098,37,3964,37,15,3,42,901.66,2272.53,39656,14590,NA,17820,1,1
29189002155,4731,29,4270,29,331,0,98,3665,18,3312,18,253,0,64,1352.22,845.65,54650,17290,NA,17820,1,1
29189002156,4958,54,2411,54,2367,10,107,3628,37,2021,37,1458,9,66,1338.57,837.11,54650,17290,NA,17820,1,1
29189002157,6793,43,1377,43,5307,6,54,5205,35,1226,35,3865,3,41,1920.41,1200.98,75220,17290,NA,30660,7,2
29189002158,7516,60,5615,60,1689,6,144,6235,46,4714,46,1311,5,113,2300.44,1438.64,75220,17290,NA,30660,7,2
29189002159,8423,67,1857,67,6415,5,56,6269,42,1523,42,4617,5,40,2312.98,1446.48,75220,17290,NA,30660,7,2
29189002160,2045,11,229,11,1787,6,1,1473,7,199,7,1255,4,1,530.15,416.35,75220,29818,NA,30660,7,2
29189002161,6491,103,3679,103,2282,12,408,5065,79,3134,79,1399,9,365,1822.96,1431.64,75220,29818,NA,30660,7,2
29189002162,8485,159,6653,159,1461,7,192,6558,105,5190,105,1021,3,134,2419.61,1513.16,75220,17290,NA,30660,7,2
29189002163,5876,127,5105,127,211,10,420,5254,103,4460,103,197,5,386,1890.98,1485.06,14572,29818,NA,09720,7,2
29189002164,5256,66,4963,66,53,8,166,4288,42,4034,42,40,5,125,943.47,2377.9,14572,14590,NA,09720,7,2
29189002165,3276,38,2913,38,191,5,124,2796,27,2508,27,145,2,87,615.19,1550.51,14572,14590,NA,09720,7,2
29189002166,2583,31,2367,31,102,2,80,2103,27,1907,27,85,2,55,498.06,1091.3,61706,36962,NA,09720,1,2
29189002167,4295,59,2809,59,1368,6,48,3457,47,2263,47,1056,4,40,1244.22,977.13,61706,29818,NA,20010,7,2
29189002168,3570,37,3371,37,100,5,54,2970,24,2793,24,76,5,48,1068.94,839.48,61706,29818,NA,20010,7,2
29189002169,2699,34,2041,34,545,2,74,2109,23,1627,23,372,2,62,759.06,596.11,45830,29818,NA,20010,7,2
29189002170,3378,32,2963,32,319,10,53,2669,27,2320,27,245,9,41,960.61,754.4,45830,29818,NA,20010,7,2
29189002171,1247,14,1030,14,168,11,23,1060,13,865,13,146,5,18,381.51,299.61,45830,29818,NA,20010,7,2
29189002172,2638,47,2114,47,389,2,84,2166,37,1721,37,302,2,67,779.57,612.23,45830,29818,NA,20010,7,2
29189002173,2821,52,2463,52,245,4,56,2237,38,1925,38,196,4,36,529.8,1160.83,8236,36962,NA,05880,7,2
29189002174,4832,92,4548,92,68,7,116,4174,79,3864,79,54,6,92,988.54,2165.99,8236,36962,NA,05880,1,2
29189002175,5710,28,5525,28,49,5,103,4400,17,4265,17,23,4,74,968.11,2440.01,39656,14590,NA,17820,1,1
29189002176,7565,59,7292,59,40,2,172,5851,42,5629,42,24,2,112,1287.36,3244.65,19270,14590,NA,16770,1,1
29189002183,4101,39,3607,39,427,6,22,3298,30,2908,30,310,6,14,781.08,1711.41,39044,7066,NA,16770,1,1
29189002184,9087,61,8883,61,83,8,51,6990,40,6810,40,62,8,30,1655.47,3627.28,39044,7066,NA,16770,1,1
29189002185,5075,38,4959,38,31,2,45,3858,23,3764,23,20,2,26,913.7,2002.01,39044,7066,NA,16770,1,1
29189002186,2634,23,1660,23,934,1,16,2015,12,1311,12,667,1,12,477.22,1045.63,39044,7066,NA,16770,1,1
29189002187,1625,9,1561,9,32,3,18,1350,5,1302,5,24,1,13,301.27,669.33,53750,28792,NA,16770,1,3
29189002188,5912,47,5801,47,36,6,20,4397,23,4303,23,27,5,16,1041.36,2281.71,27334,36962,NA,16770,1,1
29189002189,5650,62,3414,62,2112,5,52,4294,42,2663,42,1501,5,41,944.79,2381.23,62660,14590,NA,31530,1,2
29189002190,1352,10,653,10,678,3,4,1059,6,519,6,521,3,4,250.81,549.54,78154,36962,NA,31530,9,2
29189002191,3903,45,3757,45,50,8,36,2889,25,2765,25,38,8,28,684.21,1499.17,78154,36962,NA,31530,9,3
29189002192,2695,27,2510,27,109,4,42,2068,20,1920,20,71,2,35,489.77,1073.13,78154,36962,NA,31530,9,3
29189002193,2171,36,1773,36,349,0,12,1578,17,1287,17,247,0,10,373.72,818.86,78154,36962,NA,31530,1,3
29189002194,6091,46,5997,46,18,3,26,4511,25,4433,25,11,2,15,1006.69,2236.56,78154,28792,NA,31530,9,3
29189002195,6493,48,6361,48,15,9,55,5106,33,4985,33,11,6,38,1139.47,2531.56,78154,28792,NA,31530,9,3
29189002196,6816,70,6551,70,74,5,113,5745,59,5490,59,54,4,79,1360.61,2981.22,67700,36962,NA,31530,9,3
29189002197,6023,74,5766,74,57,9,117,4877,51,4640,51,46,8,81,1088.37,2418.02,280,28792,NA,02910,9,3
29189002198,8156,60,7923,60,73,9,89,6326,41,6118,41,51,7,68,1411.73,3136.44,280,28792,NA,02910,9,3
29189002199,5976,80,5842,80,2,14,35,4764,43,4641,43,1,10,26,974.44,2127.59,79756,16048,NA,04500,9,3
29189002200,8590,89,8441,89,13,5,35,7002,59,6851,59,8,3,22,1432.2,3127.08,280,16048,NA,02910,9,3
29189002201,8255,88,8113,88,15,8,31,6784,64,6618,64,10,6,22,1471.02,2654.29,41438,41456,NA,04500,9,3
29189002202,6871,108,6721,108,17,13,12,5137,71,4963,71,14,10,8,1113.89,2009.89,41438,41456,NA,13620,9,3
29189002203,1601,16,1435,16,131,6,13,1315,13,1141,13,130,6,12,285.14,514.5,NA,41456,NA,20670,9,3
29189002205,13144,143,12742,143,159,12,86,10425,103,10066,103,81,12,60,2260.52,4078.86,47180,41456,NA,20670,9,3
29189002209,2661,23,2609,23,4,3,19,2043,12,2003,12,3,1,12,455.92,1012.92,17218,28792,NA,18690,9,3
29189002210,3681,37,2504,37,1092,5,39,2613,23,1871,23,669,3,24,583.13,1295.53,17218,7066,NA,18690,9,3
29189002211,1768,12,1651,12,72,7,26,1397,10,1314,10,45,5,13,330.86,724.94,39044,7066,NA,16770,9,3
29189002215,11269,105,10526,105,495,32,104,8273,77,7533,77,476,30,80,625.37,2301.88,22834,47450,NA,26850,1,1
29189210802,14197,125,6423,125,7535,17,83,10535,76,5206,76,5104,13,60,2624.38,3763.95,6004,69284,NA,13830,7,2
29189210803,4841,28,4407,28,376,3,27,3981,21,3637,21,279,3,20,991.71,1422.33,24778,69284,NA,12010,7,2
29189210804,7525,70,5110,70,2270,9,61,5600,40,3968,40,1503,8,41,1395.02,2000.77,6004,69284,NA,13830,7,2
29189210901,13560,91,11914,91,1372,8,169,9555,54,8432,54,903,8,104,2380.26,3413.82,24778,69284,NA,13830,7,2
29189210902,13773,175,12085,175,1393,12,99,9694,100,8541,100,884,10,59,2375.84,3604.27,24778,41825,NA,13830,1,1
29189210903,8921,78,8079,78,705,8,45,6643,47,6033,47,480,6,30,1592.07,2403.77,24778,24796,NA,12010,1,1
29189211301,7273,58,7061,58,106,10,36,5482,34,5313,34,65,10,26,1343.55,2038.23,24778,41825,NA,13830,1,1
29189211302,9804,119,8863,119,706,13,102,7161,85,6444,85,468,7,72,1755.04,2662.49,24778,41825,NA,13830,1,1
29189211303,14135,182,13323,182,506,24,96,10562,117,9896,117,343,20,69,2588.57,3927,31276,41825,NA,13830,1,1
29189211401,5308,79,4997,79,176,8,42,4208,62,3893,62,143,8,40,1194.25,1345,8398,53360,NA,13830,1,1
29189211402,2411,35,1719,35,609,2,45,2043,27,1501,27,451,2,35,579.81,653,31276,53360,NA,12010,1,1
29189213101,8861,79,8286,79,343,15,133,6884,51,6453,51,225,9,95,1953.71,2200.33,8398,53360,NA,23700,1,1
29189213102,2826,29,2719,29,63,3,12,2213,20,2121,20,43,2,7,628.06,707.34,8398,53360,NA,13830,1,1
29189213201,7487,69,6917,69,365,17,113,5937,48,5518,48,236,10,77,1684.95,1897.64,8398,53360,NA,23700,1,1
29189213202,7082,78,6725,78,185,19,71,5588,51,5281,51,138,16,51,1585.9,1786.09,46586,53360,NA,23700,1,1
29189215001,2678,45,2429,45,105,3,96,2259,32,2039,32,73,2,81,451.34,1271.21,46586,48989,NA,23580,1,1
29189215002,7920,113,7194,113,448,6,155,6761,77,6146,77,342,6,113,2494.51,1560,46586,17290,NA,23700,1,1
29189215003,4417,43,4121,43,139,4,107,3510,33,3271,33,101,4,68,1295.03,809.88,17272,17290,NA,23580,1,1
29189215101,9430,81,8898,81,233,17,198,7318,64,6876,64,163,12,139,2076.88,2339.05,46586,53360,NA,23700,1,1
29189215102,4981,53,4509,53,221,10,182,3974,37,3617,37,152,6,125,1466.23,916.94,17272,48989,NA,23580,1,1
29189215103,2711,52,2526,52,37,0,96,2215,39,2056,39,22,0,59,442.55,1246.44,17272,48989,NA,23580,1,1
29189215104,11065,115,9975,115,340,10,621,8978,88,8105,88,246,8,443,1793.77,5052.18,46586,48989,NA,23580,1,1
29189215105,2370,42,2204,42,62,1,58,1967,25,1823,25,52,1,41,393,1106.89,13600,48989,NA,23580,1,1
29189215201,6233,56,5675,56,202,6,292,4940,39,4495,39,173,5,189,986.99,2779.88,17272,48989,NA,23580,1,1
29189215202,6408,68,5874,68,120,7,336,5069,49,4651,49,94,5,221,1012.76,2852.47,73618,48989,NA,23580,1,1
29189215203,12088,137,11171,137,167,13,595,9091,95,8373,95,121,8,399,1816.34,5115.77,13600,48989,NA,23580,1,1
29189215301,4247,24,4011,24,112,3,97,3515,18,3343,18,67,3,66,1296.88,811.04,17272,17290,NA,23580,1,1
29189215302,3142,43,2916,43,69,3,111,2588,40,2364,40,56,3,85,569.42,1435.17,26110,14590,NA,17820,1,1
29189217702,8592,81,8126,81,142,7,233,6313,55,5960,55,97,5,141,1058.52,3132.02,73618,60363,NA,23580,1,1
29189217798,4910,47,4479,47,38,7,339,3594,31,3290,31,28,3,211,602.62,1783.06,73618,60363,NA,23580,1,1
29189217802,7848,86,7479,86,77,9,196,5982,55,5689,55,53,8,122,1003.02,2967.8,45668,60363,NA,23580,1,1
29189217804,12464,151,11573,151,224,15,501,9036,88,8379,88,160,8,313,1805.35,5084.82,13600,48989,NA,23580,1,1
29189217805,10048,114,9549,114,122,8,251,7082,80,6683,80,81,4,154,1414.95,3985.25,13600,48989,NA,23580,1,1
29189217806,5441,35,5283,35,69,6,45,4194,26,4061,26,42,5,34,837.94,2360.09,3160,48989,NA,26850,1,1
29189217807,6659,63,6391,63,107,5,93,5126,39,4911,39,70,4,63,859.5,2543.12,3160,60363,NA,23580,1,1
29189217902,14075,138,13476,138,212,8,239,9996,99,9488,99,144,6,160,755.62,2781.29,3160,60363,NA,26850,1,1
29189217903,10185,134,9602,134,188,18,238,7092,79,6653,79,121,12,148,1189.14,3518.5,3160,60363,NA,23580,1,1
29189217904,10248,116,9728,116,170,20,211,7341,70,6926,70,125,17,133,1230.89,3642.03,45668,60363,NA,23580,1,1
29189218003,7674,73,7378,73,95,11,108,5409,50,5177,50,60,9,63,906.95,2683.53,39044,60363,NA,23580,1,1
29189218098,10312,101,9597,101,315,5,291,7294,70,6758,70,201,5,190,1223.01,3618.72,19270,60363,NA,23580,1,1
29189218101,5409,61,5086,61,192,14,55,4225,42,3978,42,115,9,39,708.42,2096.12,75472,60363,NA,30690,1,1
29189218201,2888,27,2799,27,40,1,21,2239,17,2167,17,22,0,16,530.27,1161.87,39044,7066,NA,16770,1,1
29189220402,17365,159,17027,159,27,14,132,11771,92,11492,92,18,8,69,2552.38,4605.49,53876,41456,NA,20670,9,3
29189220403,13330,172,12921,172,62,19,152,9862,109,9490,109,42,14,98,2138.44,3858.58,53876,41456,NA,20670,9,3
29189220404,11948,66,11752,66,25,24,81,8854,45,8678,45,16,13,57,1919.87,3464.19,53876,41456,NA,20670,9,3
29189220601,4695,42,4615,42,4,8,25,3828,28,3748,28,2,8,14,782.99,1709.58,16030,16048,NA,20670,9,3
29189220602,5374,55,5274,55,8,2,35,4440,44,4321,44,6,2,23,962.75,1737.18,47180,41456,NA,20670,9,3
29189220701,2933,33,2880,33,5,4,11,2356,22,2297,22,4,4,7,481.9,1052.18,16030,16048,NA,02910,9,3
29189220702,3890,19,3832,19,4,4,31,3128,11,3079,11,3,3,21,639.81,1396.96,16030,16048,NA,18690,9,3
29189220703,2985,11,2952,11,4,2,16,2305,5,2276,5,2,2,15,471.47,1029.41,65954,16048,NA,18690,9,3
29189220801,5508,73,5298,73,62,5,67,4673,53,4471,53,43,5,48,1042.84,2316.88,280,28792,NA,18690,9,3
29189220802,4883,39,4767,39,15,3,58,4068,28,3949,28,11,2,50,907.83,2016.92,17218,28792,NA,18690,9,3
29189220803,4941,43,4844,43,5,3,46,3969,29,3873,29,4,3,31,885.74,1967.84,17218,28792,NA,18690,9,3
29189221201,2873,9,2830,9,0,3,31,2287,6,2244,6,0,3,28,541.64,1186.78,71746,7066,NA,18690,9,3
29189221202,5951,47,5796,47,29,7,72,4963,34,4812,34,25,7,51,1015.14,2216.46,65954,16048,NA,18690,9,3
29189221301,7418,48,7275,48,12,3,80,5940,36,5797,36,11,3,57,1214.98,2652.79,16030,16048,NA,18690,9,3
29189221302,6865,92,6650,92,61,10,51,5353,50,5160,50,46,8,39,1094.91,2390.64,16030,16048,NA,20670,9,3
29189221303,11498,92,11253,92,42,9,102,8664,65,8422,65,29,9,74,1772.15,3869.32,53876,16048,NA,20670,9,3
29189221401,7053,57,6943,57,17,7,29,5117,31,5017,31,15,5,18,1211.88,2655.33,23950,7066,NA,26850,9,1
29189221402,12519,130,12144,130,146,33,64,8355,81,8052,81,77,24,40,1400.91,4145.1,56792,60363,NA,26850,1,1
29189221601,7421,70,6843,70,362,12,127,5789,52,5270,52,314,11,90,437.6,1610.73,13600,47450,NA,26850,1,1
29189221602,14835,138,14225,138,241,17,204,9927,86,9466,86,151,11,127,750.4,2762.09,21898,47450,NA,26850,1,1
29189221798,358,2,42,2,292,0,21,218,2,37,2,156,0,21,74.99,37.61,75220,29818,NA,30660,7,2
29195009901,2839,30,2560,30,237,1,4,2157,17,1949,17,170,1,3,706,584,68204,10702,12840,28360,6,4
29195009902,2447,17,2387,17,38,5,0,1782,10,1731,10,29,2,0,144,150,47684,46334,20840,20410,6,4
29195009903,2878,31,2701,31,135,9,2,2140,18,2005,18,89,8,2,486.28,604.61,46316,46334,NA,20410,6,4
29195009904,3189,17,2802,17,355,7,7,2387,12,2104,12,248,6,5,542.41,674.39,46316,46334,NA,20410,6,4
29195009905,3912,60,3500,60,313,10,27,3144,46,2739,46,282,9,22,714.43,888.27,46316,46334,NA,20410,6,4
29195009906,2804,22,2581,22,191,8,2,2059,11,1909,11,118,8,2,467.88,581.73,46316,46334,NA,20410,6,4
29195009907,3003,7,2938,7,48,3,7,2263,3,2216,3,37,3,1,133,247,71890,65522,NA,29880,6,4
29195009908,2451,24,2393,24,25,2,6,1814,13,1766,13,17,2,3,183,187,2044,2062,27330,20410,6,4
29197009701,1991,12,1976,12,0,1,2,1503,3,1496,3,0,1,0,216,219,40610,42338,NA,27660,6,6
29197009702,2245,6,2231,6,0,7,1,1699,3,1689,3,0,3,1,201,307,27514,59672,NA,27660,6,6
29199009801,2593,7,2579,7,2,5,0,1851,7,1833,7,2,2,0,288.75,408.26,68870,36980,13020,20700,5,9
29199009802,2229,5,2218,5,1,5,0,1758,5,1743,5,1,4,0,274.25,387.74,47270,36980,NA,20700,5,9
29201009801,3172,5,3156,5,4,4,3,2365,1,2355,1,3,3,2,501.56,588.75,66368,38234,16470,15450,3,8
29201009802,4126,7,4109,7,2,3,5,3029,5,3011,5,2,3,3,642.38,754.05,12988,38234,16470,08460,3,8
29201009803,2686,53,2598,53,27,5,3,1991,34,1896,34,21,3,3,362,537,54758,72088,16470,23130,3,8
29201009804,4465,9,3982,9,466,7,1,3151,6,2860,6,272,6,1,508.89,830.89,75724,65864,NA,04890,3,8
29201009805,4107,13,3881,13,201,10,2,3114,9,2984,9,103,7,2,502.91,821.14,67790,61598,NA,28260,3,8
29201009806,4930,43,4721,43,111,29,26,3506,27,3352,27,66,16,18,566.22,924.51,67790,61598,NA,28260,3,8
29201009807,3911,20,2229,20,1644,8,10,2603,12,1613,12,955,6,5,420.39,686.39,67790,61598,NA,28260,3,8
29201009808,3335,17,3157,17,145,6,9,2472,9,2370,9,70,5,9,399.23,651.85,67790,61598,NA,28260,3,8
29201009809,2775,23,1863,23,878,7,2,1897,9,1439,9,432,6,2,306.37,500.22,67790,61598,NA,28260,3,8
29201009810,2862,9,2844,9,8,1,0,2005,6,1988,6,4,1,0,341,564,4798,49916,16470,04890,3,8
29201009811,3007,7,2997,7,0,2,1,2174,4,2163,4,0,2,1,461.06,541.2,66368,38234,16470,15450,3,8
29203009701,3261,11,3240,11,1,7,2,2437,5,2420,5,1,5,1,460.45,529.35,22276,22294,23040,11450,3,8
29203009702,4352,11,4319,11,2,18,2,3152,2,3131,2,2,13,2,595.55,684.65,80512,80530,NA,21540,3,8
29205009501,1657,4,1647,4,2,1,1,1225,2,1217,2,2,1,1,231,276,67196,5968,NA,28140,5,9
29205009502,3194,15,3135,15,34,9,1,2373,8,2327,8,24,5,1,543,602,67178,65666,NA,28110,5,9
29205009503,2091,4,2059,4,19,8,1,1557,4,1527,4,13,8,1,248,319,13978,14518,NA,28110,5,9
29207009701,3599,12,3495,12,71,11,4,2727,8,2650,8,51,7,3,576,765,262,57548,NA,04530,3,8
29207009702,4249,18,4163,18,55,9,4,3211,13,3143,13,31,7,4,555,631,60284,20260,NA,25650,3,8
29207009703,3515,10,3484,10,6,5,10,2716,6,2686,6,5,5,8,346.15,499.88,6382,11980,NA,05250,3,8
29207009704,3163,10,3031,10,120,2,0,2337,4,2243,4,84,2,0,297.85,430.12,22600,61616,NA,26400,3,8
29207009705,3631,44,3567,44,2,9,9,2710,20,2657,20,2,5,6,561.08,986.63,19396,42356,NA,10770,3,8
29207009706,4664,14,4641,14,0,5,4,3575,5,3557,5,0,4,4,740.17,1301.55,19396,42356,NA,10770,3,8
29207009707,2902,13,2735,13,146,8,0,2180,11,2050,11,103,5,0,68,122,4960,42356,NA,04950,3,8
29207009708,3172,11,3133,11,8,9,10,2293,8,2264,8,7,3,3,474.75,834.81,19396,42356,NA,10770,3,8
29209009901,5058,33,4966,33,2,35,22,3687,23,3602,23,1,22,16,54,243,17074,57458,NA,10290,2,7
29209009902,3203,9,3146,9,4,39,5,2583,3,2542,3,2,28,5,142,242,26254,77722,28200,26160,2,7
29209009903,4250,29,4197,29,0,21,3,3265,14,3223,14,0,14,0,444,1107,35186,63761,NA,26160,2,7
29209009904,3233,29,3176,29,0,25,3,2632,15,2579,15,0,20,3,157,409,6526,57749,NA,05280,2,7
29209009905,3334,14,3305,14,0,11,4,2872,6,2849,6,0,9,2,200,644,38612,63764,NA,26160,2,7
29211009801,2219,0,2213,0,0,4,2,1735,0,1730,0,0,3,2,228,431,29134,56918,NA,13230,6,6
29211009802,1587,14,1565,14,0,8,0,1239,4,1225,4,0,6,0,85,146,33742,7678,NA,12690,6,6
29211009803,2520,14,2503,14,1,2,0,1983,8,1964,8,1,2,0,803,940,48062,58880,NA,20940,6,6
29213009801,7340,72,7187,72,2,40,39,5847,45,5699,45,2,32,24,829,2308,7966,7984,NA,05760,2,7
29213009802,2920,15,2876,15,0,23,6,2281,8,2242,8,0,20,3,304,546,47520,36584,29910,05760,2,7
29213009803,4091,39,4017,39,3,24,8,3186,22,3114,22,2,18,8,214,571,32662,66350,16710,05760,2,7
29213009804,5400,30,5317,30,1,38,14,4256,11,4198,11,0,26,10,70,283,25192,71818,29910,12240,2,7
29213009805,5810,38,5722,38,10,22,14,4822,34,4715,34,9,18,12,599,1628,32662,54632,16710,14550,2,7
29215009801,4924,27,4864,27,7,15,11,3587,15,3534,15,5,12,6,37,39,42464,67520,29730,18600,4,8
29215009802,4911,22,4857,22,6,14,11,3551,14,3500,14,3,12,8,63,147,71512,36170,26040,29810,4,8
29215009803,6108,36,6021,36,1,26,24,4549,19,4474,19,1,23,13,107,169,33238,57890,29730,14840,4,8
29215009804,5533,28,5461,28,2,27,13,4061,13,4008,13,2,20,5,434,780,10288,9766,NA,06430,4,8
29217009501,3073,4,3047,4,0,20,2,2195,3,2168,3,0,19,2,76,165,66134,2872,20760,30960,4,4
29217009502,1824,4,1811,4,0,8,1,1361,4,1347,4,0,5,1,40,77,61364,77740,20760,21840,4,4
29217009503,6005,47,5830,47,51,22,54,4707,24,4559,24,43,18,39,876.09,1407.63,51644,12646,NA,21840,4,4
29217009504,3275,26,3201,26,5,35,5,2342,19,2276,19,0,26,2,435.91,700.37,51644,12646,NA,21840,4,4
29217009505,2395,8,2377,8,1,8,1,1704,3,1692,3,0,5,1,132,150,18802,12646,20760,21840,4,4
29217009506,2469,13,2437,13,2,15,2,1826,7,1796,7,2,12,2,196,278,8614,20242,NA,28170,4,4
29219008201,12822,104,12176,104,486,28,22,9288,54,8811,54,337,19,13,1068,2078,77128,53024,NA,31050,5,9
29219008202,6712,48,6614,48,21,17,8,4844,32,4752,32,15,9,4,491,993,46424,13402,NA,31050,5,9
29221009601,4695,23,4648,23,15,7,0,3143,12,3100,12,13,6,0,153,101,59330,75040,31140,25500,3,8
29221009602,3605,12,3577,12,7,7,2,2496,10,2466,10,3,5,2,140,130,NA,42392,31230,25500,3,8
29221009603,4235,10,3894,10,323,5,2,3123,5,2811,5,295,5,2,650.43,721.63,59330,8254,31140,25500,3,8
29221009604,4295,21,4228,21,31,11,4,3018,10,2968,10,18,10,2,628.57,697.37,35396,16066,31140,25500,3,8
29221009605,3550,17,3516,17,2,10,4,2564,10,2534,10,1,7,2,152,239,10432,4078,NA,30720,3,8
