GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
16001000001,16,001,000001,2933,136,2651,136,70,39,36,2706,122,2352,122,53,32,25,682.84,753.62,NA,8830,90345,00360,2,2
16001000002,16,001,000002,6748,181,6439,181,22,20,83,5289,123,4956,123,15,18,54,1334.64,1472.98,NA,8830,90345,00360,2,2
16001000003,16,001,000003,8016,186,7698,186,27,31,71,5943,121,5611,121,16,25,49,1499.67,1655.12,NA,8830,90345,00360,1,1
16001000004,16,001,000004,4884,206,4555,206,25,45,50,3793,136,3436,136,17,30,38,957.13,1056.35,NA,8830,90345,00360,1,1
16001000005,16,001,000005,6041,169,5740,169,37,47,48,4614,93,4341,93,26,29,32,1164.31,1284.99,NA,8830,90345,00360,2,1
16001000006,16,001,000006,5720,191,5402,191,32,29,64,4660,135,4297,135,23,23,47,1175.91,1297.81,NA,8830,90345,00360,2,2
16001000007,16,001,000007,6419,128,6138,128,44,44,63,5082,92,4787,92,33,36,42,1282.4,1415.33,NA,8830,90345,00360,2,2
16001000009,16,001,000009,5252,245,4706,245,58,66,175,4520,191,3900,191,46,45,147,1140.59,1258.82,NA,8830,90345,00360,2,2
16001000010,16,001,000010,5394,166,5080,166,36,63,44,4229,107,3927,107,21,33,34,1067.15,1177.77,NA,8830,90345,00360,2,2
16001000011,16,001,000011,3695,167,3419,167,12,46,49,2734,90,2486,90,6,30,32,689.9,761.42,NA,29620,90345,00360,1,1
16001000014,16,001,000014,4890,166,4607,166,20,15,81,3995,104,3695,104,13,13,66,1008.11,1112.6,NA,8830,90345,00360,1,2
16001000015,16,001,000015,3599,75,3447,75,17,15,39,2800,46,2662,46,9,9,28,706.56,779.8,NA,8830,90345,00360,2,2
16001000016,16,001,000016,3981,81,3796,81,35,25,40,2928,56,2749,56,16,20,31,738.86,815.45,NA,8830,90345,00360,2,2
16001000017,16,001,000017,4320,135,4000,135,33,46,94,3344,87,3056,87,23,30,61,843.83,931.3,NA,8830,90345,00360,1,2
16001000018,16,001,000018,4224,84,4042,84,19,15,59,3135,50,2974,50,9,8,44,791.09,873.09,NA,8830,90345,00360,1,2
16001000019,16,001,000019,5648,157,5317,157,21,28,125,4181,101,3870,101,12,17,80,1055.04,1164.4,NA,8830,90345,00360,1,1
16001000020,16,001,000020,3682,118,3408,118,20,23,111,2960,75,2710,75,15,20,65,746.93,824.36,NA,8830,90345,00360,1,1
16001000021,16,001,000021,993,26,946,26,1,7,11,721,13,683,13,1,5,6,181.94,200.8,NA,8830,90345,00360,1,1
16001000101,16,001,000101,1412,14,1376,14,0,12,9,1109,14,1071,14,0,6,4,279.85,308.86,NA,8830,90368,00360,2,2
16001000105,16,001,000105,5781,311,5285,311,29,99,54,4436,264,3751,264,24,88,45,1119.39,1235.42,NA,8830,92668,00360,1,1
16001000107,16,001,000107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90368,00360,2,2
16001000801,16,001,000801,5636,143,5300,143,37,42,114,4430,102,4086,102,28,31,81,1117.87,1233.75,NA,8830,90345,00360,2,2
16001000802,16,001,000802,5159,124,4928,124,29,11,66,3736,76,3507,76,19,10,48,942.75,1040.47,NA,8830,90345,00360,2,2
16001000803,16,001,000803,4810,129,4556,129,30,11,77,3183,71,2960,71,21,8,52,803.2,886.46,NA,8830,90345,00360,2,2
16001001201,16,001,001201,3708,86,3573,86,9,21,16,2767,51,2638,51,7,10,10,698.23,770.61,NA,8830,90345,00360,1,1
16001001202,16,001,001202,5083,124,4781,124,25,42,105,4169,88,3874,88,18,27,74,1052.01,1161.06,NA,8830,90345,00360,1,1
16001002201,16,001,002201,5591,130,5354,130,14,20,73,3656,76,3443,76,5,13,43,922.56,1018.19,NA,8830,90345,00360,1,1
16001002202,16,001,002202,7781,159,7473,159,17,32,99,5066,87,4792,87,8,22,70,1278.36,1410.88,NA,NA,90345,00360,1,1
16001002302,16,001,002302,5557,162,5279,162,12,20,84,4050,101,3772,101,8,13,55,1021.98,1127.92,NA,8830,90345,00360,1,1
16001002310,16,001,002310,4077,114,3897,114,8,14,43,2999,64,2828,64,4,8,31,756.77,835.22,NA,NA,90345,02100,1,1
16001002311,16,001,002311,5799,162,5430,162,40,39,121,4095,89,3791,89,23,27,76,1033.34,1140.45,NA,8830,90345,00360,1,1
16001002401,16,001,002401,9301,192,8838,192,49,40,177,5728,111,5354,111,29,27,96,1445.41,1595.24,NA,29620,90345,02100,1,1
16001002410,16,001,002410,6815,80,6605,80,18,21,91,4631,52,4448,52,8,8,63,1168.6,1289.73,NA,8830,90345,02100,1,1
16001002411,16,001,002411,4623,108,4382,108,11,26,96,3048,54,2857,54,4,14,65,769.14,848.87,NA,8830,90345,02100,1,1
16001010201,16,001,010201,2638,87,2521,87,1,20,9,1932,53,1810,53,0,13,3,487.52,538.06,NA,NA,90805,02100,1,1
16001010202,16,001,010202,7261,149,7022,149,6,28,55,5340,94,5094,94,4,20,34,1347.51,1487.18,NA,23410,90805,02100,1,1
16001010310,16,001,010310,3477,82,3344,82,0,17,33,2329,47,2210,47,0,13,12,587.7,648.62,NA,52120,90345,02100,1,1
16001010311,16,001,010311,6458,110,6248,110,10,28,60,4375,59,4199,59,5,21,32,1104,1218.43,NA,52120,90345,02100,1,1
16001010312,16,001,010312,5771,184,5502,184,23,27,31,4115,87,3891,87,9,19,22,1038.39,1146.02,NA,52120,90345,02100,1,1
16001010313,16,001,010313,3327,91,3194,91,5,23,14,2331,54,2192,54,3,20,8,588.21,649.18,NA,52120,90345,02100,1,1
16001010401,16,001,010401,4321,76,4213,76,3,15,13,2854,47,2742,47,1,9,8,720.18,794.84,NA,44290,91863,01770,1,1
16001010402,16,001,010402,4950,122,4628,122,19,35,146,3036,76,2775,76,11,21,77,766.11,845.52,NA,NA,90345,02100,1,1
16003009501,16,003,009501,1181,25,1127,25,1,28,0,864,21,808,21,1,13,0,241.36,382.37,NA,56890,92484,02060,1,1
16003009502,16,003,009502,2073,13,2045,13,1,13,1,1495,9,1468,9,0,8,1,417.64,661.63,NA,18820,90667,00840,1,1
16005000001,16,005,000001,1633,100,781,100,0,746,6,1127,49,568,49,0,458,3,339.73,275.57,28450,28360,91058,02640,2,2
16005000002,16,005,000002,3024,46,2955,46,2,13,8,1943,28,1875,28,1,8,3,585.72,475.1,28450,40330,91702,01950,2,2
16005000003,16,005,000003,4789,221,4393,221,23,122,29,3169,113,2849,113,16,59,19,955.29,774.88,NA,14680,92852,02640,2,2
16005000004,16,005,000004,3543,114,3346,114,3,32,48,2051,56,1891,56,3,18,27,618.27,501.51,NA,14680,92852,02640,2,2
16005000005,16,005,000005,1605,74,1517,74,0,12,2,1019,42,930,42,0,3,2,307.18,249.17,NA,NA,92852,02640,2,2
16005000006,16,005,000006,2112,101,1929,101,15,43,20,1469,45,1332,45,14,22,11,442.83,359.2,NA,64090,92852,02640,2,2
16005000007,16,005,000007,4067,115,3757,115,53,46,93,3385,77,3072,77,42,35,82,1020.41,827.7,NA,64090,92852,02640,2,2
16005000008,16,005,000008,1817,144,1536,144,33,37,67,1558,92,1264,92,29,25,56,469.66,380.96,NA,64090,92852,02640,2,2
16005000009,16,005,000009,2291,158,1889,158,122,82,36,1904,104,1504,104,97,64,31,573.96,465.57,NA,64090,92852,02640,2,2
16005000010,16,005,000010,2886,78,2716,78,26,27,38,2144,52,1981,52,11,19,29,646.31,524.25,NA,64090,92852,02640,2,2
16005000012,16,005,000012,2909,134,2737,134,5,17,15,2023,67,1862,67,3,11,13,609.83,494.66,NA,64090,92852,02640,2,2
16005000013,16,005,000013,2396,159,2154,159,17,36,28,1816,98,1566,98,9,26,19,547.43,444.05,NA,64090,92852,02640,2,2
16005000014,16,005,000014,4432,238,4080,238,14,39,55,3321,146,2950,146,10,27,42,1001.11,812.05,NA,64090,92852,02640,2,2
16005000015,16,005,000015,4764,203,4466,203,11,54,29,3143,105,2876,105,8,29,20,947.46,768.53,NA,64090,92852,02640,2,2
16005000017,16,005,000017,2700,40,2615,40,6,9,30,1718,25,1644,25,4,6,14,517.89,420.08,NA,64090,92852,02640,2,2
16005000018,16,005,000018,257,4,249,4,0,1,3,173,2,167,2,0,1,1,52.15,42.3,NA,64090,93289,02640,2,2
16005000019,16,005,000019,4382,88,4255,88,5,13,20,2795,36,2705,36,0,6,12,842.55,683.43,NA,48880,93289,01950,2,2
16005001101,16,005,001101,5060,123,4823,123,19,48,45,3180,65,2980,65,10,28,32,958.61,777.57,NA,64090,92852,02640,2,2
16005001102,16,005,001102,3239,113,3022,113,12,39,53,2115,66,1914,66,10,23,36,637.57,517.16,NA,64090,92852,02640,2,2
16005001601,16,005,001601,2453,214,2141,214,21,28,39,1975,132,1649,132,17,18,27,595.36,482.93,NA,64090,92852,02640,2,2
16005001602,16,005,001602,3779,189,3504,189,16,48,19,2571,90,2340,90,8,29,14,775.03,628.66,NA,64090,92852,02640,2,2
16005001603,16,005,001603,1888,84,1761,84,12,17,14,1475,59,1327,59,8,11,11,444.64,360.67,NA,64090,92852,02640,2,2
16007009501,16,007,009501,3564,88,3463,88,0,10,3,2295,48,2193,48,0,3,3,542.2,1083.8,NA,53920,92208,00240,2,2
16007009502,16,007,009502,2520,48,2465,48,0,5,2,1578,18,1536,18,0,5,1,372.8,745.2,NA,60580,92691,00240,2,2
16009009501,16,009,009501,4854,58,4723,58,3,42,23,3494,33,3382,33,0,29,17,982.03,836.09,16840,71470,93151,03060,1,1
16009009502,16,009,009502,3083,66,2471,66,0,541,5,2156,30,1779,30,0,313,4,605.97,515.91,16840,63910,92829,00004,1,1
16011009501,16,011,009501,6401,462,5875,462,12,19,28,3971,222,3497,222,5,11,14,899.28,1293.17,NA,73450,93220,02910,2,2
16011009502,16,011,009502,3421,222,3160,222,0,23,14,2157,110,1920,110,0,11,6,488.48,702.44,NA,27910,91012,01080,2,2
16011009503,16,011,009503,5084,778,4228,778,3,45,26,3650,484,2636,484,2,26,18,826.59,1188.64,NA,100,90023,00030,2,2
16011009504,16,011,009504,5841,374,5318,374,2,96,51,4029,214,3504,214,2,61,34,912.41,1312.06,28450,7840,90276,00270,2,2
16011009505,16,011,009505,6196,667,5281,667,2,149,83,4310,345,3471,345,0,88,61,976.05,1403.57,NA,7840,90276,00270,2,2
16011009506,16,011,009506,4246,352,3797,352,9,57,28,2722,196,2277,196,4,28,21,616.43,886.43,NA,7840,92254,00270,2,2
16011009507,16,011,009507,3895,330,3473,330,1,56,30,2379,147,2037,147,0,33,15,538.75,774.73,NA,7840,92254,02970,2,2
16011009508,16,011,009508,2499,429,300,429,2,1764,4,1784,240,220,240,2,1078,4,404.01,580.97,28450,28360,91081,00270,2,2
16013009601,16,013,009601,3193,137,3018,137,1,5,30,2202,77,2030,77,1,4,13,591.04,468.17,NA,34390,91380,00300,2,2
16013009602,16,013,009602,4536,132,4352,132,7,13,31,3149,76,2963,76,3,11,20,845.23,669.51,NA,34390,91380,00300,2,2
16013009603,16,013,009603,2203,33,2151,33,2,4,13,1906,25,1841,25,2,4,9,511.59,405.24,NA,43030,91817,00300,2,2
16013009604,16,013,009604,1259,26,1220,26,0,7,6,1035,18,989,18,0,6,4,277.81,220.05,NA,43030,91817,00300,2,2
16013009605,16,013,009605,2361,69,2258,69,0,17,17,1905,56,1768,56,0,11,14,511.33,405.03,NA,78850,91817,00300,2,2
16015009501,16,015,009501,1070,14,1038,14,2,4,10,816,6,791,6,2,4,7,218.45,289.99,NA,19720,91173,01170,1,1
16015009502,16,015,009502,2439,70,2334,70,0,31,4,1739,35,1645,35,0,23,1,465.55,618.01,NA,39610,91633,00180,1,1
16017009501,16,017,009501,1665,11,1637,11,4,5,8,1299,5,1283,5,0,2,4,380.19,305.87,NA,14950,90598,00390,1,1
16017009502,16,017,009502,5265,68,5121,68,18,44,14,3640,29,3532,29,6,33,11,1065.34,857.08,NA,64450,93197,00390,1,1
16017009503,16,017,009503,3333,47,3242,47,5,31,8,2451,24,2376,24,2,22,3,717.35,577.12,NA,72100,93197,00390,1,1
16017009504,16,017,009504,3816,36,3746,36,4,23,7,2797,24,2724,24,2,17,6,818.61,658.59,NA,72100,93197,00390,1,1
16017009505,16,017,009505,3649,68,3533,68,1,35,11,2610,39,2499,39,1,23,9,763.88,614.56,NA,65530,92944,00390,1,1
16017009506,16,017,009506,664,17,637,17,1,5,4,528,9,503,9,1,4,2,154.53,124.32,NA,NA,92944,00390,1,1
16017009507,16,017,009507,2709,38,2643,38,0,21,6,1955,15,1909,15,0,14,2,572.18,460.33,NA,58600,90299,00390,1,1
16017009508,16,017,009508,2855,38,2786,38,0,24,7,2021,22,1959,22,0,13,5,591.5,475.87,NA,NA,90299,00390,1,1
16017009509,16,017,009509,2666,29,2619,29,1,16,1,1908,14,1868,14,1,10,1,558.42,449.26,NA,64450,90299,00390,1,1
16019009701,16,019,009701,530,4,518,4,6,1,1,378,4,366,4,2,1,1,77.75,136.88,NA,79120,93404,03120,2,2
16019009702,16,019,009702,1417,16,1374,16,0,18,8,852,6,830,6,0,6,4,175.24,308.53,NA,79120,93404,00230,2,2
16019009703,16,019,009703,4991,134,4802,134,1,30,23,3014,71,2843,71,0,16,13,619.91,1091.44,NA,83350,93588,00230,2,2
16019009704,16,019,009704,8390,504,7816,504,16,23,24,5172,249,4634,249,9,17,14,1063.75,1872.9,NA,40420,91656,00230,2,2
16019009705,16,019,009705,6365,142,6152,142,11,22,37,3764,69,3582,69,7,13,24,774.16,1363.03,NA,1990,91656,00230,2,2
16019009706,16,019,009706,9429,278,8924,278,60,25,141,6101,140,5682,140,35,17,87,1254.83,2209.31,NA,39700,91656,00230,2,2
16019009707,16,019,009707,5289,311,4884,311,26,18,49,3922,179,3486,179,24,14,40,806.66,1420.25,NA,39700,91656,01530,2,2
16019009708,16,019,009708,3573,82,3404,82,37,30,20,2616,47,2470,47,17,20,15,538.05,947.31,NA,39700,91656,01530,2,2
16019009709,16,019,009709,4086,69,3937,69,13,15,52,2741,32,2630,32,7,10,30,563.76,992.58,NA,39700,91656,01530,2,2
16019009710,16,019,009710,5000,161,4774,161,13,5,45,3630,102,3383,102,12,5,26,746.6,1314.51,NA,39700,91656,01530,2,2
16019009711,16,019,009711,3844,266,3482,266,17,32,46,3050,163,2660,163,9,24,31,627.31,1104.48,NA,39700,91656,01530,2,2
16019009712,16,019,009712,4155,454,3581,454,38,41,33,3229,256,2638,256,23,23,33,664.13,1169.3,NA,39700,91656,01530,2,2
16019009713,16,019,009713,9588,323,9018,323,45,62,140,6289,187,5757,187,32,37,89,1293.49,2277.39,NA,39700,91656,01530,2,2
16019009714,16,019,009714,3800,83,3676,83,2,9,27,2512,44,2397,44,2,5,20,516.66,909.65,NA,39700,91656,01530,2,2
16019009715,16,019,009715,1750,183,1537,183,1,12,17,1219,124,950,124,1,4,16,250.72,441.43,NA,NA,91679,01530,2,2
16021009701,16,021,009701,3964,34,3838,34,0,84,8,2718,16,2630,16,0,49,7,668.91,749.44,44220,55270,90391,00420,1,1
16021009702,16,021,009702,4368,276,4009,276,3,63,15,3121,191,2695,191,1,36,7,768.09,860.56,NA,9370,90391,00420,1,1
16023009701,16,023,009701,2918,101,2791,101,0,21,5,1956,62,1818,62,0,12,2,611,815,NA,3160,90138,00490,2,2
16025009701,16,025,009701,727,4,710,4,2,8,3,515,4,499,4,0,5,3,177,268,NA,26290,93749,00540,2,2
16027000201,16,027,000201,1264,107,1134,107,1,10,12,1082,75,915,75,1,9,7,192.15,280.42,NA,56260,92438,02340,1,1
