GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
21067000013,21,067,000013,1716,8,1461,8,237,6,3,1437,8,1225,8,188,5,3,249.91,406.42,46000,91224,01860,6,6
21067000014,21,067,000014,2942,38,2510,38,374,12,7,2125,19,1818,19,253,10,6,369.56,601,46000,91224,01860,6,6
21067000015,21,067,000015,2340,13,2009,13,304,2,10,1792,10,1551,10,213,2,6,311.65,506.82,46000,91224,01860,6,6
21067000016,21,067,000016,2428,11,2178,11,222,5,6,1875,7,1699,7,155,3,4,326.08,530.29,46000,91224,01860,6,6
21067000017,21,067,000017,2369,6,2328,6,20,2,13,1939,5,1901,5,17,2,9,337.22,548.4,46000,91224,01860,6,6
21067000018,21,067,000018,2349,19,2147,19,93,4,86,2109,12,1923,12,89,3,70,366.78,596.48,46000,91224,01860,6,6
21067000019,21,067,000019,3360,32,2957,32,355,1,10,2603,17,2351,17,210,1,7,452.69,736.19,46000,91224,01860,6,6
21067000020,21,067,000020,7273,96,6230,96,893,13,29,5657,74,4885,74,590,9,25,983.82,1599.93,46000,91224,01860,6,6
21067000021,21,067,000021,19,0,19,0,0,0,0,18,0,18,0,0,0,0,3.13,5.09,46000,91224,01860,6,6
21067000022,21,067,000022,1654,4,1552,4,85,0,11,1362,2,1281,2,70,0,7,236.87,385.21,46000,91224,01860,6,6
21067000024,21,067,000024,4601,94,4179,94,61,10,257,3757,57,3408,57,51,7,177,653.39,1062.57,46000,91224,01860,6,6
21067000025,21,067,000025,3693,38,3489,38,41,6,116,3100,24,2895,24,38,4,115,539.13,876.75,46000,91224,01860,6,6
21067000026,21,067,000026,5048,25,4869,25,129,5,20,4188,17,4030,17,100,5,19,728.34,1184.47,46000,91224,01860,6,6
21067000027,21,067,000027,3851,37,3634,37,93,8,78,3316,31,3105,31,80,7,62,576.69,937.84,46000,91224,01860,6,6
21067000028,21,067,000028,4120,30,3995,30,59,4,30,3261,21,3155,21,45,3,16,567.13,922.29,46000,91224,01860,6,6
21067000029,21,067,000029,4300,23,4224,23,25,3,24,3375,13,3315,13,19,3,12,586.95,954.53,46000,91224,01860,6,6
21067000030,21,067,000030,5832,67,5630,67,104,2,29,4868,52,4663,52,81,2,18,846.6,1376.79,46000,91224,01860,6,6
21067000032,21,067,000032,5895,27,5588,27,257,8,14,4615,21,4374,21,178,8,13,802.6,1305.23,46000,91224,01860,6,6
21067000033,21,067,000033,5353,31,4487,31,762,6,61,4128,25,3553,25,478,5,42,717.91,1167.5,46000,91224,01860,6,6
21067000036,21,067,000036,3359,14,3257,14,9,10,69,2562,10,2489,10,7,4,42,445.56,724.59,46000,91224,01860,6,6
21067000037,21,067,000037,4176,534,2521,534,1038,31,46,4342,533,2220,533,987,29,40,755.13,1228.02,46000,91224,01860,6,6
21067002301,21,067,002301,7062,52,6660,52,168,8,171,5693,43,5341,43,135,7,124,990.08,1610.12,46000,91224,01860,6,6
21067002302,21,067,002302,5266,30,4972,30,77,1,186,4244,26,4013,26,54,1,124,738.08,1200.3,46000,91224,01860,6,6
21067003101,21,067,003101,3400,18,3017,18,347,0,18,2550,12,2301,12,213,0,12,443.48,721.2,46000,91224,01860,6,6
21067003102,21,067,003102,2805,12,2010,12,775,4,4,2146,9,1632,9,489,4,3,373.21,606.94,46000,91224,01860,6,6
21067003402,21,067,003402,3914,30,3542,30,272,7,61,3109,26,2825,26,181,5,46,540.69,879.3,46000,91224,01860,6,6
21067003403,21,067,003403,9317,112,8337,112,631,7,224,6683,72,5991,72,403,3,142,1162.25,1890.11,46000,91224,01860,6,6
21067003404,21,067,003404,4615,60,3778,60,722,8,43,3253,31,2813,31,344,4,30,565.74,920.03,46000,91224,01860,6,6
21067003405,21,067,003405,6317,79,5690,79,412,12,118,4590,43,4146,43,268,11,79,798.26,1298.16,46000,91224,01860,6,6
21067003501,21,067,003501,3193,27,3023,27,103,1,39,2483,15,2345,15,78,1,29,431.82,702.25,46000,91224,01860,6,6
21067003502,21,067,003502,5529,72,5048,72,294,11,104,4637,58,4234,58,195,8,84,806.43,1311.45,46000,91224,01860,6,6
21067003801,21,067,003801,6937,76,1609,76,5202,5,18,4818,35,1226,35,3500,4,18,837.91,1362.64,46000,91224,01860,6,6
21067003802,21,067,003802,2287,28,2087,28,155,6,11,1712,25,1540,25,107,5,10,297.74,484.19,46000,91224,01860,6,6
21067003901,21,067,003901,5199,69,4159,69,878,11,73,4163,52,3461,52,540,6,52,723.99,1177.39,46000,91224,01860,6,6
21067003903,21,067,003903,2048,11,1847,11,174,6,8,1653,8,1517,8,110,2,8,287.48,467.51,46000,91224,01860,6,6
21067003904,21,067,003904,3195,42,2941,42,177,1,34,2531,32,2292,32,150,1,24,440.17,715.83,46000,91224,01860,6,6
21067004001,21,067,004001,5777,76,4799,76,807,7,83,4190,56,3551,56,466,6,55,728.69,1185.03,46000,91224,01860,6,6
21067004002,21,067,004002,5250,55,4898,55,163,2,132,3956,35,3677,35,127,2,80,688,1118.85,46000,91224,01860,6,6
21067004101,21,067,004101,5358,43,5027,43,230,10,46,4136,28,3877,28,158,10,35,719.3,1169.76,46000,91224,01860,6,6
21067004102,21,067,004102,5187,59,4807,59,140,2,178,3535,34,3278,34,89,1,99,614.78,999.78,46000,91224,01860,6,6
21067004202,21,067,004202,3383,22,3090,22,134,1,133,2432,15,2217,15,105,1,79,422.95,687.83,46000,91224,01860,6,6
21067004203,21,067,004203,5035,47,4770,47,84,3,128,3347,25,3153,25,61,1,82,582.08,946.61,46000,91224,01860,6,6
21067004204,21,067,004204,4606,28,4403,28,98,4,73,3304,20,3148,20,65,3,48,574.6,934.45,46000,91224,01860,6,6
21069009801,21,069,009801,3547,14,3353,14,175,1,2,2657,11,2507,11,125,1,2,533.42,755.27,27856,91264,01920,1,4
21069009802,21,069,009802,3002,11,2968,11,19,1,3,2293,7,2264,7,13,1,1,460.34,651.8,27856,91264,01920,1,4
21069009803,21,069,009803,2396,17,2353,17,20,1,3,1757,11,1717,11,16,1,1,352.74,499.44,25786,91184,01920,1,4
21069009804,21,069,009804,3347,14,3330,14,2,1,0,2503,11,2480,11,1,0,0,502.5,711.49,NA,91728,01920,1,4
21071009801,21,071,009801,2276,7,2269,7,0,0,0,1639,5,1629,5,0,0,0,592.9,277.48,946,92832,01950,1,5
21071009802,21,071,009802,3739,26,3683,26,3,3,24,2956,12,2911,12,3,3,15,1069.33,500.45,62940,92832,01950,1,5
21071009803,21,071,009803,7255,22,7095,22,123,15,0,5099,10,5000,10,69,10,0,1844.55,863.25,62940,92832,01950,1,5
21071009804,21,071,009804,2059,2,2054,2,0,2,1,1413,1,1410,1,0,0,1,511.15,239.22,62940,92920,01950,1,5
21071009805,21,071,009805,3873,5,3867,5,0,1,0,2776,3,2769,3,0,1,0,1004.21,469.97,81012,93624,01950,1,5
21071009806,21,071,009806,6147,6,6118,6,6,4,13,4423,4,4398,4,3,4,10,1600.01,748.81,50286,90048,01950,1,5
21071009807,21,071,009807,5068,6,4994,6,54,1,13,3597,3,3545,3,38,1,7,1301.21,608.97,NA,92232,01950,1,5
21071009808,21,071,009808,5250,16,5215,16,19,0,0,3574,13,3541,13,7,0,0,1292.89,605.07,NA,92464,01950,1,5
21071009809,21,071,009809,3646,12,3610,12,2,3,19,2596,9,2561,9,0,3,14,939.1,439.5,NA,92136,01950,1,5
21071009810,21,071,009810,4273,27,4147,27,97,2,0,3026,15,2925,15,69,2,0,1094.65,512.3,82272,93672,01950,1,5
21073000701,21,073,000701,5929,11,5277,11,589,6,44,4545,7,4088,7,408,3,32,1162.71,1423.04,28900,91320,02010,6,6
21073000702,21,073,000702,3164,9,2891,9,237,12,13,2361,6,2177,6,151,11,10,603.99,739.23,28900,91320,02010,6,6
