GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
25001000132,3882,41,3738,41,46,23,18,2994,26,2885,26,27,21,9,802.76,797.68,NA,15515,3635,07440,NA,02310,1,1
25001000133,3148,14,3084,14,9,6,22,2565,10,2522,10,6,5,12,649.25,739.6,NA,59700,59735,NA,NA,10470,1,1
25001000134,3386,27,3334,27,7,2,14,2535,16,2493,16,3,1,6,641.66,730.95,NA,20380,59735,NA,NA,10470,1,1
25001000135,4533,33,4447,33,16,17,9,3191,17,3141,17,8,7,1,807.71,920.11,NA,NA,59735,NA,NA,10470,1,1
25001000136,4400,57,4260,57,22,21,35,3008,27,2916,27,15,11,12,761.38,867.34,NA,24190,59735,NA,NA,10470,1,1
25001000137,3582,60,3425,60,22,24,17,2952,48,2812,48,11,18,15,847.98,699.45,NA,10015,7175,NA,NA,02820,1,1
25001000138,3111,13,3040,13,17,10,8,2292,6,2255,6,10,8,7,658.39,543.07,NA,58965,7175,NA,NA,02820,1,1
25001000139,3764,19,3632,19,39,14,26,2909,14,2827,14,26,12,16,835.63,689.26,NA,42670,7175,NA,NA,02820,1,1
25001000140,3571,30,3464,30,41,14,13,2813,23,2714,23,34,11,8,792.71,664.78,NA,54450,7175,NA,NA,02820,1,1
25001000141,2058,78,1838,78,99,16,27,1208,36,1051,36,56,10,19,347,286.22,NA,NA,7175,07440,NA,02820,1,1
25001000143,3970,23,3875,23,31,6,20,3124,18,3053,18,24,3,8,880.35,738.28,NA,47730,23105,NA,NA,04860,1,1
25001000144,4821,74,4494,74,79,22,32,3455,53,3262,53,50,14,23,973.62,816.5,NA,75960,23105,NA,NA,04860,1,1
25001000145,4433,61,4068,61,104,38,38,3064,28,2909,28,59,17,23,863.44,724.1,NA,18980,23105,NA,NA,04860,1,1
25001000146,3544,102,3149,102,116,40,13,2688,73,2431,73,77,24,10,757.48,635.24,NA,18980,23105,NA,NA,04860,1,1
25001000147,3740,57,3476,57,53,35,23,2942,45,2780,45,34,21,17,829.06,695.27,NA,69205,23105,NA,NA,04860,1,1
25001000148,3438,48,3251,48,55,21,26,2971,38,2820,38,40,16,19,837.23,702.12,NA,23070,23105,NA,NA,04860,1,1
25001000149,3908,45,3783,45,23,4,41,3332,35,3207,35,19,2,34,938.96,787.43,NA,23070,23105,NA,NA,04860,1,1
25001000150,4667,93,3896,93,256,338,12,3380,50,2858,50,184,231,7,776.3,703.2,NA,NA,39100,07440,NA,10470,1,1
25001000151,2117,21,1976,21,46,35,15,1623,11,1546,11,29,16,10,372.76,337.66,NA,NA,39100,07440,NA,NA,1,1
25001000152,1100,2,1081,2,6,8,2,962,2,946,2,3,7,2,220.95,200.14,NA,NA,39100,07440,NA,NA,1,1
25001014999,106,1,101,1,3,0,1,107,1,101,1,3,0,1,30.15,25.29,NA,NA,23105,NA,NA,04860,1,1
25003009001,3764,75,3365,75,246,9,62,3126,46,2807,46,167,8,52,632.08,635.95,NA,53960,53960,NA,NA,09630,8,2
25003009002,5254,97,4903,97,178,8,52,4063,64,3759,64,126,6,44,821.54,826.58,NA,53960,53960,NA,NA,09630,8,2
25003009003,3155,50,3025,50,64,6,8,2434,28,2327,28,41,5,5,492.16,495.17,NA,53960,53960,NA,NA,09630,8,2
25003009004,5382,42,5219,42,92,1,21,4061,20,3958,20,48,1,14,821.14,826.17,NA,53960,53960,NA,NA,09630,8,2
25003009005,2704,30,2630,30,23,9,12,2145,18,2078,18,17,5,9,433.72,436.38,NA,53960,53960,NA,NA,09630,8,2
25003009006,4594,73,3777,73,664,24,24,3467,45,2889,45,452,20,16,701.03,705.33,NA,53960,53960,NA,NA,09630,8,2
25003009007,2943,18,2871,18,36,1,13,2297,10,2242,10,25,1,9,464.45,467.3,NA,53960,53960,NA,NA,09630,8,2
25003009008,5453,27,5340,27,25,3,58,4178,21,4079,21,19,3,35,844.79,849.97,NA,53960,53960,NA,NA,09630,8,2
25003009009,5774,74,5548,74,103,7,32,4445,42,4272,42,63,4,22,898.78,904.29,NA,53960,53960,NA,NA,09630,8,2
25003009010,5761,21,5637,21,35,11,49,4466,16,4376,16,21,5,32,903.03,908.56,NA,53960,53960,NA,NA,09630,8,2
25003009011,3806,28,3739,28,14,3,20,3197,23,3125,23,11,3,12,646.43,650.4,NA,53960,53960,NA,NA,09630,8,2
25003009012,32,0,32,0,0,0,0,24,0,24,0,0,0,0,4.85,4.88,NA,53960,53960,NA,NA,09630,8,2
25003009111,3032,25,2973,25,14,3,16,2279,15,2229,15,10,1,9,647,504,NA,NA,34340,06630,08160,NA,8,2
25003009121,7155,40,7048,40,32,2,33,5316,23,5221,23,24,2,23,1552,1244,NA,NA,16180,NA,NA,03390,8,2
25003009131,5069,44,4891,44,67,12,50,3998,31,3872,31,28,4,32,1274,1135,NA,34935,34970,NA,NA,06750,8,2
25003009141,5849,37,5749,37,18,7,38,4524,22,4437,22,12,7,24,1158,854,NA,34620,34655,NA,NA,06690,8,2
25003009201,8220,151,7592,151,244,15,211,7057,131,6365,131,219,15,196,2015,1230,NA,79950,79985,13020,08160,NA,8,2
25003009211,503,10,479,10,7,5,2,453,9,422,9,6,5,2,129.61,67.48,NA,46225,46225,NA,NA,08670,8,2
25003009212,4496,70,4342,70,33,11,38,3463,46,3322,46,24,5,20,990.81,515.88,NA,46225,46225,NA,NA,08670,8,2
25003009213,6170,48,5981,48,103,14,18,5090,38,4916,38,75,8,15,1456.31,758.25,NA,46225,46225,NA,NA,08670,8,2
25003009214,2057,30,1984,30,23,3,14,1618,19,1555,19,11,3,11,462.93,241.03,NA,46225,46225,NA,NA,08670,8,2
25003009215,3571,41,3458,41,47,9,15,2654,23,2566,23,26,8,8,759.34,395.36,NA,46225,46225,NA,NA,08670,8,2
25003009221,3262,22,3215,22,10,3,10,2631,13,2596,13,5,2,2,924.2,517.75,NA,590,555,NA,NA,01780,8,2
25003009222,4038,10,4017,10,3,1,6,3148,6,3131,6,2,1,2,1105.8,619.49,NA,590,555,NA,NA,01780,8,2
25003009223,2145,7,2132,7,3,0,3,1691,2,1681,2,3,0,3,594,332.77,NA,590,555,NA,NA,01780,8,2
25003009231,3479,26,3438,26,4,4,7,2595,16,2555,16,3,2,3,788,605,NA,NA,13345,NA,NA,01780,8,2
25003009241,2408,42,2317,42,26,3,18,1971,36,1866,36,21,3,9,714,425,NA,NA,67595,NA,NA,02530,8,2
25003009251,7725,134,7316,134,198,8,62,5918,90,5577,90,124,5,32,1512,1076,NA,26780,26815,NA,NA,02530,8,2
25003009261,2910,13,2830,13,53,2,12,2222,12,2150,12,39,2,7,512,661,NA,NA,61065,NA,NA,11040,8,2
25003009311,4670,16,4627,16,15,4,5,3445,9,3411,9,8,3,5,90,105,NA,NA,80685,04920,NA,03390,8,2
25003009321,5128,41,5035,41,20,15,15,3791,22,3714,22,13,10,10,238,203,NA,NA,4545,09240,NA,03390,8,2
25003009331,3081,28,3002,28,34,7,6,2361,17,2305,17,13,7,2,232,250,NA,NA,45420,10440,NA,11040,8,2
25003009341,3265,21,3204,21,9,3,28,2518,14,2462,14,7,3,18,288,262,NA,NA,77990,NA,NA,11040,8,2
25003009351,2497,16,2461,16,11,1,8,1925,13,1883,13,9,1,6,173,259,NA,NA,56795,10080,NA,01780,8,2
25005000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,99998,1,5
25005006001,7664,34,7525,34,34,6,46,6140,24,6030,24,27,6,29,1137.32,1294.15,NA,NA,20100,NA,NA,04620,2,5
25005006101,4793,42,4687,42,30,11,23,3726,29,3623,29,22,5,18,814.47,946.07,NA,38230,38225,NA,NA,07230,7,4
25005006102,11775,155,11237,155,237,13,127,8420,87,8011,87,142,8,85,1840.53,2137.93,NA,38230,38225,NA,NA,07230,7,4
25005006111,7243,96,6893,96,145,10,91,5539,79,5183,79,118,6,74,1027.64,1230.09,NA,50005,49970,NA,NA,09000,7,5
25005006112,7022,78,6840,78,41,14,43,5241,47,5068,47,37,7,35,972.36,1163.91,NA,NA,49970,NA,NA,09000,7,5
25005006121,3430,29,3355,29,13,3,27,2531,23,2459,23,8,2,16,726.22,739.08,NA,NA,56060,09960,03030,NA,2,5
25005006122,6437,57,6244,57,66,8,49,4753,35,4613,35,36,6,28,1363.78,1387.92,NA,56095,56060,09960,03030,11520,2,5
25005006131,5661,79,5505,79,22,3,18,4553,57,4406,57,19,2,12,986.31,720.25,NA,69170,69170,NA,NA,11520,2,10
25005006132,558,1,542,1,13,1,0,503,1,487,1,13,1,0,108.96,79.57,NA,69170,69170,NA,NA,11520,2,10
25005006133,6700,148,6445,148,44,3,25,5217,110,4951,110,30,2,14,1130.15,825.29,NA,69170,69170,NA,NA,11520,2,10
25005006134,27,0,26,0,0,0,1,21,0,20,0,0,0,1,4.55,3.32,NA,69170,69170,NA,NA,11520,2,10
25005006135,386,3,369,3,12,0,0,358,1,345,1,11,0,0,77.55,56.63,NA,69170,69170,NA,NA,11520,2,10
25005006136,3360,196,3115,196,21,4,2,2587,112,2346,112,12,3,2,560.42,409.24,NA,69170,69170,NA,NA,11520,2,10
25005006137,4482,119,4214,119,84,6,25,3614,85,3364,85,61,4,15,782.9,571.7,NA,69170,69170,NA,NA,11520,2,10
25005006138,5183,380,4450,380,145,14,46,4161,256,3503,256,103,10,33,901.39,658.23,NA,69170,69170,NA,NA,11520,2,10
25005006139,8428,602,7490,602,220,13,43,6549,329,5748,329,111,9,23,1418.7,1036,NA,69170,69170,NA,NA,11520,2,10
25005006140,4599,466,3948,466,112,13,4,3555,274,2925,274,69,9,4,770.12,562.37,NA,69170,69170,NA,NA,11520,2,10
25005006141,10448,368,9678,368,192,16,57,7898,248,7227,248,129,8,38,1710.94,1249.4,NA,69170,69170,09960,03030,11520,2,10
25005006151,5631,67,5520,67,13,12,7,4247,51,4126,51,7,8,4,1109,1077,NA,NA,16950,NA,NA,04200,2,5
25005006161,4237,36,4162,36,11,2,5,2956,24,2895,24,8,2,3,572,673,NA,69170,5280,NA,NA,02520,7,5
25005006171,8522,65,8274,65,40,15,33,6106,44,5961,44,21,13,23,1497,1393,NA,NA,25240,05040,05070,NA,7,5
25005006301,10516,121,10232,121,54,10,97,8063,65,7825,65,38,7,63,1451.57,1883.82,NA,46585,46575,NA,NA,08730,7,4
25005006302,14522,81,14156,81,76,6,201,10684,55,10384,55,55,6,129,1923.43,2496.18,NA,46585,46575,NA,NA,08730,7,4
25005006311,6751,49,6546,49,57,13,77,5211,30,5053,30,39,11,48,984.15,1047.23,NA,2690,2690,NA,NA,02190,7,4
25005006312,5193,69,4996,69,31,9,83,3990,34,3845,34,17,5,55,753.55,801.85,NA,2690,2690,NA,NA,02190,7,4
25005006313,4830,90,4591,90,48,2,97,3692,52,3500,52,31,2,55,697.27,741.97,NA,2690,2690,NA,NA,02190,7,4
25005006314,2447,243,2055,243,48,10,81,2009,170,1584,170,35,6,44,379.42,403.74,NA,2690,2690,NA,NA,02190,7,4
25005006315,2806,102,2662,102,10,4,25,2226,70,2062,70,7,2,15,420.4,447.35,NA,2690,2690,NA,NA,02190,7,4
25005006316,4223,368,3404,368,64,5,381,3244,248,2479,248,37,4,228,612.66,651.93,NA,2690,2690,NA,NA,02190,7,4
25005006317,5577,79,5367,79,35,5,85,4166,46,3989,46,21,4,60,786.79,837.22,NA,2690,2690,NA,NA,02190,7,4
25005006318,6556,130,6234,130,72,21,83,4870,86,4585,86,50,11,52,919.75,978.7,NA,2690,2690,NA,NA,02190,7,4
25005006321,6010,34,5900,34,14,7,53,4599,22,4505,22,12,3,35,1301.5,936.46,NA,49200,60645,NA,NA,10590,7,4
25005006322,7036,38,6759,38,74,16,109,5228,30,5041,30,58,11,58,1479.5,1064.54,NA,NA,60645,NA,NA,10590,7,4
25005006331,4266,26,4192,26,14,2,26,3109,14,3057,14,11,2,11,777.98,751.07,NA,NA,56375,NA,NA,04200,7,5
25005006332,4390,28,4307,28,25,4,18,3245,22,3173,22,16,4,8,812.02,783.93,NA,NA,56375,NA,NA,04200,7,5
25005006401,4701,86,4472,86,49,13,75,3479,45,3319,45,22,9,39,949.09,349.48,NA,23000,23000,NA,NA,04830,7,4
25005006402,6289,117,6086,117,36,6,34,4879,74,4689,74,22,3,17,1331.02,490.11,NA,23000,23000,NA,NA,04830,7,4
25005006403,3859,70,3598,70,56,2,130,2806,44,2619,44,28,2,69,765.5,281.87,NA,23000,23000,NA,NA,04830,7,4
25005006404,2868,31,2816,31,9,3,6,2250,25,2186,25,7,3,4,613.81,226.02,NA,23000,23000,NA,NA,04830,7,4
25005006405,5632,72,5464,72,16,2,75,4387,47,4226,47,14,2,51,1196.8,440.69,NA,23000,23000,NA,NA,04830,7,4
25005006406,4888,52,4789,52,32,0,13,3674,32,3573,32,27,0,10,1002.29,369.06,NA,23000,23000,NA,NA,04830,7,4
25005006407,3133,37,3062,37,16,1,16,2407,24,2342,24,7,1,9,656.65,241.79,NA,23000,23000,NA,NA,04830,7,4
25005006408,3311,107,3086,107,67,1,46,2341,62,2157,62,37,1,22,638.64,235.16,NA,23000,23000,NA,NA,04830,7,4
25005006409,7096,160,6733,160,97,5,82,5310,98,5002,98,61,2,49,1448.6,533.4,NA,23000,23000,NA,NA,04830,7,4
25005006410,2878,49,2790,49,24,0,13,2283,38,2190,38,10,0,7,622.82,229.33,NA,23000,23000,NA,NA,04830,7,4
25005006411,464,9,444,9,5,1,1,435,5,418,5,5,1,1,118.67,43.7,NA,23000,23000,NA,NA,04830,7,5
25005006412,3435,107,3147,107,68,2,106,2523,70,2285,70,32,2,64,688.29,253.44,NA,23000,23000,NA,NA,04830,7,5
25005006413,5975,174,5523,174,83,8,179,4381,97,4058,97,45,4,80,1195.17,440.08,NA,23000,23000,NA,NA,04830,7,5
25005006414,3195,57,2953,57,15,1,167,2280,49,2106,49,7,1,68,622,229.03,NA,23000,23000,NA,NA,04830,7,4
25005006415,2803,13,2755,13,4,0,26,2144,13,2101,13,1,0,16,584.9,215.37,NA,23000,23000,NA,NA,04830,7,4
25005006416,2431,8,2399,8,7,0,6,1917,8,1890,8,5,0,6,522.97,192.57,NA,23000,23000,NA,NA,04830,7,5
25005006417,5496,85,5353,85,29,9,17,4373,57,4231,57,20,2,6,1192.98,439.28,NA,23000,23000,NA,NA,04830,7,5
25005006418,2437,51,2346,51,27,1,9,2016,39,1911,39,18,0,9,549.98,202.51,NA,23000,23000,NA,NA,04830,7,5
25005006419,2483,38,2338,38,39,3,62,1939,32,1803,32,32,3,37,528.97,194.78,NA,23000,23000,NA,NA,04830,7,5
25005006420,3316,70,3121,70,59,9,39,2484,52,2303,52,45,6,26,677.65,249.52,NA,23000,23000,NA,NA,04830,7,5
25005006421,3725,66,3533,66,82,8,23,2931,48,2765,48,48,6,16,799.6,294.43,NA,23000,23000,NA,NA,04830,7,5
25005006422,3644,72,3502,72,30,5,30,2860,41,2743,41,15,2,18,780.23,287.3,NA,23000,23000,NA,NA,04830,7,5
25005006423,2457,8,2442,8,2,0,5,2028,6,2009,6,2,0,5,553.25,203.72,NA,23000,23000,NA,NA,04830,7,5
25005006424,2948,25,2901,25,9,3,10,2407,21,2347,21,7,3,8,656.65,241.79,NA,23000,23000,NA,NA,04830,7,5
25005006425,3239,13,3141,13,39,5,34,2564,9,2500,9,19,3,24,699.48,257.56,NA,23000,23000,NA,NA,04830,7,5
25005006441,10568,92,10376,92,10,7,72,8367,79,8140,79,9,6,54,3132.67,1735.12,NA,62465,62430,NA,NA,10860,7,4
25005006442,7072,43,6963,43,8,10,45,5763,39,5637,39,6,6,36,2157.71,1195.11,NA,62465,62430,NA,NA,10860,7,4
25005006451,15405,91,15163,91,52,18,67,11833,63,11621,63,25,10,51,3592,2268,NA,50880,68750,NA,NA,11460,7,4
25005006461,13852,88,13650,88,19,8,63,10773,67,10574,67,16,8,41,3306,2431,NA,49710,77570,NA,NA,12780,7,4
25005006503,3354,44,3268,44,10,4,9,2696,31,2619,31,7,4,4,753.39,314.22,NA,45000,45000,NA,NA,08430,1,5
25005006504,4076,115,3892,115,27,3,7,3098,76,2920,76,17,3,6,865.73,361.08,NA,45000,45000,NA,NA,08430,1,5
25005006505,3363,56,3265,56,18,2,10,2649,43,2541,43,14,2,6,740.26,308.75,NA,45000,45000,NA,NA,08430,1,5
25005006506,2972,119,2793,119,21,4,13,2214,70,2047,70,11,3,13,618.7,258.05,NA,45000,45000,NA,NA,08430,1,5
25005006507,2446,251,2070,251,56,5,4,1838,138,1527,138,31,2,2,513.63,214.22,NA,45000,45000,NA,NA,08430,1,5
25005006508,3981,209,3655,209,40,8,10,2996,137,2680,137,32,4,6,837.23,349.19,NA,45000,45000,NA,NA,08430,1,5
25005006509,3054,621,2104,621,181,15,11,2294,314,1556,314,89,12,9,641.06,267.37,NA,45000,45000,NA,NA,08430,1,5
25005006511,4253,438,3542,438,109,20,22,3217,247,2624,247,67,11,21,898.99,374.95,NA,45000,45000,NA,NA,08430,1,5
25005006512,1960,205,1625,205,76,10,7,1374,108,1103,108,44,7,4,383.96,160.14,NA,45000,45000,NA,NA,08430,1,5
25005006513,2578,243,1948,243,179,30,18,1911,141,1477,141,122,21,9,534.03,222.73,NA,45000,45000,NA,NA,08430,1,5
25005006514,3552,201,2792,201,175,36,7,2553,116,2165,116,121,29,6,713.43,297.56,NA,45000,45000,NA,NA,08430,1,5
25005006515,3175,409,1909,409,354,45,30,2136,219,1392,219,258,28,20,596.9,248.95,NA,45000,45000,NA,NA,08430,1,5
25005006516,4375,241,3251,241,331,36,15,2997,130,2471,130,230,23,13,837.51,349.31,NA,45000,45000,NA,NA,08430,1,5
25005006517,2678,369,1410,369,454,13,8,2084,270,1223,270,305,11,5,582.37,242.89,NA,45000,45000,NA,NA,08430,1,5
25005006518,1861,145,1395,145,129,19,17,1695,115,1327,115,107,18,13,473.67,197.56,NA,45000,45000,NA,NA,08430,1,5
25005006519,2047,338,716,338,171,11,1,1083,217,522,217,116,10,1,302.64,126.23,NA,45000,45000,NA,NA,08430,1,5
25005006520,3024,98,2483,98,108,16,8,2165,71,1924,71,81,11,7,605.01,252.33,NA,45000,45000,NA,NA,08430,1,5
25005006521,3125,50,2848,50,78,4,11,2281,33,2146,33,61,1,7,637.42,265.85,NA,45000,45000,NA,NA,08430,1,5
25005006522,3180,39,3009,39,44,8,15,2482,25,2385,25,33,3,11,693.59,289.28,NA,45000,45000,NA,NA,08430,1,5
25005006523,3037,208,2723,208,48,8,4,2394,112,2134,112,27,6,3,669,279.03,NA,45000,45000,NA,NA,08430,1,5
25005006524,3080,95,2951,95,16,4,4,2412,69,2256,69,13,2,3,674.03,281.12,NA,45000,45000,NA,NA,08430,1,5
25005006525,2954,111,2736,111,73,5,4,2210,69,2030,69,35,5,2,617.58,257.58,NA,45000,45000,NA,NA,08430,1,5
25005006526,3337,687,2359,687,135,5,19,2456,370,1626,370,75,3,12,686.33,286.25,NA,45000,45000,NA,NA,08430,1,5
25005006527,4074,327,3514,327,87,6,17,3046,167,2639,167,57,5,11,851.2,355.02,NA,45000,45000,NA,NA,08430,1,5
25005006528,3536,59,3445,59,4,1,9,2832,42,2738,42,4,1,5,791.4,330.08,NA,45000,45000,NA,NA,08430,1,5
25005006531,8370,82,8059,82,42,9,65,6292,57,6100,57,24,6,48,1505.41,1147.6,NA,62300,16425,NA,NA,04020,1,4
25005006532,10826,142,10319,142,109,11,117,8738,113,8319,113,88,8,97,2090.64,1593.73,NA,6170,16425,NA,NA,04020,1,4
25005006533,8048,55,7864,55,33,4,44,6265,49,6111,49,28,4,24,1498.95,1142.67,NA,6170,16425,NA,NA,04020,1,4
25005006541,5864,28,5758,28,19,8,19,4327,18,4265,18,13,6,7,1223.52,1118.15,NA,530,520,NA,NA,01740,1,5
25005006542,3690,22,3628,22,18,11,3,2983,15,2928,15,12,10,3,843.48,770.85,NA,530,520,NA,NA,01740,1,5
25005006551,3379,24,3238,24,30,12,10,2535,14,2472,14,21,7,7,840.96,511.85,NA,NA,22130,NA,NA,04800,1,5
25005006552,4844,66,4722,66,20,0,12,3878,46,3760,46,16,0,10,1286.49,783.01,NA,NA,22130,NA,NA,04800,1,5
25005006553,3542,21,3434,21,15,5,21,2760,13,2705,13,11,2,16,915.6,557.28,NA,NA,22130,NA,NA,04800,1,5
25005006554,4367,25,4262,25,16,7,32,3382,13,3320,13,11,7,18,1121.95,682.86,NA,NA,22130,NA,NA,04800,1,5
25005600201,7443,65,7119,65,153,6,97,5240,44,4985,44,108,3,56,970.62,1104.46,NA,NA,20100,NA,NA,04620,2,10
25005600202,4700,23,4463,23,145,5,51,3693,13,3544,13,89,2,32,684.06,778.39,NA,NA,20100,NA,NA,04620,2,5
25005644299,21,2,14,2,5,0,0,23,2,14,2,5,0,0,8.61,4.77,NA,62465,62430,NA,NA,10860,7,4
25005650101,4837,87,4631,87,52,6,15,3819,61,3646,61,33,6,12,1067.22,445.11,NA,45000,45000,NA,NA,08430,1,5
25005650102,4247,337,3607,337,115,10,39,3178,160,2747,160,78,8,25,888.09,370.4,NA,45000,45000,NA,NA,08430,1,5
25005650201,2805,34,2723,34,16,2,19,2274,22,2207,22,9,2,12,635.47,265.04,NA,45000,45000,NA,NA,08430,1,5
25005650202,2231,70,2095,70,48,1,6,1842,34,1738,34,30,1,5,514.75,214.69,NA,45000,45000,NA,NA,08430,1,5
25005651001,2678,89,2298,89,113,13,5,2142,60,1921,60,87,9,5,598.58,249.65,NA,45000,45000,NA,NA,08430,1,5
25005651002,3898,354,3089,354,217,21,26,2994,193,2442,193,131,18,17,836.67,348.96,NA,45000,45000,NA,NA,08430,1,5
25005651899,154,4,140,4,7,0,3,158,4,140,4,7,0,3,44.15,18.42,NA,45000,45000,NA,NA,08430,1,5
25007000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72715,NA,13800,03690,07380,99998,1,1
25007002001,3120,19,2920,19,84,67,19,2417,15,2263,15,65,48,11,935,525,72715,71970,69940,12570,07380,NA,1,1
25007002002,2804,46,2485,46,189,76,4,2211,32,1929,32,159,55,4,815,525,72715,NA,50390,04650,07380,NA,1,1
25007002003,3062,25,2990,25,34,3,8,2384,15,2321,15,27,2,4,795,621,72715,NA,21150,09090,07380,NA,1,1
25007002004,2653,31,2501,31,16,92,8,1984,14,1874,14,10,66,6,565,254,72715,NA,78235,11610,07380,99998,1,1
25009000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,99998,3,7
25009002011,3828,37,3754,37,6,5,22,3170,27,3093,27,3,5,15,550,456.39,NA,43615,43580,08220,NA,07110,3,7
25009002021,7821,76,7639,76,51,4,48,6356,64,6161,64,33,4,30,2208.04,1731.88,NA,68680,68645,NA,NA,11430,3,7
25009002022,5829,59,5720,59,8,9,29,4643,47,4512,47,7,8,22,1612.96,1265.12,NA,68680,68645,NA,NA,11430,3,7
25009002031,6809,21,6669,21,32,2,79,5221,15,5121,15,19,2,49,1627.91,1792.49,NA,38435,38400,NA,NA,07260,3,7
25009002032,4458,39,4372,39,11,2,28,3577,23,3506,23,7,1,17,1115.31,1228.06,NA,38435,38400,NA,NA,07260,3,7
