GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
10003000107,10,003,000107,5190,100,3825,100,1172,13,79,3963,59,3021,59,756,10,58,813.61,1167.93,23240,90148,01240,1,1
10003000108,10,003,000108,4295,46,3884,46,248,4,112,3508,32,3188,32,181,4,71,720.19,1033.84,NA,90148,01240,1,1
10003000109,10,003,000109,2568,23,2464,23,49,0,30,2113,15,2031,15,35,0,17,433.8,622.72,NA,90148,01240,1,1
10003000110,10,003,000110,3339,36,3127,36,119,5,52,2650,26,2474,26,84,4,36,544.05,780.98,NA,90148,01240,1,1
10003000111,10,003,000111,2697,20,2571,20,78,1,27,2167,6,2066,6,63,1,25,444.89,638.63,1400,90148,01240,1,1
10003000113,10,003,000113,2205,26,2053,26,76,7,43,1730,14,1615,14,56,5,26,355.17,509.85,NA,90148,01240,1,1
10003000114,10,003,000114,3434,36,3237,36,72,1,88,2711,25,2551,25,49,1,60,556.57,798.95,NA,90148,01240,1,1
10003000115,10,003,000115,2901,40,2813,40,15,0,33,2308,23,2225,23,12,0,25,473.83,680.19,70560,90148,01240,1,1
10003000116,10,003,000116,3458,39,3288,39,68,0,63,2762,27,2612,27,49,0,47,567.04,813.98,NA,90148,01240,1,1
10003000117,10,003,000117,3620,43,3446,43,37,1,93,2939,34,2791,34,23,1,56,603.38,866.15,70560,90148,01240,1,1
10003000118,10,003,000118,4006,40,3834,40,71,6,53,3346,30,3188,30,54,5,39,686.94,986.09,NA,92960,01300,1,1
10003000119,10,003,000119,2781,34,2623,34,25,2,97,2242,26,2106,26,16,2,66,460.28,660.74,NA,92960,01300,1,1
10003000120,10,003,000120,4273,48,3598,48,572,5,49,3415,32,2889,32,426,5,31,701.1,1006.43,NA,91924,01300,1,1
10003000121,10,003,000121,2940,72,2740,72,106,2,18,2330,52,2154,52,55,2,15,478.35,686.67,NA,91924,01300,1,1
10003000122,10,003,000122,4822,107,4019,107,661,6,29,3702,65,3115,65,429,5,23,760.02,1091.01,77580,91924,01300,1,1
10003000123,10,003,000123,2372,107,2112,107,139,1,13,1917,62,1712,62,74,1,6,393.56,564.96,24540,91924,01300,1,1
10003000124,10,003,000124,3566,98,3261,98,184,1,22,2809,65,2546,65,119,1,13,576.69,827.84,24540,91924,01300,1,1
10003000125,10,003,000125,5262,70,5024,70,156,5,6,4215,50,4000,50,105,5,5,865.34,1242.19,NA,91924,01300,1,1
