GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
17001000001,4370,15,4299,15,36,11,9,3427,9,3380,9,18,6,5,348,733,62367,62380,NA,NA,33000,18,8
17001000003,595,0,572,0,21,1,1,594,0,572,0,20,1,1,148.45,280.8,62367,62380,NA,NA,33000,18,8
17001000004,4115,17,3610,17,440,15,4,2989,10,2684,10,270,12,3,746.99,1412.97,62367,62380,NA,NA,33000,18,8
17001000005,2708,11,2135,11,542,4,3,1972,6,1607,6,346,4,3,492.83,932.21,62367,62380,NA,NA,33000,18,8
17001000006,4054,15,3954,15,58,7,17,3034,6,2976,6,27,6,13,758.23,1434.24,62367,62380,NA,NA,33000,18,8
17001000007,1718,8,1580,8,106,6,17,1428,4,1332,4,74,5,9,356.87,675.05,62367,62380,NA,NA,33000,18,8
17001000008,3008,26,2842,26,106,7,20,2213,16,2116,16,48,7,10,553.05,1046.14,62367,62380,NA,NA,33000,18,8
17001000009,2918,17,2836,17,29,1,33,2155,9,2099,9,18,1,19,538.56,1018.72,62367,62380,NA,NA,33000,18,8
17001000011,5785,17,5657,17,44,3,60,4329,11,4240,11,29,2,36,253.95,669.73,62367,62380,NA,NA,33000,18,8
17001000101,4429,5,4420,5,0,3,0,3201,0,3200,0,0,1,0,174,368,48307,77057,NA,NA,25590,18,8
17001000102,3768,11,3752,11,0,2,3,2861,7,2843,7,0,2,2,36,89,10877,10890,NA,NA,08220,18,8
17001000103,5627,12,5594,12,9,8,4,3935,7,3910,7,3,6,2,163,291,58265,58278,NA,NA,22770,18,11
17001000104,3312,8,3279,8,17,3,2,2284,3,2267,3,9,2,0,116,267,15846,23412,NA,NA,33000,18,8
17001000105,2168,26,2119,26,13,2,8,1648,21,1589,21,9,2,6,138.89,358.12,62367,64408,NA,NA,33000,18,8
17001000106,5292,25,5230,25,17,6,14,3713,19,3656,19,8,4,7,217.82,574.43,62367,48203,NA,NA,30990,18,11
17001000201,1903,11,1823,11,63,2,2,1449,7,1380,7,51,2,2,122.11,314.88,62367,62380,NA,NA,33000,18,8
17001000202,3448,14,3244,14,156,5,26,2716,11,2550,11,120,5,19,678.76,1283.92,62367,62380,NA,NA,33000,18,8
17001001001,3599,21,3545,21,15,6,12,2678,11,2634,11,8,6,8,669.26,1265.95,62367,62380,NA,NA,33000,18,8
17001001002,3273,6,3238,6,12,5,12,2578,5,2550,5,8,1,9,151.23,398.84,62367,62380,NA,NA,33000,18,11
17003009576,2779,12,2551,12,208,5,3,2073,8,1929,8,120,5,3,92,150,74457,93402,NA,NA,13590,13,18
17003009577,2408,19,1988,19,397,2,2,1741,6,1480,6,245,2,2,27,53,74873,93420,NA,NA,13590,13,18
17003009578,2832,7,1612,7,1185,3,23,2021,7,1305,7,682,3,17,127,68,10383,90612,NA,NA,08070,13,18
17003009579,2607,16,874,16,1690,7,20,1756,9,731,9,990,4,13,956,867,10383,90612,NA,NA,08070,13,18
17005009512,3064,4,2868,4,187,3,2,2304,2,2171,2,125,3,1,236,272,51284,51297,NA,NA,27450,1,11
17005009513,4776,55,4493,55,203,10,9,3760,37,3542,37,130,7,7,701,1692,31589,12112,NA,NA,17730,1,11
17005009514,3185,13,3140,13,9,15,2,2396,6,2366,6,8,8,2,316,336,70525,69641,NA,NA,17730,1,11
17005009515,3966,8,3931,8,20,6,1,2901,8,2862,8,16,6,1,73,146,60872,9694,07010,04770,17730,1,11
17007000101,6382,699,5598,699,46,12,26,4942,395,4102,395,31,6,13,637.52,1503.95,5092,5105,NA,NA,05790,15,4
17007000102,5025,585,4385,585,15,4,33,4137,354,3392,354,7,4,26,533.67,1258.97,5092,5105,NA,NA,05790,15,4
17007000103,4809,482,4266,482,37,10,13,3766,284,3161,284,19,8,10,485.81,1146.07,5092,5105,NA,NA,05790,15,4
17007000104,3487,113,3353,113,7,6,7,2656,69,2502,69,5,6,5,83,223,5092,26441,NA,NA,05790,15,4
17007000105,4760,59,4636,59,12,3,50,3362,27,3278,27,6,1,23,162,491,NA,5105,NA,NA,05790,15,4
17007000106,6343,127,6183,127,4,10,18,4529,68,4372,68,2,7,12,187,386,11124,10435,NA,NA,28700,15,4
17009009704,2772,2,2758,2,1,8,3,2011,1,1998,1,1,7,3,53,122,77720,77733,NA,NA,27300,8,11
17009009705,3064,102,2416,102,539,4,2,2646,102,1899,102,538,4,1,436,769,51154,51167,NA,NA,27300,8,11
17011009647,3234,26,3201,26,1,6,0,2354,10,2330,10,1,3,0,142,341,12970,41807,29700,29730,21680,4,8
17011009648,3885,8,3870,8,0,6,1,2781,5,2768,5,0,2,1,98,215,78526,78539,40560,40590,24300,4,8
17011009649,2957,24,2917,24,0,8,6,2141,12,2107,12,0,6,4,53,186,61899,61912,32670,32700,NA,4,8
17011009650,4071,649,3304,649,12,13,93,3361,443,2409,443,8,10,48,466,384,19499,68562,22380,18030,12090,4,8
17011009651,3964,117,3828,117,0,1,18,3003,61,2869,61,0,1,11,914.75,865.09,40598,32265,21510,18030,NA,4,8
17011009652,3580,89,3455,89,18,3,15,2742,52,2617,52,9,3,9,835.25,789.91,72156,32265,37050,18030,12090,4,8
17011009653,3407,29,3351,29,9,7,11,2506,13,2465,13,2,4,9,416.3,1291.88,61899,61912,32670,32700,NA,4,8
17011009654,3353,29,3303,29,3,5,12,2683,19,2634,19,2,2,7,445.7,1383.12,61899,61912,32670,32700,NA,4,8
17011009655,3901,15,3851,15,5,12,18,2876,6,2839,6,3,10,12,77,212,75549,83635,43410,43440,39060,4,8
17011009656,3336,17,3309,17,2,0,8,2445,8,2421,8,2,0,6,80,225,69147,16028,43410,43440,07710,4,8
17013009512,2995,10,2962,10,1,8,14,2316,9,2283,9,1,8,6,93,123,38856,90360,NA,NA,18180,18,11
17013009513,2327,2,2324,2,0,0,1,1726,2,1721,2,0,0,1,196,238,4117,92988,NA,NA,18180,18,11
17015009601,3291,23,3252,23,5,2,9,2498,13,2464,13,2,1,5,100,418,41859,12996,NA,NA,00007,15,8
17015009602,2453,29,2382,29,31,5,4,1838,14,1781,14,20,5,4,45,109,67821,79020,NA,NA,35510,15,8
17015009603,3971,188,3678,188,64,12,29,3167,116,2867,116,45,6,17,606,816,67821,67834,NA,NA,35510,15,8
17015009604,2368,22,2331,22,7,2,3,1807,10,1776,10,7,2,2,38,143,50881,50894,NA,NA,27080,15,8
17015009605,2960,20,2927,20,1,4,6,2168,13,2138,13,1,1,2,152,466,49191,83700,NA,NA,09400,15,8
17015009606,1762,14,1733,14,2,3,10,1275,7,1253,7,2,0,6,223,429,75172,83908,NA,NA,38880,15,8
17017009601,2598,3,2592,3,2,1,0,1893,3,1885,3,1,1,0,57,84,2505,2518,NA,NA,00105,8,9
17017009602,2965,7,2954,7,0,1,3,2220,5,2207,5,0,1,2,310,485,78201,78214,NA,NA,40410,8,9
17017009603,3186,16,3151,16,13,1,5,2378,9,2346,9,10,1,3,104,185,4351,4364,NA,NA,05310,8,9
17017009604,2362,17,2329,17,0,2,14,1766,8,1740,8,0,2,8,517.63,596.92,4351,4364,NA,NA,05310,8,9
17017009605,2326,13,2308,13,1,3,1,1731,8,1714,8,0,1,0,507.37,585.08,4351,4364,NA,NA,05310,8,9
17019000001,481,6,380,6,67,3,24,466,5,369,5,63,3,21,61.54,114.83,12385,12411,NA,NA,09420,5,3
17019000002,2130,4,78,4,2031,1,14,1303,2,60,2,1228,1,10,172.08,321.09,12385,12411,NA,NA,09420,5,3
17019000003,5710,182,4448,182,380,7,682,5802,177,4407,177,365,7,669,766.24,1429.75,12385,12411,NA,NA,09420,5,3
17019000004,8042,271,6872,271,194,6,696,8269,268,6848,268,192,6,687,1092.04,2037.68,12385,12411,NA,NA,09420,5,3
17019000005,3718,56,3370,56,211,4,72,3154,51,2826,51,157,4,65,416.53,777.22,12385,12411,NA,NA,09420,5,3
17019000006,3348,56,2781,56,456,9,42,2878,44,2437,44,311,7,35,380.08,709.21,12385,12411,NA,NA,09420,5,3
17019000007,3684,43,2043,43,1544,13,36,2678,24,1620,24,973,9,28,353.67,659.92,12385,12411,NA,NA,09420,5,3
17019000008,1700,17,1166,17,487,4,26,1242,11,928,11,277,0,15,22.46,45.54,12385,12411,NA,NA,09420,16,3
17019000009,6838,90,4938,90,1651,9,131,5313,64,4075,64,1012,7,91,256.32,745.06,12385,12411,NA,NA,09420,5,3
17019000010,4780,39,4270,39,405,9,50,3675,22,3353,22,226,9,43,485.34,905.61,12385,12411,NA,NA,09420,5,3
17019000011,3864,45,3700,45,57,2,57,3066,30,2922,30,40,2,42,404.91,755.54,12385,12411,NA,NA,09420,5,3
17019000013,8603,87,7888,87,311,9,306,6653,60,6096,60,211,7,219,878.63,1639.46,12385,12411,NA,NA,09420,5,3
17019000014,4678,283,3444,283,507,9,434,4553,267,3176,267,460,9,374,219.65,638.48,12385,12411,NA,NA,09420,5,3
17019000051,207,4,145,4,51,0,7,197,4,133,4,51,0,5,43.18,67.47,77005,18121,NA,NA,39960,5,3
17019000052,2214,87,1709,87,118,1,296,2171,79,1626,79,99,1,287,475.89,743.59,77005,18121,NA,NA,39960,5,3
17019000053,2938,43,1142,43,1646,6,98,2220,29,959,29,1124,5,74,486.63,760.37,77005,18121,NA,NA,39960,5,3
17019000054,7338,79,6417,79,726,26,83,5680,56,5089,56,396,19,64,176.8,403.56,77005,77018,37380,37410,39960,5,3
17019000055,5436,55,4927,55,369,2,79,4259,37,3928,37,196,1,60,132.57,302.6,77005,18121,NA,NA,39960,5,3
17019000056,5191,78,4396,78,517,8,180,3956,54,3409,54,308,4,127,123.13,281.07,77005,18121,NA,NA,39960,5,3
17019000057,6657,93,5759,93,263,9,522,5272,63,4566,63,201,9,370,164.1,374.57,77005,18121,NA,NA,39960,5,3
17019000058,4128,86,3787,86,56,6,185,3548,71,3183,71,49,6,168,777.73,1215.22,77005,18121,NA,NA,39960,5,3
17019000059,8582,404,5890,404,723,8,1547,8830,393,5830,393,706,8,1500,1935.56,3024.35,77005,18121,NA,NA,39960,5,3
17019000060,2354,161,701,161,138,0,1349,1748,108,513,108,84,0,935,54.41,124.19,77005,77018,NA,NA,39960,5,3
17019000101,5097,86,4218,86,667,7,115,3643,56,3067,56,383,7,74,256,800,62783,45187,33210,33240,NA,16,3
17019000103,7185,667,5590,667,696,47,175,5560,555,3918,555,378,39,115,385.09,1151.7,62783,62796,33210,33240,NA,16,3
17019000104,5443,38,5277,38,74,7,45,3975,24,3842,24,47,6,32,40,128,75107,62796,23700,33240,30960,16,3
17019000105,3690,18,3656,18,3,7,6,2690,11,2660,11,1,3,4,43,185,26194,8914,33210,33240,15180,16,3
17019000107,5565,21,5518,21,4,10,10,3998,8,3970,8,1,7,4,49,140,66950,66963,37380,37410,NA,16,3
17019000108,4400,27,4357,27,8,2,6,3221,14,3182,14,7,1,3,59,145,35814,70863,29640,37410,00106,5,3
17019000109,7382,29,7319,29,9,5,20,5432,18,5376,18,5,4,11,337,780,75614,75627,NA,NA,39120,5,3
17019001201,6770,102,5603,102,862,22,176,4982,64,4180,64,545,14,115,657.95,1227.68,12385,12411,NA,NA,09420,5,3
17019001202,8737,59,7957,59,432,12,263,6136,42,5609,42,273,9,161,296.02,860.47,12385,12411,NA,NA,09420,5,3
17019010201,990,21,932,21,23,1,13,778,13,727,13,16,0,9,53.89,161.16,62783,62796,33210,33240,NA,16,3
17019010202,318,5,245,5,58,0,10,233,5,186,5,29,0,8,16.14,48.26,62783,62796,33210,33240,NA,16,3
17019010203,3716,84,2963,84,555,13,97,2756,53,2215,53,355,9,71,190.88,570.88,62783,62796,33210,33240,NA,16,3
17019010601,4512,24,4458,24,0,10,20,3004,16,2959,16,0,4,9,598,1893,46136,46149,NA,NA,24060,16,3
17019010602,6599,35,6416,35,116,5,24,4676,21,4540,21,74,5,15,84.54,171.46,41346,46149,38790,33240,24060,16,3
17021009581,3084,12,3059,12,1,9,3,2288,9,2260,9,0,9,1,181,237,22645,9239,NA,NA,13410,18,11
17021009582,3496,7,3478,7,3,6,2,2627,4,2609,4,2,6,2,566,455,39909,70798,NA,NA,36640,18,11
17021009583,4664,10,4594,10,25,1,33,3591,7,3531,7,22,1,23,826.43,1064.17,74574,74587,NA,NA,38700,18,11
17021009584,3872,3,3841,3,14,3,11,2964,3,2936,3,12,3,7,682.13,878.36,74574,74587,NA,NA,38700,18,11
17021009585,2583,15,2531,15,20,12,5,1979,10,1931,10,17,8,3,455.44,586.46,74574,74587,NA,NA,38700,18,11
17021009586,2529,16,2505,16,4,0,4,1814,5,1798,5,3,0,3,190,377,72949,72962,NA,NA,38010,18,10
17021009587,3625,14,3601,14,3,0,7,2661,6,2644,6,0,0,5,95,155,2609,2622,NA,NA,30630,18,10
17021009588,2897,6,2884,6,0,0,7,2199,2,2189,2,0,0,6,517.01,583.46,57472,57485,NA,NA,30630,18,10
17021009589,3141,9,3112,9,1,6,13,2335,5,2310,5,1,5,9,548.99,619.54,57472,57485,NA,NA,30630,18,10
17021009590,4527,11,4490,11,10,14,2,3306,6,3279,6,4,9,2,134,124,50543,63797,NA,NA,26760,18,11
17023000601,4364,11,4332,11,6,8,7,3277,7,3248,7,1,8,6,67,102,47163,78279,NA,NA,24870,5,10
17023000602,4143,9,4117,9,2,6,9,3141,5,3118,5,1,6,6,281,381,47163,47176,NA,NA,24870,5,10
17023000603,5437,19,5391,19,1,8,18,4155,9,4122,9,1,5,9,487,1053,11618,11631,NA,NA,00002,5,10
17023000604,1977,3,1968,3,1,3,2,1456,3,1446,3,0,2,2,211,516,80281,80294,NA,NA,00002,5,10
17025009719,2607,10,2587,10,1,7,2,1878,6,1859,6,1,5,1,76,143,37621,42158,NA,NA,28810,5,10
17025009720,4069,10,4051,10,1,3,3,3032,8,3011,8,1,2,2,291.36,477.92,44927,44940,NA,NA,28810,5,10
17025009721,2465,5,2452,5,2,1,5,1907,5,1892,5,1,1,3,183.25,300.59,26454,33266,NA,NA,15400,5,10
17025009722,2656,18,2621,18,0,4,13,2044,9,2014,9,0,4,8,196.42,322.18,26454,33266,NA,NA,15400,5,10
17025009723,2663,14,2642,14,0,2,5,1956,8,1935,8,0,2,3,187.96,308.31,83739,83752,NA,NA,15400,5,10
17027009001,4767,21,4708,21,7,6,25,3475,11,3428,11,3,6,16,615,1168,75991,73365,04740,04770,39420,1,11
17027009002,1794,3,1791,3,0,0,0,1206,3,1200,3,0,0,0,161,317,NA,67171,07010,04770,08460,1,11
17027009003,6177,72,6073,72,8,8,16,4483,51,4360,51,6,4,11,683,1038,7913,7926,07010,04770,08460,1,11
17027009004,6837,20,6610,20,174,9,24,5034,13,4876,13,113,8,11,73,138,11228,11241,42510,09300,08460,13,11
17027009005,6814,118,5944,118,729,12,6,5512,112,4560,112,712,11,5,118,272,12164,8732,42510,09300,08460,13,11
17027009006,7555,102,7321,102,95,8,27,5322,64,5102,64,67,6,19,521,1018,52142,44667,16530,04770,39420,1,11
17029000001,3115,13,3094,13,1,4,3,2326,11,2297,11,0,4,3,44,86,54781,22138,NA,NA,29340,5,10
17029000002,5273,33,5193,33,22,7,18,3804,17,3740,17,13,6,11,519.48,999.74,47553,57615,NA,NA,25050,5,10
17029000003,4632,34,4553,34,35,3,6,3460,18,3396,18,21,2,5,472.5,909.33,47553,47566,NA,NA,25050,5,10
17029000004,2799,13,2652,13,111,4,19,2185,12,2073,12,75,4,9,215.55,591.32,47553,40637,NA,NA,25050,5,10
17029000005,6335,29,6152,29,112,4,32,4906,27,4751,27,75,3,23,424.77,1057.82,12567,12580,NA,NA,09600,5,10
17029000006,3344,9,3315,9,4,2,14,2425,3,2409,3,3,2,5,96,234,2557,2570,NA,NA,09600,5,10
17029000007,4846,43,4647,43,101,3,50,4188,36,3978,36,94,3,41,362.61,903.01,12567,12580,NA,NA,09600,5,10
17029000008,6579,96,6071,96,347,9,54,6586,96,5998,96,337,9,50,570.23,1420.06,12567,12580,NA,NA,09600,5,10
17029000009,3717,27,3545,27,52,10,83,2811,21,2673,21,33,5,58,243.38,606.1,12567,12580,NA,NA,09600,5,10
17029000010,3445,34,3318,34,37,12,36,2711,17,2637,17,18,6,16,267.45,733.68,47553,40637,NA,NA,25050,5,10
17029000011,3979,43,3871,43,46,8,11,3130,24,3045,24,24,5,8,427.44,822.6,47553,47566,NA,NA,25050,5,10
17029000012,3580,31,3490,31,42,9,8,2699,14,2633,14,26,7,5,368.58,709.33,47553,47566,NA,NA,25050,5,10
17031000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,99998,22,16
17031000101,6412,1707,1481,1707,3051,11,149,5526,1101,1348,1101,1861,5,110,941.82,725.49,14000,14000,NA,NA,09930,20,16
17031000102,9181,1677,3687,1677,3178,33,594,8057,1122,3204,1122,2121,27,461,1373.19,1057.78,14000,14000,NA,NA,09930,20,16
17031000103,6835,771,4017,771,1618,22,404,6340,551,3730,551,1173,19,316,1080.56,832.36,14000,14000,NA,NA,09930,20,16
17031000104,5670,282,4089,282,734,17,536,5432,256,3879,256,590,15,436,925.8,713.15,14000,14000,NA,NA,09930,20,16
17031000105,10033,1229,5420,1229,2264,36,1059,9422,921,4985,921,1679,26,890,1605.84,1236.99,14000,14000,NA,NA,09930,20,16
17031000106,7182,1535,3119,1535,1572,33,904,6631,1058,2788,1058,1024,26,677,1130.15,870.57,14000,14000,NA,NA,09930,20,16
17031000107,9450,2740,3529,2740,2222,56,866,8778,1799,3013,1799,1477,37,653,1496.08,1152.44,14000,14000,NA,NA,09930,20,16
17031000108,4428,1823,1211,1823,937,13,433,4181,1137,1018,1137,577,11,301,712.59,548.91,14000,14000,NA,NA,09930,20,16
17031000109,1187,241,477,241,309,5,155,993,139,413,139,178,1,123,169.24,130.37,14000,14000,NA,NA,09930,20,16
17031000201,3225,354,2262,354,317,7,279,2944,250,1998,250,243,6,197,501.76,386.51,14000,14000,NA,NA,09930,9,16
17031000202,5805,343,4606,343,52,3,795,4705,248,3617,248,37,2,553,801.9,617.71,14000,14000,NA,NA,09930,9,16
17031000203,8681,341,7814,341,46,7,467,7530,238,6652,238,35,5,362,1283.37,988.59,14000,14000,NA,NA,09930,9,16
17031000204,3653,286,2905,286,143,10,303,3289,225,2487,225,103,6,243,560.56,431.8,14000,14000,NA,NA,09930,9,16
17031000205,6040,700,3178,700,437,70,1643,5250,485,2727,485,309,53,1191,894.78,689.26,14000,14000,NA,NA,09930,9,16
17031000206,9166,558,7296,558,78,8,1210,7374,399,5640,399,58,8,870,1256.79,968.11,14000,14000,NA,NA,09930,9,16
17031000207,7931,485,6026,485,28,3,1381,6490,340,4795,340,22,3,990,1106.12,852.06,14000,14000,NA,NA,09930,9,16
17031000208,11524,1196,8062,1196,89,50,2112,9722,825,6404,825,64,39,1565,1656.97,1276.38,14000,14000,NA,NA,09930,9,2
17031000209,9349,1135,4949,1135,855,33,2333,7825,795,4029,795,503,22,1681,1333.65,1027.32,14000,14000,NA,NA,09930,9,16
17031000301,12101,1094,6072,1094,3632,27,1262,11540,852,5793,852,2977,24,1042,1966.82,1515.06,14000,14000,NA,NA,09930,20,16
17031000302,6128,786,4041,786,485,17,789,5558,563,3480,563,323,16,613,947.28,729.7,14000,14000,NA,NA,09930,20,16
17031000303,3429,680,1892,680,190,8,652,3055,438,1564,438,132,6,477,520.68,401.08,14000,14000,NA,NA,09930,20,16
17031000304,3045,1026,1285,1026,195,10,522,3115,721,1121,721,123,7,422,530.9,408.96,14000,14000,NA,NA,09930,20,16
17031000305,8372,3114,2960,3114,1070,40,1156,8178,2001,2507,2001,740,30,899,1393.81,1073.67,14000,14000,NA,NA,09930,20,16
17031000306,9524,1083,4756,1083,2995,56,613,9318,846,4535,846,2501,46,544,1588.11,1223.34,14000,14000,NA,NA,09930,20,16
17031000307,9619,1093,5008,1093,2662,47,781,9319,834,4780,834,2139,45,687,1588.28,1223.47,14000,14000,NA,NA,09930,20,16
17031000308,5049,802,3213,802,277,26,726,4786,604,2775,604,198,14,591,815.7,628.34,14000,14000,NA,NA,09930,20,16
17031000309,3436,889,1843,889,137,14,540,3264,604,1538,604,87,9,422,556.3,428.52,14000,14000,NA,NA,09930,9,16
17031000310,5195,2225,2072,2225,337,50,460,5300,1472,1768,1472,210,33,345,903.3,695.82,14000,14000,NA,NA,09930,9,16
17031000311,5878,1582,1928,1582,585,49,1724,5459,1024,1705,1024,420,40,1246,930.4,716.7,14000,14000,NA,NA,09930,20,16
17031000312,6463,1147,1593,1147,2173,83,1441,5425,784,1460,784,1316,63,1018,924.61,712.23,14000,14000,NA,NA,09930,20,16
17031000313,7246,374,3742,374,1945,25,1151,6713,299,3512,299,1561,21,1021,1144.13,881.33,14000,14000,NA,NA,09930,20,16
17031000314,5526,305,4141,305,781,7,288,5324,258,3926,258,622,6,254,907.39,698.97,14000,14000,NA,NA,09930,20,16
17031000315,9571,1634,2090,1634,3997,69,1765,7917,1015,1884,1015,2670,49,1284,1349.33,1039.4,14000,14000,NA,NA,09930,20,16
17031000316,2902,496,773,496,1169,40,423,2563,378,715,378,756,35,301,436.82,336.49,14000,14000,NA,NA,09930,20,16
17031000317,7605,2168,2819,2168,1648,134,823,7164,1462,2420,1462,1140,86,594,1220.99,940.54,14000,14000,NA,NA,09930,20,16
17031000318,2153,1057,757,1057,123,17,188,2369,727,672,727,81,12,150,403.76,311.02,14000,14000,NA,NA,09930,9,16
17031000319,2817,1087,1182,1087,276,20,239,2932,765,1031,765,179,11,181,499.71,384.93,14000,14000,NA,NA,09930,9,2
17031000320,778,421,208,421,122,7,18,851,287,181,287,78,5,13,145.04,111.73,14000,14000,NA,NA,09930,20,16
17031000321,7705,1902,3438,1902,1978,38,339,7730,1342,3234,1342,1505,25,282,1317.46,1014.85,14000,14000,NA,NA,09930,20,16
17031000401,4256,899,2812,899,49,37,452,4028,642,2335,642,37,27,345,686.51,528.83,14000,14000,NA,NA,09930,9,16
17031000402,14270,2226,8866,2226,296,36,2807,12756,1547,7413,1547,206,25,2018,2174.06,1674.7,14000,14000,NA,NA,09930,9,2
17031000403,3225,293,2160,293,36,1,731,2688,205,1749,205,4,0,525,458.13,352.9,14000,14000,NA,NA,09930,9,2
17031000404,9202,2867,5075,2867,330,116,765,8997,1927,4260,1927,221,76,586,1533.4,1181.19,14000,14000,NA,NA,09930,9,2
17031000405,1263,521,564,521,59,1,117,1333,357,492,357,43,1,83,227.19,175.01,14000,14000,NA,NA,09930,9,2
17031000406,2905,676,1987,676,33,4,197,2821,485,1665,485,23,4,159,480.8,370.36,14000,14000,NA,NA,09930,9,2
17031000407,3871,1285,2052,1285,93,34,397,3734,811,1702,811,56,23,331,636.4,490.23,14000,14000,NA,NA,09930,9,2
17031000408,1792,420,1175,420,23,12,161,1714,281,1004,281,16,9,123,292.12,225.03,14000,14000,NA,NA,09930,9,2
17031000409,2242,469,1563,469,29,12,160,2204,339,1375,339,20,7,124,375.64,289.36,14000,14000,NA,NA,09930,10,2
17031000410,1865,697,814,697,139,20,193,2025,499,752,499,102,16,157,345.13,265.86,14000,14000,NA,NA,09930,9,2
17031000501,2493,553,1732,553,59,10,132,2378,369,1473,369,42,10,115,405.29,312.2,14000,14000,NA,NA,09930,10,2
17031000502,4915,1161,3270,1161,39,20,421,4671,798,2716,798,29,13,317,796.1,613.24,14000,14000,NA,NA,09930,10,2
17031000503,2558,601,1773,601,12,6,165,2372,379,1476,379,10,4,124,404.27,311.41,14000,14000,NA,NA,09930,10,2
17031000504,701,110,496,110,14,6,75,664,82,423,82,12,4,61,113.17,87.17,14000,14000,NA,NA,09930,10,2
17031000505,4963,587,4043,587,36,12,284,4481,420,3392,420,27,11,211,763.72,588.3,14000,14000,NA,NA,09930,10,2
17031000506,1804,363,1355,363,23,1,58,1767,250,1197,250,19,1,50,301.16,231.98,14000,14000,NA,NA,09930,10,2
17031000507,1296,348,882,348,34,1,30,1266,223,773,223,20,1,26,215.77,166.21,14000,14000,NA,NA,09930,10,2
17031000508,1404,356,950,356,14,4,79,1317,226,789,226,11,4,61,224.46,172.91,14000,14000,NA,NA,09930,10,2
17031000509,1540,464,936,464,18,1,120,1539,310,807,310,16,1,95,262.3,202.05,14000,14000,NA,NA,09930,10,2
17031000510,1460,566,816,566,25,4,48,1479,376,667,376,20,3,37,252.07,194.17,14000,14000,NA,NA,09930,10,12
17031000511,1601,574,896,574,63,7,58,1531,353,731,353,41,7,46,260.94,201,14000,14000,NA,NA,09930,10,12
17031000512,1747,601,1059,601,49,19,19,1661,365,868,365,34,14,15,283.09,218.07,14000,14000,NA,NA,09930,10,2
17031000513,2224,882,1123,882,45,23,139,2225,562,945,562,32,17,107,379.22,292.11,14000,14000,NA,NA,09930,10,12
17031000514,2889,1234,1061,1234,498,40,49,2739,774,876,774,248,28,39,466.82,359.6,14000,14000,NA,NA,09930,10,12
17031000515,1415,648,678,648,63,10,15,1443,415,548,415,46,6,13,245.94,189.45,14000,14000,NA,NA,09930,10,12
17031000601,2596,794,1525,794,134,18,123,2653,553,1346,553,95,10,96,452.16,348.31,14000,14000,NA,NA,09930,20,2
17031000602,2529,1000,1335,1000,68,10,106,2686,682,1179,682,50,6,87,457.79,352.64,14000,14000,NA,NA,09930,10,2
17031000603,2902,719,1945,719,61,14,161,2828,490,1672,490,43,11,122,481.99,371.28,14000,14000,NA,NA,09930,10,2
17031000604,2845,683,1963,683,98,6,93,2882,469,1794,469,71,6,73,491.19,378.37,14000,14000,NA,NA,09930,10,2
17031000605,1300,235,917,235,74,1,72,1345,178,860,178,62,1,66,229.23,176.58,14000,14000,NA,NA,09930,20,16
17031000606,931,112,697,112,84,7,31,899,78,648,78,62,7,26,153.22,118.03,14000,14000,NA,NA,09930,20,16
17031000607,2762,1021,977,1021,513,25,213,2828,689,938,689,327,19,166,481.99,371.28,14000,14000,NA,NA,09930,20,16
17031000608,5354,441,3771,441,749,16,372,5292,346,3611,346,645,14,330,901.94,694.77,14000,14000,NA,NA,09930,20,16
17031000609,6678,414,5147,414,822,13,270,6644,354,4981,354,701,13,241,1132.37,872.27,14000,14000,NA,NA,09930,20,16
17031000610,1565,258,1156,258,80,6,64,1669,209,1128,209,61,6,56,284.46,219.12,14000,14000,NA,NA,09930,20,16
17031000611,1151,138,917,138,49,5,38,1150,98,873,98,40,4,37,196,150.98,14000,14000,NA,NA,09930,20,16
17031000612,1867,260,1472,260,43,0,88,1874,192,1372,192,38,0,80,319.39,246.03,14000,14000,NA,NA,09930,20,2
17031000613,1283,380,813,380,46,9,32,1305,260,718,260,32,6,29,222.42,171.33,14000,14000,NA,NA,09930,20,2
17031000614,1285,171,1054,171,31,7,22,1254,121,964,121,21,6,21,213.73,164.63,14000,14000,NA,NA,09930,20,2
17031000615,1727,222,1400,222,31,0,70,1730,170,1301,170,27,0,62,294.85,227.13,14000,14000,NA,NA,09930,20,2
17031000616,450,31,352,31,41,1,25,440,20,338,20,39,1,22,74.99,57.77,14000,14000,NA,NA,09930,20,2
17031000617,1135,237,751,237,83,0,63,1222,179,734,179,68,0,62,208.27,160.43,14000,14000,NA,NA,09930,20,16
17031000618,1168,57,933,57,122,1,55,1135,56,858,56,112,1,52,193.44,149.01,14000,14000,NA,NA,09930,20,16
17031000619,8277,470,6903,470,506,15,371,8052,396,6464,396,454,15,327,1372.34,1057.13,14000,14000,NA,NA,09930,20,16
17031000620,2678,237,2201,237,132,10,97,2762,207,2133,207,114,9,92,470.74,362.62,14000,14000,NA,NA,09930,20,16
17031000621,2990,419,2157,419,165,16,229,3100,321,2093,321,140,14,211,528.35,406.99,14000,14000,NA,NA,09930,20,16
