GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
32001009502,6417,294,5955,294,22,90,56,4769,186,4287,186,11,58,41,859.36,1126.52,81200,24100,94308,00030,2,1
32001009503,7195,488,6157,488,99,186,259,5671,313,4684,313,72,117,172,1021.9,1339.59,24200,24100,94308,00030,2,1
32001009504,1094,50,846,50,77,15,106,751,33,565,33,54,8,58,135.33,177.4,NA,24500,94308,00030,2,1
32001009505,3054,176,2315,176,2,531,29,2194,102,1633,102,2,338,17,395.35,518.26,24300,24100,94308,00030,2,1
32001950198,178,0,157,0,0,21,0,128,0,119,0,0,9,0,23.07,30.24,24300,NA,94238,00030,2,1
32001950687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32003000004,6887,2185,3471,2185,777,141,300,6877,1495,3013,1495,558,93,223,933.31,723.38,40300,40000,94504,00060,1,2
32003000006,2878,447,2022,447,277,32,98,2743,310,1776,310,236,29,82,372.26,288.53,NA,40000,94504,00060,1,2
32003000007,3564,420,2200,420,797,20,114,3775,355,2164,355,779,19,103,512.32,397.09,NA,40000,94504,00060,1,2
32003000008,2374,291,1695,291,133,26,222,2373,236,1589,236,123,21,168,322.05,249.61,NA,40000,94504,00060,1,2
32003000009,1696,325,1076,325,174,22,96,1842,263,1038,263,168,20,90,249.99,193.76,NA,40000,94504,00060,1,2
32003000011,4867,2394,1829,2394,316,47,267,5455,1680,1603,1680,239,32,221,740.32,573.8,NA,40000,94504,00060,1,2
32003000012,3397,525,2595,525,70,19,184,3280,371,2325,371,50,17,146,445.14,345.02,NA,40000,94504,00060,1,2
32003000013,4079,697,3109,697,76,44,148,3786,490,2616,490,40,34,116,513.82,398.24,NA,40000,94504,00060,1,2
32003000014,5395,778,4160,778,151,42,262,4792,543,3373,543,94,31,208,650.34,504.06,NA,40000,94504,00060,1,2
32003000015,5182,517,4384,517,132,36,112,5107,385,4104,385,108,34,91,693.09,537.2,NA,71400,94504,00060,1,2
32003000019,8151,1343,5748,1343,519,50,482,7787,1004,4998,1004,364,39,378,1056.81,819.1,NA,84600,94504,00060,1,2
32003000020,3895,538,3141,538,102,13,97,4072,449,2973,449,99,11,91,552.63,428.33,NA,84600,94504,00060,1,2
32003000023,3944,410,3122,410,185,26,195,4045,346,3004,346,155,22,172,548.97,425.49,NA,54600,94504,00060,1,2
32003000026,10914,1223,8508,1223,636,43,497,11209,995,8152,995,587,41,439,1521.22,1179.06,NA,54600,94504,00060,1,2
32003000031,7461,528,6210,528,472,61,186,5974,353,4767,353,316,47,138,810.76,628.4,NA,40000,94504,00060,2,1
32003000033,4201,203,3823,203,101,30,40,3219,128,2841,128,70,25,27,436.87,338.6,NA,40000,94504,00060,2,1
32003000035,2458,136,164,136,2143,5,7,1515,73,117,73,1245,5,2,205.61,159.36,NA,40000,94504,00060,1,2
32003000037,3223,59,84,59,3066,6,8,2340,37,67,37,2188,6,5,317.57,246.14,NA,51800,94504,00060,1,2
32003000038,3865,1371,952,1371,1452,25,51,3198,782,773,782,808,20,33,434.02,336.39,NA,51800,94504,00060,1,2
32003000040,2748,850,1503,850,311,11,61,2386,522,1102,522,183,8,49,323.81,250.98,NA,51800,94504,00060,1,2
32003000041,4539,963,3059,963,355,42,112,3731,594,2231,594,206,26,80,506.35,392.46,NA,51800,94504,00060,1,2
32003000042,4675,1317,2406,1317,770,56,124,3883,810,1747,810,400,34,82,526.98,408.45,NA,51800,94504,00060,1,2
32003000043,5637,2520,1940,2520,947,70,137,5366,1607,1424,1607,584,44,100,728.24,564.44,NA,51800,94504,00060,1,2
32003000044,5612,1264,1909,1264,2230,85,115,4305,748,1394,748,1291,52,72,584.25,452.84,NA,51800,94504,00060,1,2
32003000045,4134,953,1689,953,1260,47,163,3284,582,1244,582,738,30,108,445.69,345.44,NA,51800,94504,00060,2,2
32003000046,6023,728,2026,728,3055,28,163,4281,446,1512,446,1737,19,121,580.99,450.31,NA,51800,94504,00060,2,2
32003000051,19373,1242,17061,1242,439,75,539,15056,834,12622,834,331,55,380,2043.32,1583.72,NA,31900,94504,00060,1,2
32003000052,3814,441,3259,441,44,40,28,3123,290,2457,290,30,34,22,423.84,328.5,NA,31900,94504,00060,1,2
32003000057,6745,502,5887,502,221,57,77,5935,374,4867,374,210,46,64,805.47,624.3,25550,41000,94182,00060,1,1
32003000059,1192,343,635,343,3,207,3,882,175,391,175,1,138,2,119.7,92.78,47800,46000,94182,00060,2,1
32003000101,5608,389,4326,389,746,39,106,4521,250,3429,250,485,28,79,613.57,475.56,NA,40000,94504,00060,1,2
32003000102,6177,679,5024,679,235,66,170,5075,446,3856,446,155,50,122,688.75,533.83,NA,40000,94504,00060,1,2
32003000103,4868,450,4115,450,160,35,103,3795,272,3021,272,120,31,79,515.04,399.19,NA,40000,94504,00060,1,2
32003000104,6286,469,5357,469,243,31,184,5389,345,4340,345,192,26,141,731.37,566.86,NA,40000,94504,00060,1,2
32003000105,3119,257,2679,257,65,20,97,2550,173,2074,173,40,18,72,346.07,268.23,NA,40000,94504,00060,1,2
32003000201,2878,247,841,247,1739,25,25,2300,174,725,174,1191,15,21,312.14,241.93,NA,40000,94504,00060,1,2
32003000202,5735,467,4447,467,553,44,214,5150,344,3841,344,407,39,175,698.93,541.72,NA,40000,94504,00060,1,2
32003000301,3452,161,334,161,2925,19,12,2702,102,301,102,2173,15,9,366.7,284.22,NA,40000,94504,00060,1,2
32003000302,4193,169,237,169,3760,11,14,2454,81,131,81,2149,7,5,333.04,258.13,NA,40000,94504,00060,1,2
