GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
46013009518,4111,20,3963,20,2,117,8,3107,9,3012,9,2,72,3,49.63,56.08,NA,100,100,02070,1,1
46013009519,3167,8,3131,8,2,26,0,2247,3,2225,3,2,14,0,60,59,NA,26340,68780,30300,1,1
46015009731,2762,5,2738,5,1,18,0,1875,2,1855,2,1,15,0,78,69,NA,33980,33980,38220,1,1
46015009732,2723,26,2321,26,5,360,11,1812,16,1688,16,3,87,2,63,88,NA,11220,11220,12000,1,1
46017009746,1759,3,393,3,0,1363,0,975,2,271,2,0,700,0,389,247,14860,22340,14865,12000,1,1
46019009976,2603,51,2511,51,1,32,8,1847,24,1777,24,0,20,2,21.62,40.65,NA,44860,70290,50850,1,1
46019009977,5311,168,5037,168,20,77,9,3878,98,3622,98,13,42,5,45.38,85.35,NA,4380,4380,05610,1,1
46021009841,1965,0,1960,0,2,3,0,1464,0,1463,0,0,1,0,312,740,NA,28340,59990,32430,1,1
46023009701,2862,6,2854,6,1,1,0,2049,1,2045,1,1,1,0,45,139,NA,50260,50260,55800,1,1
46023009702,3066,14,1788,14,3,1259,2,1935,7,1283,7,1,636,1,110,54,73100,35100,71500,39540,1,1
46023009703,3203,14,2464,14,0,723,2,2233,6,1818,6,0,402,1,106,42,73100,68020,68020,75420,1,1
46025009556,2630,11,2612,11,0,1,5,1929,4,1919,4,0,1,1,52,58,NA,12180,12180,12940,1,1
46025009557,1773,2,1756,2,6,7,2,1229,2,1220,2,1,3,1,44,47,NA,67220,13180,79350,1,1
46027009656,6509,49,6086,49,47,217,109,5739,42,5388,42,43,125,99,1155,1144,NA,66700,66700,74370,1,1
46027009657,3772,50,3533,50,9,146,32,2798,32,2639,32,8,68,19,114,87,NA,66700,66700,74370,1,1
46027009658,2905,1,2884,1,0,19,1,2087,1,2075,1,0,9,1,121,106,NA,68100,41740,75570,1,1
46029009541,1862,3,1847,3,2,7,3,1259,1,1254,1,0,2,1,172,57,59340,59940,34380,76620,1,1
46029009542,2307,1,2292,1,1,12,1,1591,1,1582,1,0,6,1,77,80,59340,21820,23180,76620,1,1
46029009543,7679,27,7592,27,1,35,24,5308,12,5249,12,1,22,12,1619.06,2120.35,NA,69300,69300,76620,1,1
46029009544,5660,12,5523,12,11,98,16,4370,9,4278,9,4,57,13,1332.94,1745.65,NA,69300,69300,76620,1,1
46029009545,5190,12,5044,12,1,105,28,3699,10,3609,10,0,55,15,179,294,NA,69300,69300,76620,1,1
46031009861,4195,47,2143,47,1,2001,3,2619,22,1550,22,1,1022,2,492,536,61260,40020,11145,46380,1,1
46033009951,3542,21,3429,21,6,78,8,2513,11,2435,11,4,48,4,252.64,491.84,NA,8340,70320,16950,1,1
46033009952,2637,24,2533,24,3,76,1,1973,11,1895,11,2,53,1,198.36,386.16,NA,15140,15140,16950,1,1
46035009626,2568,1,2559,1,0,6,2,1701,1,1695,1,0,3,1,36,28,NA,44100,44140,49650,1,1
46035009627,4142,7,4050,7,8,50,26,3084,6,3032,6,4,21,15,52,41,NA,43100,43100,48390,1,1
46035009628,6124,14,5988,14,6,99,16,4485,9,4395,9,4,57,11,128,187,NA,43100,43100,48390,1,1
46035009629,4669,16,4546,16,8,83,16,3436,10,3351,10,5,49,11,2515,3449,NA,43100,43100,48390,1,1
46037009526,2366,4,1920,4,0,441,0,1627,3,1413,3,0,208,0,202.95,285.67,59340,69340,69380,76680,1,1
46037009527,2281,0,2275,0,0,5,1,1707,0,1702,0,0,4,1,165,268,NA,7300,1540,08280,1,1
46037009528,2331,7,2301,7,1,21,1,1756,2,1736,2,1,14,1,219.05,308.33,NA,69780,69780,76990,1,1
46039009536,3149,12,3131,12,1,4,1,2241,4,2230,4,1,2,0,39,41,NA,63740,57740,47501,1,1
46039009537,1373,2,1356,2,0,6,8,1078,0,1070,0,0,3,5,279,445,NA,12540,12540,47501,1,1
46041009881,5523,46,1815,46,11,3646,5,3320,19,1321,19,8,1950,3,72,144,11860,63620,45545,20100,1,1
46043009696,3746,2,3720,2,0,21,2,2610,2,2600,2,0,4,2,44,61,NA,2260,2260,16230,1,1
46045009821,2318,1,2304,1,0,12,1,1618,1,1608,1,0,8,0,83,93,NA,31860,31860,36060,1,1
46045009822,2038,4,2023,4,1,7,3,1577,3,1566,3,1,3,1,70,34,NA,6540,6540,62730,1,1
46047009941,2563,37,2457,37,6,59,4,1891,17,1816,17,5,34,2,11.75,25.85,NA,18300,45560,20850,1,1
46047009942,4790,83,4274,83,21,385,26,3742,55,3334,55,10,268,20,23.25,51.15,NA,30220,30220,34480,1,1
46049009811,2744,3,2734,3,0,6,1,2012,3,2002,3,0,3,1,68,68,NA,21260,59960,24030,1,1
46051009531,6005,10,5952,10,2,26,15,4242,4,4211,4,0,16,7,1239.26,1687.87,NA,42260,42260,00002,1,1
46051009532,2367,1,2356,1,1,7,2,1649,1,1639,1,1,6,1,481.74,656.13,59340,54220,260,29340,1,1
46053009711,2486,9,2372,9,0,99,5,1804,3,1744,3,0,52,2,497.18,707.37,55980,26180,91790,29880,1,1
46053009712,2873,18,2672,18,1,182,0,2024,10,1907,10,0,97,0,557.82,793.63,55980,8700,18940,07670,1,1
46055009901,2624,11,2561,11,4,36,12,1697,4,1659,4,1,21,8,392,917,NA,49300,70375,30490,1,1
46057009551,2347,1,2332,1,4,8,2,1704,1,1694,1,3,4,1,48,37,NA,19980,20020,11280,1,1
46057009552,2627,12,2608,12,0,2,5,1839,5,1826,5,0,1,2,33,69,NA,8060,48060,30800,1,1
46059009756,2209,8,2191,8,2,5,3,1484,2,1475,2,2,1,2,533.15,722.84,NA,53940,92140,47942,1,1
46059009757,2063,3,2051,3,1,0,8,1614,1,1608,1,1,0,3,579.85,786.16,NA,42460,42460,47942,1,1
46061009641,2994,2,2985,2,0,7,0,2073,1,2068,1,0,3,0,90,85,NA,820,69540,02640,1,1
46063009987,1669,3,1644,3,5,16,0,1117,2,1102,2,2,9,0,252,624,NA,8140,45585,09300,1,1
46065009776,1796,7,1636,7,1,151,1,1283,4,1190,4,1,83,1,85.17,125.41,14860,6180,70390,69990,1,1
46065009777,4820,41,4540,41,5,220,14,3372,26,3212,26,1,98,9,223.83,329.59,NA,49600,49600,55260,1,1
46065009778,4831,48,4476,48,5,287,15,3242,18,3033,18,1,165,7,1223.51,2215.41,NA,49600,49600,55260,1,1
46065009779,3370,16,3035,16,7,308,4,2553,9,2346,9,5,182,2,963.49,1744.59,NA,49600,49600,55260,1,1
46067009686,3651,9,3632,9,1,5,4,2775,6,2757,6,1,4,1,385,482,NA,23020,12460,25500,1,1
46067009687,2377,5,2356,5,0,12,4,1764,3,1757,3,0,1,0,33,23,NA,48460,48460,54300,1,1
46067009688,2234,0,2228,0,0,3,3,1651,0,1648,0,0,3,0,78,102,NA,64020,20300,72450,1,1
46069009766,1696,7,1630,7,1,57,1,1254,4,1206,4,1,38,1,448,574,14860,28980,11150,35500,1,1
46071009911,1328,0,1210,0,1,112,5,972,0,892,0,1,75,4,239.65,387.08,NA,33180,17830,37500,1,1
46071009912,1483,14,397,14,2,1070,0,841,7,271,7,2,554,0,207.35,334.92,49700,68580,59964,37500,1,1
46073009741,1329,1,1321,1,0,5,2,912,1,908,1,0,2,0,83,86,NA,35780,22700,77460,1,1
46073009742,1096,0,1091,0,0,0,5,878,0,875,0,0,0,3,290,394,NA,70220,70220,77460,1,1
46075009916,1324,1,1315,1,0,7,1,953,1,944,1,0,6,1,0,0,NA,44260,91910,19580,1,1
46077009581,3563,5,3546,5,0,6,6,2665,1,2655,1,0,5,3,106,119,NA,2180,16220,39990,1,1
46077009582,2362,0,2356,0,0,5,1,1721,0,1716,0,0,4,1,31,32,NA,16260,19940,17850,1,1
46079009601,2458,1,2455,1,0,0,1,1656,0,1655,0,0,0,1,79,93,NA,52860,3180,39600,1,1
46079009602,6453,20,6366,20,11,30,21,4940,14,4871,14,9,16,16,1275,1635,NA,40220,40220,39600,1,1
46079009603,1639,6,1628,6,1,3,0,1166,3,1157,3,1,2,0,86,129,NA,70020,11700,12300,1,1
46081009961,4670,92,4492,92,2,76,8,3371,46,3225,46,1,49,4,656.36,1142.99,NA,15700,45600,41300,1,1
46081009962,4455,61,4310,61,9,60,14,3437,37,3304,37,9,43,7,669.21,1165.37,NA,60020,60020,66930,1,1
46081009963,5989,88,5673,88,6,195,26,4365,54,4119,54,5,113,20,849.9,1480.03,NA,45715,45600,66930,1,1
46081009964,4289,60,4135,60,7,80,7,3117,34,3004,34,3,38,4,606.91,1056.87,NA,36220,36220,41300,1,1
46081009965,1252,26,1116,26,5,103,1,943,21,830,21,5,65,1,183.61,319.74,NA,36220,59870,41300,1,1
46083000101,6272,17,6199,17,19,22,14,4107,7,4060,7,10,13,10,89,89,NA,63100,15900,31350,1,1
46083000102,3210,1,3179,1,0,12,18,2318,0,2302,0,0,7,9,106,118,NA,9500,9500,10560,1,1
46083000103,3319,4,3295,4,2,14,4,2380,3,2362,3,1,10,1,78,108,NA,36380,36380,41550,1,1
46083000104,2626,1,2609,1,0,10,6,1887,0,1881,0,0,5,1,69,81,NA,30740,50500,06360,1,1
46085009726,3638,18,2575,18,3,1040,2,2432,8,1887,8,2,526,1,339,416,39220,51820,45570,44770,1,1
46087009646,3305,3,3273,3,0,23,6,2360,2,2340,2,0,13,3,33,30,NA,57340,57340,10858,1,1
46087009647,2383,5,2373,5,0,5,0,1746,1,1739,1,0,5,0,26,24,NA,7180,65340,08230,1,1
46089009831,3228,0,3223,0,1,2,2,2503,0,2501,0,1,1,0,148,338,NA,20180,11155,41640,1,1
46091009506,1329,12,1066,12,1,250,0,931,4,795,4,0,128,0,139,132,59340,66540,66580,74280,1,1
46091009507,3515,1,3497,1,0,15,2,2624,1,2613,1,0,9,0,60,32,59340,7380,7380,08340,1,1
46093000201,2578,8,2516,8,6,47,0,1823,6,1777,6,4,30,0,339.98,565.26,NA,20980,4382,69930,1,1
46093000202,4330,243,3469,243,475,26,116,2849,141,2180,141,294,19,74,531.33,883.39,NA,18980,4382,19410,1,1
46093000203,8465,74,8192,74,25,140,34,5595,41,5410,41,14,70,19,1043.45,1734.85,NA,5780,59965,69930,1,1
46093000204,6505,62,6260,62,2,162,16,4736,32,4565,32,1,99,7,883.25,1468.5,NA,62100,62100,69930,1,1
46095009921,2137,15,1126,15,1,992,2,1373,5,819,5,0,543,1,121,156,55980,71340,11160,78570,1,1
46097009616,2217,5,2209,5,0,3,0,1616,1,1611,1,0,3,0,63.69,63.69,NA,30460,30460,00025,1,1
46097009617,1055,1,1052,1,0,1,0,769,0,768,0,0,1,0,30.31,30.31,NA,10220,26020,00025,1,1
46099000001,3807,30,3368,30,60,342,7,3152,20,2770,20,54,283,5,783.92,942.91,NA,59020,59020,66270,1,1
46099000002,6188,44,5971,44,32,122,18,4904,26,4753,26,23,63,13,1219.65,1467.02,NA,59020,59020,66270,1,1
46099000003,3490,29,3239,29,55,84,77,2549,22,2381,22,34,48,42,633.95,762.53,NA,59020,59020,66270,1,1
46099000005,3211,22,3050,22,33,67,39,2428,10,2324,10,17,43,24,603.86,726.33,NA,59020,59020,66270,1,1
46099000006,2509,20,2359,20,43,65,18,1952,11,1856,11,24,38,12,485.47,583.93,NA,59020,59020,66270,1,1
46099000007,1288,23,1180,23,18,61,6,1198,22,1094,22,13,43,4,297.95,358.38,NA,59020,59020,66270,1,1
46099000008,3119,43,2864,43,52,139,19,2409,24,2247,24,35,69,10,599.13,720.65,NA,59020,59020,66270,1,1
46099000009,3639,18,3511,18,34,68,8,2813,11,2720,11,19,46,6,699.61,841.5,NA,59020,59020,66270,1,1
46099000010,5297,47,5132,47,16,81,21,3731,25,3614,25,9,45,13,927.92,1116.12,NA,59020,59020,66270,1,1
46099000012,4920,9,4829,9,15,40,25,3964,7,3915,7,5,14,16,985.87,1185.82,NA,59020,59020,66270,1,1
46099000013,4852,30,4745,30,22,29,24,3832,14,3753,14,19,18,14,953.04,1146.33,NA,59020,59020,66270,1,1
46099000014,1178,4,1134,4,13,1,26,1158,4,1110,4,13,1,26,288,346.41,NA,59020,59020,66270,1,1
46099000015,6159,61,5821,61,69,130,73,4835,37,4594,37,47,71,49,1202.49,1446.38,NA,59020,59020,66270,1,1
46099000016,3498,17,3440,17,12,13,14,2522,8,2486,8,6,6,8,627.23,754.45,NA,59020,59020,66270,1,1
46099000017,2677,14,2625,14,2,14,22,2065,10,2031,10,0,5,9,513.58,617.74,NA,59020,59020,66270,1,1
46099000101,6155,16,6100,16,2,30,6,4319,7,4289,7,2,12,2,1074.16,1292.02,NA,15980,15980,18120,1,1
46099000102,2550,4,2539,4,2,2,3,1758,4,1744,4,2,2,2,437.22,525.9,NA,13380,39780,44940,1,1
46099000103,3757,0,3741,0,3,11,1,2505,0,2497,0,1,6,1,623.01,749.36,NA,27540,27580,31710,1,1
46099000104,11346,52,11203,52,15,52,23,7496,26,7406,26,3,27,8,1864.29,2242.41,NA,6780,60300,07950,1,1
46099000401,3061,12,2941,12,37,36,35,2220,9,2142,9,17,18,25,552.13,664.11,NA,59020,59020,66270,1,1
46099000403,3740,30,3558,30,53,69,28,2692,17,2581,17,23,39,15,669.51,805.3,NA,59020,59020,66270,1,1
46099000404,5515,10,5408,10,40,30,24,3982,3,3919,3,21,18,18,990.34,1191.2,NA,59020,59020,66270,1,1
46099001101,3001,14,2920,14,21,26,20,2526,8,2464,8,15,17,14,628.23,755.65,NA,59020,59020,66270,1,1
46099001103,5278,27,5203,27,8,14,25,3467,17,3410,17,3,7,13,862.26,1037.14,NA,59020,59020,66270,1,1
46099001104,7000,12,6863,12,40,46,34,4810,9,4731,9,18,24,19,1196.27,1438.9,NA,59020,59020,66270,1,1
46099001801,5123,22,5006,22,22,42,31,3542,14,3455,14,10,30,19,880.91,1059.58,NA,59020,59020,66270,1,1
46099001802,4058,16,3991,16,8,18,24,2599,7,2557,7,5,12,11,646.38,777.48,NA,59020,59020,66270,1,1
46099001901,1920,5,1905,5,3,2,5,1524,4,1509,4,2,2,3,379.03,455.9,NA,59020,59020,66270,1,1
46099001902,5473,17,5401,17,9,11,33,3786,9,3740,9,7,8,13,941.6,1132.57,NA,59020,59020,66270,1,1
46101009596,3417,11,3388,11,4,8,6,2342,5,2319,5,3,7,3,212,151,NA,13220,13260,24390,1,1
46101009597,3090,2,2557,2,6,518,7,2169,2,1867,2,5,291,2,272,246,21620,21540,21540,24390,1,1
46103000101,359,17,233,17,9,88,11,369,17,231,17,6,88,10,60.65,115.85,NA,52980,52980,59820,1,1
46103000102,1432,46,1205,46,44,113,24,1249,36,1048,36,34,75,20,205.29,392.12,NA,52980,52980,59820,1,1
46103000103,6407,244,4777,244,165,1142,75,4612,144,3553,144,103,619,49,758.06,1447.93,NA,52980,52980,59820,1,1
46103000104,5080,194,3908,194,74,824,73,3659,113,2895,113,36,451,51,601.42,1148.74,NA,52980,52980,59820,1,1
46103000105,2092,43,1777,43,17,191,64,1811,27,1574,27,11,114,58,297.67,568.56,NA,52980,52980,59820,1,1
46103000106,3091,70,2761,70,43,198,19,2227,42,1998,42,30,101,14,366.05,699.16,NA,52980,52980,59820,1,1
46103000107,4270,69,3808,69,29,331,27,3175,44,2883,44,20,161,23,521.87,996.79,NA,52980,52980,59820,1,1
46103000108,4062,52,3751,52,44,196,19,3132,33,2912,33,25,114,15,514.8,983.29,NA,52980,52980,59820,1,1
46103000111,2695,44,2513,44,25,87,24,2109,34,1959,34,15,56,11,346.65,662.12,NA,52980,52980,59820,1,1
46103000112,2976,39,2755,39,15,137,28,2253,25,2095,25,12,73,23,370.32,707.33,NA,52980,52980,59820,1,1
46103000113,5324,72,5051,72,35,139,26,3898,43,3702,43,19,73,18,640.7,1223.77,NA,52980,52980,59820,1,1
46103000114,7270,270,5652,270,174,1044,129,4796,135,3803,135,103,542,78,788.31,1505.7,NA,52980,11165,59820,1,1
46103000115,2793,146,2117,146,315,44,169,1675,78,1213,78,186,20,100,275.32,525.86,NA,18980,11165,19410,1,1
46103000116,3357,14,3271,14,1,62,9,2390,4,2345,4,0,33,4,392.84,750.34,NA,68380,52987,75660,1,1
46103000117,5236,90,4999,90,10,121,16,3863,50,3685,50,6,63,9,634.95,1212.79,NA,29100,44070,33360,1,1
46103010901,5993,95,5611,95,109,134,43,4132,55,3840,55,72,82,28,679.17,1297.24,NA,52980,52980,59820,1,1
46103010902,2933,61,2565,61,18,268,18,2115,36,1878,36,12,141,12,347.64,664,NA,52980,11165,59820,1,1
46103010903,5619,115,5182,115,63,207,50,3641,53,3353,53,37,116,29,598.46,1143.09,NA,53007,11165,59820,1,1
46103011001,2775,18,2662,18,13,64,18,2098,8,2015,8,7,47,13,344.84,658.67,NA,52980,52980,59820,1,1
46103011002,4034,45,3833,45,26,93,37,2898,28,2753,28,14,53,22,476.34,909.82,NA,52980,52980,59820,1,1
46103011003,3545,33,3451,33,20,35,5,2468,18,2386,18,17,24,5,405.66,774.83,NA,52980,52980,59820,1,1
46105009983,3932,17,3851,17,6,56,2,2917,11,2857,11,3,33,2,847,1282,NA,36340,36340,07050,1,1
46107009801,3190,5,3157,5,0,26,2,2307,1,2288,1,0,15,2,62,135,NA,24260,17880,34600,1,1
46109009501,2730,2,2446,2,0,280,2,1984,2,1827,2,0,153,0,42,26,59340,56340,71420,02843,1,1
46109009502,2672,9,1961,9,0,701,1,1931,6,1513,6,0,405,1,81,74,59340,59260,59260,02843,1,1
46109009503,2766,14,1478,14,0,1267,7,1745,7,1048,7,0,681,2,115,64,59340,62220,25700,02843,1,1
46109009504,1746,3,1724,3,0,19,0,1274,1,1263,1,0,9,0,48,40,NA,71980,23700,00003,1,1
46111009621,1362,5,1355,5,0,0,2,944,2,938,2,0,0,2,179,499,NA,2380,16540,03932,1,1
46111009622,1471,10,1460,10,0,0,1,1084,6,1071,6,0,0,1,25,45,NA,72700,72700,80195,1,1
46113009936,5720,105,181,105,2,5429,3,3207,54,166,54,2,2929,2,604.28,246.91,49700,49660,70625,65460,1,1
46113009937,4182,74,311,74,2,3792,2,2339,31,257,31,1,2017,2,440.72,180.09,49700,51340,17920,65460,1,1
46115009561,2146,2,2135,2,0,8,1,1469,1,1464,1,0,3,0,488.15,522.24,NA,16820,22620,19170,1,1
46115009562,1505,1,1494,1,0,10,0,1066,1,1060,1,0,4,0,354.23,378.97,NA,2540,41900,51750,1,1
46115009563,3337,11,3280,11,2,44,0,2574,5,2525,5,2,37,0,855.35,915.08,NA,53460,53460,60450,1,1
46115009564,993,1,989,1,0,2,1,708,1,703,1,0,2,1,235.27,251.7,NA,13700,12940,51750,1,1
46117009891,2453,10,2287,10,1,154,0,1684,5,1593,5,0,81,0,0,0,39220,22260,45715,24850,1,1
46119009791,1589,3,1569,3,1,15,0,1146,1,1134,1,1,9,0,410,636,NA,47180,70630,69990,1,1
46121009926,3210,48,1039,48,9,2112,2,1896,19,733,19,5,1119,1,246.97,150.88,55980,42940,17955,72090,1,1
46121009927,5142,75,385,75,1,4677,4,2741,33,288,33,0,2383,4,357.03,218.12,55980,55940,70635,72090,1,1
46123009716,2945,0,2747,0,0,192,6,2003,0,1892,0,0,110,1,56,103,55980,13300,62140,79710,1,1
46123009717,3979,9,3491,9,0,478,1,2842,5,2592,5,0,239,1,555,1089,55980,72180,72180,79710,1,1
46125009651,4210,9,4184,9,4,10,3,3073,6,3052,6,1,8,0,95,111,NA,48380,48420,54270,1,1
46125009652,4366,9,4340,9,0,16,1,3222,2,3206,2,0,11,1,71,76,NA,11060,62580,35400,1,1
46127000201,4291,7,4258,7,4,7,15,3032,2,3018,2,1,5,4,922.58,839.24,NA,4980,4980,00028,1,1
46127000202,2145,15,2119,15,4,7,0,1550,6,1528,6,4,6,0,471.64,429.03,NA,18620,18620,21340,1,1
46127000203,3753,45,3670,45,12,13,12,2658,24,2585,24,8,10,7,808.78,735.72,NA,45700,45700,36990,1,1
46129009851,2059,0,2046,0,0,12,1,1512,0,1505,0,0,6,1,126.67,220.25,NA,58140,17960,10867,1,1
46129009852,4028,26,3543,26,1,448,10,3012,14,2749,14,1,229,5,252.33,438.75,NA,43180,43180,48450,1,1
46135009661,3119,35,2942,35,15,118,9,2359,15,2254,15,7,62,6,518.65,705.09,NA,73060,73060,80430,1,1
46135009662,4234,10,4116,10,22,73,13,3042,5,2965,5,12,50,5,668.82,909.24,NA,73060,73060,80430,1,1
46135009664,3988,9,3931,9,3,34,9,2757,5,2721,5,3,18,5,606.16,824.05,NA,67780,70650,80430,1,1
46135966398,7911,35,7600,35,70,183,22,6051,27,5780,27,63,139,15,1330.38,1808.61,NA,73060,73060,80430,1,1
46137009871,2220,29,789,29,3,1395,4,1286,10,572,10,2,690,2,423,344,11860,17420,59675,19450,1,1
