GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
20001009526,2191,13,2161,13,2,13,2,1624,10,1590,10,2,10,2,145,223,NA,48125,20900,09660,1,2
20001009527,2192,19,2140,19,2,26,5,1560,9,1519,9,1,17,5,44,68,NA,37725,20550,07740,1,2
20001009528,4099,46,3848,46,154,27,23,2988,27,2808,27,97,14,15,527.86,834.31,NA,34300,34300,07740,1,2
20001009529,3004,33,2897,33,43,18,13,2248,20,2153,20,32,14,9,397.14,627.69,NA,34300,34300,07740,1,2
20001009530,3152,147,2923,147,64,15,3,2392,92,2155,92,43,10,0,463,521,NA,33450,33450,07590,1,2
20003009536,4806,40,4713,40,14,37,2,3607,24,3524,24,11,22,2,589,781,NA,25925,25925,06450,1,2
20003009537,2997,11,2932,11,23,27,4,2166,8,2129,8,5,14,2,46,79,NA,14950,53900,08040,1,2
20005009816,4516,16,4409,16,76,14,1,3250,8,3167,8,57,9,1,90,158,NA,20025,6150,05700,5,2
20005009817,5469,97,4673,97,611,26,61,4051,56,3492,56,385,15,47,237,266,NA,2900,2900,03540,5,2
20005009818,3511,195,3145,195,98,12,59,2536,83,2273,83,64,9,24,872.26,673.77,NA,2900,2900,03540,5,2
20005009819,3436,62,3199,62,146,20,7,2613,49,2386,49,108,16,5,898.74,694.23,NA,2900,2900,03540,5,2
20007009681,3859,18,3809,18,11,21,0,2797,9,2757,9,9,13,0,9,21,NA,45500,45525,09450,3,4
20007009682,2015,55,1946,55,2,7,3,1549,33,1476,33,2,4,1,60,83,NA,37125,37150,08130,3,4
20009009711,4554,46,4467,46,13,27,1,3338,18,3283,18,4,15,0,54,87,NA,20425,38125,05820,3,4
20009009712,2272,23,2242,23,1,3,3,1647,15,1611,15,1,3,2,23,45,NA,54875,54900,07320,3,4
20009009713,3629,88,3483,88,34,12,11,2714,46,2587,46,18,9,8,61,107,NA,32550,32550,07320,3,4
20009009714,2536,79,2335,79,104,8,10,1911,49,1721,49,81,6,5,431.09,799.69,NA,28300,28300,06660,3,4
20009009715,3213,44,3137,44,6,12,14,2438,25,2366,25,4,11,7,549.97,1020.22,NA,28300,28300,06660,3,4
20009009716,4174,84,4028,84,34,13,14,3273,50,3129,50,27,8,9,738.33,1369.64,NA,28300,28300,06660,3,4
20009009717,2807,175,2532,175,51,25,10,2104,89,1860,89,43,15,8,474.62,880.45,NA,28300,28300,06660,3,4
20009009718,6197,277,5749,277,98,32,38,4465,149,4036,149,79,21,31,81,189,NA,28300,28325,06660,3,4
20011009556,2426,20,2390,20,4,8,3,1771,9,1742,9,4,5,2,56,68,NA,8475,24300,06180,1,2
20011009557,2346,5,2313,5,4,21,2,1699,5,1671,5,1,15,2,54,66,NA,72525,44650,12450,1,2
20011009558,3714,9,3583,9,113,5,4,2885,8,2763,8,99,3,4,178.13,226.56,NA,24000,24000,06180,1,2
20011009559,3487,19,3269,19,180,14,1,2476,7,2322,7,127,12,1,152.87,194.44,NA,24000,24000,06180,1,2
20011009560,2993,26,2836,26,111,9,11,2305,19,2160,19,92,9,6,1318,1540,NA,24000,24000,06180,1,2
20013009806,3309,61,2742,61,5,493,4,2284,29,1932,29,5,287,2,99,216,36725,48300,57375,00006,5,2
20013009807,4069,53,3843,53,99,56,10,3092,40,2894,40,68,40,10,452,903,NA,31675,31675,00006,5,2
20013009808,3750,78,3523,78,27,119,1,2803,43,2632,43,15,70,0,90,179,NA,33200,47200,07470,5,2
20015000201,4602,53,4470,53,32,42,5,3328,25,3218,25,31,27,2,178,184,NA,39450,26400,08550,1,1
20015000203,3523,97,3294,97,76,24,31,2673,61,2458,61,54,16,23,115.68,117.58,NA,20075,20075,05730,1,1
20015000204,2661,50,2543,50,36,21,10,2046,31,1928,31,31,16,9,634.76,699.74,NA,20075,20075,05730,1,1
20015000205,5511,100,5310,100,57,28,15,4220,65,4022,65,36,22,10,1309.24,1443.26,NA,20075,20075,05730,1,1
20015000206,6465,54,6318,54,23,63,5,4573,28,4460,28,15,37,5,45,78,NA,71125,56850,06240,1,1
20015000207,4312,73,4165,73,3,53,18,3301,49,3152,49,2,38,11,816.32,911.19,NA,3300,3300,03630,1,1
20015000208,2987,54,2869,54,17,34,13,2057,29,1958,29,7,25,9,508.68,567.81,NA,3300,3300,03630,1,1
20015000209,9192,79,8957,79,27,91,38,6239,41,6054,41,18,65,20,46,42,NA,18400,18425,05610,1,1
20015020201,4184,55,4023,55,66,34,6,2965,30,2814,30,61,27,3,128.32,130.42,NA,20075,20100,12300,1,1
20015020202,4251,76,4127,76,12,25,11,2974,41,2861,41,8,16,7,456.03,741.56,NA,1800,8825,03360,1,1
20015020203,2892,51,2785,51,12,34,9,2015,22,1942,22,5,19,5,308.97,502.44,NA,1800,8825,03360,1,1
20017009906,3021,40,2964,40,5,11,1,2289,22,2230,22,5,9,1,19,31,NA,15900,22850,05250,1,4
20019009946,4407,44,4183,44,23,151,6,3397,23,3227,23,15,104,5,13,25,NA,11450,63775,11520,1,1
20021009581,2939,11,2871,11,8,49,0,2221,8,2163,8,5,37,0,60,57,NA,76350,61350,05070,1,2
20021009582,2310,5,2209,5,13,83,0,1682,3,1613,3,12,51,0,52,87,NA,77150,64625,05070,1,2
20021009583,4000,61,3842,61,10,77,10,3023,39,2889,39,7,45,4,537,628,NA,15075,15075,05070,1,2
20021009584,3380,35,3204,35,14,125,1,2447,18,2325,18,6,80,0,91,83,NA,NA,25250,11130,1,2
20021009585,3943,30,3738,30,29,145,1,2875,14,2725,14,21,100,1,522,376,NA,25100,25100,06360,1,2
20021009586,4802,33,4447,33,41,269,12,3583,17,3344,17,29,169,7,625,844,NA,4625,4625,03810,1,2
20023009501,933,2,928,2,3,0,0,726,2,721,2,1,0,0,115,293,NA,6825,6850,04790,3,4
20023009502,2310,18,2280,18,2,1,9,1746,9,1721,9,2,1,4,8,32,NA,62175,75375,11880,3,4
20025009671,2418,42,2344,42,0,25,7,1836,24,1765,24,0,20,3,190,354,NA,2675,11600,03510,3,4
