GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
54005009586,2389,6,2359,6,18,6,0,1771,4,1744,4,13,6,0,416.2,276.15,86836,90762,00090,3,3
54005009587,2584,0,2580,0,1,3,0,1911,0,1908,0,0,3,0,449.1,297.98,NA,90794,00090,3,3
54005009588,3201,18,3065,18,107,7,0,2267,7,2174,7,74,5,0,532.76,353.5,50524,90794,00090,3,3
54007009680,4204,10,4178,10,7,2,6,3135,5,3114,5,6,1,4,1559.21,1007.09,30220,93597,00120,3,2
54007009681,4377,10,4327,10,29,5,4,3215,2,3180,2,23,5,3,1599,1032.79,78580,92922,00120,3,2
54007967998,4417,17,4367,17,10,10,13,3297,8,3259,8,10,7,5,1639.79,1059.13,11716,92346,00120,3,2
54009000301,1371,0,1368,0,1,0,2,1104,0,1103,0,0,0,1,165.18,137.47,85156,93552,00150,2,1
54009000302,1481,7,1422,7,48,0,2,1212,3,1175,3,30,0,1,181.34,150.92,85156,93552,00150,2,1
54009000308,1066,1,1041,1,5,0,19,846,1,828,1,3,0,13,126.58,105.35,85156,93552,00150,2,1
54009000311,6230,26,6151,26,31,8,13,4678,19,4599,19,23,7,11,699.91,582.52,28204,91104,00150,2,1
54009000312,3943,18,3909,18,4,5,6,3060,13,3023,13,4,2,5,457.83,381.04,28204,91104,00150,2,1
54009000313,2850,11,2822,11,9,5,1,2110,6,2086,6,9,2,1,315.69,262.74,NA,90708,00150,2,1
54009000314,3385,4,3316,4,61,1,3,2735,3,2684,3,44,0,1,409.21,340.57,85324,93564,00150,2,1
54009000316,3646,17,3562,17,39,10,12,2919,16,2831,16,37,7,12,436.74,363.48,6844,90264,00150,2,1
54009000317,3020,1,3014,1,3,0,2,2296,1,2289,1,3,0,2,343.52,285.9,5452,90264,00150,2,1
54011000002,3648,25,3576,25,40,4,0,2833,12,2777,12,30,2,0,616.79,683.33,39460,90834,00180,1,3
54011000003,2825,16,2756,16,30,4,19,2350,13,2289,13,19,4,12,511.63,566.83,39460,90834,00180,1,3
54011000004,2373,18,2315,18,28,2,9,1950,9,1901,9,23,2,6,424.54,470.35,39460,90834,00180,1,3
54011000005,3061,11,2836,11,170,4,38,3026,11,2794,11,168,4,38,658.8,729.88,39460,90834,00180,1,3
54011000006,1523,4,1430,4,66,2,20,1456,4,1361,4,65,2,20,316.99,351.19,39460,90798,00180,1,3
54011000007,946,5,838,5,99,3,1,874,4,774,4,88,3,1,190.28,210.81,39460,90798,00180,1,3
54011000008,1243,13,1172,13,41,3,13,1075,11,1005,11,34,3,11,234.04,259.29,39460,90798,00180,1,3
54011000009,2065,3,1990,3,60,5,7,1559,1,1516,1,34,4,3,339.42,376.04,39460,90764,00180,1,3
54011000010,2775,23,2726,23,20,2,4,2143,10,2105,10,12,2,4,466.56,516.9,39460,90764,00180,1,3
54011000011,2167,10,2121,10,25,4,7,1774,8,1730,8,20,3,5,386.23,427.9,39460,90764,00180,1,3
54011000012,3046,28,2919,28,82,1,14,2410,17,2310,17,53,1,12,524.69,581.3,39460,90764,00180,1,3
54011000013,2916,29,2591,29,267,3,23,2430,17,2186,17,194,2,14,529.05,586.13,39460,90798,00180,1,3
54011000014,2668,19,1489,19,1139,8,9,2127,13,1221,13,865,6,9,463.08,513.04,39460,90798,00180,1,3
54011000015,3247,10,2085,10,1142,1,2,2530,7,1724,7,789,1,2,550.82,610.25,39460,90798,00180,1,3
54011000016,1478,4,1281,4,185,1,7,1167,3,1037,3,119,1,4,254.07,281.49,39460,90798,00180,1,3
54011000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39460,90798,00180,1,3
54011000018,4504,20,4237,20,225,6,10,3286,13,3124,13,120,6,10,715.41,792.6,39460,90798,00180,1,3
54011000019,2319,9,2254,9,26,2,28,1861,9,1806,9,17,2,18,405.17,448.88,39460,90834,00180,1,3
54011000020,3532,14,3475,14,32,0,11,2799,14,2742,14,21,0,8,609.38,675.13,39460,90764,00180,1,3
54011000021,3216,14,3147,14,30,4,21,2554,9,2494,9,24,4,14,556.04,616.04,39460,90764,00180,1,3
54011000101,1654,4,1635,4,0,7,8,1288,3,1269,3,0,7,6,280.42,310.67,39460,90834,00180,1,3
54011000102,2428,8,2281,8,95,2,38,1833,4,1751,4,46,2,26,399.07,442.13,63788,90870,00180,1,3
54011000102,9291,52,8956,52,90,10,183,7200,34,6948,34,61,7,116,1567.55,1736.67,63788,90870,00180,1,3
54011000103,2828,10,2807,10,3,7,1,2087,7,2065,7,3,4,1,454.37,503.39,4276,90882,00180,1,3
54011000104,4974,22,4907,22,33,3,9,3818,17,3745,17,29,3,7,831.23,920.92,4276,90870,00180,1,3
54011000105,5160,4,5138,4,12,1,4,3679,2,3667,2,6,0,2,800.97,887.39,NA,90870,00180,1,3
54011000106,3422,6,3404,6,3,7,2,2569,1,2557,1,2,6,2,559.31,619.65,19516,90882,00180,1,3
54011000107,6331,21,6292,21,5,4,7,4812,16,4769,16,4,3,4,1047.64,1160.68,54484,90882,00180,1,3
54011000108,5653,18,5629,18,1,1,4,4330,16,4293,16,0,1,4,942.7,1044.42,54484,90882,00180,1,3
54011010102,5534,22,5473,22,12,7,20,4128,16,4069,16,6,6,15,898.73,995.69,39460,90870,00180,1,3
54011010998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90870,00180,1,3
54013009626,3949,11,3900,11,0,12,23,2893,7,2852,7,0,10,17,954.95,753.91,32884,90766,00210,3,2
54013009627,3936,7,3918,7,2,2,7,2863,4,2846,4,2,2,5,945.05,746.09,NA,90885,00210,3,2
54015009579,3130,6,3120,6,0,4,0,2231,3,2221,3,0,4,0,1678.82,1041.66,NA,92412,00240,3,2
54015009580,3979,4,3967,4,0,3,5,2787,3,2775,3,0,3,3,2097.21,1301.26,15676,91608,00240,3,2
54015009581,2874,4,2868,4,1,0,1,1992,4,1982,4,1,0,1,1498.97,930.07,NA,92484,00240,3,2
54017009650,3551,6,3526,6,2,12,5,2602,3,2584,3,1,7,4,628.05,960.34,NA,92374,00270,2,1
54017009651,3443,6,3415,6,0,19,3,2527,5,2505,5,0,9,3,609.95,932.66,86116,92466,00270,2,1
54019000201,6338,45,6039,45,240,10,3,4704,29,4449,29,186,8,3,530.54,589.29,27028,92280,00300,4,3
54019000202,7928,28,7296,28,583,11,10,5837,20,5370,20,408,10,9,658.33,731.22,60028,92472,00300,4,3
54019000203,2685,22,2618,22,25,6,14,2213,17,2144,17,20,5,10,249.59,277.23,60028,92472,00300,4,3
54019000204,4606,41,3977,41,572,4,10,3425,28,2918,28,440,3,8,386.29,429.06,60028,92472,00300,4,3
54019000205,2315,15,1839,15,453,6,1,1665,9,1338,9,306,2,1,187.79,208.58,56404,92472,00300,4,3
54019000206,2654,15,2560,15,76,3,0,2009,8,1928,8,62,3,0,226.59,251.68,62356,93396,00300,4,3
54019000207,5532,30,4714,30,699,5,83,4361,26,3725,26,509,2,73,491.86,546.32,65284,93396,00300,4,3
54019000208,4895,30,4575,30,280,0,10,3792,15,3546,15,208,0,8,427.68,475.04,74740,93396,00300,4,3
54019000209,4714,12,4639,12,60,1,2,3411,6,3358,6,40,1,0,384.71,427.31,1996,92280,00300,4,3
54019000210,3260,5,3239,5,9,3,4,2353,3,2331,3,9,3,4,265.38,294.77,NA,92280,00300,4,3
54019000211,3025,9,2995,9,12,7,0,2263,7,2233,7,11,5,0,255.23,283.5,52780,92280,00300,4,3
54021009677,5143,13,5113,13,6,6,5,3791,11,3756,11,2,6,5,1281.62,1121.98,71620,90758,00330,3,2
54021009678,2513,11,2447,11,26,2,26,2110,6,2046,6,25,2,25,713.32,624.47,32044,90534,00330,3,2
54021967998,13,0,13,0,0,0,0,12,0,12,0,0,0,0,4.06,3.55,NA,91236,00330,3,2
54023009694,3398,5,3369,5,9,12,3,2476,3,2452,3,7,9,2,225,528,4924,93216,00360,4,1
54023009695,2620,15,2602,15,2,1,0,1935,9,1914,9,2,1,0,136.5,449.44,62956,92208,00360,4,1
54023009696,4410,15,4269,15,95,9,16,3395,10,3288,10,72,7,8,239.5,788.56,62956,92208,00360,4,1
54025009501,5601,33,5067,33,488,6,7,4391,28,3966,28,357,6,6,143,448,86812,93648,00390,4,3
54025009502,4512,18,4387,18,88,11,8,3292,12,3193,12,61,9,5,329.26,505.79,70828,92136,00390,4,3
54025009503,4755,11,4707,11,22,10,4,3667,7,3622,7,19,9,3,873,1150,66652,92136,00390,4,3
54025009504,6045,11,5960,11,54,9,9,4501,9,4441,9,30,6,6,224,288,46636,91140,00390,4,3
54025009505,3104,15,3003,15,81,2,2,2377,9,2297,9,58,2,2,237.74,365.21,772,90228,00390,4,3
54025009506,4253,34,3930,34,274,1,14,3474,26,3190,26,222,1,9,815,763,46636,91872,00390,4,3
54025009507,6423,15,6133,15,258,3,14,4822,11,4599,11,188,3,10,388,420,70156,91128,00390,4,3
54027009682,3059,13,3039,13,1,6,0,2244,9,2220,9,1,5,0,433,555,13108,90204,00420,4,2
54027009683,3256,18,3233,18,5,0,0,2368,11,2343,11,3,0,0,291.45,326.96,NA,92988,00420,4,2
54027009684,4132,25,4024,25,63,14,6,3100,15,3016,15,42,8,4,381.55,428.04,70084,92676,00420,4,2
54027009685,3008,24,2952,24,22,5,4,2193,13,2148,13,12,4,3,313,435,70084,92820,00420,4,2
54027009686,3043,13,3001,13,18,5,6,2259,8,2219,8,14,5,5,669,644,13108,90360,00420,4,2
54029000201,1837,10,1823,10,1,3,0,1455,6,1439,6,1,3,0,147.78,130.35,85156,90540,00450,2,1
54029000202,2034,15,1764,15,246,5,4,1586,10,1413,10,148,3,2,161.09,142.08,85156,90540,00450,2,1
54029000203,32,0,14,0,18,0,0,29,0,12,0,17,0,0,2.95,2.6,85156,90540,00450,2,1
54029000204,1435,2,1143,2,287,2,1,1091,2,844,2,241,1,1,110.81,97.74,85156,90540,00450,2,1
54029000205,2756,14,2523,14,200,7,9,2201,11,2016,11,153,4,6,223.56,197.18,85156,90540,00450,2,1
54029000206,4827,26,4730,26,46,1,19,3915,21,3819,21,41,1,12,1331.5,915.28,85156,90312,00450,2,1
54029000207,2913,13,2846,13,37,1,16,2321,8,2265,8,28,0,12,789.37,542.62,85156,90312,00450,2,1
54029000208,2287,13,2223,13,25,2,24,1891,10,1834,10,17,2,18,643.13,442.09,85156,90312,00450,2,1
54029000209,6572,26,6517,26,3,8,18,4858,18,4803,18,1,7,11,1349.79,1259.71,58420,91308,00450,2,1
54029000210,2905,22,2871,22,6,4,2,2207,9,2179,9,6,2,2,613.21,572.29,15076,91308,00450,2,1
54029000211,6272,50,6177,50,23,7,15,4664,34,4561,34,17,6,12,473.72,417.83,NA,90540,00450,2,1
54029000212,1363,8,1344,8,7,0,4,1074,6,1053,6,7,0,2,109.09,96.22,58372,90540,00450,2,1
54031009701,3343,15,3300,15,20,5,3,2557,10,2515,10,16,4,2,1559.84,2000.11,84580,90372,00480,4,2
54031009702,4430,32,4290,32,100,7,1,3404,23,3278,23,73,6,1,2076.53,2662.64,55588,91968,00480,4,2
54031009703,3204,8,3104,8,89,1,1,2437,7,2353,7,68,1,1,1486.63,1906.25,55588,92928,00480,4,2
54033000301,4146,35,3842,35,254,7,8,3439,25,3193,25,185,7,4,561.11,572.03,15628,92932,00510,2,1
54033000302,3138,106,2980,106,49,1,2,2516,85,2309,85,35,1,1,410.52,418.5,15628,92368,00510,2,1
54033000303,2663,23,2504,23,118,5,12,1988,19,1870,19,68,5,7,324.37,330.68,15628,93048,00510,2,1
54033000304,3226,39,2965,39,206,1,7,2561,32,2323,32,169,1,4,417.86,425.99,15628,92932,00510,2,1
54033000305,5138,48,5035,48,30,12,12,3966,36,3854,36,19,11,10,647.1,659.69,59836,93048,00510,2,1
54033000306,8215,69,8009,69,91,6,38,6348,50,6166,50,55,6,21,1035.75,1055.9,15628,92932,00510,2,1
54033000307,2646,12,2621,12,9,4,0,1961,3,1945,3,8,2,0,319.96,326.18,NA,92952,00510,2,1
54033000308,3812,27,3756,27,24,4,1,2855,21,2789,21,19,4,1,465.83,474.89,49252,92352,00510,2,1
54033000309,886,36,847,36,2,0,0,685,32,619,32,2,0,0,111.77,113.94,15628,93048,00510,2,1
54033000310,4019,56,3916,56,39,7,1,3096,40,2985,40,24,6,1,505.15,514.98,77188,93048,00510,2,1
54033000311,1727,71,1638,71,8,7,3,1347,56,1224,56,4,5,2,219.78,224.05,1900,92916,00510,2,1
54033000312,1884,17,1865,17,1,0,1,1385,11,1361,11,1,0,1,225.98,230.38,NA,92916,00510,2,1
54033000313,2391,14,2362,14,6,7,2,1712,12,1680,12,3,4,1,279.33,284.77,48748,92952,00510,2,1
54033000314,2353,14,2330,14,0,6,3,1682,7,1663,7,0,3,2,274.44,279.78,85924,92952,00510,2,1
54033000315,1503,10,1491,10,0,0,2,1061,7,1046,7,0,0,1,173.11,176.48,NA,92952,00510,2,1
54033000316,2973,30,2836,30,75,8,24,2298,26,2165,26,59,2,20,374.95,382.24,71380,92952,00510,2,1
54033000317,1907,14,1883,14,1,7,2,1394,8,1368,8,1,7,2,227.45,231.87,NA,92352,00510,2,1
54033000318,2606,24,2568,24,9,1,4,1920,16,1880,16,4,1,3,313.27,319.37,25516,92352,00510,2,1
54033000319,2543,42,2489,42,7,2,3,1988,27,1925,27,6,1,2,324.37,330.68,73636,92352,00510,2,1
54033000320,2999,29,2955,29,11,2,2,2242,22,2187,22,8,2,1,365.81,372.93,10180,92352,00510,2,1
54033000321,8596,101,8426,101,25,0,43,6485,70,6303,70,15,0,27,1058.11,1078.69,10180,92916,00510,2,1
54035009632,4137,14,4104,14,5,6,8,3077,9,3045,9,4,4,6,611.04,846.71,NA,92544,00540,3,2
54035009633,5008,23,4956,23,7,8,14,3778,11,3733,11,5,5,13,750.25,1039.61,67108,92544,00540,3,2
54035009634,3603,6,3586,6,1,1,9,2628,2,2618,2,0,1,5,521.88,723.16,67108,93228,00540,3,2
54035009635,2062,1,2055,1,0,3,3,1467,0,1464,0,0,1,2,291.32,403.68,68596,92616,00540,3,2
54035009636,4710,17,4667,17,1,7,18,3621,8,3589,8,1,4,11,719.07,996.41,68596,92616,00540,3,2
54035009637,6418,4,6397,4,1,11,5,4635,1,4624,1,0,8,1,920.44,1275.43,NA,93504,00540,3,2
54035963898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,91320,00540,3,2
54037009722,6964,62,6310,62,543,13,33,5461,42,4963,42,381,12,21,1051.31,931.2,73468,92760,00570,4,2
54037009723,3809,35,3471,35,285,7,11,2711,23,2472,23,177,7,9,521.9,462.27,NA,92160,00570,4,2
54037009724,5154,100,4471,100,564,5,8,3841,59,3333,59,381,4,5,739.44,654.96,18035,90504,00570,4,2
54037009725,7697,95,6715,95,825,12,43,5851,64,5069,64,611,10,33,1126.39,997.7,14610,90504,00570,4,2
54037009726,3537,61,3319,61,139,2,16,2781,42,2572,42,112,2,11,535.38,474.21,35284,91548,00570,4,2
54037009727,4873,35,4801,35,5,14,18,3562,26,3486,26,3,7,14,685.73,607.38,NA,91740,00570,4,2
54037009728,3892,40,3569,40,271,1,8,2799,25,2560,25,182,1,6,538.84,477.28,NA,91740,00570,4,2
54039000001,1749,6,1349,6,382,2,10,1367,5,1092,5,258,2,5,103.58,79.01,14600,90888,00600,3,2
54039000002,3284,24,2466,24,772,3,14,2174,12,1729,12,412,3,6,164.72,125.66,14600,90888,00600,3,2
54039000003,3556,15,3484,15,42,1,13,2750,10,2692,10,26,1,11,208.36,158.95,14600,90888,00600,3,2
54039000005,2814,18,2664,18,119,4,6,2246,10,2134,10,82,4,6,170.18,129.82,14600,90888,00600,3,2
54039000006,5187,35,4655,35,475,10,7,4000,20,3621,20,327,7,5,303.08,231.2,14600,90888,00600,3,2
54039000007,3061,8,1781,8,1266,1,1,2405,6,1460,6,931,1,1,182.22,139.01,14600,90888,00600,3,2
54039000008,2530,5,2135,5,365,7,14,2156,4,1881,4,256,5,6,163.36,124.62,14600,90888,00600,3,2
54039000009,2122,30,1183,30,886,15,3,1817,21,1104,21,656,13,2,137.67,105.02,14600,90888,00600,3,2
54039000011,5346,14,3926,14,1339,9,52,3994,9,3067,9,869,7,33,302.62,230.85,14600,90888,00600,3,2
54039000012,2100,37,1164,37,877,2,16,1742,24,1052,24,630,2,10,131.99,100.69,14600,90888,00600,3,2
54039000013,2956,33,2504,33,377,13,25,2674,27,2294,27,301,8,17,202.61,154.56,14600,90888,00600,3,2
54039000015,4556,22,4344,22,111,6,73,3892,19,3698,19,96,6,54,294.89,224.96,14600,90804,00600,3,2
54039000017,1964,12,1779,12,148,0,25,1660,8,1520,8,106,0,18,125.78,95.95,14600,90804,00600,3,2
54039000018,2882,23,2426,23,388,6,36,2203,16,1891,16,253,6,21,166.92,127.33,14600,90804,00600,3,2
54039000020,3180,10,2980,10,153,7,30,2479,8,2327,8,111,4,21,187.83,143.29,14600,90804,00600,3,2
54039000021,5160,36,4561,36,414,8,137,3835,26,3436,26,247,7,93,290.57,221.66,14600,90804,00600,3,2
54039000101,4583,11,4148,11,341,8,73,3506,10,3215,10,214,8,49,265.65,202.65,22564,90876,00600,3,2
54039000102,2325,16,2187,16,118,0,1,1982,8,1880,8,85,0,1,150.17,114.56,22564,90876,00600,3,2
54039000103,2810,8,2530,8,260,1,9,2331,8,2120,8,186,1,8,176.62,134.73,22564,90876,00600,3,2
54039000104,2167,9,681,9,1466,6,5,1741,9,588,9,1124,6,5,131.91,100.63,22564,90876,00600,3,2
54039000105,5426,27,5179,27,120,5,87,3991,19,3830,19,68,3,52,302.39,230.68,19108,90876,00600,3,2
54039000106,5389,16,5298,16,65,4,6,4313,13,4235,13,43,4,5,326.79,249.29,59068,90876,00600,3,2
54039000109,2738,2,2731,2,0,3,2,2014,2,2008,2,0,2,0,152.6,116.41,NA,90890,00600,3,2
54039000110,4403,11,4363,11,13,6,10,3540,7,3503,7,10,6,7,268.22,204.61,14600,90890,00600,3,2
54039000111,5124,7,5110,7,4,2,0,3817,3,3809,3,1,1,0,289.21,220.62,24748,90890,00600,3,2
54039000112,4921,4,4913,4,1,2,1,3679,4,3668,4,1,1,1,278.75,212.65,16012,90890,00600,3,2
54039000115,5316,18,4552,18,728,4,10,4124,15,3531,15,553,4,6,312.47,238.37,5836,90768,00600,3,2
54039000118,5918,16,5715,16,178,1,7,4445,14,4262,14,148,1,6,336.79,256.92,13924,90768,00600,3,2
54039000121,5634,27,5129,27,449,3,24,4245,18,3858,18,331,3,17,321.64,245.36,23092,90768,00600,3,2
54039000122,6653,25,6364,25,254,6,3,5004,16,4776,16,189,6,1,379.15,289.23,15028,90768,00600,3,2
54039000123,6625,10,6585,10,20,5,5,5020,8,4983,8,14,4,3,380.36,290.16,51724,90804,00600,3,2
54039000128,4641,19,4441,19,138,3,34,3614,12,3483,12,83,3,21,273.83,208.89,75292,90804,00600,3,2
54039000129,1689,13,1597,13,72,0,7,1393,8,1327,8,45,0,5,105.55,80.52,75292,90804,00600,3,2
54039000130,4627,22,4373,22,204,1,23,3725,12,3544,12,140,1,16,282.24,215.31,75292,90840,00600,3,2
54039000131,4886,39,4605,39,192,9,40,3703,23,3495,23,128,8,26,280.57,214.03,75292,90840,00600,3,2
54039000132,3567,15,3476,15,56,11,9,2686,9,2612,9,45,6,5,203.52,155.25,75292,90840,00600,3,2
54039000133,2735,17,2666,17,36,2,11,2187,10,2138,10,23,1,5,165.71,126.41,71212,90840,00600,3,2
54039000134,2402,17,2278,17,98,1,7,1877,8,1781,8,75,1,4,142.22,108.49,71212,90840,00600,3,2
54039000135,3321,17,3222,17,70,5,6,2637,6,2571,6,46,3,5,199.8,152.42,71212,90840,00600,3,2
54039000136,4820,12,4654,12,122,2,29,3758,8,3630,8,94,2,16,284.74,217.21,71212,90840,00600,3,2
54039000137,7702,10,7536,10,126,12,16,5655,6,5538,6,87,10,8,428.47,326.86,80764,90840,00600,3,2
54039000138,2512,4,2324,4,184,0,0,1812,2,1682,2,126,0,0,137.29,104.73,NA,90840,00600,3,2
54039001901,3808,28,3528,28,32,12,207,2797,18,2605,18,21,6,129,211.93,161.67,14600,90804,00600,3,2
54039001902,3609,24,3504,24,17,1,63,2786,18,2696,18,13,1,40,211.09,161.03,14600,90804,00600,3,2
54039010701,4882,40,4637,40,137,1,66,3752,29,3564,29,86,1,43,284.28,216.87,19108,90876,00600,3,2
54039010702,4955,18,4840,18,79,3,14,3642,9,3561,9,49,3,11,275.95,210.51,19108,90876,00600,3,2
54039010801,6116,28,6069,28,12,0,5,4593,15,4552,15,8,0,3,348.01,265.48,74356,90890,00600,3,2
54039010802,3456,18,3421,18,2,6,6,2519,13,2485,13,1,4,3,190.86,145.6,74356,90890,00600,3,2
54039011301,3259,6,3229,6,7,4,12,2457,6,2433,6,6,2,4,186.16,142.02,14600,90890,00600,3,2
54039011302,5035,7,5017,7,4,5,1,3732,3,3721,3,1,4,0,282.77,215.71,63772,90890,00600,3,2
54039011401,2884,4,2873,4,3,4,0,2245,3,2234,3,2,3,0,170.1,129.76,16612,90768,00600,3,2
54039011402,4234,4,4207,4,15,1,6,3231,1,3217,1,9,1,2,244.81,186.75,16612,90768,00600,3,2
54041009672,3707,10,3681,10,4,1,11,2816,7,2793,7,0,1,8,1272.77,1003.18,85972,91176,00630,3,2
54041009673,3784,17,3762,17,0,3,1,2862,15,2828,15,0,3,1,1293.57,1019.57,40828,91476,00630,3,2
54041009674,3039,22,2991,22,9,5,12,2421,12,2377,12,9,5,6,1094.24,862.47,85972,91476,00630,3,2
54041009675,3532,12,3467,12,31,14,7,2692,7,2633,7,30,11,4,1216.73,959.01,85972,91176,00630,3,2
54041009676,3161,6,3137,6,4,1,12,2318,6,2297,6,2,1,6,1047.69,825.77,NA,90636,00630,3,2
54043009554,5902,14,5871,14,4,8,5,4352,13,4315,13,2,6,3,636.86,627.27,1396,90960,00660,3,3
54043009555,3501,1,3492,1,1,3,4,2606,0,2601,0,1,3,1,381.35,375.61,34516,90384,00660,3,3
54043009556,4604,17,4579,17,1,4,3,3322,13,3288,13,1,4,3,486.13,478.81,85804,92784,00660,3,3
54043009557,3667,11,3652,11,0,0,4,2563,4,2553,4,0,0,2,375.06,369.42,35596,91572,00660,3,3
54043009558,3708,5,3702,5,0,1,0,2594,4,2586,4,0,0,0,379.6,373.88,35596,91704,00660,3,3
54045009560,6819,33,6731,33,42,8,5,4958,26,4871,26,27,6,2,792.65,561.8,NA,90964,00690,1,3
54045009561,8688,78,8493,78,35,8,73,6350,42,6185,42,29,6,46,1015.19,719.53,14524,90498,00690,1,3
54045009562,5377,20,4963,20,384,6,0,3940,10,3644,10,273,3,0,629.9,446.45,56342,93591,00690,1,3
54045009563,2548,31,2374,31,140,1,1,2005,25,1856,25,98,1,0,320.54,227.19,48148,91956,00690,1,3
54045009564,5201,15,4960,15,217,7,2,3744,8,3548,8,173,7,0,598.56,424.24,1672,90964,00690,1,3
54045009565,2698,8,2634,8,55,1,0,1865,7,1810,7,41,0,0,298.16,211.33,1672,90282,00690,1,3
54045009566,6564,48,6219,48,217,13,67,4694,35,4413,35,158,9,44,750.44,531.89,50860,93120,00690,1,3
54045009567,5137,48,4793,48,265,2,29,3694,34,3412,34,194,2,18,590.57,418.57,37948,91692,00690,1,3
54047009536,2640,0,1508,0,1125,2,4,1872,0,1093,0,774,2,3,532.99,275.74,59428,92345,00810,1,3
54047009537,5327,35,3850,35,1433,1,8,3955,32,2898,32,989,1,3,1126.06,582.56,85228,90240,00810,1,3
54047009538,5316,41,5026,41,241,2,6,3833,26,3587,26,187,2,5,1091.33,564.59,85228,90240,00810,1,3
54047009539,3259,22,3225,22,7,4,0,2274,17,2234,17,5,1,0,487.11,396.21,39652,92712,00810,1,3
54047009540,3401,8,3386,8,2,5,0,2329,5,2314,5,1,4,0,498.89,405.79,9700,92712,00810,1,3
54047009541,7605,40,7071,40,489,5,0,5324,27,4926,27,339,5,0,885.32,611.5,84484,90168,00810,1,3
54047009542,3119,9,2884,9,218,5,3,2181,5,2015,5,153,2,1,362.68,250.5,84484,90168,00810,1,3
54047009543,3725,21,2776,21,919,6,3,2716,13,2058,13,625,6,1,773.3,400.06,30196,92345,00810,1,3
54047009544,841,6,532,6,298,3,2,686,2,455,2,226,1,0,195.32,101.05,30196,92345,00810,1,3
54049000201,955,8,821,8,112,11,2,867,8,762,8,78,9,2,73.32,83.33,26452,92154,00720,2,1
54049000202,3105,19,2904,19,170,8,3,2512,16,2360,16,110,7,3,212.43,241.44,26452,92154,00720,2,1
54049000203,2816,24,2756,24,26,2,7,2307,21,2241,21,19,2,3,195.09,221.73,26452,92154,00720,2,1
54049000204,3175,16,3036,16,42,2,77,2752,16,2624,16,39,2,55,232.72,264.5,26452,92154,00720,2,1
54049000205,2262,18,1294,18,937,12,1,1680,10,971,10,678,10,1,142.07,161.47,26452,92154,00720,2,1
54049000206,1699,15,1656,15,21,6,1,1354,12,1310,12,14,6,0,114.5,130.14,26452,92154,00720,2,1
54049000207,3086,22,3022,22,27,7,5,2418,16,2359,16,16,7,4,204.48,232.4,26452,92418,00720,2,1
54049000208,4113,21,4011,21,65,7,8,3246,18,3163,18,34,6,7,274.5,311.98,26452,92154,00720,2,1
