GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
33001009651,33,001,009651,2602,7,2585,7,6,0,4,1934,3,1920,3,4,0,4,213,483,NA,51540,NA,NA,05220,1,1
33001009652,33,001,009652,2466,11,2450,11,1,2,2,1901,6,1885,6,0,2,2,277.06,810.98,47060,47140,NA,NA,03960,1,1
33001009653,33,001,009653,2561,15,2522,15,8,5,10,1955,9,1918,9,5,4,10,284.94,834.02,47060,47140,NA,NA,03960,1,1
33001009654,33,001,009654,2136,5,2118,5,2,2,8,1550,5,1531,5,2,2,5,355,593,NA,67300,NA,NA,07300,1,2
33001009656,33,001,009656,2609,7,2590,7,6,2,4,1874,4,1858,4,4,2,2,360,660,NA,28980,03210,NA,NA,1,1
33001009657,33,001,009657,3100,17,3068,17,6,3,6,2238,9,2209,9,5,2,4,359,780,NA,3220,01620,NA,NA,1,1
33001009658,33,001,009658,5796,24,5716,24,10,27,18,4165,14,4101,14,4,18,14,565,1274,NA,4740,NA,NA,06180,1,1
33001009659,33,001,009659,3603,15,3550,15,3,15,19,2663,11,2614,11,2,10,15,455.89,874,40180,40180,NA,NA,04140,1,1
33001009660,33,001,009660,5061,30,4955,30,10,10,51,3715,23,3630,23,6,8,25,635.99,1219.27,40180,40180,NA,NA,04140,1,1
33001009661,33,001,009661,4164,40,4095,40,1,7,21,3175,25,3103,25,1,4,17,543.54,1042.04,40180,40180,NA,NA,04140,1,1
33001009662,33,001,009662,2725,13,2676,13,4,2,29,2077,4,2046,4,2,2,19,355.57,681.68,40180,40180,NA,NA,04140,1,1
33001009663,33,001,009663,1073,2,1059,2,1,4,7,907,1,897,1,1,1,6,166.49,433.85,NA,28740,NA,NA,03180,1,1
33001009664,33,001,009664,4794,27,4744,27,1,4,18,3571,16,3526,16,1,3,9,655.51,1708.15,NA,28740,NA,NA,03180,1,1
33001009665,33,001,009665,3286,14,3261,14,2,5,4,2519,11,2487,11,2,5,3,361,1255,NA,1060,01620,NA,01440,1,1
33001965598,33,001,965598,3240,18,3192,18,1,14,13,2513,14,2469,14,1,9,6,422,819,77100,77060,NA,NA,07300,1,2
33001966697,33,001,966697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77060,NA,NA,07300,1,2
33001966698,33,001,966698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,320,NA,10660,NA,NA,03960,1,1
33003009551,33,003,009551,678,2,671,2,1,4,0,576,2,569,2,1,2,0,147,268,NA,38260,03990,NA,NA,1,1
33003009552,33,003,009552,2326,7,2302,7,3,4,10,1821,7,1797,7,2,4,4,354,787,NA,3700,01680,NA,99999,1,1
33003009553,33,003,009553,5023,26,4929,26,17,6,44,3942,19,3860,19,10,4,30,25,87,53860,14660,NA,NA,02490,1,1
33003009554,33,003,009554,3185,8,3161,8,2,5,5,2342,6,2319,6,2,5,4,935,2379,14580,14660,NA,NA,02490,1,1
33003009555,33,003,009555,2066,9,2053,9,1,1,2,1540,9,1519,9,1,1,1,172,511,NA,45060,04560,NA,02850,1,1
33003009556,33,003,009556,2701,12,2677,12,2,9,1,2032,5,2014,5,1,6,1,66,122,NA,76100,06600,NA,01350,1,1
33003009557,33,003,009557,1066,6,1049,6,5,2,4,857,6,838,6,4,1,2,248,452,NA,67780,NA,NA,03960,1,1
33003009558,33,003,009558,1876,4,1848,4,14,8,2,1416,1,1402,1,8,4,0,96,248,NA,27700,03120,NA,03330,1,1
33003009559,33,003,009559,3309,9,3278,9,3,8,9,2477,9,2447,9,1,5,6,315,959,NA,58740,NA,NA,03330,1,1
33003009560,33,003,009560,3575,11,3539,11,11,2,10,2652,5,2629,5,7,2,4,327,928,NA,78180,06780,NA,03330,1,1
33003009561,33,003,009561,4807,25,4771,25,2,3,6,3759,12,3726,12,2,3,4,554,1953,86340,86420,NA,NA,03330,1,1
33003009563,33,003,009563,1519,2,1503,2,0,6,8,1133,2,1124,2,0,2,3,185.86,705.26,NA,49380,NA,NA,04960,1,1
33003009564,33,003,009564,1842,7,1831,7,0,1,3,1378,6,1364,6,0,1,1,170,880,NA,77620,NA,NA,03330,1,1
33003965298,33,003,965298,1437,4,1427,4,3,0,2,1092,2,1083,2,3,0,2,179.14,679.74,NA,49380,NA,NA,04960,1,1
33005009701,33,005,009701,3783,13,3758,13,1,8,3,2804,7,2782,7,1,6,1,314,339,NA,820,04650,NA,02990,2,2
33005009702,33,005,009702,3210,10,3181,10,3,5,8,2507,8,2479,8,2,4,6,610,892,NA,78420,NA,NA,02990,2,2
33005009703,33,005,009703,622,2,612,2,1,5,2,483,2,475,2,0,2,2,127,170,NA,73700,06390,NA,NA,2,2
33005009704,33,005,009704,3944,18,3896,18,7,9,13,2878,12,2832,12,5,8,9,246,184,39300,19140,03630,NA,02480,2,2
33005009705,33,005,009705,5361,23,5273,23,14,15,36,3966,15,3890,15,12,10,24,690,1387,38420,38500,NA,NA,04030,2,2
33005009706,33,005,009706,4941,33,4815,33,54,9,25,3664,30,3526,30,52,7,19,405,884,NA,64580,NA,NA,04030,2,2
33005009707,33,005,009707,2888,12,2861,12,9,4,2,2113,6,2088,6,7,4,2,298,520,NA,26500,NA,NA,04890,2,2
33005009708,33,005,009708,4024,19,3979,19,5,12,8,2945,12,2905,12,2,8,6,405,407,45380,45460,04620,NA,04890,2,2
33005009709,33,005,009709,6236,16,6198,16,8,1,12,4686,13,4646,13,5,1,8,887,1245,83700,75700,NA,NA,04890,2,2
33005009710,33,005,009710,5186,21,5136,21,2,9,18,3935,14,3887,14,0,7,13,908.37,977.66,39300,39300,NA,NA,04050,2,2
33005009711,33,005,009711,3774,25,3702,25,14,2,31,2981,16,2915,16,10,2,22,688.14,740.64,39300,39300,NA,NA,04050,2,2
33005009712,33,005,009712,1152,6,1126,6,1,12,7,918,5,892,5,1,11,4,211.91,228.08,39300,39300,NA,NA,04050,2,2
33005009713,33,005,009713,3630,21,3554,21,22,10,22,2739,13,2680,13,13,8,12,632.28,680.51,39300,39300,NA,NA,04050,2,2
33005009714,33,005,009714,8688,59,8543,59,23,8,53,7201,45,7053,45,19,6,33,1662.3,1789.11,39300,39300,NA,NA,04050,2,2
33005009715,33,005,009715,4708,28,4646,28,8,9,16,3622,23,3556,23,5,7,8,485,771,NA,12260,02280,NA,NA,2,2
33005009716,33,005,009716,3936,12,3878,12,16,9,20,2941,10,2898,10,9,4,10,522,664,36580,36660,NA,NA,03780,2,2
33005009717,33,005,009717,4038,16,3972,16,13,18,19,2899,4,2864,4,7,7,13,493,607,85460,85540,NA,NA,07140,2,2
33007009501,33,007,009501,2181,14,2163,14,1,3,0,1656,7,1640,7,1,1,0,62,341,NA,61780,06360,NA,05700,2,2
33007009502,33,007,009502,3105,15,3070,15,2,5,13,2305,7,2278,7,0,5,8,32,85,NA,13780,NA,NA,02400,2,2
33007009503,33,007,009503,2038,5,2026,5,2,2,3,1506,3,1496,3,2,1,1,26,118,NA,47860,04800,NA,99999,2,2
33007009504,33,007,009504,3937,11,3896,11,4,16,9,2849,5,2825,5,0,9,5,73,165,32260,56100,06330,NA,05400,2,2
33007009505,33,007,009505,3522,16,3493,16,2,3,7,2568,8,2542,8,1,3,6,331,1000,40340,40420,NA,NA,07050,2,2
33007009506,33,007,009506,4547,21,4481,21,8,10,27,3500,13,3452,13,3,7,12,807.6,1060.9,5140,5140,NA,NA,01860,2,2
33007009507,33,007,009507,4029,15,3973,15,4,8,28,3139,10,3094,10,4,7,14,724.31,951.48,5140,5140,NA,NA,01860,2,2
33007009508,33,007,009508,3248,25,3214,25,3,3,2,2605,13,2574,13,0,3,2,601.09,789.62,5140,5140,NA,NA,01860,2,2
33007009509,33,007,009509,3621,6,3589,6,1,5,19,2771,5,2744,5,1,4,12,42,130,30180,30260,NA,NA,03270,2,2
33007009510,33,007,009510,1864,11,1836,11,4,1,12,1408,8,1381,8,2,1,8,0,0,NA,10100,NA,NA,07050,2,2
33007009511,33,007,009511,2736,11,2708,11,2,6,9,2035,5,2012,5,1,6,6,77,204,84340,84420,NA,NA,07050,2,2
33009009601,33,009,009601,5827,28,5740,28,10,12,35,4370,18,4299,18,7,8,20,550,1717,42500,42580,NA,NA,04380,2,2
33009009602,33,009,009602,3308,38,3241,38,5,9,15,2499,26,2426,26,2,9,10,157,302,NA,5460,01890,05830,NA,2,2
33009009603,33,009,009603,4155,12,4132,12,3,6,2,3084,8,3061,8,2,3,2,34,98,41940,42020,01710,05830,04290,2,2
33009009604,33,009,009604,2885,9,2850,9,3,11,10,2209,6,2184,6,2,5,6,112,420,NA,76740,06660,NA,04260,2,2
33009009605,33,009,009605,2317,8,2290,8,2,12,5,1759,4,1740,4,1,8,2,13,70,NA,87060,06870,NA,04260,2,2
33009009606,33,009,009606,4164,25,4122,25,7,6,4,3161,13,3123,13,3,6,3,302,1170,87140,34820,NA,NA,03660,2,2
33009009607,33,009,009607,2262,15,2238,15,2,4,3,1720,12,1689,12,1,3,3,198,247,NA,80500,06990,NA,05490,2,2
33009009608,33,009,009608,3897,25,3842,25,9,14,7,2823,9,2790,9,2,9,4,223,649,NA,8660,02100,NA,99999,2,2
33009009609,33,009,009609,2592,14,2552,14,5,5,14,1991,9,1954,9,5,4,10,31,102,NA,44260,04500,NA,04680,2,2
33009009610,33,009,009610,5811,42,5690,42,23,10,46,5041,25,4923,25,17,10,41,504,1116,62580,62660,NA,NA,05790,2,2
33009009611,33,009,009611,3609,13,3562,13,10,5,17,2687,8,2651,8,7,3,10,221,634,NA,36900,03810,NA,01560,2,2
33009009612,33,009,009612,3333,9,3306,9,5,4,9,2450,6,2426,6,5,2,5,92,288,7620,7700,NA,NA,05220,2,2
33009009613,33,009,009613,2350,27,2315,27,0,4,3,1664,14,1631,14,0,4,1,39,69,NA,30820,NA,NA,04680,2,2
33009009614,33,009,009614,3045,17,3017,17,0,3,8,2128,9,2101,9,0,3,6,433,598,NA,8980,NA,NA,04680,2,2
33009009615,33,009,009615,3979,22,3934,22,2,1,16,3025,13,2981,13,2,1,15,551,813,24260,24340,NA,NA,04680,2,2
33009009616,33,009,009616,9212,184,8288,184,248,47,443,8085,155,7077,155,234,47,417,1882,1554,33780,33860,03600,02670,NA,2,2
33009009617,33,009,009617,6331,80,6057,80,39,12,138,4985,59,4717,59,30,10,110,1051.42,1287.11,41300,41300,NA,NA,04230,2,2
33009009618,33,009,009618,5852,31,5739,31,11,19,51,4469,22,4367,22,9,16,33,942.58,1153.89,41300,41300,NA,NA,04230,2,2
33011000001,33,011,000001,8414,111,8041,111,52,11,196,6711,88,6330,88,36,8,161,984.07,2043.85,45140,45140,NA,NA,04590,1,1
33011000003,33,011,000003,2746,28,2682,28,7,9,19,2206,23,2135,23,6,5,14,323.48,671.84,45140,45140,NA,NA,04590,1,1
33011000004,33,011,000004,553,30,509,30,9,0,5,495,25,435,25,7,0,3,72.58,150.75,45140,45140,NA,NA,04590,1,1
33011000005,33,011,000005,1658,153,1381,153,63,12,48,1535,98,1245,98,46,11,37,225.09,467.49,45140,45140,NA,NA,04590,1,1
33011000006,33,011,000006,2340,39,2219,39,29,2,51,2004,29,1885,29,19,2,40,293.86,610.32,45140,45140,NA,NA,04590,1,1
33011000007,33,011,000007,3247,38,3187,38,6,1,15,2608,24,2540,24,5,1,14,382.43,794.27,45140,45140,NA,NA,04590,1,1
33011000008,33,011,000008,2361,33,2314,33,11,1,1,1859,23,1804,23,8,1,0,272.6,566.16,45140,45140,NA,NA,04590,1,1
33011000010,33,011,000010,3912,54,3821,54,14,6,17,2961,33,2865,33,10,6,14,434.19,901.78,45140,45140,NA,NA,04590,1,1
33011000011,33,011,000011,5560,47,5432,47,33,4,39,4264,31,4151,31,21,2,28,625.25,1298.61,45140,45140,NA,NA,04590,1,1
33011000012,33,011,000012,2186,11,2150,11,16,0,9,1769,10,1730,10,11,0,8,259.4,538.75,45140,45140,NA,NA,04590,1,1
33011000013,33,011,000013,3076,68,2921,68,51,6,22,2409,49,2257,49,32,5,17,353.24,733.67,45140,45140,NA,NA,04590,1,1
33011000014,33,011,000014,2040,200,1781,200,34,12,10,1749,126,1452,126,27,10,8,256.47,532.66,45140,45140,NA,NA,04590,1,1
33011000015,33,011,000015,2764,189,2453,189,82,12,22,2032,120,1726,120,48,7,11,297.96,618.85,45140,45140,NA,NA,04590,1,1
33011000016,33,011,000016,3708,91,3506,91,62,21,22,2753,55,2580,55,39,9,15,403.69,838.43,45140,45140,NA,NA,04590,1,1
33011000017,33,011,000017,2173,65,2090,65,10,6,2,1727,41,1632,41,5,6,2,253.24,525.96,45140,45140,NA,NA,04590,1,1
33011000018,33,011,000018,5756,118,5562,118,35,10,30,4405,78,4199,78,24,9,17,645.93,1341.55,45140,45140,NA,NA,04590,1,1
33011000019,33,011,000019,2234,82,2096,82,32,9,13,1735,50,1598,50,15,9,13,254.41,528.4,45140,45140,NA,NA,04590,1,1
33011000020,33,011,000020,2161,81,2036,81,17,5,20,1600,55,1460,55,12,3,15,234.62,487.28,45140,45140,NA,NA,04590,1,1
33011000021,33,011,000021,4683,66,4541,66,34,15,27,3512,41,3382,41,21,6,21,514.98,1069.59,45140,45140,NA,NA,04590,1,1
33011000022,33,011,000022,3369,30,3318,30,1,1,19,2618,19,2564,19,1,1,14,383.89,797.32,45140,45140,NA,NA,04590,1,1
33011000023,33,011,000023,3564,78,3380,78,35,5,66,2757,51,2591,51,20,3,41,404.27,839.65,45140,45140,NA,NA,04590,1,1
33011000024,33,011,000024,6722,133,6506,133,36,7,39,5036,69,4850,69,23,4,21,738.46,1533.73,45140,45140,01740,NA,04590,1,1
33011000025,33,011,000025,5252,71,5126,71,9,10,35,4188,49,4049,49,7,9,25,614.11,1275.47,45140,45140,NA,NA,04590,1,1
33011000026,33,011,000026,4601,63,4409,63,41,5,83,3429,44,3253,44,29,4,55,502.81,1044.31,45140,45140,NA,NA,04590,1,1
33011000027,33,011,000027,7626,47,7522,47,7,24,26,5603,34,5494,34,5,18,18,740.66,1920.39,NA,29860,NA,NA,03240,1,1
33011000028,33,011,000028,6995,81,6836,81,32,7,37,5767,59,5588,59,27,6,28,762.34,1976.61,61220,29860,NA,NA,03240,1,1
33011000029,33,011,000029,12563,65,12317,65,24,12,144,8982,42,8779,42,20,9,90,1235,4765,NA,4500,01740,NA,NA,1,1
33011000101,33,011,000101,5101,60,4904,60,46,2,86,3851,46,3676,46,26,2,55,652.77,1109.83,50260,50260,NA,NA,04980,2,2
33011000102,33,011,000102,6013,242,5412,242,122,11,215,4811,160,4240,160,86,10,155,815.5,1386.5,50260,50260,NA,NA,04980,2,2
33011000103,33,011,000103,8878,120,8468,120,96,7,185,6782,84,6412,84,68,5,129,1149.6,1954.52,50260,50260,NA,NA,04980,2,2
33011000104,33,011,000104,5023,108,4809,108,43,8,51,3905,65,3705,65,32,5,33,661.93,1125.39,50260,50260,NA,NA,04980,2,2
33011000105,33,011,000105,3880,320,3396,320,122,20,20,3029,201,2520,201,77,14,16,513.44,872.94,50260,50260,NA,NA,04980,2,2
