GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
08001000078,08,001,000078,3974,357,1956,357,1378,63,211,3157,245,1593,245,893,39,142,551.59,445.92,NA,4000,92622,NA,02340,4,4
08001000079,08,001,000079,3388,320,1827,320,1103,34,100,2590,203,1416,203,666,28,74,452.53,365.83,NA,4000,92622,NA,02340,4,4
08001000080,08,001,000080,4218,347,2659,347,949,25,231,3307,241,2061,241,583,18,163,577.8,467.11,NA,4000,92622,NA,02340,4,4
08001000081,08,001,000081,1962,219,1409,219,244,13,74,1583,143,1056,143,181,10,50,276.58,223.6,NA,4000,92622,NA,02340,4,4
08001000082,08,001,000082,4589,584,3070,584,684,33,218,3832,435,2333,435,449,20,160,669.53,541.26,NA,4000,92622,NA,02340,4,4
08001000084,08,001,000084,4053,122,3874,122,7,31,17,2816,57,2667,57,4,21,10,492.01,397.75,NA,6090,91159,NA,02430,2,2
08001008288,08,001,008288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4000,92622,NA,02340,4,4
08001008289,08,001,008289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4000,92622,NA,02340,4,4
08001008308,08,001,008308,3665,287,2440,287,860,23,51,2856,186,1980,186,443,17,44,499,403.4,NA,4000,92622,NA,02340,4,4
08001008309,08,001,008309,2403,206,1925,206,179,37,45,1767,120,1373,120,103,17,34,308.73,249.59,NA,4000,92622,NA,02340,4,4
08001008353,08,001,008353,3440,197,2911,197,240,21,62,2332,121,1902,121,133,16,39,407.45,329.39,NA,4000,92622,NA,02340,2,2
08001008383,08,001,008383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92622,NA,02340,1,4
08001008384,08,001,008384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4000,92622,NA,02580,2,2
08001008385,08,001,008385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92622,NA,02580,2,2
08001008389,08,001,008389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92622,NA,02340,1,4
08001008489,08,001,008489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91159,NA,02580,2,2
08001008505,08,001,008505,7071,1046,5786,1046,73,43,118,5784,689,4254,689,41,31,80,1134.33,917.19,NA,54330,93800,NA,06900,5,5
08001008506,08,001,008506,4122,584,3315,584,104,32,80,3466,384,2544,384,65,26,63,679.73,549.62,NA,54330,93800,NA,06900,5,5
08001008507,08,001,008507,6536,1134,5127,1134,96,48,131,5329,739,3678,739,56,35,82,1045.09,845.04,NA,54330,93800,NA,06900,5,5
08001008508,08,001,008508,4541,560,3862,560,54,14,38,3430,337,2688,337,35,10,23,672.67,543.91,NA,77290,93800,NA,06900,5,5
08001008511,08,001,008511,8721,1281,7117,1281,66,60,185,6233,743,4549,743,34,39,125,1222.38,988.39,NA,77290,93800,NA,06900,5,2
08001008512,08,001,008512,1405,152,1213,152,5,8,22,1107,88,900,88,1,8,22,193.42,156.36,NA,16495,90399,NA,02580,2,2
08001008513,08,001,008513,2202,113,2061,113,9,10,9,1657,79,1478,79,5,7,9,289.51,234.05,NA,77290,90399,NA,06900,2,2
08001008514,08,001,008514,5009,560,4336,560,30,24,54,4076,350,3291,350,24,19,42,712.16,575.73,NA,8675,90399,NA,02580,2,2
08001008515,08,001,008515,1848,122,1681,122,0,14,30,1357,73,1184,73,0,9,18,266.13,215.18,NA,9280,93800,NA,06900,5,5
08001008516,08,001,008516,4513,320,4041,320,9,26,117,2969,180,2518,180,6,17,68,582.26,470.81,NA,9280,93800,NA,06900,5,5
08001008517,08,001,008517,3388,328,2951,328,55,23,25,2836,212,2333,212,37,17,25,556.18,449.71,NA,83835,93800,NA,06900,5,2
08001008518,08,001,008518,5324,471,4704,471,61,26,58,3877,306,3175,306,37,19,34,760.34,614.79,NA,77290,93800,NA,06900,5,5
08001008519,08,001,008519,5738,713,4822,713,59,16,127,4207,441,3202,441,33,11,79,825.05,667.12,NA,77290,93800,NA,06900,5,5
08001008601,08,001,008601,5277,1747,3304,1747,115,17,87,4985,1202,2387,1202,108,14,72,870.99,704.12,NA,8675,90399,NA,02580,2,2
08001008602,08,001,008602,6264,2820,3290,2820,23,23,81,6018,1758,2406,1758,16,19,61,1051.47,850.03,NA,8675,90399,NA,02580,2,2
08001008701,08,001,008701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16495,90760,NA,01950,2,4
08001008703,08,001,008703,5227,2038,2851,2038,213,61,49,4637,1184,2074,1184,124,38,33,810.18,654.97,NA,16495,90760,NA,01950,2,4
08001008705,08,001,008705,4144,1345,2639,1345,64,43,48,3830,859,2009,859,39,30,34,669.18,540.98,NA,16495,90760,NA,01950,2,4
08001008706,08,001,008706,4194,1451,2595,1451,87,27,29,3857,912,1956,912,42,17,18,673.9,544.79,NA,16495,90760,NA,01950,2,4
08001008789,08,001,008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90760,NA,01950,2,4
