GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
31001009654,31,001,009654,3166,11,3144,11,6,3,2,2295,7,2272,7,5,3,1,35,90,NA,24950,25195,30450,02770,72420,1,1
31001009655,31,001,009655,3924,46,3832,46,1,18,26,2893,27,2815,27,1,9,14,97,203,NA,21415,21415,33390,02770,71580,1,1
31001009656,31,001,009656,5050,36,4946,36,40,8,20,3857,25,3755,25,39,2,11,890.44,1348.82,NA,21415,21415,18450,02770,71580,1,1
31001009657,31,001,009657,1702,27,1641,27,10,15,8,1330,21,1272,21,6,6,4,307.05,465.11,NA,21415,21415,NA,NA,71580,1,1
31001009658,31,001,009658,2395,54,2305,54,6,16,13,1809,29,1727,29,4,11,9,417.63,632.62,NA,21415,21415,NA,NA,71580,1,1
31001009659,31,001,009659,4611,31,4486,31,47,20,27,3547,27,3418,27,43,19,13,818.87,1240.41,NA,21415,21415,18450,02770,71580,1,1
31001009660,31,001,009660,3889,65,3748,65,55,10,8,2803,35,2685,35,36,8,4,647.11,980.23,NA,21415,21415,49590,02770,71580,1,1
31001009661,31,001,009661,2440,13,2395,13,16,9,7,2187,11,2139,11,14,7,5,504.9,764.81,NA,21415,21415,18450,02770,71580,1,1
31001009662,31,001,009662,2448,20,2425,20,0,2,1,1725,7,1709,7,0,2,0,96,135,NA,22815,10810,02780,02770,00066,1,1
31003009796,31,003,009796,2756,4,2737,4,2,7,6,1864,2,1856,2,1,3,0,53,108,NA,37210,15185,08860,NA,74910,1,1
31003009797,31,003,009797,1937,1,1930,1,0,3,2,1395,1,1390,1,0,2,1,218,548,NA,33775,33775,18480,NA,74220,1,1
31003009798,31,003,009798,3272,0,3261,0,0,10,1,2273,0,2267,0,0,5,1,25,34,NA,14730,28525,64500,NA,70050,1,1
31005009583,31,005,009583,462,0,459,0,0,2,0,343,0,342,0,0,1,0,54,199,NA,2200,90085,32550,03210,NA,1,1
31007009540,31,007,009540,852,19,829,19,1,3,0,610,11,587,11,0,1,0,125,356,NA,NA,91850,NA,NA,00067,1,1
31009009724,31,009,009724,675,0,671,0,1,1,0,487,0,485,0,1,1,0,25,78,NA,6260,90355,06010,NA,76380,1,1
