GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
09003004162,3501,1593,1356,1593,504,5,40,3171,834,1120,834,344,5,34,550.44,389.11,NA,50370,50440,NA,NA,02670,5,6
09003004163,3536,256,3043,256,204,7,19,3049,186,2507,186,151,6,13,529.26,374.14,NA,50370,50440,NA,NA,02670,5,6
09003004164,3425,72,3273,72,59,3,18,2875,49,2715,49,46,3,13,499.06,352.79,NA,50370,50440,NA,NA,02670,5,6
09003004165,6143,1584,3611,1584,693,10,234,5376,923,2904,923,464,7,155,933.19,659.68,NA,50370,50440,NA,NA,02670,5,6
09003004166,3063,736,1954,736,348,4,21,2691,407,1638,407,221,4,14,467.12,330.21,NA,50370,50440,NA,NA,02670,5,6
09003004167,7281,1267,4858,1267,822,15,309,6352,742,4125,742,536,11,196,1102.61,779.44,NA,50370,50440,NA,NA,02670,5,6
09003004168,2979,138,2698,138,107,2,34,2619,102,2312,102,74,2,27,454.62,321.37,NA,50370,50440,NA,NA,02670,5,6
09003004171,2030,892,903,892,177,10,30,2099,559,803,559,143,10,25,364.35,257.56,NA,50370,50440,NA,NA,02670,5,6
09003004172,1551,100,1328,100,68,2,53,1419,62,1186,62,59,2,48,246.32,174.12,NA,50370,50440,NA,NA,02670,5,6
09003004173,1940,50,1737,50,114,1,38,1953,49,1706,49,112,1,36,339.01,239.65,NA,50370,50440,NA,NA,02670,5,6
09003004174,3022,157,2495,157,257,6,104,2775,112,2263,112,205,4,79,481.7,340.52,NA,50370,50440,NA,NA,02670,5,6
09003004175,4713,110,4476,110,72,2,52,4005,82,3750,82,53,2,36,695.21,491.45,NA,50370,50440,NA,NA,02670,5,6
09003004204,3429,31,3335,31,31,4,28,2661,20,2585,20,17,2,17,529.8,532.66,NA,NA,60120,NA,NA,03300,5,6
09003004205,4809,139,4439,139,181,4,39,3892,105,3513,105,133,4,32,774.88,779.07,NA,8420,60120,NA,NA,03300,5,6
09003004206,5689,130,5325,130,152,4,68,4757,91,4409,91,111,3,52,947.1,952.22,NA,NA,60120,NA,NA,03300,5,6
09003004207,3335,70,3193,70,43,4,24,2633,55,2473,55,31,4,15,524.22,527.05,NA,NA,60120,NA,NA,03300,5,6
09003004301,3873,64,3750,64,30,4,21,3060,42,2946,42,17,2,11,589.26,710.14,NA,NA,70550,NA,NA,04230,5,6
09003004304,4162,64,4031,64,34,3,25,3178,45,3041,45,29,3,15,611.99,737.53,NA,NA,70550,NA,NA,04230,5,6
09003004305,5703,79,5535,79,58,11,17,4320,53,4149,53,47,11,7,831.9,1002.55,NA,NA,70550,NA,NA,04230,5,6
09003004601,2292,32,2191,32,17,1,50,1922,21,1835,21,11,0,34,347.03,488.91,NA,82660,27600,NA,NA,01560,5,6
09003004603,8434,80,8091,80,99,7,152,6357,53,6072,53,72,7,100,1147.79,1617.05,NA,NA,27600,NA,NA,01560,5,6
09003004663,4703,63,4538,63,39,1,61,3522,40,3380,40,21,1,40,659.68,1240.66,NA,69010,68940,NA,NA,04110,5,6
09003004664,2372,17,2291,17,30,3,31,1799,13,1735,13,23,2,13,336.96,633.71,NA,75100,68940,NA,NA,04110,5,6
09003004701,4302,51,4168,51,63,4,16,3331,34,3198,34,50,4,11,612,1015,NA,87140,22070,NA,NA,01170,5,6
09003004711,4008,187,943,187,2824,6,39,3168,126,807,126,2068,5,36,839.15,538.39,NA,6050,5910,NA,NA,00330,2,1
09003004712,3445,108,1160,108,2080,18,69,2828,66,1045,66,1573,12,66,749.09,480.61,NA,6050,5910,NA,NA,00330,2,1
09003004713,4502,125,2992,125,1291,3,82,3862,86,2694,86,936,2,58,1022.98,656.33,NA,NA,5910,NA,NA,00330,2,1
09003004714,5148,79,4286,79,723,5,45,4387,58,3730,58,505,4,32,1162.05,745.56,NA,75100,5910,NA,NA,00330,2,1
09003004715,2380,91,1205,91,1044,3,36,1913,60,1047,60,718,3,25,506.72,325.11,NA,NA,5910,NA,NA,00330,2,1
09003004731,6259,239,4114,239,1767,11,122,4920,154,3299,154,1228,8,77,1014.74,1040.25,NA,NA,87000,NA,NA,05220,2,1
09003004734,1902,21,1708,21,127,3,43,1568,13,1411,13,94,3,34,323.4,331.53,NA,NA,87000,NA,NA,05220,2,1
09003004737,5310,197,3961,197,1064,0,80,4253,128,3208,128,727,0,62,877.18,899.23,NA,NA,87000,NA,NA,05220,2,1
09003004738,1954,169,1019,169,702,9,51,1586,100,834,100,505,7,40,327.11,335.33,NA,NA,87000,NA,NA,05220,2,1
09003004761,3932,68,3722,68,56,8,77,3197,52,2995,52,44,6,48,724.1,690.67,NA,87140,87070,NA,NA,05250,5,6
09003004762,3022,20,2938,20,34,3,26,2424,12,2349,12,27,3,21,549.02,523.67,NA,87140,87070,NA,NA,05250,5,6
09003004763,5404,75,5126,75,88,5,110,4419,55,4165,55,65,3,76,1000.88,954.66,NA,87140,87070,NA,NA,05250,5,6
09003004772,2912,16,2866,16,21,2,6,2147,13,2102,13,14,2,3,371.93,648.66,NA,NA,74540,NA,NA,04470,5,6
09003004801,1457,433,376,433,643,4,1,1889,433,375,433,643,4,1,343.24,343.76,NA,NA,25990,NA,NA,01470,5,6
09003004802,4240,36,4133,36,26,6,39,3247,19,3156,19,19,6,28,589.99,590.9,NA,68450,25990,NA,NA,01470,5,6
09003004803,2515,41,2402,41,47,5,20,1989,29,1881,29,33,4,13,361.41,361.96,NA,68450,25990,NA,NA,01470,5,6
09003004804,4415,64,4227,64,71,4,48,3426,49,3235,49,54,4,35,622.52,623.47,NA,68450,25990,NA,NA,01470,5,6
09003004805,3190,29,3110,29,14,0,37,2505,23,2426,23,9,0,24,455.17,455.87,NA,75940,25990,NA,NA,01470,5,6
09003004806,4605,201,4212,201,113,7,67,3541,117,3190,117,75,6,36,643.42,644.4,NA,75940,25990,NA,NA,01470,5,6
09003004807,2236,12,2207,12,10,0,7,1830,5,1810,5,5,0,5,332.52,333.03,NA,75940,25990,NA,NA,01470,5,6
09003004808,4555,30,4448,30,23,6,48,3614,23,3511,23,21,5,31,656.68,657.68,NA,37770,25990,NA,NA,01470,5,6
09003004809,2587,55,2424,55,69,1,36,2016,41,1859,41,51,1,23,366.32,366.88,NA,37770,25990,NA,NA,01470,5,6
09003004810,3639,16,3524,16,42,4,51,2575,11,2491,11,28,3,31,467.89,468.6,NA,NA,25990,NA,NA,01470,5,6
09003004811,4386,51,4252,51,29,2,51,3402,32,3295,32,16,2,25,618.16,619.1,NA,71460,25990,NA,NA,01470,5,6
09003004812,4450,43,4308,43,48,9,42,3492,30,3353,30,41,7,31,634.51,635.48,NA,71460,25990,NA,NA,01470,5,6
09003004813,3257,28,3183,28,24,0,22,2505,21,2434,21,15,0,14,455.17,455.87,NA,71460,25990,NA,NA,01470,5,6
09003004841,5313,75,4951,75,203,23,58,4397,51,4092,51,153,13,37,747.26,808.62,NA,NA,24800,NA,NA,01350,2,1
09003004842,4768,89,4450,89,139,16,73,3629,47,3382,47,95,8,50,616.74,667.38,NA,8770,24800,NA,NA,01350,2,1
09003004871,6470,118,6031,118,135,16,169,4805,79,4429,79,102,12,104,982.78,1266.3,NA,NA,71390,NA,NA,04170,2,1
09003004872,6761,72,6404,72,108,12,165,4925,48,4642,48,81,10,96,1007.33,1297.92,NA,NA,71390,NA,NA,04170,2,1
09003004873,1095,13,1052,13,12,0,18,882,9,846,9,7,0,11,180.4,232.44,NA,NA,71390,NA,NA,04170,2,1
09003004874,2155,58,1984,58,65,7,41,1736,38,1569,38,53,6,32,355.07,457.5,NA,NA,71390,NA,NA,04170,2,1
09003004875,5609,109,5170,109,182,5,141,4549,75,4158,75,144,5,92,930.42,1198.83,NA,NA,71390,NA,NA,04170,2,1
09003004901,5211,93,4909,93,113,8,85,4515,74,4206,74,95,5,61,907.95,925.85,NA,NA,65370,NA,NA,03840,2,1
09003004902,653,2,602,2,45,4,0,654,2,602,2,45,3,0,131.52,134.11,NA,NA,65370,NA,NA,03840,2,1
09003004921,3403,46,3317,46,27,3,10,2771,32,2672,32,24,3,8,570.05,768.11,NA,84970,84900,NA,NA,05070,2,1
09003004922,4321,76,4142,76,53,10,36,3475,37,3340,37,31,7,23,714.87,963.26,NA,84970,84900,NA,NA,05070,2,1
09003004923,5351,148,5025,148,106,10,58,4633,112,4283,112,75,7,44,953.09,1284.25,NA,84970,84900,NA,NA,05070,2,1
09003004924,2810,53,2708,53,30,2,17,2346,34,2247,34,21,2,8,482.62,650.3,NA,84970,84900,NA,NA,05070,2,1
09003004925,3004,24,2942,24,7,0,31,2422,16,2367,16,4,0,19,498.25,671.37,NA,84970,84900,NA,NA,05070,2,1
09003004926,6778,75,6601,75,49,5,45,5688,57,5506,57,40,5,23,1170.13,1576.7,NA,84970,84900,NA,NA,05070,2,1
09003004941,5074,126,4723,126,112,7,99,4141,88,3828,88,73,4,60,926.97,943.71,NA,52210,52140,NA,NA,02880,2,1
09003004943,3843,57,3693,57,49,4,40,3130,39,2991,39,34,3,24,700.66,713.31,NA,52210,52140,NA,NA,02880,2,1
09003004944,4774,74,4650,74,13,6,31,3970,47,3836,47,11,6,23,888.69,904.74,NA,52210,52140,NA,NA,02880,2,1
09003004945,4717,104,4478,104,61,3,67,3930,78,3681,78,49,2,42,879.74,895.62,NA,52210,52140,NA,NA,02880,2,1
09003004946,3287,110,3103,110,32,1,41,2829,88,2599,88,25,1,28,633.28,644.71,NA,52210,52140,NA,NA,02880,2,1
09003004961,2546,390,1688,390,325,5,127,2204,243,1422,243,196,4,96,575.08,568.82,NA,82660,82590,NA,NA,04920,2,1
09003004962,4589,165,4145,165,57,4,217,3882,120,3441,120,38,4,159,1012.91,1001.88,NA,82660,82590,NA,NA,04920,2,1
09003004963,3277,91,3056,91,44,4,80,2660,59,2449,59,29,4,60,694.06,686.51,NA,82660,82590,NA,NA,04920,2,1
09003004964,3027,35,2891,35,22,1,78,2417,20,2310,20,15,1,51,630.66,623.79,NA,82660,82590,NA,NA,04920,2,1
09003004965,2715,35,2622,35,27,3,28,2071,25,1983,25,18,3,17,540.38,534.49,NA,82660,82590,NA,NA,04920,2,1
09003004966,2360,45,2261,45,19,4,27,1960,29,1868,29,10,3,21,511.41,505.85,NA,82660,82590,NA,NA,04920,2,1
09003004967,3379,198,2921,198,103,1,151,2980,138,2508,138,85,1,110,777.56,769.09,NA,82660,82590,NA,NA,04920,2,1
09003004968,3150,179,2697,179,119,1,147,2702,126,2281,126,75,1,93,705.02,697.34,NA,82660,82590,NA,NA,04920,2,1
09003004969,6079,301,5346,301,161,7,256,5316,211,4601,211,107,5,181,1387.08,1371.98,NA,82660,82590,NA,NA,04920,2,1
09003004970,4350,101,4134,101,42,0,71,3259,59,3067,59,36,0,38,850.36,841.1,NA,82660,82590,NA,NA,04920,2,1
09003004971,4048,118,3773,118,71,6,79,3519,84,3229,84,59,3,60,918.2,908.2,NA,82660,82590,NA,NA,04920,2,1
09003004972,2335,37,2218,37,41,0,39,2089,31,1967,31,36,0,24,545.07,539.14,NA,82660,82590,NA,NA,04920,2,1
09003004973,4721,57,4426,57,102,2,120,3860,47,3591,47,84,0,91,1007.17,996.21,NA,82660,82590,NA,NA,04920,2,1
09003004974,3810,58,3640,58,45,0,67,2947,30,2816,30,26,0,45,768.95,760.58,NA,82660,82590,NA,NA,04920,2,1
09003004975,3554,36,3392,36,37,2,86,2878,25,2740,25,26,2,60,750.94,742.77,NA,82660,82590,NA,NA,04920,2,1
09003004976,2340,32,2250,32,21,0,36,1846,17,1770,17,18,0,24,481.67,476.42,NA,82660,82590,NA,NA,04920,2,1
09003004977,3825,13,3711,13,26,0,71,3041,12,2952,12,18,0,47,793.47,784.84,NA,82660,82590,NA,NA,04920,2,1
09003005001,3732,2004,1226,2004,436,6,49,3827,1199,1083,1199,307,5,34,585.78,183.36,NA,37000,37070,NA,NA,01920,2,1
09003005002,2835,1557,807,1557,374,6,80,2918,956,700,956,237,5,64,446.65,139.81,NA,37000,37070,NA,NA,01920,2,1
09003005003,3332,2100,618,2100,531,9,70,3590,1281,583,1281,377,7,61,549.51,172,NA,37000,37070,NA,NA,01920,2,1
09003005004,3028,1990,327,1990,662,10,28,3010,1140,300,1140,405,8,17,460.73,144.21,NA,37000,37070,NA,NA,01920,2,1
09003005005,1473,421,624,421,411,7,5,1582,307,619,307,340,4,5,242.15,75.8,NA,37000,37070,NA,NA,01920,2,1
09003005006,281,55,126,55,95,2,2,322,50,124,50,94,2,2,49.29,15.43,NA,37000,37070,NA,NA,01920,2,1
09003005007,930,462,143,462,321,3,1,1303,437,137,437,289,2,1,199.44,62.43,NA,37000,37070,NA,NA,01920,2,1
09003005008,656,334,1,334,314,1,0,627,203,1,203,219,1,0,95.97,30.04,NA,37000,37070,NA,NA,01920,2,1
09003005009,2111,1106,8,1106,978,2,4,1609,517,8,517,564,1,2,246.28,77.09,NA,37000,37070,NA,NA,01920,2,1
09003005010,3291,1337,28,1337,1902,12,2,2387,624,22,624,1106,9,2,365.37,114.37,NA,37000,37070,NA,NA,01920,2,1
09003005011,1209,65,52,65,1072,12,7,1010,37,44,37,876,11,5,154.6,48.39,NA,37000,37070,NA,NA,01920,2,1
09003005012,2958,439,13,439,2488,6,3,2082,217,8,217,1631,6,3,318.68,99.75,NA,37000,37070,NA,NA,01920,2,1
09003005013,2487,1044,32,1044,1405,1,0,2017,559,25,559,874,0,0,308.73,96.64,NA,37000,37070,NA,NA,01920,2,1
09003005014,3844,639,23,639,3145,7,1,2875,369,17,369,2113,6,1,440.06,137.75,NA,37000,37070,NA,NA,01920,2,1
09003005015,4059,186,67,186,3780,9,7,3029,111,65,111,2730,7,5,463.64,145.12,NA,37000,37070,NA,NA,01920,2,1
09003005016,224,194,11,194,19,0,0,243,112,7,112,12,0,0,37.19,11.64,NA,37000,37070,NA,NA,01920,2,1
09003005017,1678,1035,18,1035,604,3,4,1495,543,18,543,385,2,4,228.83,71.63,NA,37000,37070,NA,NA,01920,2,1
09003005018,3424,1584,36,1584,1779,7,1,2940,881,27,881,1146,4,1,450.01,140.86,NA,37000,37070,NA,NA,01920,2,1
09003005019,498,309,139,309,45,1,3,562,199,125,199,35,1,3,86.02,26.93,NA,37000,37070,NA,NA,01920,2,1
09003005020,431,174,214,174,40,0,1,492,127,204,127,33,0,1,75.31,23.57,NA,37000,37070,NA,NA,01920,2,1
09003005021,698,44,500,44,146,0,8,733,44,498,44,139,0,8,112.2,35.12,NA,37000,37070,NA,NA,01920,2,1
09003005022,725,149,249,149,291,4,28,703,107,231,107,227,4,27,107.61,33.68,NA,37000,37070,NA,NA,01920,2,1
09003005023,4675,412,4153,412,69,7,30,4171,279,3533,279,49,6,25,638.44,199.84,NA,37000,37070,NA,NA,01920,2,1
09003005024,4770,1036,3447,1036,191,2,79,4382,632,2929,632,125,2,62,670.73,209.95,NA,37000,37070,NA,NA,01920,2,1
09003005025,1659,356,1106,356,169,3,19,1602,251,969,251,113,3,15,245.21,76.75,NA,37000,37070,NA,NA,01920,2,1
09003005026,2931,470,2350,470,86,0,22,2756,309,2061,309,60,0,17,421.85,132.04,NA,37000,37070,NA,NA,01920,2,1
09003005027,5910,2053,3063,2053,658,7,93,6033,1292,2874,1292,485,7,83,923.44,289.05,NA,37000,37070,NA,NA,01920,2,1
09003005028,3883,2995,451,2995,333,17,52,3932,1652,386,1652,193,15,34,601.85,188.39,NA,37000,37070,NA,NA,01920,2,1
09003005029,3683,2532,714,2532,315,2,102,3968,1502,674,1502,222,2,66,607.36,190.11,NA,37000,37070,NA,NA,01920,2,1
09003005030,3092,1931,741,1931,388,0,18,2985,1027,666,1027,253,0,12,456.9,143.02,NA,37000,37070,NA,NA,01920,2,1
09003005031,4824,1030,1808,1030,1813,16,125,4795,727,1760,727,1455,16,110,733.95,229.74,NA,37000,37070,NA,NA,01920,2,1
09003005032,166,24,80,24,58,2,2,165,12,79,12,58,2,2,25.26,7.91,NA,37000,37070,NA,NA,01920,2,1
09003005033,3183,748,396,748,1948,19,56,3021,543,376,543,1492,16,51,462.41,144.74,NA,37000,37070,NA,NA,01920,2,1
09003005034,2899,515,293,515,1979,14,95,2363,314,272,314,1386,12,65,361.69,113.22,NA,37000,37070,NA,NA,01920,2,1
09003005035,2343,539,22,539,1751,5,16,1656,261,13,261,1106,5,10,253.48,79.34,NA,37000,37070,NA,NA,01920,2,1
09003005036,1302,88,645,88,535,3,28,1111,74,540,74,404,3,16,170.06,53.23,NA,37000,37070,NA,NA,01920,2,1
09003005037,3314,269,100,269,2896,8,20,2464,176,83,176,2008,6,15,377.15,118.05,NA,37000,37070,NA,NA,01920,2,1
09003005038,4506,267,2300,267,1817,14,42,3850,191,2289,191,1125,12,42,589.3,184.46,NA,37000,37070,NA,NA,01920,2,1
09003005039,5795,165,230,165,5352,16,21,4454,111,224,111,3983,10,15,681.75,213.4,NA,37000,37070,NA,NA,01920,2,1
09003005040,3778,156,217,156,3367,17,15,2905,111,181,111,2480,13,9,444.66,139.18,NA,37000,37070,NA,NA,01920,2,1
09003005041,1698,661,785,661,201,0,47,1655,416,662,416,126,0,35,253.32,79.29,NA,37000,37070,NA,NA,01920,2,1
09003005042,4905,925,2543,925,1274,21,129,4864,662,2339,662,1065,14,122,744.51,233.04,NA,37000,37070,NA,NA,01920,2,1
09003005043,3364,1387,1414,1387,365,12,161,3267,851,1200,851,250,8,107,500.06,156.53,NA,37000,37070,NA,NA,01920,2,1
09003005044,3817,669,2439,669,536,13,146,3608,464,2155,464,401,11,113,552.26,172.87,NA,37000,37070,NA,NA,01920,2,1
09003005045,3415,1373,1285,1373,712,3,21,3360,847,1117,847,532,2,15,514.3,160.98,NA,37000,37070,NA,NA,01920,2,1
09003005046,4060,2744,171,2744,1092,9,29,3382,1329,123,1329,579,7,15,517.67,162.04,NA,37000,37070,NA,NA,01920,2,1
09003005047,2267,582,1369,582,248,6,49,2063,357,1146,357,160,6,37,315.77,98.84,NA,37000,37070,NA,NA,01920,2,1
09003005048,4114,402,3580,402,98,3,23,3764,276,3120,276,70,3,19,576.14,180.34,NA,37000,37070,NA,NA,01920,2,1
09003005049,5482,2580,1650,2580,1136,5,89,5177,1521,1386,1521,682,5,62,792.42,248.04,NA,37000,37070,NA,NA,01920,2,1
09003005101,2130,60,1946,60,96,0,26,1779,41,1604,41,74,0,19,377.66,282.16,NA,22700,22630,NA,NA,01260,2,1
09003005102,2358,152,1960,152,191,0,55,2092,106,1696,106,147,0,37,444.11,331.8,NA,22700,22630,NA,NA,01260,2,1
09003005103,4161,403,2938,403,702,15,86,3371,259,2344,259,437,12,60,715.62,534.66,NA,22700,22630,NA,NA,01260,2,1
09003005104,4846,489,3608,489,581,7,155,4188,336,3002,336,385,7,122,889.06,664.24,NA,22700,22630,NA,NA,01260,2,1
09003005105,3312,257,2396,257,567,6,78,2974,183,2102,183,432,5,69,631.34,471.69,NA,22700,22630,NA,NA,01260,2,1
09003005106,4852,443,3616,443,663,20,99,4072,287,2979,287,431,14,74,864.44,645.84,NA,22700,22630,NA,NA,01260,2,1
09003005107,5130,219,4463,219,316,5,123,4202,137,3640,137,201,3,84,892.03,666.46,NA,22700,22630,NA,NA,01260,2,1
09003005108,3377,179,2831,179,288,10,62,2933,126,2434,126,188,10,49,622.64,465.19,NA,22700,22630,NA,NA,01260,2,1
09003005109,4041,133,3785,133,59,5,58,3368,95,3093,95,40,3,42,714.99,534.18,NA,22700,22630,NA,NA,01260,2,1
09003005110,3711,90,3528,90,54,8,30,3050,61,2858,61,40,8,22,647.48,483.74,NA,22700,22630,NA,NA,01260,2,1
09003005111,3560,110,3371,110,44,2,32,3094,74,2900,74,26,1,19,656.82,490.72,NA,22700,22630,NA,NA,01260,2,1
09003005112,3199,252,2622,252,216,5,103,2609,168,2063,168,142,4,64,553.86,413.8,NA,22700,22630,NA,NA,01260,2,1
09003005113,3268,164,2661,164,271,4,140,2792,109,2252,109,203,3,116,592.71,442.82,NA,22700,22630,NA,NA,01260,2,1
09003005114,2507,55,2359,55,30,5,57,2022,40,1881,40,17,3,41,429.25,320.7,NA,22700,22630,NA,NA,01260,2,1
09003005141,6088,129,5590,129,253,10,99,4852,91,4419,91,168,6,77,1051.78,1107.84,NA,NA,44700,NA,NA,02310,2,1
09003005142,2806,82,2500,82,144,10,67,2230,51,1997,51,84,7,40,483.4,509.17,NA,NA,44700,NA,NA,02310,2,1
09003005143,4499,52,4303,52,62,6,76,3510,38,3345,38,39,2,48,760.87,801.43,NA,13435,44700,NA,NA,02310,2,1
09003005144,4812,108,4478,108,157,2,61,3832,60,3584,60,90,2,36,830.67,874.95,NA,13435,44700,NA,NA,02310,2,1
09003005145,4541,115,4166,115,131,3,120,3678,84,3337,84,86,1,86,797.29,839.78,NA,13435,44700,NA,NA,02310,2,1
09003005146,5145,162,4675,162,209,12,77,4242,98,3849,98,137,9,51,919.55,968.56,NA,13435,44700,NA,NA,02310,2,1
09003005147,4129,150,3635,150,257,24,58,3448,109,3009,109,165,16,40,747.43,787.27,NA,13435,44700,NA,NA,02310,2,1
09003005148,3383,79,3146,79,127,3,27,2594,41,2416,41,74,3,19,562.31,592.28,NA,13435,44700,NA,NA,02310,2,1
09003005149,3132,49,3036,49,34,6,7,2542,36,2438,36,21,5,6,551.03,580.41,NA,13435,44700,NA,NA,02310,2,1
09003005150,2811,21,2729,21,33,1,27,2319,14,2248,14,22,1,20,502.69,529.49,NA,13435,44700,NA,NA,02310,2,1
09003005152,3000,24,2905,24,33,4,30,2325,16,2246,16,26,1,20,503.99,530.86,NA,NA,44700,NA,NA,02310,2,1
09003005201,5315,80,4976,80,50,7,201,3891,56,3606,56,37,5,131,820.54,1198.72,NA,NA,31240,NA,NA,01620,2,1
09003005203,7428,325,6765,325,126,12,195,6164,191,5571,191,69,12,130,1299.88,1898.97,NA,31270,31240,NA,NA,01620,2,1
09003005204,6576,72,6374,72,27,2,94,5257,47,5078,47,23,2,60,1108.61,1619.55,NA,31270,31240,NA,NA,01620,2,1
09003005241,5535,68,5383,68,52,4,27,4008,40,3868,40,40,4,16,881,1076,NA,75200,45820,02370,03750,NA,2,1
09003406001,4700,449,3975,449,239,4,28,3657,221,3063,221,130,3,19,714.64,662.16,NA,8420,8490,NA,NA,00510,5,6
09003406002,5141,46,4972,46,58,5,55,4107,36,3943,36,48,3,41,802.58,743.64,NA,8420,8490,NA,NA,00510,5,6
09003430201,3167,46,3050,46,35,1,35,2544,36,2420,36,28,1,23,489.9,590.39,NA,NA,70550,NA,NA,04230,5,6
09003430202,4142,48,4012,48,27,1,49,3098,32,2978,32,23,1,32,596.58,718.96,NA,NA,70550,NA,NA,04230,5,6
09003430203,3708,49,3617,49,18,1,23,2873,30,2793,30,9,1,10,553.25,666.74,NA,NA,70550,NA,NA,04230,5,6
09003430301,2878,31,2793,31,21,4,29,2227,22,2148,22,14,4,17,428.85,516.83,NA,NA,70550,NA,NA,04230,5,6
09003430302,2987,18,2929,18,23,0,17,2256,12,2206,12,17,0,9,434.44,523.56,NA,NA,70550,NA,NA,04230,5,6
09003430601,4370,74,4216,74,63,4,12,3509,51,3352,51,43,3,9,675.73,814.34,NA,NA,70550,NA,NA,04230,5,6
09003430602,3541,35,3457,35,21,2,24,2680,24,2601,24,14,1,16,516.09,621.95,NA,NA,70550,NA,NA,04230,5,6
09003460201,6630,80,6287,80,119,5,132,5396,58,5103,58,81,3,93,974.27,1372.6,NA,NA,27600,NA,NA,01560,5,6
09003460202,3257,48,3083,48,34,7,84,2730,36,2564,36,28,5,61,492.91,694.44,NA,50370,27600,NA,NA,01560,5,6
09003462101,5680,31,5502,31,46,8,88,4454,20,4311,20,35,5,63,774.1,1478.19,NA,NA,2060,NA,NA,00120,5,6
09003462102,1891,13,1831,13,13,0,34,1395,11,1342,11,8,0,23,242.45,462.97,NA,NA,2060,NA,NA,00120,5,6
09003462201,4406,50,4267,50,40,3,45,3473,41,3334,41,23,3,31,603.6,1152.62,NA,NA,2060,NA,NA,00120,5,6
09003462202,1960,24,1863,24,29,1,42,1685,20,1589,20,22,1,33,292.85,559.22,NA,NA,2060,NA,NA,00120,5,6
09003464101,4417,51,4315,51,23,0,28,3345,33,3248,33,14,0,17,656.2,959.58,NA,12370,12270,NA,NA,00690,5,6
09003464102,3851,38,3750,38,24,3,32,3083,28,2982,28,19,2,24,604.8,884.42,NA,16120,12270,NA,NA,00690,5,6
09003466101,3504,53,3361,53,20,2,66,2714,41,2567,41,15,2,48,508.34,956.03,NA,80770,68940,NA,NA,04110,5,6
09003466102,4666,52,4484,52,39,1,90,3501,38,3334,38,32,1,58,655.75,1233.26,NA,80770,68940,NA,NA,04110,5,6
09003466201,2141,22,2041,22,19,0,59,1531,9,1456,9,17,0,40,286.76,539.31,NA,69010,68940,NA,NA,04110,5,6
09003466202,4637,47,4504,47,24,1,61,3489,29,3375,29,19,1,36,653.5,1229.03,NA,83990,68940,NA,NA,04110,5,6
09003468101,5798,65,5663,65,23,8,38,4290,41,4161,41,18,6,23,709.04,1325.27,NA,54660,32640,01950,NA,01680,5,6
09003468102,3604,24,3525,24,21,8,26,2783,15,2716,15,17,4,16,459.96,859.73,NA,66455,32640,NA,NA,01680,5,6
09003473501,3771,74,3282,74,264,0,142,2744,49,2387,49,174,0,85,565.95,580.17,NA,NA,87000,NA,NA,05220,2,1
09003473502,2965,91,2620,91,184,2,68,2346,62,2029,62,136,2,55,483.86,496.02,NA,NA,87000,NA,NA,05220,2,1
09003473601,3514,98,3008,98,315,6,87,2729,65,2295,65,245,4,55,562.85,577,NA,NA,87000,NA,NA,05220,2,1
09003473602,2142,64,1753,64,255,4,64,1842,50,1508,50,190,3,41,379.91,389.46,NA,NA,87000,NA,NA,05220,2,1
09003477101,3388,10,3315,10,28,3,31,2639,5,2588,5,22,3,16,457.16,797.31,NA,74655,74540,NA,NA,04470,5,6
09003477102,5127,72,4826,72,124,3,100,3919,48,3673,48,91,3,56,678.9,1184.03,NA,74655,74540,NA,NA,04470,5,6
09003490301,5789,106,5502,106,114,2,61,4736,75,4450,75,91,2,43,952.39,971.16,NA,NA,65370,NA,NA,03840,2,1
09003490302,4901,125,4511,125,140,5,118,3969,92,3583,92,108,5,89,798.15,813.88,NA,84970,65370,NA,NA,03840,2,1
09003494201,5129,64,4879,64,80,9,96,4119,50,3879,50,59,9,72,922.05,938.7,NA,52210,52140,NA,NA,02880,2,1
09003494202,2368,77,2193,77,59,5,31,1879,54,1704,54,40,4,23,420.62,428.21,NA,52210,52140,NA,NA,02880,2,1
09003515101,2505,28,2406,28,58,0,12,2078,18,1993,18,39,0,10,450.45,474.46,NA,NA,44700,NA,NA,02310,2,1
09003515102,4767,230,3931,230,430,7,165,3633,148,2919,148,298,6,114,787.53,829.51,NA,NA,44700,NA,NA,02310,2,1
09003520201,2477,22,2380,22,6,1,64,1845,17,1764,17,4,1,42,389.08,568.4,NA,NA,31240,NA,NA,01620,2,1
09003520202,2205,21,2127,21,11,1,45,1588,14,1522,14,8,1,29,334.88,489.22,NA,NA,31240,NA,NA,01620,2,1
09003520501,3016,31,2917,31,21,2,44,2350,15,2273,15,19,1,27,495.57,723.97,NA,NA,31240,NA,NA,01620,2,1
09003520502,884,11,855,11,4,0,14,666,10,631,10,4,0,11,140.45,205.18,NA,NA,31240,NA,NA,01620,2,1
09005002501,1654,17,1611,17,7,5,14,1316,12,1276,12,4,4,8,278,501,NA,NA,8210,NA,NA,03530,5,6
09005002531,4117,106,3849,106,90,19,46,3184,65,2950,65,57,15,32,392.57,769.59,NA,52560,52630,NA,NA,02850,5,6
