GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
38017000901,5897,39,5809,39,9,18,22,4338,21,4265,21,6,14,11,1400.69,1368.72,NA,25700,25700,NA,06780,1,1
38017000902,7490,40,7348,40,17,40,45,5765,20,5656,20,6,32,31,1861.46,1818.97,NA,25700,25700,NA,06780,1,1
38017010102,173,0,167,0,0,2,4,111,0,106,0,0,1,4,35.84,35.02,NA,25700,65860,NA,06780,1,1
38017010103,6198,65,6006,65,16,83,22,4670,46,4500,46,9,50,19,1215.96,1126.45,NA,25700,25700,NA,19410,1,1
38017010201,3457,25,3406,25,4,21,1,2301,13,2262,13,1,12,0,599.13,555.02,NA,84780,84780,NA,19410,1,1
38017010202,6491,44,6359,44,6,62,20,4555,25,4452,25,3,38,12,1186.01,1098.71,NA,84780,84780,NA,19410,1,1
38017010302,4183,23,4091,23,34,11,23,2835,11,2772,11,15,8,18,915.39,894.5,NA,25700,25700,NA,06780,1,1
38019009508,2057,0,2039,0,0,16,2,1487,0,1473,0,0,12,2,549.62,663.23,80020,53020,55780,14700,10810,1,1
38019009509,2277,5,2262,5,2,7,1,1711,5,1695,5,0,6,0,632.42,763.14,NA,44780,44780,NA,10810,1,1
38019009510,1730,3,1703,3,2,22,0,1239,1,1224,1,1,12,0,457.96,552.62,NA,70780,17580,NA,13440,1,1
38021009732,2284,8,2262,8,1,1,12,1699,4,1684,4,1,1,5,512.99,756.92,NA,58740,58740,NA,14500,1,1
38021009733,1920,0,1919,0,0,0,1,1384,0,1383,0,0,0,1,417.88,616.58,NA,26980,42500,07380,06090,1,1
38021009734,1903,25,1851,25,7,20,0,1514,13,1468,13,7,13,0,457.13,674.5,NA,23220,23220,NA,06090,1,1
38023009545,1823,2,1807,2,1,9,4,1380,0,1373,0,0,3,4,548.12,579.38,NA,16940,16940,NA,05160,1,1
38023009546,1076,5,1069,5,0,0,2,828,1,825,1,0,0,1,328.88,347.62,80020,1860,31580,NA,05160,1,1
38025009620,1638,11,1285,11,0,340,2,1138,7,926,7,0,196,2,361.07,398.69,27340,42700,42705,18600,10270,1,1
38025009621,2367,15,2311,15,0,37,4,1645,8,1604,8,0,22,3,521.93,576.31,NA,34340,92600,05190,10270,1,1
38025962298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,34350,NA,08610,1,1
38027009591,1305,0,1268,0,0,37,0,956,0,931,0,0,25,0,408.05,358.39,19445,72580,28420,NA,13850,1,1
38027009592,1646,4,1629,4,0,12,1,1258,1,1244,1,0,11,1,536.95,471.61,NA,56620,56620,NA,13850,1,1
38029009662,1339,3,1328,3,0,5,3,976,1,972,1,0,2,0,265.96,361.95,NA,36700,84668,18260,09130,1,1
38029009663,1515,0,1514,0,0,0,1,1196,0,1195,0,0,0,1,325.91,443.54,NA,46980,46980,NA,00017,1,1
38029009664,1976,4,1972,4,0,0,0,1417,1,1415,1,0,0,0,386.13,525.5,NA,76500,74120,08530,00016,1,1
38031009594,1661,0,1652,0,0,9,0,1170,0,1165,0,0,5,0,415.34,447.29,NA,49260,49300,NA,03790,1,1
38031009595,2322,10,2297,10,0,13,2,1723,4,1708,4,0,6,1,611.66,658.71,NA,12340,12340,NA,03790,1,1
38033009629,2108,1,2087,1,0,12,8,1457,0,1445,0,0,6,6,504,742,NA,5420,5460,11610,02380,1,1
38035000101,3186,37,3006,37,39,91,10,2379,24,2250,24,21,53,7,666.78,600.57,NA,32060,32060,NA,08130,1,1
38035000102,4787,58,4574,58,19,98,35,3692,35,3524,35,13,58,27,1034.78,932.03,NA,32060,32060,NA,08130,1,1
38035000103,6019,54,5649,54,34,165,110,5418,39,5109,39,29,98,104,1518.54,1367.75,NA,32060,32060,NA,08130,1,1
38035000104,3909,85,3427,85,34,194,167,2812,45,2452,45,22,104,144,788.14,709.88,NA,32060,32060,NA,08130,1,1
38035000105,937,27,820,27,25,51,13,909,25,783,25,16,48,12,254.77,229.47,NA,32060,32060,NA,08130,1,1
38035000106,2394,56,2190,56,31,111,6,1784,30,1647,30,13,59,5,500.01,450.36,NA,32060,32060,NA,08130,1,1
38035000107,2133,45,2036,45,9,31,9,1607,30,1521,30,6,15,5,450.41,405.68,NA,32060,32060,NA,08130,1,1
38035000109,2773,14,2713,14,14,17,15,2083,9,2035,9,8,10,12,583.82,525.84,NA,32060,32060,NA,08130,1,1
38035000110,2672,19,2604,19,11,28,10,1994,8,1948,8,6,18,6,558.87,503.38,NA,32060,32060,NA,08130,1,1
38035000111,4357,23,4275,23,8,7,44,3033,14,2969,14,6,4,26,850.08,765.67,NA,32060,32060,NA,08130,1,1
38035000112,4976,56,4746,56,37,109,27,3812,35,3625,35,22,71,24,1068.42,962.32,NA,32060,32060,NA,08130,1,1
38035000113,3226,61,3065,61,50,33,17,2283,26,2168,26,32,21,10,639.87,576.33,NA,32060,26020,12000,12920,1,1
38035000114,1135,19,1106,19,0,10,0,805,8,783,8,0,6,0,144,140,NA,39980,40020,NA,12920,1,1
38035000117,2677,31,2616,31,14,9,7,1810,15,1760,15,9,7,4,82,172,NA,78660,83140,06360,18280,1,1
38035000118,2063,5,2046,5,2,5,5,1489,4,1475,4,2,2,2,63,42,NA,58300,83740,06360,14340,1,1
38035010801,3755,34,3622,34,22,49,26,2661,23,2561,23,11,28,15,745.82,671.76,NA,32060,32060,NA,08130,1,1
38035010802,7222,71,6908,71,85,112,46,5811,47,5537,47,77,68,35,1628.69,1466.96,NA,32060,32060,NA,08130,1,1
38035011598,9333,329,7710,329,952,59,263,6307,205,5074,205,591,42,190,1017,876,NA,32140,51980,06360,00051,1,1
38035011697,3129,29,3015,29,27,19,39,2237,17,2157,17,16,11,19,106,54,NA,45020,45020,06360,10860,1,1
38037009657,2056,2,2028,2,0,21,5,1541,0,1529,0,0,9,3,296.39,412.7,NA,23020,85000,16950,06060,1,1
38037009658,1493,8,1473,8,1,11,0,1069,3,1054,3,0,9,0,205.61,286.3,NA,56420,21670,10890,06060,1,1
38039009684,1787,0,1784,0,0,2,1,1288,0,1285,0,0,2,1,531.19,520.67,NA,7020,48820,19950,02850,1,1
38039009685,1516,4,1502,4,0,6,4,1161,3,1151,3,0,2,2,478.81,469.33,NA,15900,15900,NA,04560,1,1
38041009647,1686,1,1685,1,0,0,0,1289,0,1289,0,0,0,0,65,79,NA,54620,54620,NA,13300,1,1
38041009648,1759,2,1743,2,0,7,6,1258,2,1252,2,0,1,1,51,87,NA,56180,56180,NA,00027,1,1
38043009666,1503,2,1497,2,0,0,4,1067,2,1061,2,0,0,2,76,77,NA,80140,14420,NA,18540,1,1
38043009667,1829,5,1824,5,0,0,0,1353,2,1349,2,0,0,0,44,113,NA,75780,75780,NA,17730,1,1
38045009721,1986,5,1979,5,0,0,2,1403,1,1401,1,0,0,0,519.19,563.2,NA,44540,44540,00033,10740,1,1
38045009722,2058,0,2057,0,0,1,0,1479,0,1479,0,0,0,0,547.32,593.71,NA,22140,22140,10230,05850,1,1
38045009723,1339,3,1332,3,0,4,0,1039,2,1032,2,0,3,0,384.49,417.08,NA,43580,57340,10230,10500,1,1
38047009725,2847,9,2832,9,1,4,1,2145,4,2133,4,1,2,1,349,502,NA,55420,21675,NA,13510,1,1
38049009556,1615,0,1609,0,0,6,0,1180,0,1175,0,0,5,0,76,84,NA,79420,57730,NA,13980,1,1
38049009557,1525,4,1513,4,3,4,1,1074,2,1064,2,3,2,1,48,65,NA,32660,18660,NA,08250,1,1
38049009558,1530,1,1523,1,1,2,3,1153,1,1148,1,1,1,1,53,32,NA,2220,4500,NA,00029,1,1
38049009559,1858,8,1848,8,0,1,1,1357,3,1350,3,0,0,1,52,53,NA,81620,81620,NA,17040,1,1
38051009728,1871,1,1861,1,0,4,5,1499,1,1490,1,0,3,4,161.64,302.84,NA,3540,21683,NA,02170,1,1
38051009729,2150,5,2141,5,1,2,1,1654,4,1644,4,1,1,0,178.36,334.16,NA,87020,58265,NA,20190,1,1
38053009623,2048,1,2010,1,0,37,0,1386,0,1367,0,0,19,0,382.49,466.7,27340,3220,13290,03150,12540,1,1
38053009624,1947,5,1892,5,1,48,1,1352,4,1320,4,1,23,0,354,595,NA,83860,83860,NA,12540,1,1
38053009625,1512,19,1479,19,1,11,2,1067,10,1038,10,0,7,2,294.46,359.29,NA,1180,74510,20340,01760,1,1
38053009626,876,29,45,29,0,802,0,493,12,34,12,0,435,0,136.05,166.01,27340,49980,21687,NA,13920,1,1
38055009603,1939,4,1929,4,0,4,2,1451,2,1444,2,0,3,0,537.38,570.62,80020,79940,21690,NA,18500,1,1
38055009604,1641,7,1579,7,0,53,1,1254,3,1214,3,0,34,0,464.42,493.15,NA,29460,29460,NA,07590,1,1
38055009605,1387,1,1374,1,1,11,0,986,0,980,0,0,6,0,365.17,387.76,80020,51380,85070,NA,07590,1,1
38055009606,788,16,338,16,1,432,1,490,5,241,5,1,237,1,181.47,192.7,27340,85660,85070,NA,14940,1,1
38055009607,1798,5,1759,5,0,33,1,1255,3,1225,3,0,23,1,464.79,493.54,NA,80660,80670,NA,18660,1,1
38055009608,2904,5,2878,5,1,16,4,1984,4,1962,4,1,12,1,734.78,780.23,NA,83700,74200,NA,19290,1,1
38057009615,1872,9,1849,9,0,9,5,1270,2,1256,2,0,7,3,108,132.85,NA,75420,21710,NA,00031,1,1
38057009616,2977,8,2875,8,4,79,11,1949,2,1899,2,1,39,6,165.74,203.88,NA,36780,36780,NA,00031,1,1
38057009617,3542,22,3411,22,7,93,8,2404,10,2325,10,4,50,5,204.43,251.47,NA,6660,6660,NA,00032,1,1
38057961498,1417,3,1358,3,1,43,12,1021,1,985,1,1,27,6,86.82,106.8,27340,31180,85075,18600,00032,1,1
38059000201,3374,14,3261,14,3,85,11,2491,10,2409,10,0,56,6,839.7,806.78,NA,49900,49900,NA,11820,1,1
38059000202,7751,33,7623,33,3,81,11,5439,17,5353,17,0,41,11,1833.46,1761.58,NA,49900,49900,NA,11820,1,1
38059000203,5455,20,5220,20,5,195,15,3567,4,3466,4,2,81,10,1202.42,1155.28,NA,49900,49900,NA,11820,1,1
38059000204,2926,0,2898,0,0,22,6,1946,0,1931,0,0,13,2,655.99,630.27,NA,26660,21720,11540,11820,1,1
38059000205,4194,7,4166,7,1,16,4,3128,1,3110,1,1,12,3,1054.43,1013.09,NA,36860,85080,16950,13870,1,1
38061009551,1256,0,1253,0,0,1,2,895,0,893,0,0,1,1,361.13,269.85,80020,62980,48340,14810,17570,1,1
38061009552,2485,13,2439,13,0,23,10,1794,6,1768,6,0,9,5,723.87,540.9,NA,75380,75380,NA,17570,1,1
38061009553,3280,12,1899,12,4,1363,2,2233,3,1428,3,2,795,2,901,673.26,27340,60940,54860,NA,13920,1,1
38063009587,1428,0,1426,0,0,2,0,1089,0,1087,0,0,2,0,270,238,NA,44300,44300,NA,10600,1,1
38063009588,1570,4,1562,4,1,2,1,1222,1,1219,1,0,0,1,271,166,19445,49580,59900,NA,18420,1,1
38063009589,1412,4,1403,4,1,2,2,1075,2,1070,2,0,1,0,201,114,NA,2380,61900,NA,18750,1,1
38065009612,2381,4,2338,4,0,39,0,1583,2,1553,2,0,26,0,375,462,NA,13180,21730,17400,04040,1,1
38067009501,1657,10,1635,10,1,8,3,1174,4,1157,4,1,6,2,335.93,409.14,NA,61580,61620,NA,15030,1,1
38067009502,2046,10,1924,10,0,110,2,1477,3,1394,3,0,76,1,422.63,514.74,NA,82980,82980,NA,19080,1,1
38067009503,1546,13,1520,13,1,5,7,1163,6,1142,6,1,5,3,332.78,405.31,NA,12940,12940,NA,00018,1,1
38067009504,1942,6,1919,6,12,5,0,1362,5,1341,5,8,3,0,389.72,474.66,NA,17060,17100,NA,00018,1,1
38067009505,2047,48,1980,48,0,18,0,1527,38,1443,38,0,8,0,436.94,532.16,NA,20340,70300,NA,05340,1,1
38069009561,1898,1,1882,1,0,14,1,1397,1,1386,1,0,9,0,195.86,173.98,NA,68860,58080,NA,16130,1,1
38069009562,3154,0,3129,0,2,9,14,2369,0,2354,0,2,7,6,332.14,295.02,NA,68860,68860,NA,16130,1,1
38071009570,1764,4,1733,4,1,21,5,1338,1,1319,1,1,13,3,65,43,19445,22340,25660,NA,05950,1,1
38071009571,1836,6,1818,6,0,10,2,1306,0,1297,0,0,7,2,95,127,19445,14140,16340,NA,05040,1,1
38071009572,2105,12,1949,12,5,127,9,1562,8,1474,8,2,63,7,508.65,495.39,NA,19420,19420,NA,05040,1,1
38071009573,2028,8,1913,8,6,93,7,1418,5,1349,5,2,51,6,461.76,449.72,19445,19420,16660,NA,05040,1,1
38071009574,2194,7,1932,7,1,247,6,1650,4,1504,4,1,134,3,537.31,523.3,NA,19420,19420,NA,05040,1,1
38071009575,2754,12,2656,12,7,79,0,2086,8,2020,8,3,47,0,679.29,661.58,NA,19420,19420,NA,05040,1,1
38073009689,1888,17,1861,17,3,7,0,1414,12,1385,12,2,3,0,148,122,NA,24260,24260,16380,16740,1,1
38073009690,1699,2,1692,2,1,0,3,1211,0,1208,0,1,0,2,85,80,NA,27580,27620,00033,11430,1,1
38073009691,2334,5,2319,5,0,6,4,1781,4,1767,4,0,6,0,499,512,NA,47100,47100,NA,11430,1,1
38075009528,1508,3,1484,3,6,14,1,1094,0,1082,0,2,9,1,409.41,434.73,NA,53780,53780,NA,00020,1,1
38075009529,1652,3,1622,3,8,9,10,1196,3,1172,3,4,7,7,447.59,475.27,NA,30580,25140,05220,07850,1,1
38077009707,1905,0,1894,0,0,7,2,1348,0,1344,0,0,2,2,426.09,457.91,NA,82780,15220,NA,00036,1,1
38077009708,2376,6,2358,6,1,10,1,1688,4,1669,4,1,9,1,533.56,573.4,NA,87740,21260,NA,20310,1,1
38077009709,4766,17,4411,17,9,276,53,3497,7,3375,7,9,59,40,1105.36,1187.91,NA,82660,82660,NA,19020,1,1
38077009710,4062,19,3921,19,9,98,13,3001,15,2890,15,6,67,8,948.58,1019.42,NA,82660,82660,NA,19020,1,1
38077009711,1594,2,1585,2,0,1,6,1108,1,1103,1,0,1,2,350.22,376.38,43995,25300,76940,NA,19020,1,1
38077009712,1851,2,1845,2,0,1,3,1387,2,1379,2,0,1,3,438.41,471.16,43995,34900,34900,02610,08710,1,1
38077009713,1594,0,1581,0,2,7,4,1230,0,1222,0,1,4,3,388.79,417.82,43995,46460,20740,02610,11140,1,1
38079009516,1595,4,1292,4,11,282,5,1139,1,948,1,6,180,3,206.38,51.36,NA,67820,67820,NA,13400,1,1
38079009517,4195,18,1196,18,3,2973,4,2498,6,881,6,2,1600,3,452.62,112.64,80020,21020,58125,NA,05460,1,1
38079009518,4940,31,217,31,11,4677,1,2906,14,178,14,6,2693,1,851,167,80020,5740,80030,NA,02530,1,1
38079009519,2042,12,1499,12,3,525,3,1377,5,1096,5,0,270,1,182,140,80020,67780,21750,NA,16050,1,1
38081009739,1572,0,1563,0,1,6,2,1140,0,1133,0,0,5,2,514.7,372.92,43995,52940,42860,NA,16430,1,1
38081009740,1500,5,1494,5,0,1,0,1081,2,1076,2,0,1,0,488.06,353.62,NA,34020,19180,NA,14290,1,1
38081009741,1477,5,1466,5,0,3,3,1108,2,1101,2,0,3,0,500.25,362.45,NA,27260,69380,NA,16430,1,1
38083009602,2148,1,2137,1,0,9,1,1632,0,1627,0,0,4,1,476,889,NA,49020,13310,NA,12430,1,1
38085009660,3761,29,905,29,3,2812,12,2151,11,662,11,0,1459,8,715,331,75300,12020,74520,NA,07200,1,1
38087009650,907,1,903,1,0,3,0,635,0,634,0,0,1,0,153,165,NA,50860,58275,00037,00027,1,1
38089009633,1599,10,1573,10,0,11,5,1158,2,1146,2,0,7,1,304.8,412.66,NA,66500,21760,18180,15840,1,1
38089009634,2600,20,2556,20,2,12,10,1778,12,1741,12,1,8,4,468,633.6,NA,19620,19620,NA,00038,1,1
38089009635,3861,25,3776,25,5,28,26,2784,14,2723,14,3,17,13,732.8,992.09,NA,19620,19620,NA,00038,1,1
38089009636,2061,8,2020,8,5,20,8,1633,7,1601,7,3,7,8,429.83,581.93,NA,19620,19620,NA,00038,1,1
38089009637,4028,18,3976,18,3,21,8,2925,5,2900,5,0,12,3,769.91,1042.34,NA,19620,19620,NA,00038,1,1
38089009638,4258,34,4182,34,2,27,13,2871,17,2814,17,0,16,7,755.7,1023.09,NA,19620,19620,NA,00038,1,1
38089009639,2532,4,2509,4,0,15,4,1690,0,1682,0,0,7,1,444.84,602.24,NA,30460,19625,11020,00038,1,1
38089009640,1893,7,1879,7,0,4,3,1277,3,1265,3,0,4,2,336.13,455.06,NA,5820,85130,NA,06210,1,1
38091009687,2420,5,2411,5,0,2,2,1790,2,1785,2,0,1,0,988,686,NA,26420,31140,19950,06910,1,1
38093009669,1370,4,1363,4,0,2,1,937,3,928,3,0,2,1,187,160,NA,42180,21140,17250,20040,1,1
38093009670,1657,1,1650,1,0,6,0,1145,0,1143,0,0,2,0,92,87,NA,62620,22420,06030,15150,1,1
38093009671,1435,0,1431,0,1,2,1,1103,0,1102,0,0,0,1,181,301,NA,51860,76180,NA,12660,1,1
38093009672,1681,0,1679,0,1,1,0,1163,0,1162,0,0,1,0,137,178,NA,53980,16140,17250,00021,1,1
38093009673,2197,7,2106,7,8,52,24,1675,5,1598,5,3,46,18,108,138,NA,40580,40580,NA,00021,1,1
38093009674,6003,36,5880,36,17,34,35,4560,26,4444,26,9,28,27,1837.61,1930.63,NA,40580,40580,NA,00021,1,1
38093009675,3545,14,3491,14,7,24,9,2450,6,2417,6,2,12,7,163,187,NA,40580,40580,NA,00021,1,1
38093009676,2674,10,2625,10,9,13,16,2077,8,2039,8,2,11,9,837,879.37,NA,40580,40580,NA,00021,1,1
38093009677,1679,12,1648,12,3,6,10,1403,10,1374,10,0,4,5,565.39,594.01,NA,40580,40580,NA,00021,1,1
38095009513,1619,1,1598,1,0,15,5,1132,0,1121,0,0,9,2,114,70,NA,7180,16820,05700,14190,1,1
38095009514,2008,4,1964,4,2,38,0,1522,2,1491,2,0,27,0,66,62,NA,11860,11860,05700,17220,1,1
38097009701,2574,37,2515,37,0,11,10,1885,19,1833,19,0,8,6,23,22,NA,36100,24740,NA,04140,1,1
38097009702,2762,7,2716,7,11,15,12,2204,3,2170,3,11,10,7,42,52,NA,51500,51500,NA,12390,1,1
38097009703,1854,27,1817,27,0,6,0,1288,9,1264,9,0,6,0,35,33,NA,28980,7820,NA,09570,1,1
38097009704,1562,30,1520,30,1,11,0,1176,17,1136,17,0,6,0,50,44,NA,38100,38100,NA,09570,1,1
38099009578,1951,60,1880,60,6,3,2,1397,27,1335,27,3,3,2,108,41,NA,53540,69620,12000,13050,1,1
38099009579,1943,140,1754,140,2,34,13,1488,70,1318,70,1,19,10,946,1057,NA,31820,31820,NA,08060,1,1
38099009580,3068,119,2882,119,4,36,27,2289,49,2150,49,3,22,16,107,167,NA,31820,31820,NA,08060,1,1
38099009581,2973,107,2847,107,1,12,6,2143,59,2014,59,1,8,2,100,78,NA,27060,22020,13530,14880,1,1
38099009582,1928,14,1900,14,3,7,4,1449,7,1424,7,2,5,4,343,389,NA,60900,60900,NA,14880,1,1
38099009583,1977,1,1968,1,1,5,2,1470,1,1465,1,0,3,0,115,161,NA,340,380,10820,01680,1,1
38101000101,2998,14,2867,14,34,69,13,2466,9,2360,9,26,49,13,1092.25,1251.19,NA,53380,53380,NA,13030,1,1
38101000102,4779,53,4486,53,67,134,35,3604,24,3406,24,44,77,29,119.55,140.35,NA,53380,53380,13660,13030,1,1
38101000103,8087,75,7597,75,123,191,95,5831,53,5487,53,87,91,60,2582.69,2958.5,NA,53380,53380,06600,13030,1,1
38101000104,6404,44,6183,44,66,87,24,4869,28,4717,28,33,51,12,2156.6,2470.41,NA,53380,53380,NA,13030,1,1
38101000105,5010,32,4869,32,39,40,30,3715,22,3604,22,27,23,17,1645.46,1884.9,NA,53380,53380,NA,13030,1,1
38101000106,3032,14,2944,14,19,37,18,2241,12,2168,12,14,23,12,74.33,87.27,NA,53380,55700,13660,13030,1,1
38101000107,5941,38,5613,38,37,214,38,4375,18,4175,18,17,122,25,145.12,170.38,NA,53380,53380,13660,13030,1,1
38101000108,2970,21,2867,21,28,29,24,2001,10,1937,10,17,16,11,82,60,NA,77180,78100,06600,07850,1,1
38101000109,9095,522,7224,522,967,89,270,6246,310,4775,310,623,55,173,233,522,NA,53420,83780,NA,00052,1,1
38101000110,2384,10,2362,10,0,3,9,1812,5,1794,5,0,3,5,46,85,NA,42020,42020,05220,10180,1,1
38101000111,4259,13,4214,13,0,28,4,2932,6,2904,6,0,12,4,206,205,27340,6460,59740,17170,14320,1,1
38101000112,2962,21,2905,21,5,25,6,2074,10,2031,10,3,14,6,178,294,NA,70980,76980,02640,16470,1,1
38103009597,2008,2,1999,2,2,3,2,1497,1,1491,1,0,3,1,25,12,NA,26180,50060,NA,06820,1,1
38103009598,2316,4,2310,4,0,1,1,1770,2,1764,2,0,1,1,503,690,NA,35900,35900,NA,08890,1,1
38103009599,1540,1,1537,1,0,2,0,1167,1,1163,1,0,2,0,13,36,NA,77660,87540,15360,17980,1,1
