GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,G20GOVRCOX,G20GOVDPET,G20GOVLCOT,G20GOVADUE,G20GOVOWRI,G20ATGRREY,G20ATGDSKO,G20ATGLBAU,G20AUDRDOU,G20AUDCOST,G20AUDUFAB,G20TRERDAM,G20TRELSPE,G20TRECPRO
49005HYD2UW,49,005,HYD2UW,33.5,13.1,0.9,0.1,0.2,0.1,0.2,0.1,0,3.2,37,8.9,1.6,1,1.6,35.1,10.7,2.1,36.8,4.4,3.5,37.5,3.4,3.2
49005HYR01I,49,005,HYR01I,400.4,122.8,15.4,2,0.8,2.6,1.4,2,1.3,7,385.4,106.4,22.3,10.8,26.3,386.9,113.1,35,402.9,54.6,39.5,399,57.5,46.5
49005HYR01U,49,005,HYR01U,168.7,52.1,6.6,0.8,0.3,1.1,0.6,0.8,0.6,2.9,162.4,45.3,9.4,4.6,10.8,163,48.1,14.8,169.8,23.1,16.8,168.1,24.5,19.7
49005HYR02A,49,005,HYR02A,346.4,84.4,15.6,0.2,1.3,1,0,0.9,1.9,5.3,344.1,59.2,15.5,12.1,30.6,333.1,78.6,27.4,339.4,37.9,32.9,337.4,36.8,35
49005HYR02B,49,005,HYR02B,15.1,3.6,0.7,0,0,0,0,0,0.1,0.2,15,2.5,0.7,0.6,1.4,14.5,3.4,1.3,14.7,1.7,1.5,14.6,1.6,1.6
49005HYR03I,49,005,HYR03I,415,108.5,15.1,1.7,3.4,0.6,1.7,0.6,0.6,17.9,413.9,88.9,11.8,8.9,36.9,421.2,96.2,15.1,424,39.7,37.5,418.4,52.6,35.2
49005HYR03U,49,005,HYR03U,331.9,87.2,12.1,1.4,2.6,0.5,1.3,0.5,0.5,14.1,330.6,71.7,9.7,7.2,29.3,336.3,77.5,12.6,338.9,32.2,30.1,334.5,42.2,28.5
49005HYR04I,49,005,HYR04I,695.7,163.9,17.9,0.8,7.7,0.8,3.4,0,0.8,23.9,664.1,127.2,37.6,17.9,76.8,672.7,137.4,53.8,687.2,85.4,47.8,688.1,67.4,72.6
49005HYR04U,49,005,HYR04U,99.8,23.5,2.6,0.1,1.1,0.1,0.5,0,0.1,3.4,95.2,18.2,5.4,2.6,11,96.5,19.7,7.7,98.6,12.2,6.9,98.7,9.7,10.4
49005HYR05I,49,005,HYR05I,183.4,52.3,11.1,0.8,1.6,0.5,0.5,1.3,0.3,9.1,179.5,42.6,8.4,7.4,25.4,188.3,46.6,12.2,188.7,25.8,21,190.4,25.6,18.9
49005HYR5UE,49,005,HYR5UE,433.8,124.4,27,1.9,3.9,1.3,1.3,3.2,0.6,21.9,423.9,101.2,20,18,61.9,446.4,110.9,29.1,446.5,61.9,50.9,451,61.8,45.2
49005HYR5US,49,005,HYR5US,63.4,17.7,3.8,0.3,0.6,0.2,0.2,0.4,0.1,3.1,61.7,14.4,2.9,2.6,8.9,64.8,15.8,4.2,64.9,8.8,7.2,65.5,8.7,6.5
49005LEW001,49,005,LEW001,427.5,96.1,10,1,1,7,0,1,0,4,407.4,66.1,24,13,50.1,427.4,72,28,430.4,52,25,424.4,44,40
49005LEW002,49,005,LEW002,275.8,40.5,6.4,0,0,0,0.9,0,0,3.7,267.6,23.9,9.2,5.5,20.2,255.6,40.5,14.7,257.4,29.4,7.4,261.1,13.8,21.1
49005LOG001,49,005,LOG001,209.5,231.5,18.4,1,1,0,5.7,0,0,1.4,209.6,193.2,33.1,6.7,1.5,210.2,188.7,39.5,231.7,61,84.8,258.2,80.4,45.6
49005LOG002,49,005,LOG002,308,254,20,2,3,0,3,0,0,14,329,211,33,7,14,309,210,57,323,97,94,331,121,69
49005LOG003,49,005,LOG003,379,232,25,4,5,1,6,1,0,16,378,207,33,11,34,400,206,46,423,72,91,413,118,54
49005LOG004,49,005,LOG004,358,249,16,2,1,0,3,0,0,14,367,194,32,6,26,345,211,43,386,85,73,392,102,56
49005LOG005,49,005,LOG005,365,428,31,5,8,0,2,2,0,18,414,358,23,14,36,386,382,50,460,82,164,493,139,68
49005LOG006,49,005,LOG006,276,272,28,5,1,4,2,1,2,8,299,216,23,11,16,275,218,52,303,57,116,310,108,66
49005LOG007,49,005,LOG007,128,176,18,1,3,1,0,1,2,10,142,162,17,0,10,133,157,24,155,41,63,158,79,25
49005LOG008,49,005,LOG008,116,162,19,0,0,2,0,2,1,2,142,130,13,8,8,126,136,29,166,35,56,167,64,27
49005LOG009,49,005,LOG009,285.8,289.2,14.9,5.9,4.7,0,2.5,2,1,6.4,307.6,240,25.9,10.9,12.1,290,247.5,46.4,341.8,63.2,104.5,353,104.7,48.8
49005LOG010,49,005,LOG010,169,195,16,2,1,0,2,4,1,10,194,166,19,2,6,172,166,31,206,40,76,218,63,30
49005LOG011,49,005,LOG011,219,145,13,6,1,0,2,1,0,8,230,133,9,3,14,218,130,28,246,40,54,262,57,26
49005LOG012,49,005,LOG012,63.1,85.1,10.4,1.2,0.6,0,1.2,0.6,1.2,4.6,74.1,67.2,10.4,1.2,1.2,66,62.5,20.8,88.6,14.5,30.1,84,39.4,13.9
49005LOG013,49,005,LOG013,334,381,15,4,2,2,2,2,1,18,402,308,22,2,10,367,329,30,453,65,117,471,99,45
49005LOG014,49,005,LOG014,234,262,18,4,1,1,2,0,0,14,266,228,18,3,10,245,235,29,279,48,89,311,74,26
49005LOG015,49,005,LOG015,210,189,22,2,3,3,3,0,1,12,234,155,27,5,6,226,144,41,255,35,72,255,75,33
49005LOG016,49,005,LOG016,300,236,29,2,7,3,4,1,1,18,338,192,21,11,14,314,200,39,353,63,86,365,74,62
49005LOG017,49,005,LOG017,373,221,31,1,5,0,2,1,1,0,396,176,22,12,16,388,177,39,408,63,75,400,98,53
49005LOG018,49,005,LOG018,261,178,12,4,2,1,1,2,0,22,307,115,14,6,4,280,122,23,302,34,50,306,51,29
49005LOG019,49,005,LOG019,261,170,45,1,2,0,3,2,4,4,306,134,15,7,8,291,132,27,332,26,58,334,54,23
49005LOG020,49,005,LOG020,343,335,22,4,4,1,5,0,2,34,435,257,12,6,18,403,277,34,469,58,90,491,70,49
49005LOG021,49,005,LOG021,224,259,11,2,0,0,2,0,0,14,279,202,16,4,2,261,214,17,321,30,71,324,57,38
49005LOG022,49,005,LOG022,440.2,339,23.1,5.3,4.3,0,2.9,0,0,15.7,523.3,253.9,23,5.7,12.4,478.1,292.1,32.4,531.3,73.5,99.6,561.4,89,59.2
49005LOG023,49,005,LOG023,267.9,232.9,29.6,3.8,0.4,0,0.8,3.4,1.8,7.4,303.9,173.8,29.6,4.8,6.8,269,174.5,52.2,317.4,49.5,79.9,310,103.6,43.1
49005LOG024,49,005,LOG024,153,146,14,3,2,0,4,1,1,12,162,125,22,8,12,158,130,34,183,30,67,180,66,24
49005LOG025,49,005,LOG025,366,255,44,7,5,2,1,1,0,14,396,210,45,7,32,383,217,55,429,83,71,403,109,73
49005LOG026,49,005,LOG026,314,231,16,8,6,2,7,2,0,14,352,197,19,3,22,350,195,26,372,56,77,378,77,50
49005LOG027,49,005,LOG027,591.6,286.4,25.8,5.4,5.8,1.2,3.7,2.2,0,26,607,219.8,35.2,24.4,42.1,593.3,219.5,61.9,619.9,110.7,79.9,629.2,112.6,71.3
49005LOG028,49,005,LOG028,132,109,12,3,0,1,1,1,0,12,146,94,8,3,4,131,97,19,169,19,40,167,48,19
49005LOG029,49,005,LOG029,436.9,315.1,17.2,2.9,1,0.9,5.7,0,0.9,38.2,509.4,252.1,15.3,10.5,9.6,476,266.6,32.4,531.1,66.7,92.4,536,86.6,54.3
49005LOG030,49,005,LOG030,542.2,374.9,41.3,3,2,3.9,3,2,3,33.5,590.4,304.1,43.3,11.8,33.5,563.9,305.1,77.7,627.8,104.3,128.9,622.9,158.4,79.7
49005LOG031,49,005,LOG031,269.8,254.3,30.4,2,2.9,1,1,3.9,0,14,295.4,195.6,32.3,8.8,23.6,295,187.1,54,355.5,62.1,68.2,351.6,96.5,48.3
49005LOG032,49,005,LOG032,180.4,101.9,15.7,2.6,1.7,0,1.7,0.9,0,5.2,183,94.1,8.7,7.8,10.5,184.7,88,23.5,209.1,25.3,45.3,215.2,38.3,23.5
49005LOG33N,49,005,LOG33N,215.5,120.5,14.7,1.1,2.8,0,4,1.7,0,10.2,229,91.6,15.3,5.1,20.4,217.7,98.4,26,238.1,38.5,36.2,230.2,46.4,37.3
49005LOG33S,49,005,LOG33S,283.5,179.5,20.3,0.9,2.2,0,4,2.3,0,13.8,314,139.4,18.7,4.9,19.6,294.3,143.6,34,325.9,56.5,48.8,318.8,66.6,47.7
49005MEN001,49,005,MEN001,131.8,21.8,4.8,0.7,0.2,0,0,0,0,1.3,119.4,21.2,6.8,3.9,14.8,122,25.6,8.4,131.1,11.6,3.8,123.5,6.5,17.6
49005MEN00I,49,005,MEN00I,592.5,111.5,29.5,0.6,7.2,3,3,1.8,0,27.7,602.8,86.8,25.3,16.3,24.1,587.1,113.3,36.8,600.4,52.4,31.4,601,45.2,41.6
49005MEN2UE,49,005,MEN2UE,272.7,51.1,13.3,0.3,3.3,1.4,1.4,0.8,0,12.7,276.5,40.1,11.7,7.3,11.7,269.9,51.9,16.9,275.9,24.2,14.3,276,20.6,19.3
49005MEN2UW,49,005,MEN2UW,121.6,22.9,6.1,0.1,1.5,0.6,0.6,0.4,0,5.7,123.7,17.8,5.2,3.3,5,120.5,23.3,7.6,123.2,10.8,6.4,123.3,9.3,8.5
49005MIL025,49,005,MIL025,846.3,201.3,23.7,0.2,5.5,3.2,5,0,0,30.4,838.9,157.8,28.1,22.5,58,838.7,167,51.2,853.8,80.9,56.2,852.5,66.1,73.8
49005MIL17I,49,005,MIL17I,70.4,12.6,1.9,0,0,0,0,0.6,0,2.5,70.4,11.9,1.3,1.3,2.5,71,12.6,1.9,71.7,3.8,6.3,70.4,4.4,4.4
49005MIL17U,49,005,MIL17U,41.6,7.4,1.1,0,0,0,0,0.4,0,1.5,41.6,7.1,0.7,0.7,1.5,42,7.4,1.1,42.3,2.2,3.7,41.6,2.6,2.6
49005NEW00I,49,005,NEW00I,240.2,45.9,6.1,0.5,1.5,0.5,0.5,0,0,4,237.7,31.3,9.6,5,17.2,232.1,44.9,10.6,236.7,20.7,10.1,231.6,17.7,20.7
49005NEW0UN,49,005,NEW0UN,61.1,11.7,1.5,0.1,0.4,0.1,0.1,0,0,1,60.5,8,2.4,1.3,4.4,59,11.4,2.7,60.2,5.3,2.6,58.9,4.5,5.3
49005NEW0US,49,005,NEW0US,199.3,36.8,5.6,0.6,1.1,0.4,0.4,0,0,2.9,195.4,26.6,8.6,4.1,13.7,191.8,37.1,9.3,196.8,17.5,7.7,190.9,13.8,19.3
49005NIB017,49,005,NIB017,562.1,171.5,17.1,3.8,11.4,4.8,0.9,0.9,0,13.3,552.6,134.3,25.7,12.4,49.5,566.9,141,31.4,568.8,69.5,49.5,583.1,50.5,47.6
49005NIB01I,49,005,NIB01I,322.8,108.6,20.3,1.7,3.3,0.7,3,1,0,17.3,332.9,89,18,6.3,25.9,330.1,87.6,29.2,336.4,49.9,29.6,342,45.2,31.6
49005NIB01U,49,005,NIB01U,564.4,192.1,35.9,3,5.9,1.2,5.3,1.8,0,30.6,582.7,157.3,31.8,11.2,46,577.4,154.9,51.9,589.7,87.8,52.4,599.8,80.1,55.4
49005NIB025,49,005,NIB025,18.6,0.8,0,0,0,0,0,0,0,0,17.8,0.8,0,0,0,18.6,0.8,0,15.4,1.6,0,15.4,0,1.6
49005NIB03I,49,005,NIB03I,731.1,199.1,27.1,3.5,6.1,1.7,0.9,0,0.9,28,741.5,171.1,24.4,14,42.1,730.3,179.8,34,760.7,72.5,49,758,70,54.2
49005NIB03U,49,005,NIB03U,66.5,18.1,2.5,0.3,0.6,0.2,0.1,0,0.1,2.5,67.4,15.5,2.2,1.3,3.8,66.4,16.4,3.1,69.2,6.6,4.5,68.9,6.4,5
49005NLG001,49,005,NLG001,606,488,32,5,6,5,4,0,1,18,659,397,40,13,26,605,414,67,733,94,153,720,183,87
49005NLG002,49,005,NLG002,449.3,243.5,19.9,4,7,1,1,0,0,23.9,485.1,204.8,15.9,6,9.9,453.3,218.7,26.8,477.1,69.6,80.5,509,69.6,45.7
49005NLG003,49,005,NLG003,521.7,181.9,30,3,7,1,7,1,0,36,593.6,113.9,24,13,32,556.7,143.9,37,576.7,65,29,569.7,52,63
49005NLG004,49,005,NLG004,720.9,257.4,18,0,3.8,0,3.8,1.9,1.9,47.5,796.8,167.2,22.8,8.6,26.6,769.3,194.7,26.6,799.7,72.2,51.3,794,71.2,46.5
49005NLG005,49,005,NLG005,474,241,25,3,9,1,5,1,1,20,535,188,18,12,16,506,197,36,560,72,64,570,70,53
49005NLG006,49,005,NLG006,488,299,22,6,6,2,2,0,0,22,556,234,23,8,26,521,254,31,558,64,94,583,67,60
49005PAR00I,49,005,PAR00I,77.6,14.2,2,0.4,0.6,0,0.3,0.2,0,3.1,72,12.2,2.9,2,8.1,73.5,13.8,4.7,74.2,7.5,4.8,74.3,5.3,6.2
49005PAR0EM,49,005,PAR0EM,603.1,111.8,15.9,2.8,4.9,0,2.1,1.5,0,24,559.6,96,22.6,15.7,63.6,571.9,108.7,36.6,577.5,58.9,38,578.3,42.5,48.8
49005PAR0UE,49,005,PAR0UE,61.7,11.3,1.6,0.3,0.5,0,0.2,0.1,0,2.4,57.1,9.7,2.3,1.6,6.5,58.4,11,3.7,58.9,6,3.8,59,4.2,5
49005PAR0UW,49,005,PAR0UW,146.8,26.7,3.8,0.6,1.1,0.1,0.5,0.3,0,5.5,137.8,22.3,5.6,3.9,14,139.4,26.6,8.6,141,14,8.8,140.6,10,11.8
49005PRO001,49,005,PRO001,655.2,213.8,13,2,1,1,5,2,0,30,702.2,131.8,26,13,47.9,681.2,161.8,40,705.2,60.9,50.9,712.2,60.9,46
49005PRO002,49,005,PRO002,703.2,283.2,25.8,5,3,3,2,2,1,47.5,776.4,196.1,27.7,9.9,49.5,724,245.6,40.6,789.3,66.3,71.3,820,70.3,41.6
49005PRO003,49,005,PRO003,733.4,253.9,37,3.2,3.3,1,4.3,0.2,0.1,24.9,779,185.9,22.7,13.5,38.6,739,221.3,42.9,783.9,78.2,56.4,773.5,80.2,67.5
49005PRO004,49,005,PRO004,374.4,200.8,14.8,1.9,1.7,0,1.7,1.6,0.7,18.6,400,147,18.3,10,29.7,372.8,169.1,33.8,415.6,54.8,53.9,413.5,64.8,50.1
49005PRO005,49,005,PRO005,520,208.8,18.3,4,6,2,2,0,0,34.5,576.7,144.9,27.3,4.1,8.5,536.2,179.4,32.4,554.8,64.7,56.7,564.1,71.7,47.4
49005RCH02I,49,005,RCH02I,267.3,54.6,3.4,0.1,2.8,1.3,1.4,0.1,0.4,6.1,255.6,41.4,12.3,6,16.9,256.6,49,14.7,252.6,30.4,11,250.5,23.4,27.6
49005RCH1I0,49,005,RCH1I0,450.7,99.1,17.3,2.4,6.3,0.8,2.4,1.6,0,7.9,452.2,72.4,16.5,12.6,26.7,448.3,84.9,22.8,457,44,29.1,433.4,48,44
49005RCH1UE,49,005,RCH1UE,27.9,6.1,1.1,0.1,0.4,0,0.1,0.1,0,0.5,28,4.5,1,0.8,1.6,27.7,5.2,1.4,28.3,2.7,1.8,26.8,3,2.7
49005RCH1UW,49,005,RCH1UW,69.1,15.2,2.6,0.4,1,0.1,0.4,0.2,0,1.2,69.3,11.1,2.5,1.9,4.1,68.7,13,3.5,70,6.8,4.5,66.4,7.3,6.8
49005RCH2US,49,005,RCH2US,330.6,67,3.3,0,3.3,1.7,1.7,0,0.6,7.8,314.6,51,15.5,7.2,21,316.2,60.4,18.3,310.1,38.2,12.7,309,28.2,34.3
49005RVH001,49,005,RVH001,363,240.2,13,1.3,3.2,0,2.6,0.3,1.1,10.1,384.7,193.2,17.2,10,24,368.7,208.3,23.5,405.8,51.9,76.2,420.7,69,40.5
49005RVH002,49,005,RVH002,442.7,217.6,19,2,4,0,4,1,0,39.8,513.5,149.6,17,11,24.1,469.6,185.5,30,501.7,58.1,75.1,511.8,59.2,48
49005SMI003,49,005,SMI003,618.5,219.5,30.2,6.2,9.8,1.8,2.7,0.9,0.9,24.9,675.4,141.3,30.2,6.2,56.9,666.5,161.7,46.2,685.2,81.8,51.5,694,89.8,52.4
49005SMI01I,49,005,SMI01I,392.2,102.7,17.2,1.2,7.4,0.6,7.4,0,0,11.1,426.7,69.5,18.4,6.2,12.3,400.2,90.4,27,400.9,49.2,35,410.7,46.1,32
49005SMI01U,49,005,SMI01U,245.8,64.3,10.8,0.8,4.6,0.4,4.6,0,0,6.9,267.3,43.5,11.6,3.9,7.7,250.8,56.6,17,251.2,30.8,22,257.3,28.9,20
49005SMI02I,49,005,SMI02I,606.1,170.2,28.6,1.4,4.4,0.1,2,1.9,1,21.9,625,127.8,31.3,7.7,40.7,628,139.4,39.8,666.5,58.9,26.7,641.9,64.1,43.9
49005SMI02U,49,005,SMI02U,82,24.4,3.9,0.3,0.8,0.1,0.3,0.2,0.1,3,85.7,17.6,4.2,1,6,85.7,19.4,5.6,90.3,8.6,4.3,88,9.4,6.2
49005SMI04I,49,005,SMI04I,463.4,144.3,22.6,0,8.4,0,0.7,0,1.3,33.4,516.2,95.8,11.1,7.1,33.7,483.6,111.3,34.3,501,51.8,40,494.7,49.3,52.8
49005SMI04U,49,005,SMI04U,227.8,71,11.1,0,4.1,0,0.3,0,0.6,16.6,253.8,47.2,5.5,3.5,16.4,237.6,54.8,16.8,246.2,25.5,19.7,243.2,24.1,26
49005SMI05I,49,005,SMI05I,449.4,121.6,18.4,2.5,4.9,1.8,3.1,1.2,1.2,24.6,461.6,95.8,19.6,4.3,34.4,453.7,112.3,28.2,458.6,60.8,33.1,458,49.7,46
49005SMI05U,49,005,SMI05U,282.6,76.4,11.6,1.5,3.1,1.2,1.9,0.8,0.8,15.4,290.4,60.2,12.4,2.7,21.6,285.3,70.7,17.8,288.4,38.2,20.9,288,31.3,29
49005SMI06I,49,005,SMI06I,428,127.6,18.6,1.4,1.4,0.7,1.4,0.7,0.7,12.9,443,84.6,17.9,9.3,31.5,422.3,111.1,28,434.4,58.8,32.3,426.6,40.1,54.5
49005SMI06U,49,005,SMI06U,169,50.4,7.4,0.6,0.6,0.3,0.6,0.3,0.3,5.1,174.9,33.4,7.1,3.7,12.5,166.7,43.9,11,171.6,23.2,12.7,168.4,15.8,21.5
49005SMI07I,49,005,SMI07I,218.1,68.7,7.4,2.8,3.1,0.3,0.3,0.3,0.3,8,214.4,53,12.3,4.9,19.1,211.6,60.4,20.3,221.2,29.9,19.7,220.6,27.4,26.2
49005SMI07U,49,005,SMI07U,529.8,162.4,17.1,6.2,7.5,0.8,0.9,0.7,0.7,18.7,519.1,125.3,29.2,12.3,46.8,513.4,143.4,47.6,533.7,72.7,46.6,532.6,65.1,63.3
49005TRE000,49,005,TRE000,225.9,38.1,6.5,1,0,0,1.1,0,1,0.3,230.3,25.8,11.7,4.4,7.5,217.4,31.1,20.1,217.5,29.2,13.6,219.8,19,22.6
49005UNINH0,49,005,UNINH0,1.3,0.1,0,0,0,0,0,0,0,0,1.2,0.1,0,0,0.1,1.2,0.1,0,1.2,0.1,0,1.2,0.1,0
49005WEL01I,49,005,WEL01I,77.2,8.5,2.2,0,0.5,0,0.2,0,0.2,1.4,73.2,6.1,2.9,0.9,6.6,75.6,6.2,4.5,74.6,5,2.8,73,4.7,5.5
49005WEL01U,49,005,WEL01U,370.4,40.8,10.8,0,2.5,0,0.8,0,0.8,6.7,351.3,29.1,14.1,4.1,31.6,363,30,21.6,358,24.1,13.3,350.5,22.4,26.6
49005WEL02I,49,005,WEL02I,432.4,87.8,14.3,0,6,0,1.5,0,0.8,9,417.4,67.6,18,6,46.5,418.9,78.1,22.5,415.9,39,26.3,408.4,36.8,39
49005WEL02U,49,005,WEL02U,143.6,29.2,4.7,0,2,0,0.5,0,0.2,3,138.6,22.4,6,2,15.4,139.1,25.9,7.5,138.1,13,8.7,135.6,12.2,13
49005WEL03I,49,005,WEL03I,389.3,67.3,9.9,2.7,2.7,0,1.8,0.9,0,9,376.8,48.4,15.2,1.8,52,390.2,54.7,18.8,387.5,31.4,17,375.9,25.1,31.4
49005WEL03U,49,005,WEL03U,43.1,7.4,1.1,0.3,0.3,0,0.2,0.1,0,1,41.7,5.4,1.7,0.2,5.8,43.2,6.1,2.1,42.9,3.5,1.9,41.6,2.8,3.5
49005WEL04I,49,005,WEL04I,394.1,70.3,10.5,0,1.3,1.3,0.7,0.7,0.7,10.5,390.8,49.9,16.4,11.8,21,379,76.9,19.7,386.9,34.8,21,378.4,26.3,32.2
49005WEL04U,49,005,WEL04U,205.7,40.1,5.8,0.1,0.6,0.8,0.4,0.4,0.4,5.2,203.2,29.8,8.9,6.1,11.3,198,42.5,11.3,202.6,19.4,12.2,198.5,15.8,17.7
49007CB0020,49,007,CB0020,19.7,4,1,0,0,0,0,1,0,0,23.7,1,0,0,1,19.7,6,0,20.7,2,0,20.7,1,1
49007CB003E,49,007,CB003E,45.9,15.5,0.9,0.1,0,0.1,0.2,0.1,0.1,0.2,44.7,13.1,1.5,1.2,1.4,42,17.3,2.2,47.9,5.5,3.3,45.6,5.1,6.4
49007CB003W,49,007,CB003W,4.9,4.4,0,0,0,0,0,0,0,0,5.9,3,0,0.5,0,4.4,4.9,0,7.4,0.5,0.5,5.4,1,2
49007CB0070,49,007,CB0070,258.7,175.7,10.6,1.9,0,1.9,0,0,0,1.9,246.2,156.4,26.1,8.7,4.8,235.5,168.9,33.8,275.1,59.9,60.8,259.7,72.4,62.7
49007CB0160,49,007,CB0160,408,157,9,4,2,0,2,1,2,0,385,145,18,15,13,380,160,34,402,71,53,401,75,58
49007CB0170,49,007,CB0170,368.6,142.2,10.1,1,1,0,2,3,0,3.1,352.4,127,18.2,8.1,7.2,340.3,151.2,24.3,378.7,60.4,34.4,369.6,52.5,58.3
49007CB0190,49,007,CB0190,548.2,129.6,9.1,0,0,3,6,1,1,2.1,517.1,127.5,15.1,11.1,10.2,513,139.7,26.1,552.2,55.2,33.2,540.1,52.3,58.1
49007CB0200,49,007,CB0200,389.5,199.5,6.7,0.9,2.9,4.8,2.9,1.9,0,3.8,372.4,171,20,14.2,11.4,352.5,210,28.5,403.8,90.2,35.1,377.2,75,83.6
49007CB0210,49,007,CB0210,323.3,242.1,9.3,0.1,1,1.1,4.9,3,0,1.1,335.6,209.9,14.8,5.2,5.1,309.6,234,23.9,367.3,66.3,70.3,352.9,79.6,71.3
49007CB022E,49,007,CB022E,309.1,59.7,6.8,1.1,0.7,1.9,1.2,0.1,0,2.4,294,58.1,6.5,5.1,7.9,300,62.4,6.9,308.1,28.6,12.7,299.2,26.1,24.4
49007CB022S,49,007,CB022S,24.1,4.1,0.5,0.1,0,0.1,0.1,0,0,0.2,22.9,4.1,0.4,0.4,0.6,23.5,4.3,0.4,23.9,2,0.9,23.3,1.9,1.7
49007CB022W,49,007,CB022W,124.3,21.3,2.8,0.5,0.2,0.7,0.5,0,0,0.9,118.2,21.3,2.3,1.9,3,121.2,22.2,2.4,123.6,10.3,4.7,120.3,9.6,8.7
49007CB0270,49,007,CB0270,183.2,73.3,2,0,1,0,0,0,0,2,182.2,63.4,5,1,7.9,160.4,77.2,12.9,190.1,22.8,11.9,178.2,17.8,31.7
49007CB0300,49,007,CB0300,405.3,129,7.4,0.9,1.8,0.9,1.8,0.9,0,5.5,417.3,97.6,15.7,4.6,6.4,386,127.1,24,421,42.4,28.6,409.9,42.4,42.4
49007CB0310,49,007,CB0310,210,103,6,1,3,2,1,1,0,6,215,84,12,10,4,198,95,22,212,37,27,209,40,38
49007CB0320,49,007,CB0320,321,146,11,1,2,4,2,1,0,0,313,135,16,9,9,301,148,26,343,61,37,320,64,59
49007CB0330,49,007,CB0330,292,107,1,1,2,0,5,1,0,4,303,83,5,6,9,278,109,13,324,32,18,308,24,43
49007CB0340,49,007,CB0340,394.7,126,8.6,2.1,4.2,0.1,4.2,1.1,0,4.5,411.7,88.4,13.3,13.4,9.6,381,117.9,28,421,51.6,29.4,414.1,46.6,44.6
49007CB0360,49,007,CB0360,295.1,71,6.6,0,0,0.2,2.1,1.4,0,4.4,281.3,60.2,13.6,8.2,12.7,274,76.2,17.8,299.9,23.4,22.6,291.4,33,21.7
49007CB037E,49,007,CB037E,351.5,107.6,8.1,0.7,0,1.4,1.4,0.7,0.7,2,329.8,98.1,14.9,8.7,10.1,303.8,128.3,24.2,350.1,46,26.2,338,40,45.1
49007CB037W,49,007,CB037W,156.8,50.7,3.6,0.3,0,0.6,0.7,0.3,0.3,0.9,147.9,45.8,6.6,4,4.4,135.9,59.7,10.8,157.4,20.8,12.4,151.5,18.5,21
49007CB0380,49,007,CB0380,472.1,138.6,7.9,0,0,2,2,0,0,3,443.4,122.7,16.8,5.9,11.9,445.4,136.6,19.8,470.1,55.4,19.8,454.3,57.4,35.6
49007CB0390,49,007,CB0390,444.8,119.6,9.6,1,0,0,2.9,0,1,1,428.5,105.3,13.4,6.7,15.3,431.4,121.6,15.3,448.6,50.7,29.6,447.6,42.1,46.9
49007CB0400,49,007,CB0400,272.4,52.5,10.5,0,0,0,0.8,0.6,0,1.7,247.7,56.6,15,5.1,8.5,246.3,65.5,17.7,279.4,21.7,13.4,266,29.3,18.8
49007CB22SW,49,007,CB22SW,93.1,15.9,2.1,0.3,0.2,0.5,0.3,0,0,0.7,88.6,15.9,1.8,1.4,2.3,90.8,16.6,1.8,92.6,7.7,3.5,90.2,7.2,6.5
49009BROWN3,49,009,BROWN3,3.5,0.7,0,0,0,0,0,0,0,0,4.2,0,0,0,0,2.8,0,0.7,3.5,0,0,2.8,0.7,0
49009DJ1SD1,49,009,DJ1SD1,32.5,12.4,1,0,0,0.3,0,0,0,0.3,29.6,10.4,1,1.3,1.3,33.5,9.1,0.7,34.1,3.6,1.3,33.5,4.2,2
49009DJ1SD2,49,009,DJ1SD2,58.2,22.1,1.8,0,0,0.6,0,0,0,0.6,53,18.6,1.8,2.3,2.3,60,16.3,1.2,61.1,6.4,2.3,60,7.6,3.5
49009DJTOWN,49,009,DJTOWN,9.3,3.5,0.3,0,0,0.1,0,0,0,0.1,8.4,3,0.3,0.4,0.4,9.6,2.6,0.2,9.7,1,0.4,9.6,1.2,0.6
49009MAN2S2,49,009,MAN2S2,162.6,30.5,0.8,0,0,0,0,0,0,1.6,152.5,25,3.9,3.2,4.7,147.1,34.4,5.4,157.1,18.1,6.2,159.4,8.6,13.4
49009MAN2S3,49,009,MAN2S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49009MAN2S4,49,009,MAN2S4,5.1,1,0.1,0,0.1,0,0.1,0,0,0,4.8,0.8,0.1,0.3,0.1,4.9,1,0.1,4.7,0.9,0.1,4.7,0.3,0.7
49009MAN2S5,49,009,MAN2S5,95,15,2,0,1,0,1,0,0,0,94,14,1,1,0,83,18,5,82,8,4,86,6,8
49009MANILA,49,009,MANILA,119.2,23.6,1,0,0.8,0,0.8,0,0,0.4,112.1,17.9,2,5.8,3,113,24.7,2.4,112.7,17.5,3.4,112.5,6.6,13.7
490110CE00U,49,011,0CE00U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49011BO0010,49,011,BO0010,443,346.6,28.4,0.1,3.1,2,4,2,0,19.5,535.7,246.8,15.5,26.3,15.2,474.6,296.9,58.8,560.4,121.4,111.6,583.3,108.8,91.3
49011BO0020,49,011,BO0020,398,314,18,4,4,0,3,1,0,10,432,231,38,24,12,409,263,58,474,98,110,484,102,89
