GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
49045TOL19-,49,045,TOL19-,284,113,6,12,26,0
49045TOL20-,49,045,TOL20-,330,132,3,20,22,0
49045TOL21-,49,045,TOL21-,405.49,217.65,10.93,29.82,40.75,0
49045VER1I-,49,045,VER1I-,2.63,0.42,0.06,0.03,0.22,0
49045VER1UE,49,045,VER1UE,70.99,11.33,1.51,0.76,6.04,0
49045VER1UW,49,045,VER1UW,20.38,3.25,0.43,0.22,1.73,0
49045WENDUN,49,045,WENDUN,45.74,16.24,0.01,3.12,1.56,0
49045WENDUS,49,045,WENDUS,2.17,0.77,0,0.15,0.07,0
49047AE1510,49,047,AE1510,121.53,11.45,2.86,4.14,8.27,0.32
49047AE1590,49,047,AE1590,249.41,23.64,5.89,8.47,17.05,0.68
49047AW0016,49,047,AW0016,99.74,25.09,1.42,5.23,10.05,0.21
49047AW0022,49,047,AW0022,297.3,30.46,8.02,10.77,28.92,0.12
49047BL019I,49,047,BL019I,157.78,32.15,3.96,2.97,20.28,1.98
49047BL019U,49,047,BL019U,144.3,29.4,3.62,2.71,18.55,1.81
49047DE0002,49,047,DE0002,134.22,8.89,3.56,4,7.56,0.44
49047DN0024,49,047,DN0024,219.97,15.28,5.6,13.06,25.22,2.37
49047DW0310,49,047,DW0310,6.88,0.68,0.15,0.27,1.02,0.05
49047DW0390,49,047,DW0390,277.48,27.69,5.87,10.81,41.1,1.95
49047FD0018,49,047,FD0018,119,83,7,6,23,7
49047GN0023,49,047,GN0023,359.66,47.66,2.4,13.79,25.76,2
49047GS0017,49,047,GS0017,314.34,36.17,4.02,11.04,15.13,1.01
49047JN0140,49,047,JN0140,213.4,18.43,5.85,6.09,14.12,1.18
49047JN0190,49,047,JN0190,245.95,39.35,7.54,5.86,25.73,3.35
49047LT021N,49,047,LT021N,59.71,5.43,1.32,1.97,8.55,0.33
49047LT021S,49,047,LT021S,295.42,27.66,6.31,9.45,40.9,1.74
49047MD0750,49,047,MD0750,196.98,23.97,3.19,4.44,16.26,1.64
49047MD0760,49,047,MD0760,142.2,19.05,1.64,2.3,9.52,1.64
49047MD0790,49,047,MD0790,136.59,18.15,1.61,2.26,9.4,1.56
49047ME006A,49,047,ME006A,270.43,29.22,4.35,8.7,19.27,0
49047ME006B,49,047,ME006B,136.39,14.74,2.19,4.39,9.72,0
49047ME006C,49,047,ME006C,0,0,0,0,0,0
49047ME006D,49,047,ME006D,3.52,0.38,0.06,0.11,0.25,0
49047MW0025,49,047,MW0025,451,41,10,27,30,3
49047NP0004,49,047,NP0004,617.99,67.71,12.4,21.93,45.78,7.63
49047SO0005,49,047,SO0005,506.05,54.01,12,30,49,1
49047SW0026,49,047,SW0026,382,32,2,13,23,4
49047VC0009,49,047,VC0009,242,50,7,12,13,0
49047VC0010,49,047,VC0010,261,52,3,13,41,1
49047VC0011,49,047,VC0011,286,41,7,9,16,1
49047VC0012,49,047,VC0012,221.79,38.27,4.91,10.8,29.44,1.96
49047VC0014,49,047,VC0014,129,39,3,6,6,4
49047VC008E,49,047,VC008E,8.15,1.02,0.11,0.26,0.79,0.04
49047VC008W,49,047,VC008W,373.51,46.81,4.88,11.7,36.08,1.95
49047VC013E,49,047,VC013E,153.69,50.43,2.42,8.88,15.65,3.55
49047VC013W,49,047,VC013W,59.46,20.81,0.89,3.57,6.24,1.49
49047WR020N,49,047,WR020N,2.59,1.61,0,0,0.2,0
49047WR020S,49,047,WR020S,50.41,31.39,0,0,3.8,0
49049AF0001,49,049,AF0001,918.89,199,5,27,25,0
49049AF0002,49,049,AF0002,406.27,127.16,10.1,19.16,16.19,0
49049AF0003,49,049,AF0003,593.6,83.65,7.04,8.06,16.82,0
49049AF0004,49,049,AF0004,462.73,125.84,10.9,16.84,20.81,0
49049AF0005,49,049,AF0005,463,112,5,19,10,0
49049AF0006,49,049,AF0006,754.31,117.28,4.57,17.57,34.61,0
49049AF0007,49,049,AF0007,832,154,5,40,19,0
49049AF0008,49,049,AF0008,689,151,5,26,33,0
49049AF0009,49,049,AF0009,518,106,10,19,25,0
49049AF0010,49,049,AF0010,727,71,1,11,15,0
49049AF0011,49,049,AF0011,466,98,6,17,15,0
49049AF0012,49,049,AF0012,409,151,11,20,31,0
49049AF0013,49,049,AF0013,320.01,74.93,11.76,11.72,15.33,0
49049AF0014,49,049,AF0014,57.34,14.3,3.25,2.31,1.7,0
49049AF006S,49,049,AF006S,110.4,18.52,0,7.74,1.89,0
49049AF010S,49,049,AF010S,62.68,7.4,1.79,0.96,2.78,0
49049AL0002,49,049,AL0002,635.32,62.51,8,13,10,0
49049AL0003,49,049,AL0003,689,98,2,19,14,0
49049AL0004,49,049,AL0004,710.63,92.87,4.03,17.25,26.45,0
49049AL0005,49,049,AL0005,522.93,62.99,1,6,13,0
49049AL0006,49,049,AL0006,586.25,76.04,7,10,12.01,0
49049AL001I,49,049,AL001I,580.04,89,3,9,7,0
49049AL001U,49,049,AL001U,2.71,1.5,0,0,0,0
49049BE002U,49,049,BE002U,26.72,9.89,0,0.99,0,0
49049BE01UN,49,049,BE01UN,1.33,0.14,0.03,0.06,0.05,0
49049BE01US,49,049,BE01US,0,0,0,0,0,0
49049BL000A,49,049,BL000A,5.73,1.5,0.04,0.35,0.09,0
49049BL000B,49,049,BL000B,28.78,7.53,0.22,1.77,0.44,0
49049CF0001,49,049,CF0001,116.34,18.74,3.03,4.28,7.1,0
49049CF000U,49,049,CF000U,5.47,1.44,0.08,0.51,0.23,0
49049CF001U,49,049,CF001U,21.67,3.4,0.32,0.65,0.99,0
49049CF002U,49,049,CF002U,0,0,0,0,0,0
49049CH0001,49,049,CH0001,454.32,52.95,5.01,6.96,23.97,0
49049CH0002,49,049,CH0002,611.17,77.67,4.14,15.09,18.22,0
49049CH0003,49,049,CH0003,701.11,129.38,6.85,21.17,21.75,0
49049CH0004,49,049,CH0004,629.06,82.4,2.77,20.55,31.35,0
49049CH005A,49,049,CH005A,1.5,0.2,0.03,0,0.08,0
49049CH005I,49,049,CH005I,84.59,10.47,0.64,1.65,1.31,0
49049CH005U,49,049,CH005U,675.89,89.18,4.81,16.3,12.05,0
49049DF000U,49,049,DF000U,131.74,15.43,2.37,5.71,5.24,0
49049DR0001,49,049,DR0001,622.23,323.99,7.61,38.44,22.25,0.53
49049EL001U,49,049,EL001U,54.69,11.9,0.99,2.98,4.96,0
49049EL002U,49,049,EL002U,49.89,2.31,1.07,0.1,8.17,0
49049EM0001,49,049,EM0001,717,123,7,31,28,0
49049EM0002,49,049,EM0002,773,167,20,54,49,0
49049EM0003,49,049,EM0003,544.02,118.29,4.68,31.41,20.72,0
49049EM0004,49,049,EM0004,703,191,18,40,63,0
49049EM0005,49,049,EM0005,758.6,162.86,9.94,41.26,34.97,0
49049EM0006,49,049,EM0006,843,177,11,41,23,0
49049EM0007,49,049,EM0007,653.18,73.54,11.32,24.32,41.72,0
49049EM0008,49,049,EM0008,763.49,189.98,9.04,27.23,27.21,0
49049EM0009,49,049,EM0009,51.43,3.91,2.6,10.42,7.16,0
49049EM005A,49,049,EM005A,257.45,55.96,2.26,14.83,9.89,0
49049ER0001,49,049,ER0001,830.15,71,20,15,41,1
49049ER0002,49,049,ER0002,419.84,44.61,10.65,14.69,17.76,0
49049ER001S,49,049,ER001S,3.84,0,0,0,0,0
49049FF0001,49,049,FF0001,55.83,18.97,1.28,7.82,5.31,0
49049FF000U,49,049,FF000U,5.42,1.48,0,0.93,0.16,0
49049GE0001,49,049,GE0001,441.01,32.21,7.81,9.88,17.85,0
49049GO0001,49,049,GO0001,89,23,5,8,5,0
49049GO0002,49,049,GO0002,97.04,22,3,9,7.01,0
49049HI0001,49,049,HI0001,628.72,87.55,7.65,20.63,15.62,0
49049HI0002,49,049,HI0002,623,79,3,19,63,0
49049HI0003,49,049,HI0003,484.97,52.43,4.1,4.1,18.84,0
49049HI0004,49,049,HI0004,600,65,0,6,20,0
49049HI0005,49,049,HI0005,618.34,95.61,7.15,9.83,23.23,0
49049HI0006,49,049,HI0006,589.32,83.18,6.02,20.05,28.05,0
49049HI0007,49,049,HI0007,655,100,6,14,41,0
49049HI0008,49,049,HI0008,713.37,99.13,0.97,8.75,15.55,0
49049HI0009,49,049,HI0009,752,101,4,21,41,0
49049HI0010,49,049,HI0010,251.38,35.2,2.94,6.89,9.14,0
49049LE0001,49,049,LE0001,575.79,164.81,7.03,16.11,19.1,0
49049LE0002,49,049,LE0002,504,127,10,15,20,0
49049LE0003,49,049,LE0003,682,108,7,29,20,0
49049LE0004,49,049,LE0004,613,141,4,23,11,0
49049LE0005,49,049,LE0005,640,131,12,14,18,0
49049LE0006,49,049,LE0006,801.6,111.48,6,31.26,18.11,0
49049LE0007,49,049,LE0007,495,106,5,22,28,0
49049LE0008,49,049,LE0008,786.92,136.99,7,10,13,0
49049LE0009,49,049,LE0009,532.41,71.26,5.33,8.33,22.53,0
49049LE0010,49,049,LE0010,1093.21,111.32,3.96,20.53,29.62,0
49049LE0011,49,049,LE0011,779,141,7,23,24,0
49049LE0012,49,049,LE0012,930.73,144.02,1.42,19.25,41.28,0
49049LE0013,49,049,LE0013,192.07,53.26,1.38,10.66,4.54,0
49049LE0014,49,049,LE0014,444.08,157.66,2.63,27.15,13.14,0
49049LE0015,49,049,LE0015,554.24,144.62,8.65,25.52,26.27,0
49049LE0016,49,049,LE0016,391.07,63.13,3.38,13.84,17.76,0
49049LE0017,49,049,LE0017,469,75,2,5,14,0
49049LE0018,49,049,LE0018,515.94,141.28,2.22,22.95,16.97,0
49049LE0019,49,049,LE0019,730.14,137.9,3.43,23.24,22.67,0
49049LE001S,49,049,LE001S,0,1,0,0,0,0
49049LE0021,49,049,LE0021,5.4,2.8,0.06,0.35,0.2,0
49049LE0022,49,049,LE0022,443,89,4,8,21,0
49049LE0023,49,049,LE0023,600.95,125.96,7,23.99,17.99,0
49049LE0024,49,049,LE0024,594,161,5,21,17,0
49049LE0025,49,049,LE0025,407.1,113.08,2.71,16.29,14.47,0
49049LE0026,49,049,LE0026,667.92,114.99,3.96,14.87,13.88,0
49049LE006S,49,049,LE006S,0,0,0,0,0,0
49049LE020E,49,049,LE020E,5.81,3.01,0.07,0.38,0.22,0
49049LE020I,49,049,LE020I,405.44,110.1,6.61,16.04,10.4,0.01
49049LE020W,49,049,LE020W,0,0,0,0,0,0
49049LI0001,49,049,LI0001,976.68,159,12.98,23.97,34.19,0
49049LI0002,49,049,LI0002,420,50,1,7,5,0
49049LI0003,49,049,LI0003,371,45,2,12,13,0
49049LI0004,49,049,LI0004,540.77,86.19,6.07,8.52,15.11,0
49049LI0005,49,049,LI0005,710.55,95.28,4.81,12.45,19.6,0
49049LI0006,49,049,LI0006,741.92,118.45,9.89,26.61,19.01,0
49049LS001U,49,049,LS001U,423.62,49.31,4.58,5.67,17.69,0
49049LS002U,49,049,LS002U,175.99,21.59,0.1,1.05,4.83,0
49049LS02BU,49,049,LS02BU,57.74,10.43,1.69,2.6,4.14,0
49049LV000U,49,049,LV000U,13.85,4.5,0.27,0.38,0.6,0
49049MA0001,49,049,MA0001,711,103,4,14,21,0
49049MA0002,49,049,MA0002,830,95,6,13,12,0
49049MA0003,49,049,MA0003,735.33,101.23,6.68,22.92,37.24,0
49049MA0004,49,049,MA0004,633.38,94.32,4.74,20.69,23.4,0
49049MA0005,49,049,MA0005,585.42,48.59,3.3,19.01,16.69,0
49049OR0001,49,049,OR0001,486.51,105.29,5.45,13.62,17.25,0
49049OR0002,49,049,OR0002,277,150,5,20,19,0
49049OR0003,49,049,OR0003,529.69,82.55,4,6.13,7.32,0
49049OR0004,49,049,OR0004,423,187,11,29,20,0
49049OR0005,49,049,OR0005,757,177,11,25,25,0
49049OR0006,49,049,OR0006,410,109,1,22,21,0
49049OR0007,49,049,OR0007,548.77,78.4,5.95,12.9,16.87,0
49049OR0008,49,049,OR0008,322,157,7,22,19,0
49049OR0009,49,049,OR0009,252.4,37.53,4.83,7.75,7.03,0
49049OR0010,49,049,OR0010,386.49,84.71,5.55,18.38,18.75,0
49049OR0011,49,049,OR0011,577,127.99,9,20,24,0
49049OR0012,49,049,OR0012,212,109,4,14,16,0
49049OR0013,49,049,OR0013,332.74,155.25,5.54,19.44,9.24,0
49049OR0014,49,049,OR0014,216,99,8,12,9,0
49049OR0015,49,049,OR0015,453,157,13,18,27,0
49049OR0016,49,049,OR0016,397,102,7,15,18,0
49049OR0017,49,049,OR0017,453.04,141.34,10.3,20.59,13.1,0
49049OR0018,49,049,OR0018,298,138,12,16,10,0
49049OR0019,49,049,OR0019,513,65,9,14,24,0
49049OR0020,49,049,OR0020,487,145,6,20,20,0
49049OR0021,49,049,OR0021,466,112,12,20,33,0
49049OR0022,49,049,OR0022,615,129,4,27,24,0
49049OR0023,49,049,OR0023,577,88,8,17,14,0
49049OR0024,49,049,OR0024,565,113,8,10,12,0
49049OR0025,49,049,OR0025,346,73,4,7,12,0
49049OR0026,49,049,OR0026,293.09,60.28,2.77,13.16,6.93,0
49049OR0027,49,049,OR0027,476,144,8,26,22,0
49049OR0028,49,049,OR0028,527,143,8,24,14,0
49049OR0029,49,049,OR0029,715,125,11,25,16,0
49049OR0030,49,049,OR0030,535,112,4,19,19,0
49049OR0031,49,049,OR0031,506,103,4,8,6,0
49049OR0032,49,049,OR0032,440,88,5,10,15,0
49049OR0033,49,049,OR0033,29,9,2,0,3,0
49049OR0034,49,049,OR0034,365.94,75.71,5.33,17.68,11.14,0
49049OR0035,49,049,OR0035,363,106,1,17,21,0
49049OR0037,49,049,OR0037,370,98,5,9,12,0
49049OR0038,49,049,OR0038,418,100,5,14,13,0
49049OR0039,49,049,OR0039,198,37,4,7,8,0
49049OR0040,49,049,OR0040,455,163,8,25,15,0
49049OR0041,49,049,OR0041,373,79,15,18,13,0
49049OR0043,49,049,OR0043,530,138,10,17,23,0
49049OR0044,49,049,OR0044,341,82,10,13,11,0
49049OR0045,49,049,OR0045,386,88,6,14,21,0
49049OR0046,49,049,OR0046,436,97,7,11,9,0
49049OR0047,49,049,OR0047,574.26,116.75,8.46,31.56,22.76,0
49049OR0048,49,049,OR0048,150,14,0,2,4,0
49049OR0049,49,049,OR0049,418.93,74.95,3.99,17.15,19.4,0
49049OR0050,49,049,OR0050,420,98,2,14,17,0
49049OR036I,49,049,OR036I,354,66.49,2.7,13.48,11.68,0
49049OR036U,49,049,OR036U,44.17,7.42,0.45,0.99,1.3,0
49049OR039A,49,049,OR039A,1.31,0.21,0.02,0.03,0.05,0
49049OR042A,49,049,OR042A,376.4,139.48,4.54,18.96,11.15,0
49049OR042B,49,049,OR042B,115.68,55.26,1.39,6.26,3.85,0
49049OR042C,49,049,OR042C,9.51,3.18,0,0,0.29,0
49049OR042S,49,049,OR042S,67,22,1,3,0,0
49049OR047S,49,049,OR047S,4,0,0,0,0,0
49049PA0002,49,049,PA0002,778.66,117.19,13.56,18.4,42.61,0
49049PA0003,49,049,PA0003,663,137,16,24,37,0
49049PA0005,49,049,PA0005,304,81,9,11,27,0
49049PA0007,49,049,PA0007,770.33,125.92,19.13,30.13,33.37,0
49049PA0008,49,049,PA0008,453,109,10,19,32,0
49049PA001I,49,049,PA001I,656.45,167.5,15.96,37.44,41.44,0
49049PA004I,49,049,PA004I,421.98,66.46,13.9,10.37,20.49,0
49049PA006I,49,049,PA006I,219.29,28.39,3.62,5.44,6.48,0
49049PA006U,49,049,PA006U,502.58,41.84,4.44,6.6,11.59,0
49049PA01UA,49,049,PA01UA,17.82,1.84,0.25,0.09,1.78,0
49049PA01UB,49,049,PA01UB,50.64,5.88,0.85,0.39,5.23,0
49049PA04UA,49,049,PA04UA,35.33,5.54,1.17,0.86,1.72,0
49049PA04UB,49,049,PA04UB,41.61,7.47,0.02,1.84,1.04,0
49049PC001U,49,049,PC001U,96.05,20.36,0.16,1.16,1.56,0.08
49049PC002U,49,049,PC002U,58,31,0,0,0,0
49049PG0001,49,049,PG0001,675.21,64.95,13.03,15.24,22.36,0
49049PG0002,49,049,PG0002,380,109,2,16,27,0
49049PG0003,49,049,PG0003,729,144,14,32,17,0
49049PG0004,49,049,PG0004,559.88,87.92,9.92,26.48,9.94,0
49049PG0005,49,049,PG0005,278,87,9,13,6,0
49049PG0006,49,049,PG0006,724.57,172.18,11.01,26.02,26.04,0
49049PG0007,49,049,PG0007,537.07,99.58,7.72,17.4,19.28,0
49049PG0009,49,049,PG0009,649.69,106.42,6.01,27.46,28.32,0
49049PG0010,49,049,PG0010,508.88,171.74,6.42,18.07,18.97,0
49049PG0011,49,049,PG0011,806,137,8,19,24,0
49049PG0012,49,049,PG0012,493,105,10,25,16,0
49049PG0013,49,049,PG0013,434.89,128.55,9.18,17.53,18.36,0
49049PG0014,49,049,PG0014,633.5,50.18,9.01,23.03,21.02,0
49049PG001S,49,049,PG001S,151.2,19.72,2.09,2.24,7.91,0
49049PG005S,49,049,PG005S,91.9,25,0.58,4.93,2.78,0
49049PG008E,49,049,PG008E,274.49,57.54,3.72,6.65,16.9,0
49049PG008W,49,049,PG008W,303.18,64.85,4.21,7.4,19.41,0
49049PR0003,49,049,PR0003,540,162,7,22,19,0
49049PR0004,49,049,PR0004,316,209,3,20,6,0
49049PR0005,49,049,PR0005,358.94,144.99,4.01,16.22,9.13,0
49049PR0006,49,049,PR0006,189,140,6,7,9,0
49049PR0007,49,049,PR0007,341,148,2,13,6,0
49049PR0008,49,049,PR0008,115,59,1,4,0,0
49049PR0009,49,049,PR0009,362,157,7,20,6,0
49049PR0010,49,049,PR0010,377,142,2,8,17,0
49049PR0011,49,049,PR0011,306,119,8,7,13,0
49049PR0012,49,049,PR0012,408.6,165.51,4.05,12.71,7.42,0
49049PR0013,49,049,PR0013,562,95,4,11,12,0
49049PR0014,49,049,PR0014,278,138,4,17,14,0
49049PR0015,49,049,PR0015,712.93,150.77,3.99,13.98,23.96,0
49049PR0016,49,049,PR0016,479.05,123.01,4,5,14,0
49049PR0017,49,049,PR0017,441.54,195.06,7.98,20.39,16.85,0
49049PR0018,49,049,PR0018,594.57,193.43,11.43,16.2,25.73,0
49049PR0019,49,049,PR0019,386,122,5,22,16,0
49049PR001N,49,049,PR001N,235.72,115.04,5.6,15.05,12.63,0
49049PR001S,49,049,PR001S,153.04,68.37,3.84,11.88,10.39,0
49049PR001U,49,049,PR001U,3.25,1.63,0.08,0.22,0.19,0
49049PR0020,49,049,PR0020,473.58,148.07,4.3,18.42,24.67,0
49049PR0021,49,049,PR0021,303,136,8,16,12,0
49049PR0022,49,049,PR0022,106,45,2,9,8,0
49049PR0023,49,049,PR0023,346,175,7,19,15,0
49049PR0024,49,049,PR0024,429,134,5,22,14,0
49049PR0025,49,049,PR0025,486,77.01,2,9,18,0
49049PR0026,49,049,PR0026,505,161,6,19,16,0
49049PR0027,49,049,PR0027,560,161,4,15,20,0
49049PR0028,49,049,PR0028,206.26,67.5,1.2,7.32,6.28,0
49049PR0029,49,049,PR0029,149,94,4,19,9,0
49049PR002I,49,049,PR002I,228.34,97.65,2.2,17.62,10.28,0
49049PR002U,49,049,PR002U,82.66,35.35,0.8,6.38,3.72,0
49049PR0030,49,049,PR0030,396,79,4,15,6,0
49049PR0031,49,049,PR0031,637,141,8,16,22,0
49049PR0032,49,049,PR0032,394.76,80.32,1.99,3.98,12.76,0
49049PR0033,49,049,PR0033,264,56,0,3,3,0
49049PR0034,49,049,PR0034,167,89,2,8,12,0
49049PR0035,49,049,PR0035,471.49,168.46,5.98,21.93,25.92,0
49049PR0036,49,049,PR0036,629.46,189.5,0.94,14.07,8.44,0
49049PR0037,49,049,PR0037,426,101,4,9,7,0
49049PR0038,49,049,PR0038,307,32,2,9,5,0
49049PR0039,49,049,PR0039,562,112,4,11,13,0
49049PR0040,49,049,PR0040,426,112,6,13,6,0
49049PR0041,49,049,PR0041,449,92,1,12,13,0
49049PR0043,49,049,PR0043,203.87,88.8,2.89,10.83,18.02,0
49049PR0044,49,049,PR0044,372.64,186.74,7.13,21.24,32.06,0
49049PR0045,49,049,PR0045,543,140,10,21,10,0
49049PR042N,49,049,PR042N,220.96,39.4,0,3.43,8.14,0
49049PR042S,49,049,PR042S,277.24,49.37,0.03,4.33,10.2,0
49049SA0001,49,049,SA0001,61.85,12.14,2.31,3.47,5.2,0
49049SA0003,49,049,SA0003,839,139,10,26,41,0
49049SA0005,49,049,SA0005,120,14,7,4,3,0
49049SA002I,49,049,SA002I,1124.12,136.88,14.2,15.95,35.73,0
49049SA004U,49,049,SA004U,85.72,12.77,1.25,1,5.98,0
49049SA02UA,49,049,SA02UA,53.92,2.71,4.08,2.09,2.86,0
49049SA02UB,49,049,SA02UB,15.44,0.84,1.1,0.6,0.8,0
49049SA04IA,49,049,SA04IA,280.29,37.68,2.76,4.59,7.36,0
49049SA04IB,49,049,SA04IB,31.01,4.09,0.32,0.49,0.85,0
49049SF0001,49,049,SF0001,348,106,18,18,21,0
49049SF0003,49,049,SF0003,359.38,108.21,13.9,18.86,26.8,0
49049SF0004,49,049,SF0004,420.08,106.47,6.85,13.68,17.58,0
49049SF0005,49,049,SF0005,543,152,17,37,27,0
49049SF0006,49,049,SF0006,409,52,7,10,9,0
49049SF0008,49,049,SF0008,852.39,167.07,13.83,24.1,34.33,0
49049SF0009,49,049,SF0009,941,109,5,21,28,0
49049SF0010,49,049,SF0010,446,90,1,13,14,0
49049SF0011,49,049,SF0011,707,111,9,23,14,0
49049SF0012,49,049,SF0012,529.62,100.79,6.1,16.14,14.2,0
49049SF0013,49,049,SF0013,577,56,3,14,8,0
49049SF0014,49,049,SF0014,268.27,51.27,8.43,12.64,16.15,0
49049SF0015,49,049,SF0015,704,108,10,37,27,0
49049SF0016,49,049,SF0016,746,131,7,34,37,0
49049SF0017,49,049,SF0017,563.84,90,7.5,17.83,27.18,0
49049SF002U,49,049,SF002U,57.87,10.99,1.82,0.93,5.47,0
49049SF007S,49,049,SF007S,2,3,0,0,0,0
49049SF007U,49,049,SF007U,182.73,19.1,1.29,2.13,2.95,0
49049SF02IB,49,049,SF02IB,3.76,0.63,0.04,0.07,0.16,0
49049SF07IA,49,049,SF07IA,29.54,14.91,0.18,0.39,3.42,0
49049SF07IB,49,049,SF07IB,5.15,0.51,0.03,0.06,0.03,0
49049SL000U,49,049,SL000U,264.46,49.68,6.11,7.98,20.16,0
49049SP0001,49,049,SP0001,565,166,13,22,23,0
49049SP0002,49,049,SP0002,198,48,2,3,15,0
49049SP0003,49,049,SP0003,39,10,0,0,0,0
49049SP0005,49,049,SP0005,304,72.75,3.25,9.74,9.09,0
49049SP0006,49,049,SP0006,613.85,87.19,5.3,12.45,13.66,0
49049SP0008,49,049,SP0008,415,105,11,23,16,0
49049SP0009,49,049,SP0009,690.43,179.51,12.03,25.11,32.13,0
49049SP0010,49,049,SP0010,509,137,7,11,20,0
49049SP0011,49,049,SP0011,485.3,113.56,8.74,18.44,20.38,0
49049SP0012,49,049,SP0012,408.64,128.51,4.62,19.41,27.74,0
49049SP0013,49,049,SP0013,283,96,8,14,5,0
49049SP0014,49,049,SP0014,467,75,3,13,20,0
49049SP0015,49,049,SP0015,305,94,4,16,12,0
49049SP0016,49,049,SP0016,318.77,115.29,7.72,27.9,25.47,0
49049SP0017,49,049,SP0017,129.55,45.84,3.99,8.97,3.99,0
49049SP0018,49,049,SP0018,271,62,2,7,11,0
49049SP004I,49,049,SP004I,469.36,138.49,7.38,18.59,16.26,0
49049SP004U,49,049,SP004U,164,39.25,1.75,5.26,4.91,0
49049SP007I,49,049,SP007I,841.34,80.97,4.94,19.75,14.81,0
49049SP007U,49,049,SP007U,134.33,35.2,2,3,13,0
49049SP02IA,49,049,SP02IA,460.59,76.82,5.03,8.96,20.06,0
49049SQ001I,49,049,SQ001I,672.92,93.57,11.17,26.72,32.71,0
49049SQ001U,49,049,SQ001U,80.6,11.19,0.97,1.96,3.75,0
49049SQ002E,49,049,SQ002E,739.31,113.41,14.79,27.36,36.3,0
49049SQ002W,49,049,SQ002W,262.37,40.17,5.27,9.75,12.92,0
49049SQ003U,49,049,SQ003U,8.51,0.48,0.07,0.16,0.2,0
49049SQ004I,49,049,SQ004I,204.35,32.41,4.91,10.79,13.74,0
49049SQ004U,49,049,SQ004U,8.01,1.01,0.01,0.01,0.02,0
49049SQ03IA,49,049,SQ03IA,504.01,69.47,4.2,15.07,31.8,0
49049SR0001,49,049,SR0001,824.1,111.23,9.01,20.05,23.05,0
49049SR0002,49,049,SR0002,563.5,158.4,4.09,22.19,16.24,0
49049SR0004,49,049,SR0004,556.75,157.26,7.54,36.48,27.99,0
49049SR0005,49,049,SR0005,554.79,93.79,7.96,10.62,21.24,0
49049SR0006,49,049,SR0006,807.53,150.56,6.84,28.35,27.37,0
49049SR0007,49,049,SR0007,705.42,131.59,8.9,17.81,22.76,0
49049SR0008,49,049,SR0008,461.81,92.82,2.78,24.54,15.12,0
49049SR003I,49,049,SR003I,764.26,87.37,3.85,19.46,17.43,0
49049SR003U,49,049,SR003U,14.57,3.21,0.13,0.85,0.62,0
49049SR005M,49,049,SR005M,21.28,3.6,0.31,0.41,0.81,0
49049SR009I,49,049,SR009I,842.36,129.56,9.44,32.11,38.5,0
49049SR009U,49,049,SR009U,39.51,7.09,0.09,1.9,1.13,0
49049SR010I,49,049,SR010I,680.66,133.31,12.2,36.61,34.74,0
49049SR010U,49,049,SR010U,6.14,1.2,0.11,0.33,0.31,0
49049UL001U,49,049,UL001U,28.58,6.18,0.51,1.52,1.43,0
49049UL002U,49,049,UL002U,0.35,0.08,0.01,0.02,0.03,0
49049VI0100,49,049,VI0100,873.4,195.95,4.67,37.32,20.53,0
49049VI01S1,49,049,VI01S1,15.74,5.28,0,0.01,0.48,0
49049VI01S2,49,049,VI01S2,6.67,0.33,0,0,0.33,0
49049VI01S3,49,049,VI01S3,0,0,0,0,0,0
49049VI01UL,49,049,VI01UL,0,0,0,0,0,0
49049VI0200,49,049,VI0200,124.34,110.06,7,9.01,7.01,0
49049VIO1S4,49,049,VIO1S4,6.53,2.18,0,0,0.2,0
49049WH0001,49,049,WH0001,510.02,71.44,4.31,15.02,32.9,0
49051000010,49,051,000010,132,149,4,6,3,0
49051000011,49,051,000011,143,113,3,7,10,0
49051000012,49,051,000012,167,97,4,6,4,1
49051000013,49,051,000013,215,79,7,12,6,1
49051000014,49,051,000014,571,167,4,10,6,5
49051000020,49,051,000020,192.94,107.39,6.37,9.1,14.56,3.64
49051000021,49,051,000021,141,54,6,9,7,0
49051000022,49,051,000022,244,59,3,11,7,0
49051000023,49,051,000023,350.92,147.96,0.79,8.5,6.97,4.27
49051000025,49,051,000025,303,65,1,7,6,1
49051000040,49,051,000040,376,140,0,9,18,0
49051000041,49,051,000041,50,38,2,1,1,1
49051000051,49,051,000051,579.44,248.76,3,7.99,14.99,0
49051000052,49,051,000052,459.5,206.67,1.08,14.01,10.18,2.08
49051000053,49,051,000053,413.01,139.63,5.89,7.57,12.62,0.84
4905100034E,49,051,00034E,101.11,27.07,0.8,1.59,1.19,0.4
4905100034N,49,051,00034N,25.57,6.85,0.2,0.4,0.3,0.1
4905100034S,49,051,00034S,100.59,26.93,0.79,1.58,1.19,0.4
4905100034W,49,051,00034W,25.99,8.42,0.22,0.48,0.33,0.09
4905100043N,49,051,00043N,1.99,1.19,0,0,0,0
4905100043S,49,051,00043S,2.65,1.59,0,0,0,0
4905100050A,49,051,00050A,322,135,5,14,12,0
4905100050B,49,051,00050B,0,0,0,0,0,0
4905100055I,49,051,00055I,145.17,65.03,0,3.77,6.61,0.94
4905100055U,49,051,00055U,93.71,31.61,1.11,1.43,4.35,0.16
