GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
49057WHV002,49,057,WHV002,408.29,114.84,4.85,15.97,19.62,1.31
49057WHV003,49,057,WHV003,492.4,187.51,6.3,23.13,20.43,1.08
49057WHV004,49,057,WHV004,674.1,283.02,12,31,39.01,6
49057WHV005,49,057,WHV005,151.31,54.22,3.01,1.06,6.07,2
49057WHV006,49,057,WHV006,236,28,3,7,9,0
49057WHV007,49,057,WHV007,336.85,96.33,3.03,11.06,20.06,3.01
49057WHV008,49,057,WHV008,88.91,45.43,5.87,8.88,9.86,0.98
49057WNO002,49,057,WNO002,0.01,0,0,0,0,0
49057WNO03E,49,057,WNO03E,56.66,20.56,0.54,1.83,1.71,0.26
49057WNO3EW,49,057,WNO3EW,14,3.85,0.02,0.38,0.38,0
