GEOID,area_land,area_water,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PRECCas,G16USSDSch,G16USSRCar,G16USSAGiu,G16USSLKok,G16USSCAll
150030089343009,1082883,0,71.2,43.7,2.1,4.6,1.3,88.3,27.7,0.5,1.6,2.7
150030089343010,162735,0,1.2,0.8,0,0.1,0,1.5,0.5,0,0,0
150030089343011,1460677,0,0,0,0,0,0,0,0,0,0,0
150030089351000,193329,0,67.1,41.2,1.9,4.4,1.3,83.3,26.1,0.5,1.5,2.6
150030089351001,7305,0,43.7,26.8,1.3,2.8,0.8,54.2,17,0.3,1,1.7
150030089351002,71484,0,0,0,0,0,0,0,0,0,0,0
150030089351003,17013,0,8.7,5.4,0.3,0.6,0.2,10.8,3.4,0.1,0.2,0.3
150030089351004,52717,0,0,0,0,0,0,0,0,0,0,0
150030089351005,110466,0,79.3,48.7,2.3,5.1,1.5,98.4,30.9,0.6,1.8,3
150030089352000,48801,0,0,0,0,0,0,0,0,0,0,0
150030089352001,175122,0,26.2,16.1,0.8,1.7,0.5,32.5,10.2,0.2,0.6,1
150030089352002,16537,0,0,0,0,0,0,0,0,0,0,0
150030089361000,58291,0,84.6,52,2.5,5.5,1.6,104.9,32.9,0.7,2,3.3
150030089361001,31953,0,1.2,0.8,0,0.1,0,1.5,0.5,0,0,0
150030089361002,46225,0,187.6,115.3,5.4,12.2,3.5,232.7,73,1.4,4.3,7.2
150030089361003,22765,0,0,0,0,0,0,0,0,0,0,0
150030089361004,19447,0,0,0,0,0,0,0,0,0,0,0
150030089361005,36542,0,0,0,0,0,0,0,0,0,0,0
150030089361006,185083,0,23.4,14.4,0.7,1.5,0.4,29,9.1,0.2,0.5,0.9
150030089361007,25952,0,26.5,16.3,0.8,1.7,0.5,32.9,10.3,0.2,0.6,1
150030089361008,7990,0,35,21.5,1,2.3,0.7,43.4,13.6,0.3,0.8,1.3
150030089362000,66913,0,21.5,13.2,0.6,1.4,0.4,26.7,8.4,0.2,0.5,0.8
150030089362001,37330,0,38.4,23.6,1.1,2.5,0.7,47.6,14.9,0.3,0.9,1.5
150030089362002,65002,0,0,0,0,0,0,0,0,0,0,0
150030089362003,20855,0,15.3,9.4,0.4,1,0.3,19,6,0.1,0.4,0.6
150030089362004,33564,0,0.3,0.2,0,0,0,0.4,0.1,0,0,0
150030089362005,25203,0,29.6,18.2,0.9,1.9,0.6,36.8,11.5,0.2,0.7,1.1
150030089362006,97842,0,425.7,261.6,12.4,27.6,8,528.2,165.8,3.3,9.8,16.4
150030089362007,17221,0,0,0,0,0,0,0,0,0,0,0
150030089371000,7130,0,16.7,11.2,0.6,0.9,0.3,20.4,7.3,0.1,0.6,0.6
150030089371001,146241,0,5.3,3.6,0.2,0.3,0.1,6.5,2.3,0,0.2,0.2
150030089371002,86441,0,13,8.7,0.4,0.7,0.2,15.9,5.7,0.1,0.4,0.5
150030089371003,5253,0,0.6,0.4,0,0,0,0.8,0.3,0,0,0
150030089371004,7069,0,17.3,11.5,0.6,0.9,0.3,21.1,7.6,0.1,0.6,0.6
150030089381000,107664,0,32.3,13.1,0.8,1.5,0.4,37.5,7,0.4,0.4,1.5
150030089381001,3099,0,0.7,0.3,0,0,0,0.9,0.2,0,0,0
150030089382000,24090,0,0,0,0,0,0,0,0,0,0,0
150030089382001,40319,0,46.2,18.7,1.2,2.2,0.6,53.7,10,0.6,0.6,2.2
150030089382002,6018,0,0,0,0,0,0,0,0,0,0,0
150030089382003,14118,0,101.9,41.2,2.6,4.8,1.3,118.4,22.1,1.3,1.3,4.8
150030089382004,23197,0,34.9,14.1,0.9,1.6,0.4,40.6,7.6,0.4,0.4,1.6
150030089382005,76177,0,0,0,0,0,0,0,0,0,0,0
150030089382006,3357,0,9.2,3.7,0.2,0.4,0.1,10.7,2,0.1,0.1,0.4
150030089382007,4018,0,9.7,3.9,0.2,0.5,0.1,11.2,2.1,0.1,0.1,0.5
150030089382008,4576,0,0,0,0,0,0,0,0,0,0,0
150030089391000,718008,0,34.5,25.7,1.8,2.3,1,40.3,18.8,0.4,1.5,1.9
150030089392000,66333,0,0,0,0,0,0,0,0,0,0,0
150030089392001,246588,0,35.3,26.3,1.8,2.3,1,41.3,19.2,0.5,1.6,2
150030089393000,20470,0,161.5,120.4,8.3,10.7,4.5,188.8,88,2.1,7.2,9
150030089393001,237921,0,62.5,46.6,3.2,4.1,1.7,73,34,0.8,2.8,3.5
150030089401000,20218,0,420.1,259.8,13.4,26.7,5.9,511.2,182.3,1.3,7.5,10.3
150030089401001,56952,0,63.9,39.5,2,4.1,0.9,77.8,27.7,0.2,1.1,1.6
150030089401002,197101,0,1.6,1.2,0.1,0.1,0,1.8,0.9,0,0.1,0.1
150030089401003,481729,0,47.6,35.5,2.4,3.2,1.3,55.7,25.9,0.6,2.1,2.6
150030089401004,17371,0,5,3.7,0.3,0.3,0.1,5.8,2.7,0.1,0.2,0.3
150030089401005,15781,0,72.3,44.7,2.3,4.6,1,88,31.4,0.2,1.3,1.8
150030089401006,28084,0,38,28.4,2,2.5,1.1,44.5,20.7,0.5,1.7,2.1
150030089401007,33099,0,6.5,4.9,0.3,0.4,0.2,7.7,3.6,0.1,0.3,0.4
150030089401008,8400,0,19.3,14.4,1,1.3,0.5,22.6,10.5,0.2,0.9,1.1
150030089401009,36899,0,24.3,18.1,1.2,1.6,0.7,28.4,13.3,0.3,1.1,1.4
150030089401010,23021,0,4.2,2.6,0.1,0.3,0.1,5.1,1.8,0,0.1,0.1
150030089401011,26693,0,0,0,0,0,0,0,0,0,0,0
150030089401012,34272,0,160.3,99.1,5.1,10.2,2.3,195.1,69.5,0.5,2.8,3.9
150030089402000,10097,0,77.5,47.9,2.5,4.9,1.1,94.3,33.6,0.2,1.4,1.9
150030089402001,98558,0,219,135.4,7,13.9,3.1,266.5,95,0.7,3.9,5.4
150030089402002,16696,0,0,0,0,0,0,0,0,0,0,0
150030089402003,143826,0,66,40.8,2.1,4.2,0.9,80.3,28.6,0.2,1.2,1.6
150030089411000,279165,0,0,0,0,0,0,0,0,0,0,0
150030089411001,39820,0,0,0,0,0,0,0,0,0,0,0
150030089411002,7504,0,0.6,0.4,0,0,0,0.7,0.3,0,0,0
150030089411003,224539,0,50.9,34.9,1.9,3.4,1.4,62.3,25,0.2,0.8,2.3
150030089411004,88841,0,53.7,36.9,2,3.6,1.4,65.7,26.4,0.2,0.9,2.5
150030089411005,12526,0,40.7,28,1.5,2.7,1.1,49.8,20,0.2,0.7,1.9
150030089411006,12544,0,0,0,0,0,0,0,0,0,0,0
150030089411007,9149,0,0,0,0,0,0,0,0,0,0,0
150030089411008,12622,0,1.7,1.2,0.1,0.1,0,2.1,0.8,0,0,0.1
150030089411009,43848,0,101.7,69.9,3.8,6.8,2.7,124.6,50,0.5,1.7,4.7
150030089421000,13255,0,0,0,0,0,0,0,0,0,0,0
150030089421001,116684,0,0,0,0,0,0,0,0,0,0,0
150030089421002,66117,0,40.1,27.6,1.5,2.7,1.1,49.1,19.7,0.2,0.7,1.8
150030089421003,47806,0,48,33,1.8,3.2,1.3,58.8,23.6,0.2,0.8,2.2
150030089421004,109135,0,39.6,27.2,1.5,2.6,1.1,48.4,19.4,0.2,0.6,1.8
150030089421005,47093,0,58.2,40,2.2,3.9,1.6,71.3,28.6,0.3,0.9,2.7
150030089421006,1902,0,0,0,0,0,0,0,0,0,0,0
150030089422000,111102,0,0,0,0,0,0,0,0,0,0,0
150030089422001,62517,0,0,0,0,0,0,0,0,0,0,0
150030089422002,27279,0,0,0,0,0,0,0,0,0,0,0
150030089431000,18714,0,34.6,21.4,1.1,2.2,0.5,42.1,15,0.1,0.6,0.8
150030089431001,328208,0,0,0,0,0,0,0,0,0,0,0
150030089431002,15470,0,96.4,59.6,3.1,6.1,1.4,117.3,41.8,0.3,1.7,2.4
150030089431003,125422,0,259.8,160.7,8.3,16.5,3.7,316.2,112.7,0.8,4.6,6.4
150030089441000,17514,0,31.8,23.7,1.6,2.1,0.9,37.2,17.3,0.4,1.4,1.8
150030089441001,132634,0,79,48.9,2.5,5,1.1,96.2,34.3,0.3,1.4,1.9
150030089442000,70969,0,1.6,1,0.1,0.1,0,2,0.7,0,0,0
150030089442001,11425,0,46.1,28.5,1.5,2.9,0.6,56.1,20,0.1,0.8,1.1
150030089442002,133511,0,80,49.5,2.5,5.1,1.1,97.3,34.7,0.3,1.4,2
150030089442003,51503,0,58.8,36.4,1.9,3.7,0.8,71.6,25.5,0.2,1,1.4
150030089442004,12895,0,0,0,0,0,0,0,0,0,0,0
150030089442005,37791,0,0,0,0,0,0,0,0,0,0,0
150030089443000,167589,0,21.6,13.3,0.7,1.4,0.3,26.2,9.4,0.1,0.4,0.5
150030089451000,86495,0,0.5,0.3,0,0,0,0.6,0.2,0,0,0
150030089451001,228849,0,184.1,98.2,5.4,10.5,1.7,220.5,67.8,0.8,2.7,3.7
150030089451002,166246,0,85.4,45.6,2.5,4.9,0.8,102.3,31.5,0.3,1.3,1.7
150030089451003,339095,0,30.8,16.4,0.9,1.8,0.3,36.9,11.3,0.1,0.5,0.6
150030089451004,143579,0,121.4,64.8,3.6,6.9,1.1,145.5,44.7,0.5,1.8,2.4
150030089451005,51211,0,58.3,31.5,2,3.6,0.9,70.1,21.9,0.1,0.8,1.7
150030089451006,238740,0,32.5,17.5,1.1,2,0.5,39,12.2,0.1,0.4,1
150030089451007,1974470,0,80.6,43,2.4,4.6,0.7,96.6,29.7,0.3,1.2,1.6
150030089451008,17421,0,67.6,36.5,2.4,4.1,1,81.2,25.3,0.2,0.9,2
150030089451009,180513,0,0,0,0,0,0,0,0,0,0,0
150030089451010,148871,0,421.6,227.5,14.7,25.6,6.3,506.1,158,1,5.8,12.4
150030089451011,124515,0,5.8,3.1,0.2,0.4,0.1,7,2.2,0,0.1,0.2
150030089451012,53902,0,256.6,138.5,9,15.6,3.9,308,96.1,0.6,3.6,7.6
150030089451013,42937,0,20.1,10.8,0.7,1.2,0.3,24.1,7.5,0,0.3,0.6
150030089451014,514578,0,3.6,1.9,0.1,0.2,0,4.3,1.3,0,0.1,0.1
150030089451015,21064,0,13.1,7.1,0.5,0.8,0.2,15.8,4.9,0,0.2,0.4
150030089461000,129133,0,358.6,193.5,12.5,21.8,5.4,430.5,134.4,0.9,5,10.6
150030089461001,8488,0,0.4,0.2,0,0,0,0.5,0.1,0,0,0
150030089462000,17198,0,0,0,0,0,0,0,0,0,0,0
150030089462001,98642,0,17.5,12.6,0.6,0.9,0.3,22.5,7.9,0,0.4,0.7
150030089462002,60374,0,31.3,22.7,1,1.6,0.6,40.5,14.1,0,0.7,1.3
150030089462003,24879,0,4.5,3.3,0.1,0.2,0.1,5.8,2,0,0.1,0.2
150030089462004,60934,0,36.2,26.2,1.2,1.9,0.7,46.7,16.3,0,0.8,1.5
150030089462005,21431,0,9.4,6.8,0.3,0.5,0.2,12.1,4.2,0,0.2,0.4
150030089463000,10338,0,29,15.6,1,1.8,0.4,34.8,10.9,0.1,0.4,0.9
150030089463001,155113,0,129.4,69.9,4.5,7.9,1.9,155.4,48.5,0.3,1.8,3.8
150030089471000,11391,0,33.2,17.9,1.2,2,0.5,39.9,12.5,0.1,0.5,1
150030089471001,217411,0,44.6,24.1,1.6,2.7,0.7,53.5,16.7,0.1,0.6,1.3
150030089471002,17070,0,0,0,0,0,0,0,0,0,0,0
150030089471003,26559,0,0,0,0,0,0,0,0,0,0,0
150030089481000,1305,0,0,0,0,0,0,0,0,0,0,0
150030089481001,196105,0,0,0,0,0,0,0,0,0,0,0
150030089481002,19550,0,61.1,33,2.1,3.7,0.9,73.3,22.9,0.1,0.8,1.8
150030089482000,11715,0,9.4,6.8,0.3,0.5,0.2,12.1,4.2,0,0.2,0.4
150030089482001,178055,0,1.3,0.9,0,0.1,0,1.7,0.6,0,0,0.1
150030089483000,93309,0,8,4.3,0.3,0.5,0.1,9.6,3,0,0.1,0.2
150030089483001,10633,0,0,0,0,0,0,0,0,0,0,0
150030089483002,84864,0,83.1,44.8,2.9,5.1,1.3,99.7,31.1,0.2,1.2,2.5
150030089483003,7859,0,0,0,0,0,0,0,0,0,0,0
150030089483004,11238,0,0,0,0,0,0,0,0,0,0,0
150030089483005,4294,0,20.5,11.1,0.7,1.2,0.3,24.6,7.7,0,0.3,0.6
150030089483006,5885,0,16.6,9,0.6,1,0.3,19.9,6.2,0,0.2,0.5
150030089491000,728667,0,2.3,1.4,0.1,0.1,0,2.8,1,0,0.1,0.1
150030089501000,19490,0,0,0,0,0,0,0,0,0,0,0
150030089501001,13045,0,0,0,0,0,0,0,0,0,0,0
150030089501002,13291,0,0,0,0,0,0,0,0,0,0,0
150030089501003,22934,0,143.6,88.2,4.2,9.3,2.7,178.1,55.9,1.1,3.3,5.5
150030089501004,229599,0,82.7,50.8,2.4,5.4,1.6,102.6,32.2,0.6,1.9,3.2
150030089501005,35779,0,0,0,0,0,0,0,0,0,0,0
150030089501006,24026,0,71.5,43.9,2.1,4.6,1.3,88.7,27.8,0.5,1.6,2.7
150030089501007,25549,0,0,0,0,0,0,0,0,0,0,0
150030089501008,11945,0,0.3,0.2,0,0,0,0.4,0.1,0,0,0
150030089501009,19352,0,37.5,23,1.1,2.4,0.7,46.5,14.6,0.3,0.9,1.4
150030089511000,23497,0,0,0,0,0,0,0,0,0,0,0
150030089511001,51048,0,76.5,47,2.2,5,1.4,94.9,29.8,0.6,1.8,2.9
150030089511002,27780,0,0,0,0,0,0,0,0,0,0,0
150030089511003,40554,0,25.3,15.5,0.7,1.6,0.5,31.4,9.8,0.2,0.6,1
150030089511004,19432,0,57.7,35.5,1.7,3.7,1.1,71.6,22.5,0.4,1.3,2.2
150030089512000,19025,0,0,0,0,0,0,0,0,0,0,0
150030089512001,17820,0,0,0,0,0,0,0,0,0,0,0
150030089512002,20983,0,44.6,27.4,1.3,2.9,0.8,55.4,17.4,0.3,1,1.7
150030089512003,19207,0,0,0,0,0,0,0,0,0,0,0
150030089512004,51609,0,0,0,0,0,0,0,0,0,0,0
150030089521000,591518,0,139.8,84.9,4.6,7.7,2.1,166.7,62,0.6,3.4,3.9
150030089521001,22013,0,37,22.5,1.2,2,0.6,44.1,16.4,0.2,0.9,1
150030089521002,19868,0,0,0,0,0,0,0,0,0,0,0
150030089521003,6450,0,38.1,23.2,1.2,2.1,0.6,45.5,16.9,0.2,0.9,1.1
150030089521004,818335,0,137.4,83.4,4.5,7.6,2.1,163.8,60.9,0.6,3.3,3.8
150030089521005,112568,0,4.2,2.5,0.1,0.2,0.1,5,1.8,0,0.1,0.1
150030089521006,352971,0,4.6,2.8,0.1,0.3,0.1,5.5,2,0,0.1,0.1
150030089521007,398915,0,0.3,0.2,0,0,0,0.3,0.1,0,0,0
150030089522000,13665,0,0,0,0,0,0,0,0,0,0,0
150030089522001,539455,0,49.3,26.5,1.5,1.3,0.4,64.3,13.5,0.6,0.7,0.6
150030089522002,14842,0,0,0,0,0,0,0,0,0,0,0
150030089522003,30478,0,121.5,65.3,3.7,3.2,0.9,158.5,33.4,1.4,1.8,1.4
150030089522004,112136,0,6.2,3.8,0.2,0.3,0.1,7.4,2.8,0,0.2,0.2
150030089522005,45208,0,95.2,51.2,2.9,2.5,0.7,124.2,26.1,1.1,1.4,1.1
150030089522006,6436,0,0,0,0,0,0,0,0,0,0,0
150030089523000,111864,0,0.8,0.5,0,0,0,0.9,0.3,0,0,0
150030089523001,43602,0,0,0,0,0,0,0,0,0,0,0
150030089523002,39993,0,9.7,5.9,0.3,0.5,0.1,11.6,4.3,0,0.2,0.3
150030089523003,329176,0,243.2,147.7,7.9,13.4,3.7,289.9,107.9,1,5.9,6.7
150030089523004,39110,0,16.7,10.2,0.5,0.9,0.3,20,7.4,0.1,0.4,0.5
150030089523005,22664,0,2.6,1.6,0.1,0.1,0,3.1,1.1,0,0.1,0.1
150030089523006,19068,0,15.4,9.3,0.5,0.8,0.2,18.3,6.8,0.1,0.4,0.4
150030089523007,28016,0,347.3,211,11.3,19.2,5.2,414.1,154.1,1.5,8.4,9.6
150030089523008,72662,0,29.6,18,1,1.6,0.4,35.3,13.1,0.1,0.7,0.8
150030089523009,183296,0,17.3,10.5,0.6,1,0.3,20.6,7.7,0.1,0.4,0.5
150030089523010,13587,0,0,0,0,0,0,0,0,0,0,0
150030089523011,11667,0,144.5,87.7,4.7,8,2.2,172.2,64.1,0.6,3.5,4
150030089523012,6585,0,0,0,0,0,0,0,0,0,0,0
150030090001000,17382,0,1.1,1.2,0,0.2,0,0.9,0.9,0,0.2,0.2
150030090001001,137982,0,4.1,4.4,0,0.9,0,3.5,3.2,0,0.9,0.6
150030090001002,13392,0,0.2,0.3,0,0.1,0,0.2,0.2,0,0.1,0
150030090001003,42966,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0
150030090001004,669239,0,0,0,0,0,0,0,0,0,0,0
150030090001005,196301,0,0,0,0,0,0,0,0,0,0,0
150030090001006,4036,0,0.4,0.5,0,0.1,0,0.4,0.3,0,0.1,0.1
150030090001007,4295,0,1.6,1.8,0,0.4,0,1.4,1.3,0,0.4,0.2
150030090001008,11479,0,0.5,0.5,0,0.1,0,0.4,0.4,0,0.1,0.1
150030090001009,2092,0,0,0,0,0,0,0,0,0,0,0
150030090001010,5228,0,0.5,0.5,0,0.1,0,0.4,0.4,0,0.1,0.1
150030090001011,5666,0,0,0,0,0,0,0,0,0,0,0
150030090001012,24191,0,0,0,0,0,0,0,0,0,0,0
150030090001013,571,0,0,0,0,0,0,0,0,0,0,0
150030090001014,277955,0,0,0,0,0,0,0,0,0,0,0
150030090001015,422043,0,0,0,0,0,0,0,0,0,0,0
150030090001016,94193,0,0,0,0,0,0,0,0,0,0,0
150030090002000,2331,0,0,0,0,0,0,0,0,0,0,0
150030090002001,19511,0,0,0,0,0,0,0,0,0,0,0
150030090002002,10402,0,5.4,3.1,0.1,0.3,0.2,6.3,2.1,0,0.2,0.3
150030090002003,142610,0,0,0,0,0,0,0,0,0,0,0
150030090002004,8944,0,15.5,8.7,0.4,1,0.5,18,6.1,0.1,0.4,0.8
150030090002005,12036,0,0,0,0,0,0,0,0,0,0,0
150030090002006,38146,0,0,0,0,0,0,0,0,0,0,0
150030090002007,1394,0,0,0,0,0,0,0,0,0,0,0
150030090002008,30305,0,0,0,0,0,0,0,0,0,0,0
150030090002009,74775,0,2.4,1.3,0.1,0.2,0.1,2.7,0.9,0,0.1,0.1
150030090002010,28993,0,7,3.9,0.2,0.4,0.2,8.1,2.8,0,0.2,0.3
150030090002011,9285,0,0,0,0,0,0,0,0,0,0,0
150030090002012,79887,0,0,0,0,0,0,0,0,0,0,0
150030090002013,1271,0,0,0,0,0,0,0,0,0,0,0
150030090002014,20950,0,2.9,1.6,0.1,0.2,0.1,3.3,1.1,0,0.1,0.1
150030090002015,1177,0,0,0,0,0,0,0,0,0,0,0
150030090002016,3248,0,0,0,0,0,0,0,0,0,0,0
150030090002017,13294,0,115.7,65,2.6,7.4,3.4,134.1,45.5,0.6,3.4,5.7
150030090002018,8671,0,0,0,0,0,0,0,0,0,0,0
150030090002019,52216,0,1.4,0.8,0,0.1,0,1.6,0.5,0,0,0.1
150030090002020,16920,0,11.9,6.7,0.3,0.8,0.4,13.7,4.7,0.1,0.3,0.6
150030090002021,2157,0,0.1,0.1,0,0,0,0.1,0,0,0,0
150030090002022,9718,0,0,0,0,0,0,0,0,0,0,0
150030090002023,9776,0,8.6,4.8,0.2,0.5,0.3,10,3.4,0,0.2,0.4
150030090002024,22459,0,0,0,0,0,0,0,0,0,0,0
150030090002025,1332,0,0,0,0,0,0,0,0,0,0,0
150030090002026,1538,0,0,0,0,0,0,0,0,0,0,0
150030090002027,21987,0,11,6.2,0.2,0.7,0.3,12.7,4.3,0.1,0.3,0.5
150030090002028,2090244,0,0.4,0.5,0,0.1,0,0.4,0.3,0,0.1,0.1
150030090002029,10328,0,0.4,0.5,0,0.1,0,0.4,0.3,0,0.1,0.1
150030090002030,19237,0,3.8,2.1,0.1,0.2,0.1,4.4,1.5,0,0.1,0.2
150030090002031,11027,0,0,0,0,0,0,0,0,0,0,0
150030090002032,10729,0,0,0,0,0,0,0,0,0,0,0
150030090002033,20863,0,0.6,0.7,0,0.1,0,0.5,0.5,0,0.1,0.1
150030090002034,8141,0,0,0,0,0,0,0,0,0,0,0
150030090002035,5303,0,0,0,0,0,0,0,0,0,0,0
150030090002036,8469,0,0,0,0,0,0,0,0,0,0,0
150030090002037,12359,0,42.2,23.7,1,2.7,1.3,48.9,16.6,0.2,1.2,2.1
150030090002038,17391,0,14.6,8.2,0.3,0.9,0.4,16.9,5.7,0.1,0.4,0.7
150030090002039,15899,0,0,0,0,0,0,0,0,0,0,0
150030090002040,768628,0,0.7,0.8,0,0.2,0,0.6,0.6,0,0.2,0.1
150030090002041,1317,0,1.1,1.2,0,0.2,0,0.9,0.8,0,0.2,0.2
150030090002042,25198,0,0,0,0,0,0,0,0,0,0,0
150030090002043,6908,0,0,0,0,0,0,0,0,0,0,0
150030090002044,28071,0,0,0,0,0,0,0,0,0,0,0
150030090002045,19731,0,3.6,2,0.1,0.2,0.1,4.2,1.4,0,0.1,0.2
150030090002046,3859,0,0,0,0,0,0,0,0,0,0,0
150030090002047,4412,0,0,0,0,0,0,0,0,0,0,0
150030090002048,1930,0,0,0,0,0,0,0,0,0,0,0
150030090002049,9237,0,1.6,1.7,0,0.3,0,1.3,1.2,0,0.3,0.2
150030090002050,663477,0,0.5,0.6,0,0.1,0,0.4,0.4,0,0.1,0.1
150030090002051,339500,0,0,0,0,0,0,0,0,0,0,0
150030090002052,5734,0,0,0,0,0,0,0,0,0,0,0
150030090002053,8874,0,0,0,0,0,0,0,0,0,0,0
150030090002054,10204,0,0,0,0,0,0,0,0,0,0,0
150030090002055,5570,0,0,0,0,0,0,0,0,0,0,0
150030090002056,2384,0,0,0,0,0,0,0,0,0,0,0
150030091001000,44773,0,0,0,0,0,0,0,0,0,0,0
150030091001001,955045,0,12.4,8.4,0.5,0.7,0.4,14.9,5.3,0.3,0.5,0.7
150030091001002,370933,0,33.5,22.6,1.3,1.8,1.2,40.1,14.4,0.8,1.4,2
150030091001003,21111,0,0,0,0,0,0,0,0,0,0,0
150030091001004,39539,0,2.4,1.6,0.1,0.1,0.1,2.9,1,0.1,0.1,0.1
150030091001005,16962,0,0.1,0.1,0,0,0,0.2,0.1,0,0,0
150030091001006,7564,0,0,0,0,0,0,0,0,0,0,0
150030091002000,53561,0,17.4,11.7,0.7,0.9,0.6,20.8,7.4,0.4,0.7,1
150030091002001,293911,0,6,4,0.2,0.3,0.2,7.2,2.6,0.1,0.2,0.4
150030091002002,13133,0,8.3,5.6,0.3,0.4,0.3,9.9,3.6,0.2,0.3,0.5
150030091002003,10866,0,0,0,0,0,0,0,0,0,0,0
150030091002004,20717223,0,7.5,5.1,0.3,0.4,0.3,9,3.2,0.2,0.3,0.5
150030091002005,184815,0,9.2,6.2,0.4,0.5,0.3,11.1,4,0.2,0.4,0.6
150030091002006,0,10469,0,0,0,0,0,0,0,0,0,0
150030091002007,2519878,0,204.8,137.9,8,10.8,7.2,245,87.7,4.8,8.4,12.4
150030091002008,387299,0,2.4,1.6,0.1,0.1,0.1,2.8,1,0.1,0.1,0.1
150030091002009,1123481,0,49.5,33.3,1.9,2.6,1.7,59.2,21.2,1.2,2,3
150030091002010,308869,0,0.7,0.5,0,0,0,0.8,0.3,0,0,0
150030091002011,23999,0,0,0,0,0,0,0,0,0,0,0
150030091002012,26131,0,14.4,9.7,0.6,0.8,0.5,17.2,6.1,0.3,0.6,0.9
150030091002013,11191,0,0,0,0,0,0,0,0,0,0,0
150030091002014,17344,0,0,0,0,0,0,0,0,0,0,0
150030091002015,18485,0,0,0,0,0,0,0,0,0,0,0
150030091002016,14771,0,49.2,33.1,1.9,2.6,1.7,58.9,21.1,1.1,2,3
150030091002017,22085,0,1.1,0.8,0,0.1,0,1.3,0.5,0,0,0.1
150030091002018,9132,0,0,0,0,0,0,0,0,0,0,0
150030091002019,9231,0,5.5,3.7,0.2,0.3,0.2,6.6,2.4,0.1,0.2,0.3
150030091002020,9424,0,5.3,3.6,0.2,0.3,0.2,6.3,2.3,0.1,0.2,0.3
150030091002021,19514,0,4.4,2.9,0.2,0.2,0.2,5.2,1.9,0.1,0.2,0.3
150030091002022,0,15567,3.4,2.3,0.1,0.2,0.1,4.1,1.5,0.1,0.1,0.2
150030091002023,0,48222,10.2,6.9,0.4,0.5,0.4,12.3,4.4,0.2,0.4,0.6
150030091002024,542229,0,0,0,0,0,0,0,0,0,0,0
150030091002025,2358707,0,0,0,0,0,0,0,0,0,0,0
150030091002026,1309112,0,20,10.8,1.2,1.4,0.4,22,8.4,0.1,1,1.1
150030091002027,707206,0,1.1,0.6,0.1,0.1,0,1.3,0.5,0,0.1,0.1
150030091002028,5383,0,0,0,0,0,0,0,0,0,0,0
150030091002029,19575,0,0,0,0,0,0,0,0,0,0,0
150030091002030,32248,0,2.8,1.5,0.2,0.2,0.1,3.1,1.2,0,0.1,0.2
150030091002031,10480,0,0,0,0,0,0,0,0,0,0,0
150030091002032,13224,0,3.6,2,0.2,0.3,0.1,4,1.5,0,0.2,0.2
150030091002033,206958,0,0,0,0,0,0,0,0,0,0,0
150030091002034,0,117290,8.7,4.9,0.2,0.6,0.3,10.1,3.4,0,0.3,0.4
150030091002035,246586,105146,0,0,0,0,0,0,0,0,0,0
150030091003000,40513,0,8.4,5.7,0.3,0.4,0.3,10.1,3.6,0.2,0.3,0.5
150030091003001,96595,0,2.8,1.9,0.1,0.1,0.1,3.4,1.2,0.1,0.1,0.2
150030091003002,16453,0,1,0.7,0,0.1,0,1.2,0.4,0,0,0.1
150030091003003,15867,0,0,0,0,0,0,0,0,0,0,0
150030092011000,9483,0,0,0,0,0,0,0,0,0,0,0
150030092011001,280501,0,206.5,124.1,7.2,12.9,5.5,254.9,80.1,0.9,4.8,8.1
150030092011002,31974,0,19.1,11.5,0.7,1.2,0.5,23.6,7.4,0.1,0.4,0.7
150030092011003,35094,0,0,0,0,0,0,0,0,0,0,0
150030092012000,269705,0,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150030092013000,17485,0,82.5,49.6,2.9,5.2,2.2,101.9,32,0.4,1.9,3.2
150030092013001,654677,0,168.8,101.5,5.9,10.6,4.5,208.3,65.5,0.8,4,6.7
150030092013002,39371,0,29.4,17.7,1,1.8,0.8,36.3,11.4,0.1,0.7,1.2
150030092013003,12096,0,0,0,0,0,0,0,0,0,0,0
150030092013004,30395,0,34.4,20.7,1.2,2.2,0.9,42.4,13.3,0.2,0.8,1.3
150030092021000,23700,0,0,0,0,0,0,0,0,0,0,0
150030092021001,529540,3166,4.4,3,0.2,0.2,0.2,5.3,1.9,0.1,0.2,0.3
150030092021002,36330,0,19.1,11.5,0.7,1.2,0.5,23.6,7.4,0.1,0.4,0.7
150030092021003,22862,0,0,0,0,0,0,0,0,0,0,0
150030092022000,109281,0,0,0,0,0,0,0,0,0,0,0
150030092022001,163440,0,2.6,1.6,0.1,0.2,0.1,3.3,1,0,0.1,0.1
150030092022002,40674,0,119.5,71.9,4.2,7.5,3.2,147.6,46.3,0.5,2.8,4.7
150030092022003,56221,0,0,0,0,0,0,0,0,0,0,0
150030092022004,144475,0,3.2,1.9,0.1,0.2,0.1,4,1.3,0,0.1,0.1
150030092022005,21203,0,2.1,1.2,0.1,0.1,0.1,2.5,0.8,0,0,0.1
150030092022006,31661,0,0,0,0,0,0,0,0,0,0,0
150030092022007,5347,0,24.7,14.8,0.9,1.5,0.7,30.5,9.6,0.1,0.6,1
150030092022008,13190,0,0,0,0,0,0,0,0,0,0,0
150030092022009,1491,0,0,0,0,0,0,0,0,0,0,0
