GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDWAR,G18USSRDIE,G18USSUAYY,G18USSOWRI,G18GOVRBAK,G18GOVDGON,G18GOVOWRI,G18ATGDHEA,G18ATGRMCM,G18ATGOWRI,G18SOCDGAL,G18SOCRAMO,G18SOCGSAN,G18SOCOWRI,G18TREDGOL,G18TRERORR,G18TREGGUE,G18TREOWRI,G18AUDDBUM,G18AUDRBRA,G18AUDLFIS,G18AUDGSTA,G18AUDOWRI
25017001579,25,017,001579,1103,820,50,2,1480,448,6,1325,624,2,1345,523,32,3,1233,586,35,1,1066,702,67,25,0
25017001580,25,017,001580,957.34,630.25,57.84,1.99,1210.64,409.86,3.99,1158.79,478.67,1.99,1171.75,393.91,29.92,2.99,1054.08,465.71,38.89,1,908.48,520.56,88.75,24.93,0
25017001581,25,017,001581,972,505,77,2,1072,464,6,1131,413,0,1129,349,44,0,1053,393,37,0,924,437,83,27,0
25017001582,25,017,001582,758,555,44,0,977,350,4,935,405,0,923,372,25,0,849,405,21,3,756,448,56,20,2
25017001583,25,017,001583,959,690,56,1,1267,424,6,1165,524,1,1186,449,31,1,1070,503,40,1,940,543,89,22,2
25017001584,25,017,001584,809,679,79,0,1220,339,6,995,543,1,996,489,32,1,906,523,39,0,790,571,68,24,1
25017001677,25,017,001677,1574.22,792.19,85.83,5.06,1732.28,712.28,1.14,1804.83,633.34,0.03,1770.89,570.83,64.46,0.03,1663.2,628.72,51.02,0.03,1472.89,674.56,137.56,42.46,0.01
25017001678,25,017,001678,1368,1300,109,0,2030,679,12,1662,1096,0,1712,909,98,0,1590,986,102,0,1393,1083,131,59,0
25017001695,25,017,001695,892.28,169.69,31.04,4.09,450.45,635.4,3.07,939.14,138.74,0.01,862.33,127.32,81.92,1.03,860.9,131.83,65.51,0.03,816.35,139.54,48.86,50.17,0
25017001696,25,017,001696,1297.24,280.67,45.73,3.98,717.68,896.01,5.01,1369.62,244.97,1.03,1324.04,188.49,98.17,2.99,1300.04,216.31,74.42,2.01,1202.98,239.04,82.17,55.65,3.99
25017001697,25,017,001697,858.42,146.75,33.57,2.88,432.57,598.49,7.67,893.91,128.52,3.84,873.76,103.59,49.87,2.88,844.03,122.77,42.2,3.84,804.71,127.56,29.73,39.32,3.84
25017001698,25,017,001698,1489,115,33,5,495,1126,3,1523,96,2,1374,88,143,2,1391,106,99,1,1315,106,66,90,1
25017001699,25,017,001699,1769,133,42,6,553,1376,6,1813,117,3,1681,106,127,3,1662,114,119,4,1589,115,79,100,1
25017001700,25,017,001700,1675,171,29,4,548,1300,6,1705,148,4,1585,120,129,2,1563,150,102,1,1484,142,75,93,3
25017001701,25,017,001701,1501.7,126.72,28.94,2,491.92,1157.46,2.99,1545.61,101.78,3.99,1413.9,80.82,134.7,3.99,1407.91,104.77,110.76,2,1337.06,104.77,66.85,97.79,1
25017001702,25,017,001702,1502,174,32,3,553,1146,2,1533,154,2,1442,119,124,2,1423,136,93,1,1352,146,70,80,1
25017001703,25,017,001703,1807,193,39,4,663,1359,3,1867,160,2,1731,143,135,3,1716,162,113,2,1605,178,77,117,1
25017001704,25,017,001704,708.81,201.34,30.07,1.82,451.89,486.51,2.73,771.67,155.79,2.73,736.14,135.75,49.2,0.91,717,156.7,30.07,2.73,672.36,168.55,33.71,22.78,1.82
25017001705,25,017,001705,1057.67,128.82,24.23,1.02,427,783.48,3.95,1090.3,105.08,1.97,1007.18,91.31,88.69,1.02,1004.39,94.7,73.62,1.97,934.57,100.41,47.28,73.53,1.97
25017001706,25,017,001706,1397.45,183.82,48.83,3.07,580.67,1038.43,1.29,1465.94,142.98,1.15,1380.42,110.96,112.89,2.07,1367.28,142.18,81.71,0.15,1289.86,135.62,64.66,82.71,0.15
25017001707,25,017,001707,1506,235,42,3,635,1126,11,1569,192,3,1475,145,122,3,1466,160,100,3,1372,192,65,93,2
25017001708,25,017,001708,1789,187,49,6,697,1316,4,1858,153,4,1728,145,124,2,1700,163,104,0,1579,166,104,103,1
25017001709,25,017,001709,1913,186,29,5,675,1435,3,1949,165,2,1783,138,155,3,1780,173,107,2,1693,167,85,99,3
25017001710,25,017,001710,2054.55,165.72,45.92,2,701.82,1536.42,5.99,2107.46,136.77,2.99,1960.71,121.8,145.76,1,1931.76,142.76,116.8,2.99,1785,147.75,124.79,110.81,1
25017001711,25,017,001711,1868,181,45,7,715,1356,5,1905,158,3,1774,137,131,5,1750,168,98,2,1662,145,112,82,4
25017001712,25,017,001712,998,95,31,4,401,723,1,1033,90,3,971,73,76,0,958,88,56,0,901,89,55,52,0
25017001713,25,017,001713,1825,177,40,4,745,1272,7,1866,154,2,1741,120,129,4,1748,151,79,1,1668,149,81,67,1
25017001714,25,017,001714,1355.63,116.98,42.27,3.93,517.08,994.85,1.97,1408.71,90.44,1.97,1319.25,89.46,85.53,0.98,1307.46,105.19,66.85,0.98,1260.27,110.1,58.98,47.19,0.98
25017001715,25,017,001715,1335,258,63,1,721,919,4,1410,226,1,1350,165,98,5,1304,208,84,1,1217,214,80,77,0
25017001804,25,017,001804,837,569,59,0,1006,426,0,1005,446,0,1033,373,33,0,955,413,37,0,857,432,73,20,0
25017001805,25,017,001805,928,631,64,0,1125,485,0,1171,447,0,1189,379,35,0,1097,432,35,0,963,477,76,26,0
25017001806,25,017,001806,898,814,73,0,1378,383,0,1162,597,0,1214,496,36,0,1108,552,36,0,983,645,51,18,0
25017001807,25,017,001807,732,620,56,0,1021,345,0,919,482,0,945,422,23,0,835,483,37,0,767,504,59,19,0
25017001808,25,017,001808,726,753,51,0,1157,340,0,974,537,0,996,460,29,0,910,502,42,0,802,554,56,20,0
25017001809,25,017,001809,850,694,59,0,1208,372,0,1037,544,0,1060,461,34,0,959,509,40,0,871,542,68,17,0
25017001810,25,017,001810,811,608,71,0,1042,404,0,983,482,0,993,415,41,0,916,453,48,0,832,489,53,34,0
25017001819,25,017,001819,1359.93,714.95,49.23,3.03,1467.54,624.59,4.17,1528.68,587.12,2.03,1487.37,527.92,74.02,0.06,1404.15,585.55,66.17,0.06,1267.78,635.36,83.85,48.83,0.09
25017001820,25,017,001820,1247.8,624.41,64.03,1,1318.85,589.37,2,1403.89,517.34,0,1365.87,452.31,77.04,0,1275.82,515.34,69.04,0,1172.74,559.37,81.05,49.03,0
25017001824,25,017,001824,1253,609,64,6,1388,533,5,1447,475,1,1409,434,48,5,1334,463,45,0,1174,566,67,32,0
25017001825,25,017,001825,1194.22,493.2,38.31,3.83,1118.57,598.55,1.92,1309.14,406.05,0.96,1259.34,377.32,46.93,0.96,1206.67,418.5,41.18,0,1095.58,451.07,60.33,33.52,1.92
25017001826,25,017,001826,1298.11,647.12,60.72,3.06,1427.69,557.19,5.03,1456.81,539.97,0.03,1415.25,487.54,54.6,3.01,1344.63,546.13,42.45,1,1199.83,586.72,93.96,30.41,0.01
25017001827,25,017,001827,1408.2,561.39,74.88,5.84,1382.47,657.44,2.92,1574.86,454.11,2.92,1525.21,409.99,56.84,0.97,1467.33,467.66,39.34,0,1284.44,529.97,97.68,38.29,0
25017001828,25,017,001828,1262.12,602.87,51.54,3.15,1284.07,614.12,4.08,1422.75,477.36,0.04,1394.74,423.2,45.89,1.04,1314.62,476.86,42.66,1,1173.15,523.18,80.43,38.35,2.08
25017001863,25,017,001863,687,813,72,3,1206,331,13,914,659,0,994,535,28,1,891,599,34,2,754,675,66,16,1
25017001864,25,017,001864,742,961,74,3,1424,318,6,995,762,1,1073,610,44,3,971,673,51,3,826,758,65,35,2
25017001865,25,017,001865,720.99,841.99,80,3,1268.99,354,12,966.99,671.99,2,1041.99,550.99,29,0,953.99,610.99,30,1,824.99,691.99,56,14,3
25017001866,25,017,001866,629.01,785.8,75.6,3.02,1146.05,299.94,12.11,857.98,626.27,0.02,934.55,517.39,27.2,1.01,848.79,574.68,28.22,0.01,717.65,643.51,54.36,15.19,2.01
25017001867,25,017,001867,875.5,964.26,117.51,3.02,1487.25,403.92,11.02,1143.45,802.82,0,1216.46,679.53,37.17,1,1067.08,773.84,45.15,1,952.49,836.03,64.43,29.09,2
25017001868,25,017,001868,883.26,980.2,75.5,2.85,1515.8,370.87,14.16,1130.67,788.41,1.89,1201.22,677.92,25.25,0.96,1106.42,714.89,27.8,0.93,962.29,818.23,45.97,23.87,0.93
25017001869,25,017,001869,757,960,86,3,1415,356,13,1074,728,1,1142,598,32,0,1051,655,49,1,868,780,72,26,1
25017001870,25,017,001870,797,887,97,3,1357,380,11,1083,682,1,1167,547,35,0,1060,615,33,1,932,673,64,28,3
25017001874,25,017,001874,514,754,52,0,1054,225,0,658,644,0,705,559,28,0,627,606,39,0,529,652,68,24,0
25017001875,25,017,001875,568.82,702.31,43.83,0,1035.04,252.04,8.97,690.36,614.65,0,736.18,520.01,38.85,0,670.43,570.82,36.86,0,575.8,608.67,51.8,31.88,0
25017001876,25,017,001876,586,711,53,0,1069,240,0,734,598,0,807,491,32,0,720,537,48,0,615,604,66,23,0
25017001878,25,017,001878,527.66,647.06,53.92,0,966.73,223.39,0,728.9,493,0,768.38,423.67,27.92,0,675.94,483.37,37.55,0,565.21,553.66,40.44,28.89,0
25017001879,25,017,001879,558.23,679.95,58.33,0,1043.11,229.65,0,729.17,561.3,0,765.78,484.13,26.74,0,691.52,528.71,32.67,0,607.36,577.26,43.57,26.68,0
25017001880,25,017,001880,684.11,667.99,60.75,0,1097.16,285.96,0,848.92,539.71,0,890.84,451.2,35.34,0,794.54,513.92,41.78,0,685.43,582.08,55.99,26.43,0
25017001881,25,017,001881,677,745,38,0,1172,251,0,840,603,0,913,504,20,0,789,574,32,0,646,652,55,27,0
25017001889,25,017,001889,943.96,939.29,68.36,15.85,1485.09,438.01,3.96,1212.87,724.76,0,1283.43,596.87,37.17,0.99,1161.84,651.34,36.21,0,1005.32,734.23,78.66,25.14,0
25017001890,25,017,001890,818.2,666.57,48.25,3.94,1051.55,449.96,10.83,998.38,525.77,1.97,1037.76,438.14,35.45,2.95,952.1,486.39,35.45,0.98,841.83,522.82,68.92,27.57,1.97
25017001891,25,017,001891,919,779,68,5,1270,463,10,1139,625,2,1213,493,39,1,1082,549,51,1,947,612,81,25,1
25017001892,25,017,001892,956.98,719.98,69,0,1267.97,447.99,5,1177.98,544.99,0,1166.98,487.99,52,0,1078.98,528.99,45,0,944.98,586.99,89,28,0
25017001893,25,017,001893,1050,796,75,3,1370,529,10,1312,600,0,1334,518,38,1,1218,555,47,2,1045,639,78,42,3
25017001894,25,017,001894,1103.14,767.3,60.15,7.11,1358.94,544.57,10.41,1359.67,576.75,1,1354.52,481.72,61.24,2,1222.02,556.62,60.15,1,1083.67,616.1,105.24,39.98,1
25017001895,25,017,001895,910.61,817.57,56,2.89,1301.38,429,10.58,1159.04,595.19,0,1206.3,491.13,32.33,0,1063.92,566.33,55.46,0,925.22,630.47,84.28,25.43,0
25017001905,25,017,001905,1084.74,579.07,57.71,1.42,1096.67,602.37,7.78,1248.33,449.14,0.29,1252.96,371.33,51.77,0.29,1178.6,418.3,48.06,0.29,1058.47,477.84,63,40.39,0.14
25017001906,25,017,001906,955.72,621.85,55.64,0,1112.89,485.18,3.9,1117.77,477.37,0.98,1107.04,408.06,40.03,0.98,1026.99,456.87,36.12,0,911.79,509.59,59.55,31.24,0.98
25017001907,25,017,001907,975.21,502.86,63.96,0,1002.76,525.49,2.95,1118.88,416.26,0.98,1132.66,332.61,46.25,0,1040.15,381.82,53.14,0,910.26,450.7,59.04,43.3,0
25017001908,25,017,001908,792,268,46,0,642,451,7,883,216,0,878,183,31,0,844,200,27,0,764,236,43,25,0
25017001909,25,017,001909,901.53,779.72,70.68,0.01,1277.48,448.97,2.13,1126.72,606.83,0.02,1175.08,495.61,39.26,0,1046.73,567.93,48.35,0,926.29,648.72,51.64,29.12,0
25017001910,25,017,001910,935,555,60,3,1063,469,4,1112,427,3,1119,357,52,3,1026,413,50,3,910,468,61,40,4
25017001911,25,017,001911,934.17,610.95,71.93,0.99,1111.54,500.59,2.96,1140.12,459.2,0,1158.84,372.48,45.33,0,1057.34,420.77,55.18,0,936.14,512.41,50.26,34.49,0
25017001912,25,017,001912,235,132,10,0,255,119,0,268,107,0,269,91,10,0,240,104,15,0,216,119,16,8,0
25017001913,25,017,001913,993.4,414.69,73.97,1.99,899.15,571.02,3.98,1153.13,310.72,2.96,1138.65,266.06,52.79,0.04,1081.73,283.16,56.95,0.07,979.26,347.27,52.09,30.29,0
25017001914,25,017,001914,910.53,259.32,42.79,3,607.53,588.1,8,979.13,226.33,0,935.38,198.52,62.48,1.03,919.39,205.01,56.54,0.06,856.46,222.57,52.87,41.96,0
25017001915,25,017,001915,799.53,275.35,31.64,2.57,625.09,471.17,5.13,873.07,219.76,1.71,836.3,174.44,60.71,1.71,805.52,200.95,50.45,1.71,731.98,231.74,45.32,40.19,0.86
25017001916,25,017,001916,559.28,221.15,29.36,1,486.11,319.82,1.1,629.23,173.63,0.02,602.96,155.94,31.97,0.02,586.01,164.13,29.88,0,531.21,191.41,42.45,22.76,0.02
25017001917,25,017,001917,877.71,484.41,46.06,1,918.83,459.33,6,1014.83,377.34,0,1059.79,271.32,37.03,0,955.76,337.35,44.03,0,859.66,377.37,73.06,30.02,0
25017001918,25,017,001918,392.47,102.29,13.35,1.02,261.16,240.77,0.07,424.44,81.39,0.03,408.08,65.33,22.99,1.02,394.68,77.58,19.76,0.03,371.97,92.94,8.78,16.26,0
25017001919,25,017,001919,836.66,222.71,43.53,0.97,544.26,550.88,1.93,906.38,187.82,0.97,860.9,151.03,65.79,0.97,843.43,163.66,58.05,0.97,785.36,181.14,53.15,42.58,0
25017001920,25,017,001920,944,284,49,2,681,579,5,1033,226,5,1000,192,57,0,968,208,50,2,878,249,64,41,1
25017001921,25,017,001921,698,161,29,0,445,434,1,735,141,0,698,122,43,1,684,134,33,0,635,148,37,29,1
25017001922,25,017,001922,673.6,176.84,26.28,0.03,415.42,461.13,0.06,727.27,143.6,0.04,702.77,116.82,48.38,0.93,670.21,132.93,50.31,1.87,638.85,151.59,28.77,31.25,0
25017001935,25,017,001935,825.67,245.19,44.34,4,569.34,532.27,3.05,870.5,219.62,2.01,841.93,175.33,57.1,3,807.96,198.15,58.48,2,737.32,218.53,57.58,45.25,2.05
25017001936,25,017,001936,1208.85,459.87,47.74,1,984.54,699.13,10.94,1311.19,391.34,0.01,1308.06,329.75,45.86,0,1244.55,358.56,49.77,1.98,1152.13,384.44,70.56,37.82,1.98
25017001937,25,017,001937,777.29,370.19,46.02,0,729.35,435.16,6,882.36,299.14,2,879.36,243.12,54.01,0,826.33,278.13,46.02,1,747.29,304.16,64.02,37.01,0
25017001938,25,017,001938,779,280,48,0,641,445,1,875,214,0,861,193,31,0,818,217,32,0,731,241,60,31,0
25017001939,25,017,001939,895,226,54,0,543,610,3,956,205,1,916,179,59,1,883,195,57,0,796,216,68,46,0
25017001940,25,017,001940,1131,237,49,3,626,786,2,1207,203,2,1147,174,81,1,1120,196,67,1,1025,209,70,62,1
25017001941,25,017,001941,1220,239,37,1,675,805,6,1285,200,4,1217,162,94,1,1190,197,70,1,1097,226,69,58,1
25017001942,25,017,001942,1066.43,212.7,49.76,0.98,575.66,732.74,1.95,1123.02,187.33,1.95,1071.31,153.18,80.01,0,1052.77,168.79,57.57,0,976.67,188.31,55.61,62.44,0
25017001943,25,017,001943,950.43,238,46.79,2,611.43,614.36,1.04,1032.04,196.77,0.05,999.07,166.21,53.48,2.97,974.84,184.42,44.01,0.99,889.77,204.71,57.83,48.1,0.99
25017001944,25,017,001944,1051,334,47,3,746,671,7,1154,274,1,1132,226,56,1,1076,264,47,0,994,276,69,39,0
25017001945,25,017,001945,1096,353,49,5,784,699,8,1197,289,3,1182,239,58,2,1126,276,48,0,1041,289,72,40,0
25017001946,25,017,001946,824.17,226.94,36.83,2.99,535.51,532.52,7.96,883.89,193.1,1.99,849.05,160.25,59.72,0,831.13,176.18,46.78,0,774.4,202.06,42.8,34.84,0
25017001947,25,017,001947,1285.72,461.87,49.79,0.12,1158.75,630.2,0.09,1414.58,383.4,0.06,1352.62,329.49,54.94,0.02,1284.58,382.61,42.58,0,1135.19,433.16,91.92,41.56,0
25017001948,25,017,001948,1271,446,68,0,1111,661,0,1425,356,1,1355,325,64,0,1285,369,58,0,1160,407,83,47,0
25017001949,25,017,001949,1235.97,433,48.35,2.94,1085.98,625.48,0.98,1361.04,348.54,0.98,1321.88,296.14,56.15,0,1289.79,331.67,44.51,0,1131.89,394.82,81.97,32.68,0
25017001950,25,017,001950,1356.13,592.52,79.18,0.07,1419.42,608.26,0.02,1557.16,467.47,0.02,1486.2,432.2,42.37,0,1429.43,473.06,32.08,0,1234.58,536.6,101,32.79,0
25017002000,25,017,002000,1171.3,867.11,54.09,2,1554.96,478.51,3.01,1353.6,716.89,0,1401.65,607.76,36.05,2,1253.48,705.84,49.06,2,1068.23,799.02,96.1,42.04,1
25017002001,25,017,002001,1153,762,96,5,1399,570,8,1373,624,1,1397,518,66,1,1298,580,61,0,1139,690,78,31,0
25017002002,25,017,002002,1112.6,844.58,58.35,3.01,1507.37,478.93,11.02,1318.73,690.67,1.01,1364.03,577,48.24,1.01,1220.33,655.37,64.29,0.01,1071.43,743.89,79.47,42.15,1.01
25017002003,25,017,002003,1182,707,67,3,1428,502,7,1380,569,0,1405,483,39,2,1250,586,48,2,1127,627,80,37,1
25017002004,25,017,002004,1079.4,748.42,57.65,1.99,1368.63,479.07,2.98,1264.27,599.33,1.99,1312.97,490,38.76,1.99,1198.67,550.63,46.71,0.99,1051.57,636.11,77.53,24.85,0.99
25017002005,25,017,002005,957,737,61,1,1341,388,6,1133,604,0,1192,502,36,1,1073,572,49,1,954,649,62,30,1
25017002009,25,017,002009,931,483,63,4,1011,454,5,1061,403,1,1021,377,49,2,959,420,36,3,842,477,53,30,1
25017002010,25,017,002010,785.89,452.18,64.17,2.96,925.1,366.29,3.95,921.15,382.08,0.99,875.73,357.4,36.53,1.97,845.13,391.96,28.63,0,736.52,414.66,72.07,22.71,0
25017002011,25,017,002011,753,479,56,6,973,314,6,892,395,1,868,380,21,1,823,399,28,0,735,428,54,20,0
25017002012,25,017,002012,844.53,490.55,78.26,1.99,1043.03,366.22,4.03,987.07,423.21,3.03,961.39,394.4,34.32,1.13,931.69,410.28,29.73,2.03,826.02,440.28,76.21,23.67,0.14
25017002053,25,017,002053,844,903,56,1,1416,352,12,1130,661,0,1194,540,30,0,1072,607,41,1,932,695,66,29,0
25017002054,25,017,002054,772,908,75,3,1395,345,8,1076,674,0,1147,547,38,0,1005,632,37,0,867,708,70,21,2
25017002055,25,017,002055,802.37,910.92,59.27,5,1385.62,342.7,7.02,1041.06,712.42,1,1093.19,603.04,36.14,1,969.81,681.22,34.18,2,839.36,746.45,77.25,26.12,2
25017002056,25,017,002056,863,1014,69,2,1475,401,10,1134,798,3,1249,620,41,1,1078,717,61,2,930,795,85,35,2
25017002057,25,017,002057,920.02,931.02,80,2,1461.03,422.01,11,1184.02,718.02,4,1232.03,607.01,39,2,1133.02,655.02,48,2,992.02,743.02,61,27,1
25017002058,25,017,002058,833,978,55,1,1430,382,17,1099,761,1,1173,630,31,1,1036,710,40,1,932,749,70,27,2
25017002062,25,017,002062,910,445,57,0,923,458,0,1040,356,0,1002,308,56,0,954,335,48,0,878,354,68,28,0
25017002063,25,017,002063,795,398,44,0,797,405,0,892,331,0,862,296,44,0,825,315,44,0,741,342,53,32,0
25017002064,25,017,002064,1104,409,50,0,1013,556,0,1243,320,0,1188,285,52,0,1114,318,51,0,1014,345,95,29,0
25017002065,25,017,002065,897,546,59,0,1081,406,0,1062,435,0,1024,396,43,0,975,411,30,0,842,450,76,26,0
25017002066,25,017,002066,797,620,55,0,1110,355,0,977,479,0,955,448,33,0,877,495,36,0,782,533,66,27,0
25017002067,25,017,002067,748,557,46,0,989,351,0,897,440,0,887,403,20,0,810,451,24,0,695,481,66,29,0
25017002068,25,017,002068,867,573,66,0,1113,387,0,1038,457,0,1005,418,34,0,935,444,35,0,827,479,79,23,0
25017002069,25,017,002069,632,379,49,0,692,343,0,733,296,0,726,267,30,0,672,288,31,0,619,300,41,28,0
25017002077,25,017,002077,600.66,371.85,33.23,0,699.45,295.21,3,711.49,285.24,1,748.84,223.76,20.09,3,683.38,258.04,21.11,0,598.9,305.32,34.15,16.08,0
25017002078,25,017,002078,650,522,45,0,875,310,2,792,406,0,811,328,35,0,763,353,38,0,669,424,40,19,0
25017002079,25,017,002079,649,479,38,1,789,354,5,794,355,0,833,280,33,0,747,329,35,0,657,373,48,21,0
25017002080,25,017,002080,522,271,44,2,529,300,1,614,219,0,632,167,28,0,592,186,35,0,532,227,26,25,0
25017002081,25,017,002081,540,519,57,0,793,299,2,704,391,1,731,308,41,2,665,359,31,0,571,407,47,23,0
25017002082,25,017,002082,743,694,48,1,1128,329,2,951,520,0,1010,414,29,1,893,468,42,0,799,537,40,24,1
25017002083,25,017,002083,663,666,61,1,1033,344,2,855,518,0,921,412,32,0,820,467,38,0,710,536,54,22,0
25017002084,25,017,002084,597,432,41,0,703,335,5,721,350,0,753,271,37,0,687,312,35,0,629,325,43,24,0
25017002085,25,017,002085,798.66,451.75,55.16,0.01,898.36,387.14,1.01,935.21,362.33,0.01,945.25,296.09,40.08,1.01,871.92,337.29,41.11,0,776.52,395.44,60.25,21.07,0
25017002086,25,017,002086,661,587,74,0,965,330,8,847,462,0,916,355,31,1,836,389,36,1,711,481,45,16,0
25017002087,25,017,002087,418,262,27,0,469,231,1,482,218,0,508,171,16,1,454,203,19,0,414,224,25,12,0
25017002088,25,017,002088,607.57,526.69,49.32,0,831.46,305.76,3.95,730.86,435.95,0,755.51,366.91,25.64,0,686.47,400.44,32.55,0,605.6,441.87,45.37,21.7,0
25017002089,25,017,002089,682,746,55,1,1126,321,7,904,569,1,965,474,20,0,826,549,37,1,724,616,57,20,0
25017002090,25,017,002090,586.34,629.15,50.77,0,980.55,267.79,1,768.51,493.76,0,846.16,388.24,19.91,0,745.62,448.96,23.89,0,639.1,511.68,33.85,16.92,0
25019001279,25,019,001279,2662,1351,143,3,2388,1750,10,2928,1213,1,2951,1047,119,1,2803,1149,114,2,2635,1163,151,95,4
25019ZZZZZZ,25,019,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25021000104,25,021,000104,1002,862.01,53,1,1339.02,537.98,3,1258,647.01,0,1359,485.01,43,0,1202,606,46,0,1108,651,52,24,0
25021000131,25,021,000131,649.96,662.78,51.84,3.98,1027.21,317.37,6,805.88,556.58,3.96,856.85,467.42,26.05,3.96,782.78,511.65,36.88,1.99,697.82,557.43,39.14,28.87,1.98
25021000132,25,021,000132,684.26,765.81,63.65,0.99,1184.53,296.38,4.97,894.11,607.68,0,943.84,506.23,32.82,2.98,831.46,563.92,50.72,4.97,746.92,605.69,53.71,27.85,1.99
25021000133,25,021,000133,701,700,51,3,1119,323,5,873,571,3,929,467,35,3,833,520,44,4,749,541,29,63,4
25021000134,25,021,000134,608,756,57,2,1133,263,15,763,636,13,814,543,33,8,735,595,35,12,653,612,69,19,11
25021000135,25,021,000135,598.53,708.74,50.12,3,1089.65,260.72,2.01,747.85,593.52,4,792.03,504.25,29.1,6,727.83,533.37,55.13,5,644.67,565.45,55.13,31.06,8
25021000442,25,021,000442,632,697,40,2,1037,295,5,851,490,0,941,361,34,1,826,440,29,0,785,482,38,12,0
25021000443,25,021,000443,598,667,31,1,907,352,4,784,478,2,860,373,26,1,738,446,30,3,678,480,41,19,1
25021000444,25,021,000444,779.07,735.53,37.11,3.01,1147.55,374.03,7.02,988.95,528.72,2,1058.15,428.33,39.14,0,940.77,505.58,33.12,0,857.61,548.65,55.14,23.07,0
25021000445,25,021,000445,635.93,779.47,34.89,1.99,1094.45,317.97,5.98,908.05,530.28,0,970.85,409.67,42.86,1,854.23,485.42,35.88,0,804.39,508.35,42.86,20.93,0
25021000446,25,021,000446,648.19,549,50.37,1.04,848.5,365.72,3.35,851.79,378.58,0.05,914.9,282.36,28.12,1.1,798.79,359.81,32.19,1.98,753.05,391.05,35.37,19.27,0
25021000447,25,021,000447,636.14,558.22,32.93,0.94,878.09,320.23,6.51,802.24,401.8,0.94,849.58,312.2,24.71,1.84,758.68,368.01,26.42,0.06,702.98,411.91,30.22,25.3,0.04
25021000448,25,021,000448,596.7,581.66,33.53,1.01,846.74,332.81,6.03,777.83,419.89,1,816.49,343.9,25.29,1.01,739.27,395.71,25.34,2.02,688.81,415.02,36.37,19.2,2
25021000449,25,021,000449,734.33,532.61,36.63,1.13,884.7,380.32,7.58,900.93,380.33,0.17,927.74,309.38,43.18,0.09,844.97,366.81,30.09,1,786.5,389.62,47.83,21.54,1
25021000450,25,021,000450,684.15,612.74,46.32,2.89,936.97,358.96,10.61,869.42,456.42,3.86,936,336.77,40.53,0.96,823.1,413.96,36.67,0,771.96,428.44,54.04,22.19,0
25021000451,25,021,000451,793,743,31,5,1144,389,6,1022,522,1,1121,390,29,2,970,483,36,1,936,500,37,30,2
25021000452,25,021,000452,745,844,42,1,1226,347,15,1043,566,2,1120,457,20,2,988,530,23,1,921,576,44,12,0
25021000453,25,021,000453,715.43,797,47.12,1,1157.44,365.02,7.02,1003.68,527.82,0,1121.7,370.61,32.11,0,965.6,475.65,34.13,0,896.34,530.81,40.13,22.05,1
25021000494,25,021,000494,1300.7,170.52,43.62,1.98,690.01,809.96,0.99,1365.14,146.73,0,1275.92,148.71,65.43,0,1289.8,146.73,43.62,0,1177.77,159.61,68.41,51.55,0
25021000495,25,021,000495,1418,194,39,2,720,932,1,1492,158,1,1433,148,51,1,1441,155,32,0,1316,171,87,30,0
25021000496,25,021,000496,1426,173,40,0,678,961,1,1472,152,1,1400,132,63,1,1394,148,50,1,1283,159,85,44,0
25021000497,25,021,000497,1635,224,45,2,896,1006,3,1704,201,0,1570,203,82,4,1594,205,51,0,1456,201,107,56,0
25021000498,25,021,000498,1312.17,219.81,46.33,1.02,787.14,799.75,0.97,1391.54,179.04,0.01,1310.63,165.44,62.74,1,1331.13,171.17,42.41,1.05,1193.89,194.41,74.35,49.1,0
25021000499,25,021,000499,1297.87,321,51.52,6.94,928.32,740.08,1.98,1409.82,250.66,0.99,1338.49,225.89,70.34,4.95,1386.05,225.89,40.62,9.91,1213.66,259.57,85.2,40.62,0
25021000500,25,021,000500,1144.95,444.08,51.58,2.04,1078.62,560.99,1.01,1297.25,356.26,0,1238.39,303.02,54.91,2,1260.52,301.13,36.65,1.01,1091.8,367.56,87.94,21.6,0
25021000501,25,021,000501,1121.05,286.92,40.42,2.96,816.38,632.01,0.99,1211.75,228.74,0,1151.61,211.98,64.09,0,1160.48,219.87,45.35,0.99,1040.2,250.44,66.06,42.4,0
25021000502,25,021,000502,808,105,27,1,370,568,0,842,90,1,774,86,58,0,802,90,29,0,734,93,42,37,0
25021000503,25,021,000503,1304.03,177.45,38.41,0.07,619.48,876.59,2.75,1355.22,140.26,0.07,1274.31,138.31,59.86,0.98,1283.69,140.46,44.47,0.12,1176.46,155.1,74.82,36.86,0.98
25021000504,25,021,000504,1124.88,162.48,24.86,3.76,548.7,757.09,2.88,1168.69,146.5,2.88,1109.86,106.52,73.71,3.83,1109.82,119.73,45.88,2.06,1021.98,131.09,49.89,48.01,1.17
25021000505,25,021,000505,1424.14,199.88,45.57,2.07,719.15,943.32,2.08,1500.49,152.83,1.04,1382.34,140.34,111.05,1.1,1401.12,147.78,71.6,0.04,1270.56,168.88,73.42,69.32,0.05
25021000506,25,021,000506,1524.16,167.56,42.97,5.15,699.97,1044.46,4.11,1600.95,132.89,1.11,1470.82,116.25,108.76,1.15,1508.78,111.77,59.72,0.07,1372.2,135.22,87.98,59.86,0.04
