GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREOWRI,G20USSDMAR,G20USSROCO,G20USSOAYY,G20USSOWRI
25009000635,25,009,000635,1265.56,947.67,20.99,13,10,1266.56,942.67,12,0
25009000636,25,009,000636,1168.92,963.94,25,11,7,1145.92,975.94,6,0
25009000637,25,009,000637,1149.98,774.46,34.22,9.91,5.4,1149.98,782.56,14.41,0
25009000638,25,009,000638,1102,867.65,27.11,10.65,2.91,1119.43,843.45,14.53,1.94
25009000710,25,009,000710,1762.59,853.53,47.43,8.76,14.23,1726.92,919.7,9.78,2.36
25009000822,25,009,000822,1100,948,26,10,12,1100,957,12,18
25009000823,25,009,000823,983,760,30,5,13,985,772,10,13
25009000824,25,009,000824,968,680,28,7,15,934,721,5,9
25009000826,25,009,000826,1453.2,556.09,18,5,21,1396.2,617.09,6,6
25009000827,25,009,000827,1171.66,529.07,23.69,9.87,5.92,1169.69,525.12,10.86,0
25009000828,25,009,000828,954.14,462.84,30.31,11.13,8.08,999.12,419.79,10.14,2
25009000829,25,009,000829,885.51,402.06,11.77,8.83,6.86,914.93,357.93,6.86,4.9
25009000830,25,009,000830,917.25,454.69,10.95,6.43,9.07,931.23,435.95,6.39,2.78
25009000831,25,009,000831,910.94,469.3,12.49,5.35,9.81,923.43,442.53,0,11.6
25009000832,25,009,000832,1050.95,590.02,18.18,11.82,8.18,1056.4,593.66,7.27,2.73
25009000833,25,009,000833,1676.91,549.84,32.41,12.56,11.25,1638.25,605.48,16.75,1.42
25009000834,25,009,000834,1505.74,714.08,21.45,7.47,21.24,1486.21,742.68,12.27,3.2
25009000835,25,009,000835,1431.01,766.96,33.76,8.49,17.03,1431.06,782.27,9.92,5.93
25009000862,25,009,000862,1227.23,951.85,47.89,10.98,7.98,1248.19,970.81,9.98,0
25009000863,25,009,000863,1191,1022,44,11,17,1179,1076,20,0
25009000867,25,009,000867,1361.64,649.02,36.38,6.69,15.04,1286.82,751.96,15.44,0.69
25009000868,25,009,000868,1198,544,40,7,13,1124,648,8,0
25009000869,25,009,000869,938,336,32,5,16,876,428,4,1
25009000886,25,009,000886,619,343,12,7,3,660,290,6,2
25009000887,25,009,000887,1032.28,441.42,15.84,9.9,3.96,1057.02,418.65,17.81,0
25009000888,25,009,000888,828,472,20,8,4,853,428,22,0
25009000889,25,009,000889,835.06,479.8,25.03,9.01,13.02,876.06,438.8,20.01,1.02
25009000890,25,009,000890,877,662,18,11,7,888,643,22,4
25009000891,25,009,000891,611,291,16,7,5,643,242,15,2
25009000892,25,009,000892,626,225,16,10,5,644,193,10,1
25009000893,25,009,000893,795,354,15,11,4,817,327,6,1
25009000894,25,009,000894,798,411,9,10,6,828,367,18,0
25009000895,25,009,000895,956,696,30,6,14,973,678,30,5
25009000896,25,009,000896,1013.78,873.47,19.03,8.95,10.97,1022.48,848.96,20.91,3.97
25009000897,25,009,000897,1016,728,32,9,8,1019,723,16,1
25009000898,25,009,000898,1009,676,21,8,4,1036,613,16,4
25009000899,25,009,000899,999.13,827.69,20.11,10.04,11.05,1011.27,782.45,17,3.1
25009000900,25,009,000900,987,1024,21,11,10,996,996,25,6
25009000901,25,009,000901,953.27,660.73,28.71,7.39,7.49,977.94,624.66,12.7,16
25009000902,25,009,000902,915,646,24,13,6,927,630,14,4
25009000903,25,009,000903,1032.45,691.85,16.45,8.71,13.55,1045.03,666.69,15.48,0
25009000904,25,009,000904,1116,628,34,9,7,1097,636,18,0
25009000905,25,009,000905,906,608,15,9,8,909,585,18,5
25009000906,25,009,000906,1100.71,835.34,36.07,14.01,18,1106.75,832.39,6.02,21.98
25009000961,25,009,000961,1633.89,617.33,27.66,12.68,8.43,1620.88,657.05,8.06,1.23
25009000962,25,009,000962,1734.56,808.45,39.78,11.42,6.38,1741.31,832.4,12.09,2.1
25009000963,25,009,000963,1346.87,876.6,42.31,10.82,12.79,1314.41,932.68,4.92,6.89
25009000964,25,009,000964,1412.9,738.15,36.04,7.2,11.77,1393.02,781.53,6.46,6.21
25009000975,25,009,000975,746,261,12,1,1,779,212,3,1
25009000976,25,009,000976,571,163,5,6,1,571,140,6,3
25009000977,25,009,000977,667,297,12,6,0,707,230,6,7
25009000978,25,009,000978,804,253,8,2,6,835,215,0,5
25009000979,25,009,000979,692.39,163.36,8.33,3.68,5.5,698.94,125.47,0.07,1.95
25009000980,25,009,000980,543,126,14,2,0,552,112,1,0
25009000981,25,009,000981,702.61,189.64,8.67,2.32,2.5,713.06,154.53,3.93,7.05
25009000982,25,009,000982,683,195,10,6,1,660,141,4,15
25009000983,25,009,000983,586,183,8,1,2,601,137,3,6
25009000984,25,009,000984,863,307,15,4,6,884,277,6,4
25009000985,25,009,000985,603,158,6,3,3,590,111,0,7
25009000986,25,009,000986,736.18,205.77,8.41,3.32,2.22,740.05,167.77,0.26,3.23
25009000987,25,009,000987,755,258,6,4,1,770,216,5,8
25009000988,25,009,000988,593,161,6,2,0,612,117,0,2
25009000989,25,009,000989,492,151,1,2,0,511,104,2,0
25009000990,25,009,000990,627,180,7,2,1,657,124,1,1
25009000991,25,009,000991,937,523,10,5,6,979,454,6,14
25009000992,25,009,000992,958,479,17,6,7,975,441,7,14
25009000993,25,009,000993,629,287,8,4,4,663,240,2,3
25009000994,25,009,000994,742,275,6,5,2,763,217,0,7
25009000995,25,009,000995,971.5,408.7,23.54,11.24,8.32,1008.81,360.31,0.24,16.02
25009000996,25,009,000996,651,144,4,6,0,663,102,0,6
25009000997,25,009,000997,825,232,7,8,2,842,195,6,10
25009000998,25,009,000998,725,240,11,3,2,757,197,1,3
25009001084,25,009,001084,1060,853,14,7,13,1096,783,23,3
25009001085,25,009,001085,1274.42,826.97,35.39,14.29,11.23,1336.85,761.18,19.42,0.03
25009001086,25,009,001086,1079.58,592.03,11.61,8.71,6.77,1122.15,538.82,12.58,0.97
25009001087,25,009,001087,1150,494,18,17,9,1183,460,8,2
25009001088,25,009,001088,1225,725,20,8,10,1287,636,21,3
25009001089,25,009,001089,902,300,10,5,3,935,247,12,0
25009001090,25,009,001090,726,184,2,7,1,748,157,3,0
25009001091,25,009,001091,648,193,11,4,1,667,171,3,1
25009001092,25,009,001092,1001,479,16,11,3,1060,411,8,4
25009001093,25,009,001093,910,316,10,6,6,951,270,6,2
25009001094,25,009,001094,896.84,348.88,18.73,9.86,4.93,931.33,309.46,0,12.81
25009001095,25,009,001095,1128.03,340.39,16.37,8.17,7.14,1189.31,293.07,6.06,4.2
25009001096,25,009,001096,532,132,7,5,3,559,106,2,0
25009001097,25,009,001097,602,177,6,5,6,641,131,2,2
25009001098,25,009,001098,777,288,12,8,5,808,236,0,8
25009001099,25,009,001099,555.4,183.17,8.4,4.72,2.1,570.14,163.21,0.01,3.15
25009001100,25,009,001100,958,368,18,7,2,994,317,5,3
25009001101,25,009,001101,541,152,7,3,3,568,112,0,4
25009001102,25,009,001102,581,169,1,0,1,587,139,4,0
25009001103,25,009,001103,970.89,392.89,8.5,6.61,3.78,1022.83,319.22,4.72,1.89
25009001104,25,009,001104,707,225,13,7,10,726,199,10,5
25009001105,25,009,001105,503,190,6,8,1,536,147,1,2
25009001106,25,009,001106,710,293,6,4,4,752,214,4,0
25009001107,25,009,001107,776.96,304.04,7.17,4.67,1.66,788.14,258.38,6.94,3.22
25009001108,25,009,001108,1268,582,21,16,4,1332,502,17,5
25009001109,25,009,001109,1071,461,11,12,5,1133,374,11,3
25009001110,25,009,001110,758,335,5,5,2,808,271,8,0
25009001111,25,009,001111,798.81,346.19,14.16,2.66,6.16,821.85,300.57,10.84,3.49
25009001112,25,009,001112,1081.57,930.14,20.47,8.81,11.73,1067.08,932.8,20.31,2.99
25009001113,25,009,001113,1153.43,963.02,14.95,5.98,11.96,1172.37,947.07,11.96,2.99
25009001114,25,009,001114,939,937,20,14,10,958,903,8,2
25009001115,25,009,001115,1019.48,1118.69,33.19,3.07,8.12,1010.05,1118.92,15.08,1.01
25009001132,25,009,001132,2695.25,1011.96,52.46,13.93,25.95,2536.21,1207.45,18.96,4.95
25009001139,25,009,001139,1819.73,626.1,33.28,6.32,16.24,1713.6,735.73,12.18,2.16
25009001140,25,009,001140,1814.45,613.05,30.61,10.23,16.63,1715.52,721.76,11.43,1.97
25009001141,25,009,001141,1535.62,582.03,23.72,8.89,15.81,1509.93,618.6,15.81,0
25009001142,25,009,001142,1616.13,638.57,27.65,8.48,21.6,1512.57,761.66,14.52,0.82
25009001143,25,009,001143,1319.05,544.77,22.87,3.27,10.62,1248.81,606.85,13.07,3.27
25009001144,25,009,001144,1663.19,642.5,31.68,7.92,6.93,1594.88,720.71,12.87,2.97
25009001216,25,009,001216,1304,810,41,7,12,1294,825,13,12
25009001217,25,009,001217,1275.11,932.54,30.92,10.11,17.31,1264.93,953.08,17.38,6.03
25009001218,25,009,001218,1129.12,831.88,21.94,6.98,7.98,1177,773.03,4.99,9.97
25009001219,25,009,001219,1259.53,783.49,23.8,6.94,6.94,1284.33,701.17,11.9,17.85
25009001220,25,009,001220,1339,1230,32,8,13,1355,1183,13,8
25009001221,25,009,001221,1315.33,1199.82,28.09,9.02,13.01,1351.4,1136.38,0.1,26.05
25009001222,25,009,001222,841.7,316.35,6.65,5.7,3.8,893.95,243.2,4.75,3.8
25009001223,25,009,001223,1178,875,13,12,4,1253,777,9,5
25009001224,25,009,001224,1265.64,826.98,21.75,18,10.42,1331.97,753.9,0.92,13.75
25009001225,25,009,001225,1104,700,23,10,7,1187,602,2,21
25009001226,25,009,001226,1096.36,715.02,8.25,11,4.58,1155.03,637.1,10.08,8.25
25009001227,25,009,001227,1292,1058,23,3,6,1328,985,14,5
25009001228,25,009,001228,1263,1372,30,7,11,1292,1318,14,12
25009001229,25,009,001229,1192,1195,24,13,9,1233,1100,26,9
25009001237,25,009,001237,1374.93,1361.56,38.05,8.92,11.53,1383.12,1341.71,30.97,1.02
25009001238,25,009,001238,1359,1567,38,12,18,1366,1546,42,0
25009001278,25,009,001278,2178.3,1026.3,38.21,11.57,18.33,2180.24,1002.49,18.31,6.9
25009001340,25,009,001340,1861.57,903.26,48.9,11.99,8,1796.81,986.52,16.29,0
25009001341,25,009,001341,1487.31,924.76,45.4,11.84,11.84,1447.83,991.87,10.86,0.99
25009001342,25,009,001342,1258.7,395.44,25.38,5.76,0,1215.77,462.51,9.55,0
25009001343,25,009,001343,1521.18,360.66,28.31,7.3,0,1470.05,441.02,1.83,0
25009001344,25,009,001344,1643.09,487.73,24.06,9.01,0,1579.99,552.9,8,0
25009001345,25,009,001345,1605.44,511.4,26.48,5.48,0,1547.91,593.59,4.57,0
25009001346,25,009,001346,1246,630,34,11,0,1197,693,7,0
25009001347,25,009,001347,1410.25,691.7,29.4,12.23,0.52,1377.17,769.2,2.42,0.14
25009001388,25,009,001388,1248,759,29,9,9,1254,764,12,4
25009001389,25,009,001389,1373,838,39,12,20,1379,862,16,6
25009001390,25,009,001390,1298.5,747.3,21.46,9.76,12.68,1311.19,731.69,9.76,0.98
25009001391,25,009,001391,1691,915,25,5,14,1610,998,14,3
25009001392,25,009,001392,988,537,16,3,9,961,566,0,7
25009001393,25,009,001393,1459,942,30,7,23,1360,1053,19,2
25009001394,25,009,001394,1516,817,31,14,25,1469,889,15,9
25009001395,25,009,001395,1482.07,1039.79,53.83,5.42,20.56,1413.45,1134.85,14.5,2.05
25009001465,25,009,001465,1020,672,17,7,9,1048,627,13,3
25009001466,25,009,001466,994,834,22,5,7,1041,781,4,15
25009001467,25,009,001467,1108,954,23,2,8,1150,886,18,4
25009001468,25,009,001468,893,380,9,1,9,920,342,0,5
25009001469,25,009,001469,798.18,407.63,12.99,5.99,4,830.15,371.66,6.99,0
25009001470,25,009,001470,859.62,611.27,29.01,10,5,909.64,570.24,10,4
25009001471,25,009,001471,667.96,346.28,17.71,5.9,1.97,693.54,301.02,6.89,0.98
25009001472,25,009,001472,799,521,11,4,4,850,456,13,2
25009001473,25,009,001473,795.43,574.23,17.15,7.22,2.71,852.31,519.15,9.03,1.81
25009001474,25,009,001474,963,654,24,7,5,1000,609,15,0
25009001475,25,009,001475,913,643,17,5,5,959,598,4,2
25009001476,25,009,001476,1546.36,710.35,6.7,3.78,9.85,1501.71,727.82,6.78,5.78
25009001477,25,009,001477,1018.75,884.54,18.05,6.14,6.07,1061.81,812.06,19.95,2.2
25009001478,25,009,001478,733,748,14,5,7,817,669,2,1
25009001479,25,009,001479,961.89,776.11,21.25,9.08,6.08,1011.48,714.12,17.28,1.03
25009001480,25,009,001480,893,1002,20,5,9,933,937,12,5
25009001481,25,009,001481,859.5,917.24,17.04,2.84,8.52,901.15,857.61,8.52,1.89
25009001482,25,009,001482,939.5,1000.76,13.96,3.16,9.48,975.85,942.39,13.48,3.11
25009001614,25,009,001614,928.96,319.11,18.65,2.96,2.96,904.37,345.71,0,8.82
25009001615,25,009,001615,1351.18,458.01,19.19,8.09,8.05,1322.64,504.63,0,1.13
25009001616,25,009,001616,1547.35,517.42,26.56,11.8,8.85,1489.31,592.18,0,9.84
25009001618,25,009,001618,2222.98,1962.09,58.99,21.28,26.15,2211.18,1967.65,30.31,2.05
25009001625,25,009,001625,1838.52,524.57,29.63,21.39,15.36,1830,555.37,15.28,15.52
25009001626,25,009,001626,603.23,100.41,4.02,2.41,0.8,606.45,90.77,2.41,0
25009001627,25,009,001627,1574.4,318.91,24.45,18.37,4.89,1583.45,315.74,8.78,12.42
25009001628,25,009,001628,1756.83,282.63,32.5,14.77,14.77,1741.07,326.94,0,10.83
25009001629,25,009,001629,1152,362,20,9,11,1188,331,7,5
25009001630,25,009,001630,1084,488,10,6,13,1091,475,9,1
25009001631,25,009,001631,1232.2,506.1,23,11,9,1269.21,481.09,10,10
25009001632,25,009,001632,1174,651,19,11,5,1190,635,10,0
25009001633,25,009,001633,1495.36,401.09,22.94,13.42,7.29,1495.25,396,12.44,2.39
25009001634,25,009,001634,1307.96,301.93,18.3,12.18,13.04,1341.15,273.17,1.21,3.99
25009001635,25,009,001635,1626.08,524.41,38.71,11.84,12.04,1618.07,540.9,10.11,6.47
25009001636,25,009,001636,1417.52,395.48,23.13,15.7,4.35,1421.53,414.07,7.22,5.49
25009001637,25,009,001637,940.01,283.1,13.74,7.33,4.58,928.1,287.68,7.33,8.25
25009001638,25,009,001638,1305.06,501.39,16.92,5.54,8.35,1313.51,481.4,7.58,4.45
25009001639,25,009,001639,1364.71,912.03,29.51,4.03,5,1370.55,891.14,17.89,1
25009001640,25,009,001640,948.25,880.16,22.69,6.91,4.93,981.79,833.79,11.84,0
25009001641,25,009,001641,759,864,36,8,2,787,842,8,0
25009001649,25,009,001649,791.54,662.57,14.77,4.92,2.95,840.77,578.89,10.83,1.97
25009001650,25,009,001650,944.22,728.4,16.86,4.03,4.68,975.7,628.35,28.68,0.79
25009001651,25,009,001651,812.31,649.22,14.46,7.12,11.07,852.65,581.18,18.07,0.24
25009001652,25,009,001652,799,680,15,7,5,864,592,8,0
25009001653,25,009,001653,684.89,654.9,11,2,2,721.88,609.9,0,0
25009001654,25,009,001654,857,956,16,6,8,920,861,18,1
25009001655,25,009,001655,824,688,26,8,11,901,583,26,7
25009001656,25,009,001656,824.79,946.23,15.18,2.09,3.04,891.12,834.24,17.66,0.32
25009001657,25,009,001657,787,715,7,4,2,825,628,14,0
25009001658,25,009,001658,897.18,954.67,16.5,6.07,4.1,960.43,845.89,11.6,0
25009001833,25,009,001833,962.58,512.66,11.76,8.82,5.88,964.54,501.87,10.78,1.96
25009001834,25,009,001834,1255,431,19,5,8,1225,451,6,2
25009001835,25,009,001835,971.92,373.05,14.92,7.96,5.97,987.83,371.06,5.97,1.99
25009001836,25,009,001836,1226.39,356.43,15.2,4.77,9.48,1206.62,381.95,8.54,1.9
25009001837,25,009,001837,1136.39,459.82,13.76,4.24,5.48,1090.39,486.1,9.43,4.1
25009001838,25,009,001838,1264,409,17,2,12,1200,475,9,1
25009001873,25,009,001873,2454.25,1598.21,71.83,9.98,0,2346.49,1749.87,18.96,0
25009001966,25,009,001966,1769.09,769.7,56.21,9.04,17.02,1613.71,982.21,25.06,0
25009001972,25,009,001972,2086.44,1051,71.09,5.05,20.72,1976.26,1201.68,21.68,0.01
25009ZZZZZZ,25,009,ZZZZZZ,115.44,53.06,2.15,0.57,1.11,110.4,59.25,1.23,0.05
25011000078,25,011,000078,993.11,180.06,30,12,3,981.11,219.06,10,0
25011000147,25,011,000147,916,423,28,8,0,875,448,21,0
25011000510,25,011,000510,871.19,259.77,17.85,13.45,2.12,873.8,248.43,7.74,20.63
25011000561,25,011,000561,521.38,242.56,12.56,4.52,0.08,521.51,237.1,11.17,0.91
25011000621,25,011,000621,695.1,312.33,20.73,10.24,4.18,686.94,326.97,13.18,0
25011000627,25,011,000627,958,269.29,23.25,10.66,0.97,956.07,276.07,11.62,23.25
25011000655,25,011,000655,2416.35,835.33,54.82,20.95,9.93,2403.43,871.12,28.9,3.23
25011000709,25,011,000709,565.98,342.09,15.44,4.74,4.67,573.79,295.2,38.91,0.01
25011000825,25,011,000825,670.75,275.61,17.78,4.94,5.93,653.95,277.59,23.71,0
25011000850,25,011,000850,572.1,253.05,18.07,3.14,5.5,563.46,263.26,13.36,0.79
25011000851,25,011,000851,996.97,371.59,21.18,10.56,3.97,956.42,405.35,7.39,5.14
25011000852,25,011,000852,858.28,318.34,9.81,10.31,2.55,834.42,317.36,13.34,0.08
25011000853,25,011,000853,870,296,16,7,2,896,256,20,0
25011000854,25,011,000854,772.9,179.21,11.95,8.27,6.43,771.07,195.75,4.6,0
25011000855,25,011,000855,879,186,20,15,8,881,195,8,3
25011000856,25,011,000856,680.54,250.09,9.2,12.47,5.47,686.07,252.79,1.6,0.02
25011000857,25,011,000857,722.73,193.34,14.28,11.42,5.18,721.94,194.37,7.04,4
25011000858,25,011,000858,552,225,16,5,3,545,229,8,1
25011000907,25,011,000907,155,70,3,3,0,151,73,0,2
25011000908,25,011,000908,294,158,8,6,2,291,158,10,0
25011001020,25,011,001020,1193,163,12,12,6,1196,154,14,0
25011001030,25,011,001030,330,155,11,4,2,332,161,3,0
25011001265,25,011,001265,28.18,31.13,1,0,0,23.18,35.13,1,0
25011001269,25,011,001269,846,178,11,13,5,859,172,14,0
25011001270,25,011,001270,527.51,275.03,24.14,12.02,8.05,541.35,268.86,21.31,1.99
25011001271,25,011,001271,555.82,211.71,14.04,3.02,2.01,543.81,211.72,20.04,0.02
25011001272,25,011,001272,588.18,230.29,13.96,6.98,2.99,584.19,233.28,12.96,4.98
25011001273,25,011,001273,480,128,8,12,3,504,110,0,9
25011001274,25,011,001274,529,191,15,9,4,537,192,11,1
25011001339,25,011,001339,422.34,239.76,8.1,12.05,5.02,430.36,225.74,19.06,0.01
25011001432,25,011,001432,1211,592,37,8,7,1174,584,44,13
25011001452,25,011,001452,877.57,880.95,27.28,23.26,3.91,903.63,825.81,41.78,9.69
25011001453,25,011,001453,1076.42,787.92,40.79,10.94,8.95,1066.48,781.95,39.79,4.97
25011001617,25,011,001617,154.38,116.06,2.12,0,0,151.66,111.72,3.94,0
25011001676,25,011,001676,900.43,205.57,23.17,7.96,5.64,895.81,224.95,5.99,0.96
25011001689,25,011,001689,1154,144,13,13,6,1151,151,19,1
25011001829,25,011,001829,1570.24,385.6,20.55,24.46,4.89,1566.33,399.29,11.75,2.93
25011001933,25,011,001933,343,160,12,7,1,330,177,4,0
25011001965,25,011,001965,470.4,117.3,12.58,8.28,0.34,473.61,110.38,8.98,0
25011002040,25,011,002040,748.03,332.55,16.03,10.05,4.01,750.02,337.58,13.01,0.01
25013000020,25,013,000020,824.58,920.67,18.99,4.99,5.99,798.7,890.57,42.93,8.97
25013000021,25,013,000021,951.32,1029.37,23.87,7.35,2.75,898.98,1024.78,33.06,0
25013000022,25,013,000022,1022,1041,24,11,10,995,1001,35,0
25013000023,25,013,000023,843.98,831.62,25.86,4.97,6.96,807.26,812.6,34.82,1.99
25013000024,25,013,000024,1160.2,1087.96,18.67,17.14,5.19,1104.9,1066.12,23.19,1.11
25013000025,25,013,000025,930,954,25,12,8,869,965,22,5
25013000026,25,013,000026,910,1074,29,9,11,886,1046,25,0
25013000027,25,013,000027,1092,1051,19,7,8,1039,1036,17,15
25013000174,25,013,000174,307,454,13,1,0,283,462,19,0
25013000464,25,013,000464,1062.02,1191.36,43.96,10.98,2.99,1059.96,1189.4,28.96,2
25013000593,25,013,000593,310.77,412.04,13.9,1.99,0,305.8,404.09,7.94,3.97
25013000595,25,013,000595,802.12,641.31,19.61,16.67,8.83,811.93,617.77,23.53,0
25013000596,25,013,000596,1030.39,783.48,25.3,13.12,4.06,1042.24,756.31,17.26,1.21
25013000597,25,013,000597,639.28,335.48,9.9,4.95,0,637.31,316.67,17.81,1.98
25013000598,25,013,000598,907.77,753.09,23.87,7.97,6.93,899.83,726.15,19,9.92
25013000599,25,013,000599,755,610,15,7,5,770,559,11,18
25013000600,25,013,000600,650,465,22,7,3,665,425,20,0
25013000601,25,013,000601,788,499,18,8,3,772,500,10,6
25013000602,25,013,000602,805.94,454.44,23.24,8.08,3.07,801.86,427.17,12.19,19.1
25013000603,25,013,000603,887.54,555.41,24.04,9.03,4.01,884.5,547.37,10.09,7
25013000604,25,013,000604,767,539,21,7,6,790,503,13,8
25013000605,25,013,000605,747.63,545.04,13.53,6.21,9.16,726.31,551.15,17.24,0.24
25013000606,25,013,000606,863.56,962.64,26.96,15.97,7.99,869.59,941.7,18.92,10
25013000607,25,013,000607,664.88,414.69,16.39,8.33,2.17,683.07,367.23,19.47,5
25013000608,25,013,000608,833.05,465.26,22.95,12.42,2.3,838.73,447.86,9.37,10.58
25013000609,25,013,000609,805.46,591.62,39.57,11.3,5.65,786.62,610.46,9.42,13.19
25013000610,25,013,000610,718.27,585.91,19.47,7.79,5.84,742.6,553.79,8.76,8.76
25013000611,25,013,000611,846.1,631.04,28,12,3,843.1,624.03,20,7
25013000612,25,013,000612,971.61,793.52,27.7,10.88,5.94,957.76,777.69,24.74,19.79
25013000691,25,013,000691,1420,1122,26,9,15,1369,1094,44,1
25013000692,25,013,000692,1274,1025,26,13,6,1250,998,22,1
25013000693,25,013,000693,1330,1180,30,11,10,1293,1187,17,0
25013000694,25,013,000694,1271,1296,37,9,12,1191,1339,28,0
25013000845,25,013,000845,402,565,20,3,0,398,557,12,0
25013000870,25,013,000870,1539,1713,58,16,13,1538,1713,36,0
25013000925,25,013,000925,680.58,775.08,37.09,6.88,8.77,667.09,794.23,19.64,0.97
25013000930,25,013,000930,423.47,179.6,1.89,1.89,0,430.08,151.24,0,0
25013000931,25,013,000931,607.34,203.32,8.11,8.11,0,592.72,193.69,0,0
25013000932,25,013,000932,565.49,221.12,4.48,6.28,0.05,561.65,214.68,0.21,0.23
25013000933,25,013,000933,493,188,5,7,0,482,166,0,0
25013000934,25,013,000934,857,334,17,15,1,871,329,5,1
25013000935,25,013,000935,948,489,15,15,2,942,502,3,1
25013000936,25,013,000936,484.11,159.97,7.05,6.08,0.99,471.79,160.46,2.39,0
25013000937,25,013,000937,750.89,246.03,10.95,10.92,1.01,760.21,227.54,17.61,0
25013000938,25,013,000938,1120,783,26,10,4,1039,833,12,0
25013000939,25,013,000939,807,485,10,8,4,800,460,11,2
25013000940,25,013,000940,786,268,17,9,3,774,278,11,0
25013000941,25,013,000941,949,373,14,10,2,966,355,4,2
25013000942,25,013,000942,1211.89,548.54,14.72,7.85,1.96,1175.58,553.45,19.63,3.93
25013000943,25,013,000943,1097.12,349.3,17.27,12.46,0.96,1071.24,373.25,12.48,0
25013001036,25,013,001036,1424.67,648.85,26.99,4,12,1336.69,726.83,17,1
25013001037,25,013,001037,1234.13,590.19,28.34,5.86,7.82,1179.41,639.05,7.82,4.89
25013001038,25,013,001038,1378,794,34,14,11,1328,847,14,1
25013001039,25,013,001039,1241,730,30,2,11,1185,775,6,4
25013001040,25,013,001040,1372,716,23,6,6,1332,733,12,5
25013001074,25,013,001074,958.29,986.01,24.75,13.86,4.95,978.09,934.53,17.82,5.94
25013001075,25,013,001075,776,648,12,8,12,808,584,9,4
25013001076,25,013,001076,1070.37,1400.83,25.33,10.29,10.6,1080.94,1329.28,25.82,4.62
25013001077,25,013,001077,832.14,800.22,22.01,8.84,0.05,851.49,724.86,12.36,5.28
25013001078,25,013,001078,724.25,753.28,22.14,8.05,4.04,749.3,694.93,21.15,1
25013001079,25,013,001079,1112.15,1114.14,20.87,7.95,6.96,1122.09,1062.46,19.88,0
25013001266,25,013,001266,766.7,844.25,21.32,11.63,6.78,771.55,827.77,2.91,17.45
25013001267,25,013,001267,815,851,38,7,2,817,818,26,3
25013001268,25,013,001268,840,866,37,12,4,848,846,17,5
25013001276,25,013,001276,247.23,313.72,4.09,1.02,1.02,226.27,314.67,10.1,0
25013001460,25,013,001460,876.21,903.18,22.98,6.99,7.99,880.21,867.2,19.98,12.99
25013001461,25,013,001461,804.65,925.98,24.11,6.03,8.01,783.65,905.97,10.07,11
25013001462,25,013,001462,763.48,608.84,26.37,14.2,1.12,775.56,585.55,10.05,9.31
25013001463,25,013,001463,689.82,830.91,29.3,5.16,4.1,718.88,778.68,10.04,8.25
25013001621,25,013,001621,364.77,510.28,27.91,5.98,6.98,378.73,496.33,28.9,0
25013001730,25,013,001730,811,1265,35,13,5,795,1265,26,0
25013001731,25,013,001731,713,939,41,9,11,715,942,26,1
25013001732,25,013,001732,836,1017,23,8,6,809,1019,21,2
25013001737,25,013,001737,371,148,3,0,1,352,120,0,2
25013001738,25,013,001738,542,145,6,3,2,529,137,2,3
25013001739,25,013,001739,368,115,7,3,2,354,101,3,0
25013001740,25,013,001740,481.08,114.54,5.98,1,1.99,461.16,96.62,0,3.98
25013001741,25,013,001741,533,172,8,2,1,515,156,0,1
25013001742,25,013,001742,464.92,115.46,3.02,3,1.01,442.84,102.38,3,1.02
25013001743,25,013,001743,542,120,7,7,3,511,126,0,5
25013001744,25,013,001744,557,115,6,4,1,548,116,0,4
25013001745,25,013,001745,526,150,3,1,2,522,131,3,0
25013001746,25,013,001746,718,269,9,0,3,714,254,2,1
25013001747,25,013,001747,518,190,10,2,5,523,190,1,1
25013001748,25,013,001748,712.21,271.03,14,7,4,726.21,244.03,8,8
25013001749,25,013,001749,642,303,13,3,3,638,305,3,9
25013001750,25,013,001750,796,279,3,11,2,777,263,3,4
25013001751,25,013,001751,792,368,11,9,11,787,360,0,12
25013001752,25,013,001752,691,283,6,5,5,688,272,10,1
25013001753,25,013,001753,433,93,3,3,1,425,80,1,3
25013001754,25,013,001754,401,94,7,3,2,397,80,0,5
25013001755,25,013,001755,298.52,81.75,4.59,1.84,0.92,291.17,76.24,0,1.84
25013001756,25,013,001756,460,106,4,4,5,464,102,1,3
25013001757,25,013,001757,366,101,3,2,5,375,88,0,6
25013001758,25,013,001758,431.48,131.25,7.41,3.16,1.08,440.83,114.76,0,6.16
25013001759,25,013,001759,356,101,7,4,1,349,98,0,3
25013001760,25,013,001760,476,154,0,5,3,454,150,2,4
25013001761,25,013,001761,680.67,83.42,5.69,2.84,3.79,659.81,89.11,0.95,1.9
25013001762,25,013,001762,673,115,2,3,3,624,128,3,2
25013001763,25,013,001763,541.12,79.55,3.31,5.16,2.21,530.98,76.86,2.05,1.1
25013001764,25,013,001764,582,69,5,8,0,565,76,0,2
25013001765,25,013,001765,525,60,1,4,3,502,63,0,1
25013001766,25,013,001766,196,25,2,1,0,190,27,7,0
25013001767,25,013,001767,646,99,7,2,1,631,96,1,3
25013001768,25,013,001768,616,55,5,0,1,592,51,5,0
25013001769,25,013,001769,640,98,8,2,2,623,102,0,6
25013001770,25,013,001770,804,210,5,3,4,817,172,9,12
