GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREOWRI,G20USSDMAR,G20USSROCO,G20USSOAYY,G20USSOWRI
25013001771,25,013,001771,615,233,7,6,6,599,236,4,2
25013001772,25,013,001772,794,446,15,6,4,799,419,14,2
25013001773,25,013,001773,972,225,8,1,10,961,213,3,6
25013001774,25,013,001774,761.24,230.63,10.81,5.41,4.5,741.42,237.83,0,5.41
25013001775,25,013,001775,864,504,13,5,9,853,485,1,9
25013001776,25,013,001776,600,317,7,6,4,563,331,0,13
25013001777,25,013,001777,550,145,5,5,4,539,136,6,3
25013001778,25,013,001778,792,263,11,3,9,787,251,13,1
25013001779,25,013,001779,638,249,51,8,6,625,277,7,4
25013001780,25,013,001780,783,459,11,9,5,785,435,12,0
25013001781,25,013,001781,511,178,5,3,2,487,167,0,6
25013001782,25,013,001782,601,169,7,5,3,615,148,4,2
25013001783,25,013,001783,669,236,7,4,2,646,229,7,0
25013001784,25,013,001784,716.99,341.01,8.07,6.03,6.03,696.92,344.02,6.03,3.02
25013001785,25,013,001785,772,367,11,2,3,753,363,14,3
25013001786,25,013,001786,959.76,484.37,17.19,6.59,14.5,941.58,490.17,13,0.59
25013001787,25,013,001787,852.6,428.32,9.87,3.95,4.92,841.79,430.31,4.91,2.98
25013001788,25,013,001788,740,455,19,9,5,716,441,19,4
25013001789,25,013,001789,618,207,10,4,2,607,197,8,1
25013001790,25,013,001790,838.4,435.66,17.06,7.02,5.04,831.3,440.67,1.06,11
25013001791,25,013,001791,820,551,13,11,11,801,542,1,18
25013001792,25,013,001792,396,176,12,4,5,380,197,5,0
25013001793,25,013,001793,669,332,10,5,0,652,325,7,4
25013001794,25,013,001794,741,256,9,9,4,737,236,0,11
25013001795,25,013,001795,711,193,11,3,0,696,175,4,4
25013001796,25,013,001796,412,151,10,5,0,420,128,7,2
25013001797,25,013,001797,490,192,6,6,4,486,178,0,7
25013001798,25,013,001798,691,310,8,6,2,694,282,0,9
25013001799,25,013,001799,692,300,16,0,7,670,311,11,0
25013001800,25,013,001800,711,209,6,6,2,715,199,8,2
25013001872,25,013,001872,144.03,189.46,5.14,0.14,1.03,137.1,193.62,3.49,0.05
25013001896,25,013,001896,446.42,636.92,26.91,8.12,5.23,448.91,625.77,22.36,0.03
25013001973,25,013,001973,523.44,391.72,12.15,2.03,2.05,532.03,347.83,16.26,0.04
25013001974,25,013,001974,705,474,14,7,1,708,449,17,0
25013001975,25,013,001975,850,636,25,9,7,852,628,20,0
25013001976,25,013,001976,966,718,26,14,8,984,672,26,0
25013001977,25,013,001977,1246.68,1167.63,37.13,6.65,4.25,1203.02,1185.22,25.94,0
25013001978,25,013,001978,1033,1024,18,8,3,1016,994,34,0
25013001979,25,013,001979,1053,1130,34,12,8,1009,1122,34,3
25013001980,25,013,001980,869,623,19,8,7,863,603,33,0
25013001988,25,013,001988,1030,1055,31,14,3,998,1037,37,1
25013001989,25,013,001989,909.35,998.83,53.07,10.64,7.5,894.73,998.94,34.42,5.06
25013001990,25,013,001990,660.8,451.62,15.23,6.07,4.06,665.61,404.68,32.18,3.02
25013001991,25,013,001991,821.02,673.09,36.64,13.23,7.1,798.59,658.45,37.58,2.01
25013001992,25,013,001992,572.59,437,33.17,11.71,10.73,593.07,418.47,25.36,1.95
25013001993,25,013,001993,907.07,702.17,42.76,11.65,7.77,871.2,719.6,27.22,0.98
25013001994,25,013,001994,322,338,13,5,2,319,338,13,1
25013001995,25,013,001995,1129,1119,37,9,9,1061,1149,38,4
25013001996,25,013,001996,1108.28,1114.21,54.33,19.76,8.89,1071.73,1144.83,49.39,0.99
25013001997,25,013,001997,1013.9,1157.08,40.8,11.94,9.95,980.07,1168.04,30.85,2.98
25013001998,25,013,001998,911,1022,43,11,8,892,1009,52,5
25013001999,25,013,001999,815,790,18,2,5,781,808,17,1
25013002045,25,013,002045,1323.48,1078.56,35.62,13.25,4,1309.03,1061.43,24.35,1.15
25013002046,25,013,002046,1247,998,30,8,11,1215,996,27,4
25013002047,25,013,002047,1109.72,1089.38,28.29,10.75,9.4,1082.45,1083.9,30.65,4.01
25013002048,25,013,002048,1242,1089,41,9,6,1179,1114,28,2
25015000035,25,015,000035,944,62,11,14,5,956,69,2,1
25015000036,25,015,000036,528,32,5,6,1,530,38,1,1
25015000037,25,015,000037,1300.91,123.85,10.3,14.39,11.24,1308.17,129.13,9.28,0
25015000038,25,015,000038,476,46,3,6,2,472,53,0,0
25015000039,25,015,000039,449,29,2,2,9,442,39,0,1
25015000040,25,015,000040,977.48,94.01,7.67,15.35,1.92,987.07,86.34,6.71,2.88
25015000041,25,015,000041,1591.13,133.39,14.06,18.05,10.94,1602.97,146.36,12.98,0
25015000042,25,015,000042,1547,150,14,16,5,1566,149,9,5
25015000043,25,015,000043,1719.96,123.76,13.64,16.57,6.82,1723.86,133.5,9.74,0
25015000044,25,015,000044,1143,75,8,20,9,1157,82,4,3
25015000127,25,015,000127,1517.37,770.17,37.96,15.98,7.99,1506.38,792.15,16.98,2
25015000128,25,015,000128,1351.79,996.82,35.02,23.01,3.01,1326.79,1009.8,17.02,4.01
25015000129,25,015,000129,1405,1028,44,12,4,1381,1033,20,1
25015000130,25,015,000130,1618,686,30,17,5,1604,682,26,1
25015000594,25,015,000594,510,287,14,9,2,490,305,11,0
25015000628,25,015,000628,413,162,7,4,5,408,165,9,1
25015000696,25,015,000696,1430,485,20,15,5,1414,499,10,1
25015000697,25,015,000697,1702.41,413.49,31.14,24.38,12.11,1724.61,414.42,21.13,5
25015000698,25,015,000698,1517,432,24,19,3,1509,444,16,2
25015000699,25,015,000699,1810,400,24,29,8,1802,425,20,0
25015000700,25,015,000700,1354,796,33,21,3,1337,807,13,1
25015000836,25,015,000836,417.89,230.94,15,5,3,421.89,223.94,7,0
25015000843,25,015,000843,1094.13,817.98,30.47,11.43,4.76,1084.6,789.41,32.38,0
25015000844,25,015,000844,905.13,955.08,23.98,9.99,3,891.14,884.15,51.95,0
25015000864,25,015,000864,2558.52,940.43,49.86,28.25,16.25,2563.84,961.31,21.66,1.18
25015000885,25,015,000885,1569.38,682.2,22.88,14.92,10.94,1566.4,674.26,22.87,0
25015000960,25,015,000960,585,593,24,13,2,585,594,21,1
25015001236,25,015,001236,201.23,126.96,9.1,1.01,1,202.2,128.91,0.06,0.03
25015001410,25,015,001410,952.89,101.78,14.97,16.96,3.99,952.89,117.74,2,0
25015001411,25,015,001411,1342.02,137.57,11.05,21.05,6.01,1345.02,153.61,5.01,2
25015001412,25,015,001412,1209,57,8,10,4,1218,59,3,1
25015001413,25,015,001413,825,47,9,2,3,823,56,2,0
25015001414,25,015,001414,1229.46,105.51,9.87,26.62,7.89,1243.26,100.59,8.87,0
25015001415,25,015,001415,1164.57,108.87,15.98,27.97,6.99,1181.55,114.86,4.99,2
25015001416,25,015,001416,881.51,60.19,4.85,17.47,7.77,893.16,66.99,1.94,2.91
25015001417,25,015,001417,1142.49,94.81,7.15,10.53,10.23,1155.84,93.01,6.06,1.09
25015001418,25,015,001418,1035,142,6,9,6,1027,152,4,3
25015001419,25,015,001419,1125,116,6,12,2,1115,124,7,0
25015001420,25,015,001420,1049,270,12,10,4,1035,299,1,1
25015001421,25,015,001421,1259,230,18,11,6,1227,277,8,1
25015001422,25,015,001422,1264.6,173.16,10.31,16.05,4.08,1254.25,192.38,2.25,0.99
25015001423,25,015,001423,1151.4,209.84,12.69,7.95,3.92,1137.75,223.62,7.75,0.01
25015001483,25,015,001483,819,89,8,7,2,807,109,4,1
25015001509,25,015,001509,316,116,6,4,1,316,119,0,3
25015001716,25,015,001716,1375.21,662.17,34.23,17.11,6.05,1384.04,644.19,27.25,5.02
25015001717,25,015,001717,1528.88,698.03,31.78,14.58,6.03,1504.24,703.15,33.64,2.06
25015001718,25,015,001718,1359,816,29,14,9,1331,809,44,0
25015001719,25,015,001719,1005.87,358.02,21.53,8.57,6.24,978.4,378.59,17.62,0
25015001720,25,015,001720,1446.48,762.5,30.01,6.01,9,1394.47,782.47,31.03,1
25015001721,25,015,001721,2231,1811,76,20,56,2197,1823,0,90
25015001923,25,015,001923,729,554,28,13,4,764,534,12,2
25015001924,25,015,001924,697,845,33,15,9,716,836,20,0
25015001925,25,015,001925,923.57,1041.13,30.89,16.94,3.99,939.51,1020.21,21.92,1.99
25015002006,25,015,002006,746,426,11,11,1,745,421,7,0
25015002049,25,015,002049,1446,337,21,13,5,1429,364,20,0
25015002141,25,015,002141,571,271,17,9,2,571,279,4,0
25017000006,25,017,000006,1761,447,24,11,8,1718,499,15,2
25017000007,25,017,000007,1912,441,30,13,12,1809,558,9,1
25017000008,25,017,000008,1834,388,34,15,12,1765,497,6,4
25017000009,25,017,000009,2061.71,418.49,40.14,9.07,16.09,1995.38,481.83,29.09,3.03
25017000010,25,017,000010,1897,396,44,15,22,1856,472,11,2
25017000011,25,017,000011,1639.29,380.51,20.86,10.93,13.91,1587.62,433.17,13.91,3.97
25017000055,25,017,000055,885,154,11,4,5,879,157,5,0
25017000056,25,017,000056,1292.4,192.1,13.97,4.23,2.56,1261.67,224.97,2.35,2.06
25017000057,25,017,000057,1187,255,6,7,5,1153,294,5,1
25017000058,25,017,000058,1300,223,13,6,5,1284,240,10,2
25017000059,25,017,000059,992,368,15,8,8,982,384,5,1
25017000060,25,017,000060,1116,189,14,5,1,1103,205,1,0
25017000061,25,017,000061,1192,274,6,10,9,1186,286,12,0
25017000062,25,017,000062,1083,203,9,9,6,1078,224,3,0
25017000063,25,017,000063,1059,182,9,7,6,1057,187,5,0
25017000064,25,017,000064,1087.64,298.13,13.6,8.74,5.83,1078.9,312.7,5.83,0
25017000065,25,017,000065,1145,233,13,6,2,1150,241,6,0
25017000066,25,017,000066,1202.62,220.58,12.43,5.06,5.29,1182.8,237.3,5.14,0.04
25017000067,25,017,000067,1100,196,11,6,10,1092,209,7,0
25017000068,25,017,000068,1150,156,11,10,4,1142,187,2,1
25017000069,25,017,000069,1251.66,139.98,11.29,10.22,6.03,1256.78,141.2,7.03,0
25017000070,25,017,000070,1018.35,153.24,10.9,4.64,9.1,1020.22,152.45,6.3,3.59
25017000071,25,017,000071,1095,207,9,9,5,1090,215,3,0
25017000072,25,017,000072,1084,173,14,7,6,1067,198,7,0
25017000073,25,017,000073,1082.36,168.5,9.02,13.01,3.02,1085.34,174.52,3.01,1
25017000074,25,017,000074,1281,173,11,4,6,1244,205,8,2
25017000075,25,017,000075,1022.64,218.5,8.98,4.99,7.98,1017.66,224.48,4.99,2
25017000077,25,017,000077,956,1008,41,16,2,965,963,66,3
25017000079,25,017,000079,1371,566,31,11,0,1320,625,15,0
25017000080,25,017,000080,1528,594,36,5,0,1456,670,11,0
25017000081,25,017,000081,1373,593,23,10,0,1348,635,10,0
25017000082,25,017,000082,1368,576,19,13,0,1321,605,11,0
25017000083,25,017,000083,1668,607,44,8,0,1614,664,10,0
25017000105,25,017,000105,1385.98,717.47,43.97,11.99,11.99,1377.98,754.44,16.99,3
25017000106,25,017,000106,1545,819,67,14,7,1565,820,5,22
25017000123,25,017,000123,1751.82,525.94,35.39,7.86,19.66,1683.01,617.37,6.88,0.98
25017000124,25,017,000124,1457,649,29,17,13,1446,682,8,2
25017000125,25,017,000125,1717,501,31,9,11,1653,590,4,4
25017000126,25,017,000126,1492.96,493.99,29.94,9.98,12.97,1440.07,553.87,11.98,4.99
25017000136,25,017,000136,1552,332,20,25,14,1514,387,7,5
25017000137,25,017,000137,1562.35,438.19,32.01,7.97,18.33,1505.63,532.03,11.68,1.9
25017000138,25,017,000138,1436,366,25,10,18,1423,378,16,1
25017000139,25,017,000139,1266,330,22,18,9,1265,340,14,0
25017000140,25,017,000140,1444,349,20,11,10,1432,371,7,2
25017000141,25,017,000141,1540,314,22,12,11,1533,341,10,1
25017000142,25,017,000142,1629.17,320.78,20.41,13.29,8.29,1604.2,367.02,1.24,3.05
25017000143,25,017,000143,1590,502,21,14,18,1535,563,11,2
25017000160,25,017,000160,1355.1,884.53,47.17,7.07,11.04,1366.35,876.38,15.08,3
25017000161,25,017,000161,1169.01,1103.01,43,7,8,1187.01,1077.01,17,3
25017000162,25,017,000162,973.45,865.38,31.73,13.72,8.58,1020.62,836.22,14.58,0
25017000163,25,017,000163,1427.45,1069.08,37.1,14.21,9.38,1484.03,1017.4,14.34,3
25017000164,25,017,000164,1224.67,1015.36,28.67,11.19,23.03,1277.55,966.25,23.12,1.13
25017000165,25,017,000165,1020,860,20,7,10,1047,815,27,2
25017000166,25,017,000166,1206.97,1092.24,31.48,8.87,6,1217.06,1073.36,9.92,5.88
25017000167,25,017,000167,1263,958,26,27,10,1276,947,6,16
25017000168,25,017,000168,1258.04,806.01,29.06,9.02,8.03,1255.93,803.13,28.02,1.01
25017000169,25,017,000169,1303,1035,38,4,9,1290,1017,18,4
25017000170,25,017,000170,1140.62,1050.19,28.09,4.03,9.02,1202.59,978.21,21.06,2.01
25017000437,25,017,000437,2524.38,785.49,62.96,21.99,5,2447.43,908.42,25.98,7
25017000511,25,017,000511,1450.63,942.92,23.05,11.03,11.01,1422.72,957.73,14.04,3.01
25017000512,25,017,000512,1053.25,542.85,21.1,13.06,7.01,1067.45,530.45,14.08,4.02
25017000513,25,017,000513,1408.94,812.73,34.33,7.22,12.01,1406.13,812.46,15.1,6
25017000514,25,017,000514,1257,710,19,8,10,1257,701,4,0
25017000515,25,017,000515,1409.38,853.81,35.91,10.97,8.98,1398.41,858.79,24.94,2.99
25017000516,25,017,000516,1313.37,910.4,30.84,11.94,5.97,1308.39,913.39,8.95,0.99
25017000517,25,017,000517,1552.72,792.41,31.68,13.78,6,1560.49,779.71,11.9,3
25017000518,25,017,000518,1756.23,210.04,24.06,4.63,6.48,1716.44,254.46,4.63,2.78
25017000519,25,017,000519,1447,190,19,16,12,1437,205,10,1
25017000520,25,017,000520,1600,201,16,11,8,1588,213,5,3
25017000521,25,017,000521,2090,108,11,13,12,2087,121,3,3
25017000522,25,017,000522,1998,79,11,15,13,1980,122,2,1
25017000523,25,017,000523,1732,101,14,11,5,1717,124,3,2
25017000524,25,017,000524,2050.57,157.88,24.07,10.59,4.81,2041.91,159.81,0.96,0
25017000525,25,017,000525,2145.01,171.62,18.18,23.13,9.1,2146.98,191.73,7.03,1.01
25017000526,25,017,000526,1862.01,172.52,13.89,12.67,12.01,1867.79,179.34,3.72,1.4
25017000527,25,017,000527,1504,102,7,5,7,1482,97,4,3
25017000528,25,017,000528,295,11,5,5,6,297,19,1,0
25017000529,25,017,000529,945.15,93.8,15.92,7.48,7.88,922.12,122.44,2.35,2.28
25017000530,25,017,000530,1553,191,14,8,15,1558,194,3,5
25017000531,25,017,000531,1650,118,11,10,8,1645,119,6,0
25017000532,25,017,000532,1463,83,5,17,8,1454,82,3,0
25017000533,25,017,000533,1914.64,77.45,15.26,16.2,6.13,1899.38,89.51,2.2,1.07
25017000534,25,017,000534,1887,99,13,15,7,1867,120,9,3
25017000535,25,017,000535,587.36,34.55,3.74,2.8,1.87,569.62,49.49,2.8,0.93
25017000536,25,017,000536,1670,88,12,16,9,1659,110,2,1
25017000537,25,017,000537,1526.73,99.06,10.43,13.03,7.82,1510.22,117.31,5.21,0
25017000538,25,017,000538,1452.41,69.38,8.95,15.23,4.76,1439.81,95.11,3.47,0.02
25017000539,25,017,000539,1846,74,17,17,7,1835,96,1,0
25017000540,25,017,000540,1814.57,79.19,17.56,15.39,9.95,1802.73,114.97,3.28,2
25017000541,25,017,000541,1805,136,8,10,9,1798,152,5,0
25017000542,25,017,000542,1744.54,71.02,11.18,18.26,8.18,1742.46,90.35,4.04,1
25017000543,25,017,000543,813.45,56.98,9.82,14.74,9.82,808.54,75.65,1.96,0
25017000544,25,017,000544,364.43,23.81,1.44,3.61,5.05,362.27,31.03,0.72,0
25017000545,25,017,000545,1213,55,4,10,10,1197,77,1,5
25017000546,25,017,000546,1213,53,9,10,1,1178,97,0,1
25017000547,25,017,000547,277,14,2,0,1,268,23,0,0
25017000548,25,017,000548,2022.19,100.64,8.63,10.54,9.58,1972.38,158.12,0,2.88
25017000549,25,017,000549,2211,208,17,17,8,2214,231,6,2
25017000550,25,017,000550,1655.83,192.22,16.59,11.71,11.71,1656.8,201.98,9.76,1.95
25017000557,25,017,000557,2802.43,776.11,58.61,17.14,24.34,2676.23,940.7,31.12,0.02
25017000567,25,017,000567,1615,811,37,9,18,1583,836,19,1
25017000568,25,017,000568,1463,770,37,11,15,1464,771,7,1
25017000569,25,017,000569,1400.39,947.24,35.93,13.97,16.97,1397.4,933.26,20.96,1
25017000570,25,017,000570,1391.38,935.84,45.55,7.92,9.9,1385.44,935.84,15.84,0
25017000571,25,017,000571,1733.62,954.49,62.06,11.93,12.64,1682.39,1008.29,15.34,3.31
25017000572,25,017,000572,1590.09,889.6,47.39,16.1,10.09,1561.11,923.68,14.14,0.01
25017000573,25,017,000573,1487.39,771.47,52.86,8.06,14.34,1415.7,865.55,11.65,2.69
25017000574,25,017,000574,1540.52,831.16,42.68,10.93,9.94,1542.49,840.06,14.9,0.99
25017000575,25,017,000575,1677.62,911.16,37.45,17.08,14.1,1666.56,926.16,17.16,2
25017000622,25,017,000622,1946.04,357.13,34.2,10.02,18.18,1837.82,499.41,14.9,6.05
25017000623,25,017,000623,2249.63,442.04,32.84,10.97,22.87,2164.9,548.67,19.85,1.04
25017000624,25,017,000624,2071.34,437.28,31.22,13.04,19.16,1975.95,553.8,13.17,5.94
25017000625,25,017,000625,2321.01,472.54,40.7,13.9,22.83,2207.84,609.54,16.88,1.99
25017000626,25,017,000626,1425.55,265.81,20.88,4.01,14.86,1328.55,378.8,0.13,4.95
25017000667,25,017,000667,926.55,851.58,26.91,11.29,0,1012.86,770.51,11.47,0
25017000668,25,017,000668,806.06,749.65,23.19,7.06,0,836.34,709.21,3.1,0
25017000669,25,017,000669,942,947,28,2,0,987,883,7,0
25017000670,25,017,000670,1124,1210,33,8,0,1135,1208,0,0
25017000671,25,017,000671,894,1010,34,10,0,915,988,0,0
25017000672,25,017,000672,921.39,863.76,23.9,7.65,0,956.8,804.27,12.43,0
25017000673,25,017,000673,986,811,21,9,0,1021,754,9,0
25017000674,25,017,000674,1155,1397,39,6,0,1177,1370,13,0
25017000675,25,017,000675,951,972,24,13,0,1008,911,1,0
25017000679,25,017,000679,1243,877,46,7,0,1198,928,30,0
25017000711,25,017,000711,808,318,2,3,3,851,254,4,1
25017000712,25,017,000712,725.51,335.03,6.26,8.03,5.14,769.03,270.64,5,2.06
25017000713,25,017,000713,886,360,13,8,2,931,291,11,2
25017000714,25,017,000714,745,272,3,7,6,772,234,3,1
25017000715,25,017,000715,1008,391,12,7,9,1073,303,8,2
25017000716,25,017,000716,872,345,7,6,2,920,280,2,2
25017000717,25,017,000717,916,415,7,7,7,1005,308,3,1
25017000718,25,017,000718,797,298,11,4,3,841,235,7,3
25017000719,25,017,000719,905,338,6,3,7,957,271,5,1
25017000720,25,017,000720,851,277,3,6,2,898,209,8,2
25017000721,25,017,000721,874.7,344.1,24.03,6.29,0.98,929.49,285.65,4.49,1.78
25017000722,25,017,000722,1088.12,380,12.19,6.3,5.55,1136.32,325.21,4.01,1.38
25017000783,25,017,000783,1793,668,26,10,12,1791,661,14,3
25017000784,25,017,000784,820.02,221.63,13.13,4.93,3.28,819.2,225.73,5.75,0
25017000785,25,017,000785,1859,608,34,14,15,1815,671,24,7
25017000786,25,017,000786,849,279,9,3,13,852,278,9,3
25017000787,25,017,000787,1131,368,17,11,3,1148,348,12,1
25017000788,25,017,000788,855.18,239.49,15.97,9.98,8.98,883.12,222.53,8.98,1
25017000789,25,017,000789,918,292,9,8,6,939,263,6,2
25017000790,25,017,000790,517,171,6,1,3,531,137,2,5
25017000791,25,017,000791,567,131,3,3,3,601,95,1,0
25017000792,25,017,000792,786,272,15,3,3,825,234,4,2
25017000793,25,017,000793,2162.37,717.47,54.81,11.96,15.94,2119.52,767.29,20.93,1.99
25017000794,25,017,000794,1606.89,510,29.41,7.09,14.22,1615.81,523.36,4.02,2.16
25017000795,25,017,000795,1882,572,26,9,11,1834,611,11,10
25017000796,25,017,000796,1684,623,28,17,11,1668,648,16,2
25017000797,25,017,000797,1637.11,607,35.59,7.91,18.78,1630.19,637.64,1.98,13.84
25017000798,25,017,000798,1796.93,572.97,27.85,11.07,15.69,1740.86,633.76,10.26,0.01
25017000799,25,017,000799,1595.04,471.4,22.02,10.01,6.02,1588.94,480.51,17.99,5.99
25017000800,25,017,000800,1153,385,19,8,10,1156,393,8,0
25017000859,25,017,000859,1773.86,739.92,45.46,8.43,14.57,1701.09,822.83,26.91,1.06
25017000860,25,017,000860,1561,788,44,17,12,1520,856,25,1
25017000861,25,017,000861,1645,652,37,4,15,1517,783,18,1
25017000926,25,017,000926,1765,740,44,11,20,1659,868,18,2
25017000927,25,017,000927,1739,608,39,12,16,1650,718,16,1
25017000928,25,017,000928,1748.81,607.76,41.71,8.94,9.93,1689.22,696.15,9.93,1.99
25017000929,25,017,000929,1506,619,36,13,15,1436,708,11,3
25017000945,25,017,000945,2032,774,35,18,24,1954,883,11,6
25017000946,25,017,000946,1729,775,32,8,18,1627,889,15,5
25017000947,25,017,000947,1586,745,32,9,16,1457,873,10,2
25017000948,25,017,000948,1700,687,44,8,24,1589,835,11,3
25017000950,25,017,000950,1123.22,566.59,25.85,9.94,9.94,1093.4,591.45,18.89,3.98
25017000951,25,017,000951,937.95,450.51,31.16,11.06,8.06,940.77,451.66,17.12,2.02
25017000952,25,017,000952,1021,707,32,8,6,1014,709,13,3
25017000953,25,017,000953,1111.17,594.44,38.85,11.66,4.86,1074.26,643,19.43,2.91
25017000954,25,017,000954,1459.43,651.43,32.8,12.18,5.37,1413.35,702.25,18.27,0.99
25017000955,25,017,000955,848,454,12,12,7,873,431,11,1
25017000956,25,017,000956,880.57,410.57,22.2,5.82,8.63,891.65,394.75,8.73,0.01
25017001021,25,017,001021,1568,340,20,7,3,1529,388,3,1
25017001022,25,017,001022,2143.45,329.94,25.68,18.45,12.78,2087.7,403.53,7.13,2
25017001023,25,017,001023,1666,304,18,3,13,1674,312,4,1
25017001024,25,017,001024,1772.55,332.06,24.32,6.55,11.22,1718.3,398.47,1.87,0
25017001025,25,017,001025,1911,471,17,9,21,1871,525,9,1
25017001026,25,017,001026,1901.04,388.07,22.57,6.3,15.33,1818.43,485.56,11.44,4.05
25017001027,25,017,001027,1742.31,427.8,20.42,10.69,11.67,1684.95,481.27,15.56,1.94
25017001028,25,017,001028,1754,365,22,15,8,1698,429,10,0
25017001029,25,017,001029,1849,379,23,21,17,1805,448,11,3
25017001031,25,017,001031,2154.02,357.74,32.22,15.07,19.08,2108.4,439.41,5.05,1.06
25017001032,25,017,001032,1349.14,327.41,18.94,5.99,4.02,1314.3,367.31,0.01,3.97
25017001033,25,017,001033,1588,752,59,7,22,1558,811,6,0
25017001034,25,017,001034,1453,673,39,6,10,1393,745,20,0
25017001035,25,017,001035,1438,555,53,11,25,1388,630,22,0
25017001041,25,017,001041,798.73,295.21,11.9,9.28,1.86,809.38,251.04,2.29,0.16
25017001042,25,017,001042,1220.06,798.25,19.3,6.76,5.79,1177.59,807.9,8.69,2.9
25017001043,25,017,001043,1161,630,24,12,17,1135,644,11,3
25017001044,25,017,001044,757.3,369.43,9.63,5.39,4.08,755.01,322.33,1.16,2.99
25017001045,25,017,001045,555.89,196.02,10.73,3.9,0,538.33,185.3,4.88,0.98
25017001046,25,017,001046,420.24,175.32,8.52,1.15,1.96,432.5,129.4,0.28,0.03
25017001047,25,017,001047,819,425,14,8,5,834,365,5,5
25017001048,25,017,001048,823,547,25,6,2,816,510,9,6
25017001049,25,017,001049,861.9,407.55,16.3,9.89,5.94,882.55,373.7,10.85,1
25017001050,25,017,001050,419.76,96.67,9.5,2.25,1.14,414.57,91.36,2.15,0.04
25017001051,25,017,001051,656.59,197.83,10.36,4.71,2.83,667.9,132.83,2.83,0.94
25017001052,25,017,001052,1169.5,195.33,20.95,20.94,2.63,1154.87,190.4,6.97,0
25017001053,25,017,001053,721.72,326.12,12.54,2.89,1.93,693.74,302,0.96,0.96
25017001054,25,017,001054,626,274,15,9,1,641,185,3,3
25017001055,25,017,001055,634,283,12,12,2,659,208,7,0
25017001056,25,017,001056,803,394,11,5,3,826,308,5,3
25017001057,25,017,001057,525,214,1,5,2,524,165,2,3
25017001058,25,017,001058,638.94,250.85,8.85,4.72,1.03,648.92,199.82,1.87,0
25017001059,25,017,001059,706,350,24,11,0,718,319,5,2
25017001060,25,017,001060,601.65,288.5,5.14,4.04,2.03,630.54,239.82,3.02,0.02
25017001061,25,017,001061,719,502,18,10,5,758,444,9,0
25017001062,25,017,001062,928.77,581.46,16.59,7.8,2.93,949.26,527.8,8.78,3.9
25017001063,25,017,001063,1078.51,607.42,29.87,7.3,1.14,1095,565.2,8.25,0.13
25017001064,25,017,001064,888,582,10,7,5,918,499,1,1
25017001065,25,017,001065,573,221,7,5,1,575,181,4,0
25017001066,25,017,001066,717,230,12,4,1,720,170,1,0
25017001067,25,017,001067,413,242,5,2,1,453,140,4,0
25017001068,25,017,001068,792,313,17,4,1,806,272,1,2
25017001069,25,017,001069,841.74,480.83,6.97,7.95,2.99,845.69,394.46,2.98,0.01
25017001070,25,017,001070,1113,621,18,5,5,1102,568,11,2
25017001071,25,017,001071,734,370,11,5,4,761,318,15,2
25017001072,25,017,001072,900,464,23,8,2,926,411,5,0
25017001073,25,017,001073,926.71,417.21,21.84,12.02,0.72,940.16,378.66,3.05,0.95
25017001116,25,017,001116,1086,223,11,9,3,1108,189,1,5
25017001117,25,017,001117,1186,412,16,12,8,1212,373,6,5
25017001118,25,017,001118,997,317,9,3,3,1039,236,0,6
25017001119,25,017,001119,1041,475,12,8,4,1104,387,1,6
25017001120,25,017,001120,1370.87,352.57,21.67,8.86,9.85,1384.66,334.84,0,8.86
25017001121,25,017,001121,1470,469,30,14,8,1521,437,0,10
25017001122,25,017,001122,1060,241,16,10,4,1074,214,0,9
25017001123,25,017,001123,965.29,215.09,18.07,10.04,4.03,1000.32,183.01,1.02,0.02
25017001124,25,017,001124,1241.71,316.91,18.93,10.96,7.97,1252.68,292.99,6.98,4.98
25017001125,25,017,001125,1559,545,25,9,10,1578,502,4,5
25017001126,25,017,001126,1322,475,8,4,4,1370,400,3,6
25017001127,25,017,001127,1150.49,399.71,19.45,9.73,5.84,1201.06,336.49,8.75,6.81
25017001128,25,017,001128,1047,238,9,4,1,1065,210,0,1
25017001129,25,017,001129,1077.51,396.29,9.55,11.27,5.16,1123.94,302.51,2.25,12.19
25017001130,25,017,001130,1235.99,520.58,18.98,9.99,6,1303.94,438.64,5,8.99
25017001131,25,017,001131,1280.01,424.42,11.02,7.01,7,1315.06,379.36,1,3.01
25017001146,25,017,001146,866,380,14,5,6,846,384,7,2
25017001147,25,017,001147,1229,573,20,5,14,1154,660,14,2
25017001148,25,017,001148,962,508,23,7,6,956,520,8,3
25017001149,25,017,001149,878,374,21,5,1,883,373,11,1
25017001150,25,017,001150,679,339,19,10,2,695,327,11,2
25017001151,25,017,001151,1305,568,18,13,8,1284,581,13,0
25017001152,25,017,001152,565,306,11,3,7,576,290,4,0
25017001153,25,017,001153,1025.91,516.82,18.35,6.76,10.63,979.54,570.92,4.83,2.9
25017001154,25,017,001154,640,292,11,3,3,652,278,10,0
25017001155,25,017,001155,1018,466,22,12,12,1008,489,5,0
25017001156,25,017,001156,703,347,14,5,3,727,324,7,2
25017001157,25,017,001157,1060,601,34,8,9,1043,623,11,2
25017001158,25,017,001158,827.02,420.85,9.79,3.91,5.87,821.15,401.28,18.6,0
