GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRBAR,G18USSDTRA,G18USSLPOR,G18USSOWRI,G18HALRCHE,G18HALDHUN,G18HALLBRU,G18HALCCUM,G18HALOWRI,G18GOVRGOR,G18GOVDTHR,G18GOVLSTR,G18GOVCRAM,G18GOVOWRI,G18SOSRBUC,G18SOSDBYR,G18SOSLCAR,G18SOSOWRI,G18AUDRRAC,G18AUDDDOC,G18AUDOWRI,G18TRERMEI,G18TREDLOW,G18TREOWRI,G18SPIRBAL,G18SPIOWRI
56025000207,56,025,000207,718,265,29.1,2,694,241.8,37.1,37.1,2,740,226.7,15,27.1,6.1,730.1,212.7,52.1,1,755.2,216.7,4,744.1,227.8,2,858.2,14.1
56025000208,56,025,000208,689.9,251.6,30,2,656,235.6,43.9,29,0,700.9,210.7,17,38.9,3,697.9,208.7,45.9,0,737.9,207.7,2,714.9,229.6,1,808.8,30
56025000209,56,025,000209,310.8,105.3,12.3,0,300.7,99.3,14.2,10.2,2,309.9,95.3,9.2,12.1,2,316.9,89.3,19.2,0,336.9,85.5,1,326,95.3,0,357.1,14.9
56025000210,56,025,000210,562,233,17,2,550,212,22,17,2,609,187,6,10,7,594,175,22,0,603,164,1,596,183,0,647,18
56025000302,56,025,000302,286.1,202.9,22.6,1,280.1,178.6,22.5,25.5,1,323,167.9,9.8,11.9,1,299.7,172.8,28.4,0,321.2,169,1,315.4,177.9,1.9,401.7,11.7
56025000303,56,025,000303,404,242,22,2,384,238,25,19,0,415,216,9,18,9,416,214,22,0,421,222,1,434,209,1,517,15
56025000304,56,025,000304,521.8,273,33.1,0,500.8,250.9,39.1,35.1,1,525.9,249.8,13.1,31.1,5,526.9,226.8,49.1,2,547,243.8,1,553,238.8,1,622.3,20.1
56025000305,56,025,000305,386,182,11,0,377,167,17,13,1,404,155,4,14,5,401,148,21,1,417,141,2,407,152,4,455,9
56025000306,56,025,000306,493.1,185.2,19.5,2,476.6,163.8,20.6,22.5,1,512.9,167.9,3.3,11.6,3.1,517.7,146.9,20.9,0,530.2,140.8,0.1,517.2,153.1,1,551.1,9.4
56025000308,56,025,000308,623.9,318.8,26.5,2,595.4,299.2,33.4,27.5,2,664.1,250.1,17.7,30.4,5.9,650.3,254.1,44.1,0,679.8,246.2,2.9,679.8,262.9,1,777.9,21.6
56025000309,56,025,000309,265,145,12,0,241,141,16,21,0,273,136,3,14,0,268,122,24,1,276,131,2,288,126,0,338,13
56025000310,56,025,000310,1357.7,460.6,41.7,1.9,1330.6,436.4,34,42.7,2.9,1389.7,415,16.5,34.9,11.6,1383.9,372.4,61.1,0,1426.6,361.7,1,1408.2,375.3,4.8,1556.5,28.1
56025000401,56,025,000401,346.5,155.8,35.7,1,334.9,143.9,32.9,24.3,0,362.4,133.4,12.9,27.2,3.2,356.4,138.9,34.8,0,381.1,141.9,0.2,380.1,143.9,0,454.1,6
56025000402,56,025,000402,659,109.6,30.6,3,622.7,97.8,33.2,39,2,636.1,103.6,11.6,39.9,11.2,664.9,89.8,34.1,0,682.6,91.5,5.9,683,94.9,0.1,695.7,5.9
56025000501,56,025,000501,38,15,0,0,34,15,0,1,0,38,15,0,0,0,39,13,1,0,40,11,0,40,13,0,41,1
56025000701,56,025,000701,87.6,23,2,1,79.6,21,4,6,0,89.6,18.1,3,3,0,84.6,18,6,0,86.6,22.1,1,91.6,19.1,1,98.6,0
56025000702,56,025,000702,60.4,4,1,0,55.5,5,3,0,0,55.5,5.9,1,3,0,58.4,5,1,0,57.4,6.9,0,55.5,8.9,0,61.4,0
56025000801,56,025,000801,563.5,216.7,31.3,2,515.5,206,44.5,41.6,1,567.5,186.9,15.7,33.8,7.7,562.8,181.1,58.9,0,587.1,202.3,0,580.4,210.9,0,674.5,15.3
56025000802,56,025,000802,183.8,54.5,14.3,1,176.1,51.2,14,11.1,0.1,186.8,49.4,8.1,8,2.2,188.5,46.3,15.6,0,196.9,51.9,0.9,196.6,51.3,0.9,215.7,1.6
56025000803,56,025,000803,290.5,72.3,27.1,2,274.5,61.7,20.4,25.4,2,303.4,58.3,11.1,21.9,0.1,292.9,63.3,30.4,0,316.1,65.2,0,309.1,77.2,0.1,335.9,6.3
56025000804,56,025,000804,603.4,150.1,20,1,585.4,132.1,20,27,1,601.4,129.1,7,29,7,622.4,105.1,31,0,631.4,114.1,0,635.4,117.1,0,650.5,10
56025000805,56,025,000805,588,123,32,0,556,110,40,31,0,575,116,11,39,2,582,97,48,0,614,97,0,618,103,0,638,9
56025000901,56,025,000901,658.7,217.3,19,0,644.7,191.4,19,24.9,5,669.6,169.6,9,25.9,15.9,685.5,157.6,26,0,691.7,165.5,2,681.6,176.5,1,726.6,13.1
56025001101,56,025,001101,79,9,8,0,77,7,6,6,0,85,4,0,6,0,82,10,3,0,87,4,0,84,5,0,85,0
56025001102,56,025,001102,93,16,3,0,93,16,2,0,0,89,17,1,3,0,88,16,8,0,91,17,0,93,18,0,95,1
56025001103,56,025,001103,167,37,4,0,157,34,4,10,0,171,34,2,4,0,165,33,6,0,167,33,0,170,29,1,179,2
56025001104,56,025,001104,80,11,1,1,74,8,3,4,0,78,12,0,2,3,80,7,4,0,85,5,0,85,7,0,84,1
56025001202,56,025,001202,223,71,10,0,207,72,11,10,0,230,60,4,6,2,223,57,13,0,230,59,0,225,63,0,238,6
56025001301,56,025,001301,63,12,1,0,60,11,2,3,0,60,14,0,1,1,61,11,3,0,61,15,0,62,13,0,69,0
56025001302,56,025,001302,48,3,0,1,46,2,1,2,0,40,4,1,3,3,42,4,2,2,44,4,1,46,3,1,44,1
56025001401,56,025,001401,22,2,0,0,21,2,1,0,0,22,2,0,0,0,22,2,0,0,21,2,0,21,3,0,19,0
56025ZZZZZZ,56,025,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56027000102,56,027,000102,55,0,0,0,56,0,1,0,0,54,1,0,1,1,55,0,1,0,54,0,0,55,1,0,52,0
56027000302,56,027,000302,62,3,2,1,59,1,3,5,0,56,1,1,9,1,55,3,6,1,63,5,0,63,5,1,61,0
56027000401,56,027,000401,86,3,4,0,85,0,5,1,0,77,3,1,13,0,88,2,2,0,84,5,0,88,3,0,85,0
56027000601,56,027,000601,243,39,9,0,231,39,3,17,0,232,40,3,15,3,230,40,13,2,248,36,0,256,30,0,256,2
56027000602,56,027,000602,413,91,12,2,382,87,25,13,1,385,95,11,21,3,390,75,35,4,422,81,1,429,75,2,453,3
56027000701,56,027,000701,121,8,5,0,116,9,3,6,0,114,13,2,2,2,116,10,4,0,122,8,0,121,13,0,118,0
56029000101,56,029,000101,252.8,52,11,2,233.8,54,14,13,1,229.8,51,6,24,2,248.8,45,17,0,264.8,45,1,257.8,51.9,2,261.8,4
56029000201,56,029,000201,623.9,163.7,11,2,590,165.7,20,15,0,615.9,145.7,16,17,6,616.9,135.8,29,0,639.9,131.8,0,631.9,132.8,0,668.8,11
56029000202,56,029,000202,439.6,187.4,17,0,410.5,183.4,21.1,13.1,2,471.6,143.3,8,19.1,4,448.6,150.3,28.1,1,478.7,145.3,1,475.7,154.3,0,528.7,5
56029000301,56,029,000301,457.3,91.3,12.9,1.8,439.8,87.6,15.7,16.6,0.9,456.4,76.5,5.5,18.4,5.5,457.3,79.3,19.4,0,478.5,74.7,3.7,472.1,77.4,2.8,500.7,5.5
56029000302,56,029,000302,708,167.7,21.1,2,657,177.6,25.1,27.1,0,698.1,136.6,13,34.2,11.1,701.1,144.6,32.2,1,727.3,144.5,0,722.2,146.6,0,748.5,7.1
56029000401,56,029,000401,756.4,185.1,17,0,714.3,192.1,18,29,1,736.4,155.1,13,44,9,739.4,166.1,32,0,759.4,163.1,2,760.4,167.1,2,806.4,6
56029000402,56,029,000402,155,21.1,2,0,142,21.1,6,9,0,145,18.1,2,8,2,147,17.1,11,0,156,13.2,1,155,17.1,0,159,1
56029000601,56,029,000601,343,49,10,0,311,50,15,20,0,333,52,4,14,0,339,38,17,0,352,42,0,346,45,1,366,4
56029000702,56,029,000702,40,11,1,0,38,10,1,2,1,36,10,0,2,3,39,8,3,0,41,5,0,40,5,0,42,0
56029000801,56,029,000801,97,18,1,1,95,14,1,4,2,91,16,1,2,4,95,13,5,0,104,11,0,100,14,0,106,1
56029000802,56,029,000802,124,30,5,0,120,29,4,5,0,122,32,2,3,0,124,33,3,0,131,27,1,128,31,0,134,1
56029000803,56,029,000803,87.1,14.8,2,1,83.2,14.8,4,1,0,87.1,8.9,0,6.9,3,87.1,11.9,6.9,0,92.1,9.9,1,94.1,10.9,0,92.1,1
56029000901,56,029,000901,178,94,5,1,154,94,10,8,4,166,96,3,9,4,164,87,18,1,178,87,1,171,95,1,214,8
56029000902,56,029,000902,191,60,5,0,181,52,10,12,0,183,59,2,12,2,201,44,7,0,207,45,0,199,47,0,221,4
56029000904,56,029,000904,269,113,5,2,243,119,10,11,0,265,104,5,13,1,266,102,12,0,291,83,0,282,93,1,328,3
56029000905,56,029,000905,289,86,6,0,275,89,7,9,1,294,76,1,4,7,293,72,10,1,308,69,0,300,76,0,334,3
56029000907,56,029,000907,445,161,24,1,416,169,18,26,0,430,158,11,28,4,436,154,34,0,466,150,1,451,165,1,529,15
56029001001,56,029,001001,302,53,8,1,269,58,6,26,1,287,52,4,19,2,293,50,16,0,308,50,0,307,51,0,314,4
56029001002,56,029,001002,510.7,111.1,15.9,2,487.9,108.1,11.9,25.8,0,502.7,105.1,6,19.8,6.9,509.7,99.2,18.8,0,535.5,92.2,0,529.5,104.1,0,567.2,6
56029001102,56,029,001102,40,11,1,0,36,13,1,2,0,39,11,0,2,0,40,11,0,0,40,11,0,40,11,0,43,1
56029001601,56,029,001601,375.1,148.2,10,2,370.1,149.2,5,5,4,360.1,148.2,3,17,6,369.1,140.2,18,1,389.1,134.2,0,389.1,134.2,0,408.2,7
56029002101,56,029,002101,409.4,67.9,8.2,0,380.2,61.9,10.1,32.2,1,392.3,56.7,3.1,29.3,5.1,404.5,54.8,17.2,0,416.7,55.8,1,407.6,62.8,2,420.9,3
56029002301,56,029,002301,224.6,43.8,8.9,1.1,215.3,42.5,3.1,14.2,2,214.5,36.8,3.4,15.3,6.4,229.5,36.9,11.4,0,236.1,39.5,0.2,233.7,41.8,0.2,247.8,2.4
56029002401,56,029,002401,335,167,19,1,309,159,18,26,1,340,145,12,19,6,330,151,29,0,359,147,0,346,162,0,429,12
56029002402,56,029,002402,254,89,10,0,231,96,12,10,0,253,70,9,9,6,246,84,17,0,280,66,0,269,76,0,291,0
56029002403,56,029,002403,119,36,6,1,109,39,4,9,0,120,30,3,7,2,121,30,6,1,124,33,0,124,34,0,128,3
