GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOFUE,G16HALRZIN,G16HALDJUN,G16HALLBRE,G16GOVRGIA,G16GOVDBUL,G16GOVLDUN,G16ATGRFOX,G16ATGDJEN,G16SOSRSTA,G16SOSDLIN,G16SOSLROO,G16AUDRROS,G16AUDDLAS,G16SPIRARN,G16SPIDROM
30053000013,30,053,000013,661.97,247.01,43.36,11.06,2.05,669.9,278.42,36.36,551.04,391.31,37.3,701.29,251.04,630.63,290.48,32.31,623.8,314.45,608.45,327.83
30053000014,30,053,000014,186.12,61.87,15.87,5.31,0.01,176.97,74.22,18.03,155.15,102.36,14.85,189.49,66.01,165.67,76.04,19.87,173.14,77.47,168.76,84.57
30055000004,30,055,000004,356.95,57.38,14.59,2.92,0,343.34,73.92,9.72,326.81,93.36,12.64,359.9,55.42,312.24,97.24,13.6,335.57,76.82,304.48,103.06
30055000008,30,055,000008,301.25,50.09,11.88,2.19,0.02,295.62,66.26,7.51,284.63,76.52,8.52,319.69,41.33,280.63,76.89,5.6,293.83,61.66,281.62,72.74
30055000027,30,055,000027,207.03,54.17,10.98,2.47,0.12,201.85,69.37,6,188.99,87.56,3.43,216.14,60.68,175.73,93.1,4.37,188.91,77.3,182.56,83.74
30057000005,30,057,000005,694.41,207.99,40.54,4.99,0.99,694.36,269.35,17.83,556.94,401.82,24.76,773.43,188.26,669.76,271.19,27.72,579.72,374.1,609.33,333.61
30057000007,30,057,000007,546.05,154.12,32.41,11.03,3,544.06,192.76,25.16,472.57,276.16,17.26,599.88,139.92,555.72,178.83,20.29,476.83,261.87,491.17,248.4
30057000020,30,057,000020,1082.44,446.62,54.68,20.52,2.94,1068.82,508.14,51.74,946.56,651.75,47.86,1155.59,433.12,1094.15,449.74,53.73,967.52,594.05,1014.97,555.32
30057000021,30,057,000021,288.7,158.31,26.96,9.99,2.98,290.63,179.36,24.97,214.86,258.19,22.97,318.71,164.2,298.65,171.2,26.96,265.45,220.32,251.78,234.02
300570001-1,30,057,0001-1,106.39,67.08,4.27,5,0.02,101.39,85.26,3.16,80.57,100.13,8.16,107.8,71.85,104.32,73.19,8.14,88.85,92.75,88.08,91.45
300570001-2,30,057,0001-2,156.45,41.14,9.55,0.27,1.02,154.31,51.76,4.6,114.42,88.98,8.48,166.23,33.11,151.69,45.11,5.61,135.31,66.62,140.84,55.31
300570015-1,30,057,0015-1,161.07,36.34,11.84,1.11,0.98,168.2,46,10.78,145.3,73.43,5.23,185.27,32.72,165.34,48.52,8.09,146.66,67.54,161.13,55.86
300570015-2,30,057,0015-2,252.09,65.14,14.23,4.96,1.02,238.81,100.56,10.29,205.56,126.33,14.9,267.86,70.73,236.87,90.74,16,220.21,118.13,228.65,107.89
30059000005,30,059,000005,727.19,193.13,41.02,9.99,1.99,740.26,226.19,25.95,600.87,363.63,30.88,813.04,151.41,692.65,249.85,33.91,657.58,282.98,674.5,289.83
30061000022,30,061,000022,206.21,112.87,21.57,18.41,2.94,190.58,152.93,21.63,168.37,172.24,24.55,233.04,122.15,190.72,152.66,19.67,181.65,171.44,181.53,168.81
30061000024,30,061,000024,99.09,57.43,14.08,1.02,1.01,95.09,76.51,5.07,71.9,92.7,13.07,123.28,39.32,99.09,59.45,9.05,92.01,73.53,78.97,86.59
30061000025,30,061,000025,279.58,109.29,19.34,5.8,1.94,281.49,130.58,17.42,231.19,180.88,18.39,327.93,82.22,281.51,116.07,12.59,260.23,137.36,248.63,152.83
30061000026,30,061,000026,234.27,81.48,22.28,4.07,2.02,238.18,101.81,16.3,194.47,144.53,18.33,262.85,83.17,230.24,96.6,20.21,223.96,115.91,216.78,129.15
30061000027,30,061,000027,117.27,20.52,5.86,0,0,102.61,30.29,11.73,88.93,44.95,13.68,117.27,23.45,110.43,25.41,7.82,107.5,32.25,102.61,40.07
30061000030,30,061,000030,391.74,137.09,24.77,5.7,3.1,378.42,173.39,28.67,308.74,241.98,30.77,447.77,111.31,388.26,154.41,26.54,360.95,186,351.86,204.91
3006300014N,30,063,00014N,142,58,10,2,0,138,62,9,110,88,13,152,51,132,64,8,122,74,124,74
3006300014S,30,063,00014S,129,72,11,3,2,125,90,13,100,116,12,162,60,134,79,11,127,91,116,105
3006300089B,30,063,00089B,55.41,48.12,5.22,1.82,0.05,70.86,46.62,3.56,56.49,61.67,2.88,85.08,33.24,70.05,44.89,3.55,58.84,53.2,53.06,60.58
3006300089C,30,063,00089C,273.8,143.7,28.45,10.79,5.58,275.13,179.76,22.42,208.25,248.39,23.29,338.25,122.08,269.11,181,19.85,255.74,201.61,219.69,242.57
3006300089L,30,063,00089L,368,207,34,10,2,372,246,23,335,284,17,448,168,378,228,16,342,263,351,254
3006300089P,30,063,00089P,231,1107,69,59,4,306,1171,35,264,1222,28,450,997,306,1120,50,299,1123,284,1162
3006300090E,30,063,00090E,421,853,65,36,3,500,889,21,404,975,31,631,716,483,849,53,439,910,432,932
3006300090R,30,063,00090R,149,307,41,34,1,176,330,30,139,374,36,221,295,167,321,38,173,340,154,358
3006300090W,30,063,00090W,594,1361,98,54,5,682,1462,46,546,1599,58,985,1094,676,1398,70,591,1495,585,1533
3006300091L,30,063,00091L,295.38,1399.32,86.35,126.59,4.1,303.18,1569.47,63.78,227.75,1640.62,77.09,459.35,1387.3,305.08,1477.79,99.02,346.91,1483.48,286.47,1556.33
3006300092B,30,063,00092B,672.03,522.07,77.08,36.49,6.87,652.05,641.62,63.16,493.57,785.46,76.83,787.95,512.68,647.05,616.91,61.21,605.67,689.4,559.94,741.18
3006300092C,30,063,00092C,359.01,166.87,29.96,9.69,1.06,362.83,196.98,22.25,265.74,294.09,20.37,405.8,157.91,340.9,204.59,24.1,315.05,244.81,308.65,257.95
3006300092P,30,063,00092P,441.56,231.03,46.3,16.14,3.03,447.47,286.5,21.25,360.86,366.06,30.3,508,221.01,419.46,275.41,37.23,415.29,305.69,400.11,326.89
3006300094E,30,063,00094E,188.5,234.38,21.94,8.98,1,186.51,265.3,8.98,163.57,291.23,10.97,243.36,205.46,193.49,248.35,13.96,180.53,268.29,173.54,280.26
3006300094F,30,063,00094F,676.98,291.08,59.05,9.98,5.82,689.45,332.67,44.08,569.69,461.58,39.92,800.9,232.04,666.16,335.16,44.08,629.57,394.21,621.26,399.2
3006300094H,30,063,00094H,628.18,794.09,78.57,27.17,5.02,711.48,825.49,31.27,604.65,938.37,33.31,874.59,652.32,713.38,789.35,40.34,652.08,848.71,640.01,875.86
3006300094L,30,063,00094L,214.35,864.11,72.09,73.05,2.88,203.77,995.79,56.71,160.52,1043.85,57.67,323.92,878.53,194.16,960.23,72.09,201.85,989.06,189.35,1022.71
3006300095L,30,063,00095L,348,1295,135,125,1,368,1495,73,264,1591,85,545,1311,358,1429,99,391,1443,325,1529
3006300096E,30,063,00096E,1760.82,1720.91,241.43,72.83,9.98,1885.52,1889.51,115.73,1535.35,2259.63,130.69,2354.41,1397.68,1842.62,1832.65,141.66,1718.92,1983.29,1686.99,2048.14
3006300096F,30,063,00096F,518.56,186.88,48.87,10.02,4.17,535.02,232.24,24.9,420.99,334.18,32.02,598.52,168.92,513.33,235.74,31.89,478.97,279.66,448.39,305.55
3006300096W,30,063,00096W,441.6,250.19,40.46,12.5,1.04,475.68,274.1,14.58,382.67,364.22,20.33,544.11,204.68,465.88,271.21,24.06,389.52,354.34,423.58,326.06
3006300097H,30,063,00097H,481.73,402.89,54.76,21.34,0.01,533.73,427.95,27.85,431.64,524.47,30.63,640.46,311.02,517.01,413.11,29.7,472.45,469.74,463.18,479.01
3006300097L,30,063,00097L,1617.01,985.81,152.12,41.49,5.93,1691.09,1149.79,85.94,1377.96,1432.29,115.57,1973.6,851.47,1668.37,1104.35,105.69,1539.96,1275.23,1475.76,1360.18
3006300098N,30,063,00098N,208.45,289.6,41.09,17.61,0.01,236.6,327.71,13.86,177.99,393.07,10.04,296.38,254.43,236.54,311.1,17.83,205.5,343.32,197.58,356.11
3006300098S,30,063,00098S,587,701,87,47,6,628,806,35,513,929,36,822,611,624,763,53,537,886,526,892
3006300100N,30,063,00100N,271,900,73,66,9,295,1019,38,231,1063,57,442,841,290,939,88,303,970,269,1016
3006300100S,30,063,00100S,229,482,66,42,1,241,565,32,186,610,42,314,485,241,529,47,239,559,215,587
300630089CS,30,063,0089CS,746.81,643.81,81.2,25.33,5.05,831.39,698.11,32.68,711.91,824.34,37.92,1009.63,494.74,852.21,645.75,39.84,758.2,732.1,732.69,773.77
300630089LC,30,063,0089LC,97.02,141.91,19.83,4.28,0,107.8,153.5,8.56,95.44,167.99,5.42,138.16,122.28,107.66,145.22,14.56,100.72,157.61,101.75,160.86
300630089UC,30,063,0089UC,154,422,66,28,4,157,462,41,128,498,39,204,418,137,429,64,176,430,143,472
300630090CC,30,063,0090CC,522,660,57,24,6,569,724,32,462,818,38,739,523,572,687,37,513,761,488,790
300630091SC,30,063,0091SC,118,893,54,47,3,153,953,29,111,996,28,258,808,144,892,50,159,900,147,924
300630092EM,30,063,0092EM,309.62,412.68,65.65,29.41,4.9,299.82,517.53,38.22,230.25,573.38,52.91,405.65,411.7,294.92,484.21,49.98,287.09,517.52,265.53,558.67
300630092Se,30,063,0092Se,758,337,70,13,2,762,401,33,574,595,34,833,329,725,415,33,651,488,665,495
300630092Sw,30,063,0092Sw,236,88,9,2,0,229,97,13,203,123,12,259,71,230,92,15,220,112,230,103
300630094SM,30,063,0094SM,435,165,33,3,1,441,195,24,348,282,31,498,147,422,200,29,392,250,379,260
300630095Ha,30,063,0095Ha,393.92,684.3,80.62,50.2,6.7,416.77,777.9,41.28,316.88,872.84,57.78,549.04,636.55,422.23,739.29,51.24,363.26,820.17,370.12,823.88
300630095He,30,063,0095He,263.23,361.43,50.9,22.73,1.26,264.38,402.88,39.73,206.08,455.43,49.75,352.78,326.88,257.31,385.33,53.09,256.17,416.03,234.48,441.02
300630095SC,30,063,0095SC,121,561,37,53,2,129,634,36,92,669,34,189,556,134,591,41,131,609,115,628
300630096SM,30,063,0096SM,145,67,21,1,0,153,71,13,112,113,14,176,57,148,74,13,134,96,131,97
300630097PC,30,063,0097PC,257.42,129.15,14.99,6.8,1.32,257.79,149.71,11.57,223.35,186.79,7.99,285.99,119.32,246.63,151.36,14.75,229.86,176.75,230.58,170.46
300630097TR,30,063,0097TR,521.73,474.55,58.01,16.49,6.42,593.72,497.52,30.03,490.3,596.67,36.06,696.73,390.68,569.26,491.89,32.52,510.43,562.14,513.72,566.45
300630098TR,30,063,0098TR,728.09,662.9,80.81,25.42,3.74,784.29,726.4,39.59,600.44,907.47,43.56,960.79,539.54,776.21,699.82,40.36,649.24,836.3,658.5,831.04
300630099CS,30,063,0099CS,791.53,745.86,83.67,17.97,2.52,898.85,783.14,35.71,750.85,939.78,36.21,1145.87,519.86,895.64,754.15,44.74,825.36,836.51,797.61,876.81
300630099MH,30,063,0099MH,655.95,903.55,107.43,31.13,4.02,735.25,979.89,29.21,577.24,1132.87,41.23,977.2,698.87,722.21,933.74,56.21,628.5,1049.49,604.56,1073.45
300630099RN,30,063,0099RN,311,518,75,25,4,329,589,37,247,676,37,450,462,313,573,52,293,598,279,622
300630099RS,30,063,0099RS,494,710,83,30,4,571,767,39,440,895,43,753,577,568,740,39,484,832,477,838
30063091RsE,30,063,091RsE,291.53,858.33,46.59,20.24,1.79,344.34,892.22,19.57,280.65,961.88,23.15,502.52,714.99,344.31,868.59,29.11,304.93,902.13,300.25,917.27
30063091RsW,30,063,091RsW,403.1,1578.42,85.89,48.98,1.38,515.7,1635.74,25.19,392.47,1767.08,24.75,785.38,1319.28,520.31,1585.75,41.25,430.7,1651.92,429.53,1684.51
30063098CSP,30,063,098CSP,613,839,107,51,6,644,963,68,471,1119,95,869,737,641,904,94,595,992,547,1047
30063100SJE,30,063,100SJE,237,1293,79,54,4,290,1365,44,218,1446,48,477,1149,299,1311,56,290,1340,269,1381
30063100SJW,30,063,100SJW,333,1511,116,99,6,362,1690,57,259,1797,65,559,1452,363,1597,96,335,1639,297,1723
30065000001,30,065,000001,328,83,23,3,1,315,115,16,267,164,19,374,61,311,117,15,299,138,279,158
30065000003,30,065,000003,296,50,14,2,0,277,70,19,230,120,16,314,42,271,76,12,269,85,251,106
30065000005,30,065,000005,501.09,69.27,23.88,6.89,1,499.2,90.1,27.65,430.87,163.41,22.69,536.83,66.35,479.4,103.08,29.56,464.64,131.57,481.18,121.98
30065000006,30,065,000006,617.04,106.52,27.83,4.8,2.88,590.17,140.11,35.51,487.49,225.51,58.54,629.52,109.4,569.06,154.5,37.43,540.27,195.77,545.07,200.56
30065000007,30,065,000007,110.97,9.73,1.95,0.97,0,103.18,17.52,2.92,83.71,34.07,4.87,113.89,7.79,99.29,21.41,0.97,96.37,23.36,91.5,30.18
30065000008,30,065,000008,104.77,12.46,3.17,0.2,0.12,98.65,21.86,4.49,92.34,31.43,3.46,107.29,12.58,95.77,22.46,4.57,97.55,23.2,98.75,22.4
3006700059A,30,067,00059A,615.67,192.03,39.65,6.37,1.07,627.59,225.77,20.58,519.57,329.03,27.46,629.84,229.54,619.6,217.57,29.52,574.87,276.13,570.5,277.74
3006700059B,30,067,00059B,749.17,390.05,52.64,20.78,3.93,751.94,443.9,38.83,644.36,559.33,36.88,809.24,390.53,749.03,428.69,41,689.23,488.69,715.6,471.26
3006700059C,30,067,00059C,614.68,284.1,26.89,15.91,1,585.26,338.51,37.64,525.55,405.18,31.72,626.98,295.85,591.1,308.91,44.58,545.56,356.47,552.44,364.41
3006700059D,30,067,00059D,390.76,400.73,42.86,28.91,2.99,413.68,433.62,30.9,347.89,512.37,28.91,462.53,400.73,416.67,421.66,35.89,400.73,449.57,381.79,477.48
3006700060A,30,067,00060A,445.31,265.17,37.04,10.47,1.33,458.49,301.64,17.78,379.89,383.8,18.52,511.51,237.33,458.36,286.11,22.68,425.15,319.14,429.08,316.35
3006700060B,30,067,00060B,457.69,231.66,52.36,13.08,1.04,444.57,271.82,46.82,365.54,361.61,41.97,498.49,233,449.5,255.75,50.85,443.8,289.32,420.65,310.75
300670060CL,30,067,0060CL,499.06,301.11,57.81,16.11,6.6,502.02,366.43,28.42,397.62,477.46,31.26,564.71,300.8,504.84,350.27,25.65,484.71,377.93,466.88,408.01
300670060DL,30,067,0060DL,363.12,332.42,49.94,21.51,3.2,332.42,418.47,42.89,262.73,487.38,46.98,403.57,366.07,328.51,406.88,41.85,337.58,424.96,314.14,451.77
300670060EL,30,067,0060EL,224.51,391.12,53.32,25.57,2.84,221.91,463.22,30.43,177.22,519.26,21.98,289.62,394.38,236,434.75,33.34,224.12,450.4,209.15,477.6
300670060FL,30,067,0060FL,256.22,361.78,36.57,25.09,4,252.05,407.15,30.53,218.12,450.2,32.45,307.58,368.78,245.14,403.95,41.54,242.09,419.35,225.83,441.56
300670060GL,30,067,0060GL,362.8,444.03,50.86,16.14,2.98,378.2,495.47,24.09,294.77,579.25,31.79,439.05,433.01,379.32,463.52,35.03,355.32,503.04,338.03,528.11
30069000001,30,069,000001,262.93,28.33,11.31,0.94,0.94,257.21,45.32,5.68,233.64,69.86,9.44,278.96,27.38,264.77,40.61,5.67,255.36,46.27,244.02,58.55
300710011-N,30,071,0011-N,1234.59,248.52,79.32,14.05,2,1271.81,405.87,33.15,1211.95,393.61,32.26,1361.04,226.35,1221.19,362.29,28.09,1142.83,395.57,1121.85,451.69
300710011-S,30,071,0011-S,485.23,68.07,19.68,4.97,0,492.41,85.48,10.78,477.65,98.13,12.69,507.26,59.76,460.64,104.17,7.96,441.35,115.64,451.03,117.74
30073000019,30,073,000019,228.91,76.91,20.14,2.06,1.02,210.94,116.07,10.14,175.04,154.97,10.13,249.31,78.68,207.48,117.43,12.15,203.68,119.23,187.04,143.01
30073000020,30,073,000020,19.85,241.14,5.07,10.02,2,14.82,265.25,2.03,13.68,269.39,1.03,35.93,245.14,19.84,258.23,3.02,22.71,255.32,18.73,264.34
30073000023,30,073,000023,90.41,13.92,7.95,1.99,0,87.43,24.85,2.98,72.53,39.76,3.97,97.37,13.91,89.41,21.88,1.99,74.52,31.81,78.48,33.8
30073000024,30,073,000024,394.17,135.22,31.06,6,2,392.14,177.32,12.01,310.92,266.53,10.05,444.31,111.16,374.13,183.36,19.01,375.02,169.42,336.98,234.45
30073000027,30,073,000027,409.87,125.16,32.05,6,2,416.85,162.24,16.01,303.68,274.39,19.03,470.97,106.12,381.83,191.27,14.01,369.76,194.31,350.72,225.33
30073000029,30,073,000029,127.19,24.1,7.04,0.04,0,124.21,35.11,1.09,100.3,57.11,4.97,142.14,17.16,122.19,39.1,1.06,111.28,46.04,106.25,49.19
30073000034,30,073,000034,204.61,42.71,11.92,3.97,1.99,198.65,69.53,7.95,168.86,94.36,10.93,221.5,46.68,196.67,68.54,6.95,180.78,90.39,164.88,106.28
30073000035,30,073,000035,327.84,80.55,19.94,4,1,332.68,106.59,9,280.93,156.39,7.99,346.94,83.42,305.08,128.29,5.03,289.01,131.56,254.3,170.23
30075000003,30,075,000003,36.97,9,2,1,0,39.92,10.04,1,38.8,12.09,0.04,44.92,4,39.75,7.13,2.09,36.62,13.34,37.75,13.13
30075000004,30,075,000004,40,3,1,0,0,42,4,0,35,10,0,41,1,42,3,0,38,5,38,7
30075000005,30,075,000005,105.91,20.38,5.06,0,0.03,107.91,23.5,3.03,91.85,37.54,3.06,113.97,17.38,102.91,26.47,3.06,98.82,27.53,100.85,29.5
30075000008,30,075,000008,25.05,3.41,0.19,0,0,24.24,3.13,0.09,22.67,5.51,0.19,25.14,2.85,24.14,2.13,2,24.05,4.22,22.29,4.79
30075000009,30,075,000009,39.95,13.7,1.85,0,0,41.68,11.05,0.96,36.15,14.81,1.85,40.86,8.28,40.78,11.05,0.04,39.82,12.01,32.53,17.5
30075000011,30,075,000011,344.82,50.41,14.82,0,0,323.1,68.18,17.78,289.51,111.64,13.83,349.76,48.42,323.09,65.22,11.85,306.3,83.98,284.55,107.7
30075000012,30,075,000012,290.9,26.99,14,0,0,281.9,41.99,13,265.91,64.98,10,304.89,22.99,277.9,43.98,4,263.91,54.98,251.91,64.98
30077000001,30,077,000001,147.6,11.57,2.13,1,0,150.55,15.71,2.05,135.31,29.9,3.07,144.7,16.53,144.45,17.71,2.06,138.26,25.92,138.27,25.92
30077000002,30,077,000002,76.64,18.14,4.1,1.04,0,77.41,22.29,4.14,73.03,27.66,2.16,73.49,25.21,81.45,20.4,0.05,63.23,34.67,71.91,26.89
30077000003,30,077,000003,269.28,65.9,25.05,5.76,1.92,256.73,99.59,13.57,216.15,138.29,14.49,241.29,108.45,244.3,112.98,6.82,177.97,188.93,211.46,147.76
30077000004,30,077,000004,194.52,60.23,11.85,1.97,0,180.69,79.98,13.82,149.1,113.55,10.86,169.83,99.73,176.74,86.89,8.89,155.02,113.55,152.06,113.55
30077000005,30,077,000005,215,97,26,8,1,222,116,19,175,165,17,191,149,211,117,22,181,169,194,155
30077000006,30,077,000006,242.39,73.34,27.13,7.03,1.01,223.32,126.51,13.07,185.11,159.71,20.07,211.24,142.56,219.26,127.58,11.03,161.92,191.98,197.09,153.76
30077000007,30,077,000007,234,76,22,7,4,207,123,21,171,161,15,201,145,206,124,12,163,182,187,157
30077000008,30,077,000008,151.67,46.2,9.94,0.11,0.01,148.18,57.88,3.05,123.25,77.15,5.91,161.17,41.07,135.31,60.11,5.94,124.71,74.65,121.78,77.61
30077000010,30,077,000010,70.22,9.02,3.01,0.01,0.99,60.26,15.02,4.01,50.26,28.99,4,67.21,9.05,59.28,13.03,4.98,57.21,16.09,60.19,13.11
30077000011,30,077,000011,89.36,6.97,2.96,0.97,0.01,84.65,10.91,3.84,75.9,19.75,3.78,85.64,9.89,86.51,12.73,1.04,77.65,21.65,73.33,24.13
30077000012,30,077,000012,115.46,19.96,7.84,2.01,0,116.4,29.83,3.96,99.47,50.59,1.08,118.48,25.73,115.41,27.92,4.89,91.86,55.33,110.02,39.04
30077000014,30,077,000014,120.94,30.92,7.01,3.99,0,122.94,42.91,3.01,98,69.86,1,133.88,26,123.92,41.9,3.01,105.89,59.96,102.04,60.84
30077000016,30,077,000016,99.81,36.53,13.97,2.23,1.07,101.26,44.92,5.54,85.63,62.45,6.57,95.64,49.26,102.7,40.55,4.26,70.09,76.54,89.39,54.93
30079000001,30,079,000001,125,41,8,0,1,116,47,15,119,52,8,137,34,111,52,12,125,44,110,59
30079000002,30,079,000002,120.86,26.22,13.13,1,0.02,109.86,44.34,10.1,104.57,54.59,6.1,133.92,23.22,99.68,53.38,4.18,110.81,43.35,97.57,59.58
30079000003,30,079,000003,134.37,18.83,1.13,0,0.02,120.7,28.75,5.97,119.36,30.03,6.96,133.49,15.89,111.71,34.65,8,118.7,30.68,118.4,33.89
30079000004,30,079,000004,179.04,14.73,7.91,0,0.97,178.7,21.9,6.01,161.04,37.63,6.05,183.1,14.49,167.78,25.01,10.86,175.62,23,160.94,36.78
30081000001,30,081,000001,467.41,123.64,24.28,5.08,3.06,453.22,135.96,35.39,394.24,199.93,35.38,488.55,121.8,450.95,135.03,34.46,446.68,160.58,431.6,167.61
30081000002,30,081,000002,747.32,209.8,28.78,13.85,1.01,744.42,236.59,35.68,657.2,322.9,38.56,801.19,191.71,730.67,230.63,41.57,679.38,296.72,697.93,274.23
30081000003,30,081,000003,507.8,129.67,22.04,6.08,4.94,491.98,154.65,30.99,413.04,232.59,30.04,517.3,143.28,470.12,160.5,36.98,448.81,204.67,442.12,207.37
30081000004,30,081,000004,523.32,191.44,21.92,6.29,2.94,530.41,206.57,25.24,478.41,266.14,16.89,587.21,158.59,534.53,200.83,22.57,522.53,215.2,508.11,230.56
30081000005,30,081,000005,687.28,324.65,38.76,14.95,0.89,687.22,374.81,27.35,572.06,489.95,34.4,800.7,262.27,679.38,364.21,34.35,641.68,410.74,648.56,401.27
30081000006,30,081,000006,638.77,254.8,38.99,11.99,4.01,616.11,312.5,30.14,507.29,429.37,27.02,691.34,245.34,637.99,292.58,21.18,580.34,343.33,546.4,385.21
30081000007,30,081,000007,794.43,384.51,55.02,18.01,4.05,804.1,439.24,40.3,657.01,593.52,38.2,936.7,310.67,787.28,433.62,41.12,746.4,483.66,733.96,499.24
30081000008,30,081,000008,658.82,529.96,64.64,23.76,3.14,658.65,616.95,49.28,553.48,722.22,49.04,799.03,494.66,667.83,593.67,43.03,639.97,634.43,644.37,645.73
30081000009,30,081,000009,506.89,365.17,61.05,12.89,4.92,485.61,426.23,55.99,388.25,514.93,66.66,608.04,324.27,502.89,398.92,49.19,509.13,416.14,460.33,477.62
30081000010,30,081,000010,708.42,272.7,51.74,18.06,1.02,725.04,317.84,37.55,636.09,413.24,33.96,827.56,228.82,719.67,311.77,36.5,694.4,354.35,689.88,359.08
30081000011,30,081,000011,742.52,247.82,48.65,7.99,3.01,770.22,272.7,31.99,648.17,390.97,35.75,849.07,201.9,746.69,289.32,30.95,727.77,318.12,704.84,346
30081000012,30,081,000012,579.74,237.62,40.99,10.23,1.99,594.55,283.82,19.93,498.66,378.02,27.62,662.54,201.34,571.35,279.97,22.76,525.51,332.27,536.68,320.9
30081000013,30,081,000013,659.57,181.08,44.06,12.52,2.26,670.65,222.35,44.06,584.23,307.86,49.41,764.92,163.73,668.95,222.61,40.8,634.17,279.34,638.26,281.52
30081000014,30,081,000014,212.84,3,18.99,0,2,267.79,5,12.99,250.81,23.98,10.99,282.78,5,261.8,9.99,11.99,266.79,16.99,271.79,15.99
30081000015,30,081,000015,773.88,300.15,37.19,8.07,1,798.97,327.33,18.13,661.6,453.71,29.13,857.35,262.98,779.94,324.29,33.14,717.81,392.49,711.79,396.51
30081000016,30,081,000016,518.69,158.36,32.04,5.56,2.73,519.87,182.28,31.9,431.99,271.01,35.62,564.87,154.42,512.46,184.93,29.23,473.06,234.4,474,236.17
30081000017,30,081,000017,560.18,259.19,24.03,12.94,1.01,595.95,287.15,14.09,513.99,359.18,25.03,644.88,230.36,585.97,276.23,21.03,544.03,330.15,540.05,330.17
30081000018,30,081,000018,664.2,255.87,44.95,10.76,0,659.32,309.56,39.1,570.45,410.16,28.36,747.19,239.29,686.61,276.41,33.23,646.53,335.05,616.3,357.49
30081000019,30,081,000019,776.66,335.4,55.06,10.3,1.61,770.84,394.24,28.52,658.34,499.51,39.24,879.57,285.54,792.81,355.26,36.89,704.3,447.25,716.17,436.43
30081000020,30,081,000020,536.36,284.85,53.01,11.91,4.83,536.88,335.28,42.24,433.69,435.26,48.51,642.04,253.99,537.08,331.44,35.07,498.6,382.45,480.24,405.64
30081000021,30,081,000021,348.48,132.25,29.92,10.62,0,346.55,153.49,29.92,309.86,199.83,22.2,388.06,127.42,350.41,150.59,25.1,318.56,190.16,312.77,198.85
30081000022,30,081,000022,763.69,366.83,41.71,8.3,2,763.7,420.37,36.68,675.67,519.58,35.52,885.49,310.84,745.78,421.26,32.6,711.77,470.43,692.7,482.58
30081000023,30,081,000023,810.6,330.96,58.14,11.2,4.07,845.03,380.81,36.76,699.51,515.26,42.76,943.79,276.04,836.91,365.67,35.64,792.77,423.96,753.38,465.34
30081000024,30,081,000024,618.97,341.59,55.77,9.59,3.48,639.84,383.45,37.46,516.12,503.68,37.47,726.15,296.27,633.79,376.42,31.38,577.96,440.08,558.84,458.34
30083000001,30,083,000001,160.37,34.02,21.38,2.92,0.97,150.65,44.71,19.44,147.73,55.4,15.55,172.03,34.99,143.84,56.37,14.58,165.23,36.93,147.73,55.4
30083000002,30,083,000002,292.27,58.12,15.73,3.08,0.03,276.01,76.44,16.59,250.84,93.86,25.47,293.58,61.21,251.72,82.88,26.42,287.35,71.29,257.79,97.88
30083000003,30,083,000003,314.55,73.47,26.24,2.02,1,309.49,90.6,13.15,298.27,101.82,10.16,326.55,78.57,297.26,91.77,16.14,305.46,99.64,285.24,114.86
30083000004,30,083,000004,248.34,36.18,13.09,1.01,0,232.31,54.22,8.05,216.23,63.31,13.06,246.34,43.22,218.23,61.29,10.05,232.31,53.24,222.22,62.33
30083000005,30,083,000005,268.99,46.55,13.55,1.91,0.96,265.66,61.28,10.77,249.32,79.58,13.52,269.85,58.12,249.51,73.59,8.78,266.85,62.01,250.51,74.64
30083000007,30,083,000007,149.74,37.88,12.31,0,0.95,140.29,53.03,8.52,127.97,64.4,11.36,145.96,50.19,128.92,61.55,9.47,140.29,52.08,137.43,57.77
30083000008,30,083,000008,454.47,84.78,34.13,2.92,0,442.77,120.81,18.53,431.02,130.61,23.4,483.64,82.87,411.57,141.29,21.44,454.43,111.1,426.15,134.52
30083000009,30,083,000009,225.98,37.42,8.8,1.09,0.07,207.18,55.98,13.44,200.15,67.02,7.83,224.3,41.94,208.78,53.15,8.48,219.04,46.34,207.03,59.92
30083000012,30,083,000012,436.93,66.55,22.91,1.83,0.01,408.88,90.26,26.34,386.06,113.98,25.47,444.12,60.45,384.19,97.7,29.1,428.68,81.27,392.33,113.09
30083000017,30,083,000017,112.79,13.36,5.09,1.01,0.01,115.77,17.47,1.08,105.67,24.58,2.08,118.94,10.31,113.66,15.57,1.05,108.74,21.44,108.66,19.56
30083000019,30,083,000019,105.22,23.22,2.66,1.41,1.03,108.13,30.21,2.44,103.39,33.79,2.58,117.54,19.83,99.63,36.55,1.57,104.25,30.1,102.78,31.6
30083000022,30,083,000022,463.86,62.66,31.97,2.03,0,454.75,79.23,18.98,427.29,107.6,21.08,464.78,75.12,424.79,102.09,18.12,452.29,84.71,423.35,113.49
30083000023,30,083,000023,658.61,102.25,30.61,2.13,0.99,645.57,126.86,24.84,618.95,153.57,28.74,684.82,96.96,613.86,153.28,24.05,657.89,126.24,630.24,148.62
