GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRDAI,G20USSDBUL,G20HALRROS,G20HALDWIL,G20GOVRGIA,G20GOVDCOO,G20GOVLBIS,G20ATGRKNU,G20ATGDGRA,G20SOSRJAC,G20SOSDBEN,G20AUDRDOW,G20AUDDMOR,G20AUDLROO,G20SPIRARN,G20SPIDROM,G20SPILLEA
30081000012,30,081,000012,790.1,315.7,26.6,788.5,349.1,785.2,354.3,779.6,329.1,33,808.5,315.9,811.4,300.7,767.8,296.3,42.2,759.7,328.5,32
30081000013,30,081,000013,903.2,312.7,28.3,873.1,370.9,906.4,333.1,890,305.7,48.2,929.3,308.9,921.5,306.3,868.1,295.6,64.6,858.7,324.9,50.2
30081000014,30,081,000014,367.7,14,8,371.7,17,370.7,18,358.7,10,23,377.7,10,375.7,11,347.7,13,26,347.7,13,29
30081000015,30,081,000015,960.7,397.5,25.1,945.7,442.7,965.8,414.6,941.6,385.5,52.2,979.8,389.5,987.8,377.5,937.7,378.4,48.2,905.6,419.6,44.1
30081000016,30,081,000016,641.5,238.2,23.8,619.6,282,644.2,252.9,618.7,238.2,43.9,643.5,250.8,655.3,234.4,630.4,227.1,37.6,604.9,250.9,33.9
30081000017,30,081,000017,784.4,368.9,14,770.3,402,794.3,376,772.3,358,39,808.2,348.1,808.3,347,767.4,344,44.9,751.4,368,36.9
30081000018,30,081,000018,906.5,350.6,25.4,884,410.2,909.4,379,884,368.2,44,922,357.5,922.1,346.8,888.8,331.1,52.8,847.8,382.9,44
30081000019,30,081,000019,1105.6,511.3,37.3,1085.6,570.3,1105.4,538.9,1067.1,520,66.2,1136.4,503,1125.4,490.6,1069,486,67,1036.5,538.6,48.8
30081000020,30,081,000020,709.5,429.5,43.7,682.9,494.1,702.9,466.8,677.2,444.2,63.1,741.4,422.4,743.7,414.2,662.9,416.9,82.3,664.2,437.4,65.2
30081000021,30,081,000021,505.8,191.1,17.4,500,210.4,502,206.6,488.4,188.2,33.8,499.1,202.7,511.6,191.1,478.8,179.6,41.5,463.4,202.7,36.7
30081000022,30,081,000022,1037.2,498.1,43.4,1006.1,576.6,1012.2,558.4,993.8,523,53.9,1067.9,490.5,1049.3,490.2,1008.5,476.9,64,961.1,521.6,71.9
30081000023,30,081,000023,1040.9,521.3,37.6,1023.3,589.5,1044.4,563.3,1004.3,550.4,56.2,1065.3,527.2,1074.4,505,990.5,508,73,957,560.8,64.7
30081000024,30,081,000024,779.6,457.6,31.4,751.7,517.7,758.7,503.7,749.9,461.1,57.5,802.2,454.1,804,441.9,762.1,441.9,49.7,737.7,482.9,32.3
30083000001,30,083,000001,222.6,61.2,7.8,215.8,76.8,221.6,69,206.1,64.2,20.4,222.6,63.2,221.6,62.2,200.2,64.2,23.3,198.3,72.9,17.5
30083000002,30,083,000002,373.8,71.9,12.2,358.6,94.3,358.7,94.1,335.4,88.9,26.6,364.8,82.9,367.8,80.9,339.1,77.9,29.7,324.1,95.2,26.5
30083000003,30,083,000003,469.7,108.6,12.1,454.6,135.7,462.6,121.7,431.5,124.6,26.1,463.7,109.6,456.7,112.5,429.5,99.5,34.2,424.4,125.6,21.1
30083000004,30,083,000004,278.4,51.2,4,265.4,70.3,272.4,60.2,254.3,64.2,16,273.4,55.2,272.4,57.2,253.3,52.2,21.1,252.3,62.2,13.1
30083000005,30,083,000005,331,53.4,3.1,320.6,70.7,318.6,70.8,308.9,66.9,11.7,332.9,52.5,325.3,58.2,308.6,55.3,13.6,295.3,75.5,8.8
30083000007,30,083,000007,169.7,43.6,10.4,172.5,54,168.7,54.9,163,52.1,11.4,174.4,48.3,173.5,47.4,156.4,44.5,17,152.6,54.9,11.4
30083000008,30,083,000008,561.5,110.1,21.4,547.8,146.1,559.5,130.6,543,123.7,22.4,552.7,126.6,543,126.6,522.5,115.9,27.3,525.4,129.6,23.4
30083000009,30,083,000009,289.7,47.7,5.1,287.9,55.8,283.9,56.7,275.4,55.6,11.5,288.6,44.9,285.2,49.1,266.7,47.8,9.8,264.8,58,9.5
30083000012,30,083,000012,541.1,92.9,16.3,514.8,130,527.4,112,502.1,104.6,31.8,526.6,103.7,522.2,100,493.9,90.1,36.4,482.1,110.1,34.5
30083000017,30,083,000017,134.9,14.4,3.1,135.9,18.5,128.9,20.5,127.9,21.5,3.1,131.8,22.5,135.9,15.4,135.7,13.4,3.1,126.8,21.5,5.1
30083000019,30,083,000019,115.2,25.6,4.5,117.1,28.5,114,30.3,112,28.8,4.7,114.5,27.9,113.7,24.8,105,27.4,5,108.7,29.9,4.7
30083000022,30,083,000022,485,76,6.5,472,91.7,469.4,89.3,464,75.6,19.1,480.8,73.7,480.5,72.7,454.7,71.4,26,451.9,85.4,17.2
30083000023,30,083,000023,807.7,125.1,16.1,786.9,155.6,788.8,150.3,764.1,152.6,25.2,793.8,134.7,781.6,142.3,763.5,123.8,33.5,757.6,142.2,29.4
30085000002,30,085,000002,261.4,45.6,5.6,255.5,58.9,255.9,58.4,246.1,52.1,15.1,259.6,50.3,261.7,47.8,242.6,46.5,16.3,244.1,51.4,14.2
30085000010,30,085,000010,148.2,47.9,8.2,143,61.3,135,66.3,141.8,53.2,7.3,153.9,48.3,148.1,51.9,135.6,52.9,9.4,132.4,54.4,11.3
30085000012,30,085,000012,409.6,104.1,10.7,397.9,124.6,391.1,129.5,386.3,118.7,19.4,366,151.7,403.8,101.2,366.8,104.1,22.4,358.1,138.1,15.6
30085000015,30,085,000015,28,169.8,3,27,177.7,26.9,173.9,28.7,164.2,7.9,32.4,168.3,34.7,165.9,31.4,165.9,4.1,25.6,167.3,8.8
30085000016,30,085,000016,61.2,203.1,4.9,52.4,218.8,51.5,215.7,51.5,212.7,7.9,56.5,213.7,60.3,209.8,53.4,196.3,18.6,56.2,209,6
30085000017,30,085,000017,78.2,30.7,5.9,72.2,41.6,75.2,35.7,76.2,30.7,5.9,84.1,27.7,81.2,23.8,72.2,22.8,11.9,69.3,37.6,4
30085000018,30,085,000018,196.2,486.1,14.2,175.3,526.1,192,497.6,181.1,483.4,33,205.2,493,202.2,495,181.4,483.8,32.9,160.2,499.2,39.7
30085000022,30,085,000022,108.6,106.7,10.6,103.8,122.1,106.7,120.2,101.9,109.6,14.4,117.3,105.8,112.5,105.8,109.6,101.9,6.7,92.3,114.4,11.5
30085000024,30,085,000024,136,245.1,17,117.1,283,124.2,271.9,111.1,260,28.9,148.9,250.2,140,251.2,120,230.3,41.8,105.1,264.1,26.9
30085000026,30,085,000026,339,219,19,326,253,340,232,319,225,22,366,213,331,228,305,221,29,288,252,20
30085000027,30,085,000027,121.8,226,10.1,114.7,245.2,122.6,231.2,110.6,226.2,20.1,119.9,236.9,118.8,234,104.7,224.9,17.2,104.6,236.1,13.1
30085000028,30,085,000028,127.4,12.2,2.2,125.4,16.3,125.4,14.3,123.4,12.2,5.1,126.4,13.2,124.1,15.3,120.1,11.2,5.2,119.8,15.3,3.2
30087000003,30,087,000003,367,148.2,12.8,353.1,172.9,354.1,172,344.2,156.2,25.7,369.9,155.2,362,161.1,345.2,143.3,34.6,324.4,174.9,20.8
30087000006,30,087,000006,362.6,80.7,11.1,356.6,96.7,347.6,102.7,337.5,85.7,25.1,365.6,81.7,369.6,72.7,333.5,74.6,33.1,319.4,107.8,16.1
30087000007,30,087,000007,45.1,17.8,3.8,45.1,21.6,45.1,19.7,47.9,18.8,0,47,19.7,48.9,17.8,44.2,18.8,3.8,46.1,20.7,0
30087000010,30,087,000010,155.1,19,0.2,141.3,31.1,141.2,33.1,138.9,23.2,10.3,150.2,23.1,151,22.1,146.7,23,2.6,138.6,33.2,2.4
30087000011,30,087,000011,97.3,6.8,2,98.2,7.9,99.1,6.9,95.3,7.7,3,98.2,5.8,96.1,6.9,92.3,3.9,8.7,92.1,6.9,5.9
30087000015,30,087,000015,85.8,433.1,7.3,90.9,438.3,102,422,81.8,424,20.2,94.1,429,93,430.1,84.7,412.6,23.7,79.8,427.2,16.2
30087000017,30,087,000017,123.7,179.6,8,116.8,194.6,116.8,187.6,112.8,173.7,15,124.8,179.6,122.8,178.7,114.8,175.6,14,107.8,183.6,11
30087000020,30,087,000020,173,37.3,4,175.8,37.6,171.9,41.5,164,41.3,7.1,172,40.3,170,41.3,162.1,41.2,8.1,158.9,47.4,4.1
30087000021,30,087,000021,115,18.4,1.9,116,20.3,115,20.3,115,16.4,2.9,114,16.4,109.2,20.3,111.2,17.4,1.9,107.3,18.4,4.8
30087000026,30,087,000026,76.3,5.8,1.1,73.2,10.1,75.2,8.1,76.1,6.8,0.3,77.3,5.8,78.3,4.8,74,7.8,1.3,74.8,8.1,0.3
30087000030,30,087,000030,265.9,84.6,15.8,254.7,110.6,256.6,106.9,251.9,95.8,15.8,268.7,94.8,266.8,96.7,251,89.2,21.4,225,123.7,16.7
30087000032,30,087,000032,624.2,167.8,20,619.2,196.8,606.3,204.8,602.3,186.8,23,626.2,179.8,615.2,190.8,585.3,183.8,35,534.4,240.7,33
30089000001,30,089,000001,329.7,82.5,5,327.6,90.6,331.7,82.5,319.6,87.5,9.1,329.7,78.5,328.7,84.4,313.6,82.5,14.1,315.6,85.5,7.1
30089000002,30,089,000002,379.1,118.9,9.8,373,134.7,376.1,131.7,363.2,124.8,23.6,392.6,117,381.9,115,354.4,124.8,25.5,345.5,133.6,24.5
30089000003,30,089,000003,876.1,233.8,7.3,836.4,277.8,863.2,251.9,827.3,236.9,45.1,865.7,236.7,868.4,224.7,816.2,240.7,39.3,789.4,258.9,37.2
30089000004,30,089,000004,892.4,282.8,23.9,850.3,345.7,892.1,302.8,857.1,280.8,52,908.1,285.7,919,259.9,857,269,46,835.9,307.8,35.1
30089000005,30,089,000005,953.3,284.3,25.4,929.5,329.5,934.8,320.3,917.1,288.2,49.9,969.7,279.6,966.7,270.9,902.4,281.5,55.7,880.9,321.4,41.1
30089000006,30,089,000006,911.2,192.8,24.2,869.4,255.4,901.8,218.5,872.5,198.4,53.4,907.4,205.5,899.2,210.7,852.6,204,55.3,834.6,231.6,44.8
30089000007,30,089,000007,617.2,185.7,10.8,577.5,230.4,609.4,202.3,585.2,182.9,43.6,617.1,191.6,622.8,175.5,576.3,195.4,33.2,542.7,212,42.6
30089000008,30,089,000008,567.3,311.9,31.6,504.5,387.6,535.7,362.1,487.8,340.8,75.2,563.2,334,566.9,323.9,501.6,343.6,48.9,487.5,339.3,67.9
30089000009,30,089,000009,101.6,118,3.1,95.4,128.2,97.6,126.1,85.3,120,16.3,102.6,121,105.6,116,85.2,119.2,18.2,86.2,124.1,12.3
30091000001,30,091,000001,157.3,41.3,2.2,159.3,41.5,157.1,44.7,162.1,38.4,2.3,165.6,35.2,162.4,33.2,157.2,35,2.3,156.1,36.4,2.2
30091000002,30,091,000002,289.5,121.5,16.9,277.4,151.4,279.3,146.5,277.4,141.4,13,313.3,113.5,289.5,125.4,269.5,122.4,24.9,257.5,144.3,20.9
30091000003,30,091,000003,273.6,137.3,6,259.7,156.2,257.7,155.2,243.8,151.2,11.9,275.6,130.3,268.6,130.3,247.7,129.3,17.9,246.7,142.3,9.9
30091000004,30,091,000004,361.4,150.8,14,356.4,161.8,349.4,163.8,324.5,165.8,28,375.4,142.8,350.4,136.8,315.5,130.8,35,315.5,159.8,21
30091000005,30,091,000005,169.6,41.3,4,154.7,57.3,150.7,59.2,153.6,48.3,8,171.6,38.3,165.6,39.3,157.6,39.3,9,150.6,46.4,8
30091000006,30,091,000006,149.5,80.9,9.8,146.5,98.7,131.8,110.4,136.6,87.9,18.7,165.2,74,154.3,78.9,141.5,66.2,16.8,130.7,90.8,15.7
30093000001,30,093,000001,103,108,8,75,143,87,132,75,129,15,93,123,96,122,90,115,13,78,128,12
30093000003,30,093,000003,191.1,263,19.2,157.3,326,173.6,306.6,147.2,306.5,26.5,180.7,289.5,187.8,279.3,165.4,270,33.6,149.2,296.5,21.4
30093000004,30,093,000004,459,663,31,384,785,426,731,380,753,35,435,712,446,688,406,673,55,366,741,39
30093000006,30,093,000006,673.5,1103.8,47.4,566.4,1281.9,605.8,1223.2,574,1216.2,48.9,661.1,1161.5,687,1117.1,605.6,1107.3,81.6,545.5,1223.9,50.9
30093000011,30,093,000011,82.1,112.2,5,67.1,133.2,72.1,127.2,68,126.2,7,76.1,118.2,76.1,117.2,63.1,116.2,13,64.1,122.2,9
30093000014,30,093,000014,391,733,45,364,813,372,791,325,795,52,374,789,403,757,328,734,90,316,777,63
30093000016,30,093,000016,431,777,26,377,864,402,833,359,826,54,431,796,436,782,380,761,69,365,809,53
30093000017,30,093,000017,347.7,579,47.2,324.2,666.8,344.6,643.5,298.1,614.3,70.6,350.6,618.4,376.8,590.3,308.3,578.1,83.6,302.1,599.4,65.5
30093000018,30,093,000018,252.3,377,23.8,207.8,449.2,238.4,424.4,196.9,403.7,58.4,244.4,410.6,258.2,397.7,210.7,386.9,55.4,199.9,410.6,43.5
30093000021,30,093,000021,198,370,21,172,417,188,396,158,403,31,196,393,210,372,182,367,30,162,397,26
30093000022,30,093,000022,611.9,739,36.8,490.7,895,537.4,839.4,482.8,821.5,79.5,554.3,815.5,571.2,784.7,514.5,747,84.4,473.8,820.5,64.6
30093000028,30,093,000028,91,59,4.2,92.9,65.3,92.1,63.9,91,61,5.3,97.1,57,96,55.9,90.3,52,11.4,85.7,59,6.4
30093000029,30,093,000029,54.3,24.1,1.1,49.5,33,50.5,33,49.4,33.9,0.1,54.5,26,55.4,25,48.4,28.8,3.3,47.3,31.9,2.1
3009300002E,30,093,00002E,250,315,16,185,400,214,370,191,361,31,227,351,236,335,204,325,36,187,360,29
3009300002W,30,093,00002W,225,334,20,185,393,212,363,189,370,25,216,356,218,343,204,326,33,185,359,22
3009300008E,30,093,00008E,764,1132,36.1,679.3,1269,753.4,1184.8,704.1,1202.8,34.3,758.8,1160.2,771.8,1120.1,733.3,1104.9,59.5,659,1189.7,55.3
3009300008W,30,093,00008W,642.5,709.7,45.4,525.2,884.7,576.5,815.9,490.2,844,68.2,607.1,785.1,613.3,765.5,544.6,751.6,77.7,524.4,807.2,52.4
3009300009E,30,093,00009E,337.9,313,15.8,313.1,358.6,333.9,335.8,321.1,328.9,22.8,350.8,310.1,361.7,292.2,334.9,277.4,40.6,298.3,334.8,19.8
3009300009N,30,093,00009N,424.1,429.9,8.6,382.2,490.7,388.9,476.4,374.7,477.2,18,414.3,442.3,413.4,434.9,386,418.5,31.5,364.2,470.6,17.2
3009300009W,30,093,00009W,29,45,3,26,52,27,51,24,53,1,30,48,29,48,30,47,1,24,53,1
3009300010N,30,093,00010N,58.8,87.3,7.6,48.4,109.1,56,99.6,44.6,100.6,10.4,51.2,97.7,61.7,90.2,44.6,86.4,17.1,44.6,99.6,7.6
3009300010S,30,093,00010S,74.7,123.9,7.4,58.1,148.1,64.5,137.6,55.9,135.7,14.5,70.2,131.5,69.8,135.1,56.9,129.8,12,60.8,133.6,6.4
3009300012E,30,093,00012E,118.8,123.5,3.8,101.1,145.9,104.8,139.4,101.9,135.7,5.7,109.5,130.1,111.4,131,103.8,118.9,15,96.4,135.7,9.4
3009300012W,30,093,00012W,64,107,8,51,129,55,126,42,126,11,54,124,63,115,54,108,13,47,120,11
3009300019N,30,093,00019N,146.8,234.6,9.4,123.6,271.4,134.9,258.6,125.5,255.8,13.2,138.4,252.9,154.7,230.4,128.9,231.5,23.6,119.9,258,12.3
3009300019S,30,093,00019S,103.8,119.3,6,85.8,147.6,90.1,135.7,84.9,137.4,3.5,97.8,125.4,88.5,130.4,90.9,118.6,9.5,75.6,139.9,5.2
3009300019W,30,093,00019W,60.7,64,4.2,54.2,76.8,59.3,70.5,52.2,73.5,5.1,58.5,70.2,63.3,62.3,54.3,65,6.2,51.9,75.6,2.1
3009300026E,30,093,00026E,115.6,76.2,4.2,104.7,95.3,101.1,92.2,99.5,93.1,5.6,119.5,76.7,116,73,105.2,75,11.5,93.2,90.4,8.4
3009300026W,30,093,00026W,113.7,73,1.8,97.2,93.2,107.3,84,92.6,85,13.7,105.5,85.8,111,77.6,101.8,70.3,13.7,90.8,84.9,13.7
3009300027N,30,093,00027N,90.5,31.4,1,79.5,46.3,84.4,38.4,73.6,45.3,6,88.4,34.4,91.4,30.5,79.5,35.3,6,74.5,39.4,6
3009300027S,30,093,00027S,237.5,162.2,6.9,212.3,196.3,221,184.6,217.1,177.8,15.6,235.7,167,225.9,168,213.2,160.2,21.6,201.5,185.5,13.7
30095000001,30,095,000001,1910.2,431.9,44.6,1890.9,514.6,1896.5,495.6,1856.7,465.3,73,1931.7,435.8,1907.4,454.5,1853.9,416.9,91.2,1768.4,533.6,76
30095000002,30,095,000002,1048.2,262.5,23.3,1010.4,324.6,1008.8,314.6,975.5,313.9,39.6,1043.7,275.4,1055.4,269.9,980,277.6,61.7,927.3,348.8,45.5
30095000004,30,095,000004,257.5,62.8,5.8,249,74,250.2,71.3,251.4,59.4,10.8,251.7,62.9,256.4,60.8,249.3,58.3,12.6,235,72.9,13.9
30095000007,30,095,000007,57.5,6.3,0,57.5,7.2,57.5,7.2,57.5,7.2,0,58.4,5.4,58.4,5.4,58.4,5.4,0.9,52.1,12.6,0
30095000009,30,095,000009,156.2,23.7,5,158.1,26.8,152.2,31.8,151.2,27.8,7,157.3,25.6,162.2,20.6,150.3,24.6,6.1,142.6,35.4,5
30095000010,30,095,000010,85.1,44.9,5.6,83.2,50.5,83.2,51.4,82.3,46.7,5.6,87.9,45.8,91.6,44,82.3,43,5.6,75.7,53.3,4.7
30095000011,30,095,000011,129.6,65.1,1.4,125.5,72.4,124.5,72.5,129.3,64.3,4.4,127.9,68,131.1,65,125.4,60.1,10.2,112.2,72.6,10.1
30095000013,30,095,000013,815.6,251.3,19.7,795.3,293.8,792.4,288.5,787.8,267.8,31.3,826.9,237.5,839.5,236.7,781.7,235,50.7,749,289.1,33.5
30097000001,30,097,000001,358.3,117.2,20.8,357.4,142.8,367.8,129.5,337.5,122.9,36.9,367.8,128.6,374.4,119.1,340.4,113.4,37.8,319.6,141.8,33.1
30097000002,30,097,000002,310,127.1,12.7,308,143.8,312,137.9,303.1,126.2,19.6,320.8,127.1,320.8,122.2,289.5,127.1,28.4,284.6,136.9,21.5
30097000003,30,097,000003,412.1,123.3,5.4,414,131.8,407.1,133.6,408.8,119.3,13.6,417.4,117.2,424.4,110.1,402.4,103.2,28,392.2,129.6,11.7
30097000004,30,097,000004,489.1,148.6,14.4,490.7,162.5,490.4,164.6,484.6,151.9,18.5,511.6,139.2,510,137.7,473.6,142.2,35.8,455.1,176.4,18.3
30097000005,30,097,000005,278,36.4,3.9,271.1,48.2,273.1,44.3,274.1,36.4,5.9,281,36.4,279,34.5,258.4,35.4,21.6,255.4,48.2,9.8
30099000001,30,099,000001,1125.9,485,33.1,1090.6,563.4,1092.8,550.1,1080.2,502.3,63.3,1141.7,499.1,1130.1,485.7,1088.7,450.5,64.8,998.1,577.2,58.5
30099000006,30,099,000006,274.2,102.8,4.3,264.9,118.5,269,112.3,260.8,108,13.5,271.2,110,278.3,99.7,275.7,87.6,10.7,223.6,147.8,6.6
30099000007,30,099,000007,775.7,249.8,15.4,754,294.1,763.8,279.8,739.6,266.9,33.5,779.3,258,788.2,240.9,724.5,254,48.7,667.7,329,37
30099000011,30,099,000011,140.7,36.7,3,144.5,38.8,134.7,45.7,137.6,39.7,4.1,139.7,38.7,137.7,39.6,128.8,41.5,5.1,115.7,55.6,7
30099000017,30,099,000017,226.9,111,6.9,224,124.8,232.8,114.9,217.1,113,17.7,234.8,112,243.6,101.2,222,107,15.7,182.8,146.3,16.7
3010100DG-1,30,101,00DG-1,93.7,26.8,4.8,97.5,30.6,100.4,25.8,97.5,29.6,1,101.3,25.8,100.4,22.9,98.4,22.9,4.8,93.7,29.6,1.9
3010100Ke-1,30,101,00Ke-1,118.2,16.6,2.9,105.5,31.2,107.4,30.3,108.4,18.6,9.7,112.3,25.4,110.4,23.4,104.5,24.4,4.9,102.6,30.3,4.9
3010100Sh-1,30,101,00Sh-1,877.5,288.7,33.5,833.2,362.7,835.1,343.5,835.2,285,69.9,857.3,310.9,867.8,299.4,825.7,254.3,75.6,782.4,326.4,54.6
3010100Sh-6,30,101,00Sh-6,171.3,43.5,3.7,166.4,52.9,165.6,50,165.6,47.2,5.4,168.7,47.4,170.1,44.8,168.8,38,7.7,157.8,52.4,4.7
3010100Su-1,30,101,00Su-1,333.4,91.1,11,323.4,117.1,335.4,101.1,337.4,87.1,15,344.4,95.1,349.4,86.1,329.4,84.1,23,280.4,135.1,23
30103000001,30,103,000001,330.7,69.1,8,333.3,78,315.6,92.1,317.4,78.9,11.5,338.7,66.4,328,73.5,325.4,66.4,8,310.3,89.5,6.2
30105000031,30,105,000031,561.7,296.9,19,526.7,355.8,542.6,331.9,532.6,326.9,22,554.7,321.8,565.6,301.9,552.5,282,36,488.7,352.9,27
30105000033,30,105,000033,1271.7,431.2,51.8,1193.1,550.7,1192.1,526.8,1143.3,510.9,84.6,1256.8,466.1,1251.8,449.2,1176.2,421.3,102.6,1045.7,579.6,79.7
30105000034,30,105,000034,1297.6,300.1,25.1,1229.6,397.2,1227.7,371.1,1219.6,342.1,60,1273.6,326.1,1251.6,325.1,1204.7,286,76.1,1126.5,409.1,52.1
30107000001,30,107,000001,68.7,15,1,68.7,16,66.8,17.9,70.4,14.1,0.1,72.6,11.2,68.7,14.1,69.6,10.1,3,64.7,16,2
30107000002,30,107,000002,329.5,111.8,10.2,317.7,131.5,325.4,127.7,299,125.9,24.3,331.9,112.2,324,117.2,318.8,101.8,28.1,299.5,130.2,14.3
30107000003,30,107,000003,100.7,15.7,0.1,95.7,19.8,94.9,20.6,96.7,18.6,0.2,99,17.5,99.6,18.7,99.6,12.7,3,93.7,18.7,2.1
30107000004,30,107,000004,114,31,3.2,112.6,33.6,113.3,34.7,107.7,34.1,6.3,113.8,34.1,110.1,35.9,102.8,31.7,11.2,104.2,33.5,8.2
30107000009,30,107,000009,213.8,52.5,5.6,197.9,70.2,195.1,71.1,196.9,59,11.2,201.7,62.7,204.5,60.9,198.9,52.4,6.6,190.4,63.7,8.4
30109000001,30,109,000001,522.4,77.9,5.2,497.4,106.1,498.2,99.2,471.2,106,15.3,502.4,88.8,500.3,84.9,476.9,76.9,19.2,437,125,22.2
301110039.1,30,111,0039.1,207.5,33.2,4.1,202.6,44.6,207.2,40.5,199.4,39.5,7.8,212.5,31.9,206.1,35.8,203.5,30.8,9.3,192.3,45.2,7
301110039.2,30,111,0039.2,1509.5,373.8,34.2,1451.5,463,1433.6,468.9,1408.2,405,91.3,1509.5,387,1485.6,392.9,1415.3,375.8,90.4,1351,495.1,55.3
301110040.1,30,111,0040.1,1752.8,382.1,52,1705.8,483,1714.2,466.6,1633.5,434.4,117.2,1741.2,430.8,1742.5,412.1,1657.1,381.9,122.5,1554,522.3,92.9
301110040.3,30,111,0040.3,361.9,87.2,8,362,100.5,358.3,101.8,356.1,93.2,10,374.5,86.5,368.2,87.6,360.5,79.7,19.6,341.3,106.6,15.2
301110040.4,30,111,0040.4,263.6,68.9,5,257.6,78.9,260.6,77.9,253.6,68.9,16,272.6,63.9,266.6,70.9,252.6,65.9,19,244.6,75.9,15
301110040.5,30,111,0040.5,135.1,20.7,2,133.8,24.1,132.4,22.7,129.1,21.4,6.7,137.1,18.7,138.4,18.7,125.1,21.4,10,123.7,26.1,7.4
301110042.1,30,111,0042.1,89.2,32.4,2,90.2,36.3,93.1,33.3,92.1,31.4,2.9,94.1,32.4,95.1,29.4,95.1,25.5,3.9,91.2,30.4,3.9
301110042.2,30,111,0042.2,242.5,78.5,8.5,234.5,96.9,231.7,97.4,235.5,84.9,10,242,84.9,239.3,86.5,224.3,78.4,18.9,222.1,92.1,11.9
301110043.1,30,111,0043.1,481.4,141.8,10.3,464.5,168.2,474.2,150.7,469.6,143.4,14.9,490,130.2,478,140,475.1,121.2,19,443.1,170.8,11
301110043.2,30,111,0043.2,728.6,276.9,29.3,696,340.6,703.6,333.4,676.4,308.8,50.8,727,292.8,726.8,287.7,688.8,273.6,55.7,617.7,355.4,49.5
301110043.3,30,111,0043.3,2315,1310.9,119.4,2185.9,1556.7,2244.3,1468.9,2093.7,1388.7,249.8,2338.7,1348.8,2334.8,1339,2209.2,1226.2,235.8,2001.9,1497.7,187
301110044.1,30,111,0044.1,697,359,31,655,433,679,408,648,394,42,703,372,700,368,652,349,71,594,434,55
301110044.2,30,111,0044.2,1445,881,73,1364,1029,1400,990,1348,903,128,1465,878,1467,860,1398,803,134,1266,994,103
301110044.3,30,111,0044.3,1059,685.4,53.6,1024.7,802.4,1042.9,769.1,998.6,729.1,81.3,1098.3,686.5,1099.5,680.1,1011.5,648.6,106.5,930,795.9,66.9
301110045.2,30,111,0045.2,3188.5,1746.8,116.5,3118.4,1969,3184.6,1863.3,3121.3,1737.9,196.5,3304,1704.3,3287.2,1662.9,3119.4,1570.1,258.7,2786.6,2037.1,169.8
301110046.1,30,111,0046.1,297.4,120.1,13.1,298.5,136.3,302.3,128.4,299.8,121,12.2,306.6,122.3,313.4,111.8,294.4,111.3,20.3,276.3,139,16.1
301110046.2,30,111,0046.2,3426.5,2542.2,138.7,3480,2689.8,3499.8,2639.3,3467.1,2502.6,181.3,3602.8,2458,3620.7,2399.5,3489.9,2303.4,215,3185.7,2733.4,169.4
301110047.1,30,111,0047.1,693.3,939.2,52.1,666.9,1026.8,678.8,1005.9,652.9,911.1,117.7,715.8,946.7,735,915.5,639.1,871.5,131.8,621.4,966.2,77
301110047.2,30,111,0047.2,1314.9,1483.7,74.4,1361.6,1545.2,1354.6,1528.3,1337.8,1436,109.2,1412.2,1425.1,1454.9,1366.6,1353.7,1314.9,140.9,1235.6,1523.3,93.3
301110048.1,30,111,0048.1,1257,1541,96,1231,1678,1251,1643,1187,1566,144,1289,1564,1335,1514,1203,1433,201,1099,1614,133
301110048.2,30,111,0048.2,1239,1073,57,1231,1158,1249,1116,1219,1042,107,1316,1019,1294,1024,1240,946,127,1141,1130,74
301110049.1,30,111,0049.1,667,1031,84,642,1140,652,1137,631,1007,149,717,1052,734,1016,637,956,165,589,1071,112
301110049.2,30,111,0049.2,1039,1035,79,958,1184,1011,1134,966,1043,129,1055,1061,1074,1035,986,973,139,882,1123,115
301110050.1,30,111,0050.1,961,994,88,896,1145,923,1123,864,989,184,1002,1011,1024,980,924,910,177,844,1065,116
301110050.2,30,111,0050.2,1133.6,873.1,73.5,1100,986.5,1121.8,954.8,1088.2,876.7,110.7,1175.3,872.2,1195.3,836.8,1131.8,790.5,108.9,1045.5,921.2,85.3
301110051.1,30,111,0051.1,757.9,570.5,53.3,682.3,692.7,714.2,657.8,666.9,595.8,110.4,763.8,596.5,783.2,574.2,708.5,543.2,109.6,653.8,631,76.6
301110051.2,30,111,0051.2,895,778.2,52.5,845,875.8,867.7,845.9,841.5,793.5,73.6,929.6,756.3,943.3,734.8,868.9,688.6,109.6,773.5,848.1,60.4
301110051.3,30,111,0051.3,1157,824,66,1076,969,1125,920,1057,857,130,1156,876,1185,837,1125,781,111,1017,904,110
301110052.1,30,111,0052.1,1061.3,787.3,77,954.3,963.3,1015.3,899.3,940.3,813.3,168,1071.4,820.3,1097.4,786.3,983.3,743.3,159,936.3,842.3,115
301110052.2,30,111,0052.2,1364.6,957.4,78.1,1296.5,1108.6,1342.6,1045.6,1292.5,976.5,125.1,1396.7,966.4,1410.7,939.4,1314.6,901.3,138.2,1234.4,1048.6,94.1
301110053.1,30,111,0053.1,4279.6,2079.5,134.3,4314.7,2257.8,4372.8,2151.7,4337.8,2055.6,140.2,4485.8,1972.7,4516,1893.4,4358.6,1812.4,204.4,3964.4,2311.8,168.3
