GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIFUE,G16PREOLAR,G16PREOSAN,G16PREOWRI,G16USSDLEA,G16USSRMIL,G16USSOERI,G16USSITRU,G16USSODIA,G16USSOWRI,G16HALOWEL,G16HALOCLA,G16HALOWRI,G16GOVDMIN,G16GOVRSCO,G16GOVOLEE,G16GOVOWRI,G16LTGDZUC,G16LTGRBRO,G16LTGOWAR,G16LTGOWRI,G16TREOPEA,G16TREPSCH,G16TREONGO,G16TREOWRI,G16SOSOCON,G16SOSOHER,G16SOSOWRI,G16AUDDHOF,G16AUDRFEL,G16AUDOBRO,G16AUDOWRI,G16ATGDDON,G16ATGRBUC,G16ATGOJAC,G16ATGOWRI
500199518002023,0.4,0.6,0.1,0,0,0,0.1,0,0.6,0.7,0,0,0,0,1,0.1,0,0.2,1,0,0,0.4,0.8,0,0,1,0.1,0,0,1,0.1,0,0.5,0.6,0.1,0,0.7,0.5,0,0
500199518001017,2.1,1.7,0.1,0,0,0,0.3,0.1,2.4,1.8,0.1,0.1,0,0,3.5,0.6,0,1.2,3,0.2,0,1.7,2.5,0.1,0,3.4,0.4,0.2,0,3.5,0.4,0,1.8,1.8,0.5,0,2.3,1.7,0.2,0
500199518003032,0.7,1,0.1,0,0,0,0.1,0,0.8,1,0,0.1,0,0,1.5,0.2,0,0.4,1.5,0,0,0.6,1.2,0,0,1.5,0.1,0.1,0,1.6,0.1,0,0.7,0.9,0.2,0,1,0.8,0.1,0
500199518001058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002000,4.5,5.2,0.4,0.3,0,0.2,0.7,0.1,5.4,4.9,0.2,0.6,0.2,0,8,2.5,0.1,3.3,7.6,0.6,0,5,5.8,0.4,0,8.1,1.3,0.9,0,8.7,1.5,0,3.9,4.4,2.1,0,5.7,4.6,0.5,0
500199511002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002055,0.5,0.5,0,0,0,0,0.1,0,0.5,0.5,0,0.1,0,0,0.8,0.3,0,0.3,0.8,0.1,0,0.5,0.6,0,0,0.8,0.1,0.1,0,0.9,0.2,0,0.4,0.4,0.2,0,0.6,0.5,0.1,0
500199511002086,5.9,6.7,0.5,0.4,0.1,0.2,0.9,0.1,7,6.3,0.3,0.7,0.3,0,10.3,3.3,0.1,4.3,9.8,0.8,0,6.5,7.5,0.5,0.1,10.6,1.6,1.1,0.1,11.3,2,0,5.1,5.7,2.7,0,7.5,6,0.7,0
500199512003032,0.9,1,0.1,0,0,0,0.1,0,1.1,1,0,0.1,0,0,1.8,0.2,0,0.5,1.6,0.1,0,0.8,1.3,0,0,1.7,0.2,0.1,0,1.7,0.2,0,0.8,0.9,0.2,0,1.1,0.9,0.1,0
500199512002018,9.1,10.4,0.8,0.4,0,0,1.3,0.5,11.1,10.1,0.3,0.8,0.2,0,18.4,2.6,0.1,5.4,16.4,0.7,0,8.4,13.3,0.4,0,17.4,2.2,0.8,0.1,18.3,2.1,0,8.7,9.8,2.3,0,12,9,0.7,0
500199512003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199513001052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002062,7.9,11.6,1.1,0.1,0,0,1.6,0.3,10,11.9,0.2,0.6,0.1,0,18.5,2.4,0,4.4,18.1,0.4,0,7.4,14.5,0.4,0,18,1.7,0.8,0,18.7,1.7,0,8.8,10.6,2,0,11.8,9.3,0.8,0
500199517002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002004,0.4,0.6,0.1,0,0,0,0.1,0,0.6,0.7,0,0,0,0,1,0.1,0,0.2,1,0,0,0.4,0.8,0,0,1,0.1,0,0,1,0.1,0,0.5,0.6,0.1,0,0.7,0.5,0,0
500199517002042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199516005051,11,9.8,0.6,0.3,0.1,0,1.7,0.4,13,7,2.2,0.9,0,0,19.8,2.1,0.2,7.1,15.8,0.9,0,11.4,10.8,0.5,0,18.1,2.3,0.6,0,18.8,2.1,0,9.8,9.6,1.9,0,14.7,7.1,0.7,0
500199516005009,0.3,0.3,0,0,0,0,0,0,0.3,0.2,0.1,0,0,0,0.5,0.1,0,0.2,0.4,0,0,0.3,0.3,0,0,0.5,0.1,0,0,0.5,0.1,0,0.3,0.2,0,0,0.4,0.2,0,0
500199515001004,0.9,0.8,0,0,0,0,0,0.2,1,0.8,0.1,0.1,0,0,1.6,0.2,0,0.6,1.2,0.1,0,0.8,1,0,0,1.5,0.2,0.1,0,1.6,0.2,0,0.9,0.7,0.2,0,1.1,0.7,0.1,0
500199514002030,6.9,5.9,0.3,0.2,0,0,0,1.4,7.7,6.1,0.4,0.4,0.1,0,12.1,1.8,0,4.7,9.3,0.7,0,6.4,7.8,0.3,0,11.5,1.5,0.7,0,12.3,1.3,0,6.8,5.8,1.4,0,8.6,5.3,0.5,0
500199515002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002044,0.4,0.4,0,0,0,0,0,0.1,0.5,0.4,0,0,0,0,0.8,0.1,0,0.3,0.6,0,0,0.4,0.5,0,0,0.7,0.1,0,0,0.8,0.1,0,0.4,0.4,0.1,0,0.6,0.3,0,0
500199514001024,6.5,5.5,0.3,0.2,0,0,0,1.3,7.2,5.7,0.4,0.4,0.1,0,11.3,1.7,0,4.4,8.7,0.7,0,6,7.3,0.3,0,10.8,1.4,0.6,0,11.5,1.3,0,6.4,5.4,1.3,0,8,4.9,0.5,0
500199514002034,6.7,5.7,0.3,0.2,0,0,0,1.4,7.4,5.9,0.4,0.4,0.1,0,11.7,1.8,0,4.5,9,0.7,0,6.2,7.5,0.3,0,11.2,1.5,0.6,0,11.9,1.3,0,6.6,5.6,1.4,0,8.3,5.1,0.5,0
500199516001046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518002041,0.5,0.4,0,0,0,0,0.1,0,0.5,0.4,0,0,0,0,0.8,0.1,0,0.3,0.7,0,0,0.4,0.6,0,0,0.7,0.1,0,0,0.8,0.1,0,0.4,0.4,0.1,0,0.5,0.4,0,0
500199518003027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518003029,2.5,2.1,0.2,0,0,0,0.4,0.1,2.9,2.2,0.1,0.1,0,0,4.2,0.7,0,1.5,3.7,0.2,0,2,3.1,0.1,0,4.1,0.5,0.2,0,4.3,0.5,0,2.2,2.2,0.6,0,2.8,2.1,0.2,0
500199518003018,0.9,0.8,0.1,0,0,0,0.1,0,1,0.8,0,0,0,0,1.5,0.3,0,0.5,1.3,0.1,0,0.7,1.1,0,0,1.5,0.2,0.1,0,1.6,0.2,0,0.8,0.8,0.2,0,1,0.8,0.1,0
500199518002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518002089,1.1,1,0.1,0,0,0,0.2,0,1.3,1,0,0.1,0,0,1.9,0.3,0,0.7,1.7,0.1,0,0.9,1.4,0,0,1.9,0.2,0.1,0,2,0.2,0,1,1,0.3,0,1.3,0.9,0.1,0
500199518003097,17.1,14.5,1.1,0.2,0.1,0,2.7,0.7,19.6,15,0.7,0.9,0.2,0,28.8,4.7,0.2,10.2,24.9,1.3,0,14,20.9,0.7,0.1,28,3.7,1.4,0,29.5,3.7,0.1,15.1,14.7,3.9,0,19.3,14.2,1.4,0
500199518003106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518001030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518003070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518003071,3.4,2.9,0.2,0,0,0,0.5,0.1,3.9,3,0.1,0.2,0,0,5.8,0.9,0,2,5,0.3,0,2.8,4.2,0.1,0,5.6,0.7,0.3,0,5.9,0.7,0,3,2.9,0.8,0,3.9,2.8,0.3,0
500199518001029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511001060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511001133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511001101,0.3,0.7,0,0,0,0,0.1,0,0.4,0.7,0,0,0,0,0.9,0.2,0,0.2,0.9,0,0,0.3,0.8,0.1,0,0.9,0.1,0,0,0.9,0.1,0,0.4,0.6,0.1,0,0.5,0.6,0,0
500199511001059,2.4,4.6,0.2,0,0,0,0.4,0.2,2.9,4.6,0.1,0.1,0.1,0,6.2,1,0,1.7,6,0.2,0,1.9,5.4,0.4,0,6,0.8,0.4,0,6.5,0.7,0,2.5,4.3,0.5,0,3.5,3.9,0.3,0
500199514002042,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.4,0.1,0,0.2,0.3,0,0,0.2,0.3,0,0,0.4,0,0,0,0.4,0,0,0.2,0.2,0,0,0.3,0.2,0,0
500199514002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199513001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199513001066,6.7,7.7,0.6,0.3,0,0,0.9,0.4,8.2,7.5,0.2,0.6,0.1,0,13.6,1.9,0.1,4,12.1,0.5,0,6.2,9.8,0.3,0,12.8,1.7,0.6,0.1,13.5,1.5,0,6.5,7.2,1.7,0,8.9,6.6,0.5,0
500199513001043,13.1,14.8,1.2,0.5,0,0,1.8,0.7,15.8,14.5,0.4,1.2,0.2,0,26.3,3.7,0.2,7.8,23.5,0.9,0,12,19,0.6,0,24.8,3.2,1.1,0.1,26.2,3,0,12.5,13.9,3.3,0,17.1,12.9,0.9,0
500199512003029,2.2,2.5,0.2,0.1,0,0,0.3,0.1,2.6,2.4,0.1,0.2,0,0,4.4,0.6,0,1.3,3.9,0.2,0,2,3.2,0.1,0,4.1,0.5,0.2,0,4.4,0.5,0,2.1,2.3,0.5,0,2.9,2.1,0.2,0
500199513001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199512002016,5.7,6.4,0.5,0.2,0,0,0.8,0.3,6.9,6.3,0.2,0.5,0.1,0,11.4,1.6,0.1,3.4,10.2,0.4,0,5.2,8.2,0.2,0,10.8,1.4,0.5,0,11.4,1.3,0,5.4,6,1.4,0,7.4,5.6,0.4,0
500199513001077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199513001074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199513001068,3,3.5,0.3,0.1,0,0,0.4,0.2,3.7,3.4,0.1,0.3,0.1,0,6.1,0.9,0,1.8,5.5,0.2,0,2.8,4.4,0.1,0,5.8,0.7,0.3,0,6.1,0.7,0,2.9,3.3,0.8,0,4,3,0.2,0
500199513001115,4.4,4.9,0.4,0.2,0,0,0.6,0.2,5.3,4.8,0.1,0.4,0.1,0,8.8,1.2,0.1,2.6,7.8,0.3,0,4,6.3,0.2,0,8.3,1.1,0.4,0,8.7,1,0,4.2,4.6,1.1,0,5.7,4.3,0.3,0
500199513001030,2.6,3,0.2,0.1,0,0,0.4,0.1,3.2,2.9,0.1,0.2,0,0,5.3,0.7,0,1.6,4.7,0.2,0,2.4,3.8,0.1,0,5,0.6,0.2,0,5.2,0.6,0,2.5,2.8,0.7,0,3.4,2.6,0.2,0
500199513001064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199512001039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199512002015,0.4,0.5,0,0,0,0,0.1,0,0.5,0.5,0,0,0,0,0.9,0.1,0,0.3,0.8,0,0,0.4,0.6,0,0,0.8,0.1,0,0,0.9,0.1,0,0.4,0.5,0.1,0,0.6,0.4,0,0
500199518002054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518002058,2.5,2.1,0.2,0,0,0,0.4,0.1,2.9,2.2,0.1,0.1,0,0,4.2,0.7,0,1.5,3.7,0.2,0,2,3.1,0.1,0,4.1,0.5,0.2,0,4.3,0.5,0,2.2,2.2,0.6,0,2.8,2.1,0.2,0
500199518003016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518003099,8.4,7.1,0.5,0.1,0.1,0,1.3,0.3,9.7,7.4,0.4,0.4,0.1,0,14.2,2.3,0.1,5,12.3,0.6,0,6.9,10.3,0.4,0,13.8,1.8,0.7,0,14.5,1.8,0,7.5,7.2,1.9,0,9.5,7,0.7,0
500199518002081,1.8,1.5,0.1,0,0,0,0.3,0.1,2.1,1.6,0.1,0.1,0,0,3.1,0.5,0,1.1,2.7,0.1,0,1.5,2.2,0.1,0,3,0.4,0.1,0,3.1,0.4,0,1.6,1.6,0.4,0,2.1,1.5,0.1,0
500199518001065,1.8,1.5,0.1,0,0,0,0.3,0.1,2.1,1.6,0.1,0.1,0,0,3.1,0.5,0,1.1,2.7,0.1,0,1.5,2.2,0.1,0,3,0.4,0.1,0,3.1,0.4,0,1.6,1.6,0.4,0,2.1,1.5,0.1,0
500199518001064,4.6,3.9,0.3,0,0,0,0.7,0.2,5.2,4,0.2,0.2,0,0,7.7,1.3,0,2.7,6.6,0.3,0,3.7,5.6,0.2,0,7.5,1,0.4,0,7.9,1,0,4,3.9,1,0,5.1,3.8,0.4,0
500199518002049,9.1,7.7,0.6,0.1,0.1,0,1.5,0.4,10.5,8,0.4,0.5,0.1,0,15.4,2.5,0.1,5.4,13.3,0.7,0,7.4,11.1,0.4,0,14.9,2,0.7,0,15.7,2,0,8.1,7.8,2.1,0,10.3,7.6,0.7,0
500199518002019,23.9,20.3,1.5,0.2,0.2,0,3.8,1,27.5,21,1,1.2,0.2,0,40.4,6.6,0.2,14.3,34.9,1.8,0,19.5,29.2,1,0.1,39.2,5.2,2,0,41.3,5.2,0.1,21.2,20.5,5.4,0,27,19.9,2,0
500199518003107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199518003012,2.7,2.3,0.2,0,0,0,0.4,0.1,3.1,2.4,0.1,0.1,0,0,4.6,0.8,0,1.6,4,0.2,0,2.2,3.3,0.1,0,4.5,0.6,0.2,0,4.7,0.6,0,2.4,2.3,0.6,0,3.1,2.3,0.2,0
500199518002066,5,4.2,0.3,0,0,0,0.8,0.2,5.8,4.4,0.2,0.2,0,0,8.5,1.4,0,3,7.3,0.4,0,4.1,6.1,0.2,0,8.2,1.1,0.4,0,8.6,1.1,0,4.4,4.3,1.1,0,5.7,4.2,0.4,0
500199518002067,10.5,8.9,0.7,0.1,0.1,0,1.7,0.4,12,9.2,0.5,0.5,0.1,0,17.7,2.9,0.1,6.2,15.3,0.8,0,8.6,12.8,0.5,0,17.2,2.3,0.9,0,18.1,2.3,0,9.3,9,2.4,0,11.8,8.7,0.9,0
500199511001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511001023,2.7,5.9,0.3,0.1,0,0,1,0.1,3.4,5.6,0.3,0.6,0.1,0,7.4,1.9,0,1.8,7.8,0.4,0,3.4,6.1,0.2,0,6.7,1.4,0.7,0,7.8,1.1,0,3.1,4.7,1.2,0,4.6,4.5,0.4,0
500199511001007,0.7,1.5,0.1,0,0,0,0.3,0,0.9,1.4,0.1,0.1,0,0,1.8,0.5,0,0.5,1.9,0.1,0,0.9,1.5,0.1,0,1.7,0.3,0.2,0,1.9,0.3,0,0.8,1.2,0.3,0,1.1,1.1,0.1,0
500199511001015,1,2.2,0.1,0,0,0,0.4,0,1.3,2.1,0.1,0.2,0.1,0,2.8,0.7,0,0.7,2.9,0.1,0,1.3,2.3,0.1,0,2.5,0.5,0.3,0,2.9,0.4,0,1.2,1.7,0.5,0,1.7,1.7,0.1,0
500199511001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199517002109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199519002033,12.1,16,0.7,0.2,0.1,0,3.2,0.2,15.5,14.5,0.6,1.1,0.2,0,25.3,4.4,0.3,9,22.6,1.1,0,12.3,19,0.3,0,24.8,3.4,0.9,0,25.2,3.3,0.1,12.7,13.2,3.2,0,16.4,13.7,0.3,0
500199519002126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199519002134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199519002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199519002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199519002014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002019,5.4,6.2,0.5,0.4,0.1,0.2,0.8,0.1,6.4,5.9,0.2,0.7,0.2,0,9.5,3,0.1,4,9.1,0.7,0,6,6.9,0.4,0.1,9.8,1.5,1,0.1,10.4,1.8,0,4.7,5.2,2.5,0,6.9,5.6,0.6,0
500199511002040,3.8,4.4,0.4,0.3,0,0.1,0.6,0.1,4.6,4.2,0.2,0.5,0.2,0,6.8,2.1,0.1,2.8,6.4,0.5,0,4.2,4.9,0.3,0,6.9,1.1,0.7,0,7.4,1.3,0,3.3,3.7,1.8,0,4.9,3.9,0.5,0
500199511002044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199511002010,1.6,1.8,0.1,0.1,0,0.1,0.2,0,1.9,1.7,0.1,0.2,0.1,0,2.8,0.9,0,1.2,2.6,0.2,0,1.7,2,0.1,0,2.9,0.4,0.3,0,3,0.5,0,1.4,1.5,0.7,0,2,1.6,0.2,0
500199515002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199515002046,16.3,13.9,0.8,0.4,0.1,0,0,3.4,18,14.4,1,1,0.3,0,28.5,4.3,0.1,11.1,22,1.7,0.1,15,18.3,0.8,0,27.1,3.6,1.5,0,29,3.2,0.1,16,13.6,3.3,0,20.2,12.4,1.2,0
500199515001008,3.8,3.2,0.2,0.1,0,0,0,0.8,4.2,3.3,0.2,0.2,0.1,0,6.6,1,0,2.6,5.1,0.4,0,3.5,4.3,0.2,0,6.3,0.8,0.4,0,6.7,0.7,0,3.7,3.2,0.8,0,4.7,2.9,0.3,0
500199514001018,5.8,5,0.3,0.2,0,0,0,1.2,6.4,5.1,0.3,0.4,0.1,0,10.2,1.5,0,3.9,7.8,0.6,0,5.4,6.5,0.3,0,9.7,1.3,0.5,0,10.3,1.1,0,5.7,4.9,1.2,0,7.2,4.4,0.4,0
500199514001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500199514001029,6.7,5.7,0.3,0.2,0,0,0,1.4,7.4,5.9,0.4,0.4,0.1,0,11.7,1.8,0,4.5,9,0.7,0,6.2,7.5,0.3,0,11.2,1.5,0.6,0,11.9,1.3,0,6.6,5.6,1.4,0,8.3,5.1,0.5,0
500199514002001,11,9.3,0.5,0.3,0.1,0,0,2.3,12.1,9.6,0.7,0.7,0.2,0,19.2,2.9,0.1,7.4,14.7,1.2,0.1,10.1,12.3,0.5,0,18.2,2.4,1,0,19.4,2.1,0.1,10.8,9.2,2.2,0,13.6,8.4,0.8,0
500199515002029,0.9,0.8,0,0,0,0,0,0.2,1,0.8,0.1,0.1,0,0,1.6,0.2,0,0.6,1.2,0.1,0,0.8,1,0,0,1.5,0.2,0.1,0,1.6,0.2,0,0.9,0.7,0.2,0,1.1,0.7,0.1,0
500199514001003,2.5,2.1,0.1,0.1,0,0,0,0.5,2.7,2.2,0.1,0.2,0,0,4.3,0.6,0,1.7,3.3,0.3,0,2.3,2.8,0.1,0,4.1,0.5,0.2,0,4.4,0.5,0,2.4,2.1,0.5,0,3,1.9,0.2,0
500199514001004,14.3,12.2,0.7,0.4,0.1,0,0,3,15.8,12.6,0.9,0.9,0.3,0,25,3.8,0.1,9.7,19.2,1.5,0.1,13.2,16,0.7,0,23.8,3.2,1.3,0,25.4,2.8,0.1,14.1,12,2.9,0,17.7,10.9,1,0
500199515002052,7.4,6.3,0.3,0.2,0,0,0,1.5,8.2,6.5,0.4,0.5,0.1,0,12.9,1.9,0.1,5,9.9,0.8,0,6.8,8.3,0.3,0,12.3,1.6,0.7,0,13.1,1.4,0,7.3,6.2,1.5,0,9.1,5.6,0.5,0
500199513001087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
