GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
130890000WB,13,089,0000WB,50.5,1866.8,21.8,124.8,1692.4,43.6,354.5,1179.5
130890000WC,13,089,0000WC,171.8,2026.6,107.4,282.1,1815.8,153.9,543.4,1298.4
130890000WD,13,089,0000WD,37.6,840.1,9.1,58.2,773.1,18.2,139.8,572.6
130890000WF,13,089,0000WF,127.5,1224,45,269.2,1054.3,53.1,515.2,562.8
130890000WG,13,089,0000WG,123,1802,36,166,1630,50,373,1132
130890000WI,13,089,0000WI,259.6,534.2,31.8,299.9,464.3,54.5,367.4,360.1
130890000WJ,13,089,0000WJ,534,1520.2,99.1,718.1,1262.8,114.9,931.9,968.8
130890000WK,13,089,0000WK,43,1331,32,84,1222,56,232,944
130890000WL,13,089,0000WL,542.1,598.3,65.2,653.4,470.8,61.2,745,353.1
130890000WN,13,089,0000WN,128,2079,33,210,1904,41,495,1359
130890000YA,13,089,0000YA,35,1145,17,68,1049,26,224,732
13091000LEE,13,091,000LEE,1691.6,978.8,71,1678.6,754.8,77,1751.6,542.9
130910CHAUN,13,091,0CHAUN,200,57,6,190,48,3,193,23
130910CLARK,13,091,0CLARK,54,5,0,49,2,0,53,4
130910EDDIN,13,091,0EDDIN,436.1,193.3,13.9,415.2,148.8,17.9,421.2,114
130910EMPIR,13,091,0EMPIR,234.5,25.4,5.2,223.2,25.9,4.2,220.3,25.4
130910JAYBI,13,091,0JAYBI,89,52,0,67,42,4,87,25
130910JONES,13,091,0JONES,256,33,7,233,37,3,215,30
130910MCCRA,13,091,0MCCRA,176,31,5,164,30,4,162,16
130910MILAN,13,091,0MILAN,170,43,1,143,30,6,150,18
130910MITCH,13,091,0MITCH,183.6,57.9,1,177.5,39.5,6.1,179.7,31.9
130910MULLI,13,091,0MULLI,231,70,6,235,45,5,233,31
130910PLAIN,13,091,0PLAIN,257,33,4,241,25,6,237,22
130910PONDT,13,091,0PONDT,369.5,118,5.1,350.4,94.6,10.3,348.8,72
130910RAWLI,13,091,0RAWLI,435.8,124.5,9,403,108.5,16.9,413.9,79.7
130910VILUL,13,091,0VILUL,121,4,1,109,4,2,110,4
130910YONKE,13,091,0YONKE,127,17,3,98,9,7,122,13
13093000002,13,093,000002,210.5,231.4,4,211.5,183.7,7,221.4,106.2
13093000005,13,093,000005,501,521,11,524,410,24,535,256
13093000007,13,093,000007,824.3,835.3,11.9,868.1,629.4,26.9,914.8,406.7
13093000008,13,093,000008,252.7,107.7,5.1,253.9,81.6,7.2,256.2,50.3
13093000010,13,093,000010,163.7,176,4,165.8,135.9,5,176.9,93.5
13095000001,13,095,000001,755.2,632.4,27.7,760.3,548.8,34.6,866.2,395.1
13095000002,13,095,000002,718,968.9,39.7,699.1,880.6,57.5,882.6,658.5
13095000003,13,095,000003,688,597,18,701,522,19,785,389
13095000004,13,095,000004,1467.7,1218,55,1493.7,1087.9,53.1,1716.9,712.7
13095000005,13,095,000005,1019,1186,40,1061,1062,37,1277,698
13095000006,13,095,000006,849.2,613.7,41.9,897.1,528.9,32.9,981,384.2
13095000007,13,095,000007,557.8,1732.3,27.1,607.9,1558.1,29.1,868,1079.8
13095000008,13,095,000008,84,1754,19,163,1565,20,420,965
13095000009,13,095,000009,521,391,9,498,344,16,550,241
13095000010,13,095,000010,31.5,1829.3,10.5,111.1,1591,12.9,312.9,1029.4
13095000011,13,095,000011,10,500,2,42,439,5,109,290
13095000012,13,095,000012,12,807,7,63,664,7,151,467
13095000013,13,095,000013,8,644,3,50,538,6,113,351
13095000014,13,095,000014,26,629,6,70,516,12,143,353
13095000015,13,095,000015,129.8,554.6,11.3,151.7,453.2,14.4,203.8,336.9
13095000016,13,095,000016,19.9,377.9,6.1,44.3,313.9,6.1,90.2,236.1
13095000017,13,095,000017,12,1255,8,77,1062,6,241,644
13095000018,13,095,000018,100.1,1103,13.1,163.9,949.1,20.3,310.9,675.5
13095000019,13,095,000019,149.1,311.2,7,150.2,276,10,205.5,197.3
13095000020,13,095,000020,767.8,806.5,18.9,727.1,719.2,36.7,849.1,501
13095000021,13,095,000021,135.8,383,6.3,152.8,335.4,7.2,215.8,217.6
13095000022,13,095,000022,185.8,1266.6,13.2,253.3,1086.3,18.1,424.8,749.5
13095000023,13,095,000023,382.5,750.5,14.5,407.6,667.4,11.6,503.2,430.8
13095000024,13,095,000024,69,853,6,112,726,10,215,488
13095000025,13,095,000025,855,473,17,859,411,24,935,271
13095000026,13,095,000026,39.1,658.3,6.1,63.7,578.8,8.3,144.4,370.8
13095000027,13,095,000027,623,389,31,646,341,26,695,229
13095000028,13,095,000028,10.4,619.8,10.4,17,582.9,19.8,134.2,426.1
13097000729,13,097,000729,342,2044,58,409,1847,69,704,1239
13097000730,13,097,000730,1075.3,1620.6,83,1110.4,1479.4,95,1373.8,1045.7
13097000731,13,097,000731,1125.7,871.1,54.5,1086.9,795.2,81.6,1237.6,593.5
13097000732,13,097,000732,200,1403,26,220,1306,41,410,896
13097000733,13,097,000733,616,975,46,645,860,63,815,615
13097000734,13,097,000734,949.5,565.7,46,922.6,504.5,75.6,1018.3,409.1
13097000735,13,097,000735,1318.6,719,88.7,1253,668.9,118.6,1424.6,543.6
13097000737,13,097,000737,684,1456.3,55.5,726.7,1326.4,72.4,950.7,942.8
13097000738,13,097,000738,767.5,453.3,34,735.4,411.5,55.5,830.7,326.9
13097000739,13,097,000739,1200,1404,82,1280,1250,70,1550,847
13097000740,13,097,000740,804,823,38,874,709,38,1010,489
13097000784,13,097,000784,818,1609.7,74,836,1478.6,105,1077.1,1095.4
13097000785,13,097,000785,383.4,1920,38.1,406.9,1770.4,58.7,640.7,1248.1
13097001258,13,097,001258,1966.4,1768.2,124.4,1991.4,1567.4,159.9,2276.6,1151.1
13097001259,13,097,001259,503,555,22,496,526,21,576,363
13097001260,13,097,001260,2411,637,95,2342,580,122,2492,474
13097001270,13,097,001270,180.3,1613.1,29,197.3,1490,48,407.4,1102.7
13097001271,13,097,001271,2098.5,508.8,66.3,2067.9,431.6,115.8,2130.2,397.9
13097001272,13,097,001272,2192,1142,94.9,2196,1003.6,128.5,2389.8,787
13097001273,13,097,001273,1061,1086,68,1048,991,100,1156,785
13097001274,13,097,001274,633,436,51,619,407,52,689,319
13097001275,13,097,001275,638.3,2618.7,111,721.7,2411.2,106.1,1092.9,1721.3
13097001276,13,097,001276,733,819,52,709,773,59,854,569
1309700736N,13,097,00736N,856.5,1616,81.3,875,1477.1,96.4,1169.4,1039.4
1309700736S,13,097,00736S,1422.2,2356.4,80.4,1484.9,2114.8,124.4,1825.2,1509.5
1309900000A,13,099,00000A,293,352,3,306,312,10,342,207
1309900000B,13,099,00000B,777,1272,26,803,1065,46,958,685
1309900000U,13,099,00000U,398.2,96.4,8,381.1,87.3,15.1,403.1,62.3
130990000CS,13,099,0000CS,543.8,183.6,15,507.9,174.7,26.9,537.9,126.7
130990000CU,13,099,0000CU,540,264,13,517,238,14,562,145
13101001058,13,101,001058,1007,156,13,874,146,45,979,105
1310300001A,13,103,00001A,811,149,28,788,133,33,824,114
1310300001B,13,103,00001B,1309.6,227.7,31.1,1231.7,183.5,61.8,1264.3,169.6
1310300001C,13,103,00001C,635.9,138,23.8,606.8,115.1,32.8,615.9,115
1310300001D,13,103,00001D,1006,122,36,961,108,44,981,104
1310300002A,13,103,00002A,1288,249,51,1254,202,63,1315,198
1310300002B,13,103,00002B,1335,356,64,1273,319,71,1342,285
1310300002C,13,103,00002C,1643,463,53,1628,381,90,1664,341
1310300003A,13,103,00003A,560.8,160.3,17.8,537.5,134.3,16.8,566.2,80.2
1310300003B,13,103,00003B,545.3,337.1,24.2,555.3,262.9,33.2,592.4,176.8
1310300003C,13,103,00003C,825.9,226.9,20.1,816.8,177.7,29.1,839,138.5
1310300003D,13,103,00003D,1117.7,424.6,48.7,1133.6,320.2,48.7,1208.2,227.7
1310300004A,13,103,00004A,1428.6,352.4,63.8,1412.6,295.5,69.8,1458.6,261.5
1310300004B,13,103,00004B,633.2,304.7,22.9,619.3,250.9,29.9,667.1,175.2
1310300004C,13,103,00004C,1213,190,54,1138,162,81,1174,207
1310300005A,13,103,00005A,1291.1,281.9,43.8,1226.4,243.1,61.8,1272.2,236.1
1310300005B,13,103,00005B,1464.8,650.3,61.4,1446.7,563.1,62.4,1561.1,420.7
1310300005C,13,103,00005C,738.1,217.8,34.8,734.9,195.9,33.9,772.7,162.2
13105000189,13,105,000189,1141.5,1137.5,44.7,1123.6,912,59.6,1350.1,571.2
13105000190,13,105,000190,335,98,6,306,73,15,335,47
13105000191,13,105,000191,408.2,101.8,6.8,379.1,84.3,10.7,419.8,56.2
13105000192,13,105,000192,205,52,4,190,48,8,197,33
13105000193,13,105,000193,522,213.3,5.7,499.4,174.7,16,558.9,105.7
13105000196,13,105,000196,204,93,6,189,81,16,200,62
13105000197,13,105,000197,634.6,387.8,22.3,601.5,341.4,38.3,704.8,199.4
13105000199,13,105,000199,313,36,5,270,43,11,275,43
13105000201,13,105,000201,761.5,209.2,17.9,690.1,192.4,29.8,761.5,128.9
13105000202,13,105,000202,188.1,59.2,8.7,179.4,56.9,6.7,191.6,36.9
13105000315,13,105,000315,504,126.7,10,460.9,125.6,18.1,493.1,90.3
13107000050,13,107,000050,405.8,37.9,5,369.5,39.2,15.1,380.3,39.2
13107000052,13,107,000052,41,93,0,42,74,1,53,32
13107000053,13,107,000053,2344.8,1483.9,41,2271.8,1191.9,93,2470.8,741.9
13107000057,13,107,000057,231.7,92.2,1.1,220.8,76.8,7.2,230,34.1
13107000058,13,107,000058,170,145,3,156,118,7,180,75
13107001208,13,107,001208,457.4,21.6,2.9,420.1,21.6,9.8,426,27.5
13107001333,13,107,001333,336.1,83.1,4,310.1,68.1,6,322.1,35
13107001429,13,107,001429,261,53,5,242,47,9,253,31
13107001502,13,107,001502,162.9,54.1,1,146.8,43.1,5,146.9,36.1
13107001560,13,107,001560,571,322,11,560,253,24,592,162
13107001748,13,107,001748,401,68,2,369,57,11,377,38
13109000011,13,109,000011,2378.8,1117.5,67.3,2369.9,842.5,79.4,2471.9,579.5
1311100COLW,13,111,00COLW,569,123.4,13.2,521.4,117.3,32.3,532.4,97.1
1311100FAIR,13,111,00FAIR,532,107,12,479,99,36,496,85
1311100FLIN,13,111,00FLIN,1471.9,284.6,39.6,1331.9,276.7,64.6,1351.6,224.3
1311100HEMP,13,111,00HEMP,630,122,13,561,116,30,560,115
1311100HOTH,13,111,00HOTH,611.4,108.1,13,551.3,106.1,27,550.3,110
1311100MINE,13,111,00MINE,914.3,141.9,11.9,824.1,138.9,45.6,806.2,135.9
1311100MOBI,13,111,00MOBI,582.9,94.9,14.3,518,102.9,27.4,549.1,85.5
1311100MORG,13,111,00MORG,995.8,227.4,12.4,920.2,201,46.5,919.1,184.9
1311100NOON,13,111,00NOON,445.9,94.6,2.1,424.7,79.5,17.1,436.7,64.5
1311100SKEN,13,111,00SKEN,165,50,3,153,51,7,158,41
1311100SUGC,13,111,00SUGC,1146.6,219.8,33.5,1078.3,201.9,50.5,1082.5,182
1311100TOCC,13,111,00TOCC,1559.6,349,53.7,1470.6,287.3,77.8,1461.9,283
13113000001,13,113,000001,628,1215,56,686,1075,48,850,679
13113000002,13,113,000002,1743,284.8,71,1698.3,245.1,92.3,1703.9,268.6
13113000003,13,113,000003,286,1903,36,347,1734,45,594,1097
13113000004,13,113,000004,641.2,658.8,40,652.7,556.1,66,710.4,433.2
13113000005,13,113,000005,596.5,464.5,30.4,585.1,399.9,63.6,632.6,332.5
13113000006,13,113,000006,379,444.1,20.9,389.3,395.9,30.9,448.1,287.9
13113000007,13,113,000007,606.5,724.4,43.6,619.4,651.1,55.5,711.5,467.7
13113000008,13,113,000008,908.2,1075.3,50.4,963.6,968.5,66.2,1106.9,670.1
13113000009,13,113,000009,1389.8,552.1,76.2,1457.9,436.7,98.2,1496.2,380.3
13113000010,13,113,000010,1242.5,1629.6,73.4,1343.7,1406.9,87.5,1564.5,980.3
13113000011,13,113,000011,687,316,53,676,271,63,723,239
13113000012,13,113,000012,797.5,341.2,52.1,829,270.3,54,862,244.5
13113000013,13,113,000013,1902,525,76,1930,408,112,1985,362
13113000014,13,113,000014,1711.6,593.3,84.7,1782.5,461.4,88.8,1860.2,389.2
13113000015,13,113,000015,1324,293.5,49.7,1344.7,220.4,65.6,1359.7,196
13113000016,13,113,000016,1548.8,713.9,73,1667.8,534.9,76,1715.8,414
13113000017,13,113,000017,661,266,55,693,222,43,733,190
13113000018,13,113,000018,1281.2,896.9,86.8,1338.1,713.3,111.8,1475.8,573.7
13113000019,13,113,000019,669.5,267.8,34.9,679,214.7,42,713,177.5
13113000020,13,113,000020,468,225,39,484,174,53,505,177
13113000021,13,113,000021,806,491,65,844,393,77,924,321
13113000022,13,113,000022,1097,278,60,1140,202,58,1164,182
13113000023,13,113,000023,156,519,16,184,462,23,251,310
13113000024,13,113,000024,568.8,466.2,37,559.3,433.9,38,608.6,322.8
13113000025,13,113,000025,837,359,29,870,288,54,903,256
13113000026,13,113,000026,1051,785,72,1099,661,83,1203,510
13113000027,13,113,000027,1343.9,620.8,66.6,1359.6,538.5,92.8,1431.3,432
13113000028,13,113,000028,636,777,40,685,683,44,789,443
13113000029,13,113,000029,714,985,44,739,839,72,850,592
13113000030,13,113,000030,1215,883,68,1225,775,73,1360,563
13113000031,13,113,000031,1655,789,117,1779,600,122,1861,522
13113000032,13,113,000032,941,370,80,973,280,84,1001,280
13113000033,13,113,000033,1027.4,404.8,56.3,1037.6,314.7,79.2,1085.8,283.8
13113000034,13,113,000034,1663,622.1,118.9,1746.4,471.1,122.1,1863.3,399.8
13113000035,13,113,000035,1036.4,1053.4,64.6,1092.8,883,94.3,1224.3,653.5
13113000036,13,113,000036,821.8,407.1,59.7,820.9,352.2,67.4,870,281
13115000001,13,115,000001,1582.1,525.2,74.9,1583,428.4,78.5,1672.7,343.1
13115000010,13,115,000010,663.1,123.2,22.3,628.7,117.1,24.3,631,106.9
13115000015,13,115,000015,1196,185,40,1123,165,67,1155,184
13115000020,13,115,000020,709,223,26,691,187,43,709,168
13115000025,13,115,000025,636.6,139.8,30,610.4,124.8,30.3,632.2,106.1
13115000030,13,115,000030,2448.7,653.5,78.7,2332.9,590.7,101.7,2488.3,452.1
13115000035,13,115,000035,237,40,7,214,40,12,230,38
13115000040,13,115,000040,734.1,90.3,20.6,691,87.8,23.7,710.2,77.8
13115000045,13,115,000045,466.7,72.8,12.4,416.5,82.1,21,444.9,66
13115000050,13,115,000050,841.2,392.9,51,818.4,349.6,55.2,908.9,282
13115000055,13,115,000055,1491.7,422,74.2,1410.9,370.9,103.6,1543,328
13115000060,13,115,000060,810,90,14,737,99,32,767,94
13115000065,13,115,000065,1619.7,548.6,67.7,1590.4,465.7,84.6,1724.9,350.2
13115000075,13,115,000075,1366.2,992,82.9,1373.1,812.4,94.8,1580.3,591.3
13115000076,13,115,000076,1258,752.5,75.7,1255.7,641.6,78.5,1400.4,446.2
13115000080,13,115,000080,794,168.5,21.1,699.5,170.7,41.2,729,162.4
13115000085,13,115,000085,357.9,129.5,24.3,345.4,103.5,29.4,373,102.3
13115000090,13,115,000090,1078.3,891.9,79.1,1179.1,720.1,77.7,1318.5,490
13115000105,13,115,000105,863,788.9,49.4,927.5,643.5,56.8,1027.7,433.6
13115000110,13,115,000110,181.9,477,26.9,218.4,379.2,28.2,281,242.6
13115000115,13,115,000115,454.9,59.8,12.7,433.3,56.9,13.7,451,45.1
13115000125,13,115,000125,309.7,122.4,16.1,296.6,103.7,14.3,320.7,85.5
13115000130,13,115,000130,1941.9,291,72.3,1812.5,271.3,88.2,1893.5,274
13115000135,13,115,000135,1239.8,328.2,50.5,1167.7,300.9,69.8,1252.5,255.7
13115000140,13,115,000140,832.6,651.1,54.2,924.1,500.2,53.7,1022.3,335.2
13117000001,13,117,000001,7102.1,3393.6,481,7657.2,2520.4,505.1,8227.3,2068.3
13117000002,13,117,000002,1856,1745,193,1999,1444,222,2294,1183
13117000003,13,117,000003,5227.3,1096.8,276,5119,874.8,414.2,5158.2,1139.2
13117000004,13,117,000004,3357.4,526.3,121.6,3230,429,222.8,3281.5,546.8
13117000005,13,117,000005,2421.5,581.1,124,2382.1,460.7,179.9,2464,492.4
13117000006,13,117,000006,3470.3,664.8,172.9,3384.2,524.3,256.1,3510.8,605.3
13117000007,13,117,000007,2778.7,928.5,156.2,2759.8,732,224.4,2863.5,731.4
13117000008,13,117,000008,3760.7,1043.5,208.9,3794.4,823.1,263.1,3911.8,821.3
13117000010,13,117,000010,8564.6,2807.2,580.8,8731.5,2185.4,662.8,9115.4,2178.4
13117000015,13,117,000015,4118,782.8,232,3921.5,648.1,345.4,4035.8,857.8
13117000016,13,117,000016,5234.1,1356.2,297,5123.6,1120.5,439.2,5277.5,1287.8
13117000019,13,117,000019,2733.3,1411.9,131.8,2905.6,1035.1,169.4,3158.4,827.6
13117000021,13,117,000021,5470.6,2350.5,338.1,5840.2,1672.5,393.6,6256.3,1490.1
13117000025,13,117,000025,3877.2,1859.1,224.6,4070.2,1410.3,244.2,4469.2,1083.3
13117000027,13,117,000027,4696.4,854.1,229.4,4589.2,684.2,321.8,4656.7,841.2
13117000029,13,117,000029,5186.6,2062.9,323.8,5329.6,1606.4,394.2,5615.7,1498.2
13119000001,13,119,000001,1195.8,141.2,19.9,1098.9,136.1,38.6,1138.2,136.4
13119000002,13,119,000002,818.4,120.7,17.1,711.9,114.6,56.2,761.1,133.7
13119000003,13,119,000003,1251.6,211.5,39.1,1158.4,204.6,63.6,1211.3,193.9
13119000004,13,119,000004,963,294,27,897,235,60,985,186
13119000005,13,119,000005,608,86,12,530,90,23,568,70
13119000006,13,119,000006,928.4,251.8,31.2,890.9,209.7,34.3,931.1,163.8
13119000007,13,119,000007,1278.8,136.3,30.2,1191.9,121.1,51,1233,134.6
1312100001A,13,121,00001A,173,1898,97,317,1680,125,616,1182
1312100001B,13,121,00001B,243,2304,125,436,1977,170,750,1427
1312100001C,13,121,00001C,19,580,13,44,506,24,82,403
1312100001D,13,121,00001D,23,268,6,36,230,15,74,168
1312100001E,13,121,00001E,173.3,1795.2,88.2,327.6,1546.6,119.4,559,1122.9
1312100001F,13,121,00001F,16,444,11,27.1,409.9,13,68.2,310.6
1312100001G,13,121,00001G,109.7,1136.8,55.8,207.4,979.4,75.6,354,711.1
1312100001H,13,121,00001H,20,378,10,44,330,14,70,244
1312100001I,13,121,00001I,0.1,0.8,0,0.1,0.7,0,0.2,0.5
1312100001J,13,121,00001J,41,1159,35,83,1035,47,207,788
1312100001P,13,121,00001P,17,577,11,45,501,16,104,382
1312100001R,13,121,00001R,7,564,7,33,464,9,83,345
1312100001S,13,121,00001S,25,801,10,80,685,18,138,527
1312100001T,13,121,00001T,49,695,20,80,611,37,155,468
1312100002A,13,121,00002A,455,1814,133,701,1496,143,1027,1041
1312100002B,13,121,00002B,178.3,1052,32.2,238.5,921.4,64.3,372,724.5
1312100002C,13,121,00002C,90,1121,48,176,947,76,360,687
1312100002D,13,121,00002D,268.8,2414.7,125.7,534.8,2021.3,162.6,918.4,1409.2
1312100002E,13,121,00002E,131,1040.2,51.2,229,894.9,72.8,410.6,581.4
1312100002G,13,121,00002G,241.7,1923.8,101.9,478.1,1588.2,156,807.4,1099.8
1312100002J,13,121,00002J,220,1844,94,396,1570,123,543,723
1312100002K,13,121,00002K,120,819,57,228,681,68,344,490
1312100002S,13,121,00002S,30,394,13,43,344,29,96,267
1312100002W,13,121,00002W,50.4,212.4,24.2,72.8,176.6,29.1,102.8,142.6
1312100003A,13,121,00003A,22,763,5,75,646,15,130,465
1312100003B,13,121,00003B,2.4,210.7,2.1,15.7,178.5,5.2,29.3,137.5
1312100003C,13,121,00003C,9.4,496.2,6.7,38.3,420.3,10.1,77.3,277
1312100003D,13,121,00003D,10,391,6,24,340,7,65,261
1312100003E,13,121,00003E,40,885,16,74,769,19,161,595
1312100003F,13,121,00003F,175.6,939.6,72.8,252.2,811.5,81.9,440.2,608.4
1312100003G,13,121,00003G,6,302,6,25,251,17,55,219
1312100003H,13,121,00003H,9,384,12,40,320,12,71,244
1312100003I,13,121,00003I,123,657,83,253,547,68,386,369
1312100003L,13,121,00003L,10,197.9,2.1,17.9,166.8,4.1,33.5,115.6
1312100003M,13,121,00003M,91.3,350.8,39.2,134.5,287.6,45.1,179.6,240.9
1312100003N,13,121,00003N,35,881,27,88,743,48,190,597
1312100003S,13,121,00003S,7,338,6,30,287,8,53,207
1312100003T,13,121,00003T,32,718,17,66,631,36,134,502
1312100004A,13,121,00004A,11,493,12,37,425,20,90,320
1312100004B,13,121,00004B,22.2,907.6,10.6,28,836.2,31.8,134.1,651
1312100004C,13,121,00004C,0,64,0,4,50,2,9,44
1312100004D,13,121,00004D,17,709.8,4,53,604.8,17,131.9,422.9
1312100004F,13,121,00004F,75.3,833.3,27.4,119.3,743.4,31.3,212.2,557.8
1312100004G,13,121,00004G,8,306,7,15,274,9,44,209
1312100004I,13,121,00004I,52.3,509.4,19.1,75.7,440.2,32.9,140.1,329.9
1312100004J,13,121,00004J,5,412,4,15,370,18,58,301
1312100004K,13,121,00004K,32.4,1084.8,20,97.2,938,42.9,176.3,719.7
1312100004L,13,121,00004L,31.2,867.9,28.4,65.3,763.1,53.4,144.9,621
1312100004M,13,121,00004M,4.7,188.6,1.8,14.2,153.7,7.1,33.1,121.8
1312100004S,13,121,00004S,23,1119,15,87,962,20,188,679
1312100004T,13,121,00004T,9,540,6,33,458,10,86,320
1312100004V,13,121,00004V,21.4,1239.1,17.6,82.8,1070.8,32.5,187.3,823
1312100004W,13,121,00004W,9,705,10,17,650,25,122,526
1312100005B,13,121,00005B,55,852,37,92,714,63,160,548
1312100005C,13,121,00005C,3,63,0,4,57,5,9,49
1312100005D,13,121,00005D,8,117,3,12,108,6,29,79
1312100005F,13,121,00005F,7,71,2,10,66,3,28,41
1312100005J,13,121,00005J,47,350,21,69,308,24,122,233
1312100005K,13,121,00005K,85,1255,55,152,1120,77,342,854
1312100006B,13,121,00006B,197,1012,69,384,800,81,572,504
1312100006D,13,121,00006D,1154,4573.3,255.7,1942.3,3712.6,275.8,2637.3,2425
1312100006E,13,121,00006E,253,1216,53,414,984,88,611,690
1312100006F,13,121,00006F,280.3,1451.3,106.7,509.7,1181,102.7,790,732.1
1312100006G,13,121,00006G,76.1,420.2,20,140.7,349.5,23.5,217.7,224.5
1312100006I,13,121,00006I,231,1435.4,82.3,384.6,1236.2,88.2,615.6,922.9
1312100006J,13,121,00006J,279.9,1374.8,85,542.3,1098.5,79.5,773.3,661.5
1312100006N,13,121,00006N,332.7,774.2,64.2,544.8,579.6,43.9,644.3,395.4
1312100006Q,13,121,00006Q,34.6,240.4,9.9,49.5,219.6,10.9,88,164.2
1312100006R,13,121,00006R,207.1,868.6,39.3,364.1,706.6,38.3,528,405.3
1312100007A,13,121,00007A,1905.2,2310,229.8,2471.2,1702.7,181.6,2767.1,1233.8
1312100007B,13,121,00007B,1215.3,941.2,107.3,1652.3,546,69,1755.4,368.3
1312100007C,13,121,00007C,1164.5,1329.9,90.6,1474.7,987.9,70.9,1621,626.1
1312100007D,13,121,00007D,950.8,1313.4,144.9,1270.2,970.8,116.4,1449.6,745.8
1312100007E,13,121,00007E,431,900,61,581,708,62,689,536
1312100007F,13,121,00007F,960.7,1372.4,120.4,1343.7,992.9,92.7,1578.1,642.2
1312100007H,13,121,00007H,589,775,51,837,530,54,944,350
1312100007J,13,121,00007J,605.5,1120.4,139.2,930.7,824.9,102.6,1096.2,595.1
1312100007M,13,121,00007M,198.6,442.4,41.5,257.3,362,33.8,335.2,272.9
1312100007N,13,121,00007N,152.7,639,43.4,189.7,555.4,43.4,297.4,426
1312100008A,13,121,00008A,962.7,943.5,80.4,1240.4,669.7,65.1,1352.5,468
1312100008B,13,121,00008B,1202.5,967.8,120.9,1550.7,613.9,102.2,1666.9,451
1312100008C,13,121,00008C,593.7,321,44,747.3,177.2,30.3,776.8,127.1
1312100008D,13,121,00008D,432.1,278.8,32.7,562.2,169,24.7,609.8,86.4
1312100008E,13,121,00008E,995.4,892,90.1,1371.7,568.2,53.5,1484.2,376
1312100008G,13,121,00008G,678.2,938.7,60.8,850.9,696.9,70.6,947.8,473.8
1312100008H,13,121,00008H,844.9,884.3,77.9,1259.4,541,34.3,1347,310.6
1312100008J,13,121,00008J,849.5,1007.7,114.8,1311.2,636.1,71.4,1428.5,444.5
1312100008K,13,121,00008K,260,397,64,399,288,37,484,184
1312100008L,13,121,00008L,753.3,1683.7,181.8,1110.7,1305.9,147.4,1369.5,947.7
1312100008M,13,121,00008M,693,558,43,937,341,32,1003,199
1312100008P,13,121,00008P,168,633,50,246,532,58,342,429
1312100009A,13,121,00009A,460.2,1488.6,136.6,682.9,1251,125.7,905.6,970.9
1312100009B,13,121,00009B,6.7,215.3,2.3,15.8,189.8,6.4,29.4,138.3
1312100009C,13,121,00009C,32.7,1537.2,23.8,122.8,1323.2,34.7,253.6,931
1312100009D,13,121,00009D,19,910,10,71,761,17,141,546
1312100009E,13,121,00009E,31,774.3,22.2,78.6,671.7,31.7,139.4,532.3
1312100009F,13,121,00009F,953.4,1457.2,173,1346.4,1062.4,150.8,1511,840.2
1312100009G,13,121,00009G,399,1480,120,661,1205,124,888,898
1312100009H,13,121,00009H,85,466,27,124,406,35,201,311
1312100009I,13,121,00009I,10,518,5,56,417,13,93,303
1312100009K,13,121,00009K,76.9,2365.2,42.8,211.3,2003.1,69.3,392.4,1566.8
1312100009M,13,121,00009M,288,993,114,460,827,101,605,653
1312100010A,13,121,00010A,29.1,1732.1,25,130.9,1497.8,32.2,314.5,1049.4
1312100010B,13,121,00010B,55.9,2509.3,31.9,189.7,2221.9,57.9,483.1,1564.1
1312100010C,13,121,00010C,20.8,1568.2,15.7,95.7,1371.5,31,205.5,1025.7
1312100010D,13,121,00010D,52.8,2050.5,15.9,178.4,1676.7,45.9,322,1246
1312100010E,13,121,00010E,8.2,551.5,9.1,45.6,476.4,11.2,87,339
1312100010F,13,121,00010F,18,600,7,54,513,7,111,358
1312100010G,13,121,00010G,21,819,2,82,702,18,143,532
1312100010I,13,121,00010I,10,242,5,20,218,2,52,160
1312100010J,13,121,00010J,17.6,678.8,9.3,54.7,586.7,16.9,134.7,412
1312100010K,13,121,00010K,32.6,867,11.4,75.2,761.5,21.8,173.4,510.2
1312100010M,13,121,00010M,30.4,1208,19.6,105.8,1035.5,36.2,210.6,779.8
1312100010P,13,121,00010P,17,715,11,51,629,16,102,454
1312100010R,13,121,00010R,8,367,5,24,319,10,47,244
1312100011B,13,121,00011B,65.2,3074,37.5,226.9,2707.7,81.7,537.8,1952.2
1312100011C,13,121,00011C,28.6,1631.5,15.6,114.3,1484.7,34.7,311.4,1024.9
1312100011G,13,121,00011G,19,972,14,92,785,26,167,547
1312100011H,13,121,00011H,12,347,4,27,302,8,66,208
1312100011J,13,121,00011J,22.8,808.7,4.9,52.1,699.6,11.4,148.2,473.2
1312100011K,13,121,00011K,27,1079,18,87,950,16,178,670
1312100011M,13,121,00011M,32.8,1701.2,18.7,110.2,1513.5,39.6,284.6,1124.8
1312100011N,13,121,00011N,31.2,1432,15.3,101.9,1269.1,27.7,256.8,884.1
1312100011P,13,121,00011P,17.9,1008.1,13.9,88.6,845.9,25.9,159.2,584.1
1312100011R,13,121,00011R,22.1,827,8.6,62.8,690.4,17.5,120.8,519.5
1312100012A,13,121,00012A,111,2389,65,235,2109,112,458,1615
1312100012D,13,121,00012D,11,579,9,33,503,17,72,399
