GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL
13251000008,13,251,000008,112.3,135.1,3.5,114.9,129.8,0.9,105.3,126.3,9.7,102.6,129.8,4.4
13251000009,13,251,000009,479,146,5,473,147,6,465,133,12,457,131,8
13251000010,13,251,000010,264,519,6,269,500,10,266,484,16,263,488,11
13251000011,13,251,000011,209,84,1,212,72,3,204,73,3,196,70,5
13251000012,13,251,000012,74.2,136,1.2,73.8,133.6,2.6,76.9,127.3,2.8,71.7,129.3,2.7
13253000001,13,253,000001,672.1,216.7,5.1,658.8,211.7,13.2,641.5,207.6,8.4,634.2,206.5,6.3
13253000002,13,253,000002,492,257,2,495,232,13,480,230,14,464,233,12
13253000003,13,253,000003,89,530,5,111,498,6,99,482,8,102,467,7
13253000004,13,253,000004,619,155,3,612,148,11,600,135,13,588,135,12
13253000005,13,253,000005,738.9,95.3,3.9,720.2,97.3,10.8,703.5,88.4,20.6,687.8,86.5,17.7
13255000001,13,255,000001,171.2,898.2,6.4,151.3,868.3,33.1,150.9,846.5,47.5,144.4,849.4,29.4
13255000002,13,255,000002,115.8,842.1,7,102.8,824.2,25.9,91.8,808.2,31.9,88.8,816.2,20
13255000004,13,255,000004,1494.4,567.3,28.6,1510,527,44.4,1493.2,468,83.8,1485.3,477.8,63.1
13255000005,13,255,000005,897.4,1215.4,18.4,884.8,1169.8,55.8,859.5,1132.1,81.2,851.1,1138,62.1
13255000006,13,255,000006,302.3,956,11.2,288.3,931.7,32.2,274,917.6,46.6,268,904.6,36.5
13255000007,13,255,000007,953.8,323.6,22.8,961.7,298.8,31.6,939.9,284,54.4,928,288.9,54.4
13255000008,13,255,000008,939,361.5,16.1,942,340.4,23.1,915.1,325.4,53,913,327.5,48.1
13255000009,13,255,000009,1106,206,13,1075,205,29,1048,193,51,1036,200,45
13255000010,13,255,000010,897.9,529.9,11.8,884.1,516.1,19.7,874.2,490.4,32.6,863.4,488.4,29.6
13255000011,13,255,000011,1228.5,632,19.4,1209.4,629.7,34.3,1189.7,589.3,60.5,1182.6,590.1,54.3
13255000012,13,255,000012,1274.3,272.2,22.4,1248,273.2,29.3,1214.8,244.9,70.2,1220.7,246.9,56.6
13255000013,13,255,000013,1500.8,265.8,10.7,1461.8,262.5,39.7,1450,235.7,54.3,1443.5,240.9,46.1
13255000014,13,255,000014,817,364,12,789,353,33,769,327,56,768,329,41
13255000016,13,255,000016,820.8,1697,17.4,785,1657.4,48.4,765.7,1622.6,66.7,744.4,1616.8,59
13255000017,13,255,000017,743.3,389.6,9,714.8,385.1,29.4,698.3,377.6,32.8,694.3,373.9,28.7
13255000019,13,255,000019,1080.2,431.4,11.3,1058,418.3,28.2,1050,401.9,38.7,1037.1,401.2,37.1
13255000020,13,255,000020,1252,238,9,1228,221,29,1218,205,38,1209,206,38
13255000021,13,255,000021,2234,1498,26,2252,1379,69,2203,1330,101,2178,1351,71
13257000001,13,257,000001,2325.2,592,32.8,2321.5,542.8,56.6,2259.5,508.1,89.8,2232.9,508.3,82.7
13257000002,13,257,000002,945.1,240.6,13.3,943.6,220.6,23,918.4,206.5,36.5,907.5,206.6,33.6
13257000003,13,257,000003,1854.8,472.2,26.1,1851.8,433,45.1,1802.3,405.3,71.7,1781.2,405.5,65.9
13257000004,13,257,000004,513.7,130.8,7.2,512.9,119.9,12.5,499.2,112.2,19.9,493.3,112.3,18.3
13257000005,13,257,000005,314.1,80,4.4,313.6,73.3,7.6,305.2,68.6,12.1,301.6,68.7,11.2
13257000006,13,257,000006,1066.1,271.4,15,1064.4,248.9,26,1035.9,232.9,41.2,1023.7,233.1,37.9
13257000007,13,257,000007,844.1,214.9,11.9,842.8,197.1,20.5,820.2,184.4,32.6,810.6,184.5,30
13257000008,13,257,000008,1528.3,386,21.3,1525.4,353.9,36.9,1485.1,331.5,58.7,1467.8,331.4,54
13259000002,13,259,000002,345,501,1,337,484,14,318,459,18,315,470,12
13259000005,13,259,000005,456,681,6,466,631,21,417,577,21,404,586,10
13261000015,13,261,000015,770,416,9,769,401,15,761,384,15,751,372,18
13261000017,13,261,000017,227,216,6,225,210,6,212,209,9,216,205,10
13261000028,13,261,000028,462.6,218.4,2,457.6,218.4,5,449.6,211.4,8,433.7,209.4,10
13261000029,13,261,000029,267.1,92.4,6,259.2,100.1,3.1,258.1,89.9,9.1,259,86.9,5.1
1326100E-27,13,261,00E-27,678.2,579.1,5.9,682.7,557.7,13.3,670.7,549.8,19,672.5,548.7,13.4
1326100N-26,13,261,00N-26,260,41,0,255,38,4,256,33,4,253,36,4
1326100O-26,13,261,00O-26,397,379,5,394,369,6,374,374,10,380,361,9
1326100W-27,13,261,00W-27,773.9,532.9,12.7,774,509.2,19.1,753.3,517.1,21,746.1,508,21.8
132610C1-27,13,261,0C1-27,389.2,1356.5,12,393.3,1324.2,25.1,381,1299.3,33.2,379.1,1296.3,30
132610C2-27,13,261,0C2-27,1145.1,1016.1,26.5,1158.2,972.5,41,1152.9,934.6,48.3,1145.9,925.3,48
132610C3-27,13,261,0C3-27,363.1,1474.8,15,376,1418.1,27.5,348.3,1422.8,35.6,350.6,1397.1,31.7
13263000001,13,263,000001,189,256,2,184,245,10,180,245,10,177,240,9
13263000002,13,263,000002,261.7,278,0,271.3,262.7,2.9,255.9,259.8,9.6,255,251.1,10.6
13263000003,13,263,000003,122.1,203.6,1,109.5,193.5,3,114.2,175.8,8,110.2,173.7,8
13263000004,13,263,000004,158,217,2,155,208,5,146,204,9,147,208,5
13263000005,13,263,000005,129.5,524,4,141.8,480.6,11.1,126.4,471.5,18.2,127.4,462.3,13.3
13263000006,13,263,000006,200,144,1,193,140,7,192,134,12,184,134,12
13263000008,13,263,000008,330,488,6,330,480,12,321,467,24,317,466,16
13265000172,13,265,000172,73.6,114.8,4,74.6,106.7,2.1,74.6,101.7,3.1,72.5,100.7,4.1
13265000601,13,265,000601,288.4,446.1,3,293.4,414.2,13,268.5,398.2,13,263.5,388.3,8
13267000001,13,267,000001,457,107,4.2,441.8,107.7,11.4,441.2,94.1,15.9,434.8,88.3,14.8
13267000003,13,267,000003,789.7,229.4,3.1,764.6,222.3,20.1,747.4,198.2,30.3,755.3,190.2,24.2
13267000004,13,267,000004,145,51,2,141,50,6,138,47,3,133,45,3
13267000005,13,267,000005,1077.8,533.7,10,1062.7,506.7,29.1,1045.6,475.5,27.2,1024.5,478.6,31.2
13267000007,13,267,000007,1405,365,28,1398,351,39,1357,335,50,1338,332,50
13267000008,13,267,000008,1221,512,12,1206,487,28,1172,454,35,1173,443,26
13267000009,13,267,000009,666,92,6.2,656.3,90.7,12.2,641.2,81.2,15.4,635.8,80.8,16.1
13267000010,13,267,000010,370.1,182,4,360.1,174,14,349.1,161,17,338.1,165,20
13269000001,13,269,000001,119,555,7,130,523,18,123,507,15,124,508,14
13269000005,13,269,000005,1364,252,11,1342,233,31,1306,227,34,1285,216,32
13269000006,13,269,000006,947.8,589.7,16.2,939.6,565.3,32.4,922.2,544.9,35.6,903,536,39.6
132710000HE,13,271,0000HE,438,216,4,427,203,22,402,196,16,400,196,12
132710000JA,13,271,0000JA,331.3,90,1,310.6,90.9,12.2,301.2,91.8,4.7,292.7,85.2,5.7
132710000LU,13,271,0000LU,397.8,335,6.1,392.7,329.6,10.3,368.6,326.7,10.4,355.5,321.6,15.3
132710000MC,13,271,0000MC,893,715,9,867,694,15,829,678,23,820,676,21
132710000MI,13,271,0000MI,556.4,72.8,1,553.4,66.8,2,521.5,66.8,12,509.5,63.8,10
132710000SC,13,271,0000SC,205.5,57.2,0.1,198.4,49,7.2,190.2,49,6.2,186.2,51.9,6.2
13273000001,13,273,000001,439,1434,19,477,1366,28,447,1355,36,431,1364,33
13273000002,13,273,000002,637,310,10,638,299,13,630,285,16,628,283,16
13273000003,13,273,000003,317.1,281.3,3,320.1,270.3,4,300,272.3,7.1,305,267.3,8.1
13273000004,13,273,000004,206,114,1,202,111,5,196,103,14,191,105,10
13273000005,13,273,000005,289,146,1,289,140,3,283,135,4,282,137,5
13273000006,13,273,000006,118,91,2,116,91,5,117,89,2,116,88,3
13275000101,13,275,000101,380,103,3,379,90,11,365,96,11,358,94,8
13275000102,13,275,000102,592.1,546,10,591.1,511,26,581.1,504,27,573.1,504,18
13275000103,13,275,000103,1597.6,792,22.4,1596.5,740.7,50.4,1562.4,711.7,61.5,1545.6,726.6,43.9
13275000104,13,275,000104,567.9,163.7,7,557.8,157.6,15.1,532.7,140.6,26.2,514.6,145.6,22.2
13275000105,13,275,000105,263,1211,12,278,1130,36,266,1127,42,257,1119,45
13275000106,13,275,000106,720.8,179.7,4,715.9,164.9,14.8,700.1,161.9,21.7,693.2,163.9,19.8
13275000107,13,275,000107,814.6,472.9,7.2,839.8,429.3,16.4,839.9,392,24.7,831.8,394.7,18.5
13275000108,13,275,000108,902.5,321.7,11.8,910.7,289.4,26.4,897.6,278.8,29.8,881.3,285.7,28.2
13275000109,13,275,000109,301.6,986.2,11.9,322.4,925.8,31.6,318.5,906.9,29.7,307.6,907.9,27.7
13275000110,13,275,000110,1139.3,666.8,19.2,1181.1,598.1,28.6,1174.2,554.6,49.2,1159.5,557.6,44.8
13275000111,13,275,000111,344,239,4,343,231,12,340,217,12,329,221,8
13275000112,13,275,000112,370.3,133.6,2,368.3,125.5,4,364.2,126.5,4.1,356.2,127.5,2.1
13275000113,13,275,000113,162.9,64,0,157.9,67,4,157.9,62,3,154.9,60,6
13275000114,13,275,000114,1156.9,414.6,18,1148,401.5,31,1146,378.3,37,1121.2,386.1,32.1
13275000115,13,275,000115,684,149,3,669,146,12,655,134,21,651,138,19
13275000116,13,275,000116,251,58,1,254,50,2,245,48,6,238,53,6
13275000117,13,275,000117,401,90,2,400,85,7,392,86,9,386,87,10
13275000118,13,275,000118,1094.4,693,20.6,1079.5,650.3,50.6,1072.6,615.3,52.5,1059.4,629.4,44.1
13275000119,13,275,000119,59.3,677.4,5,75.2,642.3,9.2,66,631.5,10.9,61.8,629.8,10
13275000120,13,275,000120,1150.8,746.5,26.8,1152.8,722.7,33.8,1143.8,680,50.7,1135.8,670.1,50.6
13277000001,13,277,000001,1291,818,32,1302,748,58,1292,701,89,1267,712,65
13277000002,13,277,000002,1485.6,307,18,1491.6,283.8,29.2,1475.4,252.8,42.2,1458.5,252.7,42.1
13277000003,13,277,000003,881.2,161.8,13,866.2,152.9,26,873.2,138.9,23,853.2,143.9,19
13277000004,13,277,000004,899,158,8,890,158,10,890,142,18,870,144,19
13277000005,13,277,000005,680.6,81,3.6,677,77.4,7.2,678.8,56.7,13.5,664.4,65.7,6.3
13277000006,13,277,000006,771.2,111.1,6,774.2,102.1,10,758.2,97.1,11,747.2,100.1,10
13277000007,13,277,000007,402.8,128.9,11,405.8,114.9,15,396.8,109.9,19,398.8,109.9,17
13277000008,13,277,000008,640,207,4,653,179,9,653,153,23,630,175,12
13277000009,13,277,000009,1637,685,32,1629,651,51,1640,578,85,1612,600,61
13277000010,13,277,000010,483.4,790,15.4,492.9,756.7,16.8,475.2,694.5,74.3,467.6,727.5,24.6
13277000011,13,277,000011,273.8,1176.1,15.1,288.9,1098,28.1,272.8,1037.9,80.2,261.8,1056,44.1
13277000012,13,277,000012,1344,701,19,1349,637,45,1353,581,68,1330,605,47
13279000039,13,279,000039,946,109,7,932,111,10,910,111,12,905,101,15
13279000043,13,279,000043,898,71.3,11.9,885.1,73.3,13.8,853.5,69.3,18.8,843.6,71.3,14.8
13279000513,13,279,000513,2704.9,1269.2,45.9,2703.9,1204.3,67.9,2638,1125.4,111.8,2644,1125.4,83.9
13279000514,13,279,000514,1658.2,890.7,24,1634.2,865.7,47.1,1607,821.5,64.2,1586.8,814.6,55.2
13279015361,13,279,015361,1622.2,586,13.8,1595.8,565.4,33.4,1556.7,520.3,65.6,1526.5,530,57.8
13281000833,13,281,000833,2197,455.8,22.9,2155.9,442.5,52.6,2109.1,414.7,58.3,2054.6,410,66.9
13281000990,13,281,000990,2168,524.2,11.1,2138.9,484.2,48.1,2082.8,468.1,58.2,2055.6,455.1,47.2
13281001468,13,281,001468,1923.4,550.1,10,1902.4,505.1,43,1887.4,476.1,44,1851.4,480.1,44
13281001581,13,281,001581,96,19.9,1,94.2,19.3,2.3,92.1,18.1,2.5,89.8,17.9,2.9
1328300SOPE,13,283,00SOPE,801,819,17,808,761,36,772,711,41,760,709,32
132830ANNEX,13,283,0ANNEX,1295.4,132.8,7,1265.5,131.8,15.9,1214.7,121.8,25.9,1198.8,124.8,23.9
13285000001,13,285,000001,1963,695.1,45.2,2016.9,619.6,50.1,2009,544.1,92.3,2010.8,544.1,79.6
13285000002,13,285,000002,690.5,1438.2,25,705.2,1372.9,44.2,683,1346.5,58.9,659.9,1347.5,56.6
13285000003,13,285,000003,1025,1709,30,1037,1662,48,1020,1596,81,1006,1600,58
13285000004,13,285,000004,94,1153,14,117,1090,26,98,1092,34,88,1071,29
13285000005,13,285,000005,370,684.8,13.2,370.8,671.6,15.7,360.1,643.5,26.4,352.7,641.9,23.9
13285000006,13,285,000006,1692.3,798.2,26.1,1662.5,774,55,1636.4,738.6,87.6,1618.7,742.3,68
13285000007,13,285,000007,1961,444.9,25.1,1954.2,424.6,45.1,1931.3,396.3,56.2,1914.3,404.3,54.2
13285000008,13,285,000008,2380.1,530.9,22.7,2352.6,513.9,47.3,2353.6,464.7,70,2313.8,473.2,62.5
13285000009,13,285,000009,362.5,167.1,5.5,359.2,162,9.6,357.3,153,15.1,351.6,154.5,12.2
13285000010,13,285,000010,2138.7,632.2,27.1,2132.5,615.1,39.2,2127.4,572,61.4,2099.3,583,54.3
13285000011,13,285,000011,1858.7,741.8,29.6,1850.4,724.5,39.3,1820.5,680.8,76,1816,676.7,58.5
13285000012,13,285,000012,1084.8,804.3,23.6,1088.5,779.8,30.9,1086.7,742.6,49.9,1064.9,749.9,39
13285000013,13,285,000013,969.4,382.5,19,955.2,374,29.6,946.9,359.9,32.2,935.9,364.6,28.2
13285000015,13,285,000015,511,605,7,506,580,27,506,565,25,503,558,23
13285000016,13,285,000016,1042,791,15,1054,747,29,1061,708,41,1055,703,34
13287000001,13,287,000001,1025,1217,27,1045,1146,45,1001,1118,79,990,1119,62
13287000002,13,287,000002,1026,146.7,4,997.3,154.7,9.9,978.5,142.8,23.8,975.5,140.8,17.8
13287000003,13,287,000003,289,45,2,283,43,7,277,43,4,274,45,3
132890000DB,13,289,0000DB,781,190,6,744,197,29,747,178,27,722,186,26
132890000GI,13,289,0000GI,483.2,686.4,9,468.3,667.3,24.9,461.1,658.4,19,447.2,650.4,23
132890000HV,13,289,0000HV,410,151,1,401,145,8,380,142,14,369,142,11
1328900JV/W,13,289,00JV/W,401.1,709.6,7,411,670.7,15,369.2,665.7,29,366.1,664.6,28
1328900SG/T,13,289,00SG/T,294,306,7,288,300,10,281,284,13,269,283,10
13291000001,13,291,000001,1631.9,373.8,12.8,1577.7,355,51.8,1557,331.4,55.5,1533,335,53.5
13291000002,13,291,000002,1342,276,5,1324,257,28,1298,239,34,1281,242,34
13291000003,13,291,000003,962,258,10,957,247,20,956,217,33,941,223,26
13291000004,13,291,000004,1590.7,317.1,16.9,1558.1,288.5,57.9,1543,275.2,47.5,1523.8,280.1,38.9
13291000005,13,291,000005,381.5,93.1,2,366.5,87.1,11,349.5,89.1,17,344.5,85.1,22
13291000006,13,291,000006,697.6,179.9,10,708.6,159.9,16,677.6,159.9,26,676.6,158.9,25
13291000007,13,291,000007,855.5,233.5,11.7,842.8,221.8,28,829.4,211,31.5,820.4,215.5,26.1
13291000008,13,291,000008,1176.1,228,9.1,1150.6,204.1,37.9,1129.2,195.9,45.3,1107,202.5,40.3
13291000009,13,291,000009,1644.7,393.4,10.4,1620.5,368.6,34.3,1593.4,336.9,51.8,1570.9,343.9,50.8
13291000010,13,291,000010,1461.1,249.2,10.2,1419.3,238,36.2,1398,217.6,45.5,1372,225,44.5
13291000011,13,291,000011,908,199,10,898,189,18,894,172,25,873,182,23
13293000470,13,293,000470,393.4,125.6,2,385.4,124.1,6.5,382.4,118.1,9.6,374.8,118.6,10.6
13293000555,13,293,000555,2373.3,644,20.1,2348.6,619.4,45.3,2304.4,576.1,72,2264.6,584.6,63.4
13293000561,13,293,000561,283,222.2,4.6,285.6,208.8,10.2,278.4,202.4,13.9,273.1,204.4,11.6
13293000588,13,293,000588,389.6,124.4,2,381.6,122.9,6.5,378.6,116.9,9.4,371.2,117.4,10.4
13293000589,13,293,000589,44,266,2,41,262,3,48,249,4,49,246,3
13293001336,13,293,001336,1146.3,311.7,9.7,1134.4,299.7,21.9,1113,278.8,34.8,1093.8,283,30.6
13293001577,13,293,001577,498.8,135.4,4.2,493.6,130.2,9.5,484.3,121.1,15.1,476,122.9,13.3
13293001610,13,293,001610,700,191.9,6,692.8,184.5,13.4,679.7,171.7,21.3,668,174.2,18.8
13293005610,13,293,005610,2781.2,2183.3,45.3,2806.3,2051.7,99.8,2735.7,1988.8,137,2683,2008.8,114.4
13295000869,13,295,000869,1252.4,233.1,17.8,1225.8,222.6,37,1213.7,198,46.5,1190.7,202.2,51.3
13295000871,13,295,000871,3250.4,813.3,68.4,3128.2,786,145.7,3093,702.9,186.7,3010.9,741,181.8
13295000881,13,295,000881,948.3,196.2,14.2,930.2,180.9,31.3,916.8,156.6,40.1,900.8,158.9,39.4
13295000943,13,295,000943,594.7,73.9,9,575.8,73.9,18.9,576.2,64.9,18.9,557.3,70,21.5
13295000944,13,295,000944,2641.3,482.6,36.5,2587.6,460.6,75.8,2562,409.5,95.2,2514.5,417.1,106.2
13295000953,13,295,000953,455.5,84.4,5.2,445.2,78.8,12.9,434.9,74.1,17,421.5,73.6,19
13295000960,13,295,000960,802.4,101.2,12.2,776.9,101,25.6,777.3,88.8,25.8,751.9,95.8,29.2
13295001053,13,295,001053,429.5,79.6,4.8,419.8,74.2,12.1,410.1,69.9,16,397.5,69.4,18
13295001161,13,295,001161,529,131.9,9.6,526.8,121.5,17.8,513.5,103,29.6,503.1,109.7,28.9
13295001501,13,295,001501,2249.4,650.9,43.1,2211.5,605.8,90.2,2186,562.7,117,2144.8,567.2,120.2
13295001800,13,295,001800,166.8,41.6,3,166.1,38.3,5.6,161.9,32.5,9.3,158.6,34.6,9.1
13295001808,13,295,001808,373,98.6,7.4,366.8,93.9,12.4,359.2,87.6,14.7,350.4,90.7,17.1
13295001809,13,295,001809,673,162.2,12,660.9,153,22.3,649,139.6,27,634.9,143.4,29.4
13295001812,13,295,001812,2803.9,970.2,56.8,2704.2,919.4,141.8,2676.1,867.5,156.9,2613.4,878.7,156
13295001818,13,295,001818,2875.5,595.9,42.9,2820.4,549.6,95.1,2779.7,475.7,121.8,2731.1,482.7,119.7
13295001851,13,295,001851,593,321,22,635,278,32,639,239,39,623,255,33
13295001893,13,295,001893,1429.9,412.5,24.7,1381.6,399.7,62.2,1360.9,360.2,76,1337.2,358.2,73
13295001898,13,295,001898,1105.9,320,21.2,1087.3,297.8,44.3,1074.7,276.6,57.5,1054.5,278.9,59.1
13297000250,13,297,000250,2348,499,26,2318,482,56,2287,442,100,2285,447,82
13297000414,13,297,000414,896,131,11,882,130,16,877,113,24,878,110,24
13297000415,13,297,000415,3113,763,44,3091,722,86,3088,665,126,3063,674,119
13297000416,13,297,000416,1631.4,295.6,18,1614.3,280.5,43.1,1579.3,256.5,72.1,1573.3,267.5,54.1
13297000417,13,297,000417,2558.7,992.9,50,2513.7,951.9,109,2473.7,901.9,154,2460.7,912.9,122
13297000418,13,297,000418,2364.4,927,40,2329.9,911,72.2,2298.8,863.9,104.2,2275.7,861,97.1
13297000419,13,297,000419,1795.9,759.1,36.2,1763,716,84.3,1741.9,692.7,102.5,1721.8,695.7,96.4
13297000420,13,297,000420,1311,1512,31,1275,1458,82,1262,1415,118,1266,1412,96
13297000421,13,297,000421,1651.4,762.8,34.9,1633,718.6,79,1628.4,677.3,98.3,1608.2,691.1,87.3
13297000422,13,297,000422,2709.6,770.2,37.1,2688,725.4,82,2666.6,684.7,111.7,2643.8,695.9,95.7
13297000423,13,297,000423,2613.6,604.5,39,2567.7,578.5,89.9,2559.7,521.5,119.9,2544.7,534.5,102.9
13297000424,13,297,000424,2064,498,37,2059,476,48,2036,433,100,2020,438,87
13297000425,13,297,000425,1388,922,24,1355,878,75,1326,858,104,1305,860,92
13297000426,13,297,000426,1259.1,308.9,13.8,1261,294,20.7,1256.1,275.3,35.5,1249.2,272.3,32.6
13297000427,13,297,000427,1633.3,1382.1,27,1627.3,1327.1,58,1604.3,1284.1,98,1583.3,1306.1,69
13297000454,13,297,000454,1134.7,215.1,12.1,1117.3,208.3,23.3,1118,188.8,34.4,1110.8,192,26.1
13297000502,13,297,000502,1412,155,24,1389,161,33,1388,132,47,1362,141,53
13297000503,13,297,000503,798.6,108,6,782.1,108,15.8,773.2,96.1,20.8,768.3,98,15.9
13297000559,13,297,000559,1418.3,237.9,14.9,1404.4,223.9,36.8,1379.5,203,56.7,1368.6,203,59.7
13297001663,13,297,001663,2969,738,40,2962,704,73,2968,627,96,2928,632,104
13297001675,13,297,001675,874,132,7,871,121,12,869,115,14,866,107,18
13299000100,13,299,000100,472.6,1974.2,11.8,502.2,1807.4,74,447.9,1849.8,76,431.1,1851.8,61.2
13299000300,13,299,000300,2093.4,656.8,19.2,2066.8,599.6,57,2013.1,604.1,71,1965.9,596.2,75.8
13299000304,13,299,000304,678.4,112.9,6,656.4,115.9,13,641.5,105.9,19,622.5,104.9,22
13299000400,13,299,000400,2199.4,362.2,16,2161.6,354.2,30.9,2131.6,324.4,54.8,2081,323.5,51.8
13299000404,13,299,000404,275.3,24.6,1,274.2,25.6,3.1,262.9,28.6,2.1,256.6,28.6,5.2
13299000405,13,299,000405,470.5,24.9,2.3,464.4,23,6.3,451.3,24.9,8.4,443,24.9,9.4
13299000406,13,299,000406,1043.4,101.7,16.6,1034.7,103.7,17.6,1021,100.7,22.5,1003.4,101.7,25.4
13299000407,13,299,000407,339.6,17.1,2,339.6,17.1,1,338.6,12.1,4,328.5,17.1,5
13299000408,13,299,000408,347.2,18.4,1,342.3,18.4,0,337.5,17.4,1.9,327.8,17.4,1.9
13299000409,13,299,000409,658,52,3,641,54,12,626,57,8,612,52,13
1329900200A,13,299,00200A,1068.6,574.3,30,1070.5,541.3,45,1059.4,507.3,69.1,1035.2,516.3,67.1
1329900200B,13,299,00200B,221.3,292.1,7.1,222,277.1,9.2,204.8,283.9,14.4,203.5,276.9,13.3
13301000001,13,301,000001,429.2,542.3,5.9,427.4,519.3,17,407.8,507.9,18.1,405.6,497.5,18.9
13301000002,13,301,000002,231.7,292,3.2,230.7,279.6,9.1,220.2,273.5,9.7,219,267.9,10.1
13301000003,13,301,000003,163,205.3,2.2,162.3,196.7,6.4,154.9,192.3,6.8,154,188.4,7.1
13301000004,13,301,000004,142.3,188.2,1.9,141.9,179.6,5.8,135.2,176.2,6.2,134.3,172.4,6.7
13301000005,13,301,000005,77.4,97.5,1.1,77.1,93.4,3,73.6,91.4,3.2,73.2,89.5,3.4
13301000006,13,301,000006,120.7,152.1,1.7,120.2,145.7,4.8,114.7,142.5,5.1,114.1,139.6,5.3
13303000088,13,303,000088,231.5,210.9,2.1,228.3,200.9,3.2,218.2,190.9,8.1,213,190.9,4.2
13303000091,13,303,000091,494,252,9,479,245,16,463,237,17,454,232,18
13303000094,13,303,000094,355.9,258.7,2,340.1,241.5,20,335.8,240.4,12.1,335.8,239.3,7.1
13303000097,13,303,000097,1942,2486,35,1957,2337,80,1888,2301,82,1850,2286,72
13303000099,13,303,000099,312,111,4,307,112,5,289,106,9,284,106,5
13303001253,13,303,001253,281,149,3,278,138,9,271,138,7,262,137,9
13303001350,13,303,001350,345.9,248.5,2.1,349.5,232.5,9.4,336.7,215.6,12.3,333,216.6,8.1
13303001488,13,303,001488,726,1024,9,716,980,30,680,953,32,667,949,29
1330500001A,13,305,00001A,906,89,2,882,90,16,858,79,18,851,77,14
1330500001B,13,305,00001B,854.6,65.5,3.1,825.4,77.6,15.2,813.2,63.4,23.2,809.1,64.4,17.2
1330500001C,13,305,00001C,1070.9,164.8,9.8,1056.2,164.8,13.7,1047.4,137.3,26.5,1028.7,141.2,25.5
1330500002A,13,305,00002A,1182.6,193.8,7,1168.7,175.9,18.9,1137.9,177.9,14.9,1107.1,179.9,20.9
1330500002C,13,305,00002C,796.7,73.3,9,772.7,74.3,21,771.7,66.3,17,765.6,66.3,18
1330500002D,13,305,00002D,568.2,131.2,8.1,546,129.2,18.1,545,115.1,21.1,530,119.2,19.1
1330500003A,13,305,00003A,1379.9,404.7,10.1,1343.2,405.6,23,1312.5,383.4,40.9,1293.4,388.4,36
1330500003B,13,305,00003B,738.5,79.1,5,719.4,80.1,16,709.4,72,18.1,701.3,73,16
1330500004A,13,305,00004A,155.6,498.8,7,151.6,480.8,18,144.7,460.9,24.9,141.7,472.9,12
1330500004B,13,305,00004B,397.8,337.6,8.1,399.7,322.6,14.1,393.7,305.6,22.1,379.7,315.6,14.1
1330500005A,13,305,00005A,964.2,363,18,929.3,364,32.9,917.3,347,38.9,898.4,352,32.9
1330500005B,13,305,00005B,962.8,282.3,17,930.8,286.2,37,917.7,262.3,43.9,910.6,260.3,41
133070000G3,13,307,0000G3,113.5,97,0.5,111.7,95,1.5,107.4,90.9,1.8,107.3,90.6,1.8
133070000P1,13,307,0000P1,246.6,221.8,1.4,243.3,216.7,4,233.9,207.9,4.5,233.4,206.9,4.5
133070000P3,13,307,0000P3,132.5,113.2,0.5,130.4,110.9,1.8,125.4,106.1,2.1,125.2,105.7,2.1
133070000W2,13,307,0000W2,274.6,234.6,1.1,270.2,229.8,3.7,260,219.9,4.4,259.6,219.2,4.4
13309000001,13,309,000001,884,441,9.8,883,409.8,24.4,853.7,411.8,28.3,842,396.2,27.3
13309000002,13,309,000002,676.3,236.7,3,656.4,236.7,10,642.4,223.8,19,638.4,224.7,10
13311000011,13,311,000011,1635.9,417.7,26.8,1621,394.7,55.9,1588.8,368.1,87.2,1582.3,367.6,79.4
13311000021,13,311,000021,567.6,90.5,7.2,560.5,82.5,11.3,540.2,78.4,27.5,534.2,77.4,33.5
13311000031,13,311,000031,308.6,112.5,2,302.6,102.4,8.1,300.5,93.4,14.1,295.5,93.4,14.1
13311000041,13,311,000041,1978.8,253.3,30,1939.8,244.3,56,1939.8,207.3,67.1,1899.8,218.3,80.1
13311000051,13,311,000051,2549,544,42,2524,514,74,2498,445,121,2469,463,113
13311000061,13,311,000061,850.9,358.2,9.8,863.6,322.9,26.5,854.7,309.1,32.5,850.8,304.2,31.5
13311000071,13,311,000071,243.4,68.5,3,235.4,65.6,11.9,226.5,61.6,14.9,222.5,62.6,13.9
13311000081,13,311,000081,1446.5,178.8,19.8,1421.8,180.8,36.6,1391.2,165,59.3,1375.4,167,52.4
13311000091,13,311,000091,743,158,10,733,148,25,722,140,32,709,143,33
13311000101,13,311,000101,956.8,169.6,20.1,937.7,163.7,38.1,911.6,151.6,56.2,903.5,154.6,52.2
13311000111,13,311,000111,1247.1,129.7,14.9,1231.8,121.2,35.6,1217.9,112.4,38.8,1204.9,125.4,37.1
1331300001A,13,313,00001A,647.1,684.9,18.9,641.2,636.2,41.8,625.2,592.5,73.6,609.4,598.4,55.7
1331300002A,13,313,00002A,1570.1,693.5,30.5,1575,659.3,49.8,1572.1,586.6,76,1529,606.8,75
1331300003A,13,313,00003A,974,559,27,1001,515,31,1000,439,71,972,462,53
