GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREICAS,G16PRENROC,G16PREONON,G16USSDCOR,G16USSRHEC,G16USSIJON,G16USSNSAW,G16USSNGUM,G16USSNWIL,G16USSONON
32031007425,32,031,007425,221,472,57,9,2,30,242,478,17,10,6,2,27
32031007426,32,031,007426,6.8,12,0,0,0,0,7.5,9.8,0,0.8,0,0,0
32031007428,32,031,007428,0,4,0,0,0,0,0,4,0,0,0,0,0
32031007430,32,031,007430,245,589,26,6,3,25,257,582,6,8,3,2,28
32031007431,32,031,007431,12,50,2,0,0,3,12,51,0,1,0,0,3
32031007433,32,031,007433,69.2,133.3,6,2.5,0,7,66.7,143.8,3,1.5,0,0,2.5
32031007500,32,031,007500,79,95.5,7,0.5,0.1,5.9,77.9,91.8,2.2,3.6,3.1,1.8,4.9
32031007501,32,031,007501,130.6,129.4,11.2,1.3,2.2,5.4,124.5,125.8,4.2,10.7,2.1,1.2,10.4
32031007502,32,031,007502,457,391,37,6,1,32,439,384,19,11,11,6,42
32031007503,32,031,007503,1.2,1.3,0.1,0,0,0.1,1.2,1.1,0.1,0.1,0,0,0.1
32031007504,32,031,007504,464.3,415.7,31.3,10.4,3.2,27.5,466.2,404,11.3,13.8,6.1,8.2,36.5
32031007505,32,031,007505,111.4,78.6,7.3,2.2,1.5,8.7,110.7,75,7.3,4.4,0.7,1.5,8.7
32031007506,32,031,007506,135.9,282.7,14.9,2,0,11.9,141.8,278.7,4,6.9,2,2,10.9
32031007507,32,031,007507,86,119,12,4,0,5,89,115,5,8,1,1,6
32031007508,32,031,007508,39,21.1,6,2,0,3,44,16,6,1,0,1,3
32031007509,32,031,007509,2,6,1,0,0,1,6,2,0,0,0,1,1
32031007512,32,031,007512,12.4,29.5,1,1,0,1,14.5,26.4,1.6,0,0.5,0,1
32031007513,32,031,007513,241,243,26,2,3,14,244,206,9,23,11,6,25
32031007514,32,031,007514,183,155,19,1,1,14,188,128,8,11,8,6,21
32031007516,32,031,007516,6,24,2,1,0,1,9,25,0,0,0,0,0
32031007517,32,031,007517,146,118,15,2,1,6,153,116,3,1,4,2,9
32031007518,32,031,007518,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007519,32,031,007519,113,377,14,5,2,14,120,359,4,3,7,5,24
32031007520,32,031,007520,285.9,442.3,30.7,8.1,5,35.4,298.7,411.9,20.3,28,10.2,8.3,24.6
32031007521,32,031,007521,13,43,3,0,0,1,12,40,2,0,1,0,4
32031007522,32,031,007522,24,41,6,2,0,2,29,39,1,2,3,0,2
32031007523,32,031,007523,334,687,63,2,2,35,348,673,23,21,11,9,34
32031007524,32,031,007524,191.8,389.5,32.6,2.1,4.8,17.2,221.6,372,7.4,7,5.9,7.8,13.1
32031007525,32,031,007525,382.3,843.8,47,21.4,2.9,42,418.1,783.9,32.1,22.3,17.5,4.9,45.9
32031007526,32,031,007526,367.3,460.1,33.7,2.2,1,31.2,370,463.2,11.9,10.4,1.3,1.2,30.7
32031007527,32,031,007527,171,209,22,1,1,11,173,200,11,4,1,4,18
32031007528,32,031,007528,0,8,2,0,0,0,0,9,1,0,0,0,0
32031007529,32,031,007529,55.2,169.6,12.1,1.9,0,8.5,55.8,169.5,3.7,1.2,2.7,2,9.5
32031007531,32,031,007531,18.7,16.4,0.6,0.4,0.1,1.1,16.2,17.4,0.7,0.5,0.2,0.1,1.8
32031007532,32,031,007532,347.7,419.1,28.5,2,2,22.6,327.1,450.6,4,8.9,2,2.9,22.6
32031007533,32,031,007533,90,82,7,1,1,7,87,65,4,6,3,4,14
32031007534,32,031,007534,48,38,5,0,0,0,49,32,0,1,2,3,5
32031007536,32,031,007536,283.2,640.7,43,7.8,2.9,24.2,300.2,612,20.9,21.1,10.7,0.8,27.4
32031007537,32,031,007537,41.1,47.7,4.7,0,0,5.6,34.6,47.7,2.8,4.7,1.9,0,6.5
32031007539,32,031,007539,1.2,1.8,0,0,0,0,1.2,1.8,0,0,0,0,0
32031007540,32,031,007540,31.9,76.2,5.9,1.5,0.4,2.9,33.3,77.6,2.6,2.2,0.4,0.4,2.2
32031007541,32,031,007541,320,592,74,12,1,26,335,587,17,14,10,12,45
32031007543,32,031,007543,155,276,25,3,3,12,176,260,8,5,10,1,15
32031007546,32,031,007546,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007547,32,031,007547,6.2,34.1,3.1,0,0,2.4,10,30,1.2,3.1,0,1.1,0.3
32031007548,32,031,007548,1.8,5.4,0,0.9,0,0,0.9,6.4,0,0.9,0,0,0
32031007549,32,031,007549,0,1.9,0,0,0,0,0,1.9,0,0,0,0,0
32031007550,32,031,007550,8.2,9.8,0,0,0,0,8.2,9.8,0,0,0,0,0
32031007552,32,031,007552,46.5,151.3,6.9,0,0,0,43.5,143.4,2,1,0,1,9.9
32031007553,32,031,007553,10.5,26.5,4.1,0,0,3,12.5,29.4,0,0,0,0,2
32031007556,32,031,007556,37.1,36.4,2.9,0.4,0.1,2.5,36.8,36.9,0.9,1.1,0.2,0.6,2.4
32031007557,32,031,007557,232,429,26,5,3,18,239,395,17,14,5,5,32
32031007558,32,031,007558,0,1,0,0,0,0,0,0,0,0,0,0,1
32031007562,32,031,007562,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007563,32,031,007563,16,22,1,0,0,0,13,20,0,0,1,1,3
32031007565,32,031,007565,7.5,10.1,0.2,0,0,1.1,8.5,8.8,1.2,0.1,0,0,0.2
32031007566,32,031,007566,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007567,32,031,007567,15.8,15,1.7,0.1,0.1,1.1,16.4,13.6,0.7,0.4,0.3,0.3,1.9
32031007569,32,031,007569,40.2,51.2,5.1,0.3,0.4,4.4,39,50.4,1.6,1.9,0.9,0.9,6.2
32031007570,32,031,007570,17.8,32.5,0.6,0.6,0,1.3,18.5,25.5,1.3,0.6,1.9,0.6,3.2
32031007571,32,031,007571,22,47,2,1,1,3,24,46,1,1,0,1,3
32031007572,32,031,007572,6,10,1,0,0,0,5,10,0,0,0,0,2
32031007573,32,031,007573,119.1,28.2,6.1,1,0,7.5,113.5,26.5,1.9,5.6,0.2,4.1,10.1
32031007574,32,031,007574,1.1,2.3,0.1,0,0,0.1,1.2,2.3,0,0.1,0,0,0.1
32031007576,32,031,007576,160.3,460.8,20,2.9,2.9,8.1,157,456,9.5,7.8,3.2,2.9,16.4
32031007577,32,031,007577,73.6,91.3,6.8,0.4,0,4.8,72.3,87.6,1.9,3.6,2.9,1.8,4.2
32031007578,32,031,007578,14.8,86.7,5.4,0.1,0.1,2.7,17.3,86.6,0.2,1,1.7,0.1,1.2
32031007579,32,031,007579,46.9,44.1,1.9,0.9,0.9,7.6,43.1,43.2,3.8,2.9,0,1.9,5.7
32031007581,32,031,007581,127.5,20.6,5.8,3.6,0.9,9.1,105.9,29.5,6.4,4.6,1.9,0.9,15.5
32031007582,32,031,007582,0,14,0,0,0,1,0,12,0,2,0,0,1
32031007583,32,031,007583,0,2,0,0,0,0,0,2,0,0,0,0,0
32031007584,32,031,007584,2,0,0,0,0,0,2,0,0,0,0,0,0
32031007585,32,031,007585,0,1,0,0,0,0,0,1,0,0,0,0,0
32031007586,32,031,007586,65,115,8,1,0,9,67,121,3,1,1,1,4
32031007587,32,031,007587,20.3,30.4,2.6,0.1,0.1,2.9,22.7,28.6,0.6,0.4,0.3,0.4,3.3
32031007588,32,031,007588,9.4,20.3,3,0,0,1,10.4,20.3,1,0,0,0,1
32031007589,32,031,007589,11,0,0,0,0,0,6,1,2,0,1,0,1
32031007591,32,031,007591,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008100,32,031,008100,378.6,416.7,50,1.1,1.2,41.9,360,468.6,6.5,7.5,3.6,1.8,31.1
32031008101,32,031,008101,10,4,0,0,0,0,9,5,0,0,0,0,0
32031008102,32,031,008102,18.1,12.9,3.5,0,0,1.6,18.2,12.4,2.2,0,0.7,0.1,2.5
32031008103,32,031,008103,248.3,280,18.4,1,0,26,215.7,340.6,2.9,2,0,0,11.6
32031008104,32,031,008104,238,242,24,2,0,17,219,279,5,3,2,0,11
32031008105,32,031,008105,277,234,34,3,1,25,262,272,5,4,4,3,14
32031008106,32,031,008106,330,345,35,1,0,22,300,397,5,1,2,1,15
32031008107,32,031,008107,379.1,364.4,38.1,0,3,28.1,342,415.6,4,3,9,2,26
32031008108,32,031,008108,250.2,299.9,36.8,2.6,0,19.7,236.5,340.1,9.4,3.4,0.9,1.7,13.7
32031008109,32,031,008109,294.6,388.5,36.5,1.7,2.6,25.2,281.6,435.4,5.2,2.6,5.2,0.9,11.3
32031008110,32,031,008110,121,112,4,0,0,7,116,122,0,1,1,1,2
32031008111,32,031,008111,1,3.9,0,0,0,0,1,3.9,0,0,0,0,0
32031008112,32,031,008112,28,28,8.7,1,0,5.8,30,34.8,0,1.9,0,0,2.9
32031008114,32,031,008114,11,15,0,0,0,0,8,17,0,0,0,0,1
32031008115,32,031,008115,0,3,0,0,0,0,0,3,0,0,0,0,0
32031008116,32,031,008116,382,331,36,2,4,16,352,365,8,7,4,1,23
32031008117,32,031,008117,323,306,29,3,0,28,289,370,5,3,0,1,11
32031008118,32,031,008118,3,8,1,0,0,0,2,9,0,0,0,0,1
32031008125,32,031,008125,1,0,1,0,0,0,1,0,0,0,0,0,1
32031008126,32,031,008126,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008127,32,031,008127,1,0,0,0,0,0,1,0,0,0,0,0,0
32031008128,32,031,008128,4,2,0,0,0,1,4,3,0,0,0,0,0
32031008129,32,031,008129,10.3,19.2,0,0,0,1.5,9.6,20.6,0,0,0,0,0.7
32031008200,32,031,008200,221.7,459.1,25.8,1,2,16.9,192.9,496.8,8.9,5,2,3,12.9
32031008201,32,031,008201,100,188,10,1,0,17,99,193,7,2,4,0,9
32031008202,32,031,008202,437,649,30,3,0,58,435,687,10,4,5,2,23
32031008203,32,031,008203,259,479,33,2,0,28,244,536,4,1,4,1,10
32031008204,32,031,008204,14,43.1,4.1,0,0,1.8,12.2,48.3,0,0,0.6,0,1.2
32031008205,32,031,008205,332,543,35,4,1,34,333,586,5,5,4,2,10
32031008206,32,031,008206,33,92,10,0,0,4,27,110,0,1,0,0,2
32031008207,32,031,008207,145.6,381,18,0,0,20,118.7,425.9,1,0,3,2,13
32031008208,32,031,008208,103,202,8,2,0,8,95,218,2,0,3,0,7
32031008209,32,031,008209,321.1,403.7,35.3,3.7,0.9,23.2,309,439.9,6.5,4.6,0.9,1.9,21.3
32031008210,32,031,008210,140.3,318.4,26,3,1,19,167.3,311.4,3,4,1,1,13
32031008211,32,031,008211,208.1,272.5,26.2,0.9,0.9,21,196.1,300.6,1.9,5.2,6.2,1.9,11.9
32031008212,32,031,008212,2.6,4.3,0,0,0,0,2.6,4.3,0,0,0,0,0
32031008213,32,031,008213,59,128,3,1,0,9,47,140,4,0,0,0,9
32031008214,32,031,008214,43.6,83.6,1,0,0,2,38.6,90.6,0,0,1,0,0
32031008216,32,031,008216,107.6,203.4,7.1,0,1,10.1,101.5,212.4,2,2,2,1,5.1
32031008217,32,031,008217,327.3,511.7,29.1,1,1,23.2,349.5,511.5,3.8,8.3,4.1,3.1,10.8
32031008218,32,031,008218,31.8,45,4.7,0,0,4,34.3,46.8,0.5,0.8,0.2,0,1.5
32031008219,32,031,008219,76,227,6,0,0,8,75,219,3,6,2,1,8
32031008220,32,031,008220,240.1,405,17.4,5,1,17.3,238.2,418.9,7.2,6,4,1.1,9.3
32031008221,32,031,008221,210,333,24,3,2,20,215,336,7,10,5,1,15
32031008222,32,031,008222,251.4,490.1,30.1,3,1,22.2,261.4,480,14.1,4.1,2,8.9,23.2
32031008226,32,031,008226,42.6,48.8,5,0.5,0.1,2.5,43,49.8,1.3,0.9,0.5,0.1,3
32031008227,32,031,008227,11,19,2,1,0,0,12,19,1,1,0,0,0
32031008232,32,031,008232,5,16,2,1,0,0,6,15,1,2,0,0,0
32031008233,32,031,008233,298,354.8,43.9,4,1,19.9,294,398.7,5,0,2,0,15.9
32031008234,32,031,008234,29,54,9,0,0,4,26,62,1,3,1,0,2
32031008235,32,031,008235,61.4,94.4,5,0,0,10,54.4,112.4,0,0,0,0,1
32031008236,32,031,008236,404,625,47,4,2,43,377,694,5,8,6,4,25
32031008237,32,031,008237,88.4,142,14.1,1,0,4,91.3,149.1,1,1,1,0,5
32031008238,32,031,008238,328,583,38,0,0,26,292,656,2,4,2,1,16
32031008240,32,031,008240,286.4,440.5,30.1,0,0,38.8,287.4,472.5,0,6,1,2,21
32031008245,32,031,008245,117,190,10,6,1,11,124,175,7,6,4,3,12
32031008247,32,031,008247,72,111,4,1,0,6,60,124,2,0,0,2,6
32031008250,32,031,008250,290,358,33,1,1,32,277,418,5,1,4,0,10
32031008253,32,031,008253,165,228,11,1,0,21,161,253,1,1,1,0,7
32031008254,32,031,008254,437.7,585.3,42.9,6,1,31.9,439.7,601.2,10,12,4,2,27.9
32031008256,32,031,008256,190.7,298.7,28.7,1.3,3,13.3,211,283.7,8.7,4,7,3,14.3
32031008259,32,031,008259,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008260,32,031,008260,2.8,2.9,0.3,0,0,0.2,2.7,3.1,0.1,0.1,0,0.1,0.2
32031008261,32,031,008261,1.3,7.3,1.3,0.7,0,0.7,2,7.3,1.3,0,0,0,0.7
32031008263,32,031,008263,236,355,16,0,0,30,232,383,5,1,5,0,9
32031008264,32,031,008264,94,146,11,0,0,6,93,148,4,1,1,2,6
32031008265,32,031,008265,23.9,31.2,2,0.2,0.1,1.7,21.2,34.4,0.6,0.1,0.5,0.1,1.6
32031008271,32,031,008271,259,382,13,1,0,18,252,389,10,2,6,0,12
32031008273,32,031,008273,92.6,220.3,12.8,1,2,9.6,93.5,233.8,1.2,2.1,1.1,1.1,5.4
32031008275,32,031,008275,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008276,32,031,008276,9.3,19.3,0,0,0,0,9.3,19.3,0,0,0,0,0
32031008277,32,031,008277,153,222,18,1,0,8,148,239,2,2,1,0,10
32031008290,32,031,008290,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008291,32,031,008291,4.1,4.3,0.4,0.1,0,0.2,3.9,4.5,0.1,0.1,0,0.1,0.2
32031008292,32,031,008292,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008294,32,031,008294,0,2,0,0,0,0,0,2,0,0,0,0,0
32031008297,32,031,008297,239.6,336.2,29.6,3.9,1,14.8,237.6,334.2,5.9,13.8,6.9,3,18.7
32031008400,32,031,008400,3,2.2,0,0,0,0.3,3,1.8,0,0.3,0,0,0.3
32031008500,32,031,008500,19.2,30,1,1,0,2.9,19.2,32.9,1,0,0,0,1
32031008502,32,031,008502,40.2,119.6,9.3,0,0,8.4,40.2,131.8,1.9,0,0,1.9,2.8
32031008505,32,031,008505,40.4,54,2.5,0.1,0,4.2,40.2,55.8,1.5,1.3,0.2,0.3,1.2
32031009101,32,031,009101,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009102,32,031,009102,41.8,50.1,6.2,0.4,0,3.3,39.5,56.9,1.6,0.6,0.1,0.3,2.3
32031009103,32,031,009103,31.3,26.1,2,0.2,0.1,2.2,29.7,28.7,0.3,0.4,0.4,0.5,1.4
32031009106,32,031,009106,17,22.4,2.1,0.1,0.1,1.4,16.2,25.1,0.3,0.1,0.3,0,0.7
32031009107,32,031,009107,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009109,32,031,009109,0.7,0.9,0,0,0,0,0.7,0.7,0,0.1,0,0,0
32031009115,32,031,009115,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009116,32,031,009116,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009120,32,031,009120,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009121,32,031,009121,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009122,32,031,009122,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009123,32,031,009123,1.5,0.9,0.1,0,0,0,1.5,1,0,0,0,0,0.1
32031009124,32,031,009124,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009125,32,031,009125,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0
32031009126,32,031,009126,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009127,32,031,009127,0.2,0.2,0.1,0,0,0,0.3,0.3,0,0,0,0,0
32031009128,32,031,009128,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009129,32,031,009129,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009130,32,031,009130,0.1,0.1,0,0,0,0,0.2,0.2,0,0,0,0,0
32031009131,32,031,009131,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009202,32,031,009202,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009207,32,031,009207,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009208,32,031,009208,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009210,32,031,009210,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009211,32,031,009211,32.9,38.2,5,0.4,0,1.5,33.2,36.7,1.5,1.1,0.8,0.4,3.4
32031009243,32,031,009243,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009244,32,031,009244,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009248,32,031,009248,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009249,32,031,009249,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009251,32,031,009251,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009253,32,031,009253,2.7,3.5,0.3,0,0,0.2,2.6,4,0,0,0,0,0.1
32031009254,32,031,009254,19.5,25.8,2.4,0.1,0.2,1.7,18.7,28.9,0.3,0.2,0.3,0.1,0.8
32031009303,32,031,009303,24.1,15.5,2.7,0.3,0.2,1.6,24.4,14.4,0.7,1.1,0.4,0.3,2.7
32031009304,32,031,009304,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009307,32,031,009307,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009308,32,031,009308,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009309,32,031,009309,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009310,32,031,009310,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009311,32,031,009311,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009408,32,031,009408,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009427,32,031,009427,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009428,32,031,009428,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009513,32,031,009513,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009516,32,031,009516,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009520,32,031,009520,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009523,32,031,009523,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009532,32,031,009532,8.6,9.7,1.1,0,0,0.6,9.2,8,1.1,0.6,0,0,1.1
32031009533,32,031,009533,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009538,32,031,009538,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009540,32,031,009540,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009541,32,031,009541,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009542,32,031,009542,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009543,32,031,009543,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009546,32,031,009546,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009547,32,031,009547,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009548,32,031,009548,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009549,32,031,009549,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009550,32,031,009550,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009551,32,031,009551,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009552,32,031,009552,1.6,4.6,0.2,0,0,0.1,1.6,4.5,0.1,0.1,0,0,0.2
32031009553,32,031,009553,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009554,32,031,009554,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009555,32,031,009555,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009557,32,031,009557,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009558,32,031,009558,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009559,32,031,009559,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009560,32,031,009560,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009561,32,031,009561,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009562,32,031,009562,0,0,0,0,0,0,0,0,0,0,0,0,0
32031ZZZZZZ,32,031,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
32033000005,32,033,000005,98.2,345.4,28,3,3,21,104.1,328.4,14,13,4,5,29
32033000010,32,033,000010,77,255,15,2,1,9,77,221,14,11,2,1,26
32033000015,32,033,000015,97.8,247.6,16,6,4,21,82.9,240.6,15,10,2,3,31
32033000020,32,033,000020,94.3,326.7,16.9,3,3,10.9,89.4,323.7,7,11.9,4,5,12.9
32033000025,32,033,000025,90,317,19,8,1,18,102,287,14,19,2,3,25
32033000030,32,033,000030,22.1,144.4,5.1,3,0,9.2,26.1,136.5,10,3,0,1,4.1
32033000035,32,033,000035,145.7,734.3,31.1,10,0,28.1,150.6,708.3,23,17.1,8,14,26.1
32033000040,32,033,000040,25,115,6,2,0,3,32,103,3,4,4,2,4
32033000045,32,033,000045,10.9,189.6,8.9,3,2,11.8,11.9,197.5,3,2,1,3,5.9
32033000050,32,033,000050,46,48,5,0,0,6,47,45,4,3,2,0,4
32510000101,32,510,000101,354,419,39,5,3,39,342,410,17,28,6,6,40
32510000103,32,510,000103,393,476,25,6,1,37,389,503,11,3,7,1,17
32510000105,32,510,000105,375,609,39,8,1,51,374,669,9,7,2,0,17
32510000107,32,510,000107,376,618,39,8,1,50,397,643,8,8,4,2,23
32510000109,32,510,000109,483,607,47,11,0,35,470,622,16,16,12,4,32
32510000111,32,510,000111,517,528,80,4,5,25,520,514,25,17,13,8,54
32510000113,32,510,000113,438.1,770,44.2,4.9,3,38.3,449.9,753.4,24.6,12.8,3.9,4.9,40.3
32510000201,32,510,000201,339.5,396.6,41.6,3.9,1.9,35.8,328.9,395.6,16.4,17.4,8.7,14.5,32.9
32510000203,32,510,000203,475,499.2,68.7,9.7,2.9,46.4,499.2,503,24.2,13.5,9.7,7.7,35.8
32510000205,32,510,000205,541,625.8,66.3,4.3,3.1,38.6,534.8,633,25.8,9.5,16.3,10.3,37.2
32510000207,32,510,000207,372,561,28,7,4,38,385,513,22,14,12,10,44
32510000209,32,510,000209,293,377,47,7,3,27,294,348,24,26,10,9,34
32510000211,32,510,000211,255.7,459.9,44.6,3,1,22.8,251.8,455.9,14.9,14.9,6,4,32.7
32510000301,32,510,000301,333.5,453.4,36,5,6,32,318.6,453.4,14,11,13,11,40.9
32510000303,32,510,000303,308.8,490.9,43,2.1,1,32.9,327.8,463.1,16.6,14.3,6.2,4.2,41.2
32510000305,32,510,000305,387.5,607.6,45,4,1,49,402.4,603.6,15,10,9,2,47.1
32510000307,32,510,000307,716,689,82,13,1,73,699,685,32,35,18,9,79
32510000309,32,510,000309,429,894.4,52.7,9.7,4.1,45.5,454.1,907.4,17.9,12.6,8.3,1.3,30.2
32510000401,32,510,000401,364.5,394.4,52.4,4.1,3.1,17.2,373.1,371.4,19.6,17.6,10.3,5.5,31.1
32510000403,32,510,000403,524,673,74,11,4,56,565,643,24,23,7,9,56
32510000405,32,510,000405,421.2,542.1,37,4.9,1,35.1,421.2,509.9,24.4,13.7,5.8,9.8,47.8
32510000407,32,510,000407,274,574,39,6,3,20,282,548,13,19,7,7,32
32510000409,32,510,000409,465,480,62,7,5,44,475,504,23,11,4,9,32
32510000411,32,510,000411,164.2,361.3,25.4,4.2,0.9,19.5,176.9,357.2,10.2,3.4,1.7,6.7,16.9
