GEOID,G18USSDHIR,G18USSRCUR,G18GOVDIGE,G18GOVRTUP,G18GOVGBRE,G18GOVITER
150030011002006,11.6,3,10.2,3.8,0.4,0.2
150030029001011,7.2,2.3,6.8,2.4,0.3,0.1
150030034043000,118.5,37.9,100.7,50,4.6,2.3
150030031012001,128.6,37,125.4,35.5,3.7,1.9
150030031012002,6,1.7,5.8,1.6,0.2,0.1
150030026002004,12.8,5.4,11.7,6.2,0.3,0.2
150030112013001,54.7,26.9,48.4,29.6,2.9,1
150030112012007,23.3,12.3,21.4,12.8,1.1,0.4
150030112012008,24.8,12.2,21.9,13.4,1.3,0.5
150030112012001,32,15.8,28.4,17.3,1.7,0.6
150030103082012,34.5,14.7,31,17,1.3,0.7
150030103082008,47.2,18.7,44.6,19.9,0.9,1
150030113001024,0.8,0.4,0.6,0.5,0,0
150030107011008,8.3,4.8,7.7,4.9,0.4,0.1
150030107011013,17.4,8,15.5,9.3,0.5,0.2
150030108021040,192.6,111.3,179,113.7,10.1,3
150030096081085,0,0,0,0,0,0
150030096081150,0,0,0,0,0,0
150030096032001,59.8,44,34.5,68,1,1
150030096033005,7.2,3.5,4.1,6.6,0.2,0.1
150030096034003,24.4,11.9,14,22.4,0.6,0.2
150030096034012,20.2,14.8,11.6,22.9,0.3,0.3
150030096034008,11.6,8.5,6.7,13.2,0.2,0.2
150030096034010,10.4,7.6,6,11.8,0.2,0.2
150030097041007,7,3.4,4,6.4,0.2,0.1
150030097041010,12.4,6,7.1,11.4,0.3,0.1
150030097041026,6.3,3.1,3.6,5.8,0.1,0.1
150030097031022,0,0,0,0,0,0
150030096082011,0,0,0,0,0,0
150030080051002,198.5,94.8,188,102.5,2.9,2.5
150030080051007,17.6,8.4,16.7,9.1,0.3,0.2
150030080051011,18.6,8.9,17.6,9.6,0.3,0.2
150030080072005,33.7,10,32.2,10.7,0.6,0.3
150030080072016,28.7,8.5,27.4,9.1,0.5,0.3
150030084061026,0,0,0,0,0,0
150030083011048,0,0,0,0,0,0
150030089091004,200.2,112.5,186.7,118.2,5.2,3.2
150030089091005,31.8,17.8,29.6,18.8,0.8,0.5
150030089184001,226.6,104.2,220.3,104.7,5.5,2.7
150030089183001,100.4,46.2,97.7,46.4,2.4,1.2
150030084121006,262.5,130,219.8,163.6,9.8,3.2
150030067021001,24.4,12.1,22.3,12.7,0.8,0.2
150030068042012,0,0,0,0,0,0
150030068042013,27.3,14.4,25.7,15.1,0.7,0.4
150030068042005,2,1,1.8,1.1,0,0
150030068042018,0,0,0,0,0,0
150030053002001,0,0,0,0,0,0
150030067012001,58.5,26.1,59.2,24.4,1.9,1.5
150030067012017,0,0,0,0,0,0
150030068052008,0,0,0,0,0,0
150030008001015,51.3,16.4,47.3,19.1,1.5,0.6
150030008001019,32.3,10.3,29.7,12,0.9,0.4
150030005004004,29.3,15.6,29.7,14.9,0.9,0.2
150030005004008,3.7,2,3.8,1.9,0.1,0
150039814001000,0,0,0,0,0,0
150030048004000,0,0,0,0,0,0
150030001103007,0,0,0,0,0,0
150030001111014,0,0,0,0,0,0
150030057001000,0,0,0,0,0,0
150030067013017,0,0,0,0,0,0
150030067013031,0,0,0,0,0,0
150030101004046,0,0,0,0,0,0
150030101003035,0,0,0,0,0,0
150030101003034,0,0,0,0,0,0
150030101003028,0,0,0,0,0,0
150030102023002,7.4,5.2,5.1,7.3,0.3,0.1
150030101004014,0,0,0,0,0,0
150030101004007,0.8,0.9,0.4,1.3,0,0
150030101004018,0,0,0,0,0,0
150030101004017,0.3,0.3,0.2,0.5,0,0
150030101004057,4,4.1,1.9,6.3,0.1,0
150030101004011,0,0,0,0,0,0
150030101004001,7.2,7.3,3.3,11.4,0.2,0
150030102024008,0,0,0,0,0,0
150030093002005,16.2,7.2,14.4,8.1,0.5,0.3
150030095071020,0,0,0,0,0,0
150030092003016,30.5,15.3,26.2,18,1.2,0.5
150030091002066,0,0,0,0,0,0
150030092002017,4.4,2.2,3.8,2.6,0.2,0.1
150030092002015,17.7,8.9,15.2,10.5,0.7,0.3
150030092002016,18.8,9.4,16.1,11.1,0.8,0.3
150030092001005,9.6,4.9,8.3,5.7,0.4,0.2
150030092001004,6,3,5.1,3.5,0.2,0.1
150030092001017,2.1,1,1.8,1.2,0.1,0
150030092001011,8.6,4.3,7.4,5.1,0.3,0.1
150030093003001,19.2,8.5,17.1,9.6,0.6,0.4
150030093003006,9.5,4.2,8.5,4.7,0.3,0.2
150030095041014,5.3,2.4,4.7,2.7,0.2,0.1
150030095041022,0,0,0,0,0,0
150030095041029,0,0,0,0,0,0
150030091002059,5.1,2.6,4.3,3.1,0.2,0.1
150030086145002,25.3,20.5,22.6,21.9,1,0.5
150030083011078,0,0,0,0,0,0
150030083013011,0,0,0,0,0,0
150030083011020,0,0,0,0,0,0
150030086222018,10.7,6.6,9,7.6,0.5,0.3
150030086222010,19.9,12.3,16.9,14.2,0.9,0.5
150030085021185,0,0,0,0,0,0
150030085021152,0,0,0,0,0,0
150030085021041,0,0,0,0,0,0
150030085021144,0,0,0,0,0,0
150030078092004,14.4,5.6,14.7,5.1,0.3,0.3
150030086172042,5.4,1.8,4.2,2.7,0.3,0
150030086172009,5.8,1.9,4.5,3,0.4,0
150030086172031,2.9,1.5,2.2,2.2,0.1,0
150030074001212,0,0,0,0,0,0
150030074001062,0,0,0,0,0,0
150030074001063,0,0,0,0,0,0
150030085021117,0,0,0,0,0,0
150030085021120,0,0,0,0,0,0
150030085021093,7.2,3.7,5.5,5.4,0.2,0
150030089201019,0,0,0,0,0,0
150030089132001,60.6,21.1,51.2,26.3,2.2,2
150030078111013,9.5,4.5,9,4.7,0.3,0.1
150030078111015,0,0,0,0,0,0
150030089201025,0,0,0,0,0,0
150030089301010,6.4,3.2,6.3,3.2,0.1,0.1
150030084023006,23.2,12.9,19.3,16.2,0.8,0.3
150030084023014,22.3,12.4,18.5,15.6,0.7,0.3
150030087031011,0,0,0,0,0,0
150030077023003,13.4,5.6,12.7,5.8,0.4,0.2
150030084061025,44.4,35,38.1,40.2,1.3,0.7
150030075042000,29.1,9.1,23,14.3,0.5,0.6
150030074001181,0,0,0,0,0,0
150030074001122,0,0,0,0,0,0
150030083013008,0,0,0,0,0,0
150030083011062,0,0,0,0,0,0
150030059001019,6.4,2,5.6,2.6,0.2,0
150030060002016,15.3,4.4,13,6,0.5,0.1
150039813001010,0,0,0,0,0,0
150039813001016,0,0,0,0,0,0
150039802001008,0,0,0,0,0,0
150030071001022,1.6,1.3,1.5,1.4,0.1,0
150030071001036,1.5,1.2,1.4,1.3,0.1,0
150030071001035,0.8,0.7,0.7,0.7,0,0
150030071001018,0,0,0,0,0,0
150030071001040,0.2,0.2,0.2,0.2,0,0
150030059002012,2.3,0.7,2,1,0.1,0
150030059002016,0.6,0.2,0.5,0.2,0,0
150030059002014,0,0,0,0,0,0
150030059002021,3.9,1.2,3.4,1.6,0.1,0
150030059002019,7.6,2.4,6.6,3.1,0.2,0
150030059002018,3.1,1,2.7,1.3,0.1,0
150030075021032,7.5,3.7,6.8,3.9,0.2,0.1
150030009022009,22.9,8,21.6,8.7,0.7,0.3
150030101004062,0,0,0,0,0,0
150030101004029,7.5,7.7,3.5,11.9,0.2,0
150030101004028,1,1,0.5,1.6,0,0
150030101004044,30.6,31.2,14.1,48.4,0.7,0.2
150030101004048,13.7,14,6.3,21.7,0.3,0.1
150030101003012,0,0,0,0,0,0
150030102012007,0,0,0,0,0,0
150030102013003,0.8,0.5,0.5,0.7,0,0
150030102013005,4.1,2.9,2.8,4,0.2,0
150030102013023,7.9,5.5,5.4,7.7,0.4,0.1
150039900010006,0,0,0,0,0,0
150030101002002,16.6,10.6,13.8,12.2,1,0.3
150030091001006,15.9,8.1,13.4,9.9,0.7,0.3
150030091001003,0,0,0,0,0,0
150030090001033,3.2,1.4,2.9,1.6,0.1,0.1
150030091002038,0,0,0,0,0,0
150030091002024,0,0,0,0,0,0
150039807001054,0,0,0,0,0,0
150039807001011,0,0,0,0,0,0
150039807001009,0,0,0,0,0,0
150030095071004,0,0,0,0,0,0
150030095031040,0,0,0,0,0,0
150030091002009,0,0,0,0,0,0
150039807001041,0,0,0,0,0,0
150039807001042,0,0,0,0,0,0
150030091002025,0,0,0,0,0,0
150030095011003,0,0,0,0,0,0
150030095011023,1.1,0.4,1,0.5,0.1,0
150030095011018,2.3,0.9,2,1.1,0.1,0
150030078111004,0,0,0,0,0,0
150030080061003,0,0,0,0,0,0
150030078081001,11.3,5,10.4,5.6,0.3,0.2
150030078081002,48.9,21.8,45.1,24.3,1.2,0.8
150030077011005,10.7,4.5,10.2,4.7,0.3,0.2
150030077011003,8.7,3.7,8.3,3.8,0.2,0.2
150030086131004,15.6,9.7,13.2,11.2,0.7,0.4
150030086223005,9.7,6,8.3,7,0.5,0.3
150030080012002,0,0,0,0,0,0
150030080012004,0,0,0,0,0,0
150030080012006,30.3,11.1,28.4,12.7,0.5,0.5
150030077012013,12.4,5.6,11,6.5,0.3,0.2
150030080052013,14.2,6.8,13.5,7.4,0.2,0.2
150030080052002,122.9,58.7,116.4,63.5,1.8,1.5
150030073031017,0,0,0,0,0,0
150030089311015,40.1,20.1,39.3,20.3,0.7,0.6
150030089311006,28,14,27.5,14.2,0.5,0.4
150030086172041,0,0,0,0,0,0
150030080032003,12.8,4.7,12,5.4,0.2,0.2
150030089281001,0,0,0,0,0,0
150030089281000,0,0,0,0,0,0
150030089271014,11.4,6,10.9,6.3,0.3,0.2
150030115002013,6.1,3.7,4.7,5,0.2,0.1
150030089224005,0,0,0,0,0,0
150030084101015,32.5,20.6,28.1,23.6,0.9,0.3
150030086101008,23,17.7,19.5,19.9,0.8,0.3
150030114003000,3,1.3,2.7,1.5,0.1,0
150030084061018,5,3.9,4.3,4.5,0.1,0.1
150030084061031,4.6,3.6,3.9,4.2,0.1,0.1
150030030004003,9.4,3.2,8.8,3.5,0.4,0.2
150030031021009,14.2,4.1,13.9,3.9,0.4,0.2
150030031021002,68.9,19.8,67.2,19,2,1
150030025001005,23.1,8.3,21,8.8,1,0.6
150030025001013,23.5,8.5,21.3,9,1,0.6
150030030003002,17.8,5.7,16.8,6,0.6,0.2
150030030003001,24.4,7.8,23,8.2,0.9,0.2
150030034032000,263.6,87.1,241,91.3,13.8,3.9
150030033001006,125.4,47.7,117.9,49.6,4.9,1.9
150030034034005,0,0,0,0,0,0
150030029001007,13.5,4.3,12.7,4.6,0.5,0.1
150030029001010,14.5,4.6,13.7,4.9,0.5,0.1
150030029001001,160.6,51.1,151.7,54.3,5.9,1.4
150030108021034,6,3.5,5.6,3.5,0.3,0.1
150030112014001,0,0,0,0,0,0
150030111032011,17.8,7.9,16.4,8.8,0.5,0.1
150030111032010,11.7,5.2,10.7,5.8,0.3,0.1
150039900010012,0,0,0,0,0,0
150030103062000,0,0,0,0,0,0
150030103053007,87.5,38.3,77.4,44.6,3,1.9
150030103053001,20.5,8.9,18.1,10.4,0.7,0.4
150030103053006,35.9,18.2,32.6,20.2,1.2,0.6
150030103052002,23.8,12.1,21.7,13.4,0.8,0.4
150030103032033,19.4,11.2,16.5,13.2,0.8,0.3
150030098011002,0,0,0,0,0,0
150039400024007,0,0,0,0,0,0
150039400023003,44.8,20,22.9,41.7,0.7,0.5
150030097032042,0,0,0,0,0,0
150039400022002,0,0,0,0,0,0
150039400021001,1.8,0.8,0.9,1.7,0,0
150030097013008,23.9,14.2,15.9,21.5,1,0.3
150030096081107,2.7,2,1.5,3,0,0
150030096081012,0,0,0,0,0,0
150030096081017,0,0,0,0,0,0
150030096081147,0,0,0,0,0,0
150030096081044,0,0,0,0,0,0
150030086142017,0,0,0,0,0,0
150030086149012,15.9,9.5,13.8,11.3,0.3,0.1
150030075021050,0,0,0,0,0,0
150030074001150,1.1,0.9,1,0.9,0,0
150030074001075,0,0,0,0,0,0
150030087033007,0,0,0,0,0,0
150030087033008,0.1,0.1,0.1,0.1,0,0
150030087033009,0,0,0,0,0,0
150030086171014,9.1,3,7,4.6,0.5,0
150030075031001,104.6,39.6,102.1,40.4,1.9,1.8
150030075031019,18.4,7,17.9,7.1,0.3,0.3
150030071001009,0,0,0,0,0,0
150030007002001,23.5,7.5,21.6,8.7,0.7,0.3
150030007002006,56.1,18,51.7,20.9,1.6,0.6
150039900010088,0,0,0,0,0,0
150030005004007,0,0,0,0,0,0
150030001123007,20.4,7.7,19.5,7.8,0.6,0.3
150030001121011,18,6.8,17.2,6.9,0.5,0.3
150030001121006,23.9,9,22.9,9.2,0.7,0.3
150039900010090,0,0,0,0,0,0
150030056001001,0,0,0,0,0,0
150030023003002,111.8,32.7,99.7,39.5,3.9,1.8
150030001071009,52.3,27.1,49.8,27.7,1.7,0.7
150030040001007,44.8,15.9,42,16.4,1.9,1
150030040001013,0,0,0,0,0,0
150030052002005,27.8,9.9,26.1,10.2,1.2,0.6
150030052002006,47.4,16.8,44.4,17.3,2,1
150030052001009,0,0,0,0,0,0
150030068041005,0,0,0,0,0,0
150030003012010,21.8,11.8,20.9,12.2,0.7,0.3
150030016002001,2.6,0.8,2.4,0.9,0.1,0.1
150030016002007,19,6.7,17.7,7.6,0.5,0.3
150030013004009,11.8,4.1,11.1,4.5,0.3,0.1
150030013004010,0,0,0,0,0,0
150030008001018,33.7,10.8,31.1,12.6,1,0.4
150030004022013,28,13.6,27.3,13.3,0.7,0.5
150039900010083,0,0,0,0,0,0
150030001102006,0,0,0,0,0,0
150030001102011,26.3,13.7,25.1,13.9,0.8,0.4
150030001103010,0,0,0,0,0,0
150030001111016,0,0,0,0,0,0
150030001111004,29.4,15.2,28,15.6,0.9,0.4
150030005003003,3.4,1.8,3.4,1.7,0.1,0
150030007001000,0,0,0,0,0,0
150030006001000,0,0,0,0,0,0
150030109041011,17.2,9.1,15.8,9.4,0.8,0.3
150030111031012,8.8,4.1,8,4.6,0.3,0.1
150039400011028,0,0,0,0,0,0
150030113004011,6,2.7,4.7,3.8,0.3,0.1
150030113004006,27.1,11.9,21,17.2,1.1,0.3
150030103061015,12.8,6.5,11.6,7.2,0.4,0.2
150030103061019,1.8,0.9,1.6,1,0,0
150030103031014,16.7,7.3,14.8,8.5,0.6,0.4
150030108011009,0,0,0,0,0,0
150030108012012,5.7,3.3,5.3,3.4,0.3,0.1
150030108011011,0,0,0,0,0,0
150030108011041,0,0,0,0,0,0
150030108012003,0,0,0,0,0,0
150039900010026,0,0,0,0,0,0
150030097031004,11.7,5.7,6.7,10.7,0.3,0.1
150030098011007,0,0,0,0,0,0
150030096082012,0,0,0,0,0,0
150030097041012,0,0,0,0,0,0
150030097012002,37,18,21.2,33.9,0.8,0.3
150030096081099,0,0,0,0,0,0
150030096082017,18.4,8.2,9.4,17.1,0.3,0.2
150030098012001,0,0,0,0,0,0
150030098022004,19.9,11.8,13.2,17.9,0.9,0.2
150030096081074,0,0,0,0,0,0
150030097011011,6.3,3.1,3.6,5.8,0.1,0.1
150030098012044,0,0,0,0,0,0
150030089221002,0,0,0,0,0,0
150030089221008,17.3,9.2,16.7,9.5,0.3,0.2
150030080021020,5.9,2.6,5.4,3,0.3,0.1
150030089311014,79.1,39.6,77.6,40,1.4,1.2
150030089224016,39.4,21.1,38.1,21.6,0.7,0.5
150030087013009,19.6,7.2,16.1,9.5,0.9,0.5
150030087013008,33,12.1,27,15.9,1.5,0.8
150030089152004,153.4,104.6,132.9,116.5,6.2,4.8
150030089151015,80.4,42,76.3,44.2,1.9,1.1
150030089151020,18.4,9.6,17.4,10.1,0.4,0.2
150030089204000,216.8,96.9,203.6,103.6,6.6,2.9
150030039001014,0,0,0,0,0,0
150030035021002,2.1,0.7,1.9,0.8,0.1,0
150030035023000,84.1,30.6,77.2,31.9,3.1,1.5
150030048001005,0,0,0,0,0,0
150030048001009,0,0,0,0,0,0
150030048004011,15.7,5.1,14,6.5,0.2,0.1
150030048004007,4.9,1.6,4.4,2,0.1,0
150030048004015,8,2.6,7.2,3.3,0.1,0.1
150030048004004,0.4,0.1,0.4,0.2,0,0
150030013003011,83.1,27.5,77.9,28.1,3.9,1.3
150030013003006,0,0,0,0,0,0
150030013003009,13.1,4.4,11.9,4.9,0.2,0.2
150030063011005,33.6,12.6,29,16.3,1,0.3
150030038002004,0,0,0,0,0,0
150030038002020,0,0,0,0,0,0
150030038002016,0,0,0,0,0,0
150030063012002,0,0,0,0,0,0
150030063013004,15.6,4.4,13.5,5.9,0.5,0.3
150030007001006,33.4,10.7,30.7,12.4,1,0.4
150030059001020,9.2,2.9,8,3.8,0.3,0.1
150030060002014,39.5,11.3,33.5,15.5,1.2,0.2
150030069001017,4,2.8,3.5,3,0.1,0.1
150030066001000,10.4,4.6,10.5,4.3,0.3,0.3
150030020051000,0,0,0,0,0,0
150030002004000,4.8,2.6,4.6,2.7,0.2,0.1
150030068053005,556.7,236.2,527.8,246,16.5,10.6
150030042002000,110,39.1,103.1,40.3,4.6,2.4
150030043001000,0,0,0,0,0,0
150030001103011,12.6,6.5,12,6.7,0.4,0.2
150030043003000,51.1,17,46.6,19.9,1.6,0.6
150030044001007,0,0,0,0,0,0
150030001071005,0,0,0,0,0,0
150030094002009,9.7,4.3,8.6,4.8,0.3,0.2
150030095072001,0,0,0,0,0,0
150039807001002,0,0,0,0,0,0
150030093001007,0.1,0.1,0.1,0.1,0,0
150030093001002,91.3,40.4,81.1,45.5,3,1.9
150030095011015,0.4,0.1,0.3,0.2,0,0
150030095012006,8.2,3.3,7,3.8,0.5,0.2
150030093001006,13.2,5.8,11.7,6.6,0.4,0.3
150030095071017,0,0,0,0,0,0
150030092003008,23.2,11.7,19.9,13.7,0.9,0.4
150030092003017,8.3,4.2,7.2,4.9,0.3,0.1
150030092003015,23.5,11.8,20.1,13.9,0.9,0.4
150030092002018,6.8,3.4,5.8,4,0.3,0.1
150030092001007,74.3,37.4,63.7,43.9,3,1.2
150030092001018,13.3,6.7,11.4,7.9,0.5,0.2
150030074001067,36.2,11.3,28.6,17.8,0.6,0.8
150030074001195,8.8,2.7,6.9,4.3,0.1,0.2
150030074001058,0,0,0,0,0,0
150030074001056,0,0,0,0,0,0
150030074001064,1.6,0.5,1.3,0.8,0,0
150030074001059,0,0,0,0,0,0
150030085021143,0,0,0,0,0,0
150030085021076,0,0,0,0,0,0
150030085021074,0,0,0,0,0,0
150030085021026,0,0,0,0,0,0
150030085021020,0,0,0,0,0,0
150030089224008,0,0,0,0,0,0
150030089224001,184.2,98.5,178.4,101.3,3.2,2.3
150030089224018,23.3,12.5,22.6,12.8,0.4,0.3
150030089222000,288.7,154.4,279.6,158.7,5.1,3.6
150030089223009,0,0,0,0,0,0
150030088003007,0,0,0,0,0,0
150030080021007,4.6,1.4,4.4,1.5,0.1,0
150030089281019,37.2,18.7,36.5,18.8,0.7,0.6
150030089281010,20.9,10.5,20.5,10.6,0.4,0.3
150030003023007,5.8,3.1,5.5,3.2,0.2,0.1
150030003023005,56.7,30.7,54.1,31.6,1.8,0.8
150030003022002,15.7,8.5,15,8.8,0.5,0.2
150030056001006,0,0,0,0,0,0
150030048001008,43.1,14.8,40.2,17.2,1.4,0.5
150030054001003,39.7,15.4,33.9,18.6,2.2,1.1
150030067012011,4.6,2.1,4.7,1.9,0.1,0.1
150030067011001,18.3,8.2,18.5,7.6,0.6,0.5
150030067021009,0,0,0,0,0,0
150030068042006,0,0,0,0,0,0
150030048002005,6.1,1.7,5.3,2.3,0.2,0.1
150030053002004,29.5,11.9,25.3,14.3,1.2,0.8
150030049003001,157.9,57.6,150.8,59.3,4.8,2.4
150030008001017,1.1,0.4,1,0.4,0,0
150030008003004,18.7,6,17.2,7,0.5,0.2
150030008002002,34.1,10.9,31.4,12.7,1,0.4
150030005004010,9.4,5,9.6,4.8,0.3,0.1
150030005004000,9.4,5,9.6,4.8,0.3,0.1
150039814001009,0,0,0,0,0,0
150030069002006,0,0,0,0,0,0
150030067012028,0,0,0,0,0,0
150030068052002,0,0,0,0,0,0
150030069001002,0,0,0,0,0,0
150030073031044,0,0,0,0,0,0
150030073031037,0,0,0,0,0,0
150030051001004,0,0,0,0,0,0
150030042001001,0,0,0,0,0,0
150030027012005,0,0,0,0,0,0
150030063021000,10.4,3.3,8.4,4.9,0.3,0.2
150030030003000,14.5,4.6,13.7,4.9,0.5,0.1
150030064021008,15.2,5.7,13.1,7.4,0.5,0.1
150030064021007,11.1,4.1,9.5,5.4,0.3,0.1
150030060001000,0,0,0,0,0,0
150030037005000,202.9,103.4,193.7,97.6,12,4.3
150030037002000,0,0,0,0,0,0
150039814001016,0,0,0,0,0,0
150030044001024,0,0,0,0,0,0
150030067021005,0,0,0,0,0,0
150030094001003,27.9,12.3,24.8,13.9,0.9,0.6
150039806001034,0,0,0,0,0,0
150039806001030,0,0,0,0,0,0
150039806001022,0,0,0,0,0,0
150030095071016,2.8,1.1,2.4,1.3,0.2,0.1
150030095071013,0,0,0,0,0,0
150030095072010,17.9,7.1,15.3,8.3,1,0.4
150030095072003,0,0,0,0,0,0
150039807001032,0,0,0,0,0,0
150030095012008,28.5,11.3,24.4,13.2,1.7,0.6
150030095012007,21.1,8.4,18,9.8,1.2,0.4
150030093002009,23,10.2,20.4,11.5,0.7,0.5
150030092003010,0,0,0,0,0,0
150030092003011,19.6,9.8,16.8,11.5,0.8,0.3
150030085021042,0,0,0,0,0,0
150030085021080,0,0,0,0,0,0
150030085021175,0,0,0,0,0,0
150030086111005,0,0,0,0,0,0
150030086111004,0,0,0,0,0,0
150030086121007,0,0,0,0,0,0
150030086143004,0,0,0,0,0,0
150030086143002,0,0,0,0,0,0
150030089142003,1,0.6,0.8,0.7,0,0
150030089074003,13.4,8.1,12.5,8.4,0.5,0.2
150030089074004,10.8,6.6,10.1,6.8,0.4,0.2
150030115003021,20.4,12.4,15.5,16.7,0.5,0.3
150030115003017,26.5,16.1,20.2,21.7,0.7,0.4
150030073021048,0.8,0.7,0.7,0.7,0,0
150030074001167,0.4,0.3,0.4,0.3,0,0
150030083013002,0,0,0,0,0,0
150030087012027,0,0,0,0,0,0
150030075021016,0,0,0,0,0,0
150030089252000,0,0,0,0,0,0
150030080011002,1.6,0.7,1.4,0.8,0.1,0
150030089201013,0,0,0,0,0,0
150030089253000,0,0,0,0,0,0
150030086061011,0,0,0,0,0,0
150030075031012,0,0,0,0,0,0
150030089291000,0,0,0,0,0,0
150030089152000,50.8,34.6,44,38.6,2,1.6
150030075021029,0,0,0,0,0,0
150030087011000,0,0,0,0,0,0
150030073022032,0,0,0,0,0,0
150030115001006,0,0,0,0,0,0
150030089224002,0,0,0,0,0,0
150030019011015,12.7,6.3,11.7,6.3,0.8,0.2
150030031022001,83.6,24.1,81.5,23.1,2.4,1.3
150030001141004,81.9,48.3,76.3,49.4,3,1.1
150039800001004,1.2,0.7,1.1,0.7,0,0
150030001141021,16.2,9.6,15.2,9.8,0.6,0.2
150030001141009,17.2,10.1,16,10.4,0.6,0.2
150030001141006,11.6,6.9,10.9,7,0.4,0.2
150030001141001,0,0,0,0,0,0
150030021002002,118.1,35.8,107.8,39.6,4.9,2.4
150030064022001,1.2,0.4,1,0.6,0,0
150030037002022,2.5,0.9,2.2,1,0.1,0
150030037002017,0,0,0,0,0,0
150030037002016,0,0,0,0,0,0
150030040002016,0,0,0,0,0,0
150030111061001,153,67.4,118.4,97.3,6.4,1.6
150030111061004,19.8,9.2,17.9,10.4,0.6,0.2
150030111064007,40.9,19.1,36.8,21.4,1.3,0.5
150030111064013,12.2,5.7,11,6.4,0.4,0.1
150030103033023,6.6,3.8,5.6,4.5,0.3,0.1
150030112011002,0,0,0,0,0,0
150030108011032,0,0,0,0,0,0
150030105051004,0,0,0,0,0,0
150030095011025,2.3,0.9,2,1.1,0.1,0
150030095012002,1.1,0.4,1,0.5,0.1,0
150030095031001,1.9,0.8,1.6,0.9,0.1,0
150030095022008,2.2,0.9,1.9,1,0.1,0
150030095022014,0,0,0,0,0,0
150030099043022,0,0,0,0,0,0
150030099043025,0,0,0,0,0,0
150030099022006,0,0,0,0,0,0
150030099041028,0,0,0,0,0,0
150030099041019,26.2,10.4,22.4,12.1,1.5,0.5
150030100001082,0,0,0,0,0,0
150030100001051,0,0,0,0,0,0
150030099041010,5.3,2.1,4.5,2.4,0.3,0.1
150030099041025,0,0,0,0,0,0
150030073031027,0,0,0,0,0,0
150030077011012,9.4,3.9,8.9,4.1,0.2,0.2
150030086111008,0,0,0,0,0,0
150030086221004,30.8,19,26.1,22,1.4,0.8
150030078103002,0,0,0,0,0,0
150030075053002,0,0,0,0,0,0
150030077012003,2.2,1,2,1.2,0.1,0
150030080052017,16.7,8,15.8,8.6,0.2,0.2
150030080052000,26.3,12.6,24.9,13.6,0.4,0.3
150030078051002,20.6,9.2,19,10.3,0.5,0.3
150030080011015,0,0,0,0,0,0
150030077013022,0,0,0,0,0,0
150030080011012,0,0,0,0,0,0
150030087022001,2.2,1.2,1.7,1.6,0,0.1
150030078101004,25.8,10.1,26.4,9.1,0.5,0.5
150030089253004,42.7,22.3,37.6,25.7,1.3,0.8
150030083011000,0,0,0,0,0,0
150030084082003,59.6,47.5,51.9,52.2,2.1,1.2
150030086062000,49.8,31.6,41.3,39.2,1.6,0.7
150030084022000,18.2,14.5,15.9,15.9,0.6,0.4
150030089241000,2,1,1.7,1.2,0.1,0
150030089201000,0,0,0,0,0,0
150030089271000,0,0,0,0,0,0
150030086149017,0,0,0,0,0,0
150030084023000,1.1,0.9,1,1,0,0
150030089182000,129.3,59.5,125.7,59.7,3.1,1.6
150030080032000,0,0,0,0,0,0
150030032001003,37.7,14.3,35.5,14.9,1.5,0.6
150030068051001,0,0,0,0,0,0
150030008001005,17.9,6.3,16.8,6.8,0.5,0.2
150030044001010,44.1,14.8,28.6,29.1,2,0.8
150030044001022,0,0,0,0,0,0
150039900010069,0,0,0,0,0,0
150030028001001,36.4,12.1,34.2,12.3,1.7,0.6
150030020051002,0,0,0,0,0,0
150030024021000,66.6,21.3,60.3,25.3,1.7,1.1
150030013001013,17.6,5.3,16.1,5.9,0.7,0.4
150030013001010,24.4,7.2,22.6,8.3,0.6,0.3
150030041001004,26.7,8.8,24.4,9.2,1.4,0.4
150030018011005,9.4,4.7,8.6,4.7,0.6,0.1
150030018033000,58,28.8,53.2,28.9,3.7,0.7
150030020052003,65.8,33.5,62.9,31.7,3.9,1.4
150030015003013,17.2,6.1,16,6.9,0.5,0.2
150030016001001,9.9,3.5,9.3,3.8,0.4,0
150030108021048,42.6,24.6,39.6,25.1,2.2,0.7
150030106012005,56.9,26,50.8,30.5,1.6,0.6
150030106012001,27.8,11.8,25,13.7,1.1,0.6
150030106012000,36.2,15.4,32.5,17.8,1.4,0.8
150030111032002,23.3,10.3,21.4,11.5,0.6,0.2
150030111032004,11.3,5,10.4,5.6,0.3,0.1
150030110003001,106.9,47.3,98.2,52.9,2.8,0.8
150030105031002,0,0,0,0,0,0
150030103053009,41.8,18.3,37,21.3,1.4,0.9
150030103052004,13.5,5.9,12,6.9,0.5,0.3
150039900010025,0,0,0,0,0,0
150030108021030,0,0,0,0,0,0
150030108022001,46.9,27.1,43.6,27.7,2.5,0.7
150030108022002,0,0,0,0,0,0
150030097032016,45,21.9,25.8,41.3,1,0.4
150030097032038,20.5,10,11.7,18.8,0.5,0.2
150030097032037,20.1,9.8,11.5,18.4,0.5,0.2
150030096081101,0,0,0,0,0,0
150030096081135,0,0,0,0,0,0
150030096081161,10.4,4.6,5.3,9.7,0.2,0.1
150030096081159,7.2,3.2,3.7,6.7,0.1,0.1
150030096081156,8.4,3.8,4.3,7.8,0.1,0.1
150030097013020,7.2,3.5,4.1,6.6,0.2,0.1
150030097013018,0,0,0,0,0,0
150030097013029,36.1,17.6,20.6,33.1,0.8,0.3
