GEOID,G18USSDHIR,G18USSRCUR,G18GOVDIGE,G18GOVRTUP,G18GOVGBRE,G18GOVITER
150010210131252,0,0,0,0,0,0
150010210131246,0,0,0,0,0,0
150010210131228,0,0,0,0,0,0
150010210131053,0,0,0,0,0,0
150010210131307,0,0,0,0,0,0
150010210131060,0,0,0,0,0,0
150010210131305,0,0,0,0,0,0
150010210132026,0.3,0.1,0.2,0.1,0,0
150010210051016,6.4,2.7,5.6,3.2,0.3,0.1
150010218001016,6.8,2.2,6.1,2.6,0.2,0.1
150010218003023,39.4,12.6,35.4,15.2,1.3,0.3
150010218004068,1.4,0.5,1.3,0.5,0,0
150010218004053,0,0,0,0,0,0
150010218004042,1.8,0.6,1.6,0.7,0.1,0
150010218004005,0.4,0.1,0.3,0.1,0,0
150010218004012,0,0,0,0,0,0
150010218004080,0,0,0,0,0,0
150010218003016,0,0,0,0,0,0
150010218004022,0,0,0,0,0,0
150010218003022,2.5,0.8,2.2,1,0.1,0
150010220001113,0,0,0,0,0,0
150010220002082,0.3,0.1,0.3,0.1,0,0
150010220002071,21.6,6.8,18.9,8.3,1.1,0.3
150010220001534,0,0,0,0,0,0
150010220001114,0,0,0,0,0,0
150010220001377,0,0,0,0,0,0
150010220001326,0,0,0,0,0,0
150010220001338,0,0,0,0,0,0
150010220001353,0,0,0,0,0,0
150010220001319,0,0,0,0,0,0
150010220001320,0,0,0,0,0,0
150010217041040,0,0,0,0,0,0
150010217042010,2.2,0.7,1.8,1.1,0.1,0
150010217044000,36.1,20.1,32.3,21.8,1.6,0.5
150010217022022,92.2,30.3,71.9,46.2,3.6,1.2
150010217041051,8.3,4.6,7.4,5,0.4,0.1
150010217023014,70.2,23.5,57.9,33.6,2.4,0.6
150010217043007,9.7,5.4,8.7,5.9,0.4,0.1
150010217043006,57.9,32.2,51.9,35,2.6,0.8
150010217021008,0,0,0,0,0,0
150010217022021,22.5,7.4,17.6,11.3,0.9,0.3
150010217023040,6.6,2.2,5.5,3.2,0.2,0.1
150010217023038,0,0,0,0,0,0
150010219021045,9.4,2.7,7.7,4,0.3,0.1
150010219021051,0,0,0,0,0,0
150010219021175,0,0,0,0,0,0
150010219021172,0,0,0,0,0,0
150010219021311,6.7,1.9,5.5,2.8,0.2,0.1
150010219021141,0,0,0,0,0,0
150010219021397,0,0,0,0,0,0
150010219021203,0,0,0,0,0,0
150010219021320,0,0,0,0,0,0
150010219021213,0,0,0,0,0,0
150010219021348,0.6,0.2,0.5,0.3,0,0
150010219021328,0,0,0,0,0,0
150010219021089,0,0,0,0,0,0
150010210111006,3.2,1.1,2.7,1.5,0.1,0
150010210101010,1.9,0.7,1.6,0.9,0.1,0
150010210101039,1.1,0.4,0.9,0.5,0,0
150010210101050,9.9,3.5,8.5,4.5,0.4,0.1
150010210101037,9.1,3.2,7.8,4.1,0.4,0.1
150010210101083,7.8,2.2,6.8,2.7,0.4,0.1
150010210101057,10.2,2.8,8.8,3.6,0.5,0.1
150010210111062,0,0,0,0,0,0
150010210101079,2.8,0.8,2.4,1,0.1,0
150010210131214,72.6,13.1,66.2,17.7,2.1,0
150010210101085,3.2,0.9,2.8,1.1,0.1,0
150010210101062,13.4,3.7,11.7,4.7,0.6,0.2
150010210111083,2.8,0.8,2.4,1,0.1,0
150010210111072,52.6,14.6,45.8,18.4,2.4,0.7
150010210111080,0.5,0.1,0.4,0.2,0,0
150010218002072,35.5,11.4,31.9,13.7,1.2,0.3
150010218004046,13.5,4.3,12.1,5.2,0.5,0.1
150010218002063,24.9,8,22.3,9.6,0.8,0.2
150010218004054,0,0,0,0,0,0
150010218004002,0,0,0,0,0,0
150010218002047,12.4,4,11.2,4.8,0.4,0.1
150010218004052,0,0,0,0,0,0
150010218004043,0,0,0,0,0,0
150010218003034,0.7,0.2,0.6,0.3,0,0
150010218004007,0.4,0.1,0.3,0.1,0,0
150010211064126,1.5,0.4,1.3,0.5,0.1,0
150010211062030,0.6,0.2,0.5,0.2,0,0
150010211062052,1.4,0.5,1.2,0.6,0.1,0
150010211063037,0.6,0.2,0.5,0.2,0,0
150010211062063,4.5,1.5,4,1.8,0.2,0
150010211062059,5.1,1.3,4.4,1.6,0.4,0.1
150010211064016,0.2,0.1,0.2,0.1,0,0
150010211061055,0,0,0,0,0,0
150010211011033,6.3,1.6,5.5,2,0.5,0.1
150010211011084,9.8,2.4,8.5,3,0.7,0.1
150010211011081,7.8,1.9,6.8,2.4,0.6,0.1
150010211011030,10.5,2.6,9.1,3.3,0.8,0.1
150010211064051,0,0,0,0,0,0
150010211011067,2,0.5,1.6,0.7,0.1,0
150010211011052,2,0.5,1.6,0.7,0.1,0
150010211011063,3.7,0.9,3.1,1.3,0.3,0
150010211011053,0,0,0,0,0,0
150010211061028,1,0.2,0.8,0.3,0.1,0
150010211061004,1.5,0.4,1.2,0.5,0.1,0
150010213001089,19.5,6.6,17.6,6.9,1.2,0.2
150010213001152,0,0,0,0,0,0
150010213001121,0.4,0.1,0.3,0.1,0,0
150010213001168,1.8,0.6,1.6,0.6,0.1,0
150010213001118,0.7,0.2,0.7,0.3,0,0
150010213001171,0,0,0,0,0,0
150010213001129,0,0,0,0,0,0
150010213001007,0,0,0,0,0,0
150010213001011,0,0,0,0,0,0
150010213001123,0,0,0,0,0,0
150010213001125,0,0,0,0,0,0
150010213001153,0,0,0,0,0,0
150010212021280,0,0,0,0,0,0
150010212022030,0,0,0,0,0,0
150010212022382,0,0,0,0,0,0
150010212022006,0,0,0,0,0,0
150010212022390,0,0,0,0,0,0
150010212022121,0,0,0,0,0,0
150010212022119,0,0,0,0,0,0
150010212022081,0,0,0,0,0,0
150010212022223,0,0,0,0,0,0
150010212022195,0,0,0,0,0,0
150010212022187,0,0,0,0,0,0
150010212022170,0,0,0,0,0,0
150010212022036,0,0,0,0,0,0
150010212022753,0,0,0,0,0,0
150010212022053,0,0,0,0,0,0
150010212022026,0,0,0,0,0,0
150010212021392,0,0,0,0,0,0
150010212021393,0,0,0,0,0,0
150010221022018,11.3,2.8,9.7,3.8,0.6,0.1
150010221021171,0,0,0,0,0,0
150010221021181,0,0,0,0,0,0
150010221021359,0,0,0,0,0,0
150010221021185,2.7,0.8,2.4,1,0.1,0
150010221021482,0,0,0,0,0,0
150010221021428,0,0,0,0,0,0
150010221021453,0,0,0,0,0,0
150010221021440,0,0,0,0,0,0
150010221021176,0,0,0,0,0,0
150010221021527,0,0,0,0,0,0
150010221021090,0,0,0,0,0,0
150010221021169,2.1,0.5,1.8,0.7,0.1,0
150010221021202,0,0,0,0,0,0
150010220001331,0,0,0,0,0,0
150010220001327,0,0,0,0,0,0
150010220001309,0,0,0,0,0,0
150010220001330,0,0,0,0,0,0
150010220001310,0,0,0,0,0,0
150010220001012,0,0,0,0,0,0
150010220001434,0,0,0,0,0,0
150010220001380,0,0,0,0,0,0
150010220001444,0,0,0,0,0,0
150010220001481,0,0,0,0,0,0
150010220001414,0,0,0,0,0,0
150010220001412,0,0,0,0,0,0
150010220001005,0,0,0,0,0,0
150010220001007,0,0,0,0,0,0
150010219021253,0,0,0,0,0,0
150010219023010,25.4,7.2,20.8,10.8,0.8,0.2
150010219022004,46.9,13.3,38.5,20,1.5,0.5
150010219022015,16,4.5,13.2,6.8,0.5,0.2
150010219021236,0,0,0,0,0,0
150010219021386,0.9,0.3,0.7,0.4,0,0
150010219021332,0,0,0,0,0,0
150010219021301,0,0,0,0,0,0
150010219021309,0,0,0,0,0,0
150010210101060,0,0,0,0,0,0
150010210131085,0,0,0,0,0,0
150010210101073,5.1,1.4,4.4,1.8,0.2,0.1
150010210101095,2.8,0.8,2.4,1,0.1,0
150010210111061,10.2,2.8,8.8,3.6,0.5,0.1
150010210101044,3.5,1.2,3,1.6,0.1,0
150010210101052,0.9,0.3,0.8,0.3,0,0
150010210101029,4,1.4,3.4,1.8,0.2,0.1
150010210102069,3,1,2.5,1.3,0.1,0
150010210102016,4,1.4,3.4,1.8,0.2,0.1
150010210102020,4.6,1.6,3.9,2.1,0.2,0.1
150010210102017,5.4,1.9,4.6,2.4,0.2,0.1
150010210102082,12.7,4.2,11,5.4,0.7,0.1
150010218004112,0,0,0,0,0,0
150010218002115,0,0,0,0,0,0
150010218004124,0,0,0,0,0,0
150010218004120,0,0,0,0,0,0
150010218002110,0,0,0,0,0,0
150010218002043,0,0,0,0,0,0
150010218004117,0.7,0.2,0.6,0.3,0,0
150010218004114,0.4,0.1,0.3,0.1,0,0
150010218002084,2.8,0.9,2.6,1.1,0.1,0
150010218002119,0,0,0,0,0,0
150010218002133,0.7,0.2,0.6,0.3,0,0
150010218002135,1.4,0.5,1.3,0.5,0,0
150010218001028,5,1.6,4.5,1.9,0.2,0
150010218002007,0,0,0,0,0,0
150010218001023,19.5,6.3,17.5,7.5,0.7,0.1
150010218004062,1.8,0.6,1.6,0.7,0.1,0
150010211011054,1.5,0.4,1.2,0.5,0.1,0
150010211061014,21.3,5.3,17.5,7.5,1.5,0.2
150010211061015,2.5,0.6,2,0.9,0.2,0
150010211061010,1.7,0.4,1.4,0.6,0.1,0
150010211061024,1.5,0.4,1.2,0.5,0.1,0
150010211064067,9.5,2.3,8.3,3,0.7,0.1
150010211064068,5.4,1.3,4.7,1.7,0.4,0.1
150010211064003,1,0.2,0.8,0.3,0.1,0
150010211064135,5.6,1.4,4.9,1.7,0.4,0.1
150010211064146,0,0,0,0,0,0
150010211061022,0,0,0,0,0,0
150010211012034,2.4,0.6,2.1,0.8,0.2,0
150010211064059,0,0,0,0,0,0
150010211012040,0.5,0.1,0.4,0.2,0,0
150010213001060,4.8,1.1,4.2,1.4,0.3,0
150010213001026,0,0,0,0,0,0
150010213003008,120.6,34,110.5,38,4.9,1.4
150010213001063,0,0,0,0,0,0
150010213001024,0,0,0,0,0,0
150010213002006,0,0,0,0,0,0
150010214022007,34.7,11,32,11.5,1.7,0.6
150010219023016,3.9,1.1,3.2,1.7,0.1,0
150010219023002,13.9,3.9,11.4,5.9,0.4,0.1
150010219022011,3,0.9,2.5,1.3,0.1,0
150010219022016,19.4,5.5,15.9,8.2,0.6,0.2
150010219021302,0,0,0,0,0,0
150010219022005,0,0,0,0,0,0
150010219021279,0,0,0,0,0,0
150010219021208,0.3,0.1,0.2,0.1,0,0
150010210131087,0,0,0,0,0,0
150010210131239,0,0,0,0,0,0
150010210131207,0,0,0,0,0,0
150010210131232,0,0,0,0,0,0
150010210131202,0,0,0,0,0,0
150010210131130,0,0,0,0,0,0
150010210131052,0,0,0,0,0,0
150010210131193,0,0,0,0,0,0
150010210131184,0,0,0,0,0,0
150010210111046,2.1,0.8,1.8,1,0.1,0
150010210111031,1.6,0.6,1.4,0.7,0.1,0
150010210131055,0,0,0,0,0,0
150010210031004,18.6,4.6,15.3,6.5,1.3,0.1
150010210054013,37.2,15.6,32.4,18.6,1.9,0.5
150010210051024,24.4,10.3,21.3,12.2,1.2,0.3
150010210053032,0,0,0,0,0,0
150010215022017,36.6,11.6,33.7,12.2,1.8,0.6
150010215021032,13.2,8.1,12.3,8.5,0.6,0.1
150010215021039,1.6,0.9,1.5,0.9,0.1,0
150010215021047,12.1,7.4,11.2,7.8,0.5,0.1
150010215071142,12.3,5.8,11.1,6.3,0.7,0.2
150010215021052,19.7,12.1,18.3,12.7,0.9,0.2
150010215071117,20.7,9.7,18.6,10.6,1.1,0.3
150010215073013,12.9,6.2,11.1,7.2,0.6,0.2
150010215071119,18.2,8.5,16.4,9.3,1,0.3
150010215071122,33.6,15.8,30.2,17.1,1.8,0.5
150010215071108,8.9,4.2,8.1,4.6,0.5,0.1
150010216044010,5,2.8,4.7,2.7,0.3,0.1
150010215022003,0,0,0,0,0,0
150010215093004,23.3,14.6,22.4,13.9,1.3,0.3
150010215022016,11.5,5.4,10.8,5.5,0.4,0.1
150010211063056,8.1,2.7,7.2,3.3,0.4,0.1
150010211011021,9.8,2.4,8.5,3,0.7,0.1
150010211011016,8.5,2.1,7.4,2.7,0.6,0.1
150010211011080,9.8,2.4,8.5,3,0.7,0.1
150010211011039,9.3,2.3,8,2.9,0.7,0.1
150010211011066,0,0,0,0,0,0
150010211011088,2.5,0.6,2,0.9,0.2,0
150010211011090,2.2,0.6,1.8,0.8,0.2,0
150010211011055,1.2,0.3,1,0.4,0.1,0
150010211011006,0.5,0.1,0.4,0.2,0,0
150010211061016,2.7,0.7,2.2,1,0.2,0
150010211061011,3.7,0.9,3.1,1.3,0.3,0
150010211064143,1.2,0.3,1.1,0.4,0.1,0
150010211064140,0.7,0.2,0.6,0.2,0.1,0
150010211061058,3.4,1.1,3,1.4,0.2,0
150010211012017,1.2,0.3,1.1,0.4,0.1,0
150010213001135,0,0,0,0,0,0
150010213001141,0,0,0,0,0,0
150010213001172,0,0,0,0,0,0
150010213001045,0,0,0,0,0,0
150010213002015,0.9,0.3,0.9,0.3,0,0
150010213001127,0,0,0,0,0,0
150010213002019,40.1,11.3,36.7,12.6,1.6,0.5
150010213002016,0,0,0,0,0,0
150010213001170,0,0,0,0,0,0
150010213002038,0.3,0.1,0.3,0.1,0,0
150010213001090,7.9,2.7,7.2,2.8,0.5,0.1
150010213001069,18.4,6.2,16.7,6.6,1.1,0.1
150010214021072,0,0,0,0,0,0
150010219022000,8.5,2.4,6.9,3.6,0.3,0.1
150010219021065,17.9,5.1,14.6,7.6,0.6,0.2
150010212022374,0,0,0,0,0,0
150010212022366,0,0,0,0,0,0
150010212022361,0,0,0,0,0,0
150010212022236,0,0,0,0,0,0
150010212022241,0,0,0,0,0,0
150010212022221,0,0,0,0,0,0
150010212022218,0,0,0,0,0,0
150010212022260,0,0,0,0,0,0
150010212022318,0,0,0,0,0,0
150010212022269,0,0,0,0,0,0
150010212022333,0,0,0,0,0,0
150010212022242,0,0,0,0,0,0
150010212022284,0,0,0,0,0,0
150010212022376,0,0,0,0,0,0
150010212022341,0,0,0,0,0,0
150010212024068,0,0,0,0,0,0
150010210132056,2.2,0.7,1.9,0.9,0.1,0
150010210133068,1.9,0.6,1.7,0.8,0.1,0
150010210132002,23.8,7.9,20.5,10,1.2,0.3
150010210133045,8.3,2.7,7.2,3.5,0.4,0.1
150010210132016,7.8,2.6,6.7,3.3,0.4,0.1
150010210102077,1.3,0.5,1.1,0.6,0.1,0
150010210102032,11,3.9,9.4,5,0.5,0.1
150010210101020,4.3,1.5,3.7,1.9,0.2,0.1
150010210103048,4.2,1.4,3.6,1.7,0.2,0
150010210103013,1.7,0.5,1.4,0.7,0.1,0
150010210102062,0,0,0,0,0,0
150010216043004,69.3,43.6,66.6,41.5,3.9,0.8
150010216042008,32.9,18.5,31,18,2.1,0.5
150010215091039,0,0,0,0,0,0
150010215042009,0,0,0,0,0,0
150010215042039,0,0,0,0,0,0
150010215071128,0,0,0,0,0,0
150010215021051,17.7,10.9,16.5,11.5,0.8,0.2
150010216014010,81.7,45.9,76.9,44.7,5.2,1.2
150010216013013,6,3.3,5.7,3.3,0.3,0
150010216014006,0,0,0,0,0,0
150010215093019,5.4,1.7,5,1.8,0.3,0.1
150010215091044,0,0,0,0,0,0
150019916000001,0,0,0,0,0,0
150010215042083,7.6,3.7,6.5,4.2,0.3,0.1
150010215042092,0,0,0,0,0,0
150010211012018,1.7,0.4,1.5,0.5,0.1,0
150019903000002,0,0,0,0,0,0
150010211061059,1.4,0.5,1.2,0.6,0.1,0
150010211061031,3.7,0.9,3.1,1.3,0.3,0
150010211061047,0,0,0,0,0,0
150010211064071,2.4,0.6,2.1,0.8,0.2,0
150010211062001,3.9,1.3,3.5,1.6,0.2,0
150010211062025,3.9,1.3,3.5,1.6,0.2,0
150010211062032,0,0,0,0,0,0
150010211011002,7.3,1.8,6.4,2.3,0.5,0.1
150010211064014,1,0.2,0.8,0.3,0.1,0
150010211011007,0,0,0,0,0,0
150010211061042,1.1,0.4,1,0.5,0.1,0
150010211063034,1.1,0.4,1,0.5,0.1,0
150010211063058,2.5,0.8,2.2,1,0.1,0
150010211012009,0,0,0,0,0,0
150010211061044,0,0,0,0,0,0
150010211011026,14.2,3.5,12.3,4.4,1,0.2
150010213003015,7.8,2.2,7.2,2.5,0.3,0.1
150010213001132,0.6,0.2,0.6,0.2,0,0
150010213001108,0,0,0,0,0,0
150010213001116,2.5,0.8,2.3,0.9,0.2,0
150010213002003,22.7,6.2,20.4,6.8,1.1,0.4
150010213001109,14.1,4.7,12.7,5,0.8,0.1
150010214021012,0,0,0,0,0,0
150010213002009,0.3,0.1,0.2,0.1,0,0
150010214021006,23.8,7.5,22,7.9,1.1,0.4
150010214023001,5.3,1.5,4.9,1.7,0.2,0.1
150010214021037,0,0,0,0,0,0
150010213001046,0,0,0,0,0,0
150010213003010,0,0,0,0,0,0
150010214021075,0,0,0,0,0,0
150010214021029,4.4,1.2,4,1.4,0.2,0.1
150010214021070,1.3,0.4,1.1,0.4,0.1,0
150010214021056,0,0,0,0,0,0
150010214021041,0.6,0.2,0.6,0.2,0,0
150010214021047,0,0,0,0,0,0
150010212022279,0,0,0,0,0,0
150010212022300,0,0,0,0,0,0
150010212022064,0,0,0,0,0,0
150010212022276,0,0,0,0,0,0
150010212022063,0,0,0,0,0,0
150010212022281,0,0,0,0,0,0
150010212022277,0,0,0,0,0,0
150010212022280,0,0,0,0,0,0
150010212022294,0,0,0,0,0,0
150010212022298,0,0,0,0,0,0
150010212022303,0,0,0,0,0,0
150010212022353,0,0,0,0,0,0
150010212022358,0,0,0,0,0,0
150010212022311,0,0,0,0,0,0
150010212024029,0,0,0,0,0,0
150010212024026,2.2,0.7,2,0.7,0.2,0
150010210103024,11.9,3.9,10.3,5,0.6,0.1
150010210112024,1.3,0.5,1.1,0.6,0.1,0
150010210131203,0,0,0,0,0,0
150010210131078,0,0,0,0,0,0
150010210031018,1,0.2,0.8,0.3,0.1,0
150010210102045,0,0,0,0,0,0
150010210102055,0,0,0,0,0,0
150010210111073,0,0,0,0,0,0
150010210101032,8.3,2.9,7.1,3.8,0.4,0.1
150010210133063,1.7,0.5,1.4,0.7,0.1,0
150010210132060,0,0,0,0,0,0
150010210111093,0,0,0,0,0,0
150010210131227,5.7,1,5.2,1.4,0.2,0
150010210101022,1.6,0.6,1.4,0.7,0.1,0
150010210101048,5.6,2,4.8,2.6,0.2,0.1
150010210102003,4.8,1.7,4.1,2.2,0.2,0.1
150019915000001,0,0,0,0,0,0
150010216014001,0,0,0,0,0,0
150010215071147,0,0,0,0,0,0
150010215071007,0,0,0,0,0,0
150010215071019,0,0,0,0,0,0
150010215071064,0,0,0,0,0,0
150010215071070,0,0,0,0,0,0
150010215071036,0,0,0,0,0,0
150010215071086,0,0,0,0,0,0
150010215071080,0,0,0,0,0,0
150010215071126,0,0,0,0,0,0
150010215042028,0,0,0,0,0,0
150010215041004,0,0,0,0,0,0
150010215042030,73.6,35.5,63.4,40.8,3.3,1.1
150010215041015,0,0,0,0,0,0
150010215042013,0,0,0,0,0,0
150010215042104,0.4,0.2,0.4,0.2,0,0
150010216015014,0,0,0,0,0,0
150010216015012,0,0,0,0,0,0
150010216012010,0,0,0,0,0,0
150010216012012,0,0,0,0,0,0
150010201001192,0,0,0,0,0,0
150010201001190,0,0,0,0,0,0
150010201001245,0,0,0,0,0,0
150010201001032,0,0,0,0,0,0
150010201001251,0,0,0,0,0,0
150010201001026,0,0,0,0,0,0
150010201001234,0,0,0,0,0,0
150010201001242,0,0,0,0,0,0
150010201001030,0,0,0,0,0,0
150010201001039,0,0,0,0,0,0
150010201001020,0,0,0,0,0,0
150010201001270,2.1,0.7,1.9,0.7,0.1,0
150010201001274,0,0,0,0,0,0
150010201001319,0,0,0,0,0,0
150010201001371,0,0,0,0,0,0
150010201001370,0,0,0,0,0,0
150010201001304,0,0,0,0,0,0
150010201001306,0,0,0,0,0,0
150010202021091,0,0,0,0,0,0
150010202021080,0,0,0,0,0,0
150010202021103,64.4,17,56.6,20.5,3.4,1
150010202021176,0,0,0,0,0,0
150010208011036,0,0,0,0,0,0
150010206002130,0,0,0,0,0,0
150010208011058,0,0,0,0,0,0
150010202021173,0,0,0,0,0,0
150010206002137,0,0,0,0,0,0
150010202022036,5.8,1.5,5.1,1.9,0.3,0.1
150010212022307,0,0,0,0,0,0
150010212022357,0,0,0,0,0,0
150010212022355,0,0,0,0,0,0
150010212022315,0,0,0,0,0,0
150010212022346,0,0,0,0,0,0
150010212022270,0,0,0,0,0,0
150010212024038,0,0,0,0,0,0
150010212021270,0,0,0,0,0,0
150010212021129,0,0,0,0,0,0
150010212021089,0,0,0,0,0,0
150010212021101,0,0,0,0,0,0
150010212021098,0,0,0,0,0,0
150010212021100,0,0,0,0,0,0
150010212022776,0.6,0.2,0.6,0.2,0,0
150010212021154,0,0,0,0,0,0
150010212021178,0,0,0,0,0,0
150010210051027,1.5,0.6,1.3,0.7,0.1,0
150010210053024,21.2,8.9,18.5,10.6,1.1,0.3
150010210051018,9,3.8,7.9,4.5,0.5,0.1
150010210053007,3.8,1.6,3.3,1.9,0.2,0.1
150010210131067,14.5,6.1,12.7,7.3,0.7,0.2
150010210131283,0,0,0,0,0,0
150010210051020,0,0,0,0,0,0
150010210103035,1.1,0.4,1,0.5,0.1,0
150010210103050,2.5,0.8,2.1,1,0.1,0
150010210131282,0,0,0,0,0,0
150010210132054,18.8,6.2,16.2,7.9,1,0.2
150010218004088,1.4,0.5,1.3,0.5,0,0
150010218002139,0,0,0,0,0,0
150010218002130,64.7,20.7,58.1,25,2.2,0.5
150010218002123,0,0,0,0,0,0
150010218002113,0,0,0,0,0,0
150010218003003,0,0,0,0,0,0
150010218001009,13.9,4.4,12.4,5.4,0.5,0.1
150010218002121,1.1,0.6,1,0.7,0.1,0
150010218004010,0,0,0,0,0,0
150010218002031,0,0,0,0,0,0
150010218002029,0,0,0,0,0,0
150010218003031,0,0,0,0,0,0
150010218002137,0,0,0,0,0,0
150010218002134,1.4,0.5,1.3,0.5,0,0
150010218002039,0,0,0,0,0,0
150010218002069,1.4,0.5,1.3,0.5,0,0
150010220001356,0,0,0,0,0,0
150010220001016,0,0,0,0,0,0
150010220001492,0,0,0,0,0,0
150010220001466,0,0,0,0,0,0
150010220001409,0,0,0,0,0,0
150010220001397,0,0,0,0,0,0
150010220001403,0,0,0,0,0,0
150010220001554,0,0,0,0,0,0
150010220001379,0,0,0,0,0,0
150010211062034,0,0,0,0,0,0
150010211062067,0,0,0,0,0,0
150010211062038,0,0,0,0,0,0
150010211064082,1.7,0.4,1.5,0.5,0.1,0
150010211064015,2.4,0.6,2.1,0.8,0.2,0
150010211064021,0.7,0.2,0.6,0.2,0.1,0
150010211064096,1,0.2,0.8,0.3,0.1,0
150010211064100,0.7,0.2,0.6,0.2,0.1,0
150010211064011,1,0.2,0.8,0.3,0.1,0
150010214021003,21.9,6.9,20.2,7.3,1.1,0.4
150010213003014,3.8,1.1,3.4,1.2,0.2,0
150010214023009,59.5,16.8,54.5,18.7,2.4,0.7
150010214023011,42.9,12.1,39.3,13.5,1.7,0.5
150010214023015,38.9,11,35.6,12.2,1.6,0.5
150010213001022,21.8,5,18.9,6.5,1.3,0.2
150010213003012,0,0,0,0,0,0
150010213001053,0,0,0,0,0,0
150010213002024,12.5,3.5,11.5,3.9,0.5,0.1
150010219021257,0,0,0,0,0,0
150010219021327,0,0,0,0,0,0
150010219021043,0,0,0,0,0,0
150010219021396,0,0,0,0,0,0
150010219021143,0,0,0,0,0,0
150010219021122,0,0,0,0,0,0
150010219021142,0,0,0,0,0,0
150010219021232,0,0,0,0,0,0
150010219021249,0,0,0,0,0,0
150010219023026,3.3,0.9,2.7,1.4,0.1,0
150010219022013,13.9,3.9,11.4,5.9,0.4,0.1
150010210101016,1.6,0.6,1.4,0.7,0.1,0
150010210102066,16.4,5.7,14,7.4,0.7,0.2
150010210102018,3.2,1.1,2.7,1.5,0.1,0
150010210102051,12.7,4.2,11,5.4,0.7,0.1
150010210102046,16.6,5.5,14.3,7,0.9,0.2
150010210131017,0,0,0,0,0,0
150010210131009,0,0,0,0,0,0
150010210131271,0,0,0,0,0,0
150010210131103,0,0,0,0,0,0
150010210131198,0,0,0,0,0,0
150010210131100,0,0,0,0,0,0
150010210131297,0,0,0,0,0,0
150010210131070,0,0,0,0,0,0
150010210131072,0,0,0,0,0,0
150010210131254,0,0,0,0,0,0
150010218002141,3.4,1.9,3.1,2.1,0.2,0
150010218002091,7.5,2.4,6.7,2.9,0.3,0.1
150010218002127,0,0,0,0,0,0
150010218002103,0,0,0,0,0,0
150010218002003,0,0,0,0,0,0
150010218004031,0,0,0,0,0,0
150010218004098,0,0,0,0,0,0
150010218002143,0,0,0,0,0,0
150010218002108,0,0,0,0,0,0
150010218002056,3.2,1,2.9,1.2,0.1,0
150010218001019,0,0,0,0,0,0
150010218002044,0.4,0.1,0.3,0.1,0,0
150010211064137,9.5,2.3,8.3,3,0.7,0.1
150010211064013,4.4,1.1,3.8,1.4,0.3,0.1
150010211064073,4.2,1,3.6,1.3,0.3,0
150010211064132,3.2,0.8,2.8,1,0.2,0
150010211064134,0.7,0.2,0.6,0.2,0.1,0
150010211061039,2.8,0.9,2.5,1.1,0.1,0
150010211011077,6.1,1.5,5.3,1.9,0.4,0.1
150010211061030,0,0,0,0,0,0
150010211062049,24.4,8,21.5,9.9,1.2,0.3
150010211061045,0,0,0,0,0,0
150010211062064,1.7,0.5,1.5,0.7,0.1,0
150010211063020,7.6,2.5,6.7,3.1,0.4,0.1
150010211011046,2.7,0.7,2.2,1,0.2,0
150010211064072,5.6,1.4,4.9,1.7,0.4,0.1
150010211012041,0,0,0,0,0,0
150010211061012,0,0,0,0,0,0
150010211064066,1.2,0.3,1.1,0.4,0.1,0
150010213001002,0,0,0,0,0,0
150010213002051,1.6,0.4,1.4,0.5,0.1,0
150010214023013,8.8,2.5,8,2.8,0.4,0.1
150010214021025,0,0,0,0,0,0
150010213003006,52,14.7,47.6,16.4,2.1,0.6
150010214023003,8.5,2.4,7.7,2.7,0.3,0.1
150010213001051,0,0,0,0,0,0
150010214021017,0,0,0,0,0,0
150010213001080,8.3,2.8,7.5,3,0.5,0.1
150010213001161,0,0,0,0,0,0
150010214021031,21.4,6.8,19.7,7.1,1,0.4
150010214021061,0,0,0,0,0,0
150010214021035,22.7,7.2,21,7.6,1.1,0.4
150010221021077,0,0,0,0,0,0
150010221021086,0,0,0,0,0,0
150010221022046,0,0,0,0,0,0
150010221021070,0,0,0,0,0,0
150010221021065,0,0,0,0,0,0
150010221021283,0.9,0.3,0.8,0.3,0,0
150010221021280,0,0,0,0,0,0
150010221021284,0,0,0,0,0,0
150010221021273,0,0,0,0,0,0
150010221021394,0,0,0,0,0,0
150010220001342,0,0,0,0,0,0
150010220001077,0,0,0,0,0,0
150010220002002,0,0,0,0,0,0
150010220002088,0.3,0.1,0.3,0.1,0,0
150010220002050,0,0,0,0,0,0
150010220001264,0.7,0.2,0.6,0.3,0,0
150010220001097,0,0,0,0,0,0
150010220001092,1,0.3,0.9,0.4,0.1,0
150010220001083,0,0,0,0,0,0
150010220001086,0,0,0,0,0,0
150010219021227,0,0,0,0,0,0
150010219021285,0,0,0,0,0,0
150010219022002,0,0,0,0,0,0
150010219021271,0,0,0,0,0,0
150010219021071,4.8,1.4,4,2.1,0.2,0
150010219023023,4.8,1.4,4,2.1,0.2,0
150010219021391,7.9,2.2,6.5,3.4,0.2,0.1
150010210102075,5.4,1.9,4.6,2.4,0.2,0.1
150010210131002,0,0,0,0,0,0
150010210131006,0,0,0,0,0,0
150010210131015,0,0,0,0,0,0
150010210131285,0,0,0,0,0,0
150010210131261,0,0,0,0,0,0
150010210131256,0,0,0,0,0,0
150010210131265,0,0,0,0,0,0
150010210131046,0,0,0,0,0,0
150010210131097,0,0,0,0,0,0
150010210131019,0,0,0,0,0,0
