GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOPIE
150010219021010,0,0,0,0,0,0
150010219021069,0,0,0,0,0,0
150010219021374,1.3,0.6,0,0,0,0
150010219021346,2.3,0.9,0,0,0,0
150010219021407,0,0,0,0,0,0
150010219021040,0,0,0,0,0,0
150010219021027,0,0,0,0,0,0
150010212023155,0,0,0,0,0,0
150010210051008,17.9,9.4,0.3,0.3,0,0.1
150010210053029,28.5,15,0.5,0.4,0.1,0.1
150010210051001,14.9,7.8,0.2,0.2,0,0.1
150010210051023,5.5,2.9,0.1,0.1,0,0
150010210053025,41.3,21.8,0.7,0.6,0.1,0.2
150010210053037,44.7,23.5,0.7,0.7,0.1,0.2
150010210052005,48.1,25.3,0.8,0.7,0.1,0.2
150010210052014,57.9,30.5,1,0.8,0.1,0.2
150010210031039,1.5,0.6,0,0,0,0
150010210033004,13.4,5.4,0.3,0.4,0,0.1
150010210033036,15.6,6.3,0.3,0.4,0,0.1
150010210033018,22.1,8.9,0.5,0.6,0.1,0.1
150010210131098,0,0,0,0,0,0
150010210131312,0,0,0,0,0,0
150010210131145,0,0,0,0,0,0
150010210131106,0,0,0,0,0,0
150010210131146,0,0,0,0,0,0
150010210131122,0,0,0,0,0,0
150010218002051,3.7,1.4,0.1,0.1,0,0
150010218002055,27.7,10.8,0.5,0.4,0,0
150010218002058,0.5,0.2,0,0,0,0
150010218004122,2.8,1.1,0.1,0,0,0
150010218004059,6.9,2.7,0.1,0.1,0,0
150010218004061,0,0,0,0,0,0
150010218004021,0.9,0.4,0,0,0,0
150010218004071,0,0,0,0,0,0
150010220002037,5.8,2.2,0.1,0.1,0,0
150010220001184,0,0,0,0,0,0
150010220001509,0,0,0,0,0,0
150010220001318,0,0,0,0,0,0
150010220001411,0,0,0,0,0,0
150010220001477,0,0,0,0,0,0
150010220001034,1.9,0.8,0,0,0,0
150010220001345,0,0,0,0,0,0
150010220001550,3.4,1.3,0,0,0,0
150010211062037,0,0,0,0,0,0
150010211063052,5.2,2.7,0.1,0.1,0,0
150010211064036,0.9,0.4,0,0,0,0
150010211064094,0.3,0.1,0,0,0,0
150010211064042,1.8,0.7,0.1,0,0,0
150010217023009,0,0,0,0,0,0
150010217022028,10.5,4.7,0.2,0.1,0,0
150010217044011,26.3,15.9,0.6,0.2,0,0.1
150010217042020,0,0,0,0,0,0
150010217041021,0,0,0,0,0,0
150010217023056,2.4,0.9,0,0,0,0
150010217023197,10.2,3.8,0.2,0.1,0,0
150010217041055,0,0,0,0,0,0
150010217041042,0,0,0,0,0,0
150010217021007,0,0,0,0,0,0
150010217023065,0,0,0,0,0,0
150010217043028,0,0,0,0,0,0
150010217043029,0,0,0,0,0,0
150010217043025,0,0,0,0,0,0
150010217042054,0,0,0,0,0,0
150010219021085,1.1,0.5,0,0,0,0
150010219021103,0,0,0,0,0,0
150010219021110,0,0,0,0,0,0
150010219021109,0,0,0,0,0,0
150010219021406,0,0,0,0,0,0
150010219021100,0,0,0,0,0,0
150010219021092,0,0,0,0,0,0
150010219021148,0,0,0,0,0,0
150010219021030,0,0,0,0,0,0
150010219021156,0,0,0,0,0,0
150010219021190,0,0,0,0,0,0
150010219021245,5.3,2.2,0.1,0.1,0,0
150010212021048,0,0,0,0,0,0
150010212021383,0,0,0,0,0,0
150010212021055,0,0,0,0,0,0
150010212021115,0,0,0,0,0,0
150010212021140,17.1,7.3,0.1,0.1,0,0
150010212022608,0.6,0.4,0,0,0,0
150010212022612,0,0,0,0,0,0
150010212022466,0,0,0,0,0,0
150010212022606,2.4,1.7,0,0,0,0
150010212023017,0.3,0.2,0,0,0,0
150010212023014,0.6,0.4,0,0,0,0
150010212022574,0,0,0,0,0,0
150010212021298,13.5,5.7,0.1,0.1,0,0
150010212022571,1.5,1,0,0,0,0
150010212023136,23.2,11,0.4,0.5,0,0.1
150010212023200,0,0,0,0,0,0
150010221021244,11.9,4.3,0.3,0.2,0,0.1
150010221021446,0,0,0,0,0,0
150010221021447,0,0,0,0,0,0
150010221021465,1.7,0.6,0,0,0,0
150010221021471,0,0,0,0,0,0
150010221021456,1.1,0.4,0,0,0,0
150010221021444,0,0,0,0,0,0
150010221021145,0,0,0,0,0,0
150010220001498,0,0,0,0,0,0
150010220001334,0,0,0,0,0,0
150010220001500,0,0,0,0,0,0
150010220001448,0,0,0,0,0,0
150010220001373,0,0,0,0,0,0
150010220001435,0,0,0,0,0,0
150010220001436,0,0,0,0,0,0
150010220001428,0,0,0,0,0,0
150010220001437,0,0,0,0,0,0
150010220001312,0,0,0,0,0,0
150010220001514,0,0,0,0,0,0
150010201002146,0,0,0,0,0,0
150010201003152,0,0,0,0,0,0
150010201001157,0,0,0,0,0,0
150010201001069,0,0,0,0,0,0
150010201002018,0,0,0,0,0,0
150010201002042,2.2,0.7,0,0,0,0
150010201004037,0,0,0,0,0,0
150010201003130,4.6,1.8,0.1,0.1,0,0
150010201001058,1.3,0.4,0,0,0,0
150010201004044,21.1,8.2,0.4,0.2,0,0.1
150010201001345,0,0,0,0,0,0
150010217023089,0,0,0,0,0,0
150010217023205,0,0,0,0,0,0
150010217022030,28.7,10.6,0.5,0.4,0.1,0.1
150010217022034,26.8,9.9,0.5,0.4,0.1,0.1
150010217022027,1.7,0.7,0,0,0,0
150010202021245,0,0,0,0,0,0
150010206002115,0,0,0,0,0,0
150010202021224,0,0,0,0,0,0
150010202021258,0,0,0,0,0,0
150010204003000,54.7,18,0.9,0.6,0.1,0.1
150010205005007,0,0,0,0,0,0
150010208021005,259,88,3.2,2.8,0.4,0.7
150010208022003,43.2,14.7,0.5,0.5,0.1,0.1
150010202021170,0,0,0,0,0,0
150010204002008,20.9,6.9,0.3,0.2,0,0
150010202022011,0,0,0,0,0,0
150010204001027,0,0,0,0,0,0
150010204001016,0,0,0,0,0,0
150010212024037,0,0,0,0,0,0
150010212024016,0,0,0,0,0,0
150010212022598,5.3,3.7,0.1,0.1,0,0
150010212022718,5,3.5,0.1,0.1,0,0
150010212022721,3.9,2.7,0.1,0.1,0,0
150010212022508,1.8,1.2,0,0,0,0
150010212022515,2.7,1.9,0.1,0,0,0
150010212022434,9.8,6.8,0.2,0.2,0,0.1
150010212023058,2.1,1.4,0,0,0,0
150010212023062,2.4,1.7,0,0,0,0
150010212023071,1.5,1,0,0,0,0
150010212023028,2.4,1.7,0,0,0,0
150010212023069,0,0,0,0,0,0
150010212023094,0,0,0,0,0,0
150010212023066,0.3,0.2,0,0,0,0
150010212023103,0.9,0.6,0,0,0,0
150010212023038,0,0,0,0,0,0
150010221021405,0,0,0,0,0,0
150010221021306,0,0,0,0,0,0
150010221021263,0,0,0,0,0,0
150010221021138,0,0,0,0,0,0
150010221021133,0,0,0,0,0,0
150010221021290,1.1,0.4,0,0,0,0
150010221021272,0,0,0,0,0,0
150010221021241,2.3,0.8,0,0,0,0
150010221021292,3.4,1.2,0.1,0.1,0,0
150010221021257,0,0,0,0,0,0
150010220002001,3.4,1.3,0,0,0,0
150010220002086,0,0,0,0,0,0
150010220001101,0,0,0,0,0,0
150010220001541,0,0,0,0,0,0
150010220002091,9.1,3.5,0.1,0.1,0,0
150010220001542,0,0,0,0,0,0
150010220002092,0,0,0,0,0,0
150010220001096,0,0,0,0,0,0
150010220001546,18.7,7.1,0.2,0.2,0,0
150010220001544,8.6,3.3,0.1,0.1,0,0
150010217023161,0,0,0,0,0,0
150010217023114,0.8,0.5,0,0,0,0
150010217042006,0,0,0,0,0,0
150010217023027,2.4,0.9,0,0,0,0
150010217041089,0,0,0,0,0,0
150010217042038,0,0,0,0,0,0
150010217041024,0,0,0,0,0,0
150010217043036,0,0,0,0,0,0
150010217043004,0,0,0,0,0,0
150010217044007,25.4,15.4,0.6,0.2,0,0.1
150010217044003,42.5,25.8,1,0.4,0.1,0.2
150010217044014,23.8,14.4,0.6,0.2,0,0.1
150010217042013,0,0,0,0,0,0
150010217043037,0,0,0,0,0,0
150010221021319,0,0,0,0,0,0
150010221021516,0,0,0,0,0,0
150019909000002,0,0,0,0,0,0
150010221021222,0,0,0,0,0,0
150010221021389,0,0,0,0,0,0
150010221021390,0,0,0,0,0,0
150010221021316,0,0,0,0,0,0
150010215071045,17.6,10.4,0.5,0.2,0,0.1
150010215071047,0,0,0,0,0,0
150010215071150,0,0,0,0,0,0
150010215071067,0,0,0,0,0,0
150010215071095,0,0,0,0,0,0
150010215071101,0,0,0,0,0,0
150010215071124,2,1.2,0,0,0,0
150010215071155,0,0,0,0,0,0
150010215071090,0,0,0,0,0,0
150010215071098,0,0,0,0,0,0
150010215071130,0,0,0,0,0,0
150010215071084,0,0,0,0,0,0
150010215042032,0,0,0,0,0,0
150010215042036,0,0,0,0,0,0
150010215042041,0,0,0,0,0,0
150010215042074,0,0,0,0,0,0
150010215042027,0,0,0,0,0,0
150010215042022,0,0,0,0,0,0
150010216015036,0,0,0,0,0,0
150010216015031,0,0,0,0,0,0
150010211012029,4,1.6,0.1,0.1,0,0
150010211012042,0.6,0.2,0,0,0,0
150010211012027,22.1,8.8,0.6,0.5,0,0.2
150010211011061,3.4,1.4,0.1,0.1,0,0
150010211011043,3.8,1.5,0.1,0.1,0,0
150010211011071,2.3,0.9,0,0.1,0,0
150010211011087,2.7,1.1,0.1,0.1,0,0
150010211011058,2.7,1.1,0.1,0.1,0,0
150010211011045,0.4,0.2,0,0,0,0
150010211011005,0.4,0.2,0,0,0,0
150010211011042,192.4,77.2,4.1,5.1,0.6,0.9
150010211061021,1.9,0.8,0,0.1,0,0
150010211064070,8.3,3.3,0.2,0.2,0,0.1
150010211064000,1.8,0.7,0.1,0,0,0
150010211064131,0.6,0.2,0,0,0,0
150010211011027,21.2,8.5,0.6,0.5,0,0.2
150010211061061,1.5,0.8,0,0,0,0
150010217041111,0,0,0,0,0,0
150010217041012,0,0,0,0,0,0
150010217042017,10.4,6.3,0.2,0.1,0,0
150010217041008,32.5,19.7,0.8,0.3,0,0.1
150010217041005,1.3,0.8,0,0,0,0
150010217022014,1.3,0.6,0,0,0,0
150010217023060,27.8,10.3,0.5,0.4,0.1,0.1
150010217021014,6.3,2.3,0.1,0.1,0,0
150010217021053,1,0.4,0,0,0,0
150010206002157,0,0,0,0,0,0
150010206003001,17.5,5.6,0.2,0.2,0,0.1
150010205002004,12.7,5.9,0.2,0.2,0,0.1
150010205002013,13.1,6.1,0.2,0.2,0,0.1
150010205001036,22.9,7.5,0.4,0.3,0,0
150010205003020,0.7,0.3,0,0,0,0
150010205001033,11.3,5.2,0.2,0.2,0,0.1
150010205001037,0.9,0.4,0,0,0,0
150010205001031,2.4,1.1,0,0,0,0
150010206002142,16.2,6.3,0.3,0.1,0,0.1
150010206002056,0,0,0,0,0,0
150010205005005,28.3,9.3,0.5,0.3,0.1,0.1
150010206002133,18.1,7,0.3,0.1,0,0.1
150010206002161,0,0,0,0,0,0
150010207021009,0,0,0,0,0,0
150010202021239,0,0,0,0,0,0
150010207023004,10.4,4.1,0.1,0.1,0,0
150010207021004,15.1,4.2,0.1,0.1,0,0
150010207022010,13,3.6,0.1,0,0,0
150010212022339,0,0,0,0,0,0
150010212022316,0,0,0,0,0,0
150010212022317,0,0,0,0,0,0
150010212022265,0,0,0,0,0,0
150010212022322,0,0,0,0,0,0
150010212022330,0,0,0,0,0,0
150010212022336,0,0,0,0,0,0
150010212024062,45.1,21.4,0.8,1,0.1,0.1
150010212022278,0,0,0,0,0,0
150010212022040,0,0,0,0,0,0
150010212021348,0.3,0.1,0,0,0,0
150010212024093,0,0,0,0,0,0
150010212022282,0,0,0,0,0,0
150010212022238,0,0,0,0,0,0
150010212024005,0,0,0,0,0,0
150010212024036,0,0,0,0,0,0
150010212021045,0,0,0,0,0,0
150010212021094,0,0,0,0,0,0
150010212021388,1.8,0.5,0,0,0,0
150010210032015,21.3,9.6,0.3,0.4,0.1,0.1
150010210051013,16.6,8.7,0.3,0.2,0,0.1
150010210131219,0,0,0,0,0,0
150019905000003,0,0,0,0,0,0
150010210132064,12.4,5.6,0.2,0.2,0,0.1
150010210052002,14.5,7.6,0.2,0.2,0,0.1
150010210103009,0,0,0,0,0,0
150010210131212,0,0,0,0,0,0
150010210112001,107.4,55,2.5,2.6,0.4,0.6
150010210132051,1.6,0.7,0,0,0,0
150010210133019,3.2,1.4,0,0.1,0,0
150010210133044,10,4.5,0.1,0.2,0,0
150010210102063,0,0,0,0,0,0
150010210133062,10,4.5,0.1,0.2,0,0
150010216015001,0,0,0,0,0,0
150010215071105,0,0,0,0,0,0
150010215042117,0,0,0,0,0,0
150010215071035,0,0,0,0,0,0
150010215042011,0,0,0,0,0,0
150010215071004,0,0,0,0,0,0
150010215071005,0,0,0,0,0,0
150010215071040,1,0.6,0,0,0,0
150010215072006,0,0,0,0,0,0
150010215072007,0,0,0,0,0,0
150010215071097,0,0,0,0,0,0
150010215071131,0,0,0,0,0,0
150010215071099,0,0,0,0,0,0
150010215071100,0,0,0,0,0,0
150010216011010,0,0,0,0,0,0
150010215042038,0,0,0,0,0,0
150010215073023,2.9,2,0.1,0.1,0,0
150010215041013,103.1,71,2.3,2.1,0.3,0.7
150010215042066,0,0,0,0,0,0
150010215042033,0,0,0,0,0,0
150010205003014,12.4,4.1,0.2,0.1,0,0
150010207012014,0,0,0,0,0,0
150010207011014,0,0,0,0,0,0
150010206004027,29.7,11.8,0.3,0.3,0.1,0.1
150010206004013,0,0,0,0,0,0
150010206004019,0,0,0,0,0,0
150010202021240,0,0,0,0,0,0
150010209003004,63.1,24.4,1,0.4,0.1,0.4
150010202021249,0,0,0,0,0,0
150010208012001,238,66.2,1.7,0.9,0.6,0.4
150010202022049,0,0,0,0,0,0
150010206001011,35,11.3,0.3,0.3,0.1,0.3
150010212023095,0.6,0.4,0,0,0,0
150010212023032,2.4,1.7,0,0,0,0
150010212022505,1.2,0.8,0,0,0,0
150010212024019,0,0,0,0,0,0
150010212023064,0.6,0.4,0,0,0,0
150010212023101,0,0,0,0,0,0
150010212023039,0,0,0,0,0,0
150010212022407,2.1,1.4,0,0,0,0
150010212022418,0,0,0,0,0,0
150010212023172,0.8,0.4,0,0,0,0
150010212023144,6.9,3.3,0.1,0.2,0,0
150010212023149,6.1,2.9,0.1,0.1,0,0
150010212023118,15,7.1,0.3,0.3,0,0
150010212023148,9.4,4.4,0.2,0.2,0,0
150010212022370,0,0,0,0,0,0
150010212022162,0,0,0,0,0,0
150010212023196,0,0,0,0,0,0
150010221021481,0,0,0,0,0,0
150010221021143,0,0,0,0,0,0
150010221021134,1.1,0.4,0,0,0,0
150010221021130,2.3,0.8,0,0,0,0
150010221021480,0,0,0,0,0,0
150010221021477,0,0,0,0,0,0
150010221021460,0,0,0,0,0,0
150010221022006,0,0,0,0,0,0
150010221021370,0,0,0,0,0,0
150010221021373,0,0,0,0,0,0
150010221021374,0,0,0,0,0,0
150010220001131,0,0,0,0,0,0
150010220001136,0,0,0,0,0,0
150010220001140,0,0,0,0,0,0
150010220001143,0,0,0,0,0,0
150010220001294,0.9,0.3,0,0,0,0
150010220001148,0,0,0,0,0,0
150010220001218,0,0,0,0,0,0
150010220001150,0,0,0,0,0,0
150010220001214,0,0,0,0,0,0
150010220001155,0,0,0,0,0,0
150010220001223,0,0,0,0,0,0
150010220001117,0,0,0,0,0,0
150010220001161,3.4,1.3,0,0,0,0
150010220001192,0,0,0,0,0,0
150010217023153,0,0,0,0,0,0
150010217041097,0,0,0,0,0,0
150010217023150,0,0,0,0,0,0
150010217041037,0,0,0,0,0,0
150010217021060,0,0,0,0,0,0
150010217041061,0,0,0,0,0,0
150010217043045,0,0,0,0,0,0
150010217041086,0,0,0,0,0,0
150010217041020,0,0,0,0,0,0
150010217041026,0,0,0,0,0,0
150010207021005,26.4,7.4,0.2,0.1,0.1,0
150010202021168,0,0,0,0,0,0
150010202021172,0,0,0,0,0,0
150010202022008,0,0,0,0,0,0
150010204001012,0,0,0,0,0,0
150010204001055,0,0,0,0,0,0
150010206001061,0,0,0,0,0,0
150010203002023,0,0,0,0,0,0
150010203002022,0,0,0,0,0,0
150010203002018,0,0,0,0,0,0
150010203001004,0,0,0,0,0,0
150010205003009,0,0,0,0,0,0
150010206002027,0,0,0,0,0,0
150010205001020,0,0,0,0,0,0
150010206002030,0,0,0,0,0,0
150010205001029,0,0,0,0,0,0
150010203001003,0,0,0,0,0,0
150010205005013,0,0,0,0,0,0
150010206004011,0,0,0,0,0,0
150010206002083,0,0,0,0,0,0
150010205004005,0,0,0,0,0,0
150010212021177,0,0,0,0,0,0
150010212022348,0,0,0,0,0,0
150010212021148,0,0,0,0,0,0
150019901000001,0,0,0,0,0,0
150010212024075,13.8,6.6,0.2,0.3,0,0
150010212023035,4.4,3.1,0.1,0.1,0,0
150010212022451,0,0,0,0,0,0
150010212022401,13.3,9.3,0.3,0.2,0.1,0.1
150010212023013,1.2,0.8,0,0,0,0
150010212021016,2.3,1,0,0,0,0
150010212021349,0,0,0,0,0,0
150010212021069,0,0,0,0,0,0
150010212023007,0.3,0.2,0,0,0,0
150010221021287,0,0,0,0,0,0
150019909000001,0,0,0,0,0,0
150010221021301,0,0,0,0,0,0
150010221021159,2.3,0.8,0,0,0,0
150010221021413,0.6,0.2,0,0,0,0
150010221021293,0,0,0,0,0,0
150010221021348,0,0,0,0,0,0
150010221021361,0,0,0,0,0,0
150010218002021,1.4,0.5,0,0,0,0
150010218002004,0,0,0,0,0,0
150010218002038,12.5,4.8,0.2,0.2,0,0
150010218002017,0,0,0,0,0,0
150010218003007,1.4,0.5,0,0,0,0
150010220001043,6.1,2.5,0.1,0.1,0,0
150010220001049,0,0,0,0,0,0
150010220001032,0,0,0,0,0,0
150010220001030,0,0,0,0,0,0
150010220001299,0,0,0,0,0,0
150010220001293,0,0,0,0,0,0
150010220001128,0,0,0,0,0,0
150010220001303,0,0,0,0,0,0
150010220001142,0,0,0,0,0,0
150010220001216,0,0,0,0,0,0
150010220001211,0,0,0,0,0,0
150010217023026,68.7,25.4,1.3,0.9,0.2,0.2
150010217023152,0,0,0,0,0,0
150010217041074,0,0,0,0,0,0
150010217041062,0,0,0,0,0,0
150010217041101,0,0,0,0,0,0
150010217041103,0,0,0,0,0,0
150010217041107,0,0,0,0,0,0
150010217043040,0,0,0,0,0,0
150010217041109,0,0,0,0,0,0
150010217042039,4.6,2.8,0.1,0,0,0
150010217041063,0,0,0,0,0,0
150010217043032,0,0,0,0,0,0
150010217021057,6.8,2.5,0.1,0.1,0,0
150010217042043,0,0,0,0,0,0
150010202022014,14.8,5.1,0.3,0.2,0,0.1
150010203003035,13.9,4.7,0.2,0.2,0,0
150010205004000,2,0.9,0,0,0,0
150010208011007,6.9,3,0.1,0,0,0
150010206002038,0,0,0,0,0,0
150010206004020,0,0,0,0,0,0
150010206004024,0,0,0,0,0,0
150010206002076,0,0,0,0,0,0
150010206002060,0,0,0,0,0,0
150010206002163,0,0,0,0,0,0
150010206002126,0,0,0,0,0,0
150010206002029,0,0,0,0,0,0
150010202021164,0,0,0,0,0,0
150010202021166,0,0,0,0,0,0
150010206004039,12.3,4.9,0.1,0.1,0,0.1
150010206002129,10.4,4.1,0.1,0.1,0,0
150010219021219,0,0,0,0,0,0
150010219021412,0,0,0,0,0,0
150010212023011,0,0,0,0,0,0
150010212023000,0,0,0,0,0,0
150010212021262,0,0,0,0,0,0
150010212021062,0,0,0,0,0,0
150010212022453,9.2,6.4,0.2,0.2,0,0.1
150010212022034,0,0,0,0,0,0
150010212023133,6.5,3.1,0.1,0.1,0,0
150010212023183,0,0,0,0,0,0
150010212023173,0.8,0.4,0,0,0,0
150010210051006,15.8,8.3,0.3,0.2,0,0.1
150010210052007,45.6,24,0.8,0.7,0.1,0.2
150010210031024,13.7,5.5,0.3,0.4,0,0.1
150010210033035,18.3,7.3,0.4,0.5,0.1,0.1
150010210033008,14.5,5.8,0.3,0.4,0,0.1
150010210033009,14.5,5.8,0.3,0.4,0,0.1
150010210031041,10.7,4.3,0.2,0.3,0,0
150010218002144,0,0,0,0,0,0
150010218002050,16.1,6.3,0.3,0.2,0,0
150010218002045,10.2,3.9,0.2,0.1,0,0
150010218004050,6.9,2.7,0.1,0.1,0,0
150010218001006,29.5,11.5,0.5,0.4,0.1,0
150010218001027,36,14,0.7,0.5,0.1,0
150010218002054,9.7,3.8,0.2,0.1,0,0
150010218004034,7.4,2.9,0.1,0.1,0,0
150010218002071,19.4,7.5,0.4,0.3,0,0
150010218003013,65.5,25.5,1.2,1,0.1,0.1
150010218002057,7.4,2.9,0.1,0.1,0,0
150010220002083,0,0,0,0,0,0
150010220001536,0,0,0,0,0,0
150010220002058,0,0,0,0,0,0
150010220001163,0,0,0,0,0,0
150010220001538,0,0,0,0,0,0
150010220001396,0,0,0,0,0,0
150010220001421,0,0,0,0,0,0
150010220001358,0,0,0,0,0,0
150010220001488,0,0,0,0,0,0
150010220001307,0,0,0,0,0,0
150010220001365,0,0,0,0,0,0
150010220001426,0,0,0,0,0,0
150010217021036,25.8,9.6,0.5,0.3,0.1,0.1
150010217021043,10.2,3.8,0.2,0.1,0,0
150010217044009,21.3,12.9,0.5,0.2,0,0.1
150010217042045,0,0,0,0,0,0
150010217023140,0,0,0,0,0,0
150010217023133,1.3,0.8,0,0,0,0
150010217023104,0,0,0,0,0,0
150010217042035,0,0,0,0,0,0
150010217023109,0,0,0,0,0,0
150010217042034,0,0,0,0,0,0
150010217023135,0,0,0,0,0,0
150010217023082,0,0,0,0,0,0
150010217023085,0,0,0,0,0,0
150010219021039,1.5,0.6,0,0,0,0
150010219021038,0,0,0,0,0,0
150010219021101,0,0,0,0,0,0
150010219021068,0.8,0.3,0,0,0,0
150010219021080,0,0,0,0,0,0
150010219021120,0,0,0,0,0,0
150010219021083,3,1.3,0,0,0,0
150010219021082,0,0,0,0,0,0
150010219021107,0,0,0,0,0,0
150010219021093,0,0,0,0,0,0
150010219021127,0,0,0,0,0,0
150010219021159,0,0,0,0,0,0
150010219021046,0,0,0,0,0,0
150010219021260,0,0,0,0,0,0
150010210101045,4.3,2.2,0.1,0.1,0,0
150010210101058,8.4,2.5,0.2,0.1,0,0
150010210101100,19.7,5.9,0.4,0.3,0,0.1
150010210101076,4.2,1.2,0.1,0.1,0,0
150010210101081,4.2,1.2,0.1,0.1,0,0
150010210101087,3.6,1.1,0.1,0.1,0,0
150010210101075,6.6,2,0.1,0.1,0,0
150010210101091,3,0.9,0.1,0,0,0
150010210111063,1.8,0.5,0,0,0,0
150010210111079,4.8,1.4,0.1,0.1,0,0
150010210102067,5.4,2.7,0.1,0.1,0,0
150010210102014,12.8,6.6,0.3,0.3,0,0.1
150010210102009,7.5,3.8,0.2,0.2,0,0
150010210102015,3.9,2,0.1,0.1,0,0
150010210131004,0,0,0,0,0,0
150010210131262,0,0,0,0,0,0
150010210131264,0,0,0,0,0,0
150010218002060,4.2,1.6,0.1,0.1,0,0
150010218004045,19.8,7.7,0.4,0.3,0,0
150010218004041,0,0,0,0,0,0
150010218004056,0,0,0,0,0,0
150010218002117,0,0,0,0,0,0
150010218004084,0,0,0,0,0,0
150010211064089,1.5,0.6,0,0,0,0
150010211064041,1.2,0.5,0,0,0,0
150010211064116,2.5,1,0.1,0.1,0,0
150010211064115,0.9,0.4,0,0,0,0
150010211064076,0.9,0.4,0,0,0,0
150010211062054,3,1.5,0,0.1,0,0
150010211062027,2.2,1.1,0,0,0,0
150010211062062,0,0,0,0,0,0
150010211064129,2.1,0.9,0.1,0,0,0
150010211061053,0,0,0,0,0,0
150010211061052,0,0,0,0,0,0
150010211063062,0,0,0,0,0,0
150010211011018,6.1,2.5,0.2,0.1,0,0
150010211011085,8.6,3.4,0.2,0.2,0,0.1
150010211011036,12.9,5.2,0.4,0.3,0,0.1
150010211011031,6.1,2.5,0.2,0.1,0,0
150010211064061,0,0,0,0,0,0
150010217023070,0.8,0.5,0,0,0,0
150010217023079,0,0,0,0,0,0
150010217023124,0,0,0,0,0,0
150010217041045,0,0,0,0,0,0
150010217022037,0.5,0.2,0,0,0,0
150010217023001,4.2,2.5,0.1,0,0,0
150010217041110,0,0,0,0,0,0
150010217043008,16.7,10.1,0.4,0.1,0,0.1
150010217023068,0,0,0,0,0,0
150010217042000,1.5,0.5,0,0,0,0
150010217021006,0,0,0,0,0,0
150010217022033,104.2,38.6,1.9,1.4,0.3,0.3
150010217023043,9.7,3.6,0.2,0.1,0,0
150010219022010,63.1,25.9,0.9,0.9,0.3,0.2
150010219021267,0,0,0,0,0,0
150010219021287,0,0,0,0,0,0
150010219021058,0,0,0,0,0,0
150010219021124,0,0,0,0,0,0
150010219021182,0,0,0,0,0,0
150010219021319,0,0,0,0,0,0
150010219021321,0,0,0,0,0,0
150010219021404,0,0,0,0,0,0
150010219021192,0,0,0,0,0,0
150010219021135,0,0,0,0,0,0
150010219021194,0,0,0,0,0,0
150010219021193,0,0,0,0,0,0
150010219021144,0,0,0,0,0,0
150010219021256,0,0,0,0,0,0
150010212023124,6.1,2.9,0.1,0.1,0,0
150010212024052,0,0,0,0,0,0
150010212024000,0,0,0,0,0,0
150010210053012,27.7,14.6,0.5,0.4,0.1,0.1
150010210051005,17,9,0.3,0.2,0,0.1
150010210051025,3.8,2,0.1,0.1,0,0
150010210053038,51.1,26.9,0.9,0.7,0.1,0.2
150010210052006,51.1,26.9,0.9,0.7,0.1,0.2
150010210052013,51.6,27.1,0.9,0.8,0.1,0.2
150010210054010,49,25.8,0.8,0.7,0.1,0.2
150010210054011,48.6,25.6,0.8,0.7,0.1,0.2
150010210033028,15.6,6.3,0.3,0.4,0,0.1
150010210031002,17.6,7,0.4,0.5,0.1,0.1
150010210031043,12.6,5.1,0.3,0.3,0,0.1
150010210033003,15.6,6.3,0.3,0.4,0,0.1
150010210033002,19.8,8,0.4,0.5,0.1,0.1
150010221021335,0,0,0,0,0,0
150010221021490,0,0,0,0,0,0
150010221021383,0,0,0,0,0,0
150010221021380,0,0,0,0,0,0
150010221021324,0,0,0,0,0,0
150010221021366,0,0,0,0,0,0
150010221021351,0,0,0,0,0,0
150010221021060,1.8,0.7,0,0,0,0
150010220001513,0,0,0,0,0,0
150010220001339,0,0,0,0,0,0
150010220001408,0,0,0,0,0,0
150010220001399,0,0,0,0,0,0
150010220001520,0.5,0.3,0,0,0,0
150010220001415,0,0,0,0,0,0
150010220001381,0,0,0,0,0,0
150010220001376,0,0,0,0,0,0
150010220001418,0,0,0,0,0,0
150010220001361,0,0,0,0,0,0
150010220001372,0,0,0,0,0,0
150010220001386,0,0,0,0,0,0
150010220002069,0,0,0,0,0,0
150010217023032,83.3,30.8,1.5,1.1,0.3,0.2
150010217021018,79.9,29.6,1.5,1.1,0.3,0.2
150010217021019,0,0,0,0,0,0
150010217021046,0,0,0,0,0,0
150010217023019,53.1,19.6,1,0.7,0.2,0.1
150010217022039,0,0,0,0,0,0
150010217043026,0,0,0,0,0,0
150010217041093,0,0,0,0,0,0
150010217023184,0,0,0,0,0,0
150010217023185,0,0,0,0,0,0
150010217023180,0,0,0,0,0,0
150010204001015,0.8,0.3,0,0,0,0
150010206001041,0,0,0,0,0,0
150010206001047,0,0,0,0,0,0
150010206001046,0,0,0,0,0,0
150010205001018,0,0,0,0,0,0
150010205001022,0,0,0,0,0,0
150010204001053,3.1,1,0,0,0,0
150010204002000,3.5,1.2,0.1,0,0,0
150010204001049,0,0,0,0,0,0
150010204001025,0,0,0,0,0,0
150010203001006,21.1,7.2,0.3,0.2,0,0.1
150010203001010,0,0,0,0,0,0
150010205004024,0,0,0,0,0,0
150010208022014,3.5,1.2,0.1,0,0,0
150010208024010,1.9,0.7,0,0,0,0
150010206002123,0.5,0.2,0,0,0,0
150010205004035,0,0,0,0,0,0
150010206004064,0,0,0,0,0,0
