GEOID,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PRECCas,G16USSDSch,G16USSRCar,G16USSAGiu,G16USSLKok,G16USSCAll
150010221021120,0,0,0,0,0,0,0,0,0,0
150010221021075,0.3,0.1,0,0,0,0.4,0.1,0,0,0
150010221022044,1,0.3,0,0.1,0,1.1,0.2,0,0,0
150010221021173,0,0,0,0,0,0,0,0,0,0
150010221021200,0,0,0,0,0,0,0,0,0,0
150010218003032,0,0,0,0,0,0,0,0,0,0
150010218004009,0,0,0,0,0,0,0,0,0,0
150010218004111,0,0,0,0,0,0,0,0,0,0
150010218004106,0,0,0,0,0,0,0,0,0,0
150010218002012,0.6,0.2,0,0,0,0.7,0.2,0,0,0
150010218002098,0,0,0,0,0,0,0,0,0,0
150010218002129,0,0,0,0,0,0,0,0,0,0
150010218002014,0,0,0,0,0,0,0,0,0,0
150010218004030,0,0,0,0,0,0,0,0,0,0
150010218002083,0,0,0,0,0,0,0,0,0,0
150010220002027,0,0,0,0,0,0,0,0,0,0
150010220001067,1.3,0.5,0.1,0.1,0,1.5,0.4,0,0,0
150010220001547,2.2,0.8,0.2,0.1,0,2.6,0.6,0,0.1,0.1
150010220002057,0,0,0,0,0,0,0,0,0,0
150010220002012,0,0,0,0,0,0,0,0,0,0
150010220001124,0,0,0,0,0,0,0,0,0,0
150010220001291,0.7,0.2,0,0,0,0.7,0.1,0,0,0
150010220001146,0,0,0,0,0,0,0,0,0,0
150010201001277,0,0,0,0,0,0,0,0,0,0
150010201001286,0,0,0,0,0,0,0,0,0,0
150010201001365,0,0,0,0,0,0,0,0,0,0
150010201001311,0,0,0,0,0,0,0,0,0,0
150010201001330,0,0,0,0,0,0,0,0,0,0
150010201001334,0,0,0,0,0,0,0,0,0,0
150010201001181,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150010201001212,0,0,0,0,0,0,0,0,0,0
150010201001125,0,0,0,0,0,0,0,0,0,0
150010201003128,0,0,0,0,0,0,0,0,0,0
150010201002114,8.7,2.9,0.5,0.4,0.2,9.7,2,0.1,0.2,0.2
150010201003015,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010213003011,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150010213001115,1.5,0.6,0.2,0.1,0,1.8,0.4,0,0.1,0.1
150010213001008,0,0,0,0,0,0,0,0,0,0
150010213001136,0,0,0,0,0,0,0,0,0,0
150010213001126,0,0,0,0,0,0,0,0,0,0
150010213001140,0,0,0,0,0,0,0,0,0,0
150010213001159,0,0,0,0,0,0,0,0,0,0
150010213002048,25.8,9.5,2.2,1.2,0.3,30.3,5.4,0.3,0.9,1.1
150010213002037,0.6,0.2,0,0,0,0.7,0.2,0,0,0
150010213001048,0,0,0,0,0,0,0,0,0,0
150010213002001,0,0,0,0,0,0,0,0,0,0
150010213001057,0,0,0,0,0,0,0,0,0,0
150010219021342,7.7,2.5,0.6,0.5,0.1,8.9,1.9,0,0.2,0.2
150010219021414,0,0,0,0,0,0,0,0,0,0
150010219021024,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150010219021104,0,0,0,0,0,0,0,0,0,0
150010219021121,0,0,0,0,0,0,0,0,0,0
150010219021098,0,0,0,0,0,0,0,0,0,0
150010219021073,12,3.9,0.9,0.7,0.2,13.8,3,0,0.3,0.3
150010219021118,0,0,0,0,0,0,0,0,0,0
150010219021029,0,0,0,0,0,0,0,0,0,0
150010219021157,0,0,0,0,0,0,0,0,0,0
150010219021129,0,0,0,0,0,0,0,0,0,0
150010219021153,0,0,0,0,0,0,0,0,0,0
150010219021150,0,0,0,0,0,0,0,0,0,0
150010212022728,2.1,1.6,0.3,0.1,0,2.4,1.1,0,0.2,0.2
150010212022408,2.1,1.6,0.3,0.1,0,2.4,1.1,0,0.2,0.2
150010212023202,0,0,0,0,0,0,0,0,0,0
150010212023143,3.7,1.5,0.3,0.2,0.1,4.2,1.1,0,0.2,0.1
150010212023145,2.3,0.9,0.2,0.1,0.1,2.6,0.7,0,0.1,0.1
150010212023185,1.1,0.5,0.1,0.1,0,1.3,0.4,0,0,0
150010212024080,0,0,0,0,0,0,0,0,0,0
150010212024083,8.5,3.4,0.8,0.5,0.3,9.7,2.6,0.1,0.4,0.2
150010212022373,0,0,0,0,0,0,0,0,0,0
150010212023111,0,0,0,0,0,0,0,0,0,0
150010212022775,0,0,0,0,0,0,0,0,0,0
150010212024007,0,0,0,0,0,0,0,0,0,0
150010212022054,0,0,0,0,0,0,0,0,0,0
150010218002079,0,0,0,0,0,0,0,0,0,0
150010218002006,0,0,0,0,0,0,0,0,0,0
150010218004103,0,0,0,0,0,0,0,0,0,0
150010218002032,0,0,0,0,0,0,0,0,0,0
150010218001005,36.9,13.3,2.8,2.4,0.6,41.3,10.5,0.1,0.9,1.2
150010218004058,7.1,2.6,0.5,0.5,0.1,8,2,0,0.2,0.2
150010218004063,0,0,0,0,0,0,0,0,0,0
150010218001015,3.9,1.4,0.3,0.2,0.1,4.3,1.1,0,0.1,0.1
150010218004035,12.3,4.4,0.9,0.8,0.2,13.8,3.5,0,0.3,0.4
150010218004047,0,0,0,0,0,0,0,0,0,0
150010218003010,0,0,0,0,0,0,0,0,0,0
150010218003021,0,0,0,0,0,0,0,0,0,0
150010218004081,8.7,3.1,0.7,0.6,0.1,9.8,2.5,0,0.2,0.3
150010201001208,0,0,0,0,0,0,0,0,0,0
150010201001253,0,0,0,0,0,0,0,0,0,0
150010201001230,0,0,0,0,0,0,0,0,0,0
150010201001239,0,0,0,0,0,0,0,0,0,0
150010201001254,0,0,0,0,0,0,0,0,0,0
150010201001264,1,0.4,0.1,0.1,0,1.2,0.2,0,0,0
150010201001256,0,0,0,0,0,0,0,0,0,0
150010201001014,0,0,0,0,0,0,0,0,0,0
150010201001284,3.8,1.4,0.2,0.3,0.1,4.3,0.9,0,0.1,0.1
150010201001313,1.4,0.5,0.1,0.1,0,1.6,0.3,0,0,0
150010201001268,0.3,0.1,0,0,0,0.4,0.1,0,0,0
150010201001340,0,0,0,0,0,0,0,0,0,0
150010201001041,0,0,0,0,0,0,0,0,0,0
150010201003086,0,0,0,0,0,0,0,0,0,0
150010201002181,0,0,0,0,0,0,0,0,0,0
150010201002136,0,0,0,0,0,0,0,0,0,0
150010201002116,0,0,0,0,0,0,0,0,0,0
150010201001002,4.8,1.7,0.3,0.3,0.1,5.5,1.1,0,0.1,0.2
150010201001147,0,0,0,0,0,0,0,0,0,0
150019908000003,0,0,0,0,0,0,0,0,0,0
150010201001362,0,0,0,0,0,0,0,0,0,0
150010217023102,0,0,0,0,0,0,0,0,0,0
150010217023008,0,0,0,0,0,0,0,0,0,0
150010217023100,0,0,0,0,0,0,0,0,0,0
150010217041013,0,0,0,0,0,0,0,0,0,0
150010217044015,17.4,11.2,0.9,1.3,0.4,19.3,9.3,0.2,0.6,0.8
150010217021038,53.7,19,3.5,3.6,1.1,60.9,15.6,0.2,1.2,1.7
150010217023127,1.7,1.1,0.1,0.1,0,1.8,0.9,0,0.1,0.1
150010217023054,15.3,5.4,1,1,0.3,17.4,4.5,0.1,0.3,0.5
150010217023177,0,0,0,0,0,0,0,0,0,0
150010206002003,0,0,0,0,0,0,0,0,0,0
150010206002160,0,0,0,0,0,0,0,0,0,0
150010209002009,16.8,6,0.6,0.9,0.3,20,3.5,0,0.3,0.4
150010207012019,1.1,0.4,0,0.1,0,1.2,0.2,0,0,0
150010209003011,64.6,22.9,2.5,3.6,1.3,76.7,13.4,0.2,1.2,1.7
150010206002120,0,0,0,0,0,0,0,0,0,0
150010206004053,0,0,0,0,0,0,0,0,0,0
150010202021054,0,0,0,0,0,0,0,0,0,0
150010205003019,9.5,3,0.6,0.8,0.3,10.5,2.2,0,0.3,0.6
150010205003013,13.3,3.9,0.9,0.6,0.2,14.6,2.6,0.1,0.3,0.6
150010206002032,0,0,0,0,0,0,0,0,0,0
150010204003008,34.5,10.2,2.3,1.5,0.6,38.1,6.8,0.3,0.9,1.4
150010204003004,12.4,3.7,0.8,0.5,0.2,13.7,2.5,0.1,0.3,0.5
150010204001054,0,0,0,0,0,0,0,0,0,0
150010204001051,2.9,0.9,0.2,0.1,0.1,3.3,0.6,0,0.1,0.1
150010202021133,0.2,0.1,0,0,0,0.3,0.1,0,0,0
150010202021119,0,0,0,0,0,0,0,0,0,0
150010202021195,0,0,0,0,0,0,0,0,0,0
150010212021117,0,0,0,0,0,0,0,0,0,0
150010212021112,0,0,0,0,0,0,0,0,0,0
150010212022487,0.7,0.5,0.1,0,0,0.8,0.4,0,0.1,0.1
150010212022480,2.5,1.8,0.3,0.1,0,2.8,1.3,0,0.2,0.2
150010212022621,0.9,0.7,0.1,0.1,0,1,0.5,0,0.1,0.1
150010212023188,2.8,1.1,0.3,0.2,0.1,3.2,0.9,0,0.1,0.1
150010212022778,0,0,0,0,0,0,0,0,0,0
150010212024001,3.1,1.2,0.3,0.2,0.1,3.6,1,0,0.1,0.1
150010212022675,0.7,0.5,0.1,0,0,0.8,0.4,0,0.1,0.1
150010212022687,0,0,0,0,0,0,0,0,0,0
150010212022686,0.9,0.7,0.1,0.1,0,1,0.5,0,0.1,0.1
150010212022768,0,0,0,0,0,0,0,0,0,0
150010212022106,0,0,0,0,0,0,0,0,0,0
150010210033040,9.4,3.1,1.7,0.4,0.2,10.9,2.1,0.1,0.4,0.7
150010210033024,5.1,1.7,0.9,0.2,0.1,5.9,1.1,0.1,0.2,0.4
150010210103053,9.3,3.5,0.8,0.6,0.2,10.6,2.6,0.1,0.3,0.4
150010210103054,9.3,3.5,0.8,0.6,0.2,10.6,2.6,0.1,0.3,0.4
150010210131299,0,0,0,0,0,0,0,0,0,0
150010210133056,0,0,0,0,0,0,0,0,0,0
150010210102064,0.5,0.2,0,0,0,0.6,0.1,0,0,0
150010210112025,3.5,1.6,0.3,0.2,0.1,4.1,1.1,0,0.2,0.2
150010210112003,0.9,0.4,0.1,0.1,0,1.1,0.3,0,0,0.1
150010210133050,0,0,0,0,0,0,0,0,0,0
150010210133046,0,0,0,0,0,0,0,0,0,0
150010210131277,0,0,0,0,0,0,0,0,0,0
150010210133022,0.5,0.2,0,0,0,0.6,0.1,0,0,0
150010210131287,0,0,0,0,0,0,0,0,0,0
150010210131295,0,0,0,0,0,0,0,0,0,0
150010210133013,0,0,0,0,0,0,0,0,0,0
150010210102027,0.5,0.2,0,0,0,0.6,0.1,0,0,0
150010210102021,0.5,0.2,0,0,0,0.6,0.1,0,0,0
150010210052000,9.6,5,0.8,0.6,0.3,11.4,3.4,0.1,0.3,0.6
150010215093009,16.7,12.4,0.8,1.1,0.2,17.9,10.7,0.1,0.7,0.8
150010215073028,4.4,2.8,0.3,0.3,0.1,5.3,1.9,0,0.2,0.2
150010215073029,1.5,1,0.1,0.1,0,1.9,0.7,0,0.1,0.1
150010215042100,0,0,0,0,0,0,0,0,0,0
150010215021016,0,0,0,0,0,0,0,0,0,0
150010215041018,0,0,0,0,0,0,0,0,0,0
150010216013000,13.3,9.2,0.9,0.7,0.2,15.6,7.1,0.1,0.4,0.4
150010215042090,0,0,0,0,0,0,0,0,0,0
150010215042088,0,0,0,0,0,0,0,0,0,0
150010220001051,0,0,0,0,0,0,0,0,0,0
150010220001026,0,0,0,0,0,0,0,0,0,0
150010220001042,47.4,15.5,3.7,2.9,0.9,54.7,11.9,0.2,1.4,1.4
150010220001044,0,0,0,0,0,0,0,0,0,0
150010220001052,0,0,0,0,0,0,0,0,0,0
150010220001054,0,0,0,0,0,0,0,0,0,0
150010201001080,2.8,0.9,0.2,0.1,0.1,3.1,0.7,0,0.1,0.1
150010201003033,0,0,0,0,0,0,0,0,0,0
150010201001126,0,0,0,0,0,0,0,0,0,0
150010201001114,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201003023,0,0,0,0,0,0,0,0,0,0
150010201001115,2.2,0.7,0.1,0.1,0,2.4,0.5,0,0.1,0.1
150010201001128,0,0,0,0,0,0,0,0,0,0
150010201001143,0,0,0,0,0,0,0,0,0,0
150010201001170,9,3,0.5,0.4,0.2,10,2.1,0.1,0.2,0.2
150010201001172,16.5,5.5,0.9,0.8,0.3,18.4,3.9,0.1,0.4,0.4
150010201003114,10.9,3.7,0.6,0.5,0.2,12.1,2.6,0.1,0.3,0.3
150010201001071,0,0,0,0,0,0,0,0,0,0
150010201003042,0,0,0,0,0,0,0,0,0,0
150010201003054,0,0,0,0,0,0,0,0,0,0
150010206001007,0,0,0,0,0,0,0,0,0,0
150010208011002,10.4,4.1,0.5,0.7,0.3,12.6,2.5,0.1,0.2,0.3
150010206004048,0,0,0,0,0,0,0,0,0,0
150010206004029,22.8,7.5,0.8,1.4,0.4,26.8,4.5,0,0.4,0.4
150010206003003,17.8,4.8,1.1,0.6,0.4,20.1,2.8,0,0.4,1
150010206002014,1.8,0.5,0.1,0.1,0,2.1,0.3,0,0,0.1
150010206003006,9.4,2.6,0.6,0.3,0.2,10.7,1.5,0,0.2,0.5
150010206003016,11.6,3.1,0.7,0.4,0.3,13.1,1.8,0,0.3,0.7
150010206003007,13.8,3.7,0.8,0.5,0.3,15.6,2.2,0,0.3,0.8
150010206001059,0,0,0,0,0,0,0,0,0,0
150010206001034,24.3,7.6,1.6,1.9,0.7,26.9,5.6,0.1,0.8,1.6
150010206002177,0,0,0,0,0,0,0,0,0,0
150010205002003,8.6,2.7,0.6,0.7,0.2,9.5,2,0,0.3,0.6
150010205004008,6.9,2.2,0.5,0.6,0.2,7.6,1.6,0,0.2,0.5
150010205002005,6.2,1.9,0.4,0.5,0.2,6.9,1.4,0,0.2,0.4
150010205002009,5,1.6,0.3,0.4,0.1,5.5,1.1,0,0.2,0.3
150010212022084,0,0,0,0,0,0,0,0,0,0
150010212022128,0,0,0,0,0,0,0,0,0,0
150010212022772,0,0,0,0,0,0,0,0,0,0
150010212022050,0,0,0,0,0,0,0,0,0,0
150010212021174,0,0,0,0,0,0,0,0,0,0
150010212022754,0,0,0,0,0,0,0,0,0,0
150010212022009,0,0,0,0,0,0,0,0,0,0
150010212022093,0,0,0,0,0,0,0,0,0,0
150010212022760,0,0,0,0,0,0,0,0,0,0
150010212022761,0,0,0,0,0,0,0,0,0,0
150010212022400,0,0,0,0,0,0,0,0,0,0
150010212021352,0,0,0,0,0,0,0,0,0,0
150010212021355,0,0,0,0,0,0,0,0,0,0
150010212021312,0,0,0,0,0,0,0,0,0,0
150010212022190,0,0,0,0,0,0,0,0,0,0
150010212022176,0,0,0,0,0,0,0,0,0,0
150010212021138,0,0,0,0,0,0,0,0,0,0
150010221022007,2.4,0.6,0.1,0.1,0,2.6,0.5,0,0.1,0.1
150010221022036,0,0,0,0,0,0,0,0,0,0
150010221021166,0,0,0,0,0,0,0,0,0,0
150010221021163,8.2,2.2,0.4,0.4,0.1,8.9,1.6,0.1,0.3,0.2
150010221021198,0,0,0,0,0,0,0,0,0,0
150010221021352,0,0,0,0,0,0,0,0,0,0
150010221021331,0,0,0,0,0,0,0,0,0,0
150010221021339,0,0,0,0,0,0,0,0,0,0
150010221021095,0,0,0,0,0,0,0,0,0,0
150010221021411,5.7,1.9,0.4,0.4,0,6.3,1.5,0,0.2,0.1
150010221021485,0,0,0,0,0,0,0,0,0,0
150010221021431,0,0,0,0,0,0,0,0,0,0
150010215021013,0,0,0,0,0,0,0,0,0,0
150010215041019,0,0,0,0,0,0,0,0,0,0
150010216015000,0,0,0,0,0,0,0,0,0,0
150010215091000,13.8,5.6,0.7,0.8,0.2,15.1,4.5,0,0.3,0.7
150010215071115,0,0,0,0,0,0,0,0,0,0
150010215042091,0,0,0,0,0,0,0,0,0,0
150010215042089,0,0,0,0,0,0,0,0,0,0
150010215041000,0,0,0,0,0,0,0,0,0,0
150010220001021,0,0,0,0,0,0,0,0,0,0
150010220001269,0,0,0,0,0,0,0,0,0,0
150010220001280,0,0,0,0,0,0,0,0,0,0
150010201001079,0,0,0,0,0,0,0,0,0,0
150010201003020,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201001103,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201001111,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201001119,0,0,0,0,0,0,0,0,0,0
150010201001189,0,0,0,0,0,0,0,0,0,0
150010201001066,0,0,0,0,0,0,0,0,0,0
150010201001127,0,0,0,0,0,0,0,0,0,0
150010201001161,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201001197,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201003031,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150010201003026,0,0,0,0,0,0,0,0,0,0
150010201003021,0.9,0.3,0.1,0,0,1,0.2,0,0,0
150010201003053,0,0,0,0,0,0,0,0,0,0
150010206002134,18.6,6.6,0.7,1,0.4,22.1,3.9,0,0.3,0.5
150010203001012,20.1,6.6,1.1,1.2,0.3,23.1,4.4,0.2,0.5,0.5
150010206004061,0,0,0,0,0,0,0,0,0,0
150010202021015,9.8,3.1,0.7,0.4,0.2,10.6,2.1,0.1,0.2,0.5
150010202021253,0,0,0,0,0,0,0,0,0,0
150010202021234,0,0,0,0,0,0,0,0,0,0
150010206002040,2.5,0.7,0.2,0.1,0.1,2.9,0.4,0,0.1,0.1
150010206002152,0,0,0,0,0,0,0,0,0,0
150010205005012,0,0,0,0,0,0,0,0,0,0
150010204002004,19.4,5.7,1.3,0.8,0.4,21.5,3.9,0.2,0.5,0.8
150010204001046,6.2,1.8,0.4,0.3,0.1,6.8,1.2,0.1,0.2,0.3
150010203002032,0,0,0,0,0,0,0,0,0,0
150010203002011,9.8,3.1,0.7,0.4,0.2,10.6,2.1,0.1,0.2,0.5
150010203002013,24.9,7.9,1.9,1,0.4,27,5.4,0.4,0.5,1.4
150010202021110,0,0,0,0,0,0,0,0,0,0
150010212021162,0,0,0,0,0,0,0,0,0,0
150010212021051,3.8,1.1,0.4,0.2,0,4,0.9,0,0.2,0.1
150010212021163,0,0,0,0,0,0,0,0,0,0
150010212021304,0,0,0,0,0,0,0,0,0,0
150010212021287,0.3,0.1,0,0,0,0.3,0,0,0,0
150010212021318,0,0,0,0,0,0,0,0,0,0
150010212021300,0,0,0,0,0,0,0,0,0,0
150010212021345,19.7,4.7,0.3,0.2,0.2,21.4,2.4,0.1,0.4,0.6
150010212021337,0,0,0,0,0,0,0,0,0,0
150010212021136,12.2,2.9,0.2,0.1,0.1,13.3,1.5,0,0.3,0.4
150010212021333,14.1,3.4,0.2,0.1,0.2,15.3,1.7,0,0.3,0.4
150010212021331,18.5,4.4,0.3,0.2,0.2,20.1,2.3,0.1,0.4,0.6
150010212021326,13.1,3.1,0.2,0.1,0.1,14.3,1.6,0,0.3,0.4
150010221021073,0,0,0,0,0,0,0,0,0,0
150010221021088,0,0,0,0,0,0,0,0,0,0
150010221021294,0,0,0,0,0,0,0,0,0,0
150010221021232,0,0,0,0,0,0,0,0,0,0
150010221021236,2.6,0.9,0.2,0.2,0,2.9,0.7,0,0.1,0
150010221021274,0,0,0,0,0,0,0,0,0,0
150010221021264,0,0,0,0,0,0,0,0,0,0
150010221021408,0,0,0,0,0,0,0,0,0,0
150010221021300,0,0,0,0,0,0,0,0,0,0
150010221021146,0,0,0,0,0,0,0,0,0,0
150010221021139,1.3,0.4,0.1,0.1,0,1.4,0.3,0,0,0
150010221021424,0,0,0,0,0,0,0,0,0,0
150010220001283,0,0,0,0,0,0,0,0,0,0
150010220001273,0,0,0,0,0,0,0,0,0,0
150010220001262,1.9,0.7,0.2,0.1,0,2.2,0.5,0,0.1,0.1
150010220001061,0,0,0,0,0,0,0,0,0,0
150010220001240,0,0,0,0,0,0,0,0,0,0
150010220001282,0,0,0,0,0,0,0,0,0,0
150010220001230,0,0,0,0,0,0,0,0,0,0
150010220001465,0,0,0,0,0,0,0,0,0,0
150010201001106,0,0,0,0,0,0,0,0,0,0
150010201001108,0,0,0,0,0,0,0,0,0,0
150010201001124,0,0,0,0,0,0,0,0,0,0
150010201001140,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201001198,0,0,0,0,0,0,0,0,0,0
150010201003064,0,0,0,0,0,0,0,0,0,0
150010201003063,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201003084,0,0,0,0,0,0,0,0,0,0
150010201003092,5.9,2,0.3,0.3,0.1,6.6,1.4,0,0.1,0.2
150010201003016,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150010201003110,0,0,0,0,0,0,0,0,0,0
150010201003079,0,0,0,0,0,0,0,0,0,0
150010201003072,0,0,0,0,0,0,0,0,0,0
150010201003011,1.9,0.6,0.1,0.1,0,2.1,0.4,0,0,0.1
150010201003046,0,0,0,0,0,0,0,0,0,0
150010201003050,0,0,0,0,0,0,0,0,0,0
150010202021262,0,0,0,0,0,0,0,0,0,0
150010202021191,0,0,0,0,0,0,0,0,0,0
150010202021215,0,0,0,0,0,0,0,0,0,0
150010202021208,1.7,0.5,0.1,0.1,0,1.8,0.4,0,0,0.1
150010202021193,0,0,0,0,0,0,0,0,0,0
150010206002018,1.4,0.4,0.1,0.1,0,1.6,0.2,0,0,0.1
150010205005010,66.5,20.9,4.4,5.3,1.9,73.6,15.2,0.3,2.3,4.5
150010202021221,0,0,0,0,0,0,0,0,0,0
150010206002101,0,0,0,0,0,0,0,0,0,0
150010206002044,0,0,0,0,0,0,0,0,0,0
150010205004029,0,0,0,0,0,0,0,0,0,0
150010202021183,0,0,0,0,0,0,0,0,0,0
150010202021050,0,0,0,0,0,0,0,0,0,0
150010212021313,0,0,0,0,0,0,0,0,0,0
150010212021351,0,0,0,0,0,0,0,0,0,0
150010212021328,44.8,10.7,0.7,0.4,0.5,48.6,5.5,0.1,1,1.4
150010212024013,0,0,0,0,0,0,0,0,0,0
150010212021340,0,0,0,0,0,0,0,0,0,0
150010212021335,15,3.6,0.3,0.1,0.2,16.3,1.8,0,0.3,0.5
150010212021344,6.3,1.5,0.1,0.1,0.1,6.8,0.8,0,0.1,0.2
150010212023049,0,0,0,0,0,0,0,0,0,0
150010212023048,0,0,0,0,0,0,0,0,0,0
150010212023042,0,0,0,0,0,0,0,0,0,0
150010212022591,4.8,3.5,0.6,0.3,0.1,5.5,2.6,0.1,0.4,0.4
150010212022472,5,3.7,0.6,0.3,0.1,5.7,2.7,0.1,0.4,0.4
150010212022532,4.1,3,0.5,0.2,0.1,4.7,2.2,0.1,0.3,0.3
150010212022531,6.1,4.5,0.7,0.4,0.1,6.9,3.2,0.1,0.5,0.4
150010212022565,5.2,3.8,0.6,0.3,0.1,5.9,2.8,0.1,0.4,0.4
150010212022431,2,1.4,0.2,0.1,0,2.2,1,0,0.1,0.1
150010212022432,2.3,1.7,0.3,0.1,0,2.6,1.2,0,0.2,0.2
150010221021461,3.5,1.2,0.2,0.2,0,3.9,0.9,0,0.1,0
150010221021467,0,0,0,0,0,0,0,0,0,0
150010221021466,0.9,0.3,0.1,0.1,0,1,0.2,0,0,0
150010221021468,0,0,0,0,0,0,0,0,0,0
150010221021421,0.9,0.3,0.1,0.1,0,1,0.2,0,0,0
150010221021379,0,0,0,0,0,0,0,0,0,0
150010221021363,0,0,0,0,0,0,0,0,0,0
150010220001079,0,0,0,0,0,0,0,0,0,0
150010220002055,6,2.3,0.5,0.4,0.1,7,1.7,0.1,0.2,0.2
150010220001555,0,0,0,0,0,0,0,0,0,0
150010220002032,0,0,0,0,0,0,0,0,0,0
150010220002029,0,0,0,0,0,0,0,0,0,0
150010220002066,2.3,0.7,0.2,0.1,0,2.6,0.6,0,0.1,0.1
150010220002033,0,0,0,0,0,0,0,0,0,0
150010220002018,4.6,1.5,0.4,0.3,0.1,5.3,1.1,0,0.1,0.1
150010220001031,0,0,0,0,0,0,0,0,0,0
150010220002016,0,0,0,0,0,0,0,0,0,0
150010220002014,26,8.5,2.1,1.6,0.5,30,6.5,0.1,0.8,0.8
150010220001029,0,0,0,0,0,0,0,0,0,0
150010220002020,13.1,4.3,1,0.8,0.2,15.2,3.3,0,0.4,0.4
150010220002015,11.4,3.7,0.9,0.7,0.2,13.2,2.9,0,0.3,0.3
150010220002063,7.7,2.5,0.6,0.5,0.1,8.9,1.9,0,0.2,0.2
150010201002162,0,0,0,0,0,0,0,0,0,0
150010201002161,0,0,0,0,0,0,0,0,0,0
150010217023172,0,0,0,0,0,0,0,0,0,0
150010217023192,0,0,0,0,0,0,0,0,0,0
150010217023191,0,0,0,0,0,0,0,0,0,0
150010217043001,151.4,97.2,8.1,11.2,3.3,168.2,80.7,1.6,5.1,7.1
150010217041112,0,0,0,0,0,0,0,0,0,0
150010217042012,0,0,0,0,0,0,0,0,0,0
150010217023063,15.7,5.5,1,1.1,0.3,17.8,4.6,0.1,0.3,0.5
150010217022032,26.5,9.4,1.7,1.8,0.6,30,7.7,0.1,0.6,0.8
150010217021016,0,0,0,0,0,0,0,0,0,0
150010217021040,8.4,3,0.5,0.6,0.2,9.5,2.4,0,0.2,0.3
150010217021028,2.1,0.7,0.1,0.1,0,2.4,0.6,0,0,0.1
150010202021144,2.9,0.9,0.2,0.1,0.1,3.2,0.6,0,0.1,0.2
150010202021051,0,0,0,0,0,0,0,0,0,0
150010208024011,8,2.7,0.4,0.5,0.1,9.2,1.7,0.1,0.2,0.2
150010208012012,0,0,0,0,0,0,0,0,0,0
150010205003001,6.9,2.2,0.5,0.6,0.2,7.6,1.6,0,0.2,0.5
150010208021007,9.9,3.3,0.5,0.6,0.2,11.3,2.1,0.1,0.3,0.2
150010203002020,0,0,0,0,0,0,0,0,0,0
150010206001039,0,0,0,0,0,0,0,0,0,0
150010206001038,0,0,0,0,0,0,0,0,0,0
150010202022053,0,0,0,0,0,0,0,0,0,0
150010206002012,0,0,0,0,0,0,0,0,0,0
150010204001028,0,0,0,0,0,0,0,0,0,0
150010206001045,0,0,0,0,0,0,0,0,0,0
150010204001014,0,0,0,0,0,0,0,0,0,0
150010206001060,0,0,0,0,0,0,0,0,0,0
150010212021309,0,0,0,0,0,0,0,0,0,0
150010212021297,0,0,0,0,0,0,0,0,0,0
150019901000004,0,0,0,0,0,0,0,0,0,0
150010212022570,1.8,1.3,0.2,0.1,0,2,0.9,0,0.1,0.1
150010212022557,1.8,1.3,0.2,0.1,0,2,0.9,0,0.1,0.1
150010212022470,3.4,2.5,0.4,0.2,0.1,3.9,1.8,0.1,0.3,0.3
150010212022589,7.1,5.2,0.9,0.4,0.1,8.1,3.8,0.1,0.5,0.5
150010212022540,0,0,0,0,0,0,0,0,0,0
150010212022552,0.9,0.7,0.1,0.1,0,1,0.5,0,0.1,0.1
150010212022526,0.7,0.5,0.1,0,0,0.8,0.4,0,0.1,0.1
150010212022549,4.1,3,0.5,0.2,0.1,4.7,2.2,0.1,0.3,0.3
150010212022548,2.1,1.6,0.3,0.1,0,2.4,1.1,0,0.2,0.2
150010212024006,0,0,0,0,0,0,0,0,0,0
150010212024053,0,0,0,0,0,0,0,0,0,0
150010212022402,2.7,2,0.3,0.2,0.1,3.1,1.4,0,0.2,0.2
150010212022711,2.3,1.7,0.3,0.1,0,2.6,1.2,0,0.2,0.2
150010212022707,1.8,1.3,0.2,0.1,0,2,0.9,0,0.1,0.1
150010212022516,2.1,1.6,0.3,0.1,0,2.4,1.1,0,0.2,0.2
150010221022010,7.6,2,0.4,0.4,0.1,8.2,1.4,0.1,0.2,0.2
150010221021097,0,0,0,0,0,0,0,0,0,0
150010221021093,0,0,0,0,0,0,0,0,0,0
150010221021113,0,0,0,0,0,0,0,0,0,0
150010221022016,1.7,0.5,0.1,0.1,0,1.9,0.3,0,0.1,0.1
150010221022030,2.4,0.6,0.1,0.1,0,2.6,0.5,0,0.1,0.1
150010221022034,0.7,0.2,0,0,0,0.7,0.1,0,0,0
