GEOID,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PRECCas,G16USSDSch,G16USSRCar,G16USSAGiu,G16USSLKok,G16USSCAll
150030075021011,0,0,0,0,0,0,0,0,0,0
150030073031002,0,0,0,0,0,0,0,0,0,0
150030073021067,0.2,0.2,0,0,0,0.2,0.2,0,0,0
150030089184003,7.9,4.2,0.2,0.5,0.1,9.5,2.9,0,0.1,0.2
150030075053000,156.6,88.2,3.9,6.9,1.8,183.6,60.4,0.8,3.1,5.1
150030086142000,0,0,0,0,0,0,0,0,0,0
150030115002017,6.1,4.6,0.3,0.4,0.2,7.6,3.2,0,0.2,0.3
150030115002001,4.8,3.6,0.2,0.3,0.1,6,2.5,0,0.1,0.2
150030031011010,16.1,4.9,0.5,0.7,0.1,17.5,3.8,0,0.2,0.2
150030031011003,0.9,0.3,0,0,0,1,0.2,0,0,0
150030046001016,18.2,9.1,0.6,0.9,0.2,21.1,6.4,0.1,0.4,0.3
150030046001013,15.3,7.7,0.5,0.8,0.2,17.7,5.4,0.1,0.4,0.3
150030058002004,3.1,1.2,0.1,0.1,0,3.4,0.6,0,0.1,0.2
150030058002012,0,0,0,0,0,0,0,0,0,0
150030030001002,87.8,30.6,4.6,4.6,0.8,95.9,24.4,0.3,2,1.5
150030031021001,55.5,16.9,1.7,2.4,0.4,60.3,13,0.1,0.6,0.6
150030025001011,41,15.6,1.6,1.7,0.3,42.8,11.5,0.4,1,1.4
150030025001014,18.8,7.1,0.8,0.8,0.2,19.6,5.3,0.2,0.5,0.6
150030025001015,6.4,2.4,0.3,0.3,0.1,6.7,1.8,0.1,0.2,0.2
150030030003006,7.8,2.7,0.4,0.4,0.1,8.5,2.2,0,0.2,0.1
150030030001001,35.3,12.3,1.8,1.8,0.3,38.5,9.8,0.1,0.8,0.6
150030030002012,8,2.5,0.4,0.4,0.1,8.6,1.9,0,0.2,0.2
150030033001007,18.7,7.1,0.8,1,0.1,20,6,0.1,0.3,0.5
150030034062001,178.8,67,7.7,10,2.8,197.9,50.8,0.8,5.2,4.1
150030034062000,217.5,81.5,9.4,12.2,3.4,240.8,61.8,1,6.3,5
150030103081003,81.3,40.5,2.7,3.4,1.7,96.5,26.1,0.1,2,2.4
150030103083005,40.8,18.2,1.4,2.5,0.7,48,12.7,0.1,0.8,0.8
150030103083009,22.6,10.1,0.8,1.4,0.4,26.6,7,0.1,0.4,0.4
150030103062008,48.2,27.2,1.6,3.6,0.7,56.9,19.9,0.2,1.1,1.3
150030103062007,24.1,13.6,0.8,1.8,0.4,28.4,10,0.1,0.6,0.7
150030106011005,8.4,4.7,0.4,0.7,0.1,10.3,3.2,0,0.2,0.3
150030107011005,16.1,9.6,0.8,1.4,0.2,18.4,8,0.1,0.5,0.4
150030106023006,5.6,2.5,0.2,0.3,0.1,6.5,1.7,0,0.1,0.1
150030106023008,34.9,15.6,1.2,2.1,0.6,41,10.9,0.1,0.7,0.7
150030106023001,167.8,74.8,5.7,10.1,2.8,197.3,52.2,0.6,3.3,3.3
150030106023002,23.8,10.6,0.8,1.4,0.4,27.9,7.4,0.1,0.5,0.5
150030106023003,3.7,1.7,0.1,0.2,0.1,4.4,1.2,0,0.1,0.1
150030111064005,23.3,12,0.8,1.5,0.4,27.1,9.2,0.1,0.5,0.3
150030100001034,0.2,0.1,0,0,0,0.3,0.1,0,0,0
150039900010032,0,0,0,0,0,0,0,0,0,0
150030100001023,0,0,0,0,0,0,0,0,0,0
150030100001030,0,0,0,0,0,0,0,0,0,0
150030100002012,0,0,0,0,0,0,0,0,0,0
150030100002010,0,0,0,0,0,0,0,0,0,0
150030100002023,0,0,0,0,0,0,0,0,0,0
150030100001070,0,0,0,0,0,0,0,0,0,0
150030100001062,4.5,2.6,0.3,0.4,0.1,5.3,1.9,0,0.2,0.2
150030099041031,0,0,0,0,0,0,0,0,0,0
150030096081174,0,0,0,0,0,0,0,0,0,0
150030098023006,16.3,12.8,1.3,1.1,0.5,20.4,8.5,0.3,0.7,1.3
150030098023013,18.1,14.1,1.4,1.2,0.5,22.6,9.4,0.3,0.7,1.5
150030096081153,0,0,0,0,0,0,0,0,0,0
150039400024005,42.1,26.1,2.7,3.1,2,54.3,16.1,0.5,1.3,2.5
150030098012023,5.9,4.6,0.5,0.4,0.2,7.3,3.1,0.1,0.2,0.5
150030080061019,17.4,9,0.5,0.9,0.3,20.6,5.7,0,0.3,0.6
150030089121004,42,16.3,0.6,1.3,0.4,48.2,8.6,0.1,0.5,1.7
150030089121001,34.4,13.4,0.5,1,0.3,39.6,7.1,0.1,0.4,1.4
150030077012007,71.1,39.4,3,4.2,1.2,84.1,26.8,0.3,2.2,2.3
150030077012009,25.3,14,1.1,1.5,0.4,29.9,9.5,0.1,0.8,0.8
150030077012010,36,20,1.5,2.1,0.6,42.6,13.6,0.2,1.1,1.2
150030077013005,9.3,5.1,0.4,0.5,0.2,11,3.5,0,0.3,0.3
150030077012012,3.6,2,0.2,0.2,0.1,4.3,1.4,0,0.1,0.1
150030080051008,0,0,0,0,0,0,0,0,0,0
150030078103000,0,0,0,0,0,0,0,0,0,0
150030089211005,26.9,19.5,0.9,1.4,0.5,34.7,12.1,0,0.6,1.1
150030089211004,24.7,17.9,0.8,1.3,0.5,31.9,11.1,0,0.5,1
150030089211023,26.3,19,0.8,1.3,0.5,33.9,11.8,0,0.6,1.1
150030089223007,0,0,0,0,0,0,0,0,0,0
150030086061008,17.5,13.2,0.8,1.1,0.5,21.8,9.1,0.1,0.4,0.8
150030086062001,7.1,5.3,0.3,0.4,0.2,8.8,3.7,0,0.2,0.3
150030001121009,29.7,13.3,1,1.5,0.4,34.8,9.6,0.1,0.4,0.3
150030023004003,46.8,16.2,2.2,2.1,0.3,50,12.1,0.2,1.3,1.4
150030001071008,39.2,22,1,2.1,0.3,44.7,17.2,0.1,0.6,0.6
150030047004002,39.1,15.2,1.2,2,0.4,44.6,10.3,0.2,0.8,0.8
150030040001004,0,0,0,0,0,0,0,0,0,0
150030068041003,12.7,7.2,0.3,0.6,0.1,14.9,4.9,0.1,0.3,0.4
150030068041009,0,0,0,0,0,0,0,0,0,0
150030068041004,0,0,0,0,0,0,0,0,0,0
150030068041007,0,0,0,0,0,0,0,0,0,0
150030068041001,0,0,0,0,0,0,0,0,0,0
150030003012003,8.8,4.8,0.3,0.6,0.1,10.3,3.8,0,0.2,0.1
150030003011002,29.4,16,1,2.1,0.3,34.2,12.7,0.1,0.5,0.3
150030003012008,9.6,5.2,0.3,0.7,0.1,11.1,4.1,0,0.2,0.1
150030003012011,14.9,8.1,0.5,1.1,0.2,17.3,6.4,0,0.3,0.2
150030038001004,206.5,85,6,10.1,2.5,217,67.3,0.8,6.6,5.8
150030038003005,0,0,0,0,0,0,0,0,0,0
150030038003007,0,0,0,0,0,0,0,0,0,0
150030038001012,1.8,0.7,0.1,0.1,0,1.9,0.6,0,0.1,0
150030038003013,8.1,3.4,0.2,0.4,0.1,8.6,2.7,0,0.3,0.2
150030038003001,0,0,0,0,0,0,0,0,0,0
150030041002009,36.3,17.7,1.4,2,0.3,39,13.8,0.1,1.3,1.3
150030034034002,98.8,35.1,4.2,5.2,1,105.9,28.3,0.4,1.9,2.9
150030044002014,14,5.7,0.6,1,0.2,15.9,4.2,0,0.4,0.3
150030044002009,21,8.6,0.9,1.5,0.3,23.8,6.3,0.1,0.5,0.5
150030044002000,15.3,6.3,0.6,1.1,0.2,17.4,4.6,0,0.4,0.3
150030056003004,78.9,36,2,4,0.9,87.4,24.7,0.7,1.8,2.8
150030060002012,14.5,5.3,0.3,0.4,0.3,16,3.1,0.1,0.3,0.7
150030060002004,4.1,1.5,0.1,0.1,0.1,4.6,0.9,0,0.1,0.2
150030060002006,21.1,7.7,0.4,0.6,0.4,23.4,4.6,0.2,0.4,1
150030060002000,9.4,3.4,0.2,0.3,0.2,10.4,2,0.1,0.2,0.4
150030013003005,0,0,0,0,0,0,0,0,0,0
150030038002012,0,0,0,0,0,0,0,0,0,0
150030019011005,0,0,0,0,0,0,0,0,0,0
150030037002003,0,0,0,0,0,0,0,0,0,0
150030031012000,84.9,25.9,2.6,3.7,0.6,92.2,19.8,0.2,0.9,1
150030057001044,0,0,0,0,0,0,0,0,0,0
150030107011010,0,0,0,0,0,0,0,0,0,0
150030106022003,27.6,12.1,0.9,1.7,0.6,32.5,8.4,0,0.4,0.7
150030109041002,8.3,4.2,0.3,0.7,0.1,9.5,3.4,0.1,0.2,0.2
150030109041010,102.8,52.3,4.1,8.6,1.3,117.8,42,0.7,2.2,2.5
150030111031009,153.3,78.6,5.2,10.1,2.3,178.3,60.1,0.5,3.1,2.3
150039810001000,3.2,1.3,0.1,0.3,0.1,3.6,1.2,0,0.1,0.1
150030113002002,48.1,25.3,2.6,2.9,1.6,58.7,16.9,0.3,1.6,1.7
150039400011029,0,0,0,0,0,0,0,0,0,0
150039400011022,0,0,0,0,0,0,0,0,0,0
150030113004001,27.3,14.4,1.5,1.7,0.9,33.3,9.6,0.2,0.9,1
150030096081170,31.2,19.4,2,2.3,1.5,40.3,12,0.4,1,1.9
150030097013026,2.2,1.5,0.2,0.2,0.1,2.8,0.9,0,0.1,0.2
150030097013022,9,6.2,0.6,0.7,0.4,11.6,3.8,0.1,0.2,0.8
150030097013030,1.1,0.7,0.1,0.1,0,1.4,0.5,0,0,0.1
150030097031005,78.6,54.2,5.6,6.1,3.4,101.6,33.2,1.2,2.1,6.8
150030097031010,11,7.6,0.8,0.9,0.5,14.2,4.7,0.2,0.3,0.9
150030097031006,16.4,11.3,1.2,1.3,0.7,21.2,6.9,0.2,0.4,1.4
150030097031013,2.3,1.6,0.2,0.2,0.1,3,1,0,0.1,0.2
150030098011005,82.6,64.5,6.5,5.4,2.4,103,43,1.3,3.4,6.7
150030096081165,0,0,0,0,0,0,0,0,0,0
150039400021007,0,0,0,0,0,0,0,0,0,0
150030097011005,0,0,0,0,0,0,0,0,0,0
150030097011027,0,0,0,0,0,0,0,0,0,0
150030096081072,0,0,0,0,0,0,0,0,0,0
150030096081060,0,0,0,0,0,0,0,0,0,0
150030080072018,48.6,17.9,1.2,2,0.5,55.5,11.7,0.1,0.8,1
150030089063009,7.9,5,0.3,0.6,0.1,9.5,3.5,0,0.2,0.3
150030089312000,0,0,0,0,0,0,0,0,0,0
150030089182001,32.7,17.4,1,1.9,0.3,39.1,12,0.1,0.5,0.6
150030080062005,28.9,15,0.9,1.6,0.4,34.3,9.5,0.1,0.5,1.1
150030080062009,19,9.9,0.6,1,0.3,22.6,6.2,0.1,0.3,0.7
150030080062014,24.6,12.8,0.8,1.3,0.4,29.2,8.1,0.1,0.4,0.9
150030084101004,96.6,82.7,3.6,8.1,2.3,122.3,61.1,0.8,2.8,4.1
150030080011003,0,0,0,0,0,0,0,0,0,0
150030086142001,0,0,0,0,0,0,0,0,0,0
150030089081003,18.2,10.6,0.6,1.1,0.2,21.8,7.5,0.1,0.3,0.4
150030089223001,0,0,0,0,0,0,0,0,0,0
150030088003008,44.8,17.4,0.7,1.3,0.4,51.5,9.2,0.1,0.6,1.8
150030080021006,22.9,8.4,0.6,0.9,0.3,26.2,5.5,0.1,0.4,0.5
150030089223004,22.5,12.1,0.7,0.6,0.2,29.3,6.2,0.3,0.3,0.3
150030001064004,11.4,5.5,0.3,0.6,0.1,12.6,4.4,0,0.2,0.2
150030056001004,0,0,0,0,0,0,0,0,0,0
150030056001020,29.7,11.2,0.7,1.1,0.4,33.2,5.8,0.1,0.7,1.5
150030056001022,14.3,5.4,0.4,0.5,0.2,16,2.8,0.1,0.3,0.7
150030067011004,147.3,65.3,2.9,7.8,2,170.4,40.4,0.3,4.1,3.2
150030067011009,11.6,5.2,0.2,0.6,0.2,13.4,3.2,0,0.3,0.3
150030068061009,15.8,8.5,0.4,0.8,0.2,19,5.5,0.1,0.3,0.3
150030068061006,24,13,0.7,1.2,0.3,28.9,8.4,0.1,0.5,0.5
150030068061011,15.2,8.2,0.4,0.8,0.2,18.2,5.3,0.1,0.3,0.3
150030067021010,0,0,0,0,0,0,0,0,0,0
150030048002003,10.7,3.5,0.3,0.4,0.2,12,2.2,0,0.1,0.3
150030049002000,0.8,0.4,0,0,0,0.9,0.3,0,0,0
150030067012004,32.6,17.3,0.9,1.8,0.3,37.3,12.4,0,0.8,0.7
150030067012013,17.7,9.4,0.5,1,0.2,20.3,6.7,0,0.4,0.4
150030067012027,0,0,0,0,0,0,0,0,0,0
150030027021006,10.9,3.4,0.6,0.6,0.1,11.7,2.6,0,0.3,0.3
150030027021013,0,0,0,0,0,0,0,0,0,0
150030011001000,119.6,38.2,5.6,5.5,2.1,132.5,27.7,1,2.9,2.7
150030064021002,18.6,8.8,0.7,1.1,0.3,22.2,5.6,0.1,0.4,0.8
150030057001034,0,0,0,0,0,0,0,0,0,0
150030055001000,0,0,0,0,0,0,0,0,0,0
150030027012000,526.8,163.5,27.5,28.3,4.9,569.2,127.6,2.2,12.2,15.2
150030009012003,147,77,3.9,8.6,1,163.4,62.1,0.8,3.3,2.5
150030067012025,6.5,3.4,0.2,0.4,0.1,7.4,2.5,0,0.2,0.1
150030035011003,0,0,0,0,0,0,0,0,0,0
150030069001013,0,0,0,0,0,0,0,0,0,0
150030067011018,0,0,0,0,0,0,0,0,0,0
150030067012000,1.4,0.7,0,0.1,0,1.6,0.5,0,0,0
150030059002000,0,0,0,0,0,0,0,0,0,0
150030066001013,0,0,0,0,0,0,0,0,0,0
150030007003000,0,0,0,0,0,0,0,0,0,0
150030031011000,0,0,0,0,0,0,0,0,0,0
150030068043003,0,0,0,0,0,0,0,0,0,0
150030001062000,7.9,4,0.3,0.5,0.1,8.8,3.5,0,0.1,0.1
150030095071014,5.3,2.8,0.3,0.4,0.1,5.8,2.2,0,0.3,0.3
150030095071012,7.6,4.1,0.5,0.5,0.2,8.4,3.2,0.1,0.4,0.4
150030095072008,0,0,0,0,0,0,0,0,0,0
150030095072006,0,0,0,0,0,0,0,0,0,0
150030095071010,2.1,1.2,0.1,0.2,0,2.3,0.9,0,0.1,0.1
150030095071011,0,0,0,0,0,0,0,0,0,0
150039807001040,0,0,0,0,0,0,0,0,0,0
150030095011020,3.9,2.1,0.2,0.3,0.1,4.3,1.6,0,0.2,0.2
150030095012009,6.6,3.5,0.4,0.5,0.1,7.2,2.8,0,0.3,0.4
150030095071018,0,0,0,0,0,0,0,0,0,0
150030092003014,23.2,13.9,0.8,1.5,0.6,28.6,9,0.1,0.5,0.9
150030092002006,11.8,7.1,0.4,0.7,0.3,14.6,4.6,0.1,0.3,0.5
150030092002009,139,83.6,4.8,8.7,3.7,171.7,53.9,0.6,3.3,5.4
150030093003003,3.8,2.1,0.1,0.2,0.1,4.4,1.5,0,0.1,0.2
150030093003007,5.6,3.2,0.1,0.4,0.2,6.5,2.2,0,0.2,0.3
150030073022055,0,0,0,0,0,0,0,0,0,0
150030073021056,0.1,0.1,0,0,0,0.1,0.1,0,0,0
150030073022042,1.4,1.3,0.1,0.3,0,1.4,1.1,0,0.1,0.2
150030073021003,0.2,0.2,0,0,0,0.2,0.2,0,0,0
150030073021021,0,0,0,0,0,0,0,0,0,0
150030073021022,0,0,0,0,0,0,0,0,0,0
150030089252015,0,0,0,0,0,0,0,0,0,0
150030089243004,31,19,0.9,2,0.6,38.5,12.1,0.2,0.7,1.2
150030089243001,28,17.2,0.8,1.8,0.5,34.7,10.9,0.2,0.6,1.1
150030089242006,23.9,14.7,0.7,1.6,0.4,29.7,9.3,0.2,0.6,0.9
150030114001017,0,0,0,0,0,0,0,0,0,0
150030073031020,0,0,0,0,0,0,0,0,0,0
150030073021005,0.9,0.8,0,0.2,0,0.8,0.7,0,0,0.1
150030073021014,2.3,2,0.1,0.4,0,2.2,1.8,0,0.1,0.3
150030073021050,0,0,0,0,0,0,0,0,0,0
150030073021051,0,0,0,0,0,0,0,0,0,0
150030073022031,0.8,0.7,0,0.1,0,0.8,0.6,0,0,0.1
150030073022007,0.6,0.5,0,0.1,0,0.6,0.5,0,0,0.1
150030087031001,0,0,0,0,0,0,0,0,0,0
150030086171006,0,0,0,0,0,0,0,0,0,0
150030074001177,0,0,0,0,0,0,0,0,0,0
150030075031010,55.1,23.7,1.3,3.3,0.9,64.8,16,0,0.9,1
150030084101005,15.2,13,0.6,1.3,0.4,19.2,9.6,0.1,0.4,0.6
150030075041010,25.5,11.4,0.7,1.6,0.8,29.2,7,0.2,0.6,1.6
150030077021005,8.4,4.6,0.4,0.5,0.1,9.9,3.2,0,0.3,0.3
150030074001121,0,0,0,0,0,0,0,0,0,0
150030083011075,0,0,0,0,0,0,0,0,0,0
150030073021026,0.6,0.5,0,0.1,0,0.5,0.5,0,0,0.1
150030073021038,0,0,0,0,0,0,0,0,0,0
150030074001123,0,0,0,0,0,0,0,0,0,0
150030073021020,0.6,0.5,0,0.1,0,0.5,0.5,0,0,0.1
150030075032018,0,0,0,0,0,0,0,0,0,0
150030114003010,0,0,0,0,0,0,0,0,0,0
150030074001060,0,0,0,0,0,0,0,0,0,0
150030077023000,69.5,34.1,1.2,4.2,0.9,81.7,22.8,0.3,1.2,1.4
150030089311004,13.2,7.4,0.3,0.8,0.2,15.6,5.6,0,0.2,0.3
150030088001002,59.4,23.1,0.9,1.8,0.6,68.3,12.2,0.2,0.7,2.4
150030013001004,9.9,3.2,0.5,0.4,0.2,10.9,2.3,0,0.3,0.2
150030013001011,15.3,5.5,0.3,0.6,0.2,16.8,4.1,0,0.3,0.2
150030018011001,0,0,0,0,0,0,0,0,0,0
150030017001001,0,0,0,0,0,0,0,0,0,0
150030018033001,68.7,36.2,3,4.7,0.6,71.1,29.6,0.6,3,3.3
150030020062002,0,0,0,0,0,0,0,0,0,0
150030020052002,76,42.3,2.8,4.9,0.5,82.4,33.6,0.4,2.4,2.4
150030015003002,13.7,4.6,0.7,0.6,0.1,14.7,3.5,0,0.2,0.3
150030018012003,28.1,14.8,1.2,1.9,0.3,29.1,12.1,0.3,1.2,1.4
150030018012000,22.3,11.8,1,1.5,0.2,23.1,9.6,0.2,1,1.1
150030010002004,13,4.1,0.6,0.6,0.2,14.4,3,0.1,0.3,0.3
150030010002002,84.3,26.9,3.9,3.9,1.5,93.3,19.5,0.7,2,1.9
150030010002005,13.9,4.4,0.6,0.6,0.2,15.3,3.2,0.1,0.3,0.3
150030009011002,34.5,16.7,0.8,2,0.3,38.7,13,0.1,0.6,0.5
150030026003001,86.1,33.2,2.8,4.8,1.9,95.1,24.2,0.6,2.1,2.1
150030057002006,0,0,0,0,0,0,0,0,0,0
150030062011000,159.8,84.6,4.2,8.8,1.5,182.7,60.6,0,4,3.6
150030043003005,0,0,0,0,0,0,0,0,0,0
150030107011007,12.5,7.5,0.6,1.1,0.1,14.3,6.2,0.1,0.4,0.3
150030108021001,15.4,9.2,0.7,1.4,0.2,17.5,7.7,0.1,0.5,0.4
150030108021018,0,0,0,0,0,0,0,0,0,0
150030108021036,11.8,7.1,0.6,1,0.1,13.5,5.9,0.1,0.3,0.3
150030111032012,32.9,16,1.2,2.1,0.7,40.1,10.4,0.2,0.8,0.7
150030111032009,7,3.4,0.3,0.4,0.2,8.5,2.2,0,0.2,0.1
150030103032030,0,0,0,0,0,0,0,0,0,0
150039900010024,0,0,0,0,0,0,0,0,0,0
150030108021019,0,0,0,0,0,0,0,0,0,0
150030108021028,6.8,4.1,0.3,0.6,0.1,7.8,3.4,0,0.2,0.2
150030108021021,20.1,12,0.9,1.8,0.2,22.9,10,0.1,0.6,0.5
150030108021015,9.1,5.5,0.4,0.8,0.1,10.4,4.5,0.1,0.3,0.2
150030108021005,13.2,7.9,0.6,1.2,0.2,15.1,6.6,0.1,0.4,0.4
150030097041047,8.1,5.6,0.6,0.6,0.4,10.4,3.4,0.1,0.2,0.7
150030096081123,0,0,0,0,0,0,0,0,0,0
150030096081129,0,0,0,0,0,0,0,0,0,0
150030096081145,0,0,0,0,0,0,0,0,0,0
150030096081143,0,0,0,0,0,0,0,0,0,0
150039400021004,0,0,0,0,0,0,0,0,0,0
150030098021005,31,24.3,2.4,2,0.9,38.7,16.2,0.5,1.3,2.5
150030098021014,9.1,7.1,0.7,0.6,0.3,11.4,4.8,0.1,0.4,0.7
150030098021007,26.8,20.9,2.1,1.8,0.8,33.4,13.9,0.4,1.1,2.2
150030096082014,1.2,0.7,0.1,0.1,0.1,1.5,0.4,0,0,0.1
150030098012009,0,0,0,0,0,0,0,0,0,0
150039400023014,17.8,11,1.2,1.3,0.8,22.9,6.8,0.2,0.6,1.1
150030096036004,11.4,11,0.8,1,0.5,15.7,7.1,0.1,0.4,0.9
150030074001173,0,0,0,0,0,0,0,0,0,0
150030074001172,0.7,0.6,0,0.1,0,0.7,0.6,0,0,0.1
150030074001166,0,0,0,0,0,0,0,0,0,0
150030089311016,0.7,0.4,0,0,0,0.8,0.3,0,0,0
150030089241015,0,0,0,0,0,0,0,0,0,0
150030080071015,16.4,6,0.4,0.7,0.2,18.8,4,0,0.3,0.3
150030080071016,26,9.6,0.6,1.1,0.3,29.7,6.3,0.1,0.4,0.5
150030086111006,0,0,0,0,0,0,0,0,0,0
150030086064002,21.8,16.4,0.9,1.4,0.6,27.2,11.3,0.1,0.6,1
150030086061003,0,0,0,0,0,0,0,0,0,0
150030078041015,34.6,12.7,0.8,1.4,0.4,39.5,8.4,0.1,0.5,0.7
150030078041010,47.3,17.4,1.1,1.9,0.5,54,11.4,0.1,0.7,1
150030080061015,20.9,10.8,0.6,1.1,0.3,24.8,6.8,0.1,0.4,0.8
150030080061020,11.3,5.8,0.3,0.6,0.2,13.4,3.7,0,0.2,0.4
150030080061022,16,8.3,0.5,0.9,0.2,18.9,5.2,0,0.3,0.6
150030115002011,28.1,21.2,1.2,1.8,0.8,35.1,14.6,0.2,0.7,1.3
150030115003011,29.9,22.5,1.3,1.9,0.8,37.3,15.6,0.2,0.8,1.4
150030001071002,0,0,0,0,0,0,0,0,0,0
150030056001013,1.3,0.6,0.1,0.1,0,1.4,0.3,0,0,0.1
150030025002005,9.4,3.6,0.4,0.4,0.1,9.8,2.6,0.1,0.2,0.3
150030025002002,64.7,24.6,2.6,2.6,0.5,67.5,18.1,0.6,1.6,2.2
150030025002013,6.1,2.3,0.2,0.2,0,6.3,1.7,0.1,0.2,0.2
150030027022006,12.3,3.8,0.6,0.7,0.1,13.3,3,0.1,0.3,0.4
150030035022005,4.2,1.6,0.1,0.2,0.1,4.7,1.2,0,0.1,0.1
150030034061002,97.5,36.5,4.2,5.5,1.5,107.9,27.7,0.5,2.8,2.2
150039814001008,0,0,0,0,0,0,0,0,0,0
150039814001023,0,0,0,0,0,0,0,0,0,0
150030073031038,0,0,0,0,0,0,0,0,0,0
150030009012002,44.2,23.2,1.2,2.6,0.3,49.2,18.7,0.2,1,0.8
150030013001001,50.5,16.2,2.5,2.3,0.9,55.6,11.7,0,1.4,1.2
150030013001008,9.2,3.3,0.2,0.4,0.1,10.1,2.4,0,0.2,0.1
150030013001005,0,0,0,0,0,0,0,0,0,0
150039812001055,0,0,0,0,0,0,0,0,0,0
150039812001025,0,0,0,0,0,0,0,0,0,0
150039812001050,0,0,0,0,0,0,0,0,0,0
150030001112017,35,15.7,1.2,1.8,0.4,41,11.3,0.1,0.4,0.4
150030009021015,41.3,15.2,1.4,2.1,0.5,44.4,12.3,0.1,0.8,0.7
150030001122004,0,0,0,0,0,0,0,0,0,0
150030002005001,0,0,0,0,0,0,0,0,0,0
150030037004001,63.1,51.6,0.8,2.5,0,72.9,35.2,0.8,2.5,0.8
150030024011003,62.8,21.8,3,2.9,0.5,67,16.2,0.2,1.8,1.9
150030002003002,79.9,38.8,2.4,4,0.5,88.7,31.2,0.3,1.1,1.1
150030109051009,0.3,0.2,0,0,0,0.3,0.1,0,0,0
150030109051011,34.4,17.5,1.4,2.6,0.5,38.8,14.4,0.2,0.8,0.9
150030103031007,14.8,10.2,1.1,1.2,0.4,18.6,7.3,0.1,0.4,0.6
150030111042006,127.7,76.1,5.3,9.6,1.4,147.9,61.3,0.5,2.3,3.6
150030111042008,25.8,15.4,1.1,1.9,0.3,29.9,12.4,0.1,0.5,0.7
150039400012027,5.9,2.5,0.3,0.3,0.2,7,1.6,0.1,0.1,0.2
150039400012012,1.2,0.5,0.1,0.1,0,1.4,0.3,0,0,0
150039400012018,38.3,16.4,1.9,2.1,1.6,45.8,10.7,0.4,0.5,1.4
150039400012035,11.5,4.9,0.6,0.6,0.5,13.7,3.2,0.1,0.2,0.4
150039811001006,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150039811001009,0,0,0,0,0,0,0,0,0,0
150030113003000,14.9,7.8,0.8,0.9,0.5,18.2,5.2,0.1,0.5,0.5
150030097041011,0,0,0,0,0,0,0,0,0,0
150030097032001,1.2,0.9,0.1,0.1,0.1,1.6,0.5,0,0,0.1
150030097011013,0,0,0,0,0,0,0,0,0,0
150030097011018,0,0,0,0,0,0,0,0,0,0
150030097011032,0,0,0,0,0,0,0,0,0,0
150030098023005,0,0,0,0,0,0,0,0,0,0
150030098012000,0,0,0,0,0,0,0,0,0,0
150030089181003,1.5,1.1,0.1,0.1,0,1.9,0.8,0,0,0.1
150030089181002,147.6,101.4,5.5,9.8,3.9,180.7,72.5,0.7,2.4,6.8
150030089181004,6.4,4.4,0.2,0.4,0.2,7.8,3.1,0,0.1,0.3
150030086121030,177.1,158.3,7.6,16.6,3.5,219.5,119.4,1,7.8,8.5
150030080053006,41.2,23.7,0.9,2.3,0.8,51.2,15.1,0.1,0.8,0.8
150030080053000,24.4,14.1,0.5,1.4,0.4,30.3,8.9,0,0.5,0.5
150030074001046,0,0,0,0,0,0,0,0,0,0
150030080072017,22.3,8.2,0.5,0.9,0.2,25.4,5.4,0.1,0.3,0.5
150030080062010,18.3,9.5,0.6,1,0.3,21.7,6,0,0.3,0.7
150030080062011,24.2,12.5,0.7,1.3,0.4,28.7,7.9,0.1,0.4,0.9
150030080062013,32.4,16.8,1,1.8,0.5,38.4,10.6,0.1,0.6,1.2
150030084101013,63,53.9,2.3,5.3,1.5,79.7,39.8,0.5,1.8,2.7
150030080011007,0,0,0,0,0,0,0,0,0,0
150030080011008,2.2,1,0,0.1,0.1,2.3,0.8,0,0.1,0.2
150030086142003,0,0,0,0,0,0,0,0,0,0
150030030002010,13.1,4.1,0.7,0.7,0.1,14.2,3.2,0.1,0.3,0.4
150030034042004,93.8,35.8,4,4.9,0.4,100.4,30.1,0.3,1.3,2.4
150030067011013,30.5,13.5,0.6,1.6,0.4,35.2,8.3,0.1,0.8,0.7
150030067011005,10.4,4.6,0.2,0.5,0.1,12,2.8,0,0.3,0.2
150030015001003,31.7,10.2,1.6,1.4,0.6,34.9,7.3,0,0.9,0.8
150030008004003,19.6,7.9,0.7,1.2,0.2,21.7,5.7,0.2,0.7,0.4
150030003023008,13.1,7.1,0.5,1,0.1,15.3,5.6,0,0.2,0.2
150030003023009,10.6,5.8,0.4,0.8,0.1,12.4,4.6,0,0.2,0.1
150030003023011,38.2,20.8,1.3,2.8,0.4,44.6,16.5,0.1,0.7,0.4
150030001064003,24.1,11.7,0.7,1.2,0.2,26.8,9.4,0.1,0.3,0.3
150030056001002,0,0,0,0,0,0,0,0,0,0
150030054001002,6.8,3,0.3,0.3,0.2,7.4,1.8,0.1,0.2,0.4
150030067012008,35.5,18.8,0.9,1.9,0.3,40.5,13.4,0,0.9,0.8
150030067012010,16,8.5,0.4,0.9,0.2,18.3,6.1,0,0.4,0.4
150030067011003,15.2,8,0.4,0.8,0.1,17.4,5.8,0,0.4,0.3
150030067011002,45.6,24.1,1.2,2.5,0.4,52.1,17.3,0,1.1,1
150030068061010,16.8,9.1,0.5,0.9,0.2,20.2,5.9,0.1,0.3,0.3
