GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOHED,G16PREOFUE
28109000440,28,109,000440,201.61,823.08,12.27,4.38,0.88,0.88,1.75
28109000520,28,109,000520,831,133,11,3,5,0,0
28109000525,28,109,000525,672,74,8,3,3,1,0
28109000527,28,109,000527,1512.32,171.18,33.02,5,5,0,1
28109000550,28,109,000550,2198.68,282.82,39.98,9,3,0,1
28111000101,28,111,000101,101.28,112.16,4,0.01,0.01,0,0
28111000102,28,111,000102,161,128,3,1,4,1,0
28111000103,28,111,000103,86.79,288.02,1.91,0,0,0,0.95
28111000201,28,111,000201,191,16,0,1,0,0,0
28111000202,28,111,000202,820,42,11,0,2,1,1
28111000301,28,111,000301,1006,143,10,0,4,0,0
28111000401,28,111,000401,263,92,0,0,0,0,2
28111000402,28,111,000402,158,74,1,1,1,0,0
28111000403,28,111,000403,370,52,4,0,2,0,0
28111000404,28,111,000404,22.72,92.84,0,0.99,0.99,0,0
28111000501,28,111,000501,268,25,2,0,0,0,0
28111000502,28,111,000502,56,3,0,0,1,0,0
28111000503,28,111,000503,136.21,63.98,4.09,0,0,0,0.05
28111000504,28,111,000504,432,73,3,0,0,1,0
28111000505,28,111,000505,63,15,3,1,2,1,0
28113000101,28,113,000101,44.75,576.81,0.99,2.98,0.99,0.99,0.99
28113000102,28,113,000102,65.25,226.19,5.01,1.02,1.01,0.01,1.01
28113000103,28,113,000103,13,647,1,3,2,1,1
28113000105,28,113,000105,58.75,280.68,0.93,0,0,0,0
28113000201,28,113,000201,114.93,390.56,2.33,0.09,0.12,0.03,0
28113000202,28,113,000202,184.81,460.55,0.98,0.98,0.98,0.98,1.96
28113000203,28,113,000203,232.19,564.45,9.02,3.02,3.02,1.02,3.04
28113000204,28,113,000204,346.44,506.3,9.01,2,4,0,0
28113000206,28,113,000206,15,270,0,1,1,0,0
28113000301,28,113,000301,145.04,219.06,0,0,2,1,0
28113000302,28,113,000302,609.07,436.44,10.67,2.91,3.88,0.97,0
28113000304,28,113,000304,368,248,7,0,1,1,1
28113000305,28,113,000305,451,188,3,2,3,1,0
28113000306,28,113,000306,534,116,2,1,1,1,0
28113000401,28,113,000401,779,107,8,0,5,1,0
28113000402,28,113,000402,325,164,9,2,0,0,0
28113000403,28,113,000403,277,268,13,4,2,2,0
28113000404,28,113,000404,325.25,395.32,7.07,2,3,1,0
28113000405,28,113,000405,550,215,7,2,1,0,0
28113000406,28,113,000406,722,161,12,1,0,2,0
28113000501,28,113,000501,359.96,475.94,7,3,3,1,1
28113000503,28,113,000503,345,388,12,7,2,2,0
28113000504,28,113,000504,388,252,4,1,2,0,0
28113000505,28,113,000505,534.56,369.7,8.99,1,2,0,0
28113000506,28,113,000506,221,117,2,0,1,0,0
28115000101,28,115,000101,186,27,3,0,2,0,0
28115000102,28,115,000102,451.41,52.07,8.16,1,4.12,0.04,0
28115000103,28,115,000103,228.59,25.93,3.84,0,2.88,0.96,0
28115000104,28,115,000104,428,74,13,4,0,0,1
28115000106,28,115,000106,284,45,2,0,0,0,0
28115000107,28,115,000107,255.81,48.3,3.58,0,0,0,0.89
28115000108,28,115,000108,510,146,7,2,2,2,0
28115000201,28,115,000201,421.98,23.37,9.34,0.06,0.09,0,0
28115000202,28,115,000202,375.43,31.91,4.69,0.94,0.94,0,0
28115000203,28,115,000203,478.73,44.33,5.07,0.18,4.7,0.18,0.55
28115000204,28,115,000204,133.87,29.39,4.9,0.82,3.27,0.82,2.45
28115000205,28,115,000205,307,36,6,2,4,0,0
28115000206,28,115,000206,361,96,7,2,4,0,1
28115000301,28,115,000301,618.62,39.91,4.99,3.99,2.99,1,0
28115000303,28,115,000303,549,91,7,4,3,1,0
28115000304,28,115,000304,629,189,6,1,3,1,0
28115000305,28,115,000305,282,16,4,0,1,0,0
28115000306,28,115,000306,45.38,14.09,1.01,1.01,0.01,0,0
28115000401,28,115,000401,303,278,4,4,2,0,0
28115000402,28,115,000402,376.54,140.08,5.18,0.99,0.21,0.09,0
28115000403,28,115,000403,149,118,4,0,0,1,0
28115000404,28,115,000404,339,270,5,4,3,0,1
28115000405,28,115,000405,299,107,4,0,5,0,0
28115000406,28,115,000406,128,15,2,0,2,0,0
28115000501,28,115,000501,434.7,69.62,0.25,0.91,1.72,0,0.86
28115000502,28,115,000502,470.24,87.27,9,2.14,0.28,0,1.14
28115000503,28,115,000503,466,65,6,0,0,0,0
28115000504,28,115,000504,824.71,206.72,9.99,0.96,4.79,1.91,0.11
28117000101,28,117,000101,454.71,87.03,4.89,0,3.91,0,0.98
28117000103,28,117,000103,339,115,3,0,1,0,0
28117000104,28,117,000104,829.62,119.51,9.97,1.97,3.05,0,0.02
28117000202,28,117,000202,510.66,69.44,4.44,0.22,6.09,0.02,1.02
28117000203,28,117,000203,349.17,55.21,0.44,0.22,0.09,2.01,1.02
28117000205,28,117,000205,1261.17,239.35,19.13,9.56,3.83,0.97,0.96
28117000302,28,117,000302,582.02,182.7,1.81,1.47,4.33,0.99,0
28117000303,28,117,000303,213.78,25.58,0.2,0.13,0.1,0,0
28117000304,28,117,000304,415.31,395.45,5.22,3.43,2.69,0.05,0
28117000402,28,117,000402,414,47,1,0,2,1,2
28117000404,28,117,000404,496.93,63.99,2,1,1,3,0
28117000405,28,117,000405,565.84,182.3,3.08,4.01,0.01,0.04,1.03
28117000501,28,117,000501,296,35,5,0,2,0,0
28117000502,28,117,000502,725,68,13,2,2,0,0
28117000504,28,117,000504,205.16,382.7,5.92,0.99,0.99,2.96,1.97
28119000101,28,119,000101,43.93,342.82,1.91,0.95,0.95,0.95,0.95
28119000102,28,119,000102,5.07,122.18,0.09,0.05,0.05,1.05,0.05
28119000103,28,119,000103,79.86,176.81,0.76,0.19,1,1.19,0
28119000202,28,119,000202,106.86,460.3,3.09,1.02,1.01,2.03,0
28119000301,28,119,000301,142.65,146.44,3.04,0.76,0,0.76,0
28119000302,28,119,000302,185.8,197.96,1.12,1.03,0,1.03,0
28119000401,28,119,000401,83.83,251.49,5.99,2,3.99,2.99,0
28119000402,28,119,000402,72.23,271.47,2.96,0.99,0.99,1.98,0.99
28119000501,28,119,000501,54.53,303.65,1.04,0.01,1.01,1.02,1.01
28119000502,28,119,000502,226.25,38.87,0,0,0,0,0
28121000101,28,121,000101,675.38,161.95,3.15,0.95,1.76,0,0
28121000102,28,121,000102,1419.95,190.51,15.81,3.22,6.25,0,0
28121000103,28,121,000103,1495.28,356.59,20.17,4.2,11.17,0,0
28121000104,28,121,000104,379.45,89.98,1.86,4.3,2.4,0,0.09
28121000105,28,121,000105,885.59,303.65,17.86,4.43,5.6,1.05,1.98
28121000106,28,121,000106,1368.35,355.41,27.84,5.79,4.82,0.96,0.01
28121000107,28,121,000107,538.05,143.87,12.33,4.79,1.93,0,2.84
28121000109,28,121,000109,850.12,203.9,10.63,4.65,8.63,0,0
28121000110,28,121,000110,562.12,335.2,6.59,7.53,3.77,0.94,0
28121000201,28,121,000201,1777.49,579.18,54.92,11.98,9.99,1,0
28121000202,28,121,000202,896.57,239.45,20.36,4.05,6.1,0,0
28121000203,28,121,000203,1236.05,327.03,31.81,3.29,5.09,0.02,0.02
28121000204,28,121,000204,1295.01,380,35.97,9.06,6.52,0.12,0
28121000205,28,121,000205,603.18,183.95,28.29,4.14,2.08,0,0
28121000206,28,121,000206,1202.79,251.83,26.34,3.38,7.19,1,2.19
28121000207,28,121,000207,1975.24,420.9,42.14,5.8,2.91,0,0.89
28121000208,28,121,000208,683.76,149.53,23.64,3.83,1.92,0,1.92
28121000209,28,121,000209,1747,528,48,12,7,1,1
28121000210,28,121,000210,1627,418,49,6,21,0,0
28121000301,28,121,000301,652.44,195.09,9.95,1.95,1.01,0,0.97
28121000302,28,121,000302,549.29,220.02,7.41,4.2,6.2,0,0.2
28121000303,28,121,000303,598.38,485.48,5.22,3.91,4.86,0,0.07
28121000304,28,121,000304,437.88,188.98,6.45,0.22,3.77,0.04,0
28121000305,28,121,000305,562.11,107.39,13.54,1.93,3.87,0,0
28121000308,28,121,000308,864.96,223.99,17,4,1,0,1
28121000309,28,121,000309,407.13,89.27,5.8,0,0.97,0,0
28121000310,28,121,000310,143.71,555.98,3.59,1.8,1.8,0,1.8
28121000311,28,121,000311,376.81,52.95,2.1,2.04,1.03,1,0.03
28121000312,28,121,000312,2608.54,923.49,51.79,6.03,10.97,1,0.98
28121000313,28,121,000313,396.87,123.71,3.15,1.02,0.99,0,0.99
28121000315,28,121,000315,609.67,84.09,14.03,5.02,4.03,0,0
28121000401,28,121,000401,479.76,43.98,2,3,0,0,0
28121000402,28,121,000402,488.34,27.23,0.02,1.98,2.96,0,0.99
28121000403,28,121,000403,1387.59,542.92,15.82,7.02,8.08,0.1,0
28121000404,28,121,000404,1507.55,315.01,31.26,8.03,10.04,0.01,1
28121000405,28,121,000405,1216.64,421.35,11.08,8.47,9.71,0,3.07
28121000408,28,121,000408,1741.8,589.26,40.77,12.7,4.88,1.12,1.12
28121000409,28,121,000409,254.15,140.99,4.29,0.04,0.06,0.86,0.88
28121000410,28,121,000410,170,87,0,0,3,0,0
28121000411,28,121,000411,1493.57,378.43,23.92,5.52,8.28,0,0.92
28121000412,28,121,000412,1995.95,356.64,43.92,4.95,6.87,1.89,0
28121000413,28,121,000413,1014,231,12,2,8,0,1
28121000501,28,121,000501,687.04,126.01,22,5,3,1,0
28121000502,28,121,000502,858.58,114.55,15.94,2.99,3.98,0,0
28121000504,28,121,000504,1192.52,600.18,22.26,8.97,5.03,3,0.02
28121000505,28,121,000505,956.8,322.47,22.99,2.66,5.31,0.88,0
28121000507,28,121,000507,844.37,535.78,35.02,2.01,3.01,1,2
28121000508,28,121,000508,1420.51,421.82,46.08,7.02,6.01,3,1
28123000101,28,123,000101,279.02,426.93,3.16,1.08,1.2,0,0
28123000102,28,123,000102,271.01,453.72,3.91,1.95,4.8,0.06,0.06
28123000103,28,123,000103,89.97,525.49,1.91,0.96,0,1.91,1.91
28123000201,28,123,000201,299,518.87,6.02,2.01,4,0.02,0.02
28123000202,28,123,000202,240,33,0,0,1,0,0
28123000203,28,123,000203,139.01,124.99,2.07,0,0,1,0.01
28123000204,28,123,000204,138.99,137.01,4.93,0,0,0,0.99
28123000205,28,123,000205,195,59,1,0,0,0,1
28123000301,28,123,000301,671.31,342.09,10.61,1,5,1.41,0
28123000302,28,123,000302,85.73,14.41,2.16,0,0,1.44,0
28123000303,28,123,000303,255.96,29.51,1.23,1,0,1.15,0
28123000304,28,123,000304,535,33,11,0,1,0,0
28123000401,28,123,000401,81.88,175.74,1.04,1,0,0,0
28123000402,28,123,000402,80,12,1,0,0,0,0
28123000403,28,123,000403,220,10,2,0,0,0,1
28123000404,28,123,000404,274,431,3,3,1,0,0
28123000405,28,123,000405,450,106,4,0,0,0,0
28123000406,28,123,000406,302.12,135.26,2.96,0,0,0,0
28123000501,28,123,000501,354,12,3,0,0,0,0
28123000502,28,123,000502,217,221,3,1,0,0,0
28123000503,28,123,000503,373,49,4,1,0,0,0
28123000504,28,123,000504,366,130,4,4,1,1,0
28123000505,28,123,000505,204,288,5,1,0,0,0
28125000101,28,125,000101,83,234,2,0,0,1,0
28125000102,28,125,000102,2,63,0,0,0,0,0
28125000103,28,125,000103,34.28,3.71,0,0,0,0,0.01
28125000104,28,125,000104,254,212,3,0,3,1,0
28125000105,28,125,000105,25.29,334.78,1.04,1,1.04,0,0
28125000106,28,125,000106,1,93,0,0,0,0,0
28125000107,28,125,000107,140.91,251.46,2.38,0,0.95,0,0
28125000108,28,125,000108,55,38,0,0,0,0,0
28125000109,28,125,000109,78,148,0,1,0,0,0
28125000110,28,125,000110,18.8,101.77,1.58,0,0.01,0,0
28127000101,28,127,000101,75.28,446.71,0,1.98,0,0.99,0
28127000102,28,127,000102,61.05,195.85,0.49,1.47,0.98,0,0.49
28127000103,28,127,000103,116.88,525.07,3.65,0.91,1.83,0.91,0
28127000104,28,127,000104,97.22,226.9,3.32,0.08,1.16,0.08,0
28127000105,28,127,000105,76.5,207.66,0.73,1.59,1.17,0,0.51
28127000201,28,127,000201,114.86,128.99,2.82,0.94,0.94,0,0
28127000202,28,127,000202,121.53,113.34,2.19,0.06,0.06,1,0
28127000203,28,127,000203,180,93,0,0,2,0,0
28127000204,28,127,000204,146.43,142.04,0.55,0.55,0,0,0
28127000205,28,127,000205,380.92,88.38,3.36,0,1.44,0.96,0
28127000206,28,127,000206,79.87,77.48,0.3,0.3,0,0,0
28127000207,28,127,000207,40.7,39.48,0.15,0.15,0,0,0
28127000208,28,127,000208,413.85,95.61,3.64,0,1.57,1.04,0
28127000301,28,127,000301,325,78,1,0,2,0,0
28127000302,28,127,000302,690.45,138.48,11.79,2.95,7.86,0,0
28127000303,28,127,000303,254,27,0,0,0,0,0
28127000304,28,127,000304,536.84,53.68,2.98,0,2.98,0,0
28127000401,28,127,000401,194.03,40.2,1.61,0,0,0,0
28127000402,28,127,000402,633,173,12,0,2,1,0
28127000403,28,127,000403,208.97,107.47,0,1,0,0,0
28127000404,28,127,000404,22.13,19.05,0.59,0.12,0.12,0,0
28127000405,28,127,000405,109.73,223.48,1.06,0,0.02,1.02,1
28127000406,28,127,000406,164.87,141.95,4.41,0.88,0.88,0,0
28127000407,28,127,000407,169.59,43.12,1.42,0.03,0.01,0.02,0
28127000501,28,127,000501,650.53,40.22,4.08,1.08,4.08,0.03,0
28127000502,28,127,000502,532.03,49.53,7,2,4,0,1
28127000503,28,127,000503,102,211,1,0,0,2,0
28127000504,28,127,000504,550.47,78.78,2.92,2.92,2.92,0.97,0
28127000505,28,127,000505,337.53,73.21,0.95,2.85,3.8,0,0.95
28127000506,28,127,000506,16.68,3.62,0.05,0.14,0.19,0,0.05
28129000101,28,129,000101,317.14,17.67,1.68,0.84,0,0,0
28129000102,28,129,000102,181,15,0,0,0,0,0
28129000103,28,129,000103,513.04,46.06,5.28,0.16,1.99,0,0
28129000201,28,129,000201,334,134,1,2,1,1,0
28129000202,28,129,000202,234.04,390,4,1,1,1,1
28129000203,28,129,000203,36,325,1,2,0,0,0
28129000301,28,129,000301,515.5,131.87,9.99,2,1,0,0
28129000302,28,129,000302,728.96,66,4,0,1,0,0
28129000303,28,129,000303,472.22,33.11,2.01,0,3,0,0
28129000401,28,129,000401,298,22,1,0,1,0,0
28129000402,28,129,000402,352.1,11.29,3.03,0,0.01,0,1
28129000403,28,129,000403,332,15,0,0,0,0,0
28129000404,28,129,000404,401,29,1,0,1,0,1
28129000501,28,129,000501,386,210,8,0,0,2,0
28129000502,28,129,000502,190,66,2,0,0,0,0
28129000503,28,129,000503,243,13,0,0,0,0,0
28129000504,28,129,000504,294,39,4,0,3,1,0
28129000505,28,129,000505,100,53,3,0,1,0,0
28131000101,28,131,000101,118.17,8.79,2.93,0,1.95,0,0
28131000102,28,131,000102,339.38,76.37,13.35,0.95,3.84,0,0.95
28131000103,28,131,000103,392.76,64.4,9.03,1.02,3.06,1,0
28131000201,28,131,000201,226.49,385.22,1.86,0.93,3.71,0,0
28131000203,28,131,000203,184,499,4,1,1,0,1
28131000301,28,131,000301,235,58,10,3,4,0,0
28131000302,28,131,000302,317,21,6,0,1,0,0
28131000303,28,131,000303,277.76,25.79,6.19,1.55,1.79,0,0
28131000304,28,131,000304,335,18,3,3,3,1,0
28131000401,28,131,000401,888.94,65.96,9.77,2,3.35,0.01,1
28131000402,28,131,000402,173.41,39.8,1.44,0.06,0.89,0,0
28131000403,28,131,000403,470.24,90.21,13.81,1.45,4.21,0,0
28131000501,28,131,000501,651.55,124,9.72,1.05,1.21,0,1.05
28131000502,28,131,000502,526.48,75.24,14.01,0,1.99,0.99,0
28131000503,28,131,000503,169.83,21.23,2.89,0,0,0,0
28133000101,28,133,000101,392.3,322.88,1.98,0.04,2.01,0.01,0.02
28133000102,28,133,000102,2.94,459.91,0,0,0.98,0.98,0
28133000103,28,133,000103,143.72,736.66,0.06,2.1,1.98,0.01,0.99
28133000201,28,133,000201,186.73,409.12,1.02,0.99,0.03,0,0.99
28133000202,28,133,000202,14.2,1416.55,2.84,6.63,2.84,1.89,2.84
28133000301,28,133,000301,98.79,376.62,0.96,1.87,0,0,0
28133000302,28,133,000302,185,226,0,2,1,0,1
28133000303,28,133,000303,454.83,578.54,7.16,3.37,2.16,3.11,2.16
28133000304,28,133,000304,227,195,0,0,0,0,0
28133000401,28,133,000401,86.77,778.95,0,1,1.99,0,0
28133000402,28,133,000402,23.48,102.73,0.98,0,0,0,0
28133000403,28,133,000403,176,150,1,0,0,1,1
28133000404,28,133,000404,86,15,1,0,0,0,0
28133000501,28,133,000501,62,73,0,0,1,0,0
28133000502,28,133,000502,125,15,0,0,0,0,0
28133000503,28,133,000503,264.1,641.79,3.69,0,0,0,0
28133000504,28,133,000504,265.12,227.26,6.31,2,2.01,0,0
28135000101,28,135,000101,234,57,3,0,1,1,0
28135000102,28,135,000102,210,98,0,0,1,0,0
28135000103,28,135,000103,153,21,2,0,0,0,0
28135000104,28,135,000104,240.39,377.53,4.73,2.17,1.3,1.23,0.13
28135000201,28,135,000201,270.43,592.95,2.85,1.15,5.02,3.08,0.18
28135000202,28,135,000202,14.5,22.17,0,0,0,0,0
28135000203,28,135,000203,128.73,89.77,0,0.05,0.05,0,0
28135000204,28,135,000204,26.21,65.01,0.02,0.29,0.14,0,0
28135000301,28,135,000301,115.19,175.52,3.43,0.69,0.69,0.69,0.69
28135000302,28,135,000302,199.88,196.29,0,0.79,0.13,2.36,0
28135000303,28,135,000303,71.73,47.06,0.13,0,1,0.26,0
28135000304,28,135,000304,208.3,63.36,0.87,0,0.87,1.74,0
28135000305,28,135,000305,131,14,6,0,1,0,1
28135000306,28,135,000306,120,6,2,0,0,0,0
28135000307,28,135,000307,2.68,9.88,0,0.04,0,0.13,0
28135000401,28,135,000401,92.9,108.71,0,0.17,0.03,0.51,0
28135000402,28,135,000402,61,103,0,0,0,3,0
28135000403,28,135,000403,14.43,296,1,0,1,1,0
28135000404,28,135,000404,30.36,109.11,0,0,0.95,0,0
28135000501,28,135,000501,34.38,284.1,0,1.67,0.83,0,0
28135000502,28,135,000502,56.14,187.25,1.58,0.14,0,0,0
28135000503,28,135,000503,46.77,413.3,3.4,0.85,0,0,0
28137000101,28,137,000101,1278,459,19,5,6,3,1
28137000102,28,137,000102,141,9,2,0,0,0,0
28137000103,28,137,000103,235,16,2,0,4,0,0
28137000104,28,137,000104,356,38,8,1,1,0,0
28137000105,28,137,000105,260.28,26.58,2.75,0.92,0.92,0,0
28137000201,28,137,000201,745,269,19,2,4,0,1
28137000202,28,137,000202,429,828,8,2,10,0,2
28137000203,28,137,000203,436,258,6,2,2,0,1
28137000204,28,137,000204,146.03,70.82,3.33,0.13,3.07,0.04,0.04
28137000302,28,137,000302,535,121,7,1,3,2,0
28137000303,28,137,000303,225.33,28.91,3.99,0,1.99,0,0
28137000304,28,137,000304,61,115,0,1,0,0,0
28137000305,28,137,000305,85,406,3,0,2,0,0
28137000401,28,137,000401,638,187,12,1,1,1,0
28137000402,28,137,000402,435,325,4,0,6,1,1
28137000403,28,137,000403,110.15,136.51,0.94,0,1.88,0,0.94
28137000502,28,137,000502,190.85,74.49,4.06,0,0.12,0,0.06
28137000503,28,137,000503,116,68,2,1,0,0,1
28137000504,28,137,000504,919.67,419.09,8.01,3,7.01,1,0
28137000505,28,137,000505,155,84,0,0,1,0,0
28139000101,28,139,000101,224.16,19.89,1.89,0,1.88,0,0
28139000102,28,139,000102,116.99,9.39,0.04,0.01,0,0.01,0.01
28139000103,28,139,000103,377.55,92.08,5.08,1,0.13,0.99,1
28139000104,28,139,000104,424.77,56.57,0.96,0.96,1.92,0,0.96
28139000105,28,139,000105,160.53,102.07,0.04,0.04,1.07,0,0.04
28139000106,28,139,000106,144,39,2,3,1,0,1
28139000201,28,139,000201,532.16,90.91,7.1,0.08,9.05,0.01,0.01
28139000202,28,139,000202,677.75,320.89,11.07,8.3,5.53,0.92,0.92
28139000301,28,139,000301,466.44,267.68,7.01,0.99,4.04,0,0
28139000302,28,139,000302,93.11,92.57,1.08,0.01,0.06,2,0
28139000303,28,139,000303,222.47,16.26,0.88,0,0.87,0,0
28139000304,28,139,000304,113.1,3.04,2.57,0,0.03,0,0
28139000305,28,139,000305,409,57,5,3,1,0,1
28139000306,28,139,000306,134,5,2,0,3,0,0
28139000401,28,139,000401,158.16,10.19,0.74,0.05,0.78,0,0.05
28139000402,28,139,000402,237.72,11.15,0.89,0.01,0.41,0,0.83
28139000403,28,139,000403,403.57,17.83,5.63,0.94,2.82,0,0.94
28139000404,28,139,000404,252.44,19.28,0.18,0,0,0,0.18
28139000405,28,139,000405,623.22,253.72,7.12,1.04,5.06,2,1
28139000501,28,139,000501,218.37,14.17,1.05,0,0.52,0,0
28139000503,28,139,000503,146.35,19.1,0.01,0,1,0,0
28139000506,28,139,000506,163.81,26.69,0,0,0,0,0
28139000507,28,139,000507,160.74,18.97,2,0,1,0,0
28139000508,28,139,000508,779.6,278.54,7.66,2.59,3.83,0.07,0.07
28141000101,28,141,000101,101,13,3,2,0,0,0
28141000103,28,141,000103,1374,238,32,4,5,0,1
28141000201,28,141,000201,410,51,8,5,2,0,0
28141000202,28,141,000202,418,58,7,0,1,1,0
28141000204,28,141,000204,670,46,12,3,1,1,0
28141000301,28,141,000301,970,186,27,3,5,0,1
28141000302,28,141,000302,341,62,14,2,0,1,0
28141000401,28,141,000401,211,25,2,0,4,0,0
28141000403,28,141,000403,785,192,17,4,1,1,2
28141000404,28,141,000404,219,12,1,0,1,0,0
28141000405,28,141,000405,211.98,13.83,0.9,1.69,0.87,0.01,0
28141000501,28,141,000501,195,9,2,0,1,0,0
28141000502,28,141,000502,761.5,57.37,10.94,0.31,5.06,0.98,0
28141000504,28,141,000504,498.52,35.8,3.16,3,1.07,0.01,1
28143000001,28,143,000001,70.69,262.46,1.34,1.34,0.68,0,0.34
28143000002,28,143,000002,3,180,0,0,1,0,0
28143000003,28,143,000003,17,272,0,2,1,0,1
28143000004,28,143,000004,26,371,0,0,1,0,0
28143000005,28,143,000005,82,12,1,0,1,0,0
28143000007,28,143,000007,216,242,3,0,2,0,1
28143000009,28,143,000009,88,158,7,2,1,1,0
28143000010,28,143,000010,33.53,42.64,0.01,0,1.02,0.01,1
28143000011,28,143,000011,61.69,304.6,1.93,0.96,0.01,0.96,0.96
28143000012,28,143,000012,95.47,293.36,1.99,0,2.98,0.99,0
28143000013,28,143,000013,31.24,221.01,0.68,0.67,1.32,0,0.66
28143000014,28,143,000014,127,295,1,1,0,0,0
28145000101,28,145,000101,255,23,0,0,1,0,0
28145000102,28,145,000102,199.51,27.47,1.16,0.08,0.16,0.08,1.03
28145000103,28,145,000103,808.49,130.53,5.84,2.92,5.84,2.92,0.97
28145000105,28,145,000105,459.83,136.68,7.81,0.98,3.91,1.95,0
28145000201,28,145,000201,302,24,2,0,3,0,0
28145000202,28,145,000202,517,36,8,1,0,1,0
28145000205,28,145,000205,626.17,272.32,12.19,0.02,3.09,4.05,0
28145000206,28,145,000206,632,126,8,0,2,0,1
28145000301,28,145,000301,343,42,3,2,0,0,0
28145000302,28,145,000302,521,185,11,1,15,0,1
28145000304,28,145,000304,667,119,9,2,10,1,0
28145000306,28,145,000306,492,100,12,1,4,1,0
28145000401,28,145,000401,374,54,4,0,1,0,0
28145000402,28,145,000402,374.84,233.28,6.98,0,6.98,0,0
28145000404,28,145,000404,312.16,16.72,4.02,1,2.02,1,0
28145000407,28,145,000407,591,121,7,1,3,1,0
28145000503,28,145,000503,789,282,22,5,9,2,0
28145000504,28,145,000504,454.99,37.84,2.91,0,0,0,0
28145000505,28,145,000505,220.01,23.16,3.09,2,2,0,2
28145000508,28,145,000508,296,22,3,0,2,0,0
28147000101,28,147,000101,187.98,50.24,0.06,0,0.18,0.06,0
28147000102,28,147,000102,133.84,180.64,2.19,0,1.46,0,0
28147000103,28,147,000103,466.02,81.76,1.94,0,5.82,1.94,0
28147000104,28,147,000104,173.16,104.36,0.81,0,0.54,1,0
28147000201,28,147,000201,51,9,0,0,0,0,0
28147000202,28,147,000202,143.24,174.44,1.6,0,0,0,0
28147000203,28,147,000203,11.42,1.04,0.52,0.17,0,0,0
28147000204,28,147,000204,52,576,4,3,2,0,1
28147000205,28,147,000205,43.7,18.04,0.27,0,0,0,0
28147000301,28,147,000301,319,102,1,0,2,0,0
28147000302,28,147,000302,416,137,1,1,1,0,0
28147000303,28,147,000303,283.3,116.96,1.73,0,0,0,0
28147000304,28,147,000304,54.58,4.96,2.48,0.83,0,0,0
28147000401,28,147,000401,132,58,0,0,2,0,0
28147000402,28,147,000402,93,22,0,0,0,0,0
28147000403,28,147,000403,410,114,3,0,0,0,0
28147000404,28,147,000404,306.07,33.08,3,0,1,0,0
28147000405,28,147,000405,313,85,2,0,3,0,0
28147000406,28,147,000406,35.69,43.47,0.4,0,0,0,0
28147000501,28,147,000501,120.17,28.72,0,0,1.51,0,0.76
28147000502,28,147,000502,230.81,494.71,5,3.25,1.61,1.12,0.24
28147000503,28,147,000503,30,194,0,0,1,1,0
28147000504,28,147,000504,50.01,160.57,0,1.75,0.88,0.88,0
28149000102,28,149,000102,1262.35,386.21,15.04,1.9,4.57,0.45,0.23
28149000103,28,149,000103,1548.01,546.01,26.28,2.63,4.6,1.31,0.66
28149000104,28,149,000104,252.46,75.68,6.66,1.09,1.14,0.01,0
28149000143,28,149,000143,236.44,83.4,4.01,0.4,0.7,0.2,0.1
28149000201,28,149,000201,10,243,2,1,0,0,0
28149000202,28,149,000202,304.64,483.48,7.99,0,4,0,2
28149000203,28,149,000203,237.05,862.77,9.42,2.04,2.07,1.02,0.01
28149000204,28,149,000204,78.37,50.59,0.01,0,0,0,0
28149000205,28,149,000205,94,744,9,2,0,1,0
28149000206,28,149,000206,227.8,40.81,3.31,0,0,0,0
28149000301,28,149,000301,371.66,1022.78,15,7.98,3.01,2,1
28149000302,28,149,000302,211.51,894.95,12.97,1,5.99,1,0
28149000303,28,149,000303,192,604,12,4,0,0,0
28149000401,28,149,000401,431,637,5,2,6,0,1
28149000402,28,149,000402,508,537,13,9,2,1,1
28149000403,28,149,000403,560,203,14,2,4,0,1
28149000404,28,149,000404,349.6,155.51,4,1,2.07,1.04,0.04
28149000501,28,149,000501,516.83,360.28,9.03,2.02,1.01,2,0
28149000502,28,149,000502,927,286,28,6,6,2,1
28149000503,28,149,000503,300,193,9,4,2,0,0
28149000504,28,149,000504,712.03,271.34,13.86,3.96,1.98,1.98,0.99
28149000505,28,149,000505,418.37,614.62,9.35,1.87,2.8,0.93,0.93
28149000555,28,149,000555,21.54,31.59,0.48,0.1,0.14,0.05,0.05
28151000102,28,151,000102,297.33,464.6,6.26,2.1,2.05,1.2,0.8
28151000103,28,151,000103,1069.63,255.77,13.16,3.41,0.75,0.04,0.07
28151000104,28,151,000104,242.26,160.51,3.99,0,1,0,0
28151000105,28,151,000105,625.27,736.53,12.12,3.55,3.21,1.72,1.17
28151000201,28,151,000201,695.79,690.05,7.66,5.74,3.83,0.96,1.91
28151000202,28,151,000202,306.12,1189.72,16.9,3.76,3.76,0.94,0.94
28151000204,28,151,000204,178.46,276.34,0.3,1.1,1.1,0.12,1.04
28151000301,28,151,000301,125.17,307.38,3.45,1.07,1.03,0,1
28151000302,28,151,000302,8.49,563.86,2.01,0,2,0,1
28151000303,28,151,000303,11.99,465.06,0.01,1,0.01,0,0.99
28151000304,28,151,000304,254.44,838.88,9,3.13,2,0,0.06
28151000305,28,151,000305,6.56,370.12,0,1.87,0,0,0.94
28151000401,28,151,000401,86.31,1152.04,4.21,1.03,3.98,1.01,1.08
