GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOHED,G16PREOFUE
28047000205,28,047,000205,205,59,8,4,0,0,0
28047000206,28,047,000206,385,231,10,4,5,0,0
28047000207,28,047,000207,512,221,24,7,4,0,2
28047000209,28,047,000209,1310,210,43,4,6,0,0
28047000210,28,047,000210,2237.96,619.7,52.16,9.03,7.04,1,0.03
28047000211,28,047,000211,1530,682,40,10,14,0,1
28047000212,28,047,000212,167,9,4,1,1,0,0
28047000213,28,047,000213,874.05,316.08,16.26,6.01,4,0,0.99
28047000214,28,047,000214,1164,288,39,7,2,0,0
28047000301,28,047,000301,678.79,438.3,19.04,9.02,5,0,1
28047000302,28,047,000302,660.53,564.6,29.98,3,1,1,2
28047000303,28,047,000303,340,206,17,5,1,0,0
28047000304,28,047,000304,656.47,298.4,12.02,3,1,0,1
28047000305,28,047,000305,703.63,131.81,11.89,2.97,5.95,1.98,0
28047000306,28,047,000306,529.43,60.93,6.7,1.08,1.1,0.02,0
28047000308,28,047,000308,1300,334,34,5,5,1,2
28047000310,28,047,000310,1360,480,43,12,4,0,0
28047000311,28,047,000311,1237.44,266.17,32.69,9.34,11.21,0,0
28047000312,28,047,000312,804.45,164.93,20.46,5.42,5.5,0,0
28047000313,28,047,000313,313.53,51.45,14.56,1.94,0,0,0
28047000314,28,047,000314,1144.32,192.61,23.81,11.22,1.29,0,0
28047000315,28,047,000315,387.93,34.27,8.41,0.95,0.95,0,0
28047000401,28,047,000401,52,361,1,3,3,0,1
28047000402,28,047,000402,245,540,14,7,4,1,1
28047000404,28,047,000404,177,672,15,5,1,0,0
28047000405,28,047,000405,83,943,4,6,0,0,1
28047000406,28,047,000406,97,597,6,1,1,0,0
28047000407,28,047,000407,20.85,641.48,2.98,4.97,0.99,0,0
28047000408,28,047,000408,128,512,6,4,1,0,1
28047000409,28,047,000409,931.01,1270.01,40,13,5,0,0
28047000410,28,047,000410,584.14,754.51,36.02,6.03,5.01,0,2
28047000411,28,047,000411,35.47,1012.55,1.44,3.06,0,0,0
28047000501,28,047,000501,619.85,373.7,10.62,6.6,3.79,0.94,0.94
28047000502,28,047,000502,733,462,31,6,1,1,1
28047000503,28,047,000503,1753,860,75,18,13,2,0
28047000504,28,047,000504,776,252,28,10,7,0,1
28047000505,28,047,000505,1219,532,48,10,4,0,0
28047000506,28,047,000506,1687.87,312.83,44.67,10.21,5.04,0.99,1.99
28047000507,28,047,000507,953.31,153.14,19.09,2.01,3.05,0,1.97
28047000508,28,047,000508,1356.25,166.18,33.24,4.4,4.21,0.06,0.07
28047000509,28,047,000509,780.19,308.35,31.32,8.81,1.96,0,0
28047000510,28,047,000510,1333,496,48,7,5,0,0
28049000101,28,049,000101,525,163,23,4,4,0,0
28049000102,28,049,000102,830.89,323.57,40.95,4.99,9.99,0,0
28049000103,28,049,000103,789.51,267.09,33.53,1.08,5.04,0,0
28049000104,28,049,000104,171.82,399.53,12.51,3.34,1.67,0,0
28049000105,28,049,000105,147,453,8,5,0,1,1
28049000106,28,049,000106,42,447,7,6,1,0,0
28049000108,28,049,000108,176,285,24,2,4,0,0
28049000109,28,049,000109,353.76,430.48,46.04,7.01,3.01,0,1
28049000110,28,049,000110,53,797,6,5,0,0,0
28049000111,28,049,000111,49,917,4,8,3,1,0
28049000112,28,049,000112,371.81,878.18,13.52,12.26,6.13,0,0
28049000113,28,049,000113,803,419,38,15,7,0,0
28049000114,28,049,000114,850,1096,36,14,3,0,0
28049000115,28,049,000115,366.78,559.68,14.2,6.2,1.1,0,0
28049000116,28,049,000116,157,908,11,8,1,0,0
28049000117,28,049,000117,45.77,1060.47,4.87,5.84,0,0,0
28049000118,28,049,000118,36.8,1287.04,4.94,4,1.92,0.96,0.96
28049000119,28,049,000119,16.43,886.5,3.19,5.15,0.08,0.04,0.04
28049000120,28,049,000120,31,1796,3,8,7,0,1
28049000121,28,049,000121,364.41,218.06,17.89,2.23,2.16,0,0
28049000201,28,049,000201,2.94,295.76,0,0,0.98,0,0
28049000202,28,049,000202,5.69,457.08,1.7,1.14,1.12,0.01,0
28049000203,28,049,000203,4.4,355.97,1.32,0.88,0.88,0,0
28049000204,28,049,000204,303,246,25,4,0,0,1
28049000206,28,049,000206,219.08,633.39,38.75,9.69,2.98,0,0.75
28049000207,28,049,000207,74.92,216.61,13.25,3.31,1.02,0,0.25
28049000208,28,049,000208,11,596,1,2,1,0,0
28049000209,28,049,000209,8,814,2,5,1,0,0
28049000210,28,049,000210,12.94,778.25,1.18,1.18,1,0,1
28049000211,28,049,000211,13.59,469.6,3.54,3.54,0.59,0,0
28049000212,28,049,000212,15.06,872.75,2.82,2.82,0,0,0
28049000213,28,049,000213,15.64,717.57,2.93,3.91,0,1.96,0
28049000214,28,049,000214,4,434,1,3,2,1,0
28049000215,28,049,000215,2.27,413.38,1.05,1.07,0,0.03,0
28049000216,28,049,000216,11,1208,2,5,1,0,1
28049000217,28,049,000217,32.55,1465.54,3.94,7.89,4.93,0,0
28049000218,28,049,000218,18.03,803.73,1.27,0.27,0.04,1,0
28049000219,28,049,000219,254.49,724.04,3.06,2.05,1.97,0.98,0
28049000220,28,049,000220,300.63,979.07,12.68,1.99,3.11,0.02,0.02
28049000221,28,049,000221,1072.55,1106.89,37.27,9.79,13.19,0,0.02
28049000222,28,049,000222,3.96,180.09,0,2.97,0,0,0
28049000223,28,049,000223,230.4,179.97,2.32,3.01,0.33,0.01,0
28049000224,28,049,000224,76.01,147.31,1.9,0.03,1.84,0,0.02
28049000225,28,049,000225,68,373.16,2.21,2.09,1.07,1,0
28049000226,28,049,000226,169.92,261.39,0.92,1.83,0,0,0
28049000227,28,049,000227,23.39,242.06,1.51,0.92,1.05,0,0
28049000228,28,049,000228,526.83,199.84,8.03,1.94,7.06,0.01,0
28049000229,28,049,000229,316.83,303.88,5.96,2.16,2.07,0,0.97
28049000301,28,049,000301,12,259,0,2,1,0,0
28049000302,28,049,000302,12,975,5,1,0,0,0
28049000303,28,049,000303,13,437,0,1,2,0,0
28049000304,28,049,000304,15.68,740.22,3.05,4.09,1.05,0.02,1.05
28049000305,28,049,000305,29.87,582.72,1.81,3.81,0.23,0,0
28049000306,28,049,000306,24.9,444.37,1.66,3.32,1.66,0.55,1.66
28049000307,28,049,000307,66,1084,3,5,2,0,0
28049000308,28,049,000308,31.28,386.92,0.55,0,1.65,1.1,0
28049000309,28,049,000309,13,629,1,2,0,0,0
28049000310,28,049,000310,50,472,5,1,2,1,0
28049000311,28,049,000311,2,238,3,3,0,0,0
28049000312,28,049,000312,11,456,2,1,0,0,1
28049000313,28,049,000313,4,211,2,3,0,0,1
28049000314,28,049,000314,9,452,2,1,0,0,1
28049000315,28,049,000315,8.16,235.59,0.01,0.04,0,0,0
28049000316,28,049,000316,4.28,322.28,0,4,2,0,0
28049000317,28,049,000317,18.71,333.78,1.25,2.49,1.25,0.42,1.25
28049000318,28,049,000318,32.55,788.13,0.99,2.96,0,0,0
28049000319,28,049,000319,40.54,666.75,0.68,3.83,0.08,0,0
28049000320,28,049,000320,186.24,1598.36,9.37,9.39,5.92,0.04,0.14
28049000321,28,049,000321,45.98,859.83,0.92,2.76,0.92,0,0
28049000322,28,049,000322,55.78,583.98,0.91,0.95,2.63,0.02,0.91
28049000323,28,049,000323,81.17,1224.45,5.87,6.85,1.96,1.96,0
28049000401,28,049,000401,616.53,396.7,30.84,5.38,11.09,0,0
28049000402,28,049,000402,1251.56,630.54,38.1,6.67,9.52,0,1.9
28049000403,28,049,000403,958.58,761.57,27.44,8.82,9.8,0,0.98
28049000404,28,049,000404,396.64,401.03,18.01,6.98,1.02,0,0
28049000405,28,049,000405,466.42,258.19,30.23,1.92,8.49,0,0
28049000406,28,049,000406,468,617,29,7,6,0,0
28049000407,28,049,000407,906.39,644.63,16.1,6.08,6.09,0,0
28049000408,28,049,000408,974.65,634.31,11.84,3.95,7.89,0,0.99
28049000409,28,049,000409,944.96,1301,19.35,10.99,3.09,0.99,1.04
28049000410,28,049,000410,36,426,2,5,0,0,0
28049000411,28,049,000411,60.68,427.47,1.29,3.32,0.07,0,0.04
28049000412,28,049,000412,25.72,318.08,0.45,0,1.35,0.9,0
28049000413,28,049,000413,36.64,182.66,0.55,1.64,1.09,0,0
28049000414,28,049,000414,126.44,1173.79,7.72,8.68,1.93,0,0.97
28049000415,28,049,000415,117.36,809.34,0.45,3.36,0.91,1,1
28049000416,28,049,000416,17.4,146.58,0.9,0.9,0.54,0,0
28049000417,28,049,000417,231.85,932.41,7.08,4.04,2.02,0.01,0.01
28049000418,28,049,000418,507.24,1495.08,14.8,6.91,3.95,0.99,0.99
28049000419,28,049,000419,941.15,725.66,20.77,4.05,2.98,0.01,1.97
28049000420,28,049,000420,236.16,143.75,1.1,1.69,0.92,0,0.01
28049000421,28,049,000421,868.17,548.83,31.86,4.45,15.53,0,0.1
28049000422,28,049,000422,394.91,880.51,8.11,5.05,3.03,1.01,0.01
28049000501,28,049,000501,120.91,432.02,24.21,10.05,4.04,1,1
28049000502,28,049,000502,1,136,1,1,0,0,0
28049000503,28,049,000503,761.07,629.43,15.03,3.26,6.75,0,0.99
28049000504,28,049,000504,2.05,319.35,1.01,3.01,0,1,0
28049000506,28,049,000506,55.95,366.65,9.99,5.99,1,0,1
28049000507,28,049,000507,389.41,1023.22,5.36,1.55,2.33,0,1.07
28049000508,28,049,000508,7,296,2,2,0,0,0
28049000509,28,049,000509,18,392,0,0,0,1,0
28049000510,28,049,000510,2.06,250.24,0,1,0.02,0,0
28049000511,28,049,000511,4,335,1,1,1,0,2
28049000512,28,049,000512,4,320,0,2,0,0,0
28049000513,28,049,000513,7,372,2,4,2,0,0
28049000514,28,049,000514,51.4,222.26,0.71,1.42,0.35,0,0
28049000515,28,049,000515,29,362.97,1,1,0,0,1
28049000516,28,049,000516,12.65,409.14,2.62,2.18,0.44,0,0
28049000517,28,049,000517,7.08,228.9,1.46,1.22,0.24,0,0
28049000518,28,049,000518,8.99,290.64,1.86,1.55,0.31,0,0
28049000520,28,049,000520,10.11,312.88,1.03,1.03,1,0,0
28049000521,28,049,000521,7,297,0,3,0,0,0
28049000522,28,049,000522,96.38,401.16,1.36,2.57,0.66,0,0.01
28049000523,28,049,000523,363.63,359.94,5.2,1.49,1.45,1,0.01
28049000524,28,049,000524,426.4,227.91,7.98,2.68,2.63,0,0.01
28049000525,28,049,000525,12,761,3,8,4,0,0
28049000526,28,049,000526,5.18,655.43,8.03,15.02,1.01,0,0
28049000527,28,049,000527,96.79,510.78,1.06,3,3,0,1
28049000528,28,049,000528,1492.5,737.89,18.45,9.11,2.89,0,0.93
28051000101,28,051,000101,103,859,2,2,5,1,0
28051000102,28,051,000102,35.67,440.95,1.98,1.98,1.98,0.99,0.99
28051000103,28,051,000103,23.42,213.91,0.01,2,1,0.02,0.01
28051000104,28,051,000104,153.66,412.85,2.11,0,1.97,1.27,1.13
28051000201,28,051,000201,120.62,284.38,0.04,0,1.04,1.02,0.02
28051000202,28,051,000202,47.78,341.16,0.84,0,0,1.68,0.84
28051000301,28,051,000301,124,40,1,0,1,1,0
28051000302,28,051,000302,67,198,2,1,1,1,0
28051000303,28,051,000303,92.89,580.84,1.01,5.98,1.01,1,0.02
28051000304,28,051,000304,81.64,473.7,3.93,1.9,1.18,0.02,0.12
28051000401,28,051,000401,27.02,260.75,1,0,0,0,0
28051000402,28,051,000402,122,1029,2,2,3,0,1
28051000403,28,051,000403,12.25,154.59,0,0,1.89,0,0
28051000501,28,051,000501,54.85,151.24,0.82,0.02,0.02,0.01,0.01
28051000502,28,051,000502,91.01,1036.49,3.2,2,0,1,0
28051000503,28,051,000503,171,203,3,0,0,0,0
28053000101,28,053,000101,33.42,1.97,0,0,0,0,0
28053000102,28,053,000102,155.09,662.33,0.94,1.88,3.77,0.94,1.88
28053000201,28,053,000201,139.69,413.31,0.98,0.04,0.07,1.94,0.04
28053000203,28,053,000203,39,6,0,0,0,0,0
28053000204,28,053,000204,10.5,103.87,0.04,1.08,0.16,0.04,0.08
28053000301,28,053,000301,106.76,265.68,1.06,0,1.98,0.01,0.03
28053000302,28,053,000302,83.74,15.62,0.02,0,1.02,0,0
28053000305,28,053,000305,95.29,470.08,0.33,0,0.33,0,0
28053000401,28,053,000401,123.47,43.18,0.95,0,0,0,0
28053000402,28,053,000402,185.13,390.08,0.72,0,0.67,0,0
28053000501,28,053,000501,67.25,75.03,1.13,0,0,0.02,0.04
28053000502,28,053,000502,99.35,310.58,5.79,0,0,0.96,1.93
28053000504,28,053,000504,5,301,0,0,0,0,0
28055000101,28,055,000101,64.12,26.15,1.69,0,0,0,0
28055000102,28,055,000102,74.32,58.44,0.99,0,0,0,0.99
28055000103,28,055,000103,8.04,154.24,0,0,0,0,0
28055000104,28,055,000104,54.73,94.83,0,0,0,0,0
28055000105,28,055,000105,84.99,56.52,1.01,0,0,1,0.01
28057000101,28,057,000101,343,32,2,0,1,0,0
28057000102,28,057,000102,499,59,2,0,3,1,0
28057000103,28,057,000103,114.62,10.78,0.98,0,0,0,0.98
28057000104,28,057,000104,197.18,23.54,1.17,1,1.17,0,0.03
28057000105,28,057,000105,245,21,2,0,1,2,0
28057000202,28,057,000202,593,39,4,0,0,0,0
28057000203,28,057,000203,190.16,4.5,1.05,0,1.04,0,0.02
28057000204,28,057,000204,656.3,53.4,4.83,0,4.83,0,0.97
28057000205,28,057,000205,284.84,27.5,2.95,0,1.96,0,0.98
28057000206,28,057,000206,330,26,3,1,4,0,0
28057000301,28,057,000301,489,33,8,1,3,0,0
28057000302,28,057,000302,379,33,2,3,0,0,0
28057000303,28,057,000303,215.08,122.34,3.95,0.99,0.99,0,0
28057000305,28,057,000305,213,45,3,1,0,1,0
28057000306,28,057,000306,232.92,108.66,5.05,1.01,2.01,0,0
28057000307,28,057,000307,140,8,1,0,0,0,0
28057000401,28,057,000401,951.8,122.69,11.39,3.07,1.14,0,1
28057000404,28,057,000404,153,13,0,0,0,0,0
28057000407,28,057,000407,326,32,1,1,0,1,0
28057000409,28,057,000409,333,50,1,0,2,0,1
28057000501,28,057,000501,586.2,45.31,10.61,1.93,3.86,0,0
28057000502,28,057,000502,509.46,89.33,6.74,3.57,2.15,0,0.02
28057000504,28,057,000504,140,8,2,0,0,0,0
28057000505,28,057,000505,348.43,109.96,4.28,1.43,2.86,0,0
28059000101,28,059,000101,333,16,9,1,0,0,0
28059000102,28,059,000102,1361.2,195.78,34.11,2.17,8.96,1,0.03
28059000110,28,059,000110,931.09,269.2,18.17,1.61,3.25,0.03,0.56
28059000111,28,059,000111,55.94,16.43,1.1,0.1,0.19,0,0.03
28059000112,28,059,000112,346.39,101.73,6.84,0.6,1.21,0,0.2
28059000202,28,059,000202,44.11,1359.19,8.99,1.63,4.9,0.82,0
28059000203,28,059,000203,171.43,1033.04,8.14,2.02,1.08,0.01,1
28059000205,28,059,000205,188.82,334.94,6.29,1.35,0.45,0,1.35
28059000207,28,059,000207,348,1146,12,3,9,1,2
28059000301,28,059,000301,505.95,136.51,6.17,3.86,1.54,0,0
28059000305,28,059,000305,806,179,21,2,1,2,1
28059000307,28,059,000307,444.53,103.73,9.81,0.88,2.59,1.59,0
28059000309,28,059,000309,300,65,4,0,1,0,0
28059000310,28,059,000310,1676.38,1143.27,36.96,12.58,8.65,0.79,1.57
28059000311,28,059,000311,239.78,163.53,5.29,1.8,1.24,0.11,0.22
28059000312,28,059,000312,215.83,147.2,4.76,1.62,1.11,0.1,0.2
28059000314,28,059,000314,26.87,6.36,0.72,0.17,0.11,0.11,0
28059000401,28,059,000401,251,125,2,1,4,1,0
28059000402,28,059,000402,131,75,11,1,0,0,0
28059000403,28,059,000403,1056,423,55,9,6,0,0
28059000407,28,059,000407,1824,276,47,15,12,0,2
28059000408,28,059,000408,205,16,3,0,1,1,0
28059000501,28,059,000501,662.14,281.63,17.52,5.01,3.76,0.63,0
28059000502,28,059,000502,374.38,156.61,9.84,2.79,2.1,0.35,0.01
28059000503,28,059,000503,1146.68,388.97,40.46,9.14,5.22,0.65,0.65
28059000504,28,059,000504,1477.14,452.38,60,8,7,1,2
28059000505,28,059,000505,151.07,51.42,5.89,0.97,0.93,0.09,0.14
28059000506,28,059,000506,1742.64,593.19,67.99,11.24,10.71,1.07,1.61
28059000507,28,059,000507,692.33,59.23,12.41,2.13,2.13,0.35,0.71
28059000509,28,059,000509,212.67,11.18,12.56,0.02,0.9,0,0
28059000511,28,059,000511,108.82,2.86,3.82,0,0,0,0
2805900507a,28,059,00507a,1253.41,117.23,22.73,3.98,3.93,0.65,1.25
280590105-1,28,059,0105-1,3824.83,319.33,43.6,13.81,6.16,1,1.97
280590108-1,28,059,0108-1,1491,85,18,3,5,0,0
280590113-1,28,059,0113-1,715.27,92.23,8.47,0.94,2.82,0.94,0.94
280590209-1,28,059,0209-1,522.4,994.88,15.6,4.99,3.74,1.25,0.62
280590301-C,28,059,0301-C,23.92,6.45,0.29,0.18,0.07,0,0
280590304-1,28,059,0304-1,991.83,343.86,23.11,2.77,2.77,0,0
280590406-1,28,059,0406-1,1580.81,552.9,54.66,3.87,11.13,1.45,0.97
280590409-1,28,059,0409-1,866.48,303.06,29.96,2.12,6.1,0.8,0.53
28059110-1C,28,059,110-1C,411.62,122.64,8.13,0.72,1.43,0,0.24
28059113-1B,28,059,113-1B,19.03,2.45,0.23,0.03,0.08,0.03,0.03
28059202-1A,28,059,202-1A,9.15,281.91,1.86,0.34,1.02,0.17,0
28059205-1B,28,059,205-1B,231.18,410.06,7.71,1.65,0.55,0,1.65
28059209-1C,28,059,209-1C,208.29,396.67,6.22,1.99,1.49,0.5,0.25
28059209-1D,28,059,209-1D,18.76,35.73,0.56,0.18,0.13,0.04,0.02
28059209-1H,28,059,209-1H,87.55,166.73,2.61,0.84,0.63,0.21,0.1
28059301-1B,28,059,301-1B,126.13,34.03,1.54,0.96,0.38,0,0
28059304-1a,28,059,304-1a,81.17,28.14,1.89,0.23,0.23,0,0
28059307-1a,28,059,307-1a,316.6,74.92,8.47,1.95,1.3,1.3,0
28059406-1b,28,059,406-1b,171.68,60.05,5.94,0.42,1.21,0.16,0.11
28059406-1C,28,059,406-1C,96.28,33.67,3.33,0.24,0.68,0.09,0.06
28059409-1a,28,059,409-1a,426.17,149.06,14.74,1.04,3,0.39,0.26
28059409-1c,28,059,409-1c,126.57,44.27,4.38,0.31,0.89,0.12,0.08
28059503-1A,28,059,503-1A,43.59,14.79,1.54,0.35,0.2,0.02,0.02
28059503-1B,28,059,503-1B,12.84,4.36,0.45,0.1,0.06,0.01,0.01
28059503-1C,28,059,503-1C,4.67,1.58,0.16,0.04,0.02,0,0
28059503-1D,28,059,503-1D,549.21,186.3,19.38,4.38,2.5,0.31,0.31
28059505-1b,28,059,505-1b,52.05,17.72,2.03,0.34,0.32,0.03,0.05
28059505-1B,28,059,505-1B,694.23,236.31,27.09,4.48,4.27,0.43,0.64
28059507-1B,28,059,507-1B,14.13,1.21,0.25,0.04,0.04,0.01,0.01
28059507-1C,28,059,507-1C,13.04,1.12,0.23,0.04,0.04,0.01,0.01
28059508-1a,28,059,508-1a,615.02,209.35,24,3.97,3.78,0.38,0.57
28061000101,28,061,000101,251.86,39.46,1,1,1,0,0
28061000102,28,061,000102,248.46,253.35,1.96,0,1.96,0.98,0.98
28061000104,28,061,000104,11.14,57.54,0,0,0,0,0
28061000105,28,061,000105,558.59,172.66,3.04,0,0.04,0.02,0.02
28061000201,28,061,000201,199.57,491.65,0,0.01,0,0.9,0
28061000202,28,061,000202,95.37,31,0.3,0,0.15,0,0
28061000203,28,061,000203,86.4,145.97,1.7,0.02,0.85,0,0
28061000205,28,061,000205,200.93,187.21,0,0.96,0,0.06,0
28061000206,28,061,000206,31.73,242.18,0,0,1,0.04,0
28061000301,28,061,000301,350.65,448.03,8.93,0,4.97,1,0.99
28061000303,28,061,000303,241.85,320.75,3.03,0.99,3.02,2.03,0.99
28061000304,28,061,000304,148.78,144.74,0.97,0.01,0.97,0.96,0.01
28061000401,28,061,000401,384.51,422.01,1.29,1,4.15,0.01,0.06
28061000402,28,061,000402,870.17,77.47,3.78,0,1.89,0,0.94
28061000501,28,061,000501,55.02,255.21,1.01,0.01,0.01,0.01,0.01
28061000502,28,061,000502,166,249,0,0,0,0,1
28061000503,28,061,000503,136.98,829.79,0.99,1.99,1.99,0.99,0.99
28063000001,28,063,000001,145.94,206.91,3.83,0,1.11,0.15,0
28063000003,28,063,000003,41.63,232.43,0.01,0.04,0.85,0.88,0
28063000004,28,063,000004,20.5,255.94,0.16,0.96,0.16,0.97,0
28063000005,28,063,000005,9.91,264.55,0.09,2,1,0.19,0
28063000008,28,063,000008,28.29,253.93,0.64,0.64,0,0,0.64
28063000009,28,063,000009,25.27,654.75,0.39,0.36,0.47,0.06,0.36
28063000010,28,063,000010,3.75,206.07,0,0,0.42,0,0
28063000011,28,063,000011,15,200,2,0,0,0,0
28063000012,28,063,000012,106.7,91,3.2,0.3,0,0,0
28063000013,28,063,000013,45.73,330.26,0.88,0,0,1.75,0
28063000014,28,063,000014,41,175,1,2,1,0,0
28063000015,28,063,000015,14.97,501.16,1,1,2,1,0
28065000011,28,065,000011,40,84,0,0,1,1,0
28065000013,28,065,000013,513.59,502.34,5.79,0.96,4.93,0,0
28065000022,28,065,000022,163.82,57.88,0.98,0,0,0,0
28065000023,28,065,000023,212.18,94.12,0.02,0,0,0,0
28065000024,28,065,000024,188,226,1,0,0,0,0
28065000026,28,065,000026,187.59,176.14,4.07,0,1.06,0.04,1
28065000031,28,065,000031,191.41,807.86,3.93,0,2.94,1.96,0
28065000033,28,065,000033,200,105,0,1,5,0,0
28065000041,28,065,000041,85,87,2,0,1,0,0
28065000042,28,065,000042,13,188,0,1,4,0,0
28065000043,28,065,000043,187,426,1,0,0,1,0
28065000044,28,065,000044,178,114,1,0,0,0,0
28065000051,28,065,000051,93,166,0,0,0,1,1
28065000053,28,065,000053,81.17,205.21,0.23,0.04,0.07,0,0
28065000055,28,065,000055,88.24,227.46,0.98,0,0,0,0
28065000056,28,065,000056,44,253,0,0,0,0,0
28067000102,28,067,000102,881.05,535.62,24.08,4.39,5.85,0.74,0
28067000103,28,067,000103,1451.54,604.83,25.28,7.8,5.86,2.64,0.8
28067000104,28,067,000104,1239.41,283.49,12.22,2.72,2.2,1.61,1.19
28067000201,28,067,000201,384,23,4,1,0,0,0
28067000202,28,067,000202,1390.62,98,9.87,4.06,2.13,0,1.05
28067000203,28,067,000203,172.16,9.57,1.49,0,0.08,0,0
28067000204,28,067,000204,454.75,336.46,8.43,1.1,3.11,0.01,0
28067000205,28,067,000205,180.02,64.93,2.95,0,0,0,0.98
28067000206,28,067,000206,221.98,330.07,2.05,0,3,0,1.02
28067000207,28,067,000207,394,37,8,0,1,0,0
28067000208,28,067,000208,499.31,34.32,2.97,0.99,0.98,0,0.01
28067000210,28,067,000210,474,344,4,2,3,0,0
28067000211,28,067,000211,848.67,187.96,14.24,0.95,1.9,0,0.95
28067000302,28,067,000302,146.17,179.27,3.68,0,0.92,0,0
28067000303,28,067,000303,794.24,52.62,8,2.01,0.14,0.99,1.02
28067000304,28,067,000304,914.27,39.84,6.8,0.97,0.97,0.97,0.97
28067000305,28,067,000305,678.34,170.54,4.91,0,4.9,0,0.98
28067000306,28,067,000306,607.88,35.39,8.07,1.02,3.03,0,0
28067000307,28,067,000307,485.25,14.47,6.22,0.03,3.04,0.03,0.03
28067000308,28,067,000308,512.31,116.43,8.3,1,3.07,0,0
28067000309,28,067,000309,665.02,27.01,7.99,1,3,0,0
28067000310,28,067,000310,354.18,15.37,1.08,2.02,0,1.01,1.01
28067000401,28,067,000401,64.9,1.68,1.44,0,0.24,0,0
28067000402,28,067,000402,340.21,98.35,5.3,1.78,2.6,0,0.65
28067000403,28,067,000403,488,13,4,1,1,0,0
28067000404,28,067,000404,547.06,152.09,8.53,2.81,4.45,0,1.14
28067000405,28,067,000405,293.46,13.6,1.94,0.97,0.97,0,0
28067000406,28,067,000406,623.74,141.79,7.51,2.81,0.05,0,0.01
28067000407,28,067,000407,417.59,32.31,4.67,1.37,1.53,0,0.66
28067000408,28,067,000408,809.77,31.23,9.41,1.98,0.09,0,0
28067000409,28,067,000409,846.59,53.89,17.37,1.23,1.83,0,0.12
28067000410,28,067,000410,378.5,149.37,1.11,0.02,1,0,0
28067000412,28,067,000412,623.38,31.68,6.14,0.05,2,1,0
28067000503,28,067,000503,29.55,1249.04,0.99,3.94,3.94,0,0.99
28067000505,28,067,000505,6,643,1,0,1,0,0
28067000506,28,067,000506,586.4,326.25,14.02,1.93,10.14,0,1.42
28067000509,28,067,000509,20,158.16,1.02,0.01,0,1,0
28067000510,28,067,000510,308.68,1155.37,8.92,0,1.98,0,0.99
28069000101,28,069,000101,239,449,0,0,1,1,0
28069000102,28,069,000102,50.25,63.46,0,0,0,0,0
28069000201,28,069,000201,143.75,261.54,2,0,1,1,0
28069000202,28,069,000202,114,380,0,0,1,1,0
28069000204,28,069,000204,16.16,119.26,1,0,0,0,0
28069000301,28,069,000301,205,312,2,0,0,0,0
28069000302,28,069,000302,235,88,3,0,1,0,0
28069000303,28,069,000303,103,37,2,0,2,0,0
28069000403,28,069,000403,27,134,1,0,0,0,1
28069000404,28,069,000404,192,124,4,0,2,0,0
28069000406,28,069,000406,159,210,0,0,0,0,0
28069000501,28,069,000501,172,458,2,1,3,0,0
28069000502,28,069,000502,121.84,190.74,1,0,0,0,0
28071000101,28,071,000101,434,57,6,1,2,0,0
28071000102,28,071,000102,466.03,88.61,15.76,4.18,4.07,0.01,0.99
28071000103,28,071,000103,1426.61,1027.31,73.33,17.9,7.98,0.02,0.04
28071000201,28,071,000201,121,84,2,0,0,0,0
28071000202,28,071,000202,1910.37,1728.54,137.76,26.45,13.22,0,3.76
28071000301,28,071,000301,336,51,3,1,2,1,1
28071000302,28,071,000302,410,558,12,0,2,1,0
28071000303,28,071,000303,899.73,566.83,47.99,8,5,1,0
28071000304,28,071,000304,947.41,1194.44,59.3,18.72,4.14,1.12,2.76
28071000401,28,071,000401,294.64,112.13,4.56,1.19,3.04,0.01,0.02
28071000402,28,071,000402,153.68,357.92,10.91,3.97,1.98,0,0
28071000403,28,071,000403,184,90,3,1,0,0,0
28071000405,28,071,000405,410.32,63.08,12.09,0.03,3.02,0,0
28071000406,28,071,000406,1432.3,1234.67,115.79,30.33,9.92,1.03,5.48
28071000501,28,071,000501,144.69,11.08,1.23,0,0,0,0
28071000502,28,071,000502,470.31,111.92,17.77,4,2,1,0
28071000504,28,071,000504,230.96,34.69,3.97,0.99,0.99,0.99,0
28071000506,28,071,000506,599.95,597.78,50.55,15.24,6.66,0.82,0.95
28073000001,28,073,000001,2063,233,28,9,6,0,1
28073000002,28,073,000002,1526.02,508.34,51.93,5.99,8.99,0,3
28073000003,28,073,000003,427,114,4,3,3,0,0
28073000004,28,073,000004,555,30,5,4,2,0,0
28073000005,28,073,000005,1099,128,19,2,11,0,0
28073000006,28,073,000006,1101.98,130.66,21.07,2.01,4.01,1,0
28073000007,28,073,000007,1864.75,290.96,51.99,2,8,2,1
28073000008,28,073,000008,456.25,271.04,15.01,4,0,0,1
28073000009,28,073,000009,576,468,31,9,3,0,0
28073000010,28,073,000010,592,510,34,6,9,1,0
28073000011,28,073,000011,381,451,21,3,8,0,1
28073000012,28,073,000012,1098,379,49,7,11,0,1
28073000013,28,073,000013,1146,283,38,3,7,0,2
28073000014,28,073,000014,376,100,12,4,3,0,0
28073000015,28,073,000015,468,15,6,1,2,0,0
28073000016,28,073,000016,1402.98,282.28,18.05,2,2.01,0.01,0.01
