GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREABLA,G20PREOCAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20USSRHYD,G20USSDESP,G20USSLEDW
28037000101,28,037,000101,109.41,58.15,1.97,0,0,0,0.99,0,0,106.45,60.13,3.94
28037000102,28,037,000102,177.13,282.37,3.09,1,1,0,3.02,1.02,0.02,167.12,295.51,2.05
28037000103,28,037,000103,64.87,192.63,4.91,0,0,0,0.98,0.98,0.98,63.88,200.49,2.95
28037000201,28,037,000201,120,9,1,0,0,0,0,0,0,117,11,1
28037000202,28,037,000202,207,193,1,1,2,1,2,0,1,198,206,5
28037000203,28,037,000203,322,73,1,0,0,2,0,0,1,318,78,3
28037000301,28,037,000301,35.34,51.48,0.77,0.77,0,0,0,0.77,0,33.04,54.55,1.54
28037000302,28,037,000302,299.03,387.6,2.11,0.01,1,0,4.99,0.01,1,279.08,410.89,10.48
28037000401,28,037,000401,328.65,30.97,0,0,2,3,1,0,0,316.66,40.96,4.99
28037000403,28,037,000403,282,57,2,0,0,0,0,1,0,276,60,7
28037000404,28,037,000404,147,23,0,0,0,0,0,0,0,143,25,2
28037000501,28,037,000501,380,16,1,0,0,0,0,0,0,375,19,2
28037000502,28,037,000502,246.97,34.38,0.91,0,0,0,0.01,0,0,237.87,37.15,4.55
28037000503,28,037,000503,192,56,1,0,0,0,1,0,0,191,55,3
28039000101,28,039,000101,1228,74,5,0,0,0,4,0,0,1115,156,29
28039000102,28,039,000102,314,31,3,0,1,1,0,0,0,290,52,3
28039000103,28,039,000103,311,17,1,0,0,0,0,0,0,288,33,2
28039000104,28,039,000104,242,27,2,0,0,0,1,1,0,216,48,8
28039000201,28,039,000201,206.12,28.74,0,0,0,0,0.99,0,0,187.29,36.67,6.94
28039000202,28,039,000202,438,39,6,1,1,0,0,0,0,407,60,13
28039000203,28,039,000203,826.23,50.96,2,1,0,0.01,2.99,1,1,743.42,103.86,21.94
28039000204,28,039,000204,412,16,3,0,1,0,1,1,0,368,36,12
28039000205,28,039,000205,375.62,16.22,0.01,0,1,0,0.01,0,0,350.26,26.45,13.1
28039000301,28,039,000301,174,22,4,0,0,0,1,0,0,157,41,2
28039000302,28,039,000302,246.35,12.07,1.42,0,0,0.71,0,0.71,0.71,220.08,31.24,8.52
28039000303,28,039,000303,985.11,185.32,3.67,3.03,1.03,1.29,1.11,1.29,1.29,915.35,239.78,20.82
28039000304,28,039,000304,717.15,70.82,3.99,1,0,1.99,0,1.99,0,649.32,120.69,14.96
28039000401,28,039,000401,661.28,96.53,5,0,2,1,0.01,0,0,608.06,135.63,18.08
28039000402,28,039,000402,362.07,82.72,2.05,0,1.02,0,3,2.02,0,313.85,127.42,12.4
28039000403,28,039,000403,671.47,43.66,2.91,0,0.97,0,0,0.97,0,597.72,86.36,24.26
28039000404,28,039,000404,87,18,0,0,0,0,0,0,0,84,21,0
28039000501,28,039,000501,312.6,212.73,2,0,0,0,1,2,1,276.65,233.7,14.98
28039000502,28,039,000502,266,37,3,1,0,0,0,0,1,234,63,9
28039000503,28,039,000503,219.93,18.19,1.01,1,0,0,1,0,0,192.61,39.37,8.11
28039000504,28,039,000504,465.08,116.04,2.94,0.97,0.98,0,3.89,0.01,0,429.38,137.83,11.89
28039000505,28,039,000505,192,3,0,1,0,0,0,0,0,168,15,6
28041000101,28,041,000101,1043.71,96.14,10.07,1.05,0,1,6.03,0.06,0,956.4,144.94,35.35
28041000201,28,041,000201,203.7,218.93,2.61,1.12,0.36,0,1.31,0.94,0,184.64,230.83,7.5
28041000202,28,041,000202,267.82,268.64,3.27,0.82,1.63,0,1.63,0,0,249.86,288.23,4.08
28041000302,28,041,000302,203,1,0,0,0,0,0,1,0,193,8,4
28041000303,28,041,000303,346,11,0,0,1,0,0,0,0,333,13,5
28041000304,28,041,000304,491,35,1,0,1,0,0,1,0,468,42,15
28041000402,28,041,000402,490.26,44.8,0.05,0,0,0,0.03,0,0,422.77,92.37,9.05
28041000403,28,041,000403,601,56,0,1,1,1,0,1,2,543,86,16
28041000501,28,041,000501,196.37,9.09,0,0,1,0,1,0,0.01,182.14,16.21,7.09
28041000502,28,041,000502,392.38,11.38,1,0,1,0,0,0,0,360.36,26.41,8.01
28041000503,28,041,000503,103.77,41.91,2,0,0,0,0,0,0,94.79,45.9,3.99
28041000504,28,041,000504,156.36,164.2,0,0,1,0,0,0,1,129.18,183.31,6.03
28041000505,28,041,000505,298.63,7.91,0,0,0,0,0,0,0.99,277.86,18.79,7.91
28043000102,28,043,000102,1085.33,554.5,3.9,0.97,1.95,1.95,2.92,3.89,0.97,1021.99,620.75,17.54
28043000103,28,043,000103,435.51,109.07,3.11,3.03,0.05,0.05,0.08,0.11,0.03,398.78,138.87,10.48
28043000104,28,043,000104,266,92,0,0,0,0,1,0,0,254,102,5
28043000201,28,043,000201,283.43,266.46,1,0,0,0,0,0,0,259.47,283.43,5.99
28043000202,28,043,000202,482.07,73.6,3.05,0,0,0,0.02,0.02,0,443.52,99.94,12.14
28043000203,28,043,000203,588.53,168.02,2.93,0,0,0,0.98,0.98,0,554.29,189.54,9.78
28043000301,28,043,000301,384.18,1129.59,6.99,0,0,3.99,4.99,2,1,350.25,1177.49,17.96
28043000304,28,043,000304,90.92,304.43,0.02,2,2,1,2,0,2,84.69,324.6,2.07
28043000401,28,043,000401,131.91,1255.3,1.9,0.94,0,0.94,1.89,1.89,0.94,102.55,1294.04,10.41
28043000402,28,043,000402,567.2,121.19,3,0,0,0.01,1.01,1,0,531.29,150.17,10.99
28043000403,28,043,000403,103.19,11.91,0,0,0,0,0,0,0,97.23,16.87,0.99
28043000501,28,043,000501,1100.73,461.93,9.11,1.06,0,0.06,2.12,2.12,0.06,1023.94,518.32,33.63
28043000502,28,043,000502,562,186,3,0,0,1,1,1,1,532,204,20
28045000001,28,045,000001,393,197,2,2,1,0,0,0,0,328,229,24
28045000003,28,045,000003,1091.94,215.29,5.06,0.01,1,0,4.01,2,0.01,914.36,323.11,44.99
28045000005,28,045,000005,275.78,96.87,6.92,0.99,0,0,1.98,0.99,0.99,252.06,117.63,13.84
28045000006,28,045,000006,678.86,308.76,12.02,2,0,0,3.01,3.01,0,598.23,380.14,25.16
28045000007,28,045,000007,842,332,20,3,1,3,1,0,2,752,408,37
28045000008,28,045,000008,771,364,6,2,0,1,5,1,1,710,418,20
28045000009,28,045,000009,199,462,7,1,1,0,3,0,0,173,490,8
28045000010,28,045,000010,335,264,9,1,0,0,3,1,1,303,298,11
28045000011,28,045,000011,664.83,220.94,15,0,3,0,1,0,0,607.85,263.93,32.99
28045000012,28,045,000012,431,118,2,0,1,0,0,0,0,385,139,16
28045000013,28,045,000013,167.12,90.28,0.96,0.96,0,0,0.96,0,0.96,138.3,116.21,5.76
28045000014,28,045,000014,657.92,106.21,5.01,0,1,0,4,0,0,586.77,151.31,24.04
28045000015,28,045,000015,306.38,82.59,5.03,0.04,2,0,0.04,1,0.04,254.28,117.6,13.22
28045000016,28,045,000016,457.62,61.73,0.98,0.98,0,0,0,0,0,411.56,89.17,19.6
28045000017,28,045,000017,584.5,74.48,3.37,0.04,0.09,0.11,0.16,0.03,0.03,538.15,97.9,17.12
28045000018,28,045,000018,2744.67,759.93,32.29,4.01,8.01,3.06,3.13,3.02,1.02,2594.23,890.61,63.94
28045000019,28,045,000019,960.83,266.82,11.58,0.88,0.98,5.27,4.5,1.76,1.76,883.22,320.95,39.91
28045000020,28,045,000020,754.93,101.43,3.98,0.1,1.92,0.57,2.3,0.19,0.19,680.35,147.19,26.08
28045000021,28,045,000021,123.81,9.17,2.24,0.07,0.04,0.7,0.77,0,0.04,108.21,19.13,5.64
28045000022,28,045,000022,484.48,43.96,1.83,0,0,0,0.92,0,0,434.11,77.85,16.49
28045000023,28,045,000023,842.97,74.64,5.97,1,1,1.99,1,0,0,757.38,140.33,25.88
28045000024,28,045,000024,714.12,64.59,5.05,1.95,0.99,0.36,2.23,0.03,0.97,642.85,112.51,23.33
28045000026,28,045,000026,772.29,48.08,9.81,0,0,2.94,0,0,0.98,686.92,103.04,37.29
28045000027,28,045,000027,729.78,81.15,6.89,0.97,0.97,1,0,0.97,0.01,657.02,129.31,21.74
28045000028,28,045,000028,148.17,60.06,3,0,0,0,1,1,0,140.15,71.07,0.01
28047000101,28,047,000101,357.21,799.24,2.99,2,1,0,2,1,2,316.3,845.14,11.97
28047000108,28,047,000108,498,280,12,0,0,0,2,1,0,463,307,25
28047000109,28,047,000109,603.61,482.36,10.01,5,2,2,1,0,0,548.54,533.43,23.02
28047000110,28,047,000110,524,458,19,2,1,1,5,1,0,484,492,36
28047000111,28,047,000111,2663.79,1397.97,44.96,8.57,4.76,0.96,3.84,3.84,0.95,2456.46,1521.28,131.89
28047000112,28,047,000112,816.01,183.73,7.08,0.4,0.22,0.04,0.18,0.18,0.04,764.43,210.42,31.09
28047000113,28,047,000113,346,48,4,0,0,0,0,1,0,328,58,12
28047000115,28,047,000115,684,385,13,1,3,0,2,1,0,635,422,27
28047000201,28,047,000201,934,122.57,11.83,0,0,0,2.96,0,0,861.02,173.85,27.63
28047000202,28,047,000202,1486,373,19,0,0,0,2,1,2,1387,433,54
28047000204,28,047,000204,1316.6,1032.55,30.9,1.99,0,1,6.98,2.99,0,1192.01,1130.22,69.77
28047000205,28,047,000205,271,123,6,1,0,0,0,1,0,255,129,15
28047000206,28,047,000206,373,297,4,1,1,2,2,1,0,326,328,23
28047000207,28,047,000207,566,317,13,4,4,0,1,1,0,510,351,38
28047000209,28,047,000209,1384,318,16,4,0,1,1,1,0,1294,381,50
28047000210,28,047,000210,2657.88,1015.74,28.99,2.01,1.01,2,4.03,5.01,1,2460.63,1135.91,117.02
28047000211,28,047,000211,1727,1080,30,4,1,1,3,1,1,1593,1174,75
28047000212,28,047,000212,196,11,0,0,0,0,0,0,0,185,17,4
28047000213,28,047,000213,1084.37,517.03,19.02,1.98,0.99,0.99,3,1.01,0,1010.07,573.17,42.14
28047000214,28,047,000214,1255,396,21,0,1,0,2,1,1,1215,420,38
28047000301,28,047,000301,844.03,548.44,9.02,0,1,0,2,2,0,790.87,576.54,39.07
28047000302,28,047,000302,781.45,691.51,8.99,0,0,1,1,3,0,712.5,742.48,35.97
28047000303,28,047,000303,394,298,4,3,0,0,3,2,1,364,317,24
28047000304,28,047,000304,767.55,402.49,10.01,1,0,1,1,0,0,721.5,431.52,30.03
28047000305,28,047,000305,921.66,152.62,4.96,0,1.98,0,0,0,1.98,846.34,194.24,34.69
28047000306,28,047,000306,634.62,61.68,1.47,0,0.02,0,0,0,0.02,583.76,89.19,22.77
28047000308,28,047,000308,1398,506,18,5,1,1,5,3,0,1268,598,68
28047000310,28,047,000310,1493,656,33,5,0,1,9,0,1,1369,731,103
28047000311,28,047,000311,1293.48,379.17,25.22,1.87,5.6,1.87,3.74,6.54,0.93,1216.9,443.61,60.7
28047000312,28,047,000312,940.96,273.99,14.13,2.08,5.25,0.08,1.17,2.29,0.04,869.53,321.88,49.72
28047000313,28,047,000313,338.77,54.36,2.91,0,1.94,0,0,0,0,307.71,72.8,14.56
28047000314,28,047,000314,1299.53,286.39,10.64,2.05,0.15,2.05,3.09,1.17,1.02,1199.7,348.97,46.5
28047000315,28,047,000315,455.72,39.7,4.57,0,0,0,0,0,0,421.89,62.56,14.54
28047000401,28,047,000401,66,368,1,0,0,0,1,1,0,53,383,4
28047000402,28,047,000402,251,604,5,3,0,1,4,1,0,218,630,25
28047000404,28,047,000404,229,830,1,1,1,1,9,1,2,190,873,17
28047000405,28,047,000405,70,989,8,3,0,1,5,2,1,54,1019,12
28047000406,28,047,000406,100,622,1,1,1,0,7,1,0,83,647,3
28047000407,28,047,000407,30.78,568,1.99,0,0,0,6.95,0,0,21.85,583.88,4.97
28047000408,28,047,000408,171,574,4,1,0,1,3,0,0,141,603,12
28047000409,28,047,000409,1096.01,1720.02,13,9,4,8,12,4,1,962.01,1847.02,67
28047000410,28,047,000410,592.21,945.99,14.01,1,0,1,7.05,3,3,510.15,1012.1,45.03
28047000411,28,047,000411,45.23,1048.64,2.09,1,0.06,1,11,2,1,36.29,1082.2,4.44
28047000501,28,047,000501,744.19,599.41,6.72,0,0,0.94,3.77,2.82,0,698.37,630.86,29.5
28047000502,28,047,000502,843,618,13,2,2,0,5,3,0,771,678,35
28047000503,28,047,000503,1893,1138,43,10,4,0,14,1,4,1745,1251,96
28047000504,28,047,000504,783,364,15,0,2,0,3,0,0,725,404,35
28047000505,28,047,000505,1278,727,27,4,2,2,3,5,1,1197,791,68
28047000506,28,047,000506,2219.42,589.02,40.28,2.05,0.04,1.99,5,5,0,2068.57,688.39,100.85
28047000507,28,047,000507,1113.4,180.37,6.21,0.99,0.99,0.01,2.03,1.01,0,1049.43,219.07,28.48
28047000508,28,047,000508,1627.13,244.99,17.38,0.03,0.01,0.07,2.24,1.17,0,1536.86,301.71,48.58
28047000509,28,047,000509,964.22,435.61,16.64,0.98,0.98,0,0.98,0.98,0,874.16,505.11,44.05
28047000510,28,047,000510,1399,574,30,2,1,1,4,2,3,1289,652,77
28049000101,28,049,000101,631,290,12,1,1,1,2,1,0,616,315,8
28049000102,28,049,000102,907.79,457.39,22.97,3,3,3.99,6.99,3,0,895.81,500.33,30.96
28049000103,28,049,000103,812.84,394.83,14.27,0,0.04,3.02,9.06,2.02,0,806.21,414.27,22.5
28049000104,28,049,000104,150.14,517.96,2.5,0.83,0,0.83,3.34,0,0,139.29,533.81,5.84
28049000105,28,049,000105,123,487,4,3,0,1,3,0,0,111,507,4
28049000106,28,049,000106,27,522,3,0,1,1,6,0,0,23,535,3
28049000108,28,049,000108,216,388,8,2,0,1,2,3,0,203,408,14
28049000109,28,049,000109,343.91,542.69,25.01,1,2,6,4,2,1,348.88,571.72,12.02
28049000110,28,049,000110,46,762,0,2,0,0,8,0,1,35,780,7
28049000111,28,049,000111,76,1094,4,1,1,1,8,0,0,51,1119,10
28049000112,28,049,000112,309.81,1022.32,3.29,1.1,0.98,1.1,4.39,1.97,0.98,293.57,1042.21,8.67
28049000113,28,049,000113,678,673,9,2,0,3,2,4,1,662,695,22
28049000114,28,049,000114,661,1397,9,1,2,1,4,3,1,642,1436,13
28049000115,28,049,000115,383.8,702.8,3.05,2.02,1.02,0.02,6.07,1.03,0.02,377.56,712.1,9.13
28049000116,28,049,000116,141,1106,1,0,3,0,11,1,0,126,1125,8
28049000117,28,049,000117,38.95,1031.25,0,0,0.97,0,5.84,0,1.95,29.21,1047.81,4.87
28049000118,28,049,000118,37.58,1347.78,0.96,2.88,0.03,0,4.96,2.88,0.05,27.71,1361.69,3.98
28049000119,28,049,000119,14.47,928.97,1.04,1.12,1,0,6.19,0.12,1,8.08,944.51,1.15
28049000120,28,049,000120,43,1747,1,5,0,1,4,1,1,26,1779,2
28049000121,28,049,000121,406.84,280.56,13.36,2.05,0,4,3.03,2.05,0,409.64,293.39,11.86
28049000201,28,049,000201,3.92,293.8,0,0,0,0,1.96,0,0,2.94,297.72,0.98
28049000202,28,049,000202,13.56,435.06,0.01,1.12,0.57,0,1.13,0.01,0,7.35,445.76,2.26
28049000203,28,049,000203,10.56,338.81,0,0.88,0.44,0,0.88,0,0,5.72,347.17,1.76
28049000204,28,049,000204,332,380,4,1,1,3,4,0,1,320,397,11
28049000206,28,049,000206,252.61,770.5,18.63,2.98,0,8.94,4.47,0,1.49,235.47,804.77,19.37
28049000207,28,049,000207,86.39,263.5,6.37,1.02,0,3.06,1.53,0,0.51,80.53,275.23,6.63
28049000208,28,049,000208,16,644,4,0,0,2,4,0,0,11,657,3
28049000209,28,049,000209,19,821,0,0,1,2,4,0,0,12,832,3
28049000210,28,049,000210,20.46,723.67,0.06,1.06,1.12,0,2.23,1.12,1,5.47,740.84,1.18
28049000211,28,049,000211,20.67,470.78,0.59,1.18,0,5.32,3.54,0.59,0.59,14.77,490.86,6.5
28049000212,28,049,000212,23.54,831.33,0.94,0.94,1.88,0,3.77,1.88,0,7.53,850.16,2.82
28049000213,28,049,000213,20.53,685.31,0.98,0,0.98,0,1.96,0.98,0,11.73,697.04,3.91
28049000214,28,049,000214,11,435,1,0,0,0,2,0,1,6,443,1
28049000215,28,049,000215,1.35,378.83,0.02,0,0.02,0,0.03,1.02,0,1.2,381.03,0.07
28049000216,28,049,000216,16,1159,1,0,1,1,2,2,0,10,1174,1
28049000217,28,049,000217,28.6,1459.62,0,0,0.99,0,2.96,1.97,0.99,17.75,1475.4,3.94
28049000218,28,049,000218,21.57,816.82,2.04,0.09,0,0.4,3.27,3.04,0.04,6.12,849.35,6.49
28049000219,28,049,000219,283.12,732.72,3.98,0.99,1,0.01,4.9,0.98,0.98,266.8,753.61,6.11
28049000220,28,049,000220,402.86,1118.22,2.97,2.84,3.89,1.92,2.9,0.95,0,376.72,1147.56,6.05
28049000221,28,049,000221,1212.69,1372.21,16.38,1.33,1.56,6.64,9.25,5.35,2.23,1167.19,1419.66,41.4
28049000222,28,049,000222,4.95,160.3,0.99,0,0,0,0,0,0,3.96,164.26,0
28049000223,28,049,000223,257.93,218.59,2.21,0.01,0.01,0.19,0.11,0.01,0.01,237.36,226.75,8.67
28049000224,28,049,000224,92.01,160.98,0.08,0,0.9,0,0.02,0,0,92.76,165.68,0.06
28049000225,28,049,000225,53.92,370.66,0.11,1.01,1.01,0.03,2.05,1.03,0.01,48.62,382.99,0.25
28049000226,28,049,000226,169.97,287.11,0.92,0.92,0,0,0,0,0,161.7,292.61,2.76
28049000227,28,049,000227,32.6,253.13,0.11,0.78,0.11,0.02,2.39,0.04,0.8,26.59,262.18,1.16
28049000228,28,049,000228,595.78,283.06,5.4,0.09,0.01,4.4,1.82,0.01,0.01,572.01,289.06,19.66
28049000229,28,049,000229,306.46,315.08,5.08,0,0.12,0.11,1.08,0,0,295.43,327.99,4.44
28049000301,28,049,000301,12.2,291.12,0.87,0.44,0,0.44,2.18,0,0,8.28,297.22,1.31
28049000302,28,049,000302,15,936,0,1,0,2,4,2,2,12,940,5
28049000303,28,049,000303,15.8,376.88,1.13,0.56,0,0.56,2.82,0,0,10.72,384.78,1.69
28049000304,28,049,000304,20.77,673.44,1.01,1.01,0,1,3.06,0.01,2.01,13.61,692.63,1.07
28049000305,28,049,000305,33.08,595.23,0.23,0.47,0,2.51,3.41,1.84,0.23,25.12,612.02,5.79
28049000306,28,049,000306,28.14,343.3,0.45,0.22,0,0,2.23,0.45,0.45,22.11,350.23,2.68
28049000307,28,049,000307,64,1219,0,4,3,2,4,0,1,59,1231,4
28049000308,28,049,000308,28.54,372.1,0,1.65,0,0,0.55,1.1,0,24.15,380.34,1.1
28049000309,28,049,000309,11,572,1,0,1,0,1,0,0,6,584,2
28049000310,28,049,000310,47,475,0,0,0,1,5,0,1,38,489,3
28049000311,28,049,000311,5,285,1,0,0,0,1,0,0,3,287,2
28049000312,28,049,000312,17,447,1,0,0,2,2,0,1,9,458,0
28049000313,28,049,000313,11,168,0,0,1,1,4,0,1,5,182,1
28049000314,28,049,000314,9,416,1,0,1,2,2,0,0,7,423,1
28049000315,28,049,000315,11.91,232.92,0,0.98,0.03,0.01,1.1,0.03,0,6.03,235.9,2.02
28049000316,28,049,000316,10.43,339.17,1,1.04,0,0,2.04,1,0,3.21,347.28,3.07
28049000317,28,049,000317,21.14,257.87,0.34,0.17,0,0,1.68,0.34,0.34,16.61,263.07,2.01
28049000318,28,049,000318,24.66,804.9,0,0.99,1.97,0.99,9.86,1.97,0,17.76,810.82,6.9
28049000319,28,049,000319,41.55,677.24,0.16,0,0,0.6,3.56,2.4,0,31.8,692.02,5.59
28049000320,28,049,000320,166.11,1723.83,0.19,0.13,0.91,0,9.12,2.96,2.01,130.81,1755.17,12.01
28049000321,28,049,000321,50.58,774.31,1.84,0,0,0,6.44,0,0,34.94,792.7,9.2
28049000322,28,049,000322,65.46,798.5,1.04,0.52,0,0,5.2,1.04,1.04,51.43,814.6,6.23
28049000323,28,049,000323,89,1333,0.98,1.96,0,0,4.89,2.93,0.98,74.33,1359.41,4.89
28049000401,28,049,000401,579.53,501.82,4.87,0.06,4.38,1,1.89,1.81,0.88,556.67,520.76,16.15
28049000402,28,049,000402,1215.37,900.1,21.91,0.95,0.95,3.81,4.76,1.9,1.9,1185.84,920.1,40.96
28049000403,28,049,000403,844.88,958.58,17.64,3.92,1.96,0,5.88,0.98,0,807.64,986.03,31.36
28049000404,28,049,000404,373.81,560.68,4,1.99,4.98,0.01,3.99,0,1,339.87,589.62,21.96
28049000405,28,049,000405,490.72,372.86,6.61,0.95,0.03,1.88,1.9,0.94,0.01,461.38,395.59,17.99
28049000406,28,049,000406,454,803,11,0,2,1,6,3,0,417,836,25
28049000407,28,049,000407,910.37,670.61,9.01,0.08,2,0,3.23,2,0.08,896.83,688.45,19.1
28049000408,28,049,000408,973.67,716.19,3.95,0.99,0,0.99,2.96,1.97,0,947.03,728.03,19.73
28049000409,28,049,000409,880.38,1561.8,8.97,0.99,4.02,1.98,8.96,1,2.99,855.74,1598.86,14.27
28049000410,28,049,000410,29,424,0,0,0,1,2,1,2,19,436,4
28049000411,28,049,000411,45.15,456.05,1.14,0.18,0.04,0.11,5.25,2.11,1.07,34.22,477.44,2.36
28049000412,28,049,000412,23.46,305.9,0,1.35,0,0,0.45,0.9,0,19.85,312.66,0.9
28049000413,28,049,000413,31.72,176.09,0,0.55,0,0,1.09,0,0,27.34,181.02,3.28
28049000414,28,049,000414,112,1243.69,3.86,4.82,0.96,2.89,6.76,2.9,1.93,86.89,1281.33,9.66
28049000415,28,049,000415,86.28,813.91,1,1.45,1,0,4.91,1,0,75.66,831.98,4.72
28049000416,28,049,000416,15.24,155.33,0,0,0.09,0,0.81,0.27,0.18,11.99,158.12,1.08
28049000417,28,049,000417,187.33,1029.8,1.04,1.01,0.01,0,3.04,1.04,2.01,166.09,1049.04,11.12
28049000418,28,049,000418,413.49,1741.79,7.89,1.97,1.97,0,6.91,6.91,0.99,372.04,1785.21,20.72
28049000419,28,049,000419,843.9,949.63,2.08,0.02,2.98,0.03,2.07,0.01,1.02,812.27,967.7,12.93
28049000420,28,049,000420,267.98,171.05,1.7,0.05,0.88,0.85,0.88,0.03,0,257.59,180.57,4.3
28049000421,28,049,000421,873.18,784.51,19.98,0.19,2.04,3.17,6.63,1.09,1.23,848.84,802.98,40.95
28049000422,28,049,000422,275.18,1092.41,1.06,0.02,0.02,1,3.05,2.05,0.01,252.86,1121.74,2.16
28049000501,28,049,000501,120.8,558.33,6.09,2.01,1,2,4,0.01,0,103.51,584.53,8.21
28049000502,28,049,000502,12,150,1,0,0,0,4,0,0,9,156,1
28049000503,28,049,000503,679.13,892.51,5.12,2.06,0.05,0.08,4.1,0.02,2.84,628.8,920.11,29.73
28049000504,28,049,000504,4.06,335.35,0,0,0,0,4.01,1,0,9.06,339.37,0
28049000506,28,049,000506,63.94,370.65,0,2,0,1,6.99,1,2,59.94,387.63,4
28049000507,28,049,000507,410.11,1195.51,3.55,0.25,2.04,0.09,5.42,2.98,0.09,367.62,1236.2,11.33
28049000508,28,049,000508,13,294,3,0,1,0,2,2,1,11,307,3
28049000509,28,049,000509,18,354,2,1,0,0,2,1,0,16,357,5
28049000510,28,049,000510,3.08,222.2,0,0,0,0,2.04,1,0,1.06,225.28,1.02
28049000511,28,049,000511,8,316,1,0,0,1,3,1,0,4,323,4
28049000512,28,049,000512,3,310,0,1,1,0,2,0,0,4,316,2
28049000513,28,049,000513,12,350,0,1,0,1,1,0,0,7,357,1
28049000514,28,049,000514,51.05,217.65,0,0,0,0.35,1.77,0.35,0,41.47,230.06,1.06
28049000515,28,049,000515,30,331.97,0,0,0,0,5,0,0,23,342.97,2
28049000516,28,049,000516,15.7,416.56,0.44,1.74,0,0,3.93,0,0.44,6.54,429.21,2.18
28049000517,28,049,000517,8.79,233.05,0.24,0.98,0,0,2.2,0,0.24,3.66,240.13,1.22
28049000518,28,049,000518,11.15,295.91,0.31,1.24,0,0,2.79,0,0.31,4.65,304.89,1.55
28049000520,28,049,000520,12.13,284.95,0.01,2.01,0,0,1.05,0,0.01,5.06,295.06,0.03
28049000521,28,049,000521,7,269,0,1,1,0,1,0,0,6,271,0
28049000522,28,049,000522,95.88,393.09,0.03,0.01,0,0.64,3.2,0.64,0,78.39,415.63,2.04
28049000523,28,049,000523,405.1,392.41,1.61,1.13,1.06,1.05,4.31,1,1.13,393.35,403.75,6.14
28049000524,28,049,000524,446.05,259.23,3.55,0.9,0.01,0.02,1.79,0,0.87,430.73,264.8,13.29
28049000525,28,049,000525,15,744,2,0,1,1,4,1,1,8,760,5
28049000526,28,049,000526,5.22,397.53,1,2.03,0,1,6.04,1,0,2.09,410.71,1.02
28049000527,28,049,000527,102.58,502.93,1.05,0,2.98,0.99,1,0,0,96.51,514.99,0.05
28049000528,28,049,000528,1556.2,1041.86,8.26,3.67,0.9,1.81,6.43,0,0.08,1492.57,1083.21,29.68
28051000101,28,051,000101,126,831,1,0,2,1,3,2,0,115,844,2
28051000102,28,051,000102,47.56,452.85,1.98,0,0,0,0.99,0,0,37.65,460.77,0.99
28051000103,28,051,000103,26.38,207.87,0,1.01,0.01,1,3,0,0.01,20.32,220.94,0.01
28051000104,28,051,000104,139.33,427.54,0.98,0.15,1.13,1.97,2.11,0.98,0.14,128.2,441.09,4.07
28051000201,28,051,000201,143.38,284.66,1.02,0,1.02,2.04,0.04,0.02,0,128.2,293.88,8.07
28051000202,28,051,000202,44.43,335.29,0,0.84,0.84,0,0.84,0,0.84,36.88,345.35,0.84
28051000301,28,051,000301,120,46,8,6,4,5,10,5,8,118,51,4
28051000302,28,051,000302,68,200,0,1,1,0,2,1,0,64,205,1
28051000303,28,051,000303,70.06,573.02,2.02,0,0.02,3,1,0,0,65.08,584.08,4
28051000304,28,051,000304,83.64,449.55,1.24,0.96,2.03,1.12,3.93,0.06,0.07,75.59,462.34,5.89
28051000401,28,051,000401,41.68,257.78,0.98,0,0,0.98,0,0,0,41.52,259.93,0.02
28051000402,28,051,000402,138,1019,4,1,2,1,10,0,2,121,1057,2
28051000403,28,051,000403,18.85,147.05,0.94,0,0,0.94,1.89,0.94,0.94,13.2,156.48,0.94
28051000501,28,051,000501,50.09,154.3,0.84,0,0.8,1.63,0.03,0,0,48.35,156.92,0.01
28051000502,28,051,000502,111.83,978.28,3.2,2,2.2,4.39,4,3,1,82.43,1025.87,1
28051000503,28,051,000503,159,217,0,2,1,2,3,0,1,154,227,1
28053000101,28,053,000101,34.4,2.95,0,0,0,0,0,0,0,33.42,1.97,0.98
28053000102,28,053,000102,150.39,562.49,0.94,1.88,2.83,0,7.54,0.94,0,132.48,588.85,6.61
28053000201,28,053,000201,169.45,435.44,1.94,1,1.02,1.93,3.03,0.98,0,152.73,457.13,5.9
28053000203,28,053,000203,38,15,0,0,0,0,0,0,0,38,15,0
28053000204,28,053,000204,9.3,131.67,0.04,0.08,0.12,0,0.32,0.04,0,7.55,134.78,0.28
28053000301,28,053,000301,104.63,248.86,1.15,0.14,0.03,0.16,1.02,0,1.01,104.58,251.34,2.06
28053000302,28,053,000302,65.91,12.42,1,0,0,0,0.02,0,0.02,62.97,16.39,0.03
28053000305,28,053,000305,92.27,475.32,0.86,0.86,0,1.19,1.32,0,0.33,79.48,490.38,1.32
28053000401,28,053,000401,118.1,42.2,0.02,0,0,0.02,0,0,0,109.71,51.55,0.93
28053000402,28,053,000402,164.77,435.52,0,0,0,0.67,2.68,0,0.67,148.94,450.73,2.73
28053000501,28,053,000501,60.18,61.57,2.02,0,0.04,0.04,1.07,0,0.04,58.9,62.92,0.15
28053000502,28,053,000502,96.45,290.33,0.96,0,1.93,1.93,2.89,0,1.93,83.92,305.76,6.75
