GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREABLA,G20PREOCAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20USSRHYD,G20USSDESP,G20USSLEDW
28007000302,28,007,000302,213.64,22.97,1.25,0.01,0,0,0.01,0,0,211.15,26.7,1.55
28007000303,28,007,000303,126.36,71.93,1.94,0.97,0,0,0.97,0,0,121.5,78.73,0.97
28007000304,28,007,000304,235.86,31.16,2.72,0,0,0,0.02,0.01,0.01,223.99,37.62,5.46
28007000305,28,007,000305,359.15,218.14,1.66,0.83,0.83,0.83,0.83,0,0,329.29,240.54,10.78
28007000306,28,007,000306,73.85,44.86,0.34,0.17,0.17,0.17,0.17,0,0,67.71,49.46,2.22
28007000401,28,007,000401,161.56,194.35,0.18,0,0.97,2.04,0.18,0.97,0.97,151.17,204.31,4.53
28007000402,28,007,000402,158.63,168.89,1.92,0.01,0.92,1.03,0.2,0.03,0.03,156.85,176.4,1.61
28007000403,28,007,000403,225.74,459.77,1.7,0.04,0.08,0.87,1.81,0,0,210.51,480.14,6.03
28007000404,28,007,000404,106,240,1,1,2,0,1,0,0,93,254,2
28007000501,28,007,000501,123.46,6.68,1.85,0,0,0,0,0,0,119.72,8.58,2.78
28007000502,28,007,000502,196.88,83.77,1.01,0.99,0,0,0.99,0.99,0,185.77,88.78,6.06
28007000503,28,007,000503,246.12,31.23,0.99,0.01,0,0,0.01,0.01,0,232.23,35.22,7.94
28007000504,28,007,000504,571.13,183.54,5.86,0,0,1.95,0.98,0,0,539.89,207.95,10.74
28007000505,28,007,000505,238.41,104.78,1.29,1,0,0.05,2.02,2,0,218.39,130.47,3.48
28009000101,28,009,000101,245,595,0,1,1,1,1,2,1,220,617,9
28009000102,28,009,000102,386.55,423.5,2,2,0,1,2,0,1,343.6,467.45,7.99
28009000103,28,009,000103,506.45,353.5,4,1,1,2,3,1,1,451.4,397.55,22.01
28009000104,28,009,000104,606,193,2,0,0,0,0,1,0,562,229,14
28009000105,28,009,000105,826,114,4,1,1,2,0,1,0,743,157,39
28011000101,28,011,000101,92,170,0,0,0,0,3,0,0,79,184,1
28011000102,28,011,000102,57.83,224.57,0,0,0.96,0.96,0.96,0.96,0,53.97,237.1,0.96
28011000103,28,011,000103,66.06,228.42,1,1,0,0,2,1,0,55,243.48,1
28011000104,28,011,000104,81.6,185.81,0.98,0,0,0.98,0.98,1.97,0,81.6,191.71,1.97
28011000105,28,011,000105,81.28,68.09,0.02,0,0,0.02,0.02,0.03,0,79.28,69.19,0.03
28011000106,28,011,000106,30,3,2,0,0,0,1,0,0,26,9,0
28011000107,28,011,000107,40.17,489.43,0,1,0.04,4.04,3.04,0.04,0,32.03,506.9,0.04
28011000108,28,011,000108,13.3,198.01,0.03,1.87,0.02,0.02,0.06,0.93,0.02,10.27,203.07,0.97
28011000109,28,011,000109,26,145,1,0,0,0,0,0,0,25,146,0
28011000110,28,011,000110,52.93,21.17,0,0,0,0,0,0,0,50.04,24.06,0
28011000201,28,011,000201,8.52,255.57,0.61,1.22,0,0,0.61,0,0,1.83,266.53,0.61
28011000202,28,011,000202,653.64,125.87,6.94,1.74,0,0,0.87,0,0,632.81,144.1,14.76
28011000203,28,011,000203,619,183,5,2,0,1,1,0,0,589,213,12
28011000204,28,011,000204,1106.31,250.65,10.59,0.15,0,3,1.07,0,0,1042.55,307.19,17.25
28011000301,28,011,000301,62,148,3,0,0,0,1,0,0,58,158,2
28011000302,28,011,000302,74.06,852.35,0,1.16,0,3,6,0.08,1,56.82,875.76,7.08
28011000303,28,011,000303,83.63,879.63,1.97,1.97,0.98,0.98,3.94,0.98,0.98,66.91,908.17,2.95
28011000401,28,011,000401,145.37,164.25,2.05,2.01,1,1,0.07,0.06,0,129.86,177.59,3.22
28011000402,28,011,000402,80.5,1308.74,1.32,1.71,1.86,0.93,7.24,0,0.93,52.57,1347.19,2.57
28011000403,28,011,000403,128.68,402.23,0.42,0.1,0,0,1.99,1.94,0,115.79,410.12,4.77
