GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05061000026,05,061,000026,85,148,1.1,1.3,1,3.3,2.3,2.7,77.5,146.2,8.1,0
05061000028,05,061,000028,82,68,1,2,2,0,1,1,80,63,4,0
05061000030,05,061,000030,175.1,85.2,4.1,0,2,1,0,0.1,154.7,93.4,11.2,0
05061000032,05,061,000032,165.7,93.4,2.3,1.1,4,1.1,1.1,1.2,167.8,86,5.5,0
05061000034,05,061,000034,69.6,19.1,1.5,0.6,0,0.5,0.5,1,64.7,21.9,3.1,0
05061000035,05,061,000035,0,0,0,0,0,0,0,0,0,0,0,0
05061000038,05,061,000038,364.2,70.1,8.1,0.9,0.9,0.9,0.9,0.9,356.9,69.2,9,0
05061000039,05,061,000039,30,43.5,0.7,2.2,0.7,0.5,0.2,0,28.8,41.9,3.2,0
05061000040,05,061,000040,17.9,12.1,0,1,0,1,0,1,18.8,11.2,1,0
05061000041,05,061,000041,37.6,73.2,0.9,3.7,0.9,0.7,0.6,0,37.9,69.4,4.8,0
05061000042,05,061,000042,56.7,78.2,1.4,4,1.4,0.8,0.2,0,53.8,75.6,6,0
05061000043,05,061,000043,33.9,23.4,1.1,0.6,0,0.6,0.6,1.1,33.9,23.4,1.7,0
05061000044,05,061,000044,27.1,18.6,0.9,0.4,0,0.4,0.4,0.9,27.1,18.6,1.3,0
05061000045,05,061,000045,6.2,2.6,0,0,0,0,0,0,5.8,2.5,0.2,0
05061000046,05,061,000046,33.8,14.3,0,0,0,0,0,0,31.2,13.5,0.8,0
05061000047,05,061,000047,37.2,48.1,0,1,0,0,0,0,37.2,41.1,5,0
05061000048,05,061,000048,25,31,1,0,0,0,0,0,24,27,3,0
05061000050,05,061,000050,54,16,1,0,0,2,0,0,43,24,2,0
05061000051,05,061,000051,58.4,7.9,0,0,0,0,0,0,50.4,11,3,0
05061000052,05,061,000052,119.7,11,3,1,0,0,0,0,115.7,14,4,1
05061000053,05,061,000053,0.1,17.6,0.1,0.1,0.3,0.1,0,0,0.6,14.4,0.6,0
05061000054,05,061,000054,0.9,111.4,0.9,0.9,1.7,0.9,0,0,3.5,91.6,3.5,0
05061000055,05,061,000055,28.1,5.3,0.1,0,0.9,0,0,0,28.7,6.5,0.1,0
05061000056,05,061,000056,0,0,0,0,0,0,0,0,0,0,0,0
05063000009,05,063,000009,290.2,87.8,7.6,5.1,0.8,2.9,1.5,0.7,275.4,99,10.5,0.7
05063000010,05,063,000010,330,78,7,8,3,4,0,1,276,117,25,0
05063000011,05,063,000011,490.3,96.8,15.2,8,2,2.1,3,3,438.1,141,27.2,0
05063000012,05,063,000012,108.8,23.9,2.9,0.7,1.1,0.7,1.8,0.4,95.8,34.7,4.7,0
05063000013,05,063,000013,94.6,20.7,2.5,0.6,0.9,0.6,1.6,0.3,83.3,30.2,4.1,0
05063000014,05,063,000014,94.6,20.7,2.5,0.6,0.9,0.6,1.6,0.3,83.3,30.2,4.1,0
05063000016,05,063,000016,373,94,9,7,1,5,1,3,331,126,23,0
05063000017,05,063,000017,48,11,1,0,0,1,0,0,45,17,0,0
05063000018,05,063,000018,278,71,11,3,0,3,4,0,244,105,10,0
05063000019,05,063,000019,392.3,69.8,11.5,4.8,1,0,1.9,1,335.8,109.1,17.2,0
05063000020,05,063,000020,278.4,76.7,11.1,5.1,0,3,1,5,252.2,94.9,20.1,0
05063000021,05,063,000021,76,16,3,1,2,2,0,0,66,30,3,0
05063000022,05,063,000022,170.2,28,4.2,2,2,2,0,0,151.8,44.4,5.2,0
05063000023,05,063,000023,251,73,8,2,0,2,1,2,227,96,7,0
05063000024,05,063,000024,87.2,21,0,0,0,2,0,0,72.1,25,4,0
05063000025,05,063,000025,219,38,5,5,0,3,2,0,206,56,5,1
05063000026,05,063,000026,60,16,3,1,0,0,0,0,52,22,3,0
05063000027,05,063,000027,333.7,55.2,3.5,3.2,2,4,3.1,0,294.2,80.9,15.8,0
05063000029,05,063,000029,148.3,27.3,5.8,0,1,2,0,0,127.8,40,9.8,0
05063000030,05,063,000030,137.4,19,3.1,0.2,0.4,0,0.5,2.2,123.9,33.3,4.2,0
05063000033,05,063,000033,165,58.1,5,4.1,2,2.1,3,3,149.2,77.8,10.1,0
05063000034,05,063,000034,154.9,22.1,5.2,1.1,0.1,1,0,1.1,137.2,36.6,8.6,0
05063000035,05,063,000035,193.4,37.6,4.1,0,4,2,3,2,163.9,72.9,4.2,0
05063000036,05,063,000036,235,68.2,9.5,6.6,1.9,5.7,0.9,1.9,223.6,90,8.5,0.9
05063000038,05,063,000038,308.5,66.4,19.6,2.8,1.9,1.9,2.8,2.8,273,101,21.5,0
05063000039,05,063,000039,521.2,103.9,13.1,5.1,4,5,1,1,468.9,145.2,24.1,1
05063000040,05,063,000040,227.8,42.5,0.1,2.9,1,4.9,0.1,0,196.3,69.1,5,0
05063000041,05,063,000041,993.3,266.9,34.9,6,12.9,7,8,3,896.8,341.6,55.7,1
05063000042,05,063,000042,205.7,53.1,10.8,4.9,3,2,0,3,181.1,84.7,8.9,0
05063000043,05,063,000043,430.9,119.3,10.9,11.4,5.9,0.3,1.3,0.1,398.6,152.2,16,0
05063000100,05,063,000100,333,165.9,21.3,4.1,6.1,4.1,0,0.1,325.1,192.8,14.4,1
05063000101,05,063,000101,441.6,187.2,14.1,17.1,2.1,4,0,2,432.2,212.6,15.2,0
05063000200,05,063,000200,474.4,273.5,33.3,8.2,6,7.1,6,2,446.7,305,32.4,0
05063000300,05,063,000300,544.4,229.4,29.2,11.6,8.1,6.9,5.4,2.2,499.9,268.7,38.1,2.2
05063000400,05,063,000400,342,209,21,9,8,7,1,4,339,234,24,0
05063000401,05,063,000401,119.8,38.8,3.4,2.7,0,0,0.7,0,122.5,38.1,4.1,0
05065000001,05,065,000001,20,8,0,0,0,0,2,0,20,8,0,0
05065000002,05,065,000002,64.7,19.4,4,0,1,0,4,0,63.5,20.5,7.1,0
05065000003,05,065,000003,41.7,10.9,2,0,0,0,0,0,36.7,14.9,1,0
05065000004,05,065,000004,148.3,27.2,2.5,1.3,2.1,0.4,0,1.1,137.6,36.9,3.6,1
05065000005,05,065,000005,136.6,20,5.5,2.7,0.9,3.6,0,0.9,120.2,36.4,6.4,0
05065000006,05,065,000006,61.2,19.2,0,0,0,0,0,0,55.1,21,0.9,0
05065000007,05,065,000007,86.9,19.8,4.9,1,0,0,1,0,73.1,26.7,8.9,0
05065000008,05,065,000008,40.6,16.5,8,0,1,0,0,0,36.5,17.6,5.1,0
05065000009,05,065,000009,50.4,15.8,1.3,0.2,0.8,0.1,1.1,0,46.5,17.1,4.5,0
05065000010,05,065,000010,79,8,2,0,2,1,0,1,72,14,4,0
05065000011,05,065,000011,19.2,4.4,1,0,0.1,0,0,1,19,2.6,2.1,0
05065000012,05,065,000012,81.9,14.3,0.5,0.2,0.2,0.4,2.8,0,67.6,25.8,3.5,0
05065000013,05,065,000013,68.2,24.2,1,0.9,0.4,0,1,0.8,64.4,25.3,4.3,0
05065000014,05,065,000014,32,10,1,0,0,1,0,0,25,13,1,0
05065000015,05,065,000015,43.4,11.8,3.6,0,0,0,0,0,41.6,15.4,0.9,0
05065000016,05,065,000016,23.4,1.2,0.1,0,2,0,0,0,17.8,4.8,2.2,0
05065000018,05,065,000018,67.5,21.5,1,0,0,0,0,0,61.6,25.4,2.9,1
05065000019,05,065,000019,107.6,28,1.7,0.9,0,1.7,3.3,0,93.3,39,5,0
05065000020,05,065,000020,198.5,48.2,4.1,3.9,1.1,0.9,0.2,0.9,187.4,46.6,13.3,0.9
05065000021,05,065,000021,55.8,13.9,1.9,1.1,0.9,0.1,0.8,0.1,50.9,14.5,6.7,0.1
05065000022,05,065,000022,126.5,27.5,5.9,0,1,1,2.9,1,114.8,42.2,6.9,0
05065000023,05,065,000023,125.8,19.5,5,0,1,2,0,0,105,36.7,8.1,0
05065000024,05,065,000024,44.1,21.1,2,2,0,0,0,0,35.1,26.1,2,0
05065000025,05,065,000025,64.6,22.6,2.2,1.1,2.3,0.2,0.1,0,47.3,30.3,2.9,0
05065000026,05,065,000026,133.3,37.2,1.8,0,1.8,0.9,0.9,0,109.7,49.9,4.5,0
05065000027,05,065,000027,135.2,22.9,2,3,0,1,1,1,121.2,35.8,5,0
05065000028,05,065,000028,29,22,2,0,0,1,0,0,26,21,6,0
05065000029,05,065,000029,85.5,15.6,1,0,0,1,0,0,69.3,27.8,3.1,0
05065000030,05,065,000030,80.1,18.6,0.2,1.8,0.1,0,2,0,75.1,22.4,1.6,0
05065000031,05,065,000031,16.7,5.2,0,0,1.6,0,0,0,14.1,8.6,0.9,0
05065000100,05,065,000100,70.3,25.5,2.7,1.2,0.6,0.5,0,0,60.9,31.5,4.8,0
05065000101,05,065,000101,146.9,58.2,7.9,2,4.9,0,0,0,130.2,78.9,10.8,0
05065000102,05,065,000102,149.5,59.9,4.2,5.4,2.2,1.2,0,0,143,65.6,4.2,0
05065000103,05,065,000103,101,31.3,5.8,6.3,2.1,0.2,0,1,96.1,44.9,5.4,0
05065000104,05,065,000104,200.3,58.5,2.9,6.2,1.1,4.1,6,1,186.4,79,9.9,0
05065000200,05,065,000200,144.3,32.1,2.9,0.9,3.9,1.8,0.9,0,115.3,41.1,10.5,0
05065000201,05,065,000201,33,12,2,0,0,0,0,0,28,14,2,0
05065000202,05,065,000202,100,31,4,1,1,0,0,0,84,38,7,0
05065000203,05,065,000203,94.1,18.3,1.8,0,1.8,0,0,0,79.5,25.6,3.6,0
05065000204,05,065,000204,73,22,8,1,2,0,0,0,61,28,8,0
05065000300,05,065,000300,10,2.3,0,1,0,0,0,0,9.9,3.3,0,0
05065000301,05,065,000301,73.9,45.4,1,0,1,4,0,0,67.9,44.4,7,2
05065000302,05,065,000302,218,60.7,7,3,1,0,1,2,203.1,66.7,5,0
05065000303,05,065,000303,130.4,41.7,2.6,0.9,2.6,0.9,0.9,0,117.4,47,8.7,0
05065000304,05,065,000304,231.9,59.4,3.9,0,0,1,0,0,204.8,70,10.7,0
05067000001,05,067,000001,94.7,57.8,3.2,2.4,0.6,1.1,1.3,0.8,86.7,67.4,5,0.3
05067000002,05,067,000002,21.5,16.8,0,0.7,0,0.2,0.5,0.5,17.8,20,1,0
05067000003,05,067,000003,6.4,2.3,0.3,0,0,0.1,0.1,0,5.8,3,0.3,0
05067000004,05,067,000004,8.3,3.3,0.4,0,0.1,0.1,0.1,0.1,7.5,4.2,0.4,0.1
05067000005,05,067,000005,1.9,0.8,0,0,0,0,0,0.1,1.8,1,0.1,0
05067000007,05,067,000007,85.1,18.9,1.9,2.8,0,1.9,1.9,1,78.7,31.2,2.8,0
05067000008,05,067,000008,1.2,0.5,0.1,0,0,0,0,0,1.1,0.6,0.1,0
05067000009,05,067,000009,4.5,1.6,0.2,0,0,0.1,0.1,0.1,4.2,2.1,0.1,0
05067000011,05,067,000011,91.8,14.4,3,0.4,0,0.4,0,0.4,83.3,23.3,2.6,0
05067000012,05,067,000012,97.3,15.2,3.1,0.4,0,0.4,0,0.4,88.2,24.6,2.8,0
05067000014,05,067,000014,228.8,135,6.9,2,1,1,3.9,3.9,211.2,154.6,13.7,0
05067000015,05,067,000015,6.2,1,0.1,0.2,0,0.1,0.1,0,5.6,1.7,0.2,0
05067000016,05,067,000016,22.4,1.9,0,1,0,0,1,0,19.3,7,0.1,0
05067000017,05,067,000017,123,33,5,2,1,0,2,0,117,42,5,0
05067000018,05,067,000018,28.3,8.5,1.5,1.1,1.1,0.4,1.1,0.4,24.6,12.9,2.6,0.4
05067000019,05,067,000019,12.5,9.8,0,0.4,0,0.1,0.3,0.3,10.3,11.6,0.6,0
05067000020,05,067,000020,40,17.6,0.6,1,0.1,0.4,0.8,0.7,35.4,22.3,1.6,0.1
05067000021,05,067,000021,46,33.7,0.4,1.5,0.1,0.5,0.9,0.9,39.3,40,2.2,0
05067000022,05,067,000022,53.5,17.8,2.7,2,1.9,0.7,2,0.7,46.7,25.9,4.7,0.7
05067000024,05,067,000024,62,9.8,2,0.2,0,0.2,0,0.2,56.2,15.8,1.8,0
05067000025,05,067,000025,118.7,72.3,4,3,0.8,1.4,1.7,1,108.6,84.4,6.3,0.4
05067000026,05,067,000026,187.1,24.3,5.7,2.9,0.7,1.4,3.6,2.2,175.4,41.6,6.5,0.7
05067000028,05,067,000028,99.1,104.4,2.7,2,1.7,1.2,0.5,0.7,89.4,112.1,5.6,0.5
05067000030,05,067,000030,49.6,65,1.2,0.9,1.2,0.6,0,0.3,44.4,68.2,2.9,0.3
05067000031,05,067,000031,30.2,37,0.8,0.6,0.6,0.3,0,0.2,27.1,39.1,1.8,0.2
05067000033,05,067,000033,77.5,47.2,2.6,1.9,0.5,0.9,1.1,0.7,70.9,55.1,4.1,0.2
05067000034,05,067,000034,13.1,17.1,0.3,0.2,0.3,0.1,0,0.1,11.7,17.9,0.8,0.1
05067000035,05,067,000035,56.6,34.5,1.9,1.4,0.4,0.7,0.8,0.5,51.8,40.3,3,0.2
05067000036,05,067,000036,216.7,132.2,7.3,5.4,1.4,2.6,3.1,1.9,198.4,154.3,11.5,0.7
05067000037,05,067,000037,109,79.7,3.5,2.6,1,1.3,1.3,0.9,99.3,90.1,5.9,0.4
05067000038,05,067,000038,133.6,81.3,4.5,3.2,0.8,1.5,1.9,1.2,122.4,94.7,7.2,0.4
05067000039,05,067,000039,80.1,48.8,2.7,2,0.5,1,1.1,0.7,73.3,57,4.3,0.3
05067000040,05,067,000040,37.3,4.7,1.1,0.6,0.1,0.3,0.7,0.4,35,8.2,1.3,0.1
05067000041,05,067,000041,16.8,2.1,0.5,0.3,0.1,0.1,0.3,0.2,15.8,3.7,0.6,0.1
05067000042,05,067,000042,96.5,38.8,4.4,0,0.7,0.7,0.7,0.7,87,49,5.1,0.7
05067000043,05,067,000043,20.5,8.2,0.9,0,0.2,0.2,0.2,0.2,18.5,10.4,1.1,0.2
05067000044,05,067,000044,10.3,4.5,0.2,0.2,0,0,0.2,0.5,10,5.5,0.8,0
05067000045,05,067,000045,238.7,100.8,6.8,3,3.8,2,1.8,1,195.5,146.9,9.7,0
05067000046,05,067,000046,114.7,51.4,5.5,1.8,1,0.8,2.1,1.3,102.6,66.1,7.1,0
05067000047,05,067,000047,115.1,52.1,5.4,1.8,1,0.9,2.1,1.3,103.5,66.4,6.8,0
05067000048,05,067,000048,209.5,94,10.1,3.4,1.9,1.4,3.8,2.4,187.5,120.8,12.9,0
05067000049,05,067,000049,96.5,37.2,3.4,0.5,0.5,1.8,1.9,1,91.4,46.9,2.6,0
05067000050,05,067,000050,36.3,24.4,1.3,1.3,0,2,1.3,0.6,35,29.6,2.9,0
05067000051,05,067,000051,39.1,9.7,1.7,0.3,0.3,0,0.7,0.7,35.5,15.2,1.7,0
05067000052,05,067,000052,16.6,7.3,0.4,0.4,0,0,0.4,0.8,16.2,8.9,1.2,0
05069000001,05,069,000001,81.6,20.8,1.2,0.2,1.1,2,1.1,1,68.4,31.3,5.7,0
05069000002,05,069,000002,22,111,0,2,4,2,2,1,29,98,2,0
05069000003,05,069,000003,13.9,2,0,0,0,1,0,1,10.9,7,0,0
05069000004,05,069,000004,27.5,43.3,0,0,0,0,1,0,19.7,46.2,1,0
05069000005,05,069,000005,43.9,44.9,0.4,0,0.1,0.1,0.2,0.3,42.1,44.2,2.1,0
05069000007,05,069,000007,15,58.8,0,1.3,0.3,0,0.3,0,14.4,57.2,0.3,0
05069000008,05,069,000008,14.5,10.5,0,0,0,0,0,0,18.4,7.5,0,0
05069000009,05,069,000009,12.2,5.7,0,0,0,0,0,0,12.2,3.6,1,0
05069000010,05,069,000010,20.3,5.8,0,0,0,0,0,0,22.3,3,0,0
05069000011,05,069,000011,26.8,8.9,1,0,2,0,0,1,25.8,8.9,3,0
05069000026,05,069,000026,42,101,0.2,0,1.2,0,1.4,0,43.8,96.1,2.9,0
05069000027,05,069,000027,32,15,4,0,0,1,1,0,26,19,6,0
05069000028,05,069,000028,67,128,0,1,0,1,2,0,59,113,4,0
05069000029,05,069,000029,38,45,3,1,1,0,1,1,36,40,4,1
05069000030,05,069,000030,0,9,0,0,1,0,1,0,2,9,0,0
05069000031,05,069,000031,23,54,0,0,0,0,1,0,22,50,1,0
05069000032,05,069,000032,0.3,5.1,0.1,0,0,0,0,0,0.6,4.8,0.1,0
05069000033,05,069,000033,11.1,9.1,0,1,0,0,0,0,8.1,12.1,0,0
05069000034,05,069,000034,1,0.1,0,0,0,0,0,0,1.1,0,0,0
05069000036,05,069,000036,15.1,10.5,0.1,0,0.4,0.1,0.1,0,11.3,12.7,0.2,0.4
05069000037,05,069,000037,0,0,0,0,0,0,0,0,0,0,0,0
05069000040,05,069,000040,0,0,0,0,0,0,0,0,0,0,0,0
05069000041,05,069,000041,0,0,0,0,0,0,0,0,0,0,0,0
05069000045,05,069,000045,36.4,13.5,1,0,0,0,0,0,34,15.8,0,0
05069000050,05,069,000050,397,342,10,3,2,4,1,1,352,366,14,0
05069000051,05,069,000051,300.1,114.2,6,0,0,1,2,3,254.4,153.8,9.9,1
05069000053,05,069,000053,35,9,1,0,0,1,1,0,32,14,0,0
05069000054,05,069,000054,524.7,187.3,11,3,2,3,1,3,478.4,230.5,24.1,0
05069000055,05,069,000055,116,34,1,0,1,0,0,0,93,52,3,0
05069000056,05,069,000056,0,0,0,0,0,0,0,0,0,0,0,0
05069000057,05,069,000057,60.9,28.8,0,0,0,0,0,0,51.6,32.1,5.1,0
05069000058,05,069,000058,335.7,142,3.9,2.9,2,3,2,2,297.6,171.3,12.7,0
05069000059,05,069,000059,141,82,3,3,0,1,1,1,126,88,9,0
05069000060,05,069,000060,17,10,1,0,0,1,0,0,21,8,0,0
05069000061,05,069,000061,47.7,17.8,0,0.9,0,0.9,0,0,38.3,26.2,0.9,0
05069000062,05,069,000062,1.7,1.1,0,0,0,0,0,0,2.3,0.6,0,0
05069000064,05,069,000064,3.9,1,1,0,0,0,0,0,4.8,0,1,0
05069000065,05,069,000065,0,0,0,0,0,0,0,0,0,0,0,0
05069000066,05,069,000066,31,26,0,1,0,0,0,0,20,35,2,0
05069000067,05,069,000067,14.9,2.6,0,0,0,1,0,0,13.2,3.3,1,0
05069000073,05,069,000073,77.8,60.7,3.9,0.2,0.8,0.1,0,0.8,70.3,61.9,7.2,0
05069000074,05,069,000074,79.5,64.8,2.9,1,0,0,2,1,74.6,63.8,5.9,0
05069000075,05,069,000075,226,69,2,2,0,2,2,2,195,86,8,0
05069000076,05,069,000076,76,20,4,1,2,0,0,1,70,31,1,0
05069000077,05,069,000077,89,26,1,2,1,1,0,0,78,38,2,0
05069000078,05,069,000078,124,27,2,1,0,0,1,0,107,42,2,0
05069000079,05,069,000079,18.6,6.1,1,0,0,0,2,0,16.7,8.9,1,0
05069000080,05,069,000080,51,6,1,0,0,0,0,0,46,11,1,0
05069000081,05,069,000081,7,2,0,0,0,0,0,0,6,2,1,0
05069000082,05,069,000082,0,0,0,0,0,0,0,0,0,0,0,0
05069000083,05,069,000083,11.1,36,0,0,0,0,0,0,14.1,33.8,0.1,0
05069000084,05,069,000084,31.8,12.9,2,1,0,0,0,0,23.9,18.9,3,0
05069000085,05,069,000085,58.5,7.8,0,0,0,0,0,0,47.4,12.8,3,0
05069000086,05,069,000086,620,132,9,4,2,1,5,3,543,187,23,1
05069000087,05,069,000087,304.7,54,5.1,4.8,2.9,1,1.9,1,243,95.2,18.7,0
05069000088,05,069,000088,26.1,14.1,0.8,0.5,0.2,0,0.1,0,23.4,16,1.3,0
05069000089,05,069,000089,113,40,0,1,3,1,0,0,96,50,9,0
05069000090,05,069,000090,7.4,9.9,0,0,0,0,0,0,8.3,9.1,0,0
05069000091,05,069,000091,0,0,0,0,0,0,0,0,0,0,0,0
05069000092,05,069,000092,26,5,0,0,0,0,0,0,20,7,1,0
05069000093,05,069,000093,77.7,13,0.8,1.2,0.2,0.2,0,0.2,73.2,16.2,3.2,0
05069000094,05,069,000094,21.4,6.8,1,0,0,1,0,0,21.4,8.7,0,0
05069000101,05,069,000101,33.6,23.6,0.1,0,0.1,0,0,0,25.6,28,1.4,0
05069000102,05,069,000102,0,0,0,0,0,0,0,0,0,0,0,0
05069000103,05,069,000103,0,0,0,0,0,0,0,0,0,0,0,0
05069000104,05,069,000104,14,111,0,1,0,0,0,0,15,103,2,0
05069000105,05,069,000105,2,29,0,0,1,0,0,0,1,27,1,1
05069000106,05,069,000106,4.9,67.5,0,0,0,0,0,1,10.8,56.7,2,0
05069000107,05,069,000107,34.2,399.1,4.1,2,1,1,2,0.1,43.4,367.7,14.2,0
05069000108,05,069,000108,1,17,0,0,0,0,1,0,2,15,1,0
05069000109,05,069,000109,4,97,0,0,2,1,0,1,4,93,1,0
05069000110,05,069,000110,4,195,2,2,2,0,1,1,23,163,11,0
05069000111,05,069,000111,10,117,1,0,2,1,1,0,14,108,4,0
05069000112,05,069,000112,13,306,3,1,3,0,1,5,27,284,5,1
05069000113,05,069,000113,45,329,3,1,0,0,0,1,57,290,11,0
05069000114,05,069,000114,25,341,1,2,1,0,2,2,33,317,7,0
05069000115,05,069,000115,3.9,107.2,3.9,0,1,0,0,2,5.8,100.4,5.8,0
05069000116,05,069,000116,13,148,1,1,2,0,0,1,24,131,9,1
05069000117,05,069,000117,5,148,2,0,2,0,0,0,15,125,10,0
05069000119,05,069,000119,0,49,1,0,0,0,0,1,10,39,1,0
05069000120,05,069,000120,1,90,0,0,2,0,1,0,4,81,4,0
05069000121,05,069,000121,2,86,0,1,0,0,0,0,3,81,0,0
05069000122,05,069,000122,7,330,1,1,2,1,3,0,27,296,12,1
05069000123,05,069,000123,0,23,0,0,0,0,0,0,1,17,1,0
05069000124,05,069,000124,10,68,1,0,0,0,1,0,8,66,2,0
05069000125,05,069,000125,10.3,5.5,0,0,0,0,0,0,6.5,8.3,1,0
05069000126,05,069,000126,4,268,0,2,4,0,3,1,17,241,4,0
05069000128,05,069,000128,2.6,4.4,0,0,0,0,0,0,4.4,2.6,0,0
05069000130,05,069,000130,41.9,51.4,0.9,0,2.6,0.9,0.9,0,36.6,53.2,1.7,2.6
05069000201,05,069,000201,4,214,2,1,3,0,2,2,21,189,4,0
05069000202,05,069,000202,3,95,1,1,0,0,1,0,6,85,0,1
05069000203,05,069,000203,7,149,4,0,1,0,0,1,12,131,8,0
05069000204,05,069,000204,0,1,0,0,0,0,0,0,0,1,0,0
05069000205,05,069,000205,8,120,0,0,2,0,1,0,14,102,6,0
05069000206,05,069,000206,6,79,1,0,1,0,3,0,7,70,3,0
05069000207,05,069,000207,5,24,0,0,2,0,0,0,6,23,2,0
05069000208,05,069,000208,5,31,0,0,0,0,0,0,4,29,2,0
05069000209,05,069,000209,2,29,1,0,0,0,0,0,1,31,1,0
05069000210,05,069,000210,1,24,0,0,1,0,0,0,5,19,1,0
05069000211,05,069,000211,24,255,5,1,2,2,1,0,31,234,12,1
05069000212,05,069,000212,4,66,1,0,1,0,0,1,9,54,6,0
05069000213,05,069,000213,8,57,0,0,1,0,0,0,5,56,1,0
05069000214,05,069,000214,40,272,3,4,0,2,0,4,52,252,11,1
05069000215,05,069,000215,178,347,5,9,3,4,5,2,188,329,13,0
05069000216,05,069,000216,92,136,9,0,1,0,0,0,94,130,4,0
05069000217,05,069,000217,20,61,0,0,0,0,0,0,15,61,1,1
05069000218,05,069,000218,79,468,5,4,9,4,0,1,104,426,16,0
05069000219,05,069,000219,67,41,3,0,1,0,0,1,75,37,0,0
05069000220,05,069,000220,37.7,340.3,3,2,1,1,0,3,60.5,304.6,8.9,0
05069000221,05,069,000221,1,4,0,0,0,0,0,0,2,3,0,0
05069000222,05,069,000222,156,508,3,5,5,2,2,1,155,496,11,4
05069000223,05,069,000223,0,5.5,0.9,0,0,0,0,0,1.9,4.6,0,0
05069000224,05,069,000224,26.8,120.6,0.9,0.9,0,0.9,0,0,30.4,113.4,1.8,0
05069000225,05,069,000225,0,0.1,0,0,0,0,0,0,0,0,0,0
05069000226,05,069,000226,3.2,14.4,0.1,0.1,0,0.1,0,0,3.6,13.5,0.2,0
05069000227,05,069,000227,0,0,0,0,0,0,0,0,0,0,0,0
05069000301,05,069,000301,4,164,1,0,1,1,2,1,11,146,3,0
05069000302,05,069,000302,0,28,1,0,0,0,0,0,2,25,1,0
05069000303,05,069,000303,0,13,0,0,0,0,0,0,2,10,1,0
05069000304,05,069,000304,6,109,0,0,1,0,0,1,15,90,3,0
05069000306,05,069,000306,1.2,21.6,0.2,0,0,0,0,0,2.4,17.3,0.2,0
05069000307,05,069,000307,0.8,30.1,0.8,0,0,0,0,0,1.6,28.5,0.8,0
05069000308,05,069,000308,5,13.2,0,0,0,0,0,0,6,11.2,1,0
05069000309,05,069,000309,36.2,204.5,3.1,1,2,1,2,0,37.2,193.4,5.1,0
05069000310,05,069,000310,12.8,170.5,4.9,0,2,1,0,0,13.8,163.6,7.9,0
05069000311,05,069,000311,6,59,1,0,0,0,0,2,5,53,3,0
05069000312,05,069,000312,8,266,4,0,2,1,0,0,22,226,16,0
05069000313,05,069,000313,0.2,0.6,0,0,0,0,0,0,0.1,0.6,0,0
05069000314,05,069,000314,63.8,199.4,2,2,2,1,1,0,53.9,195.4,9,0
05069000315,05,069,000315,12,169,0,1,2,2,4,1,22,156,4,0
05069000316,05,069,000316,34,309,3,3,1,0,2,3,44,281,8,0
05069000317,05,069,000317,31,97,1,0,0,1,2,0,30,94,3,1
05069000318,05,069,000318,0,6,0,0,0,0,0,0,0,6,0,0
05069000319,05,069,000319,11,181,2,0,0,0,0,1,19,161,4,0
05069000320,05,069,000320,11,63,1,1,2,0,0,0,12,60,4,0
05069000321,05,069,000321,0,0,0,0,0,0,0,0,0,0,0,0
05069000322,05,069,000322,1,2,0,0,0,0,0,0,1,2,0,0
05069000323,05,069,000323,3,49,0,0,1,1,0,0,5,48,0,0
05069000324,05,069,000324,234.3,232.2,5,2.1,10,0.1,0,0,206.7,249.8,19.1,1
05069000325,05,069,000325,11.3,7,0.1,0.1,0,0,0,0,8.4,8.7,1.3,0
05069000326,05,069,000326,40,38,1,0,0,0,1,0,32,44,3,0
05069000327,05,069,000327,46,67,0,1,1,1,0,0,46,67,0,0
05069000328,05,069,000328,26,287,5,2,1,0,1,0,29,280,4,0
05069000329,05,069,000329,0,0,0,0,0,0,0,0,0,0,0,0
05069000330,05,069,000330,141,241,6,3,3,1,3,0,141,240,5,1
05069000331,05,069,000331,88,278,2,0,1,1,0,3,102,257,6,0
05069000332,05,069,000332,2,22,0,1,0,0,0,0,3,21,1,0
05069000401,05,069,000401,0.3,0.1,0,0,0,0,0,0,0.2,0.2,0.1,0
05069000403,05,069,000403,54.2,35.8,1.9,0,1,0,1,2.9,49.4,40.7,1.9,0
05069000404,05,069,000404,31,29,0,0,1,0,1,1,23,37,3,0
05069000405,05,069,000405,6.9,113.7,1,0,1,1,0,2,12.8,98.8,6.9,0
05069000406,05,069,000406,279.8,202.9,5.8,5.8,2.1,2,0,1.2,250.8,216,17.1,0
05069000407,05,069,000407,70,118,5,2,0,0,0,0,72,112,9,0
05069000408,05,069,000408,45,303,0,2,4,1,0,2,63,268,13,0
05069000409,05,069,000409,3.9,109.8,1,0,0,0,0,0,7,97.7,2.1,0
05069000410,05,069,000410,2,60,0,0,1,0,0,0,4,52,6,0
05069000412,05,069,000412,0.9,0.9,0,0,0,0,0,0,0.9,0.9,0,0
05069000413,05,069,000413,0,0,0,0,0,0,0,0,0,0,0,0
05069000414,05,069,000414,3.5,0.3,0,0,0,0,0,0,1.6,1.1,0,0
