GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
05011000008,05,011,000008,137,9,0,0,0,0,0,0,0,1,0,0,0,137,7
05011000009,05,011,000009,67.64,46.47,0,0,0,1.99,0.05,0,0,1,0.02,0,0,75.65,37.52
05011000010,05,011,000010,189.36,23.53,0,0,0,0.01,1.95,0,0,0,0.98,0,0,190.35,24.48
05011000011,05,011,000011,53.55,10.91,0.99,0,0,0.99,0,0,0,0,0,0,0,55.54,10.91
05011000012,05,011,000012,61.65,37.9,0.99,0.01,1.01,0.98,0,0,0,0.01,0,0.01,0,64.6,37.76
05011000013,05,011,000013,77.32,34.37,0.95,0,0,0,0,1.91,0,0,0,0.95,0,79.23,33.41
05011000014,05,011,000014,75.67,4.36,0.96,0,0.02,0,0,0,0,0,0,0,0,75.81,5.2
05013000100,05,013,000100,65.16,6.06,0,0,0.83,0,0,0,0,0.25,0.83,0,0,67.9,4.4
05013000110,05,013,000110,80.61,71.46,1,2,0.08,0,0,0,0,1,0.08,1,0,92.83,64.31
05013000200,05,013,000200,125.18,26.12,0,0,0.02,1,0,0,0,0,1.02,0,0,127.23,24.08
05013000201,05,013,000201,18.96,0.86,0,0,0,0,0,0,0,0.76,0,0,0,19.73,0.85
05013000300,05,013,000300,61.3,6.92,0.99,0,0,0,0,0,0,0,0,0,0,61.3,4.94
05013000301,05,013,000301,104,6,2,0,0,0,0,0,1,0,0,0,0,100,9
05013000310,05,013,000310,15.7,3.08,0.01,0,0,0,0,0,0,0,0,0,0,14.7,3.06
05013000320,05,013,000320,54,13,1,0,0,0,0,0,1,0,0,0,0,56,12
05013000400,05,013,000400,102,30,2,0,0,0,0,0,2,1,2,0,0,110,24
05013000401,05,013,000401,11,9,0,0,0,0,0,0,0,0,0,0,1,12,9
05013000410,05,013,000410,74,41,1,1,0,0,0,0,1,1,0,0,0,82,36
05013000500,05,013,000500,277.28,53.97,1.3,0.14,0.14,0.13,1,0.27,2,1.01,1.27,0,0,285.68,48.25
05013000600,05,013,000600,208.08,48.76,2.19,2.01,0.04,1.04,0.04,0,2.04,0,2,0,0,218.42,42.36
05013000700,05,013,000700,133,10,1,1,0,0,0,0,1,0,0,0,1,132,14
05013000701,05,013,000701,42,4,0,1,0,0,0,0,0,0,0,0,0,42,5
05013000702,05,013,000702,28,2,0,0,0,0,0,0,0,0,0,0,0,30,2
05013000800,05,013,000800,5.24,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0
05013000810,05,013,000810,136.75,55.39,1.73,0.87,0.87,0.87,0,1.73,0,0,1.73,0,0,145.4,51.06
05013000900,05,013,000900,21,0,0,0,0,0,0,0,1,0,0,0,0,22,0
05013000910,05,013,000910,86.76,94,2,0,0,0,1,0,1,1,0,3,1,103.76,76
05015000001,05,015,000001,599.92,242.8,9.25,2.72,1.09,0.54,3.27,1.09,2.18,2.18,1.63,1.63,3.27,621.15,234.09
05015000002,05,015,000002,502.08,203.2,7.75,2.28,0.91,0.46,2.73,0.91,1.82,1.82,1.37,1.37,2.73,519.85,195.91
05015000003,05,015,000003,17.63,4.93,0.16,0.03,0.06,0.07,0.07,0,0.04,0.02,0.02,0.05,0.02,18.01,4.78
05015000004,05,015,000004,487.79,137.49,4.39,0.63,2.51,2.51,1.88,0,0.63,0.63,0.63,1.88,0.63,497.84,133.09
05015000005,05,015,000005,88.16,24.85,0.79,0.11,0.45,0.45,0.34,0,0.11,0.11,0.11,0.34,0.11,89.97,24.05
05015000006,05,015,000006,113.99,263.97,4.18,3.54,1.29,1.61,0.64,0.32,2.25,0.97,0,0,0.97,122.36,263
05015000007,05,015,000007,187.32,403.75,6.44,5.24,2.04,2.35,1,0.46,3.32,1.5,0.04,0,1.43,200.4,401.55
05015000008,05,015,000008,69.95,161.84,2.57,2.17,0.79,0.99,0.39,0.2,1.38,0.59,0,0,0.59,75.08,161.24
05015000009,05,015,000009,613.96,634.25,11.18,4.22,4.85,1.17,2.08,0.03,2.18,3.01,1,0.11,1.1,641.65,613
05015000010,05,015,000010,192.28,75.61,2.53,1.5,0.51,0.51,2.51,0.5,1.51,0,0,1.51,1.01,209.36,61.57
05015000011,05,015,000011,186.57,73.65,2.45,1.47,0.49,0.49,2.45,0.49,1.47,0,0,1.47,0.98,203.26,59.9
05015000012,05,015,000012,198.96,43.64,2.02,0.03,0.66,0.99,0.34,0,0.67,0.33,0.01,0.68,0.66,201.69,44.25
05015000013,05,015,000013,222.29,49.35,2.26,0.02,0.75,1.12,0.41,0.01,0.76,0.37,0,0.76,0.76,225.5,49.9
05015000014,05,015,000014,175.66,38.9,1.78,0.01,0.6,0.89,0.31,0,0.59,0.3,0,0.6,0.59,178.08,39.43
05015000015,05,015,000015,224.6,209.44,4.48,1.6,1.61,0.64,0.31,0.39,1.8,1.73,0.12,0.57,0.57,234.41,210.66
05015000016,05,015,000016,155.96,43.76,1.41,0.21,0.79,0.79,0.6,0,0.2,0.2,0.2,0.6,0.2,159.17,42.36
05015000017,05,015,000017,281.18,43.86,4.07,3.09,1,1.07,0.05,0,2.07,0.02,1.01,0.06,1.03,279.45,51.86
05015000018,05,015,000018,102.49,19.65,0.94,0.7,0,0,0.23,0,0.23,0,0.23,0.47,0,104.59,18.72
05015000019,05,015,000019,81.72,19.75,0.19,0.58,0,0.97,0.39,0,0.77,0.19,0,0.39,0.39,83.27,20.72
05015000020,05,015,000020,863.5,665.48,14.47,6.33,0.9,3.62,4.52,0,3.62,2.71,1.81,2.71,2.71,910.51,621.17
05015000021,05,015,000021,367.28,102.65,3.47,1,0.01,0.5,1.47,0,1.97,0.51,0,0.01,0.01,375.72,99.67
05015000022,05,015,000022,107.81,22.15,0.98,0.65,0.08,0.08,0.27,0,0.23,0.02,0.23,0.48,0.02,110.02,21.17
05015000023,05,015,000023,226.16,43.29,2.08,1.5,0.03,0.04,0.5,0,0.51,0.01,0.51,1.01,0.01,230.7,41.31
05015000024,05,015,000024,249.9,26.83,0,2.12,1.41,0.71,0,0,1.41,0.71,0,0.71,0,250.61,27.53
05015000025,05,015,000025,126.38,30.64,0.31,0.89,0.01,1.48,0.6,0,1.18,0.3,0,0.6,0.59,128.78,32.09
05015000026,05,015,000026,157.11,37.37,0.46,1.12,0,1.72,0.71,0,1.41,0.34,0.03,0.74,0.69,160.1,38.99
05015000027,05,015,000027,151.9,150.48,3.2,1.07,1.42,0.36,0,0.36,1.42,1.42,0,0.36,0.36,157.95,154.39
05015000028,05,015,000028,63.92,15.45,0.15,0.45,0,0.76,0.3,0,0.61,0.15,0,0.3,0.3,65.13,16.21
05015000029,05,015,000029,384.89,105.68,3.6,1.02,0.04,0.54,1.54,0,2.03,0.51,0.01,0.03,0.01,393.63,102.58
05015000030,05,015,000030,104.2,11.2,0,0.88,0.59,0.29,0,0,0.59,0.29,0,0.29,0,104.49,11.49
05015000031,05,015,000031,79.86,78.84,1.67,0.56,0.74,0.18,0.01,0.18,0.73,0.73,0,0.18,0.18,83.05,80.71
05017000101,05,017,000101,86,166.72,1.94,0.05,0.02,0.64,0.01,0.65,1.27,0.01,0.64,0,0.63,99.28,132.76
05017000102,05,017,000102,13.98,174.76,0,0,0,1.75,0,1.75,3.5,0,1.75,0.87,0,38.45,127.58
05017000103,05,017,000103,205.53,218.11,3.02,0.02,0.01,1.01,0.01,0.01,5.01,1.01,0.01,1,1,212.56,170.84
05017000104,05,017,000104,894.77,330.77,5.04,3.95,1.96,1.61,0.98,2.59,2.23,0.98,1.67,0.13,0.37,912.06,253.42
05017000201,05,017,000201,26,135,2,0,0,1,0,0,1,1,1,0,0,46,99
05017000202,05,017,000202,21.01,167,0,0,1,1,0,0,2,0,1,0,0,39.01,129
05017000203,05,017,000203,3,145,1,0,0,0,1,0,0,1,1,0,0,12,113
05017000204,05,017,000204,4.61,164.35,0,0,0,0,0.99,0,0,0,1,0,0,21.42,110.89
05017000205,05,017,000205,288.1,110.29,0,0.98,0,0,0.01,0,0,0,2.94,0,0,291.23,74.52
05017000301,05,017,000301,24.07,196.34,0.99,0,0,0,0.03,0,1.99,0,1.02,0,0,50.79,147.63
05017000302,05,017,000302,44.34,258.33,1.04,0,0.04,1,0,2,2.02,1,1.04,0,0,74.54,196.59
05017000303,05,017,000303,58.61,145.23,1.7,0,1.7,0,0,0,0.85,0,1.7,0,0,67.1,112.96
05017000304,05,017,000304,82.31,48.51,0.27,0.01,0.26,0,0.98,0.01,0.15,0,1.25,0.01,0.01,81.02,41.15
05019000AW1,05,019,000AW1,128,136,5,2,0,3,2,1,0,0,0,0,0,145,124
05019000AW2,05,019,000AW2,288.19,410.85,8.97,6.98,1.99,3.99,0,0,4.99,4.99,1.99,0,1,344.04,348.02
05019000AW3,05,019,000AW3,211.07,311.03,9,2,1,1,0,1,1,2,0,2,2,245.07,277.02
05019000AW4,05,019,000AW4,213,568,8,2,5,2,0,1,6,9,0,0,5,271,484
05019000AW5,05,019,000AW5,463.04,487.2,7.91,2.08,4.04,2.94,2.14,1.04,6.06,9.18,3.92,1.04,0.06,544.43,413.03
05019000GW1,05,019,000GW1,71,48,0,0,1,0,0,0,0,0,0,0,0,82,31
05019000GW2,05,019,000GW2,70.23,44.51,0,0.99,1.98,0,0,1.98,1.98,0.99,0,0,0,76.16,41.54
05019000GW3,05,019,000GW3,19.53,96.75,1.04,0.02,0.02,1.02,0.02,1,1,1.04,0.04,0.02,0.02,33.65,75.77
05019000GW4,05,019,000GW4,107,47,2,1,0,0,0,0,0,2,0,0,0,110,45
05019000GW5,05,019,000GW5,52.39,66.3,1.01,1.01,0.01,0.01,0,0,2,3.99,0,0,0,68.43,53.25
0501900AMC1,05,019,00AMC1,159.4,31.83,1,2.98,0.99,0,0.99,0,0,1,0,0.99,0,160.41,32.83
0501900CEN1,05,019,00CEN1,390.04,122.41,3.02,2,1,0,0.01,0,1.01,3.02,0,2,0.01,408.1,111.36
0501900CRT1,05,019,00CRT1,184.93,73.2,3.85,0,0,0,0.96,0,0.96,2.89,0,0,0.96,194.56,64.53
0501900CVW1,05,019,00CVW1,39.48,20.73,0,0,0,0,0,0,0.99,0,0,0,0,38.49,20.73
0501900CVW2,05,019,00CVW2,56.34,29.47,2.57,0.91,0.91,0,0.1,0.03,0.95,0.2,0,0.03,0.03,63.38,26.02
0501900CVW3,05,019,00CVW3,39.41,35.89,0.76,0.76,0.76,0,0.01,0.76,0.76,1.52,0,0,0,43.25,35.84
0501900ECO1,05,019,00ECO1,227.44,249.19,5.93,3.96,0.99,0.99,0.99,0,1.98,1.98,0,0.99,0.99,257.1,206.67
0501900GDG1,05,019,00GDG1,214.28,56.3,1.94,0.97,1.94,1.94,0,0,0.97,0.01,0,0,0,224,47.56
0501900GMS1,05,019,00GMS1,13.72,26.57,0.01,0.03,1,0.01,0,0,0.01,1.02,0.99,0.99,0.01,16.91,24.44
0501900GSO1,05,019,00GSO1,164.08,71.58,1.01,2.99,1,1,0,0,1,2.99,0.01,0.01,0.99,183.05,58.53
0501900HWD1,05,019,00HWD1,133.53,45.5,0,1.98,0,0.99,0,0.99,0,0,0,0,0,138.47,40.55
0501900NCO1,05,019,00NCO1,434.94,58.96,6.73,5.79,1.93,1.92,0.01,0.96,0,5.77,0.96,1.93,0,442.64,65.69
0501900NEC1,05,019,00NEC1,464.2,199.43,1.76,2.23,2.27,0.06,2.72,1.16,3.2,6.03,0.08,0.91,0.9,497.58,173.39
0501900OKC1,05,019,00OKC1,34,14,2,1,0,0,0,0,2,2,0,0,0,36,18
0501900SCO1,05,019,00SCO1,189.94,40.82,1.92,0.97,0.98,0.96,0.96,0.02,0.02,1.93,1.92,0.96,0.96,196.73,41.75
0501900WCO1,05,019,00WCO1,184.33,133.4,3.05,3.02,0.05,2.05,0,1,0.02,2,0,0,0,204.57,106.18
0501900WHS1,05,019,00WHS1,26.1,2.02,0,0,0,0,0,0,0,0,0,0,0,26.1,1.02
05021000001,05,021,000001,815.01,210,11,2,5,0,0,1,2,1,2,1,0,833.01,201
05021000002,05,021,000002,422.99,124,5,1,1,0,0,0,3,3,1,0,0,449.99,102
05021000003,05,021,000003,321.68,86.11,1.98,0.99,0.99,0,0.99,0.99,0.99,0.99,0,0,0,326.62,82.15
05021000004,05,021,000004,327,128,7,2,1,0,0,0,1,0,0,1,0,331,127
05021000005,05,021,000005,129.51,17.09,1.01,1,2,0,0,0,1,0,1,0,0,132.52,19.09
05021000006,05,021,000006,196,21,0,1,0,1,0,1,1,0,0,0,0,201,20
05021000007,05,021,000007,93,14,0,0,1,0,0,0,0,0,1,0,0,92,14
05021000008,05,021,000008,52,8,1,0,0,0,0,0,0,0,0,0,0,52,8
05021000009,05,021,000009,155,30,4,0,1,0,0,0,0,0,0,0,0,156,28
05021000010,05,021,000010,95,26,0,0,1,0,2,0,0,0,2,0,0,103,18
05021000011,05,021,000011,201,35,3,0,1,1,1,0,0,1,0,0,0,208,29
05021000012,05,021,000012,85.05,26.7,1.98,0,0,0.99,0.99,0,0.99,0,0,0,0,89.01,26.7
05021000013,05,021,000013,64,16,0,0,3,0,0,0,0,0,0,0,1,67,16
05021000014,05,021,000014,39,7,0,0,1,0,0,0,0,1,0,0,0,40,8
05021000015,05,021,000015,42,13,0,0,0,0,0,0,0,1,0,0,0,40,13
05021000016,05,021,000016,581.49,101.91,11.99,2,0,0,2,0,0,4,2,2,0,596.48,99.91
05021000017,05,021,000017,462,97,5,1,1,0,1,0,1,1,0,0,0,474,90
05023000002,05,023,000002,94.95,18.8,3.76,0,0.94,0,0,0,0.94,0,0,0,0,94.95,23.5
05023000003,05,023,000003,244.05,23.2,2.24,0,1.06,0,0,0,0.06,3,0,0,1,250.05,22.5
05023000004,05,023,000004,160.05,40.85,3.11,0,1,0.11,1,0,2.11,2.22,1,1.33,0,170.82,38.74
05023000005,05,023,000005,178.95,23.15,0.89,0,0,0.89,0,0,0.89,1.78,0,2.67,0,185.18,22.26
05023000006,05,023,000006,170,10,0,0,0,1,0,0,0,0,0,1,0,171,10
05023000007,05,023,000007,323.96,52.42,3.94,0,0.99,0,0,0,0.98,0.01,0,0,0,323.02,54.39
05023000008,05,023,000008,438.98,88.57,3.06,0,1.01,1,1,0,0.02,2.99,1,0,1,446.93,88.6
05023000009,05,023,000009,342.87,51.84,1.04,0.12,3.09,0.08,1,0.96,1,5.94,0,1.93,0.04,355.29,50.45
05023000010,05,023,000010,85.42,8.95,1.99,0,1.98,0,0,0,0.99,2.97,0,0,0,91.36,10.95
05023000011,05,023,000011,268.95,40.59,9.66,0,1.95,0.96,0,0,0.01,0.03,0,0,0,267.08,52.18
05023000012,05,023,000012,328.18,86.72,1.99,1,1.99,0,0,0,1.99,2,1.99,0,0,344.13,75.77
05023000013,05,023,000013,275.34,40.25,1.01,0,1,1,0,0,1,3.99,0.01,0,0,284.38,40.19
05023000014,05,023,000014,387,47,1,1,1,1,2,0,1,4,0,1,0,387,54
05023000015,05,023,000015,551.54,138.12,12.96,0,3.99,1.01,4.95,0,0.03,4,0,2.99,0.01,565.43,146.17
05023000016,05,023,000016,555,135,5,0,6,1,0,0,1,5,1,0,0,581,121
05023000017,05,023,000017,723.14,205.96,14,1,5,3,3,0,1,5,2,1,0,770.11,186.99
05023000018,05,023,000018,673.45,186.24,5.16,1.99,6.04,1.04,2.99,0,3.04,6.04,1.99,2.04,0.03,693.4,185.51
05023000019,05,023,000019,1150.45,185.57,11.71,0.06,4.09,2.93,0.11,0.04,2.94,4.18,0.01,2.98,1.93,1152.46,202.63
05023000020,05,023,000020,180,27,0,0,1,0,0,0,1,1,0,1,0,178,30
05023000021,05,023,000021,169.83,50.54,0.36,0.01,0.95,0,0.01,0,0,0.01,0,0,0,177.09,44.59
05023000022,05,023,000022,324,40,2,0,0,1,0,0,1,2,1,0,0,326,41
05023000023,05,023,000023,314,29,0,0,1,2,0,0,0,0,0,0,0,309,38
05023000024,05,023,000024,414.75,88.61,1.89,2.83,4.71,1.89,0.94,0,0.94,3.77,0,0,0.94,435.49,78.24
05023000025,05,023,000025,242.01,43,4,1,2,0,0,0,1,3,0,0,0,246.01,46
05023000026,05,023,000026,100,14,0,0,0,2,0,1,1,0,0,1,0,102,16
05023000027,05,023,000027,514.96,63.48,6.31,0.03,4.08,1.07,0,0,1.07,3.08,0,1.06,0.04,535.04,57.88
05023000028,05,023,000028,20.15,3.4,0.69,0.06,0.02,0.01,0,0,0.02,0.01,0.02,0,0.02,19.61,4.69
05023000029,05,023,000029,60.73,15.67,0,0,0.98,0,0,0,0,0,0,0,0,62.68,14.69
05023000030,05,023,000030,200.31,36.48,2,0,0.02,0,0,0,1,2.02,0,1,1,210.39,31.46
05023000031,05,023,000031,170.45,36.88,2.99,0,0,1,0,0,0,1,0,0,0,178.42,32.89
05023000032,05,023,000032,240.16,55.29,0,0,0.86,0,0,0,1.73,0,0,2.59,0,246.21,50.97
05023000033,05,023,000033,182.48,33.93,1,0,0,0,0,0,0.99,2.99,0,0,0,185.48,36.92
05023000034,05,023,000034,150.84,34.71,1,0,0.14,2,1,0,0.27,0,0,1.41,1,158.79,29.03
05023000035,05,023,000035,78.74,29.6,0,0.93,0.01,0,0.93,0,0,1.86,0,0,0,85.37,24.84
05025000003,05,025,000003,122,57,2,0,0,0,2,0,0,0,0,0,0,132,51
05025000004,05,025,000004,197,31,3,0,0,0,0,1,1,0,0,0,0,199,32
05025000005,05,025,000005,112,17,0,0,0,0,0,0,0,0,0,0,0,117,12
05025000006,05,025,000006,221.69,22.52,2.99,0.46,1,0,0,0,0,0,0.23,0.23,1,225.98,24.14
05025000007,05,025,000007,94.81,25.44,0,1.54,0,0,0,0,0,0,0.77,0.77,0,102.52,20.81
05025000008,05,025,000008,287,31,4,0,1,0,0,0,0,1,2,0,0,291,34
05025000009,05,025,000009,121,27,1,0,1,0,0,0,0,0,0,0,0,122,25
05025000010,05,025,000010,210.55,62.68,3.92,0.98,0,0,0,0,0,0,0.98,0,0,223.28,52.88
05025000011,05,025,000011,154,11,1,0,0,0,1,0,1,1,0,0,1,157,10
05025000012,05,025,000012,15.96,6.58,0,0,0,0,0,0,0,0,0,0,0,15.96,6.58
05025000014,05,025,000014,176.4,23.27,0.01,1,0,0,1,0,0,0,1,0,0,176.46,23.22
05025000015,05,025,000015,138,24,0,0,0,0,0,0,1,0,0,0,0,145,17
05025000016,05,025,000016,378,57,1,0,0,0,0,0,0,1,1,0,0,385,53
0502500001A,05,025,00001A,217.4,144.79,4.48,1.82,0.89,0.03,2.68,0,1.78,1.82,1.82,0.89,1.8,250.55,116.2
0502500001B,05,025,00001B,117.2,34.94,1.52,2.18,0.11,1.97,0.32,0,0.21,2.18,2.18,0.11,1.2,129.99,28.59
0502500002A,05,025,00002A,125.6,61.01,1.14,0,1,0,0.15,0,0,0.15,1,0,0,135.56,47.36
0502500002B,05,025,00002B,172.4,12.99,0.86,0,0,0,0.85,0,0,0.85,0,0,0,172.44,14.64
05027000001,05,027,000001,1182.8,285.46,6.15,10.04,7.09,1.98,0.36,1.02,1.17,2.12,2.03,0.99,3,1217.89,238.25
05027000002,05,027,000002,659.84,368.65,2.11,13.52,2.18,3.02,1.07,2.01,1.01,4.13,1,1.01,0.07,681.83,302.98
05027000003,05,027,000003,460.08,356.74,7.95,2.98,7.95,0.99,1.99,4.97,6.96,3.97,2.98,0.99,5.96,504.8,294.14
05027000004,05,027,000004,117.92,498.04,5.99,10,7.98,2.99,1.98,1.99,1,2,0.02,1,7.95,175.69,361.81
05027000005,05,027,000005,584.72,194.02,8.87,0.92,0.91,0.01,2.66,0,0.89,0.89,0.01,0,0.01,601.65,170.83
05027000006,05,027,000006,732,321,9,7,3,2,1,0,3,1,1,4,4,758,281
05027000007,05,027,000007,231.25,120.25,0.95,1.91,0.96,0.01,0,0.01,0.94,0,1.88,0,0.01,235.08,100.36
05027000008,05,027,000008,76.98,68.63,1.04,1.07,0.04,0,0,0,1.04,1,0.07,0,2,87.11,53.87
05027000009,05,027,000009,282.72,99.08,1,3.97,3.97,0.99,0,0.99,0.16,0.16,0,0,0.99,291.21,81.86
05027000010,05,027,000010,105.55,275.49,1.01,7.02,6.02,3.01,0,0.01,1,4,1,1,3.01,135.6,225.4
05027000011,05,027,000011,521.3,108.11,4.01,4,3,0,0,0,2,4,1,0,0,524.31,103.1
05027000012,05,027,000012,47.94,40.95,3,1,1,2,0,1,0,0,0,0,0,50.93,37.95
05027000013,05,027,000013,327.96,63.75,0.97,7.55,1.91,0,0.94,0,0,1.91,0,0,0,336.59,54.18
05027000014,05,027,000014,211.11,18.4,0.97,0,0.97,0,0,0,0,0.97,0,0,0,216.92,13.56
05029000001,05,029,000001,117.33,7.39,0.01,2,0.01,0,1,0,1,1.01,0,1.01,0.02,121.3,9.41
05029000002,05,029,000002,233.27,46.26,4.92,0,0.98,0,0.98,0.98,0,2.95,0.98,0,0.98,229.33,60.04
05029000003,05,029,000003,195.42,90.38,1.33,0,0.13,0.13,2.13,0,2.69,3.4,0.06,1.81,1.88,208.85,89.85
05029000004,05,029,000004,203.1,88.73,2.96,0,0.99,0.99,0.99,0,1.97,4.93,0.99,0.99,0.99,235.63,68.03
05029000005,05,029,000005,179.05,39.11,0.87,0,0.87,0,0.87,0,0,0.87,0,0,0.87,184.27,37.38
05029000006,05,029,000006,14.38,121.88,0.01,1,1,0,3.99,0,1,5,0,1,0,28.36,119.9
05029000007,05,029,000007,170.04,140.06,1.87,0,0.93,0,2.8,0,0.01,6.54,2.8,0.93,1.86,176.61,140.05
05029000008,05,029,000008,30,4,1,0,0,0,0,0,0,0,0,0,1,29,7
05029000009,05,029,000009,104,62,2,0,0,0,2,0,1,0,1,0,1,109,63
05029000010,05,029,000010,205.96,59,0.44,0.98,0,0,1.21,0.33,0.68,1.95,0.33,0.23,0.56,208.88,60.55
05029000011,05,029,000011,121.05,34.4,0.78,0,0.78,0.76,0.76,0,2.29,0.78,0,0.79,1.57,127.85,35.96
05029000012,05,029,000012,238.45,57.57,3.89,0.95,0.08,0,0.96,0.01,0,1.98,2.86,2.06,0.25,235.31,67.28
05029000013,05,029,000013,391,110,9,5,0,0,1,0,3,4,4,0,2,397,121
05029000014,05,029,000014,80.21,20.05,0.04,0,0.99,0.01,0.01,0,0.99,0.06,0.01,0.03,0.05,79.5,21.83
05029000015,05,029,000015,189.11,119.23,1.17,0.02,1.09,0,2.23,0,3.01,7.5,0.2,1.1,0.14,209.71,114.13
05029000016,05,029,000016,18,5,0,0,0,0,0,0,0,0,0,0,0,19,4
05029000017,05,029,000017,275.17,253.96,6.55,0,1.87,1.87,5.62,0,0.95,11.24,0.94,0.95,1.88,293.96,257.69
05029000018,05,029,000018,463.22,299.22,7.76,0,1,0.96,2.94,0,0.98,10.7,0,1.02,3.87,489.58,284.59
05029000019,05,029,000019,43.6,3.63,0,0,0,0,0,0,0,0,0,0,0,42.69,4.54
05029000020,05,029,000020,268,174,10,2,3,0,4,0,3,4,1,1,1,290,173
05029000021,05,029,000021,265.23,108.35,2.12,0.05,2.12,0,1.07,0.05,2.05,4.16,1.05,0,0.21,275.88,103.34
05029000022,05,029,000022,154.72,24.9,0.08,2.26,0.02,1.51,0.77,0.02,0,0.8,0.02,0,0.77,153.14,30.4
05029000023,05,029,000023,85.54,37.04,0.67,2.02,0,0,2.02,0.67,0.67,1.35,0.67,0,0.67,86.21,42.43
05029000024,05,029,000024,259.41,73.91,0.06,0,0.09,1,3.05,1.99,0.03,0.06,1,0,2.05,268.69,63.89
05029000025,05,029,000025,136.55,44.88,0.95,0.95,0.95,0,0,0.95,0.95,1.91,0.95,0,2.86,141.32,47.74
05029000026,05,029,000026,28.84,15.7,1,0,0,0.05,0,0,1,1,0.05,0.09,0.05,30.02,17.75
05029000027,05,029,000027,230.66,67.18,1.32,0.05,1.12,0.24,0.29,0,0.71,1.22,0.15,2.11,3.13,229.11,70.8
05029000028,05,029,000028,72.55,17.1,0.01,0,0,0,0,0,1.01,0.07,0,1,0,68.75,15.95
05029000029,05,029,000029,268.91,198.88,9.91,0,1.58,0,3.88,0,0.79,2.48,3.02,0.86,2.3,289.25,192.48
05029000030,05,029,000030,571.54,255.96,6.09,0.74,2.26,0.53,4.19,0,1.15,6.59,0.98,2.88,2,595.78,246.48
05029000031,05,029,000031,61.21,25.88,1.15,0.1,0.03,0.03,0.01,0,0.1,1,0,0,0.03,62.32,27.14
05031000001,05,031,000001,254,277,6,6,0,1,0,0,3,0,1,0,0,261,275
05031000002,05,031,000002,294,274,12,2,1,0,0,3,2,0,1,2,1,312,266
05031000003,05,031,000003,279.47,279.47,11.07,3.69,1.84,0,0,0,1.84,0,0,0.92,0,295.15,269.33
05031000004,05,031,000004,313,260,9,3,1,4,1,1,4,0,1,2,0,319,270
05031000005,05,031,000005,418.77,258.98,11.93,2.31,0.17,1.01,0,1,3.17,2.02,0,2.08,0.01,443.11,243.14
05031000006,05,031,000006,714.46,209.25,9.05,1.01,1,0.02,0,1.01,3.01,2.01,0,0,0,742.56,189.21
05031000007,05,031,000007,1032.08,295.21,9.01,1.01,2,2,0,0,8,1,2,0,0,1041.1,298.19
05031000008,05,031,000008,890.53,308.02,15.95,3.22,1,0,0,1,4.43,0,0.43,1.22,0,910.32,302.88
05031000009,05,031,000009,587.27,215.76,10.02,2.01,2,0.01,0,2,5.02,0,0,0,0,617.33,195.73
05031000010,05,031,000010,455.7,230.32,8.9,1.98,0,3.95,0,0.99,1.98,0.99,0,0,0,472.5,223.4
05031000011,05,031,000011,487.84,154.74,7,0.78,0,0,0,0,1.56,0,1.55,0.78,0,487.08,157.83
05031000012,05,031,000012,508.87,232.61,10.09,1.01,0,1,0,0,3.02,1,0.03,3.01,0,519.94,220.56
05031000013,05,031,000013,460.96,362.95,13,5,1,3,0,1,5,1,1,0,0,481.96,361.94
05031000014,05,031,000014,172.36,263.44,11.75,2.94,0.98,1.96,0,0,3.92,0.98,0,0.98,0,189.01,258.54
05031000015,05,031,000015,455.96,351.65,5.31,1.09,1.03,6.05,0.02,0,5.09,1.02,2,2.02,0,481.68,338.23
05031000016,05,031,000016,429.71,239.38,6.87,0.98,0.98,0.98,0,0.98,0,0.98,0,0.98,0,444.42,225.64
05031000017,05,031,000017,525.76,281.03,9.26,1.1,1.04,1.07,3,0.02,3.1,1.02,1,0.04,0,555.46,258.52
05031000018,05,031,000018,451.26,266.43,7.95,4.93,0.99,2.97,0,0.01,5.91,0.01,0,0.99,0,475.95,251.63
05031000019,05,031,000019,119.09,205.1,4.73,1.89,5.67,1.89,0,1.89,4.73,1.89,0,0.95,0,151.23,184.31
05031000020,05,031,000020,423.68,271.91,7.94,2.97,0.99,1,1.98,0,1,0,0,0,0,468.31,234.23
05031000021,05,031,000021,508.72,347.94,8.27,2.08,1.11,0.14,0,0.14,2.23,0.07,3.95,1.04,0.04,528.55,329.81
05031000022,05,031,000022,469.64,323.7,7.72,1.96,1.18,2.9,0,2.9,4.9,1.02,0,0.98,0.94,486.04,320.95
05031000023,05,031,000023,360.96,267.97,7,3,2,0,0,0,2,0,1,2,0,368.96,264.97
05031000024,05,031,000024,361,268,10,4,0,1,0,0,2,0,0,0,1,388,251
05031000025,05,031,000025,376.5,283.4,5.14,2.02,0.01,0.02,0,0.01,2.04,1.02,0,1.01,1.01,396.82,257.29
05031000026,05,031,000026,200.55,296.23,8.23,2.11,4.02,1.13,0,1.06,9.16,1.13,2.96,0.07,0.14,226.1,284.4
05031000027,05,031,000027,305.95,279.36,17.63,1.87,0.97,1.86,0,0.94,3.8,1.86,0.03,0.92,1.85,344.08,266.31
