GEOID,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGJAN,G20PRECBLA,G20PREIPIE,G20PREOFUE,G20USSRSUL,G20USSDGRO,G20USSOHOW,G20HALRYOU,G20HALDGAL
020200027113003,60.8,60.3,3,0.1,0.1,0,0,66,54.4,3.1,62.1,61
020200027113002,10,9.9,0.5,0,0,0,0,10.9,9,0.5,10.2,10
020200007012001,22.2,27.7,1.6,0.2,0,0.1,0.1,21.7,27.8,2.7,21.9,29.6
020200007023010,4.1,6.3,0.6,0.1,0,0,0,4.2,5.6,0.8,4.2,6.4
020200015002006,8.4,14.2,0.3,0.2,0.1,0.1,0,9.2,13.1,0.6,8.6,14
020200016021012,0,0,0,0,0,0,0,0,0,0,0,0
020200029004061,0,0,0,0,0,0,0,0,0,0,0,0
020200009012006,0.1,0.2,0,0,0,0,0,0.1,0.2,0,0.1,0.2
020200016011016,5.4,7.7,0.1,0.1,0,0,0,5.1,7.6,0.6,5.2,8
020200006002008,4.4,6.7,0.3,0.1,0.1,0,0,3.8,6.9,0.8,4.2,7.2
020200009012013,4.6,6.7,0.1,0.1,0,0,0,4.4,6.6,0.5,4.5,6.9
020200016013008,12.2,29.1,0.6,0.7,0,0.4,0.2,12.7,26.4,2.3,14,27
020200006001028,0,0,0,0,0,0,0,0,0,0,0,0
020200008023004,50.7,68.4,3.1,0.8,0.8,0,0,51.8,65.3,6.5,50.7,72.9
020200013002011,9.7,20.5,0.5,0.1,0,0,0,11.2,19.6,0.3,10.7,19.6
020200022013009,0,0,0,0,0,0,0,0,0,0,0,0
020200011002004,7.8,14.1,0.2,0,0,0,0,7.3,14.2,0.8,7.6,14.7
020200014002007,6.9,15.6,0.5,0.2,0.1,0.1,0.1,7,15.6,0.7,7.2,15.8
020200015001006,38.7,55.5,1.8,0.7,0.1,0.1,0,41,52.3,0.9,39.1,54.5
020200011002005,2.3,4.1,0.1,0,0,0,0,2.1,4.2,0.2,2.2,4.3
020200023011061,153.1,151.6,6,3.3,0.7,0,0.2,160.6,145.6,8.6,159.1,156.9
020200023034013,104.7,109.8,3,1.4,0.4,0.6,0,109.8,99.7,8.1,106.9,112.2
020200001022006,9.8,4.3,0.5,0.1,0.1,0,0,9.9,4,0.7,9.9,4.6
020200002042047,0,0,0,0,0,0,0,0,0,0,0,0
020200002021019,6,4,0.5,0,0,0,0,6.2,3.8,0.6,6,4.5
020200002032010,17.1,9.9,0.7,0.1,0.1,0,0,18.3,8.9,0.8,17.5,10.5
020200001013048,14.2,6.1,0.7,0,0,0,0,14.5,5.7,0.6,14,6.8
020200001011029,0,0,0,0,0,0,0,0,0,0,0,0
020200001012082,0,0,0,0,0,0,0,0,0,0,0,0
020200001012079,0,0,0,0,0,0,0,0,0,0,0,0
020200002031015,30.8,17.5,1.3,0.1,0,0.1,0,32,16.5,1.8,31.4,18.6
020200001012083,0,0,0,0,0,0,0,0,0,0,0,0
020200027123007,7,8.9,0.1,0.1,0,0,0,7.2,8,0.7,7.1,8.8
020200028113003,23.2,22.1,0.5,0.1,0.2,0.1,0,23.5,20.3,2.2,24,21.4
020200018024015,12,18.7,0.7,0.7,0,0.1,0,12,18.3,1.6,11.9,20.5
020200018024021,13.6,21.3,0.8,0.8,0,0.1,0,13.7,20.9,1.8,13.5,23.3
020200004001082,13.9,7,1.7,0,0.1,0,0,13.4,7.1,1.9,13.5,8.7
020200017311000,26.9,28,1.4,0.5,0.1,0,0,26.5,28.1,2.3,26.6,30.5
020200007021005,90.1,137.3,13.4,1.6,0.4,0.6,0.4,91.1,121.4,17.3,92.3,139.7
020200004001180,0,0,0,0,0,0,0,0,0,0,0,0
020200007033008,7.6,9.4,0.3,0.2,0,0.1,0,7.3,8.6,1,7.2,9.7
020200017314005,28.1,29.9,1.2,0.3,0.1,0.1,0,29.7,26.9,2.1,29.2,29.7
020200017023005,16.7,17.8,0.7,0.2,0.1,0,0,17.7,16,1.2,17.4,17.7
020200009011000,0,0,0,0,0,0,0,0,0,0,0,0
020200017315006,24.3,25.2,1.2,0.4,0.1,0,0,23.9,25.3,2.1,24,27.5
020200017321012,26.9,26.7,1.4,0.1,0.2,0.3,0,27.7,25.9,2.3,27.8,27.9
020200017321005,22.2,22.1,1.1,0.1,0.2,0.3,0,22.9,21.4,1.9,22.9,23.1
020200017322004,37.7,43,1.8,0.6,0,0.2,0,38.5,41.4,3.4,38.5,43.6
020200007032003,26,32,0.9,0.6,0,0.4,0.1,24.8,29.1,3.3,24.5,32.8
020200007031012,8.7,10.7,0.3,0.2,0,0.1,0,8.3,9.7,1.1,8.2,10.9
020200029001020,11.4,20,0.5,0,0.2,0.3,0,10.6,21.8,1.5,11.8,21.1
020200001012074,13.7,8,0.5,0.1,0,0,0,14.2,7,0.8,13.9,7.9
020200002021009,19.2,11.3,1.5,0.2,0,0.1,0,18.6,11.2,2.1,18.7,12.8
020200002021017,21.9,14.8,1.7,0.1,0.1,0,0.1,22.6,13.9,2.1,22.1,16.6
020200002022015,13.8,6.8,0.8,0.1,0.1,0,0,14.2,6.2,0.7,13.7,7.4
020200002023011,6,4,0.5,0,0,0,0,6.2,3.8,0.6,6,4.5
020200002011026,40.8,23.9,3.2,0.3,0.1,0.3,0,39.5,23.7,4.5,39.6,27.1
020200003001045,0,0,0,0,0,0,0,0,0,0,0,0
020200002024015,14.1,9.4,0.7,0.3,0.4,0.1,0,15,8.9,1,14.5,10.2
020200002022002,32.1,15.9,1.9,0.3,0.1,0,0,33.1,14.5,1.7,32.1,17.2
020200002031000,40.2,22.8,1.7,0.1,0,0.1,0,41.8,21.5,2.4,41,24.2
020200002031013,32.2,18.3,1.3,0.1,0,0.1,0,33.4,17.2,1.9,32.8,19.4
020200002032020,9.7,5.6,0.4,0.1,0,0,0,10.4,5.1,0.5,9.9,5.9
020200002042009,0,0,0,0,0,0,0,0,0,0,0,0
020200028132008,0,0,0,0,0,0,0,0,0,0,0,0
020200029001017,0,0,0,0,0,0,0,0,0,0,0,0
020200002022013,17.1,8.4,1,0.2,0.1,0,0,17.6,7.7,0.9,17,9.1
020200002023014,3.5,2.4,0.3,0,0,0,0,3.6,2.2,0.3,3.5,2.6
020200003001047,0,0,0,0,0,0,0,0,0,0,0,0
020200002022005,3.9,1.9,0.2,0,0,0,0,4.1,1.8,0.2,3.9,2.1
020200002023003,13,8.8,1,0.1,0.1,0,0,13.4,8.2,1.2,13.1,9.8
020200002024010,13.5,9,0.7,0.2,0.4,0.1,0,14.4,8.6,0.9,13.9,9.8
020200002024021,24.7,16.5,1.2,0.5,0.7,0.1,0,26.3,15.6,1.7,25.3,17.9
020200002024003,34.7,23.2,1.7,0.6,1,0.2,0,36.9,22,2.4,35.5,25.1
020200002024005,9.4,6.3,0.5,0.2,0.3,0.1,0,10,6,0.6,9.6,6.8
020200001024026,1.2,0.6,0,0,0,0,0,1.2,0.5,0.1,1.3,0.5
020200016013014,4.6,11,0.2,0.3,0,0.2,0.1,4.8,10,0.9,5.3,10.2
020200018023005,7.2,10,0.5,0.3,0,0,0,7,10,1.2,7.5,10.5
020200016012002,9.2,22,0.4,0.5,0,0.3,0.1,9.6,20,1.7,10.6,20.5
020200016012000,12.2,29.1,0.6,0.7,0,0.4,0.2,12.7,26.4,2.3,14,27
020200018022007,4.7,6.5,0.3,0.2,0,0,0,4.6,6.5,0.8,4.9,6.8
020200019004007,0,0,0,0,0,0,0,0,0,0,0,0
020200018011008,0,0,0,0,0,0,0,0,0,0,0,0
020200018011003,13.2,17.7,0.9,0.1,0.1,0.1,0.1,13.9,16.6,1.1,13.3,18.8
020200026031008,45.7,48.8,2.7,0.9,0.1,0,0.4,47.6,45.4,3.7,46.1,51.5
020200026013037,0.3,0.3,0,0,0,0,0,0.4,0.3,0,0.3,0.3
020200028121001,1.9,1.5,0.1,0,0,0,0,2.1,1.3,0.1,2,1.5
020200028114002,5.7,5.5,0.1,0,0,0,0,5.8,5,0.5,5.9,5.3
020200026033009,11.3,10,0.4,0.1,0,0,0,11.7,9.9,0.6,11,11.4
020200028212010,37.6,19.3,1.7,0.2,0,0.1,0,40.6,18.8,1.2,39.6,21
020200025022028,0,0,0,0,0,0,0,0,0,0,0,0
020200029002043,0,0,0,0,0,0,0,0,0,0,0,0
020200007031011,66.2,81.5,2.2,1.4,0,0.9,0.3,63.2,74.2,8.4,62.3,83.7
020200028232026,7.5,5.8,0.3,0.1,0,0,0,8.5,4.6,0.2,8.1,5.4
020200028121009,175,124.7,5.9,2.3,1.1,0.2,0,192.8,108,6.4,183.1,125.3
020200002033021,63.3,43.4,3.7,0.7,0.2,0,0,68.2,38.1,3.7,66,44.1
020200017324003,19.3,26.2,1.3,0.2,0,0.1,0,20.5,25,1.5,20,26
020200001012043,0,0,0,0,0,0,0,0,0,0,0,0
020200027114026,29.5,24,0.9,0.2,0.2,0.1,0.1,32.2,21.8,0.8,31.7,22.2
020200027114007,79.5,64.7,2.4,0.6,0.4,0.4,0.4,86.9,58.9,2.2,85.4,59.8
020200001023015,23.9,10.6,1.1,0.2,0.2,0,0,24.1,9.8,1.7,24.1,11.2
020200004001019,0,0,0,0,0,0,0,0,0,0,0,0
020200004001170,0,0,0,0,0,0,0,0,0,0,0,0
020200004001189,4.9,2.5,0.6,0,0,0,0,4.8,2.5,0.7,4.8,3.1
020200004001023,0,0,0,0,0,0,0,0,0,0,0,0
020200004001155,0,0,0,0,0,0,0,0,0,0,0,0
020200004001134,0,0,0,0,0,0,0,0,0,0,0,0
020200004001094,0,0,0,0,0,0,0,0,0,0,0,0
020200007033012,10.2,12.5,0.3,0.2,0,0.1,0,9.7,11.4,1.3,9.6,12.9
020200007034001,9.4,8.9,0.6,0.1,0.1,0,0,9.2,8.5,0.7,9.2,9
020200029001024,0,0,0,0,0,0,0,0,0,0,0,0
020200002042057,16.2,11.1,1,0.1,0.1,0,0,17.7,9.4,0.9,17,10.4
020200016012014,12.6,30,0.6,0.7,0,0.4,0.2,13.1,27.2,2.3,14.4,27.8
020200016012009,7.9,18.9,0.4,0.5,0,0.3,0.1,8.3,17.2,1.5,9.1,17.6
020200018022004,12,16.7,0.8,0.5,0,0,0,11.7,16.7,1.9,12.5,17.5
020200018011002,13.2,17.7,0.9,0.1,0.1,0.1,0.1,13.9,16.6,1.1,13.3,18.8
020200026013005,0,0,0,0,0,0,0,0,0,0,0,0
020200018024005,8.4,13.2,0.5,0.5,0,0,0,8.5,12.9,1.1,8.4,14.4
020200018024009,33.8,52.8,2.1,1.9,0,0.2,0,33.9,51.8,4.6,33.5,57.8
020200026011015,23.2,26,1.2,0.3,0.2,0.2,0.2,23.5,25,2.8,23.6,27.1
020200004001120,27.4,13.9,3.3,0,0.1,0,0,26.5,14,3.7,26.6,17.1
020200010004015,1.7,4.1,0.1,0,0,0,0,1.9,3.7,0.2,1.8,4.1
020200028133001,0,0,0,0,0,0,0,0,0,0,0,0
020200023011062,0,0,0,0,0,0,0,0,0,0,0,0
020200029002060,6.1,27.9,0.5,0.4,0.1,0,0,6.8,27.1,0.8,6.6,27.4
020200025023022,0.7,0.5,0,0,0,0,0,0.7,0.5,0.1,0.7,0.6
020200017322006,30.1,34.3,1.4,0.5,0,0.2,0,30.8,33.1,2.7,30.8,34.8
020200002042000,0,0,0,0,0,0,0,0,0,0,0,0
020200029003005,9.8,45,0.8,0.6,0.2,0,0,11,43.9,1.3,10.6,44.2
020200002041012,0,0,0,0,0,0,0,0,0,0,0,0
020200029004052,0,0,0,0,0,0,0,0,0,0,0,0
020200029004021,0,0,0,0,0,0,0,0,0,0,0,0
020200029004028,0,0,0,0,0,0,0,0,0,0,0,0
020200027021002,60,52.2,2.5,0.2,0,0.2,0,65.9,48.7,1.2,64.1,50.8
020200027021003,39.3,32.4,1.5,1.2,0,0.3,0.1,41.4,30.1,3.1,40.3,35.4
020200027124001,44.8,44,2.1,0.3,0.6,0.6,0,49,40.2,2.7,46.9,44.8
020200027023004,0,0,0,0,0,0,0,0,0,0,0,0
020200027124002,11.7,11.5,0.5,0.1,0.2,0.2,0,12.8,10.5,0.7,12.2,11.7
020200027124005,26.3,25.8,1.2,0.2,0.4,0.4,0,28.7,23.5,1.6,27.4,26.2
020200027023007,0,0,0,0,0,0,0,0,0,0,0,0
020200027023022,39.2,41.3,2.1,0.3,0,0,0,40.5,40.9,2.7,41,41.4
020200017313006,22.2,27.3,0.9,0.5,0.3,0.2,0.1,23,27.2,1.7,23,28.6
020200017323007,2.4,3.2,0.2,0,0,0,0,2.5,3.1,0.2,2.5,3.2
020200028132030,0,0,0,0,0,0,0,0,0,0,0,0
020200028132011,22.9,17.8,0.7,0.2,0,0.1,0,25,16.5,0.4,24.6,16.9
020200028132023,12.7,9.9,0.4,0.1,0,0.1,0,13.9,9.2,0.2,13.7,9.4
020200028123010,4.7,4.6,0.2,0,0.1,0,0,5.3,4.2,0.1,5.1,4.3
020200028123011,53.8,53,2.8,0,0.7,0.5,0,60.9,48.9,1.3,59.1,50
020200028123001,27.4,27,1.4,0,0.4,0.2,0,31,24.9,0.7,30.1,25.5
020200027113009,12.3,12.2,0.6,0,0,0,0,13.4,11,0.6,12.6,12.4
020200027113001,19.6,19.5,1,0,0,0,0,21.3,17.6,1,20.1,19.7
020200023033013,15.2,15.9,0.4,0.2,0.1,0.1,0,15.9,14.5,1.2,15.5,16.3
020200028213020,23.6,12.1,1.1,0.2,0,0.1,0,25.5,11.8,0.7,24.8,13.1
020200023034018,9.4,9.8,0.3,0.1,0,0.1,0,9.8,8.9,0.7,9.6,10
020200006001000,0,0,0,0,0,0,0,0,0,0,0,0
020200001023001,5.4,2.4,0.3,0,0,0,0,5.5,2.2,0.4,5.5,2.5
020200008014006,94.5,117.9,4,0.9,0.4,0.7,0,94.9,104.4,11.9,92.5,121.5
020200001022000,0,0,0,0,0,0,0,0,0,0,0,0
020200002011010,15.3,9,1.2,0.1,0,0.1,0,14.8,8.9,1.7,14.9,10.2
020200002042038,29.3,20.1,1.8,0.2,0.1,0,0,32,17,1.6,30.8,18.8
020200001023005,0,0,0,0,0,0,0,0,0,0,0,0
020200001013037,21.6,9.3,1,0.1,0,0,0,22.1,8.6,0.9,21.3,10.3
020200001013022,51.7,22.4,2.4,0.2,0.1,0.1,0,53,20.7,2.1,51.2,24.8
020200001012065,16.7,9.8,0.7,0.1,0,0.1,0,17.4,8.6,0.9,17,9.7
020200001012087,0,0,0,0,0,0,0,0,0,0,0,0
020200001012089,0,0,0,0,0,0,0,0,0,0,0,0
020200001011063,0,0,0,0,0,0,0,0,0,0,0,0
020200002031009,30.8,17.5,1.3,0.1,0,0.1,0,32,16.5,1.8,31.4,18.6
020200002042045,0,0,0,0,0,0,0,0,0,0,0,0
020200029002051,0,0,0,0,0,0,0,0,0,0,0,0
020200023011090,2.4,2.4,0.1,0.1,0,0,0,2.5,2.3,0.1,2.5,2.5
020200018011014,30.3,40.8,2,0.2,0.3,0.3,0.3,32.1,38.2,2.6,30.6,43.3
020200025022001,1.1,1.1,0.1,0,0,0,0,1.1,1,0.1,1.1,1.1
020200026011014,3.8,4.9,0.1,0.1,0,0,0,3.7,4.6,0.5,4,4.6
020200018013012,16.7,22.5,1.1,0.1,0.2,0.2,0.2,17.7,21.1,1.5,16.9,23.9
020200018024008,9.1,14.3,0.6,0.5,0,0,0,9.2,14,1.2,9.1,15.6
020200018011017,11.4,15.3,0.8,0.1,0.1,0.1,0.1,12,14.3,1,11.5,16.2
020200018024017,0,0,0,0,0,0,0,0,0,0,0,0
020200027024000,90.1,77.3,5,0.6,0,0,0,100.3,69.6,3.9,95.5,80.1
020200006001026,4,7.2,0.1,0,0,0,0,3.7,7.3,0.4,3.9,7.5
020200001011025,0,0,0,0,0,0,0,0,0,0,0,0
020200002042027,0,0,0,0,0,0,0,0,0,0,0,0
020200002023005,44.9,30.4,3.5,0.3,0.3,0,0.2,46.3,28.4,4.3,45.3,34
020200027111009,15,14.9,0.7,0,0,0,0,16.3,13.4,0.8,15.3,15.1
020200028121021,15.4,11,0.5,0.2,0.1,0,0,16.9,9.5,0.6,16.1,11
020200028213014,7.5,3.9,0.3,0,0,0,0,8.1,3.8,0.2,7.9,4.2
020200027124018,12.6,10.4,0.4,0,0,0,0,13.8,9,0.4,13,10.4
020200007013008,10,13.1,0.4,0.1,0.1,0.1,0.2,9.8,12.6,1.5,10.2,13.4
020200008021012,0,0,0,0,0,0,0,0,0,0,0,0
020200002012009,3.1,1.8,0.2,0,0,0,0,3,1.8,0.3,3,2.1
020200002011006,53.6,30,3.1,0.1,0.1,0.7,0.2,57.4,23.2,3,54.5,29.9
020200029003011,3,13.9,0.2,0.2,0.1,0,0,3.4,13.6,0.4,3.3,13.7
020200018013005,105.1,141.2,6.9,0.6,1.1,1,1.1,111.2,132.3,9.1,105.8,149.8
020200003001087,70.7,49.1,6.9,0.9,0.2,0.1,0.1,68.6,47.6,7.2,68.2,52.8
020200023011072,0,0,0,0,0,0,0,0,0,0,0,0
020200001011033,0,0,0,0,0,0,0,0,0,0,0,0
020200001011020,0,0,0,0,0,0,0,0,0,0,0,0
020200006001022,0,0,0,0,0,0,0,0,0,0,0,0
020200008016013,0.5,0.7,0,0,0,0,0,0.6,0.7,0.1,0.6,0.7
020200020001018,0,0,0,0,0,0,0,0,0,0,0,0
020200004001021,0,0,0,0,0,0,0,0,0,0,0,0
020200004001183,0,0,0,0,0,0,0,0,0,0,0,0
020200028114005,187.4,179,4.1,0.5,1.5,0.5,0,190.3,164.6,17.7,193.9,172.8
020200004001163,0,0,0,0,0,0,0,0,0,0,0,0
020200004001068,0,0,0,0,0,0,0,0,0,0,0,0
020200003001188,0,0,0,0,0,0,0,0,0,0,0,0
020200007012000,42.6,64.9,6.4,0.8,0.2,0.3,0.2,43.1,57.4,8.2,43.7,66.1
020200003001057,0,0,0,0,0,0,0,0,0,0,0,0
020200003001053,0,0,0,0,0,0,0,0,0,0,0,0
020200028221017,4.4,2.9,0.1,0,0,0,0,4.7,2.8,0.1,4.5,3.1
020200023013002,0,0,0,0,0,0,0,0,0,0,0,0
020200028232028,10.1,7.7,0.4,0.1,0,0,0,11.4,6.1,0.3,10.8,7.2
020200001012029,0,0,0,0,0,0,0,0,0,0,0,0
020200001012080,0,0,0,0,0,0,0,0,0,0,0,0
020200026012006,26.1,29.2,1.3,0.4,0.2,0.3,0.3,26.3,28.1,3.1,26.5,30.5
020200026013018,34.4,30.3,1.3,0.3,0.1,0.1,0,35.3,30.1,2,33.2,34.6
020200026013000,0,0,0,0,0,0,0,0,0,0,0,0
020200026013038,0,0,0,0,0,0,0,0,0,0,0,0
020200027123022,0,0,0,0,0,0,0,0,0,0,0,0
020200028112006,0,0,0,0,0,0,0,0,0,0,0,0
020200026012010,8.3,9.3,0.4,0.1,0.1,0.1,0.1,8.4,8.9,1,8.4,9.7
020200003001171,0,0,0,0,0,0,0,0,0,0,0,0
020200026011020,4.5,5,0.2,0.1,0,0,0,4.5,4.8,0.5,4.5,5.2
020200004001032,0,0,0,0,0,0,0,0,0,0,0,0
020200004001040,0,0,0,0,0,0,0,0,0,0,0,0
020200003001139,0,0,0,0,0,0,0,0,0,0,0,0
020200004001043,0,0,0,0,0,0,0,0,0,0,0,0
020200003001098,0,0,0,0,0,0,0,0,0,0,0,0
020200003001160,0,0,0,0,0,0,0,0,0,0,0,0
020200004001018,0,0,0,0,0,0,0,0,0,0,0,0
020200008021006,0,0,0,0,0,0,0,0,0,0,0,0
020200027123015,0,0,0,0,0,0,0,0,0,0,0,0
020200027121005,0,0,0,0,0,0,0,0,0,0,0,0
020200019003021,0,0,0,0,0,0,0,0,0,0,0,0
020200009021005,48.1,91.7,3.9,0.9,0.2,0.6,0,49.2,91.8,5,47.7,96.5
020200027022005,31.1,30.5,1.5,0.2,0.4,0.4,0,34,27.9,1.9,32.5,31.1
020200022012008,9.3,16.9,0.6,0.1,0.1,0.1,0,10.3,15.7,0.8,10,16.5
020200025022019,0,0,0,0,0,0,0,0,0,0,0,0
020200023035002,70,88.1,4.6,0.4,1.1,0,0.4,71.5,89.9,5.3,72.6,89.5
020200003001017,0,0,0,0,0,0,0,0,0,0,0,0
020200028231037,8.9,9,0.2,0.1,0,0,0,9.9,8,0.3,9.3,8.9
020200028133002,17.1,12.7,0.7,0.2,0,0.2,0,18.6,11.6,0.5,18,12.9
020200028132028,5.5,4.3,0.2,0,0,0,0,6,4,0.1,5.9,4.1
020200028231018,1.5,1.5,0,0,0,0,0,1.6,1.3,0.1,1.6,1.5
020200012001004,5.4,8.6,0.3,0.4,0,0,0,6.2,8.5,0.5,6.3,8.8
020200011001002,0.4,0.6,0,0,0,0,0,0.4,0.5,0,0.4,0.6
020200012001002,9.8,15.5,0.6,0.6,0.1,0,0,11.2,15.4,0.9,11.3,15.9
020200011001015,0,0,0,0,0,0,0,0,0,0,0,0
020200001022020,0,0,0,0,0,0,0,0,0,0,0,0
020200012004005,4.2,8.1,0.2,0,0,0,0,4.7,7.5,0.1,5,6.9
020200011001029,0,0,0,0,0,0,0,0,0,0,0,0
020200011001009,0,0,0,0,0,0,0,0,0,0,0,0
020200012004006,6.6,12.7,0.3,0.1,0,0,0,7.4,11.7,0.1,7.8,10.8
020200011002035,0,0,0,0,0,0,0,0,0,0,0,0
020200012002001,0,0,0,0,0,0,0,0,0,0,0,0
020200012002022,6.1,11.6,0.3,0.1,0,0,0,6.8,10.8,0.1,7.2,10
020200010004009,2,4.9,0.1,0,0,0,0,2.3,4.4,0.2,2.1,4.8
020200018022006,9.9,13.7,0.7,0.4,0,0,0,9.6,13.7,1.6,10.2,14.4
020200018024014,13.8,21.6,0.9,0.8,0,0.1,0,13.9,21.2,1.9,13.7,23.7
020200026021002,17.6,15.7,1.1,0.3,0.1,0.1,0,18.2,14.8,1.6,18.1,16.5
020200026022001,26.4,23.5,1.6,0.4,0.2,0.1,0,27.3,22.2,2.5,27.1,24.7
020200026023005,12.6,12.8,0.2,0.2,0.1,0,0,12.8,12.8,0.8,12.7,13.4
020200026011024,4.1,4.6,0.2,0.1,0,0,0,4.2,4.5,0.5,4.2,4.8
020200026013001,7,7.8,0.4,0.1,0.1,0.1,0.1,7.1,7.5,0.8,7.1,8.2
020200026013031,1.7,1.5,0.1,0,0,0,0,1.8,1.5,0.1,1.7,1.7
020200023034003,3.6,3.7,0.1,0,0,0,0,3.7,3.4,0.3,3.6,3.8
020200028113004,13.2,12.6,0.3,0,0.1,0,0,13.4,11.6,1.3,13.7,12.2
020200027121034,0,0,0,0,0,0,0,0,0,0,0,0
020200023011068,31.9,23.4,1.1,0.3,0.1,0.3,0,35.2,19.8,1.9,34.5,22
020200017313007,22.8,28,0.9,0.5,0.3,0.2,0.1,23.7,28,1.8,23.6,29.4
020200027121043,0,0,0,0,0,0,0,0,0,0,0,0
020200023033000,26.2,27.4,0.7,0.4,0.1,0.2,0,27.4,24.9,2,26.7,28.1
020200027125003,8.1,6.7,0.3,0.2,0,0.1,0,8.6,6.2,0.6,8.3,7.3
020200007031002,0,0,0,0,0,0,0,0,0,0,0,0
020200004001014,0,0,0,0,0,0,0,0,0,0,0,0
020200019004008,28.8,28.6,2.2,0,0.2,0.3,0.5,27.3,29.4,4.3,28.9,31.1
020200001012066,9.6,5.7,0.4,0.1,0,0,0,10,4.9,0.5,9.8,5.6
020200001013028,170,73.6,7.9,0.6,0.2,0.2,0,174.1,67.9,7,168.2,81.3
020200004001071,6.2,3.1,0.7,0,0,0,0,6,3.2,0.8,6,3.9
020200003001071,0,0,0,0,0,0,0,0,0,0,0,0
020200003001163,0,0,0,0,0,0,0,0,0,0,0,0
020200003001153,18.7,13,1.8,0.2,0.1,0,0,18.2,12.6,1.9,18.1,14
020200003001115,46.1,32,4.5,0.6,0.1,0.1,0.1,44.7,31,4.7,44.5,34.4
020200003001076,0,0,0,0,0,0,0,0,0,0,0,0
020200003001079,0,0,0,0,0,0,0,0,0,0,0,0
020200027124033,41.8,34.4,1.2,0,0,0.1,0,45.8,29.8,1.2,43.1,34.5
020200028231007,66.4,66.9,1.8,0.6,0,0,0,73.4,59.3,2.6,69.3,66.1
020200027024017,0,0,0,0,0,0,0,0,0,0,0,0
020200023011088,0,0,0,0,0,0,0,0,0,0,0,0
020200012004014,0,0,0,0,0,0,0,0,0,0,0,0
020200014006012,1.1,1.8,0.1,0,0,0,0,1,1.9,0.2,1,2.1
020200012004015,4.2,8.1,0.2,0,0,0,0,4.7,7.5,0.1,5,6.9
020200014002002,5.7,13.1,0.4,0.1,0.1,0.1,0.1,5.8,13,0.6,6,13.2
020200014002005,3.2,7.3,0.2,0.1,0.1,0.1,0,3.2,7.2,0.3,3.3,7.3
020200020001013,4.3,7.1,0.2,0,0,0,0,3.9,7.2,0.8,4,8
020200021002011,0,0,0,0,0,0,0,0,0,0,0,0
020200025022004,36.7,36.6,3.2,1.1,0.2,0.4,0.3,39.2,35.1,4.4,38.8,39.2
020200002033012,21.4,14.7,1.3,0.2,0.1,0,0,23.4,12.4,1.2,22.5,13.8
020200001013045,1.2,0.5,0.1,0,0,0,0,1.3,0.5,0.1,1.2,0.6
020200002032004,45.1,26,1.9,0.3,0.2,0.1,0.1,48.3,23.5,2.1,46.2,27.6
020200029004009,3.3,15,0.3,0.2,0.1,0,0,3.7,14.6,0.4,3.5,14.7
020200029002030,0.5,0.9,0,0,0,0,0,0.5,0.9,0.1,0.5,0.9
020200002011004,24.2,13.5,1.4,0,0,0.3,0.1,25.9,10.5,1.3,24.6,13.5
020200003001044,0,0,0,0,0,0,0,0,0,0,0,0
020200001013018,43.1,18.7,2,0.1,0.1,0.1,0,44.2,17.2,1.8,42.6,20.6
020200017311004,0,0,0,0,0,0,0,0,0,0,0,0
020200016013003,7,16.7,0.3,0.4,0,0.2,0.1,7.3,15.2,1.3,8.1,15.6
020200003001060,0,0,0,0,0,0,0,0,0,0,0,0
020200004001016,0,0,0,0,0,0,0,0,0,0,0,0
020200023011015,0,0,0,0,0,0,0,0,0,0,0,0
020200001012067,0,0,0,0,0,0,0,0,0,0,0,0
020200029001002,0,0,0,0,0,0,0,0,0,0,0,0
020200027114020,0,0,0,0,0,0,0,0,0,0,0,0
020200029001016,0,0,0,0,0,0,0,0,0,0,0,0
020200023011076,0,0,0,0,0,0,0,0,0,0,0,0
020200001012044,0,0,0,0,0,0,0,0,0,0,0,0
020200027025010,15.9,16.7,0.8,0.1,0,0,0,16.4,16.6,1.1,16.6,16.8
020200028121027,20.1,14.4,0.7,0.3,0.1,0,0,22.2,12.4,0.7,21.1,14.4
020200028121002,55.3,35.9,2.4,1.2,0,0.2,0,61.3,30.8,1.7,59,34.1
020200020004012,19,35.1,1.1,1.1,0,0,0,19.8,32,3.3,20.8,33.9
020200024003010,30.4,34.7,0.7,0.1,0.2,0.2,0,29.8,34.1,2.3,30.1,35.2
020200024003005,17.2,19.7,0.4,0.1,0.1,0.1,0,16.9,19.3,1.3,17,19.9
020200025012004,0,0,0,0,0,0,0,0,0,0,0,0
020200024003008,33.6,38.4,0.8,0.1,0.2,0.2,0,32.9,37.7,2.6,33.2,38.9
020200024003011,12,13.8,0.3,0,0.1,0.1,0,11.8,13.5,0.9,11.9,14
020200002012029,0,0,0,0,0,0,0,0,0,0,0,0
020200002035015,0,0,0,0,0,0,0,0,0,0,0,0
020200027022006,22.2,21.8,1,0.2,0.3,0.3,0,24.3,19.9,1.3,23.2,22.2
020200001024021,0,0,0,0,0,0,0,0,0,0,0,0
020200029004042,0,0,0,0,0,0,0,0,0,0,0,0
020200025012017,18.1,20.7,0.4,0.1,0.1,0.1,0,17.7,20.3,1.4,17.9,20.9
020200002023000,31.4,21.3,2.4,0.2,0.2,0,0.1,32.4,19.9,3,31.7,23.8
020200002041010,9.7,5.6,0.4,0.1,0,0,0,10.4,5.1,0.5,9.9,5.9
