GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18049000050,18,049,000050,591,185,20,452,128,212,595,190
18049000060,18,049,000060,473,104,9,353,69,164,455,122
18049000070,18,049,000070,436.24,116.44,5.13,346.59,76.18,130.31,416.59,133.44
18049000080,18,049,000080,296.19,118.76,10.99,220.92,96.4,99.79,284.99,127.86
18049000090,18,049,000090,276.94,143.97,11,247.95,94.98,86.98,271.94,148.97
18049000100,18,049,000100,375.8,151.1,10.94,286.33,115.31,133.21,367.84,156.08
18049000110,18,049,000110,398,164,8,351,105,112,403,149
18049000120,18,049,000120,534.55,221.82,9.27,523.13,155.83,85.69,531.95,220.21
18049000130,18,049,000130,348.26,107.93,9.07,286.72,71.71,106.8,337.21,122.95
18049000140,18,049,000140,477.27,162.42,10.74,386.95,119.77,144.52,455.06,176.93
18049000150,18,049,000150,516.76,193.56,11.87,457.41,127.82,139.69,520.41,193.56
18049000160,18,049,000160,428,121,11,324,95,138,413,133
18049000170,18,049,000170,248,70,8,205,44,78,241,82
18051000010,18,051,000010,296.71,113.74,12.86,272.98,96.93,50.44,245.28,170.12
18051000020,18,051,000020,266.56,101.84,5.07,245.59,75.03,51.83,220.64,146.83
18051000030,18,051,000030,558.08,148.75,18.97,530.12,107.82,86.86,456.25,263.56
18051000040,18,051,000040,336.38,123.24,10.16,315.26,93.48,61.93,275.21,190.33
18051000050,18,051,000050,258.8,113.69,10.12,242.7,100.12,36.71,220.92,152.52
18051000060,18,051,000060,501.96,176.63,12.63,491.24,117.46,73.81,409.72,263.08
18051000070,18,051,000070,720.22,225.05,18.12,752.34,138.5,76.54,592.06,362.17
18051000080,18,051,000080,668.29,158.41,9.9,671.26,118.81,44.55,575.23,246.53
18051000090,18,051,000090,669.2,204.96,10.05,703.83,134.74,47.63,563.79,314.35
18051000100,18,051,000100,504.45,126.16,12.14,487.17,95.89,58.69,428.68,208
18051000110,18,051,000110,619.01,146,9,590,114,62,483,272
18051000120,18,051,000120,396.54,129.84,15.86,365.83,99.11,76.31,310.32,223
18051000130,18,051,000130,369,156,13,387,107,41,327,201
18051000140,18,051,000140,109,54,5,119,41,6,94,72
18051000150,18,051,000150,310,178,14,312,132,55,273,225
18051000160,18,051,000160,201.9,66.29,4.02,189.48,53.81,27.91,160.73,108.48
18051000170,18,051,000170,124,61,7,119,47,27,104,87
18051000180,18,051,000180,118,54,3,124,37,15,103,72
18051000190,18,051,000190,368.45,172.93,12.03,366.18,135.36,51.86,302.47,246.72
18051000200,18,051,000200,116,80,6,119,60,21,98,103
18051000210,18,051,000210,363.38,105.5,0.98,343.84,83.03,42,309.66,160.2
18051000220,18,051,000220,282.98,109.22,11.91,288.94,79.43,36.74,236.31,161.85
18051000230,18,051,000230,256,95,10,239,79,41,217,141
18051000240,18,051,000240,413.83,105.86,1.89,399.79,74.02,47.75,360.45,148.03
18051000250,18,051,000250,302.06,89.79,10.09,283.1,81.58,41.27,245.72,159.17
18051000260,18,051,000260,110.32,60.08,2,115.31,45.06,13.04,95.28,74.11
18051000270,18,051,000270,602,183,12,594,138,70,477,307
18051000280,18,051,000280,359,131,14,355,90,59,288,208
18051000290,18,051,000290,444,180,13,456,131,51,362,264
18051000300,18,051,000300,225,102,7,232,72,30,189,142
18051000310,18,051,000310,14.17,3.77,0.09,11.21,3.58,3.16,8.82,9.12
18051000320,18,051,000320,359.42,64.32,9.87,321.98,51.42,54.28,296.26,119.55
18051000330,18,051,000330,410.14,137.66,11.02,401.45,104.21,48.2,349.72,196.49
18051000340,18,051,000340,149.22,60.81,7.7,148.97,49.17,21.44,122,96.49
18053000010,18,053,000010,0,0,0,0,0,0,0,0
18053000020,18,053,000020,240.71,168.31,8.02,224.69,134.2,56.14,238.69,162.3
18053000030,18,053,000030,190,134,7,169,96,60,194,127
18053000040,18,053,000040,95.1,176.07,3.18,97.87,142.99,23.39,100.89,164.99
18053000050,18,053,000050,156,138,12,146,109,51,155,135
18053000060,18,053,000060,170.88,112.26,9.93,146.04,92.39,51.66,159.95,121.21
18053000070,18,053,000070,137,182,8,115,160,48,124,187
18053000080,18,053,000080,142,175,10,136,140,47,142,170
18053000090,18,053,000090,104,242,6,114,207,23,110,230
18053000100,18,053,000100,128,213,5,132,168,37,129,196
18053000110,18,053,000110,423.98,123.42,17.86,363.48,89.62,108.21,427.94,116.5
18053000120,18,053,000120,306.92,122.05,13.1,279.8,83.48,77.96,290.54,141.9
18053000130,18,053,000130,282,172,4,289,127,37,278,159
18053000140,18,053,000140,280.32,152.22,10,258.01,117.69,67.63,276.79,157.25
18053000150,18,053,000150,165,120,16,185,81,34,184,107
18053000160,18,053,000160,223.76,96.63,5.73,215.64,63.05,44.13,216.91,94.25
18053000170,18,053,000170,97,174,8,90,142,39,90,169
18053000180,18,053,000180,236.78,107.31,7.03,259.71,74.21,22.2,251.74,95.36
18053000190,18,053,000190,277.17,151.25,8.14,284.7,105.13,46.06,296.46,130.18
18053000200,18,053,000200,205.12,175.74,7.07,247.96,115.61,26.34,227.05,151.79
18053000210,18,053,000210,114.43,49.99,2.07,97.8,37.76,29.34,106.51,50.46
18053000220,18,053,000220,44.01,25.42,1.77,51,13.25,6.09,49.14,19.94
18053000230,18,053,000230,454.06,141.21,15.05,395.41,112.92,98.99,438.82,156.3
18053000240,18,053,000240,416.42,147.42,18.02,368.19,108.32,111.35,419.34,152.45
18053000250,18,053,000250,281,60,8,249,46,61,277,69
18053000260,18,053,000260,223.51,66.37,2.93,187.4,50.75,54.66,209.85,71.25
18053000270,18,053,000270,105,70,3,89,57,33,94,78
18053000280,18,053,000280,215.85,130.7,15.84,219.81,83.17,49.51,225.75,119.81
18053000290,18,053,000290,235.38,115.54,5.16,203.21,89.81,59.08,231.38,112.39
18053000300,18,053,000300,320,78,5,270,56,75,312,76
18053000310,18,053,000310,479.04,230.86,14.34,464.43,165.52,96.22,479.13,216.75
18053000320,18,053,000320,136.58,157.59,10.51,141.36,134.67,27.7,138.49,151.86
18053000330,18,053,000330,85.15,51.3,3.16,67.19,42.83,29.49,81.25,53.19
18053000340,18,053,000340,184,62,2,167,43,39,183,66
18053000350,18,053,000350,559.47,190.82,14.99,512.52,125.88,130.88,570.46,176.83
18053000360,18,053,000360,589,201,21,523,146,153,576,217
18053000370,18,053,000370,262,171,14,324,94,44,325,123
18053000380,18,053,000380,0.53,0.18,0.01,0.48,0.12,0.12,0.54,0.17
18053000390,18,053,000390,415,81,9,358,59,87,395,82
18053000400,18,053,000400,354.44,151.47,6.73,306.45,107.37,92.13,345.76,147.66
18053000410,18,053,000410,377.94,151.19,9.09,327.98,110.2,96.83,353.12,159.83
18053000420,18,053,000420,446.48,132.71,10.13,391.71,93.99,99.56,427.08,134.87
18053000430,18,053,000430,287.34,99.1,4.01,236.3,77.07,71.08,264.33,104.1
18053000440,18,053,000440,335,105,8,317,76,61,333,101
18053000450,18,053,000450,370,155,11,325,123,81,347,165
18053000460,18,053,000460,358.32,101.98,14.97,288.15,71.1,113.2,333.99,112.27
18053000470,18,053,000470,196.68,50.02,8.03,157.85,33.9,61.8,180.01,61.73
18053000480,18,053,000480,248,90,7,224,58,60,234,93
18053000490,18,053,000490,245.79,77.53,6.04,220.57,57.37,50.4,244.71,74.54
18053000500,18,053,000500,23,20,0,23,15,4,22,18
18053000510,18,053,000510,686,154,18,571,120,157,660,170
18053000520,18,053,000520,649.04,172.09,16.15,593.16,108.69,135.43,651.98,153.15
18053000530,18,053,000530,448,108,10,384,72,110,423,105
18053000540,18,053,000540,441,187,7,443,128,69,446,171
18053000550,18,053,000550,315,123.37,10.31,303,86.32,55.97,330.09,108.59
18053000560,18,053,000560,267,158,10,247,112,68,259,150
18053000570,18,053,000570,299.23,119.56,10.87,300.27,66.19,60.22,312.09,102.74
18053000580,18,053,000580,251.53,124.06,7.01,252.08,77.68,44.63,254.93,106
18053000590,18,053,000590,383,83,7,346,51,74,369,84
18053000600,18,053,000600,683,184,17,571,121,187,667,187
18053000610,18,053,000610,640,152,21,504,102,202,615,167
18053000620,18,053,000620,247,33,8,209,27,57,237,46
18053000630,18,053,000630,259.41,103.05,9.37,220.73,80.14,63.9,233.92,117.76
18053000640,18,053,000640,458.13,153.68,7.48,426.94,110.79,78.74,445.02,154.09
18053000650,18,053,000650,295.51,61.62,8.06,219.27,49.48,87.39,276.35,70.72
18055000010,18,055,000010,411,156,8,347,114,110,396,164
18055000020,18,055,000020,408,164,14,346,137,100,405,167
18055000030,18,055,000030,105.03,30.2,3.05,77.97,21.69,41.6,98.04,39.92
18055000040,18,055,000040,358,121,10,280,96,116,333,148
18055000050,18,055,000050,766,252,24,632,201,203,740,276
18055000060,18,055,000060,236.06,75.93,2.69,218.51,46.96,45.78,232.42,71.97
18055000070,18,055,000070,290,58,6,254,43,55,279,62
18055000080,18,055,000080,287.92,71.78,6.96,255.97,46.87,58.84,280.84,72.86
18055000090,18,055,000090,659,226,12,527,171,197,649,226
18055000100,18,055,000100,391,116,8,337,80,87,377,123
18055000110,18,055,000110,330.08,95.22,4.04,276.03,65.13,84.16,295.16,121.14
18055000120,18,055,000120,496,140,18,457,97,99,485,156
18055000130,18,055,000130,388.79,142.35,10.56,390.59,99.02,61.65,403.15,137.53
18055000140,18,055,000140,316.14,140.72,6.75,295.9,106.02,64.58,308.43,146.5
18055000150,18,055,000150,476,127,13,417,101,98,462,139
18055000160,18,055,000160,165,28,0,140,20,32,153,37
18055000170,18,055,000170,187,33,3,145,32,44,173,46
18055000180,18,055,000180,370.94,91.5,11.72,339.6,61.08,67.67,356.12,104.44
18055000190,18,055,000190,752.11,175.75,16.83,661.52,124.34,149.49,705.39,212.22
18055000200,18,055,000200,313.91,108.71,7.89,284.8,78.31,66.85,291.02,134.06
18055000210,18,055,000210,318.77,104.32,8.51,301.03,71.76,53.53,306.36,117.42
18055000220,18,055,000220,261.2,100.8,5.06,217,80.57,65.47,244.03,117.98
18055000230,18,055,000230,370.06,164.27,12.03,368.97,110.18,68.2,362.01,170.31
18055000240,18,055,000240,362.01,128.65,14.96,332.09,90.75,74.8,336.08,156.57
18055000250,18,055,000250,492,154,8,425,116,102,469,168
18055000260,18,055,000260,154.69,36.83,1.84,109.57,27.62,57.09,140.88,48.8
18055000270,18,055,000270,199.28,43.97,1.1,151.45,31.69,58.31,187.07,46.28
18055000280,18,055,000280,195.81,55.81,6.37,138.28,45.13,67.58,168.95,82.89
18055000290,18,055,000290,190.95,47.22,15.23,159,33.59,56.92,170.68,76.23
18055000300,18,055,000300,249.12,44.6,14.21,179.27,47.21,78.45,218.64,82.21
18055000310,18,055,000310,232.98,60.38,8.27,199.75,45.79,55.93,214.27,83.97
18055000320,18,055,000320,368.14,95,7.92,314.7,69.27,84.12,337.46,123.7
18057000010,18,057,000010,503,712,23,623,532,79,549,638
18057000020,18,057,000020,670.16,217.75,14.75,562.63,149.7,185.49,657.25,207.92
18057000030,18,057,000030,222,55,4,186,39,54,207,58
18057000040,18,057,000040,422,130,6,341,100,116,385,154
18057000050,18,057,000050,527.92,440.4,16.61,679.5,261.64,40.09,587.66,362.17
18057000060,18,057,000060,196.86,59.45,3.9,155.93,36.06,66.27,194.91,52.63
18057000070,18,057,000070,298,264,10,396,158,22,344,225
18057000080,18,057,000080,324.68,408.6,18.98,440.56,257.75,47.95,383.62,342.66
18057000090,18,057,000090,220.95,71.96,4.23,178.63,49.1,70.27,215.87,72.8
18057000100,18,057,000100,550.99,506.37,13.58,725.6,300.72,44.62,624.72,412.28
18057000110,18,057,000110,298,293,11,369,189,48,345,244
18057000120,18,057,000120,557.55,541.85,25.54,752.92,327.45,51.98,653.21,451.21
18057000130,18,057,000130,668,687,28,867,438,88,744,618
18057000140,18,057,000140,224.91,188.07,8.73,249.15,133.78,38.78,239.45,167.72
18057000150,18,057,000150,540,358,15,637,228,58,577,330
18057000160,18,057,000160,625.81,520.35,13.93,753.16,326.34,81.58,676.55,448.71
18057000170,18,057,000170,429.25,462.8,14.61,585.08,279.54,49.07,494.8,385.97
18057000180,18,057,000180,383,351,14,480,240,29,433,291
18057000190,18,057,000190,664.64,721.6,26.02,904.87,444.34,57.05,755.72,611.51
18057000200,18,057,000200,702.36,664.4,24.98,962.13,379.66,54.95,794.28,561.49
18057000210,18,057,000210,678.03,995.56,21.08,973.83,648.66,61.17,825.34,809.19
18057000220,18,057,000220,706.11,1042.97,31.43,1014.49,679.6,82.49,842.62,877.98
18057000230,18,057,000230,437,597,15,576,428,46,499,530
18057000240,18,057,000240,679,918,27,950,613,55,806,774
18057000250,18,057,000250,349,564,14,470,411,43,412,491
18057000260,18,057,000260,424.99,626.99,22,591.99,437.99,49,502.99,553.99
18057000270,18,057,000270,575.97,725.44,21.92,801.17,469.34,48.83,662.66,619.81
18057000280,18,057,000280,509.12,590.98,26.95,675.83,399.31,53.91,578,519.1
18057000290,18,057,000290,239,235,13,248,180,58,240,229
18057000300,18,057,000300,382,397,20,513,241,40,447,336
18057000310,18,057,000310,254.09,259.93,9.27,314.85,166.22,41.22,281.55,229.28
18057000320,18,057,000320,292,225,16,378,134,24,344,173
18057000330,18,057,000330,517,588,23,742,367,39,632,502
18057000340,18,057,000340,367,282,6,477,170,15,410,235
18057000350,18,057,000350,265,339,11,319,234,55,285,305
18057000360,18,057,000360,554.17,482.8,22.74,654.24,323.05,84.35,599.38,423.4
18057000370,18,057,000370,214.49,275.03,12.01,250.72,211.76,37.24,229.48,248
18057000380,18,057,000380,393,601,24,481,440,94,434,542
18057000390,18,057,000390,442,364,22,502,245,73,502,305
18057000400,18,057,000400,471,551,32,571,360,126,530,491
18057000410,18,057,000410,402,493,21,478,354,86,446,457
18057000420,18,057,000420,419,442,13,543,282,49,468,376
18057000430,18,057,000430,384.89,278.93,5.75,480.17,162.64,31.85,423.38,236.4
18057000440,18,057,000440,409.46,470.23,16.94,474.22,346.7,74.72,444.33,413.44
18057000450,18,057,000450,268.31,331.44,20.71,314.67,240.69,61.16,299.87,292.97
18057000460,18,057,000460,472.64,421.82,14.53,603.01,265.14,40.78,529.56,355.86
18057000470,18,057,000470,510.09,482.07,19.32,630.85,313.98,66.66,566.12,417.35
18057000480,18,057,000480,249.88,327.84,12.99,305.85,245.88,45.98,275.87,302.85
18057000490,18,057,000490,551.47,576.4,21.94,679.11,409.86,61.83,616.28,504.6
18057000500,18,057,000500,339.77,463.87,17.03,436.9,327.64,54.14,377.81,421.82
18057000510,18,057,000510,491.96,495.62,17.54,578.23,328.82,103.01,549.44,416.55
18057000520,18,057,000520,390.12,395.11,19.85,513.2,236.29,57.58,453.65,324.63
18057000530,18,057,000530,476.87,500.51,21.39,599.11,331.5,67.17,517.89,448
18057000540,18,057,000540,335.57,454.67,32.14,391.34,345.96,84.13,369.59,431.04
18057000550,18,057,000550,144.89,175.39,5.92,162.62,134.01,29.57,146.87,171.44
18057000560,18,057,000560,365.08,274.36,24.77,414.83,183.48,65.93,402.55,244.85
18057000570,18,057,000570,417,546,18,472,422,86,447,493
18057000580,18,057,000580,85.09,179.23,5.21,106.04,144.76,15.69,90.28,164.1
18057000590,18,057,000590,242.5,145.1,12.45,247.41,109.9,40.77,254.26,135.12
18057000600,18,057,000600,352.12,96.25,6.19,298.97,66.55,88.98,341.93,93.36
18057000610,18,057,000610,934.95,885.79,34.58,1001.93,625.01,218.57,1010.25,776.88
18057000620,18,057,000620,165.85,97.08,7,172.33,63.97,34.49,172.05,87.57
18057000630,18,057,000630,427,150,14,372,106,114,427,148
18057000640,18,057,000640,315,271,6,406,167,25,342,237
18057000650,18,057,000650,694.21,741.17,24.3,862.1,490.94,107.42,769.78,638.65
18057000660,18,057,000660,788.43,930.15,31.94,992.02,622.76,138.72,891.22,809.39
18057000670,18,057,000670,483.31,384.45,11.98,589.16,238.66,57.92,529.24,330.53
18057000680,18,057,000680,681.71,400.1,22.55,809.22,236.11,66.78,731.15,348.85
18057000690,18,057,000690,540.76,555.12,19.97,643.46,397.29,79.07,575.64,514.18
18057000700,18,057,000700,511.31,538.92,15.27,663.13,342.16,65.62,574.75,461.13
18057000710,18,057,000710,512.55,483.7,22.42,641.17,315.09,58.74,565,417.64
18057000720,18,057,000720,432.49,393.68,18.92,549.19,232.93,76.23,495.78,345.38
18057000730,18,057,000730,624.81,590.84,20.11,751.76,403.51,78.38,659.27,532.28
18057000740,18,057,000740,753.63,535.22,16,908.06,329.29,67.54,837.91,429.94
18057000750,18,057,000750,798.3,559.92,25.45,953.79,346.89,78.22,857.86,474.16
18057000760,18,057,000760,485.49,531.73,17.57,618.65,354.18,59.18,540.97,459.6
18057000770,18,057,000770,165.06,181.47,9.63,157.05,144.17,54.61,169,174.97
18057000780,18,057,000780,388.02,593.34,27.34,436.02,465.67,95.67,414.69,552.01
18057000790,18,057,000790,798.16,755.03,28,1048.2,439,86,886.18,642.01
18057000800,18,057,000800,504.46,549.21,24.05,569.62,393.1,109.1,546.56,485.15
18057000810,18,057,000810,510.75,504.36,21.02,608.78,354.27,68.1,553.77,443.33
18057000820,18,057,000820,321,355,25,389,236,75,367,309
18057000830,18,057,000830,398,477,23,500,313,75,443,416
18057000840,18,057,000840,456.14,395.51,14.09,559.01,261.46,39.2,496.01,334.31
18057000850,18,057,000850,598,480,17,762,282,58,667,403
18057000860,18,057,000860,396,355,16,462,253,51,439,311
18057000870,18,057,000870,283.24,316.91,20.8,355.54,200.05,72.3,322.86,271.36
18057000880,18,057,000880,407.4,431.32,13.52,479.93,305.96,63.63,435.11,384.55
18057000890,18,057,000890,353.54,595.65,12.16,426.87,442.8,80.81,375.06,539.47
18057000900,18,057,000900,912.16,674.94,28.02,1078.49,426.34,105.12,1000.04,562.53
18057000910,18,057,000910,792.19,706.52,31.76,915.4,498.61,110.7,852.84,617.01
18057000920,18,057,000920,387,572,29,433,443,97,418,511
18057000930,18,057,000930,81.88,50.71,1.91,98.09,27.83,6.71,89.49,41.2
18057000940,18,057,000940,219.41,217.86,12.45,252.87,149.39,50.57,242.76,189.85
18057000950,18,057,000950,404.89,434.59,17.41,516.56,278.37,60.74,467.33,362.81
18057000960,18,057,000960,377.51,506.45,18.16,446.75,367.51,87.01,416.43,461.7
18057000970,18,057,000970,514,454.12,15.97,638.76,300.42,51.9,559.91,394.23
18057000980,18,057,000980,257.59,165.81,6.38,265.88,105.94,55.54,259.61,149.75
18057000990,18,057,000990,193.27,149.85,2.87,214.03,98.7,29.71,198.94,132.39
18057001000,18,057,001000,5.52,2.45,0.61,7.36,1.23,1.23,6.75,1.84
18057001010,18,057,001010,1075.88,690.86,20.08,1334.33,414.94,41.54,1194.72,569
18057001020,18,057,001020,7.84,1.97,0,9.8,0,0,8.82,0.99
18057001030,18,057,001030,137.05,84.56,2.67,139.49,62.74,24.41,144.07,76.15
18057001040,18,057,001040,243.6,212.74,8.49,281.11,147.36,38.26,261.6,188.08
18057001050,18,057,001050,707.57,752.21,18.11,893.48,465.96,116.17,780.02,635.08
18057001060,18,057,001060,324.85,367.58,14.02,403.9,240.38,65.16,366.87,311.52
18057001070,18,057,001070,450,468,21,586,281,66,529,389
18057001080,18,057,001080,469,538,17,591,360,70,520,456
18057001090,18,057,001090,462,668,20,564,505,71,496,604
18057001100,18,057,001100,285,309,12,361,211,32,324,268
18057001110,18,057,001110,479.28,492.95,16.23,630.5,320.38,41.86,549.34,412.64
18057001120,18,057,001120,310,248,5,355,162,49,340,224
18057001130,18,057,001130,547,673,25,694,446,106,605,595
18057001140,18,057,001140,377.07,149.22,11.69,364.65,90.07,89.39,390.62,133.84
18057001150,18,057,001150,249,281,7,309,186,40,253,260
18057001160,18,057,001160,144,159,2,150,127,25,148,144
18057001170,18,057,001170,223,206,9,258,141,37,237,191
18057001180,18,057,001180,423.98,178.88,10.38,383.33,112.89,114.84,425.7,166.8
18057001190,18,057,001190,256,241,13,295,176,45,281,227
18057001200,18,057,001200,415,357,11,527,209,45,467,294
18057001210,18,057,001210,299.32,350.4,12.02,375.44,257.25,34.05,334.38,309.34
18057001220,18,057,001220,403.23,414.11,20.08,516.76,255.37,71.29,456.48,362.83
18057001230,18,057,001230,347,472,11,393,347,86,354,450
18057001240,18,057,001240,256,226,11,312,143,35,269,206
18057001250,18,057,001250,134.16,253.64,8.81,159.62,199.77,38.19,140.04,244.82
18057001260,18,057,001260,51.89,28.79,1.69,52.31,18.09,11.68,53.54,25.57
18057001270,18,057,001270,0,0,0,0,0,0,0,0
18057001280,18,057,001280,15.89,6.25,0.49,14.11,4.02,4.43,15.65,5.98
18057001290,18,057,001290,229,156,7,263,97,29,256,127
18057001300,18,057,001300,372,349,12,439,240,56,406,311
18057001310,18,057,001310,332.11,118.75,11.11,320.64,72.46,64.12,325.71,114.43
18057001320,18,057,001320,469.02,213.32,12.84,466.08,141.77,88.06,475.68,195.63
18057001330,18,057,001330,499.43,194.22,17.9,492.14,126.74,89.87,514.76,176.39
18057001340,18,057,001340,232.9,147.63,8.96,232.82,103.19,50.36,241.78,131.16
18057001350,18,057,001350,703.16,464.06,23,673.15,327.04,191.03,728.16,421.06
18057001360,18,057,001360,213.1,116.98,7.11,175.94,92.64,65.59,211.18,109.91
18057001370,18,057,001370,517.77,321.92,20,525.65,215.94,120.09,533.72,298.93
18057001380,18,057,001380,474.8,285.11,24.15,489.1,198.15,98.7,470.01,267.69
18057001390,18,057,001390,358.97,357.26,9.39,374.9,276.41,72.64,348.24,349.69
