GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDMEN,G18USSRHUG,G18USSLSAB,G18USSGHOF,G18USSORIV,G18USSOFLA,G18USSOKIM,G18USSOSCH
34005080003,34,005,080003,292,478,4,8,0,5,1,3
34005080004,34,005,080004,110,187.1,2.9,1,0,1,1.9,1
34005080005,34,005,080005,306.4,373.4,1.1,14.1,1,3.1,2,1.1
34005090001,34,005,090001,151,257,3,5,1,0,0,0
34005090002,34,005,090002,290.5,213.6,6,7.2,1,1,0,1
34005090003,34,005,090003,189.5,59.2,0,5.1,1,2,2,1
34005090004,34,005,090004,151.5,197.4,1,6.8,0,0,1,1
34005090005,34,005,090005,387,454,2,7,2,1,1,3
34005090006,34,005,090006,242,170,5,3,5,1,0,0
34005090007,34,005,090007,263,335,6,12,1,4,2,0
34005090008,34,005,090008,581,121,6,8,6,3,3,5
34005095001,34,005,095001,124.6,220.2,3.4,4.7,2,4.1,0.7,0.7
34005095002,34,005,095002,284.5,452.4,7.9,14.4,4.6,4.6,4.1,0.4
34005095003,34,005,095003,302.4,394.2,1.7,10.4,0.3,0.4,3.2,0.6
34005095004,34,005,095004,195.2,269.1,2,10.8,0,3,2,0
34005095005,34,005,095005,192,306.7,0,4.9,0,1.9,1,2.8
34005095006,34,005,095006,249,328,1,1,1,4,0,0
34005095008,34,005,095008,111.6,246.4,1.7,2.6,0.9,0.9,0,0.9
34005100001,34,005,100001,176,181,3,6,0,3,1,1
34005100002,34,005,100002,123,133,5,7,0,2,2,0
34005100003,34,005,100003,81,122,1,4,0,0,0,1
34005100004,34,005,100004,157,134,0,5,1,1,0,0
34005100005,34,005,100005,180,172,0,4,0,1,0,1
34005100006,34,005,100006,177,202,1,12,0,1,1,2
34005100007,34,005,100007,106,154,3,2,0,0,1,5
34005100008,34,005,100008,148,135,0,4,3,2,0,0
34005100009,34,005,100009,124,172,1,5,2,2,2,2
34005100010,34,005,100010,142,165,4,6,2,2,1,0
34005100011,34,005,100011,139,178,1,3,2,1,0,0
34005100012,34,005,100012,129.4,113.8,0,5.8,0,2.9,0,0
34005100013,34,005,100013,111,128,1,3,1,3,0,6
34005100014,34,005,100014,228,82.8,0,3.5,0.9,1.8,1.8,0.9
34005100015,34,005,100015,370.5,149.2,2.1,11.9,3.9,4.8,3.6,0.9
34005100016,34,005,100016,211.7,71,3,6.5,2.3,3.3,1.2,1
34005100017,34,005,100017,101.2,52.7,0.6,5.3,0.6,0.7,1.2,0
34005100018,34,005,100018,82,108,1,6,1,0,0,0
34005100019,34,005,100019,378.5,71,0,8.8,2,4.9,1,1
34005105001,34,005,105001,267.4,298.9,4,7,0,4.1,0,1
34005105002,34,005,105002,212,327,4,7,5,1,1,1
34005105003,34,005,105003,286.3,343.2,7,6.2,2,0,3,1
34005105004,34,005,105004,234,320,1,12,0,1,0,1
34005105005,34,005,105005,174,236,3,4,0,1,1,0
34005105006,34,005,105006,730.9,940.2,14,12.1,3.1,12.3,5,3.1
34005105007,34,005,105007,413,681,15,5,3,3,3,1
34005105008,34,005,105008,347,307,7,7,2,2,3,3
34005105009,34,005,105009,229,140,0,7,0,0,0,0
34005105010,34,005,105010,232,304,1,6,0,6,0,0
34005105011,34,005,105011,299.7,411.8,2,12.8,0,1,2,3
34005105012,34,005,105012,365,492.4,4,9,0,2,0,0
34005105013,34,005,105013,429.3,522.1,9,9,1,4,4,0
34005105014,34,005,105014,143.7,200.1,1,4,0,9.9,0,0
34005105015,34,005,105015,412,342,2,18,0,11,4,7
34005105016,34,005,105016,168,317,1,10,0,1,1,0
34005105017,34,005,105017,250,467,0,10,0,1,2,0
34005110001,34,005,110001,206.9,292.8,0.9,6.3,0.9,1.8,0.9,0.9
34005110002,34,005,110002,290,312.2,0.1,13.6,2.1,2.2,4.1,0.1
34005110003,34,005,110003,246.8,262.4,11.1,6.1,1,2,0,0
34005110004,34,005,110004,246,305,6,5,2,4,2,1
34005115001,34,005,115001,207,195,3,5,0,7,0,4
34005115002,34,005,115002,238,218,5,13,1,4,0,2
34005115003,34,005,115003,271,206,2,4,0,1,0,0
34005115004,34,005,115004,256,187,2,7,0,1,2,0
34005115005,34,005,115005,262.4,266.1,0.9,0.9,0.9,1.8,0,0
34005115006,34,005,115006,235.4,221,1,4,1,0,0,0
34005115007,34,005,115007,315,165,1,11,1,7,0,0
34005115008,34,005,115008,344.8,235.1,1.1,6.4,0.4,3.2,2.1,0.1
34005115009,34,005,115009,167,296,0,6,0,2,0,2
34005115010,34,005,115010,200.5,266.7,4,1,0,1,0,0
34005115011,34,005,115011,432,176,2,11,3,1,0,1
34005115012,34,005,115012,301.5,221.3,2,5,0,1,1,0
34005115013,34,005,115013,281.9,233.2,3.8,9.6,0,2.9,3.8,1
34005115014,34,005,115014,300.6,301.3,4.5,6.7,0.5,0,0.8,0.5
34005115015,34,005,115015,235.9,192.3,3.2,4,3.2,0,4.8,3.2
34005115016,34,005,115016,248,209,4,5,1,1,0,3
34005115017,34,005,115017,312.1,287.3,0.4,7.6,0.2,2.1,0.5,0.3
34005115018,34,005,115018,371,368,1,5,0,0,0,1
34005115019,34,005,115019,199,249,2,3,0,1,0,0
34005115020,34,005,115020,361,427,1,3,1,1,0,1
34005120001,34,005,120001,394.2,126.6,4.1,10.3,2.1,7.2,1.1,2
34005120002,34,005,120002,266,172,4,8,2,1,5,0
34005120003,34,005,120003,310,198,7,12,7,6,2,0
34005120004,34,005,120004,340.5,277.8,9,15.9,0,2,2,0
34005120005,34,005,120005,167,121,0,1,0,2,3,3
34005120006,34,005,120006,189.6,78.8,0,10,0,2,3,5
34005120007,34,005,120007,341.9,140.2,1.8,10.1,3.7,4.6,1.8,0.9
34005125001,34,005,125001,468.7,342.6,3.7,16.6,7.4,1.8,0.9,0
34005125002,34,005,125002,566.4,460,4.8,12.5,1,6.7,4.8,2.9
34005125003,34,005,125003,221.1,284,2,1,0,2,4,4
34005125004,34,005,125004,230.5,261.3,3.9,7.7,0,1.9,3.8,0
34005125005,34,005,125005,594.7,197.2,1,10.1,6,4,2,4
34005125006,34,005,125006,418.2,345.5,1.4,8.8,0.5,4.6,1.2,0.1
34005125007,34,005,125007,354.9,268.2,4,10,3,1,1,1
34005125008,34,005,125008,252.2,244.9,0.9,3.6,3.6,1.8,0.9,0.9
34005125009,34,005,125009,373.5,357.1,6.3,20.7,4.6,5.3,0.1,0
34005125010,34,005,125010,281,185.4,1.9,4.8,1,1,0,0
34005125011,34,005,125011,476.6,323.1,4,14.3,4,7.1,2,2
34005125012,34,005,125012,210.6,236.9,1.2,6.5,1,4.3,0.2,2.1
34005125013,34,005,125013,272,323,1,9,0,2,2,1
34005125014,34,005,125014,564,411,8,14,3,7,1,1
34005125015,34,005,125015,769,477,6,14,1,8,1,8
34005125016,34,005,125016,386.1,435.8,0,12.9,0.9,3.7,0,0.9
34005125017,34,005,125017,160,182,0,4,0,3,1,1
34005125018,34,005,125018,565.6,283.7,1.8,15.5,3.6,1.8,0,0.9
34005125019,34,005,125019,315,275,1,12,0,2,0,0
34005125020,34,005,125020,710.4,453.2,5.1,19.2,6,12,4,2
34005125021,34,005,125021,446.2,520.4,2.1,5.2,3,1,2,5
34005125022,34,005,125022,184,188,2,6,0,3,1,0
34005125023,34,005,125023,372,473,4,22,0,2,1,0
34005125024,34,005,125024,483,294,4,16,1,5,5,4
34005125025,34,005,125025,326,142,1,10,2,0,0,1
34005125026,34,005,125026,623.1,271.7,6,15.1,2.3,2.1,3.9,0.1
34005125027,34,005,125027,172,197,3,4,0,0,1,0
34005130001,34,005,130001,135.8,263.3,0.1,5.1,1.1,4,3,0
34005135001,34,005,135001,174.4,292.9,3,5,0,0,1,0
34005135002,34,005,135002,274.4,504.5,3,11,2,4,3,1
34005135003,34,005,135003,197.6,420.5,2.1,9,1,3.1,1,0
34005140001,34,005,140001,207.4,148.7,2,7.8,0,2.9,2.9,0
34005140002,34,005,140002,171,143,2,5,3,0,0,0
34005140003,34,005,140003,114,84,1,5,0,0,1,0
34005140004,34,005,140004,195.4,178.1,3.8,8.8,2.4,3,2.7,3
34005140005,34,005,140005,154,115,2,8,0,2,0,2
34005140006,34,005,140006,251,182,8,12,2,2,1,0
34005140007,34,005,140007,188,125,5,9,4,2,1,0
34005140008,34,005,140008,236.5,41,1,1,0,2,1,0
34005140009,34,005,140009,342,203,6,10,1,2,2,0
34005145001,34,005,145001,251,268,1,10,3,2,1,2
34005150001,34,005,150001,243.6,299.7,2.1,12.3,5.1,6.3,4,1.2
34005150002,34,005,150002,222.2,268.3,0.9,5.7,1.9,6.6,0.9,2.8
34005150003,34,005,150003,307.5,280.1,2,6.1,1,3.1,4,6
34005150004,34,005,150004,466,341,6,11,6,5,1,1
34005150005,34,005,150005,184.9,157.4,1.3,4.2,4,0.1,0.3,1
34005150006,34,005,150006,267.1,261.2,5,12,5,1,2,0
34005150007,34,005,150007,199,221,5,5,2,3,0,0
34005150008,34,005,150008,570,155,4,11,5,1,0,1
34005150009,34,005,150009,165.7,149.7,1.1,8.2,1.1,0,0,1
34005150010,34,005,150010,288.1,163.6,1.7,6.8,0,0.8,1.7,0
34005150011,34,005,150011,202.7,200,3.6,12.8,0.9,1.8,3.6,0.9
34005150012,34,005,150012,486.6,387.2,4.3,12.1,10,4.1,4.3,5
34005150013,34,005,150013,169.7,230.3,1.9,5.6,1.9,3.7,0.9,1.9
34005150014,34,005,150014,208.6,271,2.1,6.2,4,1.2,1,1.1
34005155001,34,005,155001,124,129,1,4,1,3,0,5
34005155002,34,005,155002,123,120,4,3,0,0,0,2
34005155003,34,005,155003,123.8,123.8,0.9,2.8,0,0.9,0.9,0
34005155004,34,005,155004,101.2,132.2,0.1,2.2,2,1.1,4.1,0
34005155005,34,005,155005,132,136,1,3,0,3,1,0
34005155006,34,005,155006,103,74,1,1,1,0,0,1
34005155007,34,005,155007,197,191,1,9,2,2,1,2
34005155008,34,005,155008,132.1,194.8,1,6.8,1,4.8,1,0
34005160001,34,005,160001,234.6,188.9,4.1,9.3,2,0.1,2.1,1.1
34005160002,34,005,160002,228.3,173,5.9,5.9,1,3,0,2
34005160003,34,005,160003,284.7,230,3.1,15.1,1,2,1,0
34005165001,34,005,165001,171.5,323,4.6,7.5,0,1.3,0.2,0.1
34005165002,34,005,165002,280.5,614.8,3,9,0,3,9,1
34005165003,34,005,165003,323.8,579.6,5.4,12.5,0,2.7,1.8,0.9
34005165004,34,005,165004,179.1,377.9,5.9,6.9,1,2,0,1
34005170001,34,005,170001,151,289,1,11,0,1,0,2
34005170002,34,005,170002,259.1,569.4,9,13,4,4,0,0
34005170003,34,005,170003,262,472,5,8,0,9,6,4
34005170004,34,005,170004,309.4,596.8,5.8,10.8,1.9,3.9,1,2.9
34005170005,34,005,170005,488.7,722.2,6.3,21.3,0.2,2.4,3.2,2.2
34005170006,34,005,170006,339.9,489,1.9,17,2.8,4.7,3.8,2.8
34005175001,34,005,175001,240.7,472.4,7,14,0,4,1,1
34005175002,34,005,175002,282.9,463.6,1.8,6.9,3.1,3.2,0,0
34005175003,34,005,175003,77.6,140.1,0.9,0.9,0.9,0.9,0,0
34005180001,34,005,180001,150,360,1,5,2,0,0,0
34005180002,34,005,180002,113,268,4,4,3,1,0,0
34005180003,34,005,180003,248.7,510.4,8,9,0,3,0,0
34005180004,34,005,180004,270.9,571.2,3,8.9,1,3,2,1
34005180005,34,005,180005,217,394,9,11,1,2,1,2
34005185001,34,005,185001,121.2,206.5,2.1,4.2,1,2.1,1,1.1
34005190001,34,005,190001,826,293.8,4.4,21.2,4.1,7.7,2.2,2.9
34005190002,34,005,190002,313.6,228,1,7,2.8,5.2,3.3,0.1
34005190003,34,005,190003,419.8,280.1,4.1,11.6,4.2,3.3,1.1,4
34005190004,34,005,190004,398.2,232.8,9,14,8,4,1,1
34005190005,34,005,190005,516.6,304.9,6.8,3.4,3.4,0.8,3.4,0.8
34005192001,34,005,192001,496,57,0,5,0,1,0,0
34005192002,34,005,192002,398,44,0,3,1,1,1,1
34005192003,34,005,192003,301,32,5,12,1,3,1,3
34005192004,34,005,192004,265,34,0,10,0,9,1,0
34005192005,34,005,192005,343.8,26,2,6,2,1,0,3
34005192006,34,005,192006,319,46,3,3,0,1,3,0
34005192007,34,005,192007,368,36,1,5,2,0,0,6
34005192008,34,005,192008,340,28,0,9,4,1,1,2
34005192009,34,005,192009,520.3,60.1,1,4.3,7.6,0.7,2.5,2.7
34005192010,34,005,192010,291.8,23.8,0,5.7,3.8,2.9,0,0.9
34005192011,34,005,192011,485.9,69.7,1.3,6.6,4.1,1.3,2.1,1.1
34005192012,34,005,192012,338,42,0,6,1,0,0,1
34005192013,34,005,192013,433,36,0,7,7,5,1,0
34005192014,34,005,192014,299.4,53.2,0,1.2,6.8,1.1,0.9,4.8
34005192015,34,005,192015,282,27,0,5,5,4,1,1
34005192016,34,005,192016,372.9,44.3,0,3.3,2,3,1,2
34005192017,34,005,192017,245.3,17.6,0,4.6,0.9,0.9,0,0.9
34005192018,34,005,192018,388,41,1,10,4,0,2,0
34005192019,34,005,192019,302,37,0,10,2,1,0,0
34005192020,34,005,192020,360.8,49.1,1,7.1,2.4,1.1,2.1,2.3
34005192021,34,005,192021,295,43,1,10,5,3,1,5
34005192022,34,005,192022,202,10,1,3,0,0,1,0
34005192023,34,005,192023,274,34,0,10,2,0,1,0
34005192024,34,005,192024,279,22,0,6,2,3,2,1
34005192025,34,005,192025,309.3,18.2,0,4.8,4.8,0,0,0
34005192026,34,005,192026,301.5,17.6,1,1,2.1,0,2,2
34005192027,34,005,192027,289.8,33.6,0,3,7,3,0,2
34005192028,34,005,192028,384.2,50.4,1,4,4,1,1,2
34005192029,34,005,192029,264,33,0,1,0,1,0,1
34005192030,34,005,192030,82.7,6.9,0,1.6,1.4,0.3,0.6,0.3
34005192031,34,005,192031,240.5,32.4,0,2,3.9,1,0,1
34005192032,34,005,192032,89.7,13.5,0.3,2,1.3,0,0,1.3
34005192033,34,005,192033,489.3,53.5,4.7,7,4.7,3,1,4.7
34005192034,34,005,192034,304,27,0,4,4,4,0,2
34005192035,34,005,192035,550.2,58.7,1.2,3.2,4.2,1.4,2.1,4.2
34005192036,34,005,192036,301,28,0,3,1,1,1,1
34005195001,34,005,195001,167.8,386.9,6.1,5.2,0.1,0.1,1,3.1
34005200001,34,005,200001,1.2,1.1,0,0.1,0,0,0,0
34005200002,34,005,200002,83.2,82.9,2.1,4,2.1,2.1,0,0
34005950009,34,005,950009,354,261,5,12,1,0,1,0
34005950010,34,005,950010,237.6,236.6,3.9,6.9,0,3.9,0,2.9
34007005001,34,007,005001,296,169,1,5,5,3,3,0
34007005002,34,007,005002,177,156,8,4,0,3,2,0
34007005003,34,007,005003,328.2,244,1.2,4.4,2.5,4.1,1,9.2
34007005004,34,007,005004,213.7,194.2,1,5.4,9.3,5.1,0,3.1
34007005005,34,007,005005,281,212,7,15,2,3,0,4
34007005006,34,007,005006,341,272,5,13,6,6,0,3
34007005007,34,007,005007,205,205,2,1,2,4,1,2
34007005008,34,007,005008,255.2,205.3,1,4.9,0,5.9,1,2
34007010001,34,007,010001,211.7,225.2,4,4,4,3,1,7
34007015001,34,007,015001,374.3,339.7,14.1,5.3,9.7,1.5,2.1,3.1
34007015002,34,007,015002,213.2,171.1,1.6,4.9,4,0.8,1.6,3.2
34007015003,34,007,015003,325.2,294.3,11.4,10.1,5.4,1.2,0.2,2.9
34007015004,34,007,015004,346.5,270.8,10.1,4,5,4,2,2
34007015005,34,007,015005,191.1,140.9,3.5,6.7,3.3,1,1.2,0.8
34007020001,34,007,020001,314.2,343,1.9,6.6,6.6,6.6,1.9,6.6
34007020002,34,007,020002,340.1,289.6,7,11,7,1,0,12
34007020003,34,007,020003,332.9,292.4,7.7,8.7,7.7,1.1,6,12.1
34007020004,34,007,020004,210.7,261.6,4.6,3.6,2.9,0.5,0.2,4.7
34007020005,34,007,020005,223.8,193.1,0.9,4.6,7.4,3.7,0,11.1
34007020006,34,007,020006,296.8,230.4,2.9,2.8,5.4,3.6,1,9.9
34007020007,34,007,020007,202.8,231.6,6.9,7.3,9.7,2.5,0.9,6.2
34007025001,34,007,025001,187.6,245.8,2,4.7,3.8,1,0.9,1
34007025002,34,007,025002,315.3,418,9.1,8.2,2,4.1,0,8.1
34007025003,34,007,025003,350,367,4,1,4,6,2,5
34007025004,34,007,025004,258.3,311,1,11.5,5.7,3.8,0,10.5
34007025005,34,007,025005,148,170,0,4,0,2,0,1
34007030001,34,007,030001,414.5,313.6,6.1,5.2,8.1,6,3,4
34007030002,34,007,030002,241.6,161,4,3.1,6.1,0,0,4
34007030003,34,007,030003,431,459.5,9.9,7.5,2.3,5.2,1,3.5
34007035001,34,007,035001,299.5,277.5,4,5.1,10.1,3,3,8
34007040101,34,007,040101,170,2,0,0,0,0,0,1
34007040102,34,007,040102,368.2,26.5,0.2,8.1,0.4,4,0.1,3.1
34007040103,34,007,040103,286.4,18.3,1,1.2,8.4,2,0,1.4
34007040104,34,007,040104,228,16,0,2,4,0,3,0
34007040105,34,007,040105,298.4,25.9,0.3,2.2,3.1,0.1,0,1.2
34007040106,34,007,040106,314.7,16.8,3.7,0.9,10.2,0,0,4.6
34007040107,34,007,040107,168.2,9,0,0,4,0,0,0
34007040108,34,007,040108,379.5,14,0,6,3.2,0.1,0.1,6.1
34007040109,34,007,040109,411.4,31.3,0.9,0.9,7.2,1.8,2.7,2.7
34007040110,34,007,040110,314.4,53,2.3,3.6,10.6,0.8,0.2,8.2
34007040201,34,007,040201,191.2,4.6,0,1.8,0,0,0,0
34007040202,34,007,040202,289.2,23.1,1,2,7.1,2,0,1.1
34007040203,34,007,040203,468.2,6,0,2,5,3,1,9
34007040204,34,007,040204,219,7,1,2,4,1,0,4
34007040205,34,007,040205,217,9,0,2,1,1,0,1
34007040206,34,007,040206,445,18,0,4,7,0,0,4
34007040207,34,007,040207,348,8,0,0,1,0,0,6
34007040208,34,007,040208,436,24,0,3,1,0,0,6
34007040209,34,007,040209,393.6,17.9,0,1,8,3,0,4
34007040210,34,007,040210,169,8.5,1.9,4.7,4.7,0,0,0.9
34007040211,34,007,040211,178.7,3.6,0,1.8,4.5,0,0,4.5
34007040301,34,007,040301,229,27,2,1,4,0,0,0
34007040302,34,007,040302,422,32,0,5,8,1,1,5
34007040303,34,007,040303,250.1,28.9,1,3.1,5.2,1,0,5
34007040304,34,007,040304,283.5,13.9,0,1,2.9,0.1,0,0.1
34007040305,34,007,040305,215,12,0,3,4,0,0,1
34007040306,34,007,040306,397,26,1,3,8,0,1,1
34007040307,34,007,040307,323,30,1,4,8,0,0,4
34007040308,34,007,040308,346,35,1,2,1,1,0,2
34007040309,34,007,040309,292.6,24.7,2.1,2.8,7.1,0,0.7,2.1
34007040401,34,007,040401,275,9,1,0,7,1,0,1
34007040402,34,007,040402,227,21,0,0,9,0,0,5
34007040403,34,007,040403,279,23,0,0,6,1,0,3
34007040404,34,007,040404,292,8,0,2,4,0,0,1
34007040405,34,007,040405,260,14,0,7,3,0,0,2
34007040406,34,007,040406,401.4,33.3,0.9,2.2,9.9,0,1.3,1.9
34007040407,34,007,040407,313,34,2,0,2,1,0,1
34007040408,34,007,040408,320,42,2,1,5,0,2,4
34007040409,34,007,040409,278.4,42,1.9,2.8,0.9,2.8,0.9,1.9
34007040410,34,007,040410,264.8,31.5,3.8,2.9,9.6,1,2.9,2.9
34007043001,34,007,043001,411.6,290.5,2.8,7.6,2.8,9.5,0,1.9
34007043002,34,007,043002,382.6,207,6.7,5.7,8.6,0,0,2.9
34007043003,34,007,043003,516,342,2,4,5,5,1,6
34007043004,34,007,043004,367.8,281.3,7,6,5,1,6,3
34007043005,34,007,043005,433.2,232.7,0,6,3,9,0,7
34007043006,34,007,043006,269,217.9,0,5.8,2.9,1,2.9,5.8
34007043007,34,007,043007,435,232,4,4,4,0,0,3
34007043008,34,007,043008,396.2,171.7,4,3,8,0,0,9.9
34007043009,34,007,043009,414,230.1,3,2.2,1.1,5,1.1,6.2
34007043010,34,007,043010,463.7,334.3,3.9,2,1,2.9,2,5.9
34007043011,34,007,043011,459,337,11,5,6,6,7,4
34007043012,34,007,043012,460,241,8,5,6,2,2,4
34007043013,34,007,043013,349,340.1,4,6,5.1,0,2.1,6.2
34007043014,34,007,043014,375,249,8,3,0,2,0,3
34007043015,34,007,043015,448,239.1,6.2,6.7,10.5,0,0,3.2
34007043016,34,007,043016,286,140,3,3,0,0,0,1
34007043017,34,007,043017,480,223,7,19,6,3,2,7
34007043018,34,007,043018,289,199,4,10,3,2,0,1
34007043019,34,007,043019,339.9,163.8,2.6,3.5,5.3,1.8,0,0.9
34007043020,34,007,043020,501.2,399.3,10.4,6.5,6.7,3.3,3,3.2
34007043021,34,007,043021,434,279,4,16,12,3,5,3
34007043022,34,007,043022,484.7,329,6.2,3.1,3.2,0.1,2,6.5
34007043023,34,007,043023,392.2,189,3.4,3.4,10,5,0,2.5
34007043024,34,007,043024,399,239.9,2.8,7.3,5.5,0,0,2.8
34007043025,34,007,043025,372,208,4,8,3,7,1,6
34007043026,34,007,043026,528.4,325.6,2,6,5,0,0,3
34007043027,34,007,043027,357,204.9,0,2,4.9,0,2.9,6.8
34007043028,34,007,043028,482,202,4,7,9,3,3,0
34007043029,34,007,043029,515.3,340.6,14.8,4,4.9,1,0,10.9
34007043030,34,007,043030,320.8,115.8,2.2,6.1,3,0,0,3
34007043031,34,007,043031,547,203,7,0,5,5,0,4
34007043032,34,007,043032,233,113,2,2,0,0,0,1
34007043033,34,007,043033,492.6,311.4,6,0,0,5,0,1
34007043034,34,007,043034,496.6,317.1,1.2,7.2,0,1.2,3,0.2
34007043035,34,007,043035,418,353,7,3,1,3,1,1
34007043036,34,007,043036,386,186,1,2,0,3,0,1
34007043037,34,007,043037,432,199,6,4,1,0,1,1
34007043038,34,007,043038,368.7,139.4,4.2,3,0.1,1,0,6.1
34007043039,34,007,043039,404.2,228.2,5.8,2.9,1,0,0,0
34007043040,34,007,043040,360,172,3,2,5,1,0,1
34007043041,34,007,043041,355.8,220,10.7,3.6,10,2,0,0.5
34007043042,34,007,043042,276,187,3,0,5,0,0,3
34007043043,34,007,043043,347.4,200.9,2.8,2.8,0,2.8,0,2.8
34007043044,34,007,043044,434.3,212.3,1,0.1,0.9,0.9,0,2.8
34007043045,34,007,043045,571,312.7,5.8,6.8,3.9,0,0,10.7
34007043046,34,007,043046,275,201,3,2,1,3,0,0
34007043047,34,007,043047,401,174,0,4,1,0,0,1
34007043048,34,007,043048,325.5,144.5,5.8,4.3,5,1.2,1.1,1.8
34007045001,34,007,045001,431.3,157.6,2.4,2.2,13.7,4.2,0.3,7.5
34007050001,34,007,050001,245,180,2,5,8,0,3,7
34007050002,34,007,050002,256.8,190.2,2,3,7,3,1,5
34007050003,34,007,050003,335.9,225.9,11,3,0,2,2,2
34007055001,34,007,055001,359.2,142.8,5.8,10.7,1.3,0.1,4,4.2
34007055002,34,007,055002,513,178,12,7,3,4,0,4
34007055003,34,007,055003,257,84,2,15,6,0,0,1
34007055004,34,007,055004,401.2,144.7,11.1,8.1,3,4,1,0.1
34007055005,34,007,055005,353,65.5,3.9,11.7,10.8,1,4.9,3.9
34007055006,34,007,055006,276,141.4,14.8,12.2,5.2,2.6,0.9,3.5
34007055007,34,007,055007,462,159,2,12,4,0,5,9
34007055008,34,007,055008,311,109.5,1.8,5.9,3.4,0.1,0,0.9
34007055009,34,007,055009,567.4,183.4,4,12,9.1,0,1,2
34007055010,34,007,055010,349,140,4,7,0,8,2,1
34007055011,34,007,055011,434.9,130.9,3.9,6.8,6.8,2,0,0
34007055012,34,007,055012,336,95,1,4,3,2,1,1
34007065001,34,007,065001,257.9,272.2,2,2.2,7.1,2.2,2,6.2
34007065002,34,007,065002,180.1,184.1,0.9,4.1,2.5,4.8,0,4.1
34007075001,34,007,075001,152.1,216.8,2.9,10.8,4.9,2.9,4.9,5.9
34007075002,34,007,075002,181.9,204,3,7,1,3,2,11
34007075003,34,007,075003,188.3,199,7.8,2.9,2.9,0,0,0
34007075004,34,007,075004,295.6,340.7,3,5.9,3,1,1,3
34007075005,34,007,075005,312.6,246.4,3.9,3.9,3.9,1,1,1
34007075006,34,007,075006,265.3,237.7,4.5,2,1,0.1,0,3.5
34007075007,34,007,075007,258.4,342.6,5.1,6.1,8.1,1,1,5
34007075008,34,007,075008,433.4,156.4,1.1,1.2,12.5,3.2,0,1.1
34007075009,34,007,075009,345,357,4,1,8,0,1,5
34007075010,34,007,075010,168,267,3,4,5,2,0,3
34007075011,34,007,075011,271,286,3,7,9,2,0,4
34007075012,34,007,075012,323.9,324.2,3.8,2.1,1,11.2,1,0.1
34007075013,34,007,075013,378,230,3,3,10,3,5,4
34007075014,34,007,075014,459,139,3,11,10,3,3,3
34007075015,34,007,075015,327,388,3,3,5,3,1,3
34007075016,34,007,075016,329,345,1.3,4.2,3.1,5.9,0.1,3
34007075017,34,007,075017,674.8,284.5,4.5,10,10.7,6,3,3
34007075018,34,007,075018,462.5,204.2,0.9,1.8,8,0,0.9,8
34007075019,34,007,075019,439.8,311.1,0,3,1,5,5,4
34007075020,34,007,075020,359.7,272.9,1,2.9,5.8,2.9,0,2.9
34007075021,34,007,075021,155,178,0,2,3,0,0,1
34007075022,34,007,075022,214,212,0,2,8,3,0,3
34007075023,34,007,075023,549,139,0,6,6,6,0,0
34007075024,34,007,075024,313,296.3,3.9,2.9,5.9,2,0,0
34007075025,34,007,075025,267,367,1,3,1,5,0,3
34007075026,34,007,075026,242,281,3,3,0,0,1,5
34007075027,34,007,075027,255,274,4,4,3,2,1,3
34007075028,34,007,075028,354,146,3,2,10,3,0,3
34007075029,34,007,075029,391.7,320.6,0.9,5.7,0.9,0.9,0,0.9
34007075030,34,007,075030,348.3,332.6,1.4,3.1,6.2,0.2,4.2,3.4
34007075031,34,007,075031,260,198.7,4,4,4.9,4,0,3
34007075032,34,007,075032,343.7,217.4,7.6,1.9,4.8,3.8,3.8,6.7
34007075033,34,007,075033,495.9,143.7,0.9,2.9,5.7,2.9,0,0
34007075034,34,007,075034,270,153,1,0,3,1,0,7
34007075035,34,007,075035,552.5,333.8,6.1,8.2,7,0,0.1,5
34007075036,34,007,075036,348,212.3,4,0,1.1,6,0,1
34007075037,34,007,075037,194,27,0,2,6,0,0,1
34007075038,34,007,075038,183.1,87.2,2.6,0,4.3,0,0,0
34007075039,34,007,075039,153,125,1,2,0,0,0,3
34007075040,34,007,075040,301.7,219.7,1.3,6.1,3.2,1,1,4
34007077101,34,007,077101,135,95,1,0,4,0,0,3
34007077102,34,007,077102,157.1,118.2,7.9,7.1,2.6,2.6,0,6.2
34007077103,34,007,077103,98.5,133.7,1.6,5.9,1.6,2.9,0,1.6
34007077201,34,007,077201,174.4,81,0,4.8,0.9,1.9,0,2.9
34007077202,34,007,077202,203.8,206.2,4,5.7,9.9,2.4,0,5.2
34007077203,34,007,077203,261.2,257.4,1.2,3.3,1.4,3.2,3,0.4
34007077301,34,007,077301,237.5,151,4,5.1,3.1,1,0,5
34007077302,34,007,077302,186,220.1,0,6.7,4.8,2.9,0,1.9
34007080001,34,007,080001,347.8,230.9,4,11,0,1,2,6
34007080002,34,007,080002,222.1,111.9,0.9,2.6,4.3,2.5,0.8,1.7
34007080003,34,007,080003,415,291,6,5,2,3,5,4
34007080004,34,007,080004,284.8,171.7,7.4,4.2,1.5,3.2,1.1,4.3
34007080005,34,007,080005,223.2,91.2,2,3,0.1,0,0,1.1
34007080006,34,007,080006,198.7,188,3.9,1.6,4.8,0.3,0,3
34007080007,34,007,080007,233.7,120.7,5.4,1.5,0.8,0.8,0,1.5
34007080008,34,007,080008,316,169,7,5,1,4,1,3
