GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDMEN,G18USSRHUG,G18USSLSAB,G18USSGHOF,G18USSORIV,G18USSOFLA,G18USSOKIM,G18USSOSCH
34021010010,34,021,010010,398,37,2,5,2,6,1,3
34021010011,34,021,010011,395.5,250,11.3,1.5,3,8.5,1.1,4
34021010012,34,021,010012,293.9,138.7,5,12,0,11.1,3,4
34021010013,34,021,010013,236,36,3,2,0,2,1,0
34021010014,34,021,010014,186.8,153,7,1,1,9.9,0,0
34021010015,34,021,010015,403.4,99.5,2.7,3.5,4.4,8,0,0.9
34021010016,34,021,010016,195.3,160.7,1,0,1.9,9.6,0,0
34021010017,34,021,010017,305.1,114.3,3,4,7,8,1,3
34021010018,34,021,010018,309,177,9,1,3,11,3,1
34021010019,34,021,010019,616,467,9,12,7,24,1,3
34021010020,34,021,010020,151,138,1,4,1,2,0,0
34021010021,34,021,010021,415.5,280.8,6,13.1,5,16,1,2
34021010022,34,021,010022,201.6,107.2,2.8,5.5,0,2.8,0.9,0
34021010023,34,021,010023,234.8,92.4,0,5,7,9.1,0,0
34021010024,34,021,010024,413,170,2,6,5,2,0,0
34021010025,34,021,010025,389.2,55.6,3,4,1,10.9,0,2
34021010026,34,021,010026,390,119,1,7,3,4,0,2
34021010027,34,021,010027,383.1,150.7,2,4.9,6.9,8.9,3,3.9
34021010028,34,021,010028,319,34,1,2,1,8,2,1
34021015001,34,021,015001,230.1,282.7,11.9,6,4,13.9,0,1
34021015002,34,021,015002,189,197,5,5,0,9,1,4
34021015003,34,021,015003,172.3,309.2,2.1,0.1,1,16.7,0,2
34021015004,34,021,015004,352,72,2,2,6,8,0,4
34021015005,34,021,015005,413,117,2,3,2,3,2,7
34021015006,34,021,015006,320.4,212.3,10.8,0,3.9,7.9,4.9,2
34021015007,34,021,015007,772.9,118.5,2.3,3.7,9.2,9.5,0.1,3.2
34021015008,34,021,015008,139,161,1,7,6,7,1,0
34021015009,34,021,015009,266,336,3,6,5,11,1,2
34021015010,34,021,015010,251.8,344.8,5,2,0,6,0,1
34021015011,34,021,015011,279,177,3,6,0,8,1,1
34021015012,34,021,015012,346.4,177.5,5.4,4.5,8.2,8.1,0,0.1
34021015013,34,021,015013,438.2,70.9,1,10,9,5,7,1
34021015014,34,021,015014,373.4,301.5,8.1,12.7,7.9,16.8,1,5.2
34021015015,34,021,015015,523,317,10,5,6,14,3,5
34021015016,34,021,015016,243,165,5,6,4,8,5,1
34021015017,34,021,015017,295.3,206.5,6.1,5,1,6.1,0,5
34021015018,34,021,015018,297,143,5,7,6,8,0,1
34021015019,34,021,015019,120,215,2,0,3,5,1,1
34021015020,34,021,015020,176,264,5,5,3,6,4,2
34021015021,34,021,015021,141,153,2,4,3,3,0,4
34021015022,34,021,015022,147.5,175.4,2.1,6,0.1,6.1,1,2
34021015023,34,021,015023,481.7,170.7,2.3,4.2,1.3,8.2,1,4
34021015024,34,021,015024,194,175,2,5,2,2,1,4
34021015025,34,021,015025,350,273,5,5,2,8,0,8
34021015026,34,021,015026,217,180,5,5,2,8,3,0
34021015027,34,021,015027,301,405,7,5,4,3,2,4
34021015028,34,021,015028,235,240,3,7,1,2,0,2
34021015029,34,021,015029,184.3,132.3,4.7,2.8,5.7,2.8,0.9,0
34021015030,34,021,015030,185,299,2,1,1,7,0,0
34021015031,34,021,015031,428.5,556.6,16.9,5.4,2.5,9.7,4.2,2.2
34021015032,34,021,015032,186,225,3,10,4,5,0,4
34021015033,34,021,015033,241,210,6,5,2,9,0,1
34021015034,34,021,015034,215,190,6,5,4,8,0,0
34021015035,34,021,015035,303,326,7,6,2,9,1,1
34021015036,34,021,015036,159,197,1,6,1,2,1,1
34021015037,34,021,015037,122.4,125.3,2.1,5.4,1.4,3.5,0,2.7
34021015038,34,021,015038,233,264,0,3,1,7,0,2
34021015039,34,021,015039,178.3,149.2,2.1,1,1,1.1,0,7
34021015040,34,021,015040,198,232,7,2,1,2,0,0
34021015041,34,021,015041,347.4,241.4,5.6,6.2,2.8,7.6,2.2,2
34021015042,34,021,015042,202,225,5,2,0,3,2,2
34021015043,34,021,015043,229,282,9,7,0,7,2,0
34021015044,34,021,015044,178.4,238.8,4.8,1.9,0,5.8,0,1
34021015045,34,021,015045,235,427,6,7,1,9,2,2
34021015046,34,021,015046,136,230,6,2,1,9,1,1
34021015047,34,021,015047,296.7,394,9,11,0,15,1,4
34021015048,34,021,015048,199,192,0,0,4,5,0,1
34021015049,34,021,015049,177.5,318.7,4,1.6,1.5,1.7,0.8,0.8
34021015050,34,021,015050,306,359,14,1,0,8,0,5
34021015051,34,021,015051,196.5,194.6,4.9,1,3.9,2.9,0,1
34021015052,34,021,015052,332.5,290.1,6.6,5.6,4.7,11.3,0,9.3
34021015053,34,021,015053,196.2,261.3,3,2,2,6.9,1,0
34021015054,34,021,015054,221.6,123.6,2.4,4.8,3.2,6.4,0.8,0
34021015055,34,021,015055,363,444,7,5,1,7,1,4
34021015056,34,021,015056,258,310,5,7,1,8,2,3
34021015057,34,021,015057,195.2,275.4,1,8.9,1,7.9,0,1
34021015058,34,021,015058,168,209,5,2,2,3,1,1
34021015059,34,021,015059,304,434,6,3,4,16,1,3
34021015060,34,021,015060,265,371,5,8,6,12,0,6
34021015061,34,021,015061,237.3,353,6,3,0,11,2,5
34021015062,34,021,015062,173,148,2,3,0,5,0,1
34021015063,34,021,015063,175,129,2,8,0,3,1,0
34021015064,34,021,015064,230,288,8,5,4,9,5,2
34021020001,34,021,020001,354.3,216.9,7.1,10.3,1.1,2,1,0
34021020002,34,021,020002,247.7,190.9,3.8,2.8,0.9,8.5,0.9,1.9
34021020003,34,021,020003,268.3,160.1,6.2,5.2,1,6.5,1,0.1
34021020004,34,021,020004,313,153,4,4,2,2,0,0
34021025001,34,021,025001,373.8,135.2,6,10,0,0,1,2
34021025002,34,021,025002,402.5,164.4,8.1,6,3,3,0,0
34021030001,34,021,030001,322,197.6,2.9,14.3,2.9,4.8,1,0
34021030002,34,021,030002,436,336,8,12.2,1,8.1,4.1,1
34021030003,34,021,030003,297,258,1,7.8,1,2,2.9,2
34021030004,34,021,030004,381,343,7,10,1,11,0,0
34021030005,34,021,030005,527.7,325.7,10.9,6.9,4,7.9,2,2
34021030006,34,021,030006,397.7,275.3,5.9,5.9,0,2,0,0
34021030007,34,021,030007,362,250,11,7,1,10,0,4
34021030008,34,021,030008,420,293,5,3,0,8,0,5
34021030009,34,021,030009,365.8,261.9,3.1,11.6,1.1,12.2,2,1
34021030010,34,021,030010,820.2,412.6,4,18,6,18,1,4
34021030011,34,021,030011,392.9,218.9,4,6,0,2,0,4
34021030012,34,021,030012,353,255,8,7,0,10,0,0
34021035001,34,021,035001,498.6,191.3,3.9,6.8,0,12.6,1,1.9
34021035002,34,021,035002,346.8,196.1,4.1,10.7,3,6,1,1.1
34021035003,34,021,035003,513.6,128.5,6.3,1.4,5.6,13,0,1.1
34021035004,34,021,035004,433.8,235.7,0,7.1,2,8,0,1
34021035005,34,021,035005,192.8,111.1,2,1,3.9,4.9,0,3.9
34021035006,34,021,035006,329.8,167.5,7.4,4.7,1.9,6.6,0,1
34021035007,34,021,035007,419,223,1,11,0,1,0,5
34021035008,34,021,035008,309.3,221.5,3.6,5.3,2.1,7.4,1,2
34021035009,34,021,035009,154.2,81.3,2.9,1,0.1,2.1,1.9,0
34021035010,34,021,035010,327,170.8,1.5,3.9,1.3,11.4,0.3,2.6
34021035011,34,021,035011,281,122,4,7,3,8,1,0
34021035012,34,021,035012,499.6,232.6,4.5,9.1,2.7,13.6,2.7,5.4
34021035013,34,021,035013,320,153,2,10,6,3,4,1
34021035014,34,021,035014,263,157,0,6,0,11,0,0
34021035015,34,021,035015,493.6,235.3,5.2,16.3,3.1,12.4,3,4.1
34021035016,34,021,035016,1240.6,381,15.1,16.4,8.8,17.2,3,1.9
34021035017,34,021,035017,527.8,216.1,2.1,5,5,11.2,0,2
34021035018,34,021,035018,401.3,270.5,6,6.9,1,3,0,1
34021035019,34,021,035019,400.6,119.9,2.5,3.9,5,7,0.1,1.3
34021035020,34,021,035020,378.8,172.4,3.9,4.9,1.9,7,0,1
34021035021,34,021,035021,235.6,223.9,0.1,3.1,0,3,2,5
34021040001,34,021,040001,319.1,152.1,3.1,6.1,1,6.1,0,0
34021040002,34,021,040002,327.2,119.2,1,5,2,9,5,2
34021040003,34,021,040003,332,117,1,15,0,2,0,1
34021050001,34,021,050001,537.4,207.3,1.2,5.2,2.5,4.8,0.1,2.1
34021050002,34,021,050002,307,134,2,2,0,3,0,0
34021050003,34,021,050003,288.2,159.3,0,3.9,1,1,0,3
34021050004,34,021,050004,296,180,4,7,0,4,0,1
34021050005,34,021,050005,276,115,1,5,0,3,0,1
34021050006,34,021,050006,352,95,2,6,0,2,0,0
34021050007,34,021,050007,797.5,79,2,18.5,6.8,1,1,1
34021050008,34,021,050008,424.6,56,4.2,5.3,1.2,0.3,0,0
34021050009,34,021,050009,588,49,4,6,0,1,1,1
34021050010,34,021,050010,321,106,5,5,0,3,0,0
34021050011,34,021,050011,743,175,7,16,0,3,0,0
34021050012,34,021,050012,369,81,3,1,2,1,0,0
34021050013,34,021,050013,651,166,6,14,0,6,0,4
34021050014,34,021,050014,385.7,91.2,4.1,6,0,4,0,0
34021050015,34,021,050015,330.2,93.5,1.9,0.9,3.8,0.9,0,0
34021050016,34,021,050016,365,84,2,4,0,0,4,0
34021050017,34,021,050017,303.9,88.8,2.1,2.1,0.1,1,2,1
34021050018,34,021,050018,329,42,2,17,1,3,0,0
34021050019,34,021,050019,202.3,33.2,0,0,0,0,0,0
34021050020,34,021,050020,414,99,6,9,0,1,0,0
34021050021,34,021,050021,283,50,1,1,0,1,0,3
34021050022,34,021,050022,449,143,2,6,1,6,2,0
34021055E01,34,021,055E01,406.3,11.9,0,0,2,3,0,0
34021055E02,34,021,055E02,342.7,15,1,0,7,3,2,1
34021055E03,34,021,055E03,140,22,2,0,6,4,0,0
34021055E04,34,021,055E04,333.8,24.1,5,1,5,7,1,1
34021055E05,34,021,055E05,297,62,1,0,3,2,1,3
34021055E06,34,021,055E06,239,27,2,2,3,2,0,2
34021055E08,34,021,055E08,371,55,3,4,2,6,0,0
34021055E09,34,021,055E09,327.4,70.4,3,6,7,9.9,0,1
34021055N01,34,021,055N01,271.5,21.1,3,0,7,0,0,0
34021055N02,34,021,055N02,188.6,20.6,0.1,0.1,6,1,0,2
34021055N03,34,021,055N03,504.3,21.4,0.9,3.8,1.8,4.6,0.9,0.1
34021055N04,34,021,055N04,382,16,4,4,6,8,0,2
34021055N05,34,021,055N05,219.6,90.8,0.1,1,5,7,0.1,1
34021055N06,34,021,055N06,357.9,37.6,0,5,3.1,7,1,1
34021055N07,34,021,055N07,212,12.3,0.9,0.9,1.9,1,0,0.9
34021055N08,34,021,055N08,240.1,19.3,1,6.8,1,1.9,0,2.9
34021055N09,34,021,055N09,161.8,18.7,0,0,1.9,0.9,0,0.9
34021055N10,34,021,055N10,211,7,0,2,4,1,0,0
34021055N11,34,021,055N11,239.1,9,0,1,1,2,0,0
34021055N12,34,021,055N12,333.9,20.1,1,1,1,12,0,3
34021055S01,34,021,055S01,138,27,0,0,2,3,0,0
34021055S02,34,021,055S02,142,18,0,0,1,0,1,0
34021055S03,34,021,055S03,241,65,0,5,2,1,0,0
34021055S04,34,021,055S04,179,37,4,1,3,4,0,0
34021055S05,34,021,055S05,170.5,32.6,0,3,4.1,1.1,1,0
34021055S06,34,021,055S06,152,71,2,5,3,1,0,0
34021055S07,34,021,055S07,234.5,29.4,0,1,5.9,3.9,2,2
34021055S08,34,021,055S08,248,67,2,1,2,12,2,0
34021055S09,34,021,055S09,253.7,61.3,2.4,1.3,5.6,2.6,1,2.9
34021055W01,34,021,055W01,547.5,31,1.9,1,0,10.7,0,1
34021055W02,34,021,055W02,329,7,1,0,4,1,0,0
34021055W03,34,021,055W03,343.2,83.1,6,6.1,2.1,4.1,2,2
34021055W04,34,021,055W04,323,17,0,4,4,2,0,1
34021055W05,34,021,055W05,301,23,0,2,4,2,0,2
34021055W06,34,021,055W06,185,6,0,0,1,1,0,0
34021055W07,34,021,055W07,352.7,43.3,3,2,0,8,0,1
34021055W08,34,021,055W08,344.3,19.8,0.4,2,0.9,4.3,0.3,1.7
34021055W09,34,021,055W09,268,5,0,0,2,3,0,1
34021055W10,34,021,055W10,428.5,33,1.1,0,0,4.3,0,1
34021055W11,34,021,055W11,363,19,0,0,0,1,0,4
34021055W12,34,021,055W12,214,3,0,0,1,0,0,2
34021055W13,34,021,055W13,342,3,0,2,4,2,0,1
34021055W14,34,021,055W14,274,23.4,0.9,4.5,7.2,4.5,0,1.8
34021055W15,34,021,055W15,461.2,21.1,2.8,6.9,6.1,2.7,1.8,4.4
34021055W16,34,021,055W16,268,13,0,1,3,5,4,1
34021060001,34,021,060001,331,281,2,6,3,8,0,5
34021060002,34,021,060002,245.4,349.4,4,3.9,0,5.8,1.1,0
34021060003,34,021,060003,203,294,8,2,0,7,0,1
34021060004,34,021,060004,367.7,246.8,7,2,3,14,1,4
34021060005,34,021,060005,220.5,207.5,3,11,0,4.1,0,1
34021060006,34,021,060006,325.9,373.8,11.1,4.1,0,9.2,1,7
34021060007,34,021,060007,413,316,2,3,1,10,1,1
34021060008,34,021,060008,350,363,6,2,4,2,0,3
34021060009,34,021,060009,579.3,367.2,6,16,2,9,3,7
34021065001,34,021,065001,384,198,8,3,1,5,1,0
34021065002,34,021,065002,205,96.8,3.5,4.4,2.6,4.5,0,0
34021065003,34,021,065003,467.1,256.5,0.1,2.6,2.1,5.4,3,2.1
34021065004,34,021,065004,975.4,283.5,4.6,23.8,9.2,16.5,2.8,2.8
34021065005,34,021,065005,347,156,4,6,1,3,5,1
34021065006,34,021,065006,384.8,153.2,1.1,2.2,2.1,3.1,0,0
34021065007,34,021,065007,321,96,1,2,1,2,1,0
34021065008,34,021,065008,375,130,1,9,2,2,0,0
34021065009,34,021,065009,431.6,230.7,3.7,5.6,1.9,3.7,0,0
34021065010,34,021,065010,416.6,141,4,4.5,1.2,4,0,0
34021065011,34,021,065011,571,304.7,1.2,10.2,1.1,6.2,3,3
34021065012,34,021,065012,441.2,239.2,3.1,6.2,4.1,3.1,0,3
34021065013,34,021,065013,456.9,281.5,0.9,8.4,0.9,5.6,0,1.9
34021065014,34,021,065014,412.2,240.5,4,2,4,8,1,4
34021065015,34,021,065015,710,261.4,10.8,11.8,2.7,9.9,0.9,6.3
34021065016,34,021,065016,426,238,0,0,0,4,0,0
34023005001,34,023,005001,878.1,293.6,1.8,2.7,16.9,7.1,0.9,2.7
34023005002,34,023,005002,321,116.4,0.1,1.2,2,1.4,0.1,1.2
34023005003,34,023,005003,247.2,33.9,1,1,1,1.9,0,0
34023005004,34,023,005004,222.5,38.4,0,1,3,0,0,0
34023005005,34,023,005005,166.7,82.9,0,2.7,0.9,0.9,0,0
34023005006,34,023,005006,163,55,1,0,5,0,0,0
34023005007,34,023,005007,169,75,2,2,1,2,0,1
34023005008,34,023,005008,274.7,45.1,1.9,1,0.4,5.6,0,0.1
34023005009,34,023,005009,199,94.7,1.1,1.9,1.6,1.7,0,0.1
34023005010,34,023,005010,172,94,0,4,2,2,0,0
34023005011,34,023,005011,217,129,1,2,2,4,1,1
34023005012,34,023,005012,207,118,0,2,2,3,0,1
34023005013,34,023,005013,232.8,105.2,0,3.3,3.1,1.2,0,0
34023005014,34,023,005014,167,79,1,0,0,0,0,0
34023005015,34,023,005015,167,123,1,2,1,4,0,0
34023005016,34,023,005016,145,84,2,0,3,2,1,1
34023005017,34,023,005017,201,134,1,2,1,3,0,0
34023005018,34,023,005018,136,104,0,1,5,1,0,0
34023005019,34,023,005019,123,91,0,1,3,3,0,0
34023010001,34,023,010001,554,418.3,7,8.3,5.1,6.5,3,2
34023010002,34,023,010002,241.2,291.6,2,2,1,7.9,1,0
34023010003,34,023,010003,199.8,192.2,5.7,3.8,0.9,2.9,0,0.9
34023015001,34,023,015001,314,238,8,12,11,6,4,1
34023015002,34,023,015002,318.9,188.2,3,1.3,2,6.1,2.1,2
34023015003,34,023,015003,110,168,4,3,3,4,4,2
34023015004,34,023,015004,149,119,6,3,1,4,1,0
34023015005,34,023,015005,204.1,183.8,0,7.7,0,2.9,1.9,1
34023015006,34,023,015006,116,104,3,1,2,5,1,1
34023020001,34,023,020001,2534,1698,30,42,22,41,9,14
34023020002,34,023,020002,443.7,276.4,4.3,3.9,5.1,9.1,1,3
34023020003,34,023,020003,178.1,172.5,1.2,3.2,5.1,0.3,1,1
34023020004,34,023,020004,244.7,212.6,1.4,3.1,1,4.2,1,1
34023020005,34,023,020005,139.2,99.7,0.9,2.6,0.9,1.7,0,0.9
34023020006,34,023,020006,110.4,124.3,0,1,3,3,1,0
34023020007,34,023,020007,181.7,183.7,0,3,1,2,0,0
34023020008,34,023,020008,209,169,3,4,0,5,0,1
34023020009,34,023,020009,158.2,161.1,2,1,2,4.9,0,0
34023020010,34,023,020010,187,126,1,4,1,1,0,1
34023020011,34,023,020011,92.9,98.5,3.8,2.8,1.9,4.7,0,0
34023020012,34,023,020012,144.2,171.9,1,3,1,2,0,0
34023020013,34,023,020013,191.1,170.4,2.9,1,0,1.9,0,0
34023020014,34,023,020014,322,249.8,3.9,3.9,0,4.9,0,1
34023020015,34,023,020015,167.1,134.2,3.8,3.3,2.9,1,0,1.9
34023020016,34,023,020016,201.9,192.9,1,0,0,7,1,0
34023020017,34,023,020017,213.8,153.1,1,3,1,1,1,2
34023020018,34,023,020018,120.2,86,0.2,1,0,2,0,0
34023020019,34,023,020019,139.3,104.3,1,0.1,1,0.1,2,0
34023020020,34,023,020020,234.4,219.5,3,0,2,3,0,1
34023020021,34,023,020021,169.1,166.1,1,3,1,2,0,0
34023020022,34,023,020022,175,103.2,1.1,1.1,6,5.1,0,2
34023020023,34,023,020023,274,193,3,3,2,1,1,0
34023020024,34,023,020024,191,167,2,2,1,3,1,0
34023020025,34,023,020025,200.8,126.9,1,1,1,1.1,0,2
34023020026,34,023,020026,226.3,236.5,5,2,4,2,0,2
34023020027,34,023,020027,154.9,183.4,0,2.9,1,1.9,0,0
34023020028,34,023,020028,102,107,1,1,4,6,0,0
34023020029,34,023,020029,213,158,3,2,1,3,0,0
34023020030,34,023,020030,219,177,2,3,1,3,0,1
34023020031,34,023,020031,247.3,202.3,8,3,1,7,1,4
34023020032,34,023,020032,128.2,101.1,0,3,0,1,1,0
34023020033,34,023,020033,189.8,94.7,5,1,2,3,0,1
34023020034,34,023,020034,276.3,208.4,2,2,2,6,1,1
34023020035,34,023,020035,114,107,2,0,1,5,0,0
34023020036,34,023,020036,196.9,155.7,3,3,1,2,0,1
34023020037,34,023,020037,250,185,2,1,3,5,1,0
34023020038,34,023,020038,167,133,0,1,0,5,2,1
34023020039,34,023,020039,166.9,138.1,1.9,1,1,1.9,0,1.9
34023020040,34,023,020040,218.1,150.3,7,2,2,3,0,2
34023025001,34,023,025001,3454.9,2100.1,25,48,42,63,19,22
34023025002,34,023,025002,413,144,3,3,5,4,0,1
34023025003,34,023,025003,175,126,1,0,2,3,0,0
34023025004,34,023,025004,82.9,73.6,1.3,0.7,0,1.3,0,1.3
34023025005,34,023,025005,171.3,98.6,1,1,1,2.9,0,0
34023025006,34,023,025006,194.7,78.6,0.9,0.9,4.8,3.1,1,1
34023025007,34,023,025007,100.1,78,0,1,0,3,0,0
34023025008,34,023,025008,123,105,2,9,7,3,0,0
34023025009,34,023,025009,100,84,1,1,0,4,0,0
34023025010,34,023,025010,112,140.9,3,2,1,5,2,0
34023025011,34,023,025011,190,130,4,5,6,4,1,3
34023025012,34,023,025012,212.8,128.6,3,1,3,8.8,1,0
34023025013,34,023,025013,168.1,63.2,0,1,3,4,0,1
34023025014,34,023,025014,179.2,215.2,2.1,1.2,2.1,4.1,2.1,0
34023025015,34,023,025015,169,141,1,4,3,5,0,0
34023025016,34,023,025016,175,151,2,3,1,5,0,1
34023025017,34,023,025017,162,106,4,0,2,2,1,1
34023025018,34,023,025018,90,88,0,3,1,4,0,0
34023025019,34,023,025019,155,118,1,2,1,1,0,0
34023025020,34,023,025020,112,73,1,2,1,3,0,1
34023025021,34,023,025021,139,113,0,1,0,1,0,0
34023025022,34,023,025022,99,104,3,0,2,3,0,0
34023025023,34,023,025023,172,128,1,5,4,4,1,1
34023025024,34,023,025024,135,101,1,1,2,3,0,2
34023025025,34,023,025025,143,80,3,0,0,2,0,1
34023025026,34,023,025026,147,116,2,2,0,4,0,0
34023025027,34,023,025027,213.1,189.8,0,0.9,0,0,0,0
34023025028,34,023,025028,89,22,1,0,1,1,0,0
34023025029,34,023,025029,171,150,1,3,1,3,0,1
34023025030,34,023,025030,222,202,4,3,4,2,2,0
34023025031,34,023,025031,154.1,114.8,3.8,0,1.9,1,1.9,1.9
34023025032,34,023,025032,132.9,62.5,1,3,0,0,0,1
34023025033,34,023,025033,131,111,5,1,0,1,0,1
34023025034,34,023,025034,104,87,3,0,0,0,0,2
34023025035,34,023,025035,200.5,142.3,0.7,3.1,0.9,0.7,0.9,0.7
34023025036,34,023,025036,157.9,91,3,1,3,1,0,0
34023025037,34,023,025037,189.9,165.4,3.4,3,1.4,1.2,2.1,2
34023025038,34,023,025038,187,87,2,1,4,3,1,1
34023025039,34,023,025039,206.9,40.1,0,0.8,0.8,2.4,0,0.8
34023025040,34,023,025040,170.6,116,1,2.2,1.1,5,2.1,1
34023025041,34,023,025041,140,79.2,0.1,0.1,2.2,2.1,1,0.1
34023025042,34,023,025042,149.9,42,0,1,2,1,0,0
34023025043,34,023,025043,371,97,0,1,5,2,1,2
34023025044,34,023,025044,125.2,141.9,2,2,2,0,2,0
34023025045,34,023,025045,117.2,100.8,0,2.8,1.8,10.1,0,0
34023025046,34,023,025046,119,107.3,0,0,1,5.8,0,1
34023025047,34,023,025047,109,97,1,3,0,2,1,1
34023025048,34,023,025048,87,74,0,2,1,1,1,1
34023025049,34,023,025049,153.8,177.1,2.1,2.2,0,3,2,1
34023025050,34,023,025050,179,101,0,2,1,3,1,1
34023025051,34,023,025051,112,65.6,1,1,1,1,0,1
34023025052,34,023,025052,131,128,1,1,2,1,3,0
34023025053,34,023,025053,190.9,123,2,1,2,3,1,0
34023025054,34,023,025054,140.3,106.7,0,1,0,1,1,0
34023025055,34,023,025055,106,70,2,1,0,2,0,0
34023025056,34,023,025056,102.8,84.3,0,2,1,2,0,1
34023025057,34,023,025057,124,97,1,2,0,6,3,1
34023025058,34,023,025058,182.1,29.7,2,2,3,2,0,0
34023025059,34,023,025059,122,86,3,1,0,1,0,0
34023025060,34,023,025060,129,108,1,0,1,1,0,0
34023025061,34,023,025061,196.1,148.3,0,3,0,6,1,0
34023025062,34,023,025062,132,99,0,0,1,2,3,0
34023025063,34,023,025063,293.1,82.6,4.6,0,5.6,2.8,0.9,0
34023025064,34,023,025064,281,138,7,1,4,3,1,1
34023025065,34,023,025065,214,143,0,4,1,2,0,1
34023025066,34,023,025066,211,141,0,4,0,0,0,0
34023025067,34,023,025067,163.5,183.2,3,3,3,8,2,1
34023025068,34,023,025068,216.2,180.3,1,5,2,1,1,0
34023025069,34,023,025069,166.6,85.9,2,1,0,1,0,0
34023025070,34,023,025070,330,129,1,4,1,3,8,1
34023025071,34,023,025071,215,92,2,1,2,0,0,1
34023025072,34,023,025072,344,155,1,4,3,3,2,0
34023025073,34,023,025073,204.2,162.4,0.1,1.2,1.2,4.2,4.1,0
34023025074,34,023,025074,153,99,1,4,2,3,1,0
34023025075,34,023,025075,219.6,55.5,0,1.2,0.2,0.6,0,1.2
34023025076,34,023,025076,199.1,126.7,1.1,3.7,1.1,0.1,1.1,0
34023025077,34,023,025077,256,123,3,2,3,1,0,0
34023025078,34,023,025078,102.7,35.2,0,0.2,0.2,2.9,0,1
34023030001,34,023,030001,350.8,519.9,15.3,4.6,7.3,11.7,2.2,1
34023035001,34,023,035001,1102.6,292.9,4.7,25.6,8.5,6.6,1.9,2.8
34023035002,34,023,035002,285,56,3,8,1,1,0,1
34023035003,34,023,035003,248,58,2,12,1,3,0,1
34023035004,34,023,035004,255,37,1,4,1,1,0,0
34023035005,34,023,035005,298,89,2,6,2,2,0,0
34023035006,34,023,035006,253.2,42.4,0.9,6.6,0.9,2.8,0.9,0.9
34023035007,34,023,035007,315,47,1,9,1,0,0,0
34023035008,34,023,035008,292,55,2,7,1,1,2,0
34023035009,34,023,035009,247,69,1,5,0,1,0,0
34023035010,34,023,035010,212,118,4,5,0,1,1,1
34023035011,34,023,035011,269.7,114.8,3.9,5.9,1,1,0,2
34023035012,34,023,035012,196.1,50.5,2,1.4,3,3.2,0.1,0.1
34023035013,34,023,035013,240,44.4,2.1,4,3,1,0,0
34023040001,34,023,040001,268.8,315.8,2,2.9,5.8,12.6,1,1
34023040002,34,023,040002,120.9,135.1,2.8,2.6,1.1,3.4,1,0.2
34023040003,34,023,040003,107.1,107.2,1.7,0,1.7,2.5,0,0
34023040004,34,023,040004,233.2,268.4,5.3,2.3,6.4,4.9,1,0
34023050001,34,023,050001,1092,624,14,31,10,11,3,0
34023050002,34,023,050002,309,173,1,5,2,4,1,2
34023050003,34,023,050003,248,129,2,3,3,3,0,0
34023050004,34,023,050004,238,110,2,6,1,3,0,0
34023050005,34,023,050005,259.8,157.3,2,1,1,3,0,0
34023050006,34,023,050006,191.7,109.7,2,1,1,4,0,0
34023050007,34,023,050007,204,128,2,1,1,3,2,0
34023050008,34,023,050008,204,114,4,0,2,2,0,1
34023050009,34,023,050009,150.7,87.6,0.9,2.8,0.9,1.9,1.9,0
34023050010,34,023,050010,329.5,183.4,5,3,1,3,5,1
34023050011,34,023,050011,469.2,195.5,2,8.8,5.9,6.8,2.9,0
34023050012,34,023,050012,208,140,1,2,0,3,0,0
34023050013,34,023,050013,148,86,3,0,3,0,1,1
34023055001,34,023,055001,450,440,4,6,11,9,3,1
34023055002,34,023,055002,222.2,307.6,2.1,4.1,6.2,5.2,1,1
34023055003,34,023,055003,193.4,141.8,1,1,1,8.9,0,0
34023055004,34,023,055004,173.7,281.2,2,4.1,6,4.1,1,1
34023055005,34,023,055005,181,309,2,1,3,5,1,1
34023055006,34,023,055006,102.8,159.4,0.9,2.8,1.9,0.9,0,0
34023055007,34,023,055007,188.6,313.1,8.1,3.1,6,7,0,0
34023055008,34,023,055008,179,279,4,3,5,4,0,2
34023055009,34,023,055009,194.3,256.8,1,4.9,2,3.9,1,1
34023055010,34,023,055010,239.4,202.6,2.9,2.9,4.8,3.9,1,1
34023060001,34,023,060001,347,382,6,9,4,6,2,1
34023060002,34,023,060002,160,252,5,2,1,4,0,1
34023060003,34,023,060003,138.5,122.8,0,0,1,5.9,0,0
34023060004,34,023,060004,75.1,89.6,5.7,2.4,0.8,3.2,0,0
34023060005,34,023,060005,148,145,2,4,3,7,2,0
34023060006,34,023,060006,107.2,116.8,2,1.4,2.1,6.6,1,0
34023060007,34,023,060007,143,254,3,2,2,12,0,1
34023060008,34,023,060008,131.3,209.3,1,1,0,5,3,2
34023060009,34,023,060009,94.5,137.2,3,0,1,2.1,1,0
34023065101,34,023,065101,2749.6,2219.7,31.9,27,25,39.9,5,15
34023065102,34,023,065102,169.8,178.1,1,3,0,8.2,1,0
34023065103,34,023,065103,130.8,115.5,0,1.6,0,5.7,0.8,0.8
34023065104,34,023,065104,220.3,222.7,0.1,2.3,2.1,7.8,0.2,2.2
34023065105,34,023,065105,120.9,124.5,0.8,0,0.8,4.3,0,0
34023065106,34,023,065106,101,83,1,1,1,1,1,0
34023065107,34,023,065107,148,161,1,1,1,5,0,0
34023065108,34,023,065108,107,91,0,2,0,1,1,0
34023065109,34,023,065109,195.2,146.5,0,0.1,0.1,3.2,0.1,0
